identifier,idProduit,itemId,produitEan13,pviIncrement,capacite,qteMaxPanier,marque,libelle,conditionnement,prix,unitPrice,prixKg,prixBarre,vignetteCollector,poidsMinimum,poidsNet,poidsUnite,volume,isTrad,isPresentAlcoholProduct,avantages,origine,categorie,nbPiece,typeProduit_code,typeProduit_value,typeProduit_uniteByCode,unit_value,avantages_dateFin,avantages_categorie,images_0,images_1,images_2,images_3,pictogrammes_idPicto,pictogrammes_idCategorie,pictogrammes_libelleCategorie,pictogrammes_image,pictogrammes_infoBulle,page,nro_paginas,pictogrammes,pictogrammes_0
4785,5000396036138,4785,5000396036138,1,220.0,99,McVities,"Bolachas fruit & forma, maçã e canela",Embalagem de 220g,1.99,9.05,9.05,0.0,0,220,220,0,0,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF9D3CB3A0C232FF6535776878C3FCC0.jpg,,,,,,,,,5,10,[],
48011,5603722520068,48011,5603722520068,1,800.0,99,Agros,Leite com Chocolate Meio-Gordo sem Lactose,4 x 200 ml,1.99,2.49,2.49,0.0,0,0,0,0,800,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D0D3F8B7FFABDBCD2EEE741C61FD069C.jpg,,,,,,,,,5,10,[],
48474,7613036227124,48474,7613036227124,1,85.0,99,Purina Gourmet,Comida húmida gato fondant atum,85g,0.87,10.24,10.24,0.0,0,85,85,0,0,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3978459F376879B4F64119A1FEE50B62.jpg,,,,,,,,,5,10,[],
51311,8410500028435,51311,8410500028435,1,250.0,99,Yopro,"Yopro danone beber chocolate,  250 ml",,1.09,4.36,4.36,0.0,0,0,0,0,250,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49B55508D1BA9E357A7842002A535DF6.jpg,,,,,,,,,5,10,[],
51370,5000116127085,51370,5000116127085,1,1080.0,99,Capitão Iglo,50 Nuggets de Frango Queijo,Embalagem de 1.08 kg,12.99,12.03,12.03,0.0,0,1080,1080,0,0,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67354933CE6BC52C4EBC009954CDE957.jpg,,,,69.0,28.0,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Ressources/images/publication/8136.png,,5,10,"[{'idPicto': 69, 'idCategorie': 28, 'libelleCategorie': 'Tipo de stockagem', 'image': 'https://driveimg1.intermarche.com/pt/Ressources/images/publication/8136.png', 'infoBulle': ''}]",
51535,8410436441858,51535,8410436441858,1,,99,Vernel,Amaciador Concentrado Delicado,70 doses,3.49,3.49,3.49,0.0,0,0,0,0,0,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,0.0,PU,Pièce unitaire,,€/Unidade,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8ECD583ED79AF08520CD76642589EEE1.jpg,,,,3682.0,52.0,Cabaz Compromisso,https://driveimg1.intermarche.com/pt/Ressources/images/publication/8175.png,,5,10,"[{'idPicto': 3682, 'idCategorie': 52, 'libelleCategorie': 'Cabaz Compromisso', 'image': 'https://driveimg1.intermarche.com/pt/Ressources/images/publication/8175.png', 'infoBulle': ''}]",
52324,8720181384899,52324,8720181384899,1,,99,Skip,Detergente Máquina Roupa Líquido Active Fresh,56 Doses,9.99,9.99,9.99,0.0,0,0,0,0,0,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,0.0,PU,Pièce unitaire,,€/Unidade,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/04DF579D55CD2D6A01A784ECE774108E.jpg,,,,3682.0,52.0,Cabaz Compromisso,https://driveimg1.intermarche.com/pt/Ressources/images/publication/8175.png,,5,10,"[{'idPicto': 3682, 'idCategorie': 52, 'libelleCategorie': 'Cabaz Compromisso', 'image': 'https://driveimg1.intermarche.com/pt/Ressources/images/publication/8175.png', 'infoBulle': ''}]",
52941,8720181386510,52941,8720181386510,1,2700.0,99,Skip,"Detergente Líquido Máquina de Roupa Sabão Natural, 60 Doses",,7.99,2.96,2.96,0.0,0,0,0,0,2700,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F78D7BA1CEEC1BA7836B80E309E4D243.jpg,,,,3682.0,52.0,Cabaz Compromisso,https://driveimg1.intermarche.com/pt/Ressources/images/publication/8175.png,,5,10,"[{'idPicto': 3682, 'idCategorie': 52, 'libelleCategorie': 'Cabaz Compromisso', 'image': 'https://driveimg1.intermarche.com/pt/Ressources/images/publication/8175.png', 'infoBulle': ''}]",
53038,5601146700141,53038,5601146700141,1,8750.0,99,Sagres,"Cerveja Mini, pack 35 x 25cl",,14.99,1.71,1.71,0.0,0,0,0,0,8750,False,False,"[{'dateFin': '2024-07-10T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9ECA467A226ADBBBD9D1E3294C602ED2.jpg,,,,,,,,,5,10,[],
53079,8711327591011,53079,8711327591011,1,650.0,99,Viennetta,"Gelado Caramelo Salgado, 650 ml",,2.59,3.98,3.98,0.0,0,0,0,0,650,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/96C8E669282C188787DB043E8B0F9711.jpg,,,,69.0,28.0,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Ressources/images/publication/8136.png,,5,10,"[{'idPicto': 69, 'idCategorie': 28, 'libelleCategorie': 'Tipo de stockagem', 'image': 'https://driveimg1.intermarche.com/pt/Ressources/images/publication/8136.png', 'infoBulle': ''}]",
53869,8711295042614,53869,8711295042614,1,,99,Koopman,"Pistola de Água Espuma, 26cm",1 un.,1.39,1.39,1.39,0.0,0,0,0,0,0,False,False,"[{'dateFin': '2024-08-07T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,0.0,PU,Pièce unitaire,,€/Unidade,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B96ED440645654464B4CBF639DAF36BF.jpg,,,,,,,,,5,10,[],
6133,7613033796401,6133,7613033796401,1,1500.0,99,Friskies,Ração para cão mini adulto menu vitafit com frango,"Embalagem de 1,5 kg",5.24,3.49,3.49,0.0,0,1500,1500,0,0,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3C79E4BAC4DF6BFE7D3353E2A964A4A0.jpg,,,,,,,,,5,10,[],
8438,5601050033816,8438,5601050033816,1,620.0,99,Danone,"Iogurte activia líquido frutos silvestres,  4 x 155 g",,1.89,3.05,3.05,0.0,0,620,620,0,0,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/47CDBF026E044A06DA4E05DE9D7A01E4.jpg,,,,,,,,,5,10,[],
9811,5608527000548,9811,5608527000548,1,750.0,99,Dom Campos,Vinho rosé regional península de setúbal,Garrafa de 750 ml,1.99,2.65,2.65,0.0,0,0,0,0,750,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/38B96896540B1C8723714736A9B37EF4.jpg,,,,,,,,,5,10,[],
9915,7613034515667,9915,7613034515667,1,400.0,99,Yogolino,Nestle iogolino prep iog baunilha 100g,Embalagem de 400g,2.54,6.35,6.35,0.0,0,400,400,0,0,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6DFBF92BD5C54390DA283A2A6DCEF443.jpg,,,,,,,,,5,10,[],
997,5601038009031,997,5601038009031,1,80.0,99,Knorr,Caldo de marisco 8 cubos,Embalagem de 80g,1.69,21.13,21.13,0.0,0,80,80,0,0,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7EB49A106F03BC7951E5777A06AA1A09.jpg,,,,,,,,,5,10,[],
14474,5601038300084,14474,5601038300084,1,160.0,99,Knorr,Caldo de galinha 16 cubos,Embalagem de 160g,2.85,17.81,17.81,0.0,0,160,160,0,0,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B8FC6A464BA0F797BC45891501D0B036.jpg,,,,,,,,,5,10,[],
15619,5601164114708,15619,5601164114708,1,330.0,99,Super Bock,"Cerveja com álcool, lata",Garrafa de 330 ml,0.59,1.79,1.79,0.0,0,0,0,0,330,False,False,"[{'dateFin': '2024-07-10T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/560A12C2F2209E8A5F02C2A11E9D9607.jpg,,,,,,,,,5,10,[],
15997,5601001003769,15997,5601001003769,1,200.0,99,Nescafé,Café solúvel clássico,Embalagem de 200g,6.79,33.95,33.95,0.0,0,200,200,0,0,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD7727DB415CF8C2EED3E262EA39C260.jpg,,,,,,,,,5,10,[],
16045,8410793023841,16045,8410793023841,1,1500.0,99,Estrela Damm,Cerveja Mini,Pack 6 x 0.25 l ,3.67,2.45,2.45,0.0,0,0,0,0,1500,False,False,"[{'dateFin': '2024-07-10T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8816F519BE17174DEC990DF0B02FBABC.jpg,,,,,,,,,5,10,[],
18860,3147690060703,18860,3147690060703,1,700.0,99,Gibson's,Gin dry,Garrafa de 700 ml,11.49,16.41,16.41,0.0,0,0,0,0,700,False,False,"[{'dateFin': '2024-07-10T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/356BCF7639C2931C45526A98D695FA83.jpg,,,,,,,,,5,10,[],
20845,4015400846789,20845,4015400846789,1,,99,Dodot,Fraldas Recém Nascido Sensitive | Tamanho 2 - 4-8 kg,Embalagem c/ 58 unidades,12.17,12.17,12.17,0.0,0,0,0,0,0,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,58.0,PU,Pièce unitaire,,€/Unidade,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1632CB2D48622ED6BCF679B07E74DB2E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC6466B752B89E9E5AA5C794BD4F7833.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC6466B752B89E9E5AA5C794BD4F7833.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC6466B752B89E9E5AA5C794BD4F7833.jpg,,,,,,5,10,[],
21350,3011932000829,21350,3011932000829,1,1000.0,99,Martini,Vermute bianco,Garrafa de 1 l,10.69,10.69,10.69,0.0,0,0,0,0,1000,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B412951C8A9A85673751CE7B1D2CB1AF.jpg,,,,,,,,,5,10,[],
22327,7613035766488,22327,7613035766488,1,250.0,99,Nestum,Nestum bolacha maria,Embalagem de 250g,2.16,8.64,8.64,0.0,0,250,250,0,0,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A470117028949BD6CC7619A1F2A3929.jpg,,,,,,,,,5,10,[],
22355,8593893753082,22355,8593893753082,1,90.0,99,Nestlé,Tablete de chocolate de leite,Embalagem de 90g,1.2,13.33,13.33,0.0,0,90,90,0,0,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6015C695DCD2B71343F0EB46B69E1B6C.jpg,,,,,,,,,5,10,[],
22413,7613035314375,22413,7613035314375,1,125.0,99,Nestlé,Tablete de chocolate preto,Embalagem de 130g,1.84,14.72,14.72,0.0,0,125,125,0,0,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3EBD64F76D5E56D19B710C7F803E3D4F.jpg,,,,,,,,,5,10,[],
22414,7613035268364,22414,7613035268364,1,123.0,99,Nestlé,Tablete de chocolate extra fina leite/avelã,Embalagem de 120g,1.79,14.55,14.55,0.0,0,123,123,0,0,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7736CE4E28C5141493617380C6AC07C4.jpg,,,,,,,,,5,10,[],
25621,3600541624320,25621,3600541624320,1,400.0,99,Ambre Solaire,Leite Clássico FPS 50,Embalagem de 200 ml,10.49,26.23,26.23,0.0,0,0,0,0,400,False,False,"[{'dateFin': '2024-08-07T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/48BF5DDEFA9170D53A7B82FA784F35E9.jpg,,,,,,,,,5,10,[],
25723,7613035808294,25723,7613035808294,1,400.0,99,Friskies,"Comida húmida para cão adulto com frango, vaca e borrego",Embalagem de 400g,2.09,5.23,5.23,0.0,0,400,400,0,0,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6F4F092EA1D2E46195F907D596540165.jpg,,,,,,,,,5,10,[],
25783,8714100667569,25783,8714100667569,1,61.0,99,Knorr,Noodles galinha,Embalagem de 60g,1.0,16.39,16.39,0.0,0,61,61,0,0,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5A5437BE80AF365D548458C62476F4F2.jpg,,,,,,,,,5,10,[],
25784,8714100667637,25784,8714100667637,1,61.0,99,Knorr,Noodles queijo & ervas,Embalagem de 60g,1.0,16.39,16.39,0.0,0,61,61,0,0,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/33148BDC0F897C3B345F402DC999BB3D.jpg,,,,,,,,,5,10,[],
27813,5601050034165,27813,5601050034165,1,500.0,99,Danone,"Sobremesa danette baunilha,  4 x 125 g",,2.29,4.58,4.58,0.0,0,500,500,0,0,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/12DF8E812A3124706B83FB0DF82BEFD8.jpg,,,,,,,,,5,10,[],
28202,8714100816165,28202,8714100816165,1,240.0,99,Knorr,"Caldo p/arroz, 24 cubos",Embalagem de 240g,2.49,10.38,10.38,0.0,0,240,240,0,0,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/24DF7D7A71C92600628C17CFFB852FB7.jpg,,,,3682.0,52.0,Cabaz Compromisso,https://driveimg1.intermarche.com/pt/Ressources/images/publication/8175.png,,5,10,"[{'idPicto': 3682, 'idCategorie': 52, 'libelleCategorie': 'Cabaz Compromisso', 'image': 'https://driveimg1.intermarche.com/pt/Ressources/images/publication/8175.png', 'infoBulle': ''}]",
28646,5603089007424,28646,5603089007424,1,200.0,99,Parmalat,Nata uht p/ bater 0% lactose,Embalagem de 200 ml,1.08,5.4,5.4,0.0,0,0,0,0,200,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/75B763EC3A4C9118C66217B925A7A9C2.jpg,,,,3681.0,51.0,Produtos Bio,https://driveimg1.intermarche.com/pt/Ressources/images/publication/8170.jpg,,5,10,"[{'idPicto': 3681, 'idCategorie': 51, 'libelleCategorie': 'Produtos Bio', 'image': 'https://driveimg1.intermarche.com/pt/Ressources/images/publication/8170.jpg', 'infoBulle': ''}]",
30348,3600524029920,30348,3600524029920,1,400.0,99,Elvive,Champô Hidra Hialurónico,400 ml,4.24,10.6,10.6,0.0,0,0,0,0,400,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/489A87CD095D8F3E048E515948215383.jpg,,,,,,,,,5,10,[],
33564,5603722517396,33564,5603722517396,1,1500.0,99,Pleno,"Pleno chá verde & mirtilo 1,5l","Garrafa de 1,5 l",1.59,1.06,1.06,0.0,0,0,0,0,1500,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BC3947DBD960E163232CBE5917F7EBF9.jpg,,,,,,,,,5,10,[],
34414,8712000320003,34414,8712000320003,1,1500.0,99,Heineken,Cerveja Sem Álcool 0.0% Mini,Pack 6 x 0.25 l,4.49,2.99,2.99,0.0,0,0,0,0,1500,False,False,"[{'dateFin': '2024-07-10T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7B7B3832D3EEBD162163FD3B29993EFD.jpg,,,,,,,,,5,10,[],
35097,8711327315600,35097,8711327315600,1,440.0,99,Olá,Gelado magnum de chocolate branco e cookies,Embalagem de 440 ml,4.29,9.75,9.75,0.0,0,0,0,0,440,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/13E2E4D7352ABD63D9541A729012589C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/053F7BCDF3B5574D77DAE8E6E99DA348.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/053F7BCDF3B5574D77DAE8E6E99DA348.jpg,,69.0,28.0,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Ressources/images/publication/8136.png,,5,10,"[{'idPicto': 69, 'idCategorie': 28, 'libelleCategorie': 'Tipo de stockagem', 'image': 'https://driveimg1.intermarche.com/pt/Ressources/images/publication/8136.png', 'infoBulle': ''}]",
36946,5601050035919,36946,5601050035919,1,500.0,99,Danone,"Sobremesa danette duo baunilha e chocolate,  4 x 125 ml",,2.29,4.58,4.58,0.0,0,500,500,0,500,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8AB6EAB5935ABDCA4ADA75B8580ADBE0.jpg,,,,,,,,,5,10,[],
372,8711200532391,372,8711200532391,1,260.0,99,Calvé,Molho Big Burguer,Embalagem de 260g,1.94,7.46,7.46,0.0,0,260,260,0,0,False,False,"[{'dateFin': '2024-07-10T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A750CF91D157F1A24339167BD14309C2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/122719564EBC4BB4D52F039A6C0EDAF1.jpg,,,,,,,,5,10,[],
37512,7613036923361,37512,7613036923361,1,250.0,99,Nestum,Nestum zero arroz,Embalagem de 250 g,2.99,11.96,11.96,0.0,0,250,250,0,0,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5FCDC0BF20B5D119C320D80DBF5AF100.jpg,,,,,,,,,5,10,[],
37702,5601066401043,37702,5601066401043,1,300.0,99,Nacional,Bolacha de alfarroba e chocolate,Embalagem de 300 g,1.67,5.57,5.57,0.0,0,300,300,0,0,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29CEACE96341E2A0CAA4AC72DB2E1479.jpg,,,,,,,,,5,10,[],
38330,7613036886994,38330,7613036886994,1,400.0,99,Yogolino,Yogolino pêssego banana 0% açúcares adicionados 4x100g,Embalagem de 400g,2.54,6.35,6.35,0.0,0,400,400,0,0,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49B9954C83771AA9EBC8A7C302D392D9.jpg,,,,,,,,,5,10,[],
39427,7622201106621,39427,7622201106621,1,100.0,99,Milka,Milka chocolate tablet cocoa,Embalagem de 100g,1.59,15.9,15.9,0.0,0,100,100,0,0,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B7CFF6D75C915283D1BC7A9FA7DC7501.jpg,,,,,,,,,5,10,[],
40834,8718951333390,40834,8718951333390,1,1000.0,99,Ajax,Lava tudo boost vinagre,1 l,1.99,1.99,1.99,0.0,0,0,0,0,1000,False,False,"[{'dateFin': '2024-07-03T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,2024-07-03T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/94600D4F59220F08B708C3610E6D5C82.jpg,,,,,,,,,5,10,[],
