identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,avantages_dateFin,avantages_categorie,nro_paginas,page,images_6,images_7
1108,5601066300087,500.0,Nacional,"Massa de cotovelinhos, embalagem de 500g",,0.89,1.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/85D4AC87404986F6E33A67AEEDC0D0E8.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
44701,5053990156009,175.0,Pringles,"Snacks batata original, embalagem de 175g",,2.39,13.66,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BE87AADF1BA674A5818FDF008937F90A.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/843E1395B62C4B40E91467CF90852642.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/843E1395B62C4B40E91467CF90852642.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/843E1395B62C4B40E91467CF90852642.jpg,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
13585,2893580000000,250.0,Marisco,Gambão Congelado 20/30,Vendido a partir de 250 (aprox.),2.5,9.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8045A02528560B0A77B8815B2FADD1B4.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
37443,7613037040869,250.0,Nestum,"Nestum zero espelta/aveia, embalagem de 250g",,2.24,8.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF80E2BF1A95765256612BEC5A65D8DD.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
43848,5604260309986,1000.0,PorSi,Abrilhantador maquina loiça,Garrafa de 1 l,1.39,1.39,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6F09E195333B91055576C428921B7F15.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
7324,3228020390131,250.0,President,"Manteiga magra meio sal, embalagem de 250g",,2.59,10.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/331DC0C2868698A1CF61BBA910E6E1D6.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
20967,5601027002593,175.0,Manhãzitos,5 manhãzitos choco chips,Embalagem de 175 g,2.24,12.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6EB4FB571FE310CEFF50998F54BCFA17.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
50405,8445290489173,900.0,Cerelac,"Papa Infantil 12 meses, 900g",,6.29,6.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/79C2E535CBAB06EFF8E7EE2B8A2191BC.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
10175,8410375110211,300.0,Bonduelle,Milho tenro e doce,Embalagem de 300 g,1.74,5.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7DBD23167EE67669947EBE9FBBED55C3.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
10597,8712100326356,360.0,Olá,"Gelado fizz limão, embalagem de 6 x 60 ml",,2.99,8.31,360,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/234F906CA10C5C87A7F2D2188B0A37DA.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
17873,8718951037885,500.0,Ajax,"Limpa vidros recarga tripla ação, 500 ml",,1.79,3.58,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D0A7A0C399BF07DEEA9FD446034A3D4F.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
23590,5603722514142,1600.0,Agros,"Leite com chocolate, embalagem de 8x200 ml",,2.88,1.8,1600,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B07C2A65AC5D9D66E12210391EDB136.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
48528,5604260318704,,PorSi,Rolo cozinha,4 unidades,1.85,1.85,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6011F700CE1AB2210172B90DB56C825B.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
5521,5601692071214,1000.0,Bom sucesso,"Arroz agulha, embalagem de 1 kg",,1.29,1.29,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/393929D01B09747982258DD594BE66FB.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
9113,5601989001566,750.0,Monte Velho,"Vinho branco alentejo, garrafa de 750 ml",,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7B25882D8E40FB5175386823B109A8BD.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
18618,5601027004870,210.0,Manhãzitos,Manhãzitos -50% açúcares,Embalagem 6x2 unidades,2.44,11.62,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08521722BDB8760A47A03446C3145802.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
46128,3083681137811,450.0,Bonduelle,"Milho sem resíduos de pesticidas, embalagem de 450g",,2.59,5.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EC051C59563F4690C90E354F78286A70.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
15886,5601027003859,210.0,Manhãzitos,Manhãzitos original,Embalagem 6x2 unidades,2.44,11.62,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E3BD264A0F36C19CDFE09BE15A0F5910.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
17114,5000116110148,320.0,Capitão Iglo,"4 hamburguers vaca sem glúten, embalagem de 320g",,4.49,14.03,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F31F98EC751272F860D1F790EE53DF35.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
24414,8410436297691,1300.0,Sonasol,"Lava tudo camomila e flor de laranjeira, 1,3l",,2.09,1.61,1300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C67C521AD0B096D9F596A17B56363CA4.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
33482,5604260285105,250.0,PorSi,Limpa máquinas de loiça tripla ação,Embalagem de 250 ml,1.29,5.16,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/99B8637072C5A86DCEC578261824F85F.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
50377,8445290351357,,Nescafé,"Dolce gusto sical espresso cafés 99.2 g, embalagem de 16 unidades",,6.39,6.39,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/44FD43160B41B883D60D056B524E6B93.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
50629,5603722521454,1208.0,Mimosa,"Iogurte magro liquido de morango e framboesa, 8 x 151ml",,2.99,2.48,1208,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AB607BD866F448FA21D3247580B1F4C6.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
10842,2895207000000,250.0,Santiago,Queijo 3 Igrejas Cura 2m Pimentão,Vendido ao peso a partir de 250 gr,3.0,11.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F11F4EC63EB49EF2522FB61028743A0.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
10943,3250390679653,250.0,Páturages,Queijo mascarpone,Embalagem 250G,1.99,7.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7BF95190459CB8AA8642905249F654FA.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
22395,8712100745614,412.0,HellmannS,"Mionese top down, embalagem de 410g",,3.14,7.62,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/69FC39D7436E837B71E260D76DC0DC69.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8441A970BF19CB238C08CCCD9712CAB2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8441A970BF19CB238C08CCCD9712CAB2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8441A970BF19CB238C08CCCD9712CAB2.jpg,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
34329,5999884034469,250.0,Hell,Bebida energética hell,Garrafa de 250 ml,0.79,3.16,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1075218D3A34A21E3FA52C7E6942C8C8.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
37543,5604260296774,200.0,PorSi,Queijo ilha ralado,Embalagem de 200g,1.99,9.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9FBECDCECB2D26C4C6D8C14744B77AAB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/786CD9798812C344295A787A5E37A388.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/786CD9798812C344295A787A5E37A388.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/786CD9798812C344295A787A5E37A388.jpg,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
43428,5604260304738,250.0,PorSi,Limpa máquinas de loiça limão,Embalagem de 250 ml,1.29,5.16,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D3D3C8E9CC2232B06DE27F0A6F1A935B.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
47979,5604260312740,,PorSi,Detergentes máquina lavar loiça ecológico,26 pastilhas,3.46,3.46,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/78BEBFE1DB31B8C2D02C89E6CE3251D4.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
48775,2769516000000,200.0,PorSi,"Preguinhos de Porco Finíssimos, embalagem de 200g (aprox.)",,1.6,7.98,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3DD3775BE4F1F4161B469D1F01BAB9D5.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
11650,5601192201104,200.0,Agros,Nata uht 200 ml,,0.87,4.35,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/478AC7EFE77B8590BBD8EF6C88C17807.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
17892,5601082039800,220.0,Delta Q,Café xl qalidus cápsulas,Embalagem de 220g,15.99,72.68,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CC1942C4B68078F0368F602F327C039D.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
24411,8410436297752,1300.0,Sonasol,"Lava tudo rosas e jasmim, 1,3l",,2.09,1.61,1300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A8DAC5F038BB6C2FB23FB3C7F35CC590.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
24413,8410436297783,1300.0,Sonasol,"Lava tudo PH neutro, embalagem de 1,3l",,2.09,1.61,1300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40B27BFEEAC61B53B8E103581B41FECE.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
2518,7613033814693,400.0,Nestlé,"Fruta para bebé 7 frutos +6 meses, embalagem de 4 x 100g",,2.54,6.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/18CF4010C8E037B64FBADB6A5A35AF8F.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
35089,5604260287246,,PorSi,"Acendalha ecológicas, 32 cubos",,0.99,0.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3C3A545F046A9053ADD48AE98FE47946.jpg,,,,,,2025-06-11T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
36952,7613036862295,,Nescafé,"Café em cápsulas dolce gusto intenso, 16 cápsulas",,5.85,5.85,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E961429E3414F1C39643E5CB1F2C82A7.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
4335,3600540829160,50.0,Narta men,"Desodorizante roll-on, invisimax",Embalagem de 50 ml,2.69,53.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A48BB816DCCE142F5DC4F8D9E2CEC850.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
45326,5604260314256,,PorSi,Detergentes máquina lavar loiça next generation,30 pastilhas,5.54,5.54,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3877597C67E67FAF94A364481248DE61.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
48157,5604260321261,1000.0,PorSi Viva Bem,Bebida de soja s/ açúcar,Embalagem de 1 litro,0.79,0.79,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7C840C9AA80A8A587DE7E0362CD9F3E4.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
11685,5601244202042,150.0,Terra Nostra,"Queijo flamengo, ralado, embalagem de 150g",,1.69,11.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/351CF2EDB4693C51DD474646AFC9D95E.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
14315,8712566108626,525.0,Olá,"Callippo super mix, embalagem de 5 x 105 ml",,2.99,5.7,525,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/50F911D6BFEB14E2AB81FFF28A0267B6.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
14854,2891117000000,2350.0,PorSi,Pato inteiro com miúdos,1 un = 2.250 kg (aprox.),10.53,4.48,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E5F2031D60089F4C13D404725928D593.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
25735,5000116112173,208.0,Capitão Iglo,"10 nuggets peito de frango e queijo, embalagem de 210g",,3.49,16.78,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C51CDDEB144DBFB12E5D153B5560BAD5.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
2676,8410000809831,160.0,Artiach,"Bolachas chiquilin ositos de mel, embalagem de 160g",,1.69,10.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7F651091C0FC8F1A45FAC9DC89A926AB.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
28640,5054563030948,75.0,Aquafresh,Dentífrico Tripla Proteção,Embalagem de 75 ml,1.84,24.53,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3F822B9D22CAC67DC8DBD8698E3FBBBD.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
30173,5607238032022,330.0,Casa de Mateus,"Doce de morango, embalagem de 330g",,2.59,7.85,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D6070A1F1EB4D27068EDD936E4C7823.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
35983,5601027972735,700.0,Bimbo,Pão de forma torradas familiares,Embalagem de 700 g,1.99,2.84,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6F4E1280EFC32C3DD99C945770A284F8.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
419,8718114882536,50.0,Knorr,"Sopa de cebola, embalagem de 50g",,1.6,32.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40DE8A4B0CCB6E254052E81CFB00180A.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
43847,5604260303601,2000.0,PorSi,Sal para maquina loica 2k,Embalagem de 2 kg,0.79,0.4,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D82E0D3BEDB9300391E79B76131FD377.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B794A5967EB64687E479EB017EFD747A.jpg,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
44809,7613035593756,1000.0,Nesquik,"Achocolatado em saco, embalagem de 1 kg",,6.59,6.59,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B72BED7B45B21CF0D0F77A499251A582.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
46298,5604260315062,500.0,PorSi,Legumes preparados para sopa de nabiça,500 g,1.79,3.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C7E92A1C95B18E68353D28EC91F2F9BD.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
47034,8714100827666,160.0,Knorr,"Caldo galinha receita económica, embalagem de 160g",,1.29,8.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/54D2297B42302C9BEB14DE9BF8F6F3CF.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
51779,5604260327089,,PorSi,Detergentes máquina lavar loiça,60 pastilhas,3.79,3.79,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5D0E62FF3D9A0C755640BCC5F7832DD7.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
8068,5011417544679,400.0,Finish,Abrilhantador p/ máquina de lavar loiça,Garrafa de 400 ml,3.99,9.98,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5D045CC65EE222532216DB5B0BF2A582.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
9111,5601989001412,750.0,Monte Velho,"Vinho regional alentejano tinto, garrafa de 0.75 l",,3.89,5.19,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5313E203A06105D1BF7A5AD8308AD864.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
10639,8712566395514,61.0,Knorr,"Sopa gourmet, cogumelos, embalagem de 60g",,1.99,32.62,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/37AB5E4154A122936DBF40F8E46CCD3D.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
10859,3023290400395,230.0,Nestlé,"Iogurte mix in kit kat, embalagem de 2 x 115g",,2.09,9.09,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/46A338E8D7EAC63B8EF63808F7DF5998.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
16493,8718951037939,500.0,Ajax,"Limpa vidros pistola, cristal, embalagem de 500 ml",,1.97,3.94,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2152E81252C8B3ECCDB87063FC44E64.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
16933,5604260277292,55.0,PorSi,Café em cápsulas fortíssimo,Embalagem de 55g,2.29,41.64,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D2685B35A81DF08A80F802272D6D4C46.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
19586,8435257028057,720.0,Longa vida,"Iogurte aroma 0% tutti fruti/coco, embalagem de 6 x 120g",,2.29,3.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6FEC33DAE59256CBE3074F3F03199908.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
29739,8410436324502,1300.0,Sonasol,"Lava Tudo Leite de Amêndoa, 1.3 l",,2.09,1.61,1300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F0C3F7396A3707DA471842E1F133DA93.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
30477,3083681070187,225.0,Bonduelle,"Milho doce, embalagem 3 x 75g",,1.78,7.91,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/21305BEE4D64377736F1C50D030AC0E3.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
45405,3023290053508,150.0,Lindahls,"Pudim de baunilha + proteína, 150g",,1.49,9.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CD482C5BF61320A2B85EA62D20469CB9.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
49475,5601146570027,3750.0,Sagres,"Cerveja com álcool, pack 15 x 25 cl",,7.99,2.13,3750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6F54A04F24F5E288DCF8E2FC9D030060.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
51960,7622201735036,360.0,Royal,"Gelatina pronta tropical sem açúcar, 360g",,1.59,4.42,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F0658D68801762658A0CA910FD6D93C.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
14344,3387390406719,150.0,Nestlé,"Barras de cereais nesquik, embalagem de 150g",,2.39,15.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4878F7C89F5570C091D36337F3638AB8.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
30181,5607238032107,345.0,Casa de Mateus,"Geleia de morango, embalagem de 345g",,2.99,8.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B386B3AED2791B1ABC3F8E529297B645.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
37444,7613036955799,250.0,Nestum,"Nestum zero mel, embalagem de 250g",,2.24,8.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5B200610F8E9504D3552A7693F67BE32.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
41447,5601082047812,,Delta Q,Café mythiq,Embalagem com 40 cápsulas,15.99,15.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B58BECEDE4BA3A9AAD2A25898792041E.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
4315,3600540542861,400.0,Garnier,Champô Ultra Suave de abacate & karité,Embalagem de 400 ml,3.76,9.4,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5D548857F0BA2FC243E68F54B6437483.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
47636,8412600018323,300.0,Bimbo,Bimbo® bagels sementes 4 un.,Embalagem de 300g,2.34,7.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF6C29E8954E6CC8FE9F7A9ADC699919.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
48393,2757509000000,200.0,PorSi,"Bifinhos do Lombo de Porco Finíssimos, embalagem de 200g (aprox.)",,1.6,7.98,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/27981781C3C214C992EEFDB89F8AAD1B.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,4,,
52015,7622201747442,360.0,Royal,"Gelatina pronta ananás sem açúcar, 360g",,1.59,4.42,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6AA035845DC1CC2A0779179B0CC4F846.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,4,,
52601,5601217137944,1710.0,Quanto,"Amaciador roupa concentrado rubi e jasmim, 95 doses",,3.99,2.33,1710,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F98E5B67EBAD53610C2B7527547160F8.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,4,,
52883,8719200267824,1000.0,Planta,"Creme vegetal para barrar original, 1 kg",,4.99,4.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/936FEB2670E44E85562B9564D40B3E6A.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CBB4812E883E0A943660F7C5BD667E18.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CBB4812E883E0A943660F7C5BD667E18.jpg,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,4,,
10512,8435250439577,232.0,Nestlé,"Iogurte mix in nesquik, embalagem de 2 x 115g",,2.09,9.01,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C2207480393D760FBF1824B2B4CD877.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,4,,
