identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,avantages_dateFin,avantages_categorie,nro_paginas,page,images_6,images_7
25334,3600542087711,400.0,Garnier,Champô Ultra Suave Água de Coco e Aloe Vera,Embalagem com 400 ml,3.76,9.4,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2AD4F2E8B021977C9D6FDA8D9C7F73EC.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,6,,
25339,3600542075343,400.0,Garnier,Condicionador Ultra Suave Água de Coco e Aloé Vera,Embalagem de 400 ml,3.76,9.4,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7EDB7F3773C83B0E6162E0F80CDD031F.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,6,,
25784,8714100667637,61.0,Knorr,Noodles queijo & ervas,Embalagem de 60g,0.84,13.77,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/77CED7AFDF81EB9F73CA0383A2D829EB.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,6,,
26475,5601252115211,250.0,Gallo,"Vinagre balsâmico sidra, 250 ml",,1.99,7.96,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C88E39F6F7D009CCC3A6C8AE0ADDADDE.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,6,,
26476,5601252115105,250.0,Gallo,"Vinagre balsâmico de modena gourmet, 250 ml",,2.31,9.24,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0E86707B5C70A5EEDA94A8A07A8AFB3.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,6,,
26549,3094905001436,,Aquafresh,Escovas Dentífricas Limpeza Flex,2 un. + 1 Grátis,2.84,2.84,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F1287D0C49D30EE3EDA2BDFA782E59CD.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,6,,
27919,3600542140058,400.0,Garnier,Condicionador Ultra Suave Riqueza D'Argão,Embalagem de 400 ml,3.76,9.4,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D97F0F83356E9DECA28E7D831AD1F5F5.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
28287,7613035690639,,Nescafé,"Café em cápsulas dolce gusto chococino, embalagem de 16 cápsulas",,5.85,5.85,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/317CB9BB347831750B3B969F83AAA0FA.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
29763,5603288003838,,Joluce,Cadeira Caribe Antracite,Dim.: 57 x 54 x 85 cm,12.99,12.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD00FD100B8932BA6EABB3B622AAB533.jpg,,,,,,2025-06-11T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
31215,5601692071498,1000.0,Bom sucesso,Arroz para risotto bom sucesso,Embalagem de 1 kg,2.44,2.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/16A389855C25CFF7AFC03E1E9FD5F3C2.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
33113,7613036562874,,Nescafé,"Café ristretto napoli, embalagem de 16 cápsulas",,5.85,5.85,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF5F6B7C5C6AF2805D2287F3CBC35ACC.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
33133,3600542154666,,Garnier,"Bandas anti pontos negros, embalagem c/ 4 un.",,5.19,5.19,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DBBE270007DD99C761627CD9A5C752C9.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
33631,5601217130631,,Finish,"Ambientador para a máquina da loiça de lima e limão, 1 un.",,3.49,3.49,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/59B0AD9BB7EBD8E68264D646B0B54FF9.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
3497,0000084124326,100.0,Pronto,Reparador de móveis escuro,Embalagem de 100 ml,4.09,40.9,100,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D69B33990891106EF66B7556A9C6AABD.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
35404,5600390419540,750.0,Dharma,Vinho branco região do Dão,Garrafa de 0.75 l,3.59,4.79,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8A2F41C909FC97214869C52F9EDE0C6A.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
35474,8001841144849,,Dodot,Fraldas Recém Nascido Sensitive | Tamanho 3 - 6 a 10 kg,Embalagem c/ 58 unidades,15.29,15.29,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B31E10AB15DFDECEADBD81A9410308B3.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/863DA9FE74A467CE5961F555DB6540FE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/863DA9FE74A467CE5961F555DB6540FE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/863DA9FE74A467CE5961F555DB6540FE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/863DA9FE74A467CE5961F555DB6540FE.jpg,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
35558,5601151973721,3500.0,Pepsi,"Refrigerante com gás, pack de 2 x 1.75 l",,3.18,0.91,3500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4591303E8886D5226C017EC0EFBDEC41.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
35675,3600542226295,400.0,Ambre Solaire,Leite hidratante aloe vera after sun,Embalagem de 400 ml,11.89,29.73,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3175C4A6B94CF0DD288851A7336D73C.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
35739,5600275142044,650.0,Take Away,"Caracóis cozidos, 1 kg",,5.99,9.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29BD1CDFDED3C96057A22E32C8CE2CCB.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
37475,7613036724135,40.0,Purina One,Snack frango de higiene oral diária para gato,Embalagem de 40 g,1.64,41.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/37DF0489FB9FC1596ECFA3B5EA4F10E5.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
38933,5601151972984,1000.0,Compal,"Compal clássico néctar frutos vermelhos, garrafa de 1l",,1.49,1.49,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/92B7D2C96C7CCB854EEB11C98238B069.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
399,8712566365135,30.0,Lipton,"20 saquetas infusão de cidreira e mel, embalagem de 30g",,2.09,69.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/907015B388C6BBA95E1B6703BC1CA389.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
40670,5000116125449,1440.0,Capitão Iglo,"18 hamburguers sem glúten vaca, pack familiar com 1.4 kg",,16.99,11.8,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/080130715FD0824001550733A3631559.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
41388,5604260304356,2000.0,PorSi Select,Ração seca para gato pro esterilizado,Embalagem de 2 kg,5.99,3.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8A8341870D185F9B8420300F8DA6DD25.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
41758,7322541096667,,Tena,"Pensos incontinência mulher discreet maxi night, 12 unidades",,6.34,6.34,12,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3EFB7F658F7A6190532A2FEC660762AF.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/21289249CB4D771ACD3A71894289176D.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CAD88BAD9AD4BCF7A7E90741C9E59A18.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/59B178831F909D28BBA9E56381EB01D6.jpg,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
42122,5604260304332,2000.0,PorSi Select,Alimento seco p/ gato pro adulto,Embalagem de 2Kg,5.99,3.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9C42A2744D89F3E2795F5F8D5BEC84F2.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
4301,3600540123961,400.0,Garnier,"Champô Ultra Suave para crianças, alperce",Embalagem de 400 ml,3.76,9.4,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3F69E8A7F94BF62C0403CE1EB889963D.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
4321,3600540623782,200.0,Narta,"Desodorizante spray, bio eficácia",Embalagem de 200 ml,2.69,13.45,200,L,€/L,,Produtos Bio,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F71EB892377FD0A3E46E74D647D178F8.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
43213,5603722519789,,Castelões,"Queijo cura especial barrado pimentão, 500 g",,6.99,6.99,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7F9659307338C4018D4890FC3B81F84B.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
43314,8710604741835,38.0,Knorr,"Esparguete à bolonhesa 1, 2, 3...sabor!, embalagem de 38g",,1.19,31.32,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1108EABAA6B7A67AA2379F447F3FDFD8.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
4410,3600550266993,50.0,Narta,Desodorizante Roll'On Protect 5,Embalagem de 50 ml,2.69,53.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/44A2019BAA638096BCCB45A6174E65F4.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
4411,3600550267037,50.0,Narta men,Desodorizante roll-on protect,Embalagem de 50 ml,2.69,53.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7EC15C278C8506D1BEA9C07C8BB415CC.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
44610,5604260312702,750.0,PorSi,"Creme de limpeza ecológico, 750 ml",,1.49,1.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4459A51FB000C5E21146639E4DE41BEF.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
44645,8710604741859,36.0,Knorr,"Esparguete à carbonara 1, 2, 3...sabor!, embalagem de 36g",,1.19,33.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A9ADB7151712EC69C622800C5116043.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
44895,8710604741842,33.0,Knorr,"Chili com carne 1, 2, 3...sabor!, embalagem de 33g",,1.19,36.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0FC3FD038BB457F02AE1D4A0906FFDD.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
45434,5609060338907,230.0,Delta,Caramel Macchiato Go Chill,Embalagem de 230 ml,1.19,5.17,230,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2867818FA73C4B0656234E8C80CF7D11.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
46129,3083681138023,600.0,Bonduelle,"Legumes primavera, embalagem de 600g",,2.49,4.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FD54419D66A7659216101458C2691B3B.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
46503,8001841144870,,Dodot,Fraldas Sensitive | Tamanho 4 - 9 a 14 kg,Embalagem c/ 44 unidades,14.99,14.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C29302C02E4EDD5019B7FE62D421A5A7.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
46641,8410436364058,,Bref,Bloco Sanitário Blue Active Floral,Embalagem de 3 un.,4.39,4.39,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3DC5C4838E8BD49AEB43EB2DC739F2D.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
46732,7322541096353,,Tena,"Pensos incontinência mulher discreet mini ultra, 20 unidades",,3.18,3.18,20,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F386BE4B294B4D5ED88D121E27A2469D.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A9A3BAEB23D6C7E7ED5D45B2A8F2FBB1.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B5D604934346CBC9DE81102A1CEC505.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A74CD13EF602AF0076AEBA20F81F2726.jpg,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
46771,7613035027022,800.0,Purina One,"Ração para Cão Mini Júnior, 800 g",,4.79,5.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5D2865182EB2C38580C4839CF6539EB7.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
46885,5054563087195,75.0,Aquafresh,Dentifríco splash morango,Embalagem de 75 ml,2.61,34.8,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/985DB91A7EDE55C6A3C98F1B8981BB9B.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
46942,8720181032240,150.0,Axe,"Desodorizante Spray Africa, 150 ml",,5.99,39.93,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/32F20BBF1B15684F8F235B9CCA909BFF.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
47080,8720182148650,53.0,Knorr,"Sopa de agrião, embalagem de 53g",,1.6,30.19,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE82234ECC1A2DE46F4D8AC8A2F7517E.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
47665,5604260315246,100.0,PorSi,Kiwi cortado,100 g,1.39,13.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E5359018F381FCEC5D4AFE8BEF062F3D.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
49793,5604422183249,700.0,Macieira,"Macieira cream, garrafa de 700 ml",,14.59,20.84,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A1DED700514E3DBB5450F3CA76197AAA.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
49896,4005900911599,270.0,Nivea Sun,Protetor Solar Spray Protect & Moisture SPF30,Embalagem de 270ml,12.49,46.26,270,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5189CE01980E1521DBDBB694945E2B20.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
50388,8445290352101,,Nescafé,"Dolce gusto nescafe espresso cafés 99.2 g, embalagem de 16 unidades",,5.85,5.85,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0F9C31202C0F1A9342165F5D51642405.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
5045,5601036100068,300.0,Elnett,Laca fixação normal,Embalagem de 300 ml,4.99,16.63,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CF71A80B2D5B0669E397341C40ADCC26.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
51398,8720182433190,40.0,Knorr,"Sopa disney frozen, embalagem de 40g",,1.6,40.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9077F1C98890FA6A1A18792257A8F6B9.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
51623,8445290099426,800.0,Purina One,Ração seca para gato esterilizado vaca,Embalagem de 800g,5.59,6.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/913C6E752F1EE698DDE3304A8611D873.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
51624,8445290071842,800.0,Purina One,Ração seca para gato frango,Embalagem de 800g,5.59,6.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0A4B307705088FDDA965A5AD9EFBFF3.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
51625,8445290109613,800.0,Purina One,Ração seca para gato indoor peru,Embalagem de 800g,5.59,6.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3AEE8C01B23360874350D7A24BD612D4.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
51628,8006540532782,45.0,Pantene,Ampolas de Reparação 1 Minuto,Pack 3 embalagem 15 ml,3.39,75.33,45,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/458825ACBEBED8CC79056FD09322BA7D.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
51763,8410436429092,84.0,Sonasol,Bloco Sanitário Bright Gel Chuva de Primavera,Embalagem de 2x42 g,3.39,40.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0FA265A6106AC61EECE3945FC2848707.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
51838,8436048961898,140.0,Artiach,Bolachas Chiquilin Chiquichocs Energy,Embalagem de 140g,1.79,12.79,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B4F4055D98D0BAF62E3ECD475DF6F69F.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
51926,4005900755759,400.0,Nivea Sun,Loção After Sun Moisture,Garrafa de 400 ml,11.39,28.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5621215E42AE5050B657D7FE9C41236C.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
52001,8414100364078,330.0,Sunny Delight,"Sumo florida, garrafa de 330 ml",,0.96,2.91,330,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/545A94043E69DE8C2F9C3440465D64A4.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
52037,7622201735081,360.0,Royal,"Gelatina pronta mirtilo sem açúcar, 360g",,1.59,4.42,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2C3BB58F6B43B79D0EAF7DE789EE35A6.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
52039,7622201747466,360.0,Royal,"Gelatina pronta frutos do bosque sem açúcar, 360g",,1.59,4.42,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/346C3ACAFC660518DFC7267DFA6DE7A9.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
52552,8720182626004,80.0,Knorr,"Caldo de peixe com azeite virgem extra, 8 unidades",,1.59,19.88,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FBDF62B8889CFBC551432143D331C387.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B844946D0805478C1AE61E4E2E363AC.jpg,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
52578,8445290836342,,Nescafé,"Café Meia de Leite Sical, 16 Cápsulas",,5.35,5.35,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B8D83D24BE9DBC0C087E30DEC870E20C.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
52636,8719200269026,400.0,Planta,"Creme vegetal para barrar, 400g",,2.54,6.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F65911004A3F054AD79E8D4223582388.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
52781,8711327418356,60.0,Knorr,"Pasta pot bolonhesa, 60g",,1.49,24.83,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/55EAB61CCD2927CA975EDAD133C32FEE.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
52905,8720181338441,435.0,Cif,"Spray limpeza cozinha vitro & inox, 435 ml",,2.49,5.72,435,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/327E839DC1DF53D1046C455ABE4276AF.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/571864E3EB0601A697BC7ACC3D3FB74C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/571864E3EB0601A697BC7ACC3D3FB74C.jpg,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
53049,8445290589316,190.0,Nestlé,"Puré de legumes com peixe +8 meses, 190g",,1.59,8.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E5BF3B7685558DA7A110F72D148811C.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
53112,8719200261396,225.0,Planta,"Creme vegetal para barrar magro sabor a manteiga, 225g",,1.79,7.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F1FDA1229D6F2FCA08B8CD4D16D2827.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8A26170B245BCD16D7302351FE82D3EB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8A26170B245BCD16D7302351FE82D3EB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8A26170B245BCD16D7302351FE82D3EB.jpg,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
53187,5900020032171,375.0,Nestlé,"Cereais de Milho com Chocolate sem Glúten Corn Flakes, 375g",,2.79,7.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E1A3792691E4AA71589ACE9CA8BF060.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ABA0C4E4591EC66EEA408DC7AD71105E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ABA0C4E4591EC66EEA408DC7AD71105E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ABA0C4E4591EC66EEA408DC7AD71105E.jpg,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
5320,5601213170693,700.0,Aliança Velha,Aguardente vínica velha,Garrafa de 700 ml,12.59,17.99,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/53181AD6CD1353CAFAE1F9A4F3F4D2E4.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
53221,5601027116078,210.0,Manhãzitos,"Bolo Planetus Banana, 210 G",,2.44,11.62,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/706EFE0793F186081B6A52A09EF2BDCF.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/43FF0D84A5DEEF315CADB11D637FDFAB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/43FF0D84A5DEEF315CADB11D637FDFAB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/43FF0D84A5DEEF315CADB11D637FDFAB.jpg,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
53258,8445290554499,28.0,Nestlé,"Snack Para Bebé Morango e Banana, 28g",,1.09,38.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6892F063E24374E65ABAEF0E93A198F3.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
53259,3083681145786,375.0,Bonduelle,"Mistura de legumes ratatouille, 375g",,2.9,7.73,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CAD95C24A62AA7B6AF57D8848A5F061D.jpg,,,,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
53337,8700216197960,,Dodot,"Fraldas sensitive t2 4 a 8 kg, 80 unidades",,15.39,15.39,80,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/81E32573E6A70045F0183621F65C998B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BAF954EEFFC1A2285946F774EB6E31AF.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BAF954EEFFC1A2285946F774EB6E31AF.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BAF954EEFFC1A2285946F774EB6E31AF.jpg,,,2025-05-21T23:59:59.999999999+01:00,PROSPECTUS,11,7,,
