identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page
12887,2892089000000,500.0,Fruta,Manga Barco,1 un = 500 gr (aprox.),1.1,2.19,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7DE73DFAB226CDE947BB89C61333D3FE.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
12998,2892529000000,200.0,Legumes,Cogumelos Granel,1 un = 200 gr (aprox.),0.8,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/21980CA05745F31B22EE237361B7FEB6.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
13813,2892489000000,250.0,Legumes,Batata Doce,1 un = 250 gr  (aprox.),0.35,1.39,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0785A3D8A1A6773EB1FB43B119AC4D9.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
1434,5601260037109,1000.0,Cigala,"Arroz agulha, embalagem de 1 kg",,1.38,1.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B3D52BC13D571B9BC6634FD987C80F3C.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
13947,2891125000000,150.0,Peru,Espetadas de Peru,1 un = 150 gr (aprox.),0.97,6.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7051DD49B64096A6B46E7815DD618A85.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
2072,5604260193516,1000.0,PorSi,"Néctar pêssego, prisma",Embalagem de 1 l,0.99,0.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/97F49C4D0E66A2DF521CA59C061AD2F6.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
26047,8412600070994,650.0,Bimbo,Pão de forma s/ côdea,Embalagem de 650 g,2.14,3.29,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29A6957961BACB180F45AAA47CD1FB78.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
34877,5604260285464,1500.0,PorSi,Maçã royal gala categoria II Programa Origens,Embalagem de 1.5 kg,1.99,1.33,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F091E3663EBAE6E7A8981702DFBCC609.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
36745,2892275000000,300.0,Fruta,Pera conference categoria: II,Vendido ao peso a partir de 300 g,0.6,1.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DF162EE44202B548D4AD8D27BD8D13AA.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
41622,5604260304585,5000.0,PorSi,Areia para gatos mineral perfumada,Embalagem de 5 kg,1.79,0.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/471523428A34BCB5DDD5150968022974.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
973,5601024105020,1000.0,Fula,Óleo alimentar,Embalagem 1L,1.99,1.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/322383F88535C8A24498724B92188318.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
1189,5601119007987,250.0,Nobre,"Salsichas de porco, lata de 250g",,1.67,6.68,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0B023C2ECBDBE7AB09A89A8810925D65.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
13892,2891041000000,1000.0,Porco,Costeletas do Lombo,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/589E4AFE71E19AF7FEB32FB0C0E176FF.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
1475,5601286273789,500.0,Milaneza,"Massa fusilli tricolor, embalagem de 500g",,1.26,2.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/89BD68C65931C04722FA40DDD3898CB2.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
15577,5604260279166,125.0,PorSi,Framboesa,Embalagem com 125g,1.99,15.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B88FD29FAEF1BF8CB6DEB86AC94C2B60.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
16042,8410022000025,200.0,Donuts,Donuts classic,Embalagem de 200g,2.19,10.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E1B9DB77B40B4B4B4AC4E69C7559B6D6.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
1726,5604260000272,250.0,PorSi,"Massa pevide, embalagem de 250g",,0.55,2.2,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A4A2080D7D2A6FF3E0E1E1CA80D0F6AC.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
2074,5604260193554,1000.0,PorSi,Néctar pera,Embalagem de 1 l,0.99,0.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EC5D7235941CEBB11AB8301EBCF4E95C.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
49084,5604260323562,300.0,PorSi,8 rissóis de carne,Embalagem de 300g,1.28,4.27,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/12263D98AE752D736E23E296D879A69F.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
52296,3023290072097,160.0,Lindahls,"Iogurte sólido proteico stracciatella, embalagem de 160 g",,1.19,7.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F40178A8CA528D15DB7CD5F4CB218526.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
8384,5601049133992,1000.0,Mimosa,"Leite uht magro, embalagem de 1litro",,0.89,0.89,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/128AB814EBA9C0783B386EB2E0A38CC9.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8C350978140C257D0AAD7365CD133F0C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B9BED9F397071733FB4D36CBE39ECDBA.jpg,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
959,5601019012418,1000.0,Guloso,Polpa de Tomate,Embalagem de 1 kg,1.79,1.79,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3946132CDF77B4B5ABC4B3B587DC5572.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
10094,8435257040776,640.0,Nestlé,"Iogurte líquido yoggi banana, embalagem de 4 x 160 g",,1.99,3.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6885FCEF2FEF4752D565E64A3BDEE242.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
10095,8435257040899,640.0,Nestlé,"Iogurte líquido yoggi morango, embalagem de 4 x 160g",,1.99,3.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BCBB1C4518CDF8045B46EB41CD173E54.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
10512,8435250439577,232.0,Nestlé,"Iogurte mix in nesquik, embalagem de 2 x 115g",,2.09,9.01,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C2207480393D760FBF1824B2B4CD877.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
1187,5601119007963,120.0,Nobre,"6 salsichas de porco, lata de 120g",,1.04,8.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/024D21F90F760BFDC12CBD7EB02BECC6.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
12889,2892175000000,150.0,Fruta,Kiwi categoria II,1 un = 150 gr (aprox.),0.45,2.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/39D74C337E358C98856B0EB2FC79D7A8.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
12909,2892005000000,250.0,Fruta,Laranja Económica,1 un = 250 gr  (aprox.),0.25,0.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67E13FD34B36BCD37E12339EB836171D.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
13158,2893143000000,100.0,Peixaria,Lula Descongelada,1 un= 100 gr (aprox.),1.0,9.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ED50EDDD473B6F16081950AF9B5B4382.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
1730,5604260000319,250.0,PorSi,"Massa cuscus, embalagem de 250g",,0.55,2.2,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/46EBB016676D295FEB6BDF8AF4C79600.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
18535,5601066400947,180.0,Nacional,"Bolacha shortcake chocolate, embalagem de 180g",,1.34,7.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CBFE7AF5F924BE5497638A69DF62503A.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
2078,5604260193615,1000.0,PorSi,"Néctar manga, prisma",Embalagem de 1 l,1.05,1.05,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/34515887B117D281980D33BD86D6A44A.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
20988,5601260593605,67.0,Cigala,"Noodle banzai galinha, embalagem de 70g",,1.09,16.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71C67AA9B3CABECA513D8BECB737982E.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
21523,5602417101582,5000.0,Courelas d'Alqueva,Vinho bag-in-box branco,Garrafa de 5 l,6.49,1.3,5000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4D3F0DF38C3F94ABA8EE403D35C64B7B.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
22307,5601019012647,390.0,Guloso,"Tomate em pedaços, embalagem de 390g",,1.45,3.72,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5ED4DE98BAC903A7106FCD013B7A79FA.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
23653,5600202948299,750.0,Valleperro,Vinho doc douro tinto,Garrafa de 750 ml,2.99,3.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5865C13DEE1923E987B86EC1D61E976.jpg,,,,2025-02-16T23:59:59.999999999Z,AC,25.0,PCT,STANDARD,2025-02-13T00:00:00Z,99.0,0.7475,12,1
26772,5449000106186,3500.0,Coca-Cola,"Refrigerante com gás, pack 2 x 1.75 l",,3.79,1.08,3500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A789E276311FA9DA8F07BCEEEA6CB731.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
27489,8434165466395,168.0,Cuétara,"Bolacha tosta rica choco guay, embalagem de 170g",,1.69,10.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/76BB975EAEE4F104FAFBAFD9E77D2DB2.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
29899,2696008000000,,Padaria,Bola Rústica,85 g,0.27,0.27,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06C705452DA793A390CC49C0690F6BDD.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
29915,5600826202982,500.0,Prozis,"Manteiga de amendoim cremosa, 500g",,3.95,7.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6FD303317CEA9E34214EB728EB0D5CFB.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
30566,5601066401005,180.0,Nacional,"Bolachas my cookies xl com pepitas de chocolate de leite, 180g",,2.24,12.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1E1488DFFD8ECC63E1BA6182AB6CEE60.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
31516,8435257039107,1280.0,Nestlé,"Yoggi liquido morango, embalagem de 8x160g",,3.89,3.04,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/919C3780A665F064AD1803A3631A5911.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
32408,5601050034967,600.0,Danone,"Danacol aveia, embalagem de 6 x 100g",,2.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5CE656F263120C59B9C0953B21D516B7.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
35138,5603722517655,960.0,Mimosa,"Iogurte sólido aroma morango, ananás e banana, 8 x 120 g",,1.89,1.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7070B93AC2DB23DCF61734D801E40E6D.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
41719,5604260303793,90.0,PorSi,Saqueta de puré de fruta | maçã + banana,90 g,0.57,6.33,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2E481D69677BD2CA4465286377A9A6E3.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
41720,5604260303786,90.0,PorSi,Saqueta de puré de fruta | maçã + banana + morango,90 g,0.57,6.33,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EB59B6CAE9A8CD6FFFC194AC89C34DBC.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
45687,5604260312986,300.0,PorSi,Ambientador aerossol 5 em 1 lavanda,300 ml,0.99,3.3,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ED2B2B2955457F529A707FF4C34B5ACF.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
47102,5603722520198,250.0,Mimosa,"Manteiga com sal e sem lactose, embalagem de 250g",,2.29,9.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93C16F859411D0EBAFBF43E49FD1DA1B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/03F85375587D6FDFB4925819A11BDAE0.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/851EE75BBBA7A9986AE9578DEC17E3F9.jpg,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
49359,5601146700066,6000.0,Sagres,"Cerveja com álcool, pack 24 x 0.25 l",,11.49,1.92,6000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67C6D1253BB0D82F02E1633DF741EA25.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2E3D57423A20C8E7B4C1173F1457C2E.jpg,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
