identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_libelleCategorie,avantages_dateFin,avantages_categorie,images_0,images_1,images_2,images_3,nro_paginas,page
20989,5602348082394,430.0,Izidoro,"Salsicha hot dog aves, frasco 4 unidades",Embalagem de 430g,2.65,6.16,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0F74127155BDAF07F2CAD4E88CC05D91.jpg,,,,10,8
21028,5017371150338,200.0,Cabana Sun,Óleo spray seco intensificador de bronzeado SPF50,Embalagem de 200 ml,12.99,64.95,200,L,€/L,,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A8041E1CF240574FC090E2BB1A35B601.jpg,,,,10,8
21035,5604260281107,10000.0,PorSi,Alimento seco para cão alta energia,Embalagem de 10kg,17.99,1.8,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F23C2A62BC772CEC40AE26D0922AB996.jpg,,,,10,8
21085,5601029003079,120.0,Tenorio,Atum filete natural,Embalagem de 120g,2.35,19.58,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/82930AA162C4BB51A63829602A849DEF.jpg,,,,10,8
21311,5601012004748,750.0,Sossego,"Vinho regional alentejano branco, garrafa de 750 ml",,4.09,5.45,750,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A5AD495D19383B90363225B6A06BAB7E.jpg,,,,10,8
21357,8410436235549,250.0,Gliss,Champô color protect,Embalagem de 250 ml,2.49,9.96,250,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EF3681F69BFE6202B923352B1491C761.jpg,,,,10,8
21620,5602154001411,750.0,Adega de Borba,"Vinho DOC Alentejo, Reserva, Tinto","Garrafa de 0,75 L",8.99,11.99,750,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7EF8D3F3CFA5A58EF48C71A9DBB87772.jpg,,,,10,8
22535,4750021001109,700.0,Moskovskay,Vodka,Garrafa de 700 ml,11.49,16.41,700,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BBA0FB3483D8BB04E7C752D9FA52AAC1.jpg,,,,10,8
23616,5054563106995,300.0,Aquafresh,Elixir Junior,Embalagem de 300 ml,2.99,9.97,300,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B55F6C40B6081A3BC7CF8003B6B2AD3B.jpg,,,,10,8
2411,5608543000171,10.0,Tetley,Infusão de tília,Embalagem de 10g,0.89,89.0,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9134BB2B5DD011DC82336B723C7688FB.jpg,,,,10,8
2412,5608543000188,10.0,Tetley,Infusão de lúcia lima,Embalagem de 10g,0.89,89.0,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/97861FD053982D10D1A19EBF7D3A0A0F.jpg,,,,10,8
2446,5998749110027,1170.0,Pedigree,Snack para cão dentastix grande,"Embalagem de 1,17 kg",9.99,8.54,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2E3518D9B0484B32129F22EC8E5E205A.jpg,,,,10,8
24747,8410104124632,1000.0,Finish,Detergente líquido p/ máquina lavar loiça gel tudo em 1 regular,Garrafa de 1 l,9.99,9.99,1000,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5B8CF1AC322BE00746ABB129341D4241.jpg,,,,10,8
2480,7613032584436,250.0,Cerelac,Papa infantil láctea maçã +6 meses,Embalagem de 250g,2.99,11.96,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B73DF3882A4B6402995485DCA85D514.jpg,,,,10,8
2481,7613032584504,250.0,Cerelac,Papa infantil láctea banana laranja +6 meses,Embalagem de 250g,3.19,12.76,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/12AA78D07473050DA396CA590B616904.jpg,,,,10,8
24864,5998749126943,130.0,Pedigree,Snack cão tasty bites chewy,Embalagem de 130 g,2.15,16.54,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AFD4C0033EF4055A099299FBF5E20B63.jpg,,,,10,8
2584,7622300119096,30.0,Tang,Refresco em pó de morango,Embalagem de 30g,0.99,33.0,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0CE3759E9057974EA33B7DBBD2396BBE.jpg,,,,10,8
25875,5604321032235,200.0,Cemporcento,Bolachas marinheiras espelta,Embalagem de 200 g,2.14,10.7,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1FC0A92DEC4C81B517E5E15C4C1F9853.jpg,,,,10,8
26237,8016825968076,,Aquafresh,Escova de Dentes Extra Interdental Média,,2.19,2.19,0,,€/Unidade,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3A8E962CE77010C9899E87523DB1432.jpg,,,,10,8
26549,3094905001436,,Aquafresh,Escovas Dentífricas Limpeza Flex,2 un. + 1 Grátis,2.45,2.45,0,,€/Unidade,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F1287D0C49D30EE3EDA2BDFA782E59CD.jpg,,,,10,8
26594,8711000357613,52.0,L'or,Café colombia,Embalagem de 50g,3.29,63.27,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D21968ECC01B0E37036DFC520D71E940.jpg,,,,10,8
26595,8711000357507,52.0,L'or,Café fortissimo intensidade 10,Embalagem de 50g,3.39,65.19,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F348F2FB0AFBB7C3886E18EA9B43B29.jpg,,,,10,8
27895,3600542139977,400.0,Ultra Suave,Champô Riqueza D'Argão,Embalagem de 400 ml,3.79,9.48,400,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8428BBAA939FAE56FE9F8C8E31454CAF.jpg,,,,10,8
27919,3600542140058,400.0,Ultra Suave,Condicionador Riqueza D'Argão,Embalagem de 400 ml,3.79,9.48,400,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6EEEB43D831B31372269D9B3F1BDF816.jpg,,,,10,8
28061,2895093000000,1000.0,Milhafre,Queijo Curado Vaca Cremoso Ilha Terceira,1 un = 1 kg (aprox.),11.49,11.49,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FDB1554A8220C7DD03C25D7A47079B19.jpg,,,,10,8
28342,5600380890250,,Prozis,Queimador extra forte,Embalagem de 1 unidades,11.99,11.99,1,,€/Unidade,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E98C78DA68D9A1570DB767010B66649C.jpg,,,,10,8
29180,4005900512925,400.0,Nivea Sun,Protetor Solar Protect&Moisture FP50+,1 Embalagem 400ml,16.19,40.48,400,L,€/L,,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/398DA35316985F187E75EF0884CEF41A.jpg,,,,10,8
29224,5600826205808,,Prozis,L-carnitina 1500 mg,Embalagem de 1 unidades,7.19,7.19,1,,€/Unidade,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4DD8E1FCAB3B1A018FB41083AF6774F8.jpg,,,,10,8
29507,4005900453969,400.0,Nivea Sun,Loção Protect & Moisture FP30,1 Embalagem 400ml,14.09,35.23,400,L,€/L,,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C0A0544AA501DD47F5682E44FE7653FD.jpg,,,,10,8
29940,4005900388933,50.0,Nivea,Deo Roll On Protect & Care,50 ml,2.69,53.8,50,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/83A36E9FDF77CBA4ABB4A9BCE19F97A9.jpg,,,,10,8
30074,8410136012280,400.0,Pedigree,Alimento húmido cão gelatina júnior,Embalagem de 400g,2.45,6.13,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5993777C986B8D9AC3FA8AA26A9AFCE1.jpg,,,,10,8
30508,3600542126441,50.0,Ambre Solaire,Leite Protector Solar FPS 30 Manteiga de Karité |Corpo,Embalagem 50 ml,4.49,89.8,50,L,€/L,,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0DBA1B78500B94393B59142F1654915.jpg,,,,10,8
30529,5000299605950,700.0,Beefeater,Beefeater «pink»  70cl,Garrafa de 700 ml,17.89,25.56,700,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A72F0C236A65DAD9C4F7F18E818AECE1.jpg,,,,10,8
31238,5600380891790,80.0,Prozis,Protein gourmet bar chocolate e avelã,Embalagem de 80g,1.69,21.13,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93BECDF4C981BAEB3BFF73E4B6E20B0D.jpg,,,,10,8
31239,5600380891806,80.0,Prozis,Protein gourmet bar chocolate de leite,Embalagem de 80g,1.69,21.13,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E99E88B98D84CB1D50D1B02BA1AD8A5C.jpg,,,,10,8
31611,8434165466357,160.0,Cuétara,Tosta rica oceanix 160g,Embalagem de 160g,1.54,9.63,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1D425022BF9B64295AD3863666AEA48.jpg,,,,10,8
32290,4005900555915,750.0,Nivea,Gel de Banho Care & Coconut,750 ml,4.25,5.67,750,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/48EFBF535147B4D91AC494157927F830.jpg,,,,10,8
32304,4005900386564,50.0,Nivea,Desodorizante Roll On Black & White Active,50 ml,2.79,55.8,50,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A36F4383E6851A705012A66F256273F4.jpg,,,,10,8
32337,5999884034506,250.0,Hell,Bebida Energética Red Grape,250 ml,0.79,3.16,250,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/90375237187E12CCF18AF280B8C44A22.jpg,,,,10,8
32402,4005900542557,50.0,Nivea,Desodorizante Roll On Black & White Invisible Silky Smooth,50 ml,2.79,55.8,50,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0FDFC8F76946D93D5FC3C71D34FF86DB.jpg,,,,10,8
34199,3083680905008,700.0,Bonduelle,Salteado mediterrâneo,Embalagem de 750 g,3.99,5.7,0,kg,€/Kg,Tipo de stockagem,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3A2D15DD576F2EEB416D9AD59041257.jpg,,,,10,8
35146,5998749138359,155.0,Pedigree,Snacks de vaca para cão tasty bites,Embalagem de 150 g,2.15,13.87,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1626970F646511D994D289CA471FE19A.jpg,,,,10,8
35412,8058664099818,75.0,Control,Gel lubrificante warm touch,75 ml,6.85,91.33,75,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A9F8263F283776B282E2A72A40F17F13.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CB190EAB4ECD94BC2FA6FCCF65F83507.jpg,,,10,8
35413,5000204075144,18.0,Glade,Ambientador sense e spray lavanda e jasmim,18 ml,4.99,277.22,18,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/03FA7C81C83C6A707EC27FCCB6358A38.jpg,,,,10,8
35507,4005900611659,200.0,Nivea Sun,Protector solar com aloe vera FP50+,200 ml,11.99,59.95,200,L,€/L,,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F80DB2E8311149856ADF138AC468CB2.jpg,,,,10,8
35571,5099821001919,50.0,Hawaiian Tropic,Loção solar para a cara F30,50 ml,7.59,151.8,50,L,€/L,,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8DD51418192DFEBF3CBB7153383E486F.jpg,,,,10,8
35636,8436532860003,,Atlantic,Geleira de 10 litros,1 un.,6.99,6.99,0,,€/Unidade,,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/729F268252000FAB962D30C26EADBEEB.jpg,,,,10,8
35673,8058664099511,75.0,Control,Gel lubrificante nature,75 ml,6.85,91.33,75,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6FD60BC50CDE6DE015498AB97EF5F634.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6BF218DE90301D28AA70FB89606D1F84.jpg,,,10,8
35743,8712000020187,3000.0,Heineken,Cerveja Mini,Pack de 12 x 0.25 l,7.99,2.66,3000,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5EA2EAFC1373EDE4EE41374B2978285C.jpg,,,,10,8
35914,5603722509643,800.0,Mimosa,Leite Bem Essencial cereais,Embalagem de 4 x 200 ml,1.69,2.11,800,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D42EF29BB69D8B61354398DC984E7F3C.jpg,,,,10,8
36014,5603599000892,,Saurium,Saco de cama para adulto,1 unidade,14.99,14.99,0,,€/Unidade,,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93CE0677BC125E7CB1CCBFD62C1EB339.jpg,,,,10,8
36442,7622300356804,30.0,Tang,Refresco em pó de limão,30 g,0.99,33.0,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/131BB8A22BCBD6CE8CBF4A715EBE0551.jpg,,,,10,8
37551,5601050035889,600.0,Danone,"Iogurte liquido de noz,  6 x 100 g",,2.99,4.98,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A29E8F593078306CBB29AE1BAF1D768E.jpg,,,,10,8
37802,5391522472839,750.0,Aptamil,Leite regular 4,Embalagem de 750 g,10.95,14.6,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/70B10720F87CEB62B9CD52F2831D107B.jpg,,,,10,8
38464,5600499502037,40.0,Prozis,Zero bar - baixo teor de açúcares manteiga de amendoim,Embalagem de 40g,1.24,31.0,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/04233CB8C7554EBB416EF89ACADAA3F7.jpg,,,,10,8
38910,5601557052549,100.0,Salutem,Bolacha galete integral arroz+laranja sal9x100,Embalagem de 100g,2.39,23.9,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3F488A24826F671B31751ED2D6A6C66D.jpg,,,,10,8
38968,5601557044186,130.0,Salutem,"Tortas de Arroz Integral com Pevides de Abóbora, 130 g",,1.29,9.92,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DDB683D75C86AE13CD71218BE4328C6A.jpg,,,,10,8
39183,5601557047590,130.0,Salutem,"Galete crocante de arroz integral e milho, 130g",,1.09,8.38,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD21CB4764741F8DD849FEAD6651E87C.jpg,,,,10,8
39192,5601557049228,130.0,Salutem,"Galete arroz finissima, 130g",,1.09,8.38,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/399AF2CE40AA76D20CC1406872A89B83.jpg,,,,10,8
39194,5601557049242,130.0,Salutem,"Galete arroz finissima sem sal, 130g",,1.09,8.38,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C4DD86E8C261014C970D8539B10BE98F.jpg,,,,10,8
39703,5604321032648,400.0,Cemporcento,Flocos de aveia grossos sem glúten,Embalagem de 400g,1.39,3.48,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CB1CF250AA5617E5F765E8DDB223078C.jpg,,,,10,8
40048,5604321027439,500.0,Cemporcento,Flocos de aveia suaves integrais,Embalagem de 500g,1.19,2.38,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B0B7FBD0039F9CB93A82D4D0D2A27B9.jpg,,,,10,8
40836,6942138917796,,Bestway,Bomba de mão de insuflar,,4.99,4.99,0,,€/Unidade,,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7B0E9841A51BC729AC1F6609F56529F9.jpg,,,,10,8
40963,3083681108323,400.0,Bonduelle,Salteado rústico,Embalagem de 400g,2.39,5.98,0,kg,€/Kg,Tipo de stockagem,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/737B989EBA479F410BB7A261C89F38EF.jpg,,,,10,8
41789,7702018545186,,Gillette,Máquina King Duplo Gume + 5 Recargas,1 unidade,15.99,15.99,0,,€/Unidade,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D550AE3AEB5365CD768F832FF8C3E589.jpg,,,,10,8
41791,8001841705637,350.0,Gillette,Gel Limpeza King Barba & Cara,Embalagem de 350 ml,8.79,25.11,350,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/36BC83150FECD48FBCAAB16AD2979C8D.jpg,,,,10,8
41792,8001841705712,100.0,Gillette,After Shave King Suave para Barba,Embalagem de 100 ml,8.79,87.9,100,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E8B8C375B3569B3654F09389550EBB3E.jpg,,,,10,8
41793,8001841705750,30.0,Gillette,Óleo King Barba,Embalagem de 30 ml,8.79,293.0,30,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/77B5FF33A2FC963C99CACDF2E0EA0343.jpg,,,,10,8
4208,3574660709216,,Carefree,"Pensos diários maxi, aloé vera",embalagem com 48 unidades,3.74,3.74,0,,€/Unidade,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/26FFB8C904F08713D51E0B27DC72CB68.jpg,,,,10,8
43007,5998749140536,123.0,Pedigree,Snacks para cão rodeo galinha,Embalagem de 123 g,2.15,17.48,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D0AB251B590157F26BAF75563068E3CE.jpg,,,,10,8
4304,3600540277244,200.0,Ambre Solaire,Spray Clear Protect FPS 30,Embalagem de 200 ml,10.19,50.95,200,L,€/L,,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/562D3706C913B836BDBE841DED7198DD.jpg,,,,10,8
4310,3600540362384,400.0,Ultra Suave,"Champô de camomila, 400 ml",,3.59,8.98,400,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3682EA1516F924548CF0016D3C028605.jpg,,,,10,8
43151,5600499502044,40.0,Prozis,Zero bar - baixo teor de açúcares fudge brownie,Embalagem de 40g,1.24,31.0,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/28B0B44B90FC35F24A0CE9AED2B77E82.jpg,,,,10,8
43153,5600499523964,40.0,Prozis,Zero wafer - baixa em açúcares - wafer proteica baunilha,Embalagem de 40g,1.49,37.25,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B65C3FC09617AD058B2E0A62CC82DBC.jpg,,,,10,8
43154,5600499559369,40.0,Prozis,Zero wafer - baixa em açúcares - wafer proteica chocolate preto,Embalagem de 40g,1.49,37.25,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06B9DE6783EC8A1611A086511A7BF8B2.jpg,,,,10,8
43209,5601146800018,330.0,Sagres,Cerveja preta,Garrafa de 330 ml,0.74,2.24,330,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DECDEF006B46E4815C486ACC2B04EF36.jpg,,,,10,8
43414,8410436358125,400.0,Gliss,Máscara capilar de brilho óleo de noz cabelo sem brilho,Embalagem de 400 ml,3.99,9.98,400,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49AA7934ADBFC2BB615546D9E56CBB58.jpg,,,,10,8
44593,3600541946286,400.0,Ultra Suave,Condicionador Camomila,Embalagem de 400 ml,3.79,9.48,400,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F04D1E5D7B5BC4C16694F0AF1D7F57FA.jpg,,,,10,8
44730,3083681122312,750.0,Bonduelle,Salteado do campo,Embalagem de 750g,4.25,5.67,0,kg,€/Kg,Tipo de stockagem,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BFD11B930667E8C7921D09D840AAC0BD.jpg,,,,10,8
44737,5601119354302,220.0,Nobre,Fiambre da perna extra fatias clássicas,Embalagem de 220g,3.29,14.95,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5A7079899E0C28374C3BFCF673856656.jpg,,,,10,8
44760,8712000025649,5000.0,Heineken,Cerveja com Álcool Barril,Garrafa de 5 l,16.99,3.4,5000,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9071AD9C2D39918D06D470CE867B8319.jpg,,,,10,8
45060,5601146300037,4500.0,Heineken,Cerveja Mini,Pack 18 x 0.25 cl,11.99,2.66,4500,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6AB01444BAD71E04C87211A7713ECD69.jpg,,,,10,8
45134,5099873017623,700.0,Jack Daniel's,"Whisky Tennessee Apple, garrafa de 0,70 l",,21.99,31.41,700,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1643C9AA17D63663B3E7805C671177BB.jpg,,,,10,8
45173,6942138916034,,Bestway,Almofada royal,,1.99,1.99,0,,€/Unidade,,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BE348B5DD3BC49450D43F207843294D4.jpg,,,,10,8
45174,6942138917901,,Bestway,Bomba de ar de pé,,5.99,5.99,0,,€/Unidade,,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B4F39EAAE999316817CE6D2239C39C3E.jpg,,,,10,8
