identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,avantages_dateFin,avantages_categorie,nro_paginas,page
2459,7613031497096,400.0,Nestlé,"Fruta para bebé maçã pera +4 meses, embalagem de 4 x 100g",,2.09,5.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3657AC5DA61941E17EE1AD603103EE0.jpg,,,,2025-01-22T23:59:59.999999999Z,PROSPECTUS,11,1
2504,7613033162183,,Nescafé,"Café em cápsulas dolce gusto nesquik, embalagem de 16 cápsulas",,5.57,5.57,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FFEEFEF25E701F2D441EFADAFB575838.jpg,,,,2025-01-22T23:59:59.999999999Z,PROSPECTUS,11,1
2517,7613033796357,1500.0,Friskies,Ração para cão mini adulto menu vitafit com vaca,"Embalagem de 1,5 kg",5.24,3.49,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D658899067DA9C421D47DDBFB950151E.jpg,,,,2025-01-22T23:59:59.999999999Z,PROSPECTUS,11,1
2518,7613033814693,400.0,Nestlé,"Fruta para bebé 7 frutos +6 meses, embalagem de 4 x 100g",,2.09,5.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/18CF4010C8E037B64FBADB6A5A35AF8F.jpg,,,,2025-01-22T23:59:59.999999999Z,PROSPECTUS,11,1
2534,7613034155160,397.0,Nestlé,"Leite condensado cozido, embalagem de 400g",,2.34,5.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7F1A4CD3925F133CB52FB643A8011E1E.jpg,,,,2025-01-22T23:59:59.999999999Z,PROSPECTUS,11,1
2543,7613034465689,387.0,Nestlé,"Leite condensado magro, embalagem de 390g",,2.28,5.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/550282655C8CD4805DB04276CFECA7D7.jpg,,,,2025-01-22T23:59:59.999999999Z,PROSPECTUS,11,1
2549,7613034717931,200.0,Nestlé,"Chocolate culinário, embalagem de 200g",,1.86,9.3,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B153FC5DBA6E54FFCBD8019E97BAF3D.jpg,,,,2025-01-22T23:59:59.999999999Z,PROSPECTUS,11,1
2614,7640110700259,10.0,Canderel,Adoçante c/ doseador,Embalagem de 10g,1.04,104.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CE6031B0CF06838E9078E5DB517D71D.jpg,,,,2025-01-22T23:59:59.999999999Z,PROSPECTUS,11,1
2615,7640110700266,30.0,Canderel,Adoçante c/ doseador,Embalagem de 30g,3.94,131.33,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C96E4A599982458A9098B671C77768F0.jpg,,,,2025-01-22T23:59:59.999999999Z,PROSPECTUS,11,1
2667,8008698002599,240.0,Schar,Pão caseiro sem glúten,Embalagem de 240g,3.99,16.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1906BEE2557980E59165B0F71CC575A2.jpg,,,,2025-01-22T23:59:59.999999999Z,PROSPECTUS,11,1
2740,8410063016627,400.0,Pescanova,"4 filetes de pescada panados com limão, embalagem de 400g",,4.65,11.63,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/793D04BEFB15F5DF82BA7896A4F9F018.jpg,,,,2025-01-22T23:59:59.999999999Z,PROSPECTUS,11,1
2748,8410063044521,200.0,Pescanova,"Miolo de camarão cozido 40/60, 200 g",,5.99,29.95,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D50FF0C33F27025B364B2A0F02EC1F36.jpg,,,,2025-01-22T23:59:59.999999999Z,PROSPECTUS,11,1
2749,8410063046532,350.0,Pescanova,"Miolo de camarão 80/100, embalagem de 350g",,6.99,19.97,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0EA75135180DC26543A97F342303334A.jpg,,,,2025-01-22T23:59:59.999999999Z,PROSPECTUS,11,1
2775,8410168195562,1500.0,Friskies,Ração para gato júnior com frango,"Embalagem de 1,5 kg",5.84,3.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8B26E8FECF30B2840793E6B147C2D6D8.jpg,,,,2025-01-22T23:59:59.999999999Z,PROSPECTUS,11,1
2779,8410180108038,185.0,Artiach,Bolachas infantil dinossauros,Embalagem de 190g,1.69,9.14,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93FFBED3F451AE6676EBADF170E0F9AC.jpg,,,,2025-01-22T23:59:59.999999999Z,PROSPECTUS,11,1
2784,8410199021137,160.0,Ruffles,"Batata frita, embalagem de 160 g",,1.39,8.69,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/99D56823BC057150117915B487192BF1.jpg,,,,2025-01-22T23:59:59.999999999Z,PROSPECTUS,11,1
