identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,avantages_dateFin,avantages_categorie,nro_paginas,page,images_3,images_4,images_5,images_6
40593,5603722519406,480.0,Mimosa,"Iogurte fruta batida morango, 4 x 120 g",,1.69,3.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/41C5135F0F8227064BFED500C982147E.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,3,,,,
40594,5603722519468,480.0,Mimosa,"Iogurte fruta batida banana e morango, 4 x 120 g",,1.69,3.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/783BF0B8040C15143355DB1E8A912AD4.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,3,,,,
40831,8717163675038,150.0,Rexona,"Desodorizante spray invisible, embalagem de 150 ml",,2.69,17.93,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72984E844ED2A9B77A3E437C7EFE3233.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,3,,,,
40963,3083681108323,400.0,Bonduelle,"Salteado Rústico, emb. 400 gr",,2.59,6.48,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D2BF04E30820A884E11F497F9EA9FC40.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,3,,,,
41221,5604260307951,200.0,Porsi Vivabem,Sementes de Abóbora 200g,,1.69,8.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/490A3FBC8D1728D50D62350E36AD23EB.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,3,,,,
41289,8718951312319,75.0,Colgate,"Pasta de dentes sensation white, 75 ml",,1.99,26.53,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/22BEC3D6BF2DBA57D9A3EEAAC1E33FD8.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,3,,,,
41328,7613038918822,190.0,Nestlé,"As minhas primeiras receitas, refeição batata, abóbora e peru, 190g",,1.49,7.84,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/65432E716E47CEE2E7787A598028A0B3.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,3,,,,
41330,7613038917634,190.0,Nestlé,"As minhas primeiras receitas, refeição legumes com vitela, 190g",,1.49,7.84,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D9D7FDC35F5B4D86668DB7DF23AB544.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,3,,,,
41379,5604260306299,170.0,PorSi,Fuet Extra 170g,,2.29,13.47,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E72FBE14A87755C6B100EA1587C2FA99.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,3,,,,
41436,5604260305810,70.0,PorSi Select,Presunto Porco Preto (24 Meses de Cura) 70g,,4.99,71.29,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3318DC612185CA5EAA119A36B4310A17.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,3,,,,
42026,5604260309146,165.0,PorSi,Ambientador Vela Maçã/canela 165gr,,2.29,13.88,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CF0BFFA1EDFD68C41921BE3AEF0FFDD.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,3,,,,
42130,5604260309214,,PorSi,18 Tealights Aromáticos Frutos Vermelhos,embalagem com 18 unidades,1.85,1.85,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2FD807E004893E4ED9AD2A7BF4C5EFFD.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,3,,,,
42165,5604260307586,200.0,Porsi Vivabem,Creme Soja Uht Culinário 200ml,,0.99,4.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3088AAE479B32A9B5AAF6F16464F6A71.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84D9CD21A433B6316249CB71F439AA86.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84D9CD21A433B6316249CB71F439AA86.jpg,2026-01-14T23:59:59Z,PROSPECTUS,13,3,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84D9CD21A433B6316249CB71F439AA86.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84D9CD21A433B6316249CB71F439AA86.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84D9CD21A433B6316249CB71F439AA86.jpg,
42168,5604260306732,420.0,PorSi,Mão de Vaca com Grão 420g,,2.49,5.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA6DBC09D448DE7FD9BD3A9AF5ED0CF4.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,3,,,,
4218,3600520297712,50.0,L'oreal Men Expert,"Creme anti.fadiga, hydra energetic",Embalagem de 50 ml,7.8,156.0,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F1EAEC07F084865F01DA41D5FBC8B167.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,3,,,,
43267,5607233552624,400.0,Panrico,"Pão de forma 100% farinha de centeio, 400g",,1.89,4.73,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D9431B3977ECC1068CCABC331A85A32A.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,3,,,,
43345,5604260309467,15.0,Porsi Vivabem,Infusão Elegância,,0.6,40.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E093AD1E4D29C01007BB2275EF3AF600.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,3,,,,
43472,5604260309245,50.0,PorSi,Ambientador Difusor Baunilha 50ml,,2.99,59.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/545E110EAFFBEB0469D623F8BCB833AE.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,3,,,,
44264,5603722517136,200.0,Mimosa,"Nata cremosa sem lactose, 200 ml",,1.04,5.2,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8BEE16017818634A0906C7EEA760EC96.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,3,,,,
44715,5600961109672,250.0,Prozis,"Manteiga Amendoim Cremosa, emb. 250 gr",,2.49,9.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3CEEBB25BE3616DCE7F29C8CA9E9FCD3.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,3,,,,
44716,5600961109689,250.0,Prozis,"Manteiga de Amendoim Crocante, emb. 250 gr",,2.49,9.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E30480D83856A991B8DDEB5DD0E60694.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,3,,,,
44756,8720182022066,350.0,Calvé,"Manteiga amendoim com pedaços, embalagem de 350g",,2.39,6.83,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BDB7E894C421031DCDC32452508E8D9C.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,3,,,,
44903,5601066200325,1000.0,Nacional,"Farinha preparada pão caseiro, 1kg",,1.79,1.79,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4D17517C7C018E28AA2A4618CB765EB3.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,3,,,,
46517,5000204208917,750.0,Pato,"Abrasivo Sanitário Líquido Ação Total Pinho, emb. 750 ml",,1.94,2.59,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08C17A1F547C898E2E6E9CBB3441BB2A.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
46641,8410436364058,,Bref,Bloco Sanitário Blue Active Floral,Embalagem de 3 un.,4.39,4.39,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3DC5C4838E8BD49AEB43EB2DC739F2D.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
46652,3083681137996,600.0,Bonduelle,"Lentilhas Cozidas, emb. 3 x 200 gr",,2.59,4.32,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/342160236AFF7A5B92155F0E89C8A9A0.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
47005,5604260315154,140.0,PorSi,Iogurte Bicompartimentado com Drageias Coloridas 140g,,0.58,4.14,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E508BCBD83036F362863D6F44BCBDFC1.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
4715,5000204593198,72.0,Pato,"Discos Sanitários Ativos Recargas Marinho, 2 x 6 doses",Embalagem de 2x36 ml,3.49,48.47,72,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CCC21E7CD2CBE6B4EF157DF845CFFD44.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
47634,5411188135142,1000.0,Alpro,Bebida de Soja Proteína,1 litro,1.99,1.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C6D7AB327DA95D73F5EBE65622CAD3F8.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
47661,5603722496981,800.0,Mimosa,"Leite infantil 1 a 3 anos, 4 x 200 ml",,1.88,2.35,800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D994EB1FEC01E1F16838498F3D2095C.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
47777,5604260320134,160.0,PorSi,Cápsulas Café Galão Cdg,,3.85,24.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/622B7CF0482B57DB51970F9FB85E34D4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62481A8FF61C1D90AD7A2D41D5674278.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62481A8FF61C1D90AD7A2D41D5674278.jpg,2026-01-14T23:59:59Z,PROSPECTUS,13,4,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62481A8FF61C1D90AD7A2D41D5674278.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62481A8FF61C1D90AD7A2D41D5674278.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62481A8FF61C1D90AD7A2D41D5674278.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62481A8FF61C1D90AD7A2D41D5674278.jpg
4786,5010029000061,430.0,Weetabix,"Cereais Trigo Fibra Integral, emb. 430 gr",,3.89,9.05,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/232982B37BEBBB4A68E8B55711F4EB74.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
47933,5604260319558,96.0,PorSi,Cápsulas Café Descafeinado Cdgx16,,3.85,40.1,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E41919E5BDA62510C85250B2A50FD3A3.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
47934,5604260319565,96.0,PorSi,Cápsulas Café Splendido Cdgx16,,3.85,40.1,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/55CCF612142A42C8831C49805F97F920.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
48650,5000116126798,533.0,Iglo,"Brócolos, embalagem de 533g",,2.99,5.61,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/76CD423231FBCBDAF8A979F66D7E1329.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
49234,5604260323630,140.0,Porsi Vivabem,Tostas Mistura sem Glúten,,2.99,21.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7AFECE3A704D13EC4FB4CB9A9E24EC40.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
49329,5603722501937,800.0,Mimosa,"Leite magro com chocolate, 4 x 200 ml",,1.92,2.4,800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3C8DD22A1174D7DB1F7255C4D4FE4CC.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
49623,5604260320561,800.0,PorSi,Sopa de Legumes 800g,,2.49,3.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1C15917BAB3C0F8B165F207A81285C6.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
49820,5603722520716,750.0,Mimosa,"Leite uht proteína café, pack 3 x 250 ml",,2.97,3.96,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/48F4EA7A4852E9424196C65A31FE2582.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/411D145ABC465CAC7D63421217C7C4BA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D603E1E636FFDC97D12DCCB329B68EBF.jpg,2026-01-14T23:59:59Z,PROSPECTUS,13,4,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5B12A42DD54A8419BEE9956642FA18F9.jpg,,,
50017,8001010024330,135.0,Ponti,"Molho Pesto Rosso sem Glúten, emb. 135 gr",,2.25,16.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DE29E94B133B17D1DA3576DCFBD442AD.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
5044,5601036100051,300.0,Elnett,Laca fixação forte,Embalagem de 300 ml,4.99,16.63,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/836BDFF5C8173F1877DA08FF8577EBF7.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
50450,8710522729755,58.0,Knorr,"Potato pot bacon e cebola, embalagem de 51g",,1.49,25.69,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5FCC41200BF97232AB254BAFB79D702D.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
51280,5602348102733,240.0,Izidoro,"Salsichas frankfurt 12 unidades izidoro, embalagem de 240g",,1.49,6.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F4B7B7DC4DB9CF01DF9A310A71DD546D.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
51332,5600961174878,72.0,Prozis,"Infusão Limão H2O, emb. 72 gr (8 x 9 gr)",,2.69,37.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/995E1850776954BC611E100DE9D61EE2.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
51333,5600961175073,72.0,Prozis,"Infusão Ananás H2O, emb. 8 x 9 gr",,2.69,37.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DB5CAF53B80C009F3AAD2BB6D35A2A73.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
51369,5000116125791,1400.0,Capitão Iglo,"50 douradinhos de peixe ómega 3 iglo, embalagem de 1.4 kg",,13.99,9.99,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C5BC15FEE115209F2EC3E0B9DBA1CCD.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
51370,5000116127085,1080.0,Capitão Iglo,"50 nuggets de frango queijo, embalagem de 1.08 kg",,14.99,13.88,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01D800E519FFA7F5AD97F2A12D06E0B0.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
51516,5000204242676,750.0,Pato,"Abrasivo Sanitário Líquido Forest Biodegradável, emb. 750 ml",,1.69,2.25,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8C1893E905FC06A67CD929B9867A4141.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
51913,3073781193190,250.0,A Vaca Que Ri,"Queijo fundido light, 250g",,2.95,11.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D30A8CFE9EE0E2B2592E8B377EEF45A.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
51925,8711327587632,2000.0,Lipton,Ice tea lipton chá preto manga zero 2l,,1.99,1.0,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/241DBF240C312378317C24947EDC5453.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
51978,5600744051457,198.0,Saborosa,"Bolacha belgas red velvet, embalagem de 198g",,1.79,9.04,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/24A5A4F6F89B1A1D040BB1FEACE78EF6.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
52049,3073781193091,250.0,A Vaca Que Ri,"Queijo fundido, 250g",,2.95,11.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/95197B9CF404BE8AF1D5A1B4E7B898B7.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
52377,8720181385131,,Skip,Detergente Máquina Roupa Líquido Sabão Natural,100 Doses,12.99,12.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B7482844827C04E8BE654EF9B7B49DD3.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
52593,8720181385049,,Skip,Detergente Máquina Roupa Líquido Sensitive,100 Doses,15.99,15.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AFC8244D618B3035788FED7EABC12BA4.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
52764,5604260331161,350.0,Porsi Vivabem,Bebida Láctea Proteica Baunilha 350g/ 330ml,,1.25,3.57,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A1156CC28BC5B34A84F4B088F653261C.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
52767,5604260331413,400.0,PorSi,Pizza Atum e Bacon 410g,,2.95,7.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/848C27FFB9CEE0FCF3E89D63EE20879D.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
52781,8711327418356,60.0,Knorr,"Pasta pot bolonhesa, 60g",,1.49,24.83,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/55EAB61CCD2927CA975EDAD133C32FEE.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
52785,5900020043504,310.0,Nestlé,"Cereais de Trigo, Aveia e Quinoa de Mel Fibra sem Açúcar, emb. 310 gr",,3.34,10.77,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8279A6B5BC166AA60A43E6EF7802287B.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
52786,5900020043481,310.0,Nestlé,"Cereais de Trigo, Aveia e Quinoa de Cacau Proteína sem Açúcar, emb. 310 gr",,3.34,10.77,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/619233658842A9E70E868A5A69A9679E.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
52787,5900020044129,80.0,Nestlé,"Barras de Trigo, Aveia e Quinoa de Mel Fibra sem Açúcar, emb. 80 gr (4 un)",,1.79,22.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/187D25227C186EA7E6F2778C2AF07CC6.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
52788,5900020043832,80.0,Nestlé,"Barras Proteicas Cacau sem Açúcar,emb. 80 gr (4 un)",,1.79,22.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E4A3C5552FC27CE6A83D366162140DD.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
52848,8410063094564,1000.0,Pescanova,"Nuggets de Pescada Panada sem Glúten, emb. 1 kg",,7.79,7.79,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5276D77CD9BBF475970EE1C857741542.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/16DCF1CA65B81C53FF13A02B354ADA88.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/16DCF1CA65B81C53FF13A02B354ADA88.jpg,2026-01-14T23:59:59Z,PROSPECTUS,13,4,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/16DCF1CA65B81C53FF13A02B354ADA88.jpg,,,
52883,8719200267824,1000.0,Planta,"Creme vegetal para barrar original, 1 kg",,5.49,5.49,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/936FEB2670E44E85562B9564D40B3E6A.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CBB4812E883E0A943660F7C5BD667E18.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CBB4812E883E0A943660F7C5BD667E18.jpg,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
52886,5603722523113,200.0,Mimosa,"Natas para carne, 200 ml",,1.04,5.2,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4EBFFD3487ED8CD46A9B8FA3FCE4C121.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/974E5E2703AF4694FB78F37DC9D40DC9.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/974E5E2703AF4694FB78F37DC9D40DC9.jpg,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
52889,8720181385094,945.0,Skip,"Detergente líquido máquina de roupa baby, 21 doses",,3.99,4.22,945,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/88B9AA7AC23F4BC407E554F7DDCFF45B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F71A2C4911172C11157AB331E2B3BEF3.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F71A2C4911172C11157AB331E2B3BEF3.jpg,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
52942,8720181385070,2520.0,Skip,"Detergente líquido máquina de roupa cores, 56 doses",,9.49,3.77,2520,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/88CC1094FF0E3EE4912CFD63A761A185.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DA89C34C561727E74F60C33922AB0C9D.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DA89C34C561727E74F60C33922AB0C9D.jpg,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
52964,8445290299031,340.0,Purina One,"Comida Húmida para Cão Adulto Delicate Salmão, emb. 4 x 85 gr",,2.24,6.59,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/32231F745A365BE95601B28982095381.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
53049,8445290589316,190.0,Nestlé,"Refeição para Bebé Peixe e Vegetais +8M, emb. 190 gr",,1.49,7.84,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E5BF3B7685558DA7A110F72D148811C.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
53229,8445290832917,190.0,Nestlé,"Refeição para Bebé Arroz e Frango +6M, emb. 190 gr",,1.49,7.84,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A86A2FFA11A081C4BF9A01BDE75A344F.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
53240,8720181384264,2340.0,Skip,"Detergente líquido máquina de roupa 2 em 1 ultimate, 52 doses",,10.99,4.7,2340,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/97E245FD41D574FFA74F6BFC378A3262.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ADA1267F1850FE173AC42CD30CA77DD5.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ADA1267F1850FE173AC42CD30CA77DD5.jpg,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
53269,8445290014207,2800.0,Purina One,"Ração para Gato Esterilizado Com Salmão, 2.8 kg",,15.59,5.57,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/73F43E5C853144BDD9B977AA60C331CD.jpg,,,2026-01-14T23:59:59Z,PROSPECTUS,13,4,,,,
53303,5000204334128,,Glade,"Ambientador Eléctrico Recarga Dupla Vanilla, 2 un.",,5.19,5.19,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5B811D73CD0E7F1BC797BFD680288F34.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1801FAE8A25492DEC1A53462DB0E272F.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1801FAE8A25492DEC1A53462DB0E272F.jpg,2026-01-14T23:59:59Z,PROSPECTUS,13,4,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1801FAE8A25492DEC1A53462DB0E272F.jpg,,,
