identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,avantages_dateFin,avantages_categorie,nro_paginas,page,images_3
978,5601024134136,750.0,Oliveira da Serra,Azeite,Embalagem de 750 ml,4.99,6.65,750,L,€/L,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4618FCD27F27BDBAA8CF1CDC30F2EFF5.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
12978,2892462000000,400.0,Legumes,Alface Frisada,1 un= 400 g (aprox.),0.48,1.19,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/14C8DBD7827DB992F77D5C5056950123.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
15161,5604260274246,1000.0,PorSi,Cenouras Programa Origens,Embalagem de 1 kg,0.89,0.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2C5D90EF430B0C18141C519CD5070475.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
14897,2892245000000,4000.0,Fruta,Melancia Riscada,Vendido ao peso | 1 un = 4kg (aprox.),2.36,0.59,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA3D63A30F9BA2DBBD75810E5FD774FC.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
13818,2892584000000,250.0,Legumes,Pimento Vermelho,1 un=250 gr (aprox.),0.42,1.69,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A89EFDBC825F249BCF5C02ECF326661E.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
30958,5449000957955,3500.0,Coca-Cola,Coca-cola zero,pack 2 x 1.75 l,3.14,0.9,3500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B5373624D44366A3ACEBCD7C73191EB.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
17402,8412600027233,700.0,Bimbo,Pão forma familiar normal,embalagem de 700 g,1.99,2.84,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DE8CCFFBC376CC9F4596A72F8ABC4CE5.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
24838,5601164903722,7500.0,Super Bock,Cerveja Mini,Pack 30 X 0.25 L,13.85,1.85,7500,L,€/L,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/21F823289804B326F67E5D90563F901B.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
1315,5601151983508,1250.0,Seven-up,Refrigerante com Gás Lima Limão,"Garrafa de 1,25 l",1.19,0.95,1250,L,€/L,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D7ADD067C52BBE29F907539EA3813D05.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
13947,2891125000000,150.0,Peru,Espetadas de Peru,1 un = 150 gr (aprox.),0.9,5.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F64981E370592175339C16298CEA7C3B.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
14921,2892534000000,400.0,Legumes,Couve Bróculo,Vendido ao peso,0.88,2.19,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4F48873F332B6ECE759CD88793270811.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
1322,5601163011114,5400.0,Luso,Água s/ gás,"Garrafa de 5,4 l",1.59,0.29,5400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B414C742356ECF49B4C0D49D2F721F7.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
13866,2891048000000,1000.0,Porco,Bifanas,Vendido ao peso a partir de 1 kg,4.29,4.29,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C9E276B082B119EFEDC2A2B0E1BC737E.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
37864,5604260273461,800.0,PorSi,Bolacha maria dourada,Embalagem de 800g,1.79,2.24,0,kg,€/Kg,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DF6C4B865BD4B260CFAD982CCAED0429.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
5273,5601164902343,7920.0,Super Bock,Cerveja c/ álcool,pack 24 x 0.33 l,16.99,2.15,7920,L,€/L,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9036A4A1A895E7D1EC16B298057D65EB.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
13625,2893620000000,300.0,Peixaria,Salmão de viveiro à posta,1 un. = 300 g (aprox.),3.6,11.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29B9DB2E73FB6AE756265DB326B65712.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
16105,5601146703463,7500.0,Sagres,Cerveja Mini,pack 30 x 0.25 L,13.75,1.83,7500,L,€/L,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A268F7D3CFF6A55F6AD0FB91F4E6512.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
41129,5604260303762,200.0,PorSi,8 salsichas aves,Embalagem de 200 g,1.09,5.45,0,kg,€/Kg,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0DF7D5316DF865B4DCE8F58163C3E81.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
973,5601024105020,1000.0,Fula,Óleo alimentar,Embalagem 1L,1.79,1.79,1000,L,€/L,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/82D3E88293E42CC5B178C569AA9B57E6.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
1309,5601151979105,1250.0,Sumol,"Refrigerante com gás, ananás","Garrafa de 1,25 l",1.09,0.87,1250,L,€/L,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BEECBA2128529C8FAEEDAE9896BFB132.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
13893,2891043000000,1000.0,Porco,Entrecosto,Vendido ao peso a partir de 1 kg,4.99,4.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA05EE99D302D59771FCC108473E0700.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
13894,2891044000000,1000.0,Porco,Entremeada sem Entrecosto,Vendido ao peso a partir de 1 kg,4.88,4.88,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C03EF63C56AFB4E4EA78E134436BF30C.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
18864,5604260280506,500.0,PorSi,"Iogurte tipo grego stracciatella,  500g",,1.68,3.36,0,kg,€/Kg,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8FFE8052AD3107A5266901AC73719CB5.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
2458,7613031423583,625.0,Nestlé,Cereais nesquik,Embalagem de 625g,3.24,5.18,0,kg,€/Kg,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3F494F3C149F2147A07872C278BEDBC9.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
31516,8435257039107,1440.0,Nestlé,"Yoggi liquido morango,  8x160g",,3.89,2.7,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1FDD60617CEBA746EBEE60AECF62B13.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
36926,5604260296729,200.0,PorSi,Queijo flamengo ralado,Embalagem de 200G,1.45,7.25,0,kg,€/Kg,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DFC2644CA861B461322B07CE2298EC44.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
40925,8710522652138,240.0,Calvé,Maionese,Embalagem de 240g,1.59,6.63,0,kg,€/Kg,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BAE5DB5E204D247526D3D3D4E5D5A52E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8E23B17512BCD2C444A6228885CC4217.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8E23B17512BCD2C444A6228885CC4217.jpg,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
42191,5604260308859,420.0,PorSi,Milho doce,Embalagem de 3 x 140 g,1.95,4.64,0,kg,€/Kg,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/266EAC28722339A277E45CFD753A8D80.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
10095,8435257040899,640.0,Nestlé,"Iogurte líquido yoggi morango,  4 x 160 g",,1.99,3.11,0,kg,€/Kg,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F1F347BA34EB28F1148C3C442A42CC17.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
12884,2892009000000,200.0,Fruta,Limão,1 un = 200 gr (aprox.),0.26,1.29,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F7773525E5DEBAE013C06CBE4768FAC.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
13048,2893561000000,250.0,Marisco,Ameijoa Branca Vietnamita Congelada,Vendido a partir de 250 gr  (aprox.),0.5,1.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/87AAE93BFC6F911123DE0600840801E2.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
1414,5601252106639,750.0,Gallo,Azeite virgem delicado,Garrafa de 750 ml,7.49,9.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/14892E13E5F7C3707D2EB967992642D1.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
1451,5601286201782,500.0,Milaneza,Massa esparguete,Embalagem de 500g,0.88,1.76,0,kg,€/Kg,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/89EEFB55B8646A1FAE623D8BE27A3C12.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
19022,5603722509742,800.0,Agros,Leite com Chocolate,Embalagem de 4 x 200 ml,1.49,1.86,800,L,€/L,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5E96016EA2C29977083D2986B4126E1A.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
19163,5604260278121,500.0,PorSi,"Iogurte tipo grego morango,  4 x 125 g",,1.68,3.36,0,kg,€/Kg,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D25DDD975356242352206DA80B2AF65D.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
2079,5604260193646,1000.0,PorSi,"Néctar ananás, prisma",Garrafa de 1 l,0.99,0.99,1000,L,€/L,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/10E9329F83000135085CDE8D45A5A26A.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
26772,5449000106186,3500.0,Coca-Cola,Refrigerante c/ gás,pack 2 x 1.75 l,3.68,1.05,3500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D4EC82F15980642AA3BE6E246545A05.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
33991,5604260283446,1000.0,PorSi,"Iogurte pedaços frutimax frutos variados,  8 x 125 g",,2.38,2.38,0,kg,€/Kg,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8D7F0C9001CDCE3069FE327E50E87619.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
41621,5604260303625,5000.0,PorSi,Areia para gatos 100% natural,Embalagem de 5 kg,1.29,0.26,0,kg,€/Kg,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D31760E94B21E9196509712F2DC20BF5.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
42152,5604260309009,200.0,PorSi,Tiras de bacon fumado,Embalagem de 2 x 100 g,2.09,10.45,0,kg,€/Kg,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/370FF2BC2013B8923987037050A2F519.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
49463,8445290250322,600.0,Nestum,Flocos Cereais Mel,Embalagem de 600g,3.79,6.32,0,kg,€/Kg,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9F028579C623CFF4FC3FA9CCEB955938.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
4987,5601012115505,750.0,Planalto,Vinho doc douro branco,Garrafa de 0.75 l,4.99,6.65,750,L,€/L,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C726FDABB211E05C4F7D5DBE4A94D76.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
9279,5603533652002,1000.0,Frize,Água c/ gás limão,pack 4 x 0.25 l,1.99,1.99,1000,L,€/L,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5168323A2D812BEF907FCB0E5F1CDA9E.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
980,5601024134488,750.0,Oliveira da Serra,Azeite virgem extra clássico,Embalagem de 750 ml,8.79,11.72,750,L,€/L,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01EF39EFE8396CC9ACA95DC25E9D3412.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
10094,8435257040776,640.0,Nestlé,"Iogurte líquido yoggi banana,  4 x 160 g",,1.99,3.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7A1039A34E2D3851553F65DFE7093FB2.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
1187,5601119007963,120.0,Nobre,6 Salsichas de porco,Lata de 120g,1.59,13.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/120DC1535B1AFA150D13CE3A5CE70137.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
13242,2893227000000,200.0,Peixaria,Robalo de Viveiro,de 200 a 600 g (aprox.),1.16,5.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/48561D1FC8B0542874DDBC21F2E9ADCA.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
1347,5601170167743,180.0,Vatel,Flôr de sal,Embalagem de 180g,1.59,8.83,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AF7623683F1368091D8FED517B6D218E.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
13523,2893515000000,250.0,Peixaria,Lula Congelada,1 un= 250 gr (aprox.),1.25,4.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2B7BBDC4CDC3C912C9CD2FEC6D3B682.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
13821,2892597000000,200.0,Legumes,Tomate Cacho,1 un = 200 gr (aprox.),0.3,1.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B66EF6541266EDFA27BC4541501843F.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
13842,2891009000000,800.0,Novilho,Bife da Vazia,Vendido ao peso a partir de 800 g,10.39,12.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01A34A12BFFC51D86F44E2793C3596E7.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
14726,8711100080060,400.0,Maizena,Farinha,Embalagem de 400g,1.64,4.1,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B08373790D6917B03E052473E2AB175C.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
2072,5604260193516,1000.0,PorSi,"Néctar pêssego, prisma",Embalagem de 1 l,0.99,0.99,1000,L,€/L,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B29D4F2CB69685F48D5CAFE4294E327C.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
2514,7613033739873,250.0,Maggi,Puré de batata,Embalagem de 250g,2.24,8.96,0,kg,€/Kg,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E520E90232B763315D1FB976D27B9A50.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
26047,8412600070994,650.0,Bimbo,Pão de forma s/ côdea,Embalagem de 650 g,2.09,3.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/998967574B383CCF8D49F03316F06108.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
36189,5604260286485,4000.0,PorSi,Ração seca de carne para gato adulto,Embalagem de 4 kg,4.99,1.25,0,kg,€/Kg,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/45AFD294585EE14289E36B34758F626C.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
405,8712566410910,280.0,Calvé,Ketchup,Embalagem de 280g,1.84,6.57,0,kg,€/Kg,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D7E099A6ABAECF4C5D06260734A2C975.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0D7B165FF00CA45BD8F6AC077E3CA1EC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0D7B165FF00CA45BD8F6AC077E3CA1EC.jpg,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
45213,5604260313457,,PorSi,Toalhitas Bebé Recarga,Embalagem de 72 unidades,1.09,1.09,0,,€/Unidade,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/28861C0DE96DF76960DF397C1DD8B10A.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
46714,5604260318742,,PorSi,Papel higiénico branco folha tripla,12 rolos,3.99,3.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4117CB72E2310914A1F7B260DFCFFD79.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
49359,5601146700066,6000.0,Sagres,Cerveja Mini,pack 24 x 0.25 l,10.99,1.83,6000,L,€/L,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C2425FE0470CC14A198CD6F86FC4300.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2E3D57423A20C8E7B4C1173F1457C2E.jpg,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
6398,8410372182303,75.0,Colgate,Dentifríco Flúor Gel,Embalagem de 75 ml,1.99,26.53,75,L,€/L,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/151B05A6AAEB6CE1CB58AF02C5B0B452.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
8413,8410500008932,600.0,Actimel Danone,"Actimel morango, 6 x 100g",,2.79,4.65,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F6EB1A175778A171D463316E7A3FAC27.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
8657,5601163081711,1980.0,Luso,Água s/ gás,pack 6 x 0.33 l,2.35,1.19,1980,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BDA4A39891F935792B52BE1088E63C0F.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
929,5601001187803,630.0,Nestlé,Cereais chocapic,Embalagem de 630g,3.49,5.54,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/24F5DB132F7E18A7786689AD5CB8DB19.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
10280,8410469002781,,Colhogar,Papel Higiénico Compacto Ultra Suave XXL,12 rolos,5.22,5.22,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30179BA84D6B6F4E974659F949EB4EB0.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
12888,2892090000000,500.0,Fruta,Manga Avião,1 un=500 gr (aprox.),2.0,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F9334665091AF30C298FAAAC9CB308C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/842EA0C904154D230A3A6F63A245D264.jpg,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
1323,5601163020512,9000.0,Luso,Água s/ gás,Pack 6 x 1.5 l,3.48,0.39,9000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/571D03B7CBBBB17BF53B16AF9AF5385C.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
13977,2696106000000,,Pastelaria,Folhado de Maçã,1 unidade= 100 g,0.89,0.89,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E2A4FBB809D0E7BB4A2D714065081A4C.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
14038,2696013000000,80.0,Padaria,Bola mistura,1 unidade= 80 g,0.17,2.13,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D6E30346316F689C4A5A61ADBADBAB3.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
1467,5601286236784,500.0,Milaneza,Massa de espirais,Embalagem de 500g,1.04,2.08,0,kg,€/Kg,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/75C555C38AA58E95CAD2174BF2E349D1.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
1468,5601286250780,500.0,Milaneza,Massa macarronete riscado,Embalagem de 500g,1.04,2.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E29625DD7DC1FE05A5F96FD16E9391E8.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
1475,5601286273789,500.0,Milaneza,Massa fusilli tricolor,Embalagem de 500g,1.26,2.52,0,kg,€/Kg,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A32BE3BEA03451FFDDD551AFD3876300.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
14862,2696029000000,70.0,Padaria,Carcaça Rústica 70 g,,0.17,2.43,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7501756B5498BDF68A954DEA96B9AD1C.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
15125,2895006000000,150.0,Terra Nostra,Queijo Flamengo em Barra,1 un = 150 gr (aprox.),1.35,8.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/476F7A985B3EA4EB38194328E8345ADF.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
15962,5601252107056,250.0,Gallo,Azeite virgem extra clássico,Garrafa de 250 ml,3.19,12.76,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CAFA94A66BB654B7BFA9F27383C3910F.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
15979,5601119242364,650.0,Nobre,Salsichas de Aves Extra Suculentas,frasco de 650g,2.09,3.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/96E028FA4B876A7EDCC2B01C6774E1B0.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
16517,5601286260215,500.0,Milaneza,Espirais s/ glúten,Embalagem de 500g,1.99,3.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/56A925808860FBA8046B55A561A8DD98.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
17665,8712100745591,753.0,Calvé,Maionese XXL,Embalagem de 753 g,3.69,4.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/69DD5C01FA6303DE3BD821864A539AC3.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
18350,8410320148245,80.0,Campofrio,Chouriço fatiado,Embalagem de 80g,1.59,19.88,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C935719A57D5E81DA0BFC4CFFF1CE04A.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
2078,5604260193615,1000.0,PorSi,"Néctar manga, prisma",Embalagem de 1 l,1.15,1.15,1000,L,€/L,,1000 Artigos,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F91DC367BE2D1C7BD0334DCD21B43F7E.jpg,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,
20967,5601027002593,175.0,Manhãzitos,5 manhãzitos choco chips,Embalagem de 175 g,2.24,12.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0AAF2F344E6BB2E2CE72DDB89E9BE7D6.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
22232,8410320104500,80.0,Campofrio,Salame fat,Embalagem de 80g,1.59,19.88,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/55984918C252981E6C8956EFD4419256.jpg,,,2024-08-28T23:59:59.999999999+01:00,PROSPECTUS,12,1,
