identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,avantages_dateFin,avantages_categorie,nro_paginas,page
13833,2892579000000,300.0,Legumes,Pepino,1 un = 300 gr  (aprox.),0.42,1.39,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BD2734BFC4704D52A466FC85B929304E.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
10914,3250390011620,200.0,Páturages,Queijo brie 60% mg,Embalagem de 200 g,1.59,7.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF7058D0138CA4DFA3E37B503FC8E28.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
12887,2892089000000,500.0,Fruta,Manga Barco,1 un = 500 gr (aprox.),1.35,2.69,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7DE73DFAB226CDE947BB89C61333D3FE.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
13866,2891048000000,1000.0,Porco,Bifanas,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72DE0DA6B485199AC995C629E3E4D279.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
13893,2891043000000,1000.0,Porco,Entrecosto,Vendido ao peso a partir de 1 kg,5.99,5.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA05EE99D302D59771FCC108473E0700.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
13894,2891044000000,1000.0,Porco,Entremeada sem Entrecosto,Vendido ao peso a partir de 1 kg,4.88,4.88,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/033DDCE7C7F9A9CD99F0A4BEB2F74462.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
7105,2894508000000,100.0,Primor,Bacon Extra,"Vendido ao peso, fatiado a partir de 100 gr",1.2,11.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BE4896B3454C5EEBE0D9BE9663BD4C36.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
11925,5603089002221,200.0,Parmalat,"Nata uht para culinária, embalagem de 200 ml",,0.89,4.45,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D33922CAD380AFD4F287905CBB6BE3F.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
13865,2891042000000,1000.0,Porco,Costeletas do Cachaço,Vendido ao peso a partir de 1 kg,4.98,4.98,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D0D96FA697CD7DF7D0B353E0ED0B1193.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
13892,2891041000000,1000.0,Porco,Costeletas do Lombo,Vendido ao peso a partir de 1 kg,4.98,4.98,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/589E4AFE71E19AF7FEB32FB0C0E176FF.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
20434,5601244500063,1000.0,Terra Nostra,"Leite de pastagem meio gordo, embalagem de 1litro",,0.88,0.88,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F15C65373BE6E3E66B7AB63273FD2E6.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E82125FE177156A16B33D08208F11D7F.jpg,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
40586,5601151974124,1750.0,Seven-up,"Refrigerante com gás, garrafa de 1.75 l",,1.69,0.97,1750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1B5C5CCFC1B153ECF65F6692CD46820B.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
1228,5601146230518,1500.0,Joi,"Refrigerante sem gás, laranja, garrafa de 1,5 l",,1.29,0.86,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CFD5D319CF23E8EEE61B6DFE693387D.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
12943,2892087000000,1500.0,Fruta,Mamão,"1 un = 1,5 kg (aprox.)",5.84,3.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E92859558CF3617793775ADAD1A11B14.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
13813,2892489000000,250.0,Legumes,Batata Doce,1 un = 250 gr  (aprox.),0.35,1.39,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0785A3D8A1A6773EB1FB43B119AC4D9.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
1188,5601119007970,200.0,Nobre,"Salsichas de porco, lata de 200g",,1.39,6.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F480FC52D56464F3C1B867155F4A37B9.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
1224,5601146000104,1000.0,Sagres,"Cerveja com álcool, garrafa de 1l",,1.69,1.69,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B73052CDDDC1D5B2607AF6499F6FC79B.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
1230,5601146232512,1500.0,Joi,"Refrigerante sem gás, maracujá e la, garrafa de 1,5 l",,1.29,0.86,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/430468AF369DBE1139E298A0EA69B620.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
12909,2892005000000,250.0,Fruta,Laranja Económica,1 un = 250 gr  (aprox.),0.3,1.19,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67E13FD34B36BCD37E12339EB836171D.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
13947,2891125000000,150.0,Peru,Espetadas de Peru,1 un = 150 gr (aprox.),0.9,5.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7051DD49B64096A6B46E7815DD618A85.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
14038,2696013000000,80.0,Padaria,Bola mistura,1 unidade= 80 g,0.19,2.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/509539D5119FE663643D444B9A3F9D6A.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
1462,5601286231772,250.0,Milaneza,"Massa, estrelinhas, embalagem de 250g",,0.57,2.28,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3936C365D7B95744ED545201CA491D61.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
14653,5601119225442,110.0,Nobre,"Fiambre da perna extra fatias finas, embalagem de 110g",,1.99,18.09,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7FD7D9E34952BFCF466D7D36B77539B0.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
2589,7622300281182,154.0,Oreo,"Bolachas, tubo, embalagem de 150g",,1.39,9.03,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A967EF8D7DC66A4DE384AFCA6E356DB8.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
30173,5607238032022,330.0,Casa de Mateus,"Doce de morango, embalagem de 330g",,2.59,7.85,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D6070A1F1EB4D27068EDD936E4C7823.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
33090,5411188112709,1000.0,Alpro,"Bebida amêndoa torrada sem açúcar, embalagem de 1litro",,1.99,1.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/66C6488BDB769AFC2D2A2697199C34D6.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
35560,5601151973745,3500.0,Seven Up,"Refrigerante de lima e limão com gás regular, pack de 2 x 1.75 l",,3.38,0.97,3500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5CD5A622753D3356E9D019035298E5D4.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
36186,8715700017006,570.0,Heinz,"Ketchup top down, 570g",,3.24,5.68,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/61C6EABD68232C332B75678207D54C3E.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
36263,5601027973060,480.0,Bimbo,Pão de forma integral,Embalagem de 480 g,1.84,3.83,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/34F016B3F162809D8E0423F1C3245DFD.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
37603,5601244700005,250.0,Terra Nostra,"Manteiga sem sal terra nostra, embalagem de 250g",,2.09,8.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/825AD5ABA4663129CA24B0F2114DECAD.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
38417,5411188124689,1000.0,Alpro,"Bebida aveia sem açúcar, embalagem de 1l",,1.99,1.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/242D83F75D71A1E8390A9D4AC652F0B9.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
44252,5601019012890,210.0,Guloso,"Tomate frito, embalagem de 210g",,0.86,4.1,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8B263589AC7E30970A012A4A83920952.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
46436,5601578131018,750.0,Terras do Demo,Espumante Rosé Bruto,Garrafa de 0.75 l,8.39,11.19,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/101CF071A993AA402B99D175EC96A727.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
485,3036810201280,215.0,Maille,"Mostarda dijon, embalagem de 220g",,3.19,14.84,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62618DF63BD11F55FFEE9176972D4CEF.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1ABADBA923A5257BF5D8A92B53110481.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1ABADBA923A5257BF5D8A92B53110481.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1ABADBA923A5257BF5D8A92B53110481.jpg,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
5163,5601119225459,110.0,Nobre,"Peito de peru fatias finas, embalagem de 110g",,2.39,21.73,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/974FB18B55CA4E77D8BC07F3A9C285B6.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
5522,5601692071429,1000.0,Bom sucesso,"Arroz carolino, embalagem de 1 kg",,1.49,1.49,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/64C611B9FD96C1B21C6DBAF861284476.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
5745,5603722513718,1000.0,Vigor,Leite pasteurizado m/g sem lactose,Garrafa de 1 l,1.15,1.15,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A274333D648928B02F1993344237862.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
6179,8000920200025,650.0,Olá,"Viennetta baunilha, embalagem de 650 ml",,2.59,3.98,650,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/788D43470D76B6D6336C9CB6363133EE.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
8222,5411188553304,1000.0,Alpro,"Bebida de soja com cálcio, embalagem de 1 l",,1.69,1.69,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E93FBC9C48DDB0A312E01AACFB10CDEE.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
8400,5601050033779,620.0,Danone,"Iogurte activia líquido cereais, embalagem de 4 x 155 g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3AC3707CF655B8CC61D2C80E4828D7C8.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
8752,5601217102065,1000.0,Finish,"Sal para máquina de lavar loiça, embalagem de 1 kg",,1.89,1.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D8090F73E97416F92FF4C25B1B1ED407.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
9250,5603089002214,200.0,Parmalat,"Nata uht para bater, embalagem de 200 ml",,0.89,4.45,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9A69EE65F8E834CFE40CA11D742ED343.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
929,5601001187803,625.0,Nestlé,"Cereais chocapic, 625 g",,3.49,5.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8DB31C1F3066D48D593AE11B75516670.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
10111,8410104402501,200.0,Vanish,"Pré-lavagem power gel, garrafa de 200 ml",,3.89,19.45,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/43D4A166A3EF555D36A5BBF95FBB5D96.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
1014,5601043111149,1000.0,Espiga,"Farinha sem fermento tipo 65, embalagem de 1 kg",,1.29,1.29,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0956112EF7C4C6A7364E7D84CAC59686.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
10826,2895082000000,250.0,Ilha Azul,Queijo Curado,Vendido ao peso a partir de 250 gr,2.0,7.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B62E6B6007870C37C76A52222AF902D.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
11641,5601180001020,1000.0,Vigor,Leite pasteurizado meio gordo,Garrafa de 1 l,0.98,0.98,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C25BCB5001E1A92DAA543A65EC5B2802.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
11755,5601511000623,400.0,Limiano,"Queijo fatias -50% de gordura, 400g",,4.09,10.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F49DD4803359F1338D0D32889490E90.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
1196,5601119942608,200.0,Nobre,"Salsichas de aves, lata de 200g",,1.39,6.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3D289F4C441D4785985F7C225CA4543.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
1226,5601146001507,1500.0,Joi,"Refrigerante sem gás de manga/laranja, garrafa de 1,5 l",,1.29,0.86,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DB9CD865FA14B43795929B354A61BA32.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
12325,8410000827446,440.0,Oreo,Bolachas oreo,Embalagem de 440g,2.79,6.34,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3F53CBD16C3F8F93B7B232495F61BF89.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
1281,5601151136140,1000.0,Compal,"Nectar vital equilibrio ananásemcoco, embalagem de 1l",,1.19,1.19,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8767C13FE6BC314E1156E753BCDBEE55.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
12889,2892175000000,150.0,Fruta,Kiwi categoria II,1 un = 150 gr (aprox.),0.52,3.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/39D74C337E358C98856B0EB2FC79D7A8.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
12940,2892083000000,200.0,Fruta,Lima,1 un = 200 gr (aprox.),0.6,2.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2DD3A3AD2AC0E0F4144D0C1CF845306C.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
13653,2893648000000,600.0,Nossa Seleção,Camarão Selvagem Madagáscar 60/80,vendido ao peso,8.39,13.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/97D34832A407CBE91D2696993240CB33.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
14470,5000289925440,700.0,Gordons,Gin dry,Garrafa de 700 ml,12.99,18.56,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D55937CEA347BBDAFF1873A2B59C5243.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
14698,7613034570512,90.0,Nestlé,"Fruta para bebé 4 frutas +4 meses, embalagem de 90g",,0.78,8.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3717C2AF583A80AD83A765BB8032F767.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
14723,8410063045139,800.0,Pescanova,"Camarão vannamei 40/48, embalagem de 800g",,8.69,10.86,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CF56AF8546EAE589D7E2D74E545BD302.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
14871,2696213000000,,Padaria,Empada de Frango 60 g,,0.79,0.79,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/14D285C21A5EEE9AD8DE7ACAE760BE51.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
1491,5601363001168,120.0,Doritos,"Aperitivos tex mex, embalagem de 120g",,1.39,11.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1053755FDFA8216E31D4BC77D22F56B2.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
1540,5601489136157,500.0,Du Bois de la Roche,"Bolachas crackers integral, embalagem de 500g",,2.99,5.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A16DC8F44B525FAEA7B327A4AD3CFA23.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
15687,5000116109234,700.0,Iglo,"Ervilhas, embalagem de 700g",,3.39,4.84,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AC9F197DD289CE6E6A9903FC824FDD75.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
15808,5000116110001,300.0,Iglo,"Lasanha bolonhesa, embalagem de 300g",,2.99,9.97,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B971AF0ED57E873A7BEC36E18F85743D.jpg,,,,2024-12-31T23:59:59.999999999Z,PROSPECTUS,8,1
