identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,avantages_dateFin,avantages_categorie,images_0,images_1,images_2,images_3,pictogrammes_libelleCategorie,nro_paginas,page,pictogrammes_0,images_4,images_5
8947,5601385503350,,Aquafresh,Escova de Dentes de Leite,1 unidade,2.45,2.45,0,,€/Unidade,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/03492E9B20DC3374A4CA85BF36584E8D.jpg,,,,,13,3,,,
9078,5601883000351,250.0,Nova Açores,Manteiga com sal,Embalagem de 250g,1.79,7.16,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B374003B4D850F2B18FB43590E1FCCC4.jpg,,,,,13,3,,,
9079,5601883000719,200.0,Nova Açores,"Queijo flamengo, fatias",Embalagem de 200g,2.09,10.45,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7F26FAA8053D654E46EFF18238D0A9DA.jpg,,,,,13,3,,,
9111,5601989001412,750.0,Monte Velho,Vinho regional alentejano tinto,Garrafa de 0.75 l,3.79,5.05,750,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71C75E8C8338510892305D4318796B26.jpg,,,,1000 Artigos,13,3,,,
9161,5602154002920,750.0,Adega de Borba,Vinho tinto alentejo,Garrafa de 0.75 l,8.99,11.99,750,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D4E622CDEFB67E1BEC54DD1E1636255.jpg,,,,,13,3,,,
9164,5602154601499,750.0,Adega de Borba,Vinho doc alentejo branco,Garrafa de 0.75 l,2.89,3.85,750,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3BA3E1F3DC5EDC5F70E270024BFEDDC.jpg,,,,,13,3,,,
9165,5602154602465,750.0,Adega de Borba,Vinho tinto doc premium alentejo,Garrafa de 750 ml,4.99,6.65,750,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A6251A82BF9E98D5A5D7515C22E87BEC.jpg,,,,,13,3,,,
9166,5602154602489,750.0,Adega de Borba,Vinho doc alentejo tinto,Garrafa de 0.75 l,2.89,3.85,750,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/514753703531FE90FF5D906728FCBEAD.jpg,,,,,13,3,,,
9184,5602348062754,70.0,Damatta,Presunto sabor português fatiado,Embalagem de 70 g,2.29,32.71,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0A14ED361A0023E1AFBFC3FC3C5833B1.jpg,,,,,13,3,,,
9238,5603016000443,750.0,Adega de Pegões,Vinho rosé península de setúbal,Garrafa de 750 ml,2.19,2.92,750,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67EA33F6043EE7B3EC5A6D721A58D1E2.jpg,,,,,13,3,,,
9241,5603016000788,750.0,Adega de Pegões,Vinho branco regional península de setúbal,Garrafa de 750 ml,2.19,2.92,750,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9228EB47277BD4705321A002DCD34986.jpg,,,,,13,3,,,
9243,5603016133455,750.0,Adega de Pegões,Vinho tinto península de setúbal,Garrafa de 750 ml,2.19,2.92,750,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9765C3E933914B7E947EFD31D4F27304.jpg,,,,,13,3,,,
9255,5603124024140,550.0,Mistolin,Tira gorduras recarga,Garrafa de 550 ml,2.28,4.15,550,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/31FDA54CC7088DA8DC03FDBEA4FCDE3B.jpg,,,,,13,3,,,
9273,5603344641011,120.0,General,Potas gigantes em caldeirada,Embalagem de 120g,1.39,11.58,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DA286C1CA72706769D8C72270F66CFEC.jpg,,,,,13,3,,,
9278,5603522994533,750.0,Assobio,Vinho maduro tinto doc douro,Garrafa de 0.75 l,5.99,7.99,750,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EFAE1C03B088D3413F74EC6C13DEDC12.jpg,,,,1000 Artigos,13,3,,,
9279,5603533652002,1000.0,Frize,Água c/ gás limão,pack 4 x 0.25 l,1.99,1.99,1000,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5168323A2D812BEF907FCB0E5F1CDA9E.jpg,,,,1000 Artigos,13,3,,,
9315,5603722509544,1000.0,Mimosa,Leite 0% lactose magro,Garrafa de 1 l,1.14,1.14,1000,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5A14B3D114F4F7D42484C8D1602E358.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC5219EC1E15E09529E323B7D196FADA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC48BFFA4281D8016E9FB40168ED4485.jpg,,,13,3,,,
9691,5604260270613,500.0,PorSi,Queijo Flamengo Fatias,Embalagem 500G,3.99,7.98,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FFFF236BFADF54D62A4E0EFB7AF0E7B7.jpg,,,,1000 Artigos,13,3,,,
9727,5604260273058,200.0,PorSi,Queijo mozzarella ralado,Embalagem de 200 g,1.39,6.95,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06A41E6C952C21A7856951F2F972349C.jpg,,,,1000 Artigos,13,3,,,
9762,5604260265862,1980.0,Serra de Fafe,Água mineral sem gás infantil,"Embalagem de 6x0,33 l",1.26,0.64,1980,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F08046F8FE4F773B19A242D6F8973B30.jpg,,,,,13,3,,,
9809,5608527000418,750.0,Dona Ermelinda,Vinho doc palmela branco,Garrafa de 750 ml,3.99,5.32,750,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2259C36579DB9596F3C8BA9119D1E5F8.jpg,,,,,13,3,,,
9810,5608527000449,750.0,Dona Ermelinda,"Vinho tinto, denominação de origem controlada, reserva",Garrafa de 0.75 l,7.49,9.99,750,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/53111B5F7F79C3477145BA17168F05A0.jpg,,,,,13,3,,,
9814,5608543000119,18.0,Tetley,"Chá preto, sem cafeína, 10 saquetas",Embalagem de 20g,0.95,52.78,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2852A5AE7141EA3B3E4C9845007ED5A0.jpg,,,,,13,3,,,
9859,5998749117750,60.0,Catisfactions,Snack para gato de salmão,Embalagem de 60g,1.69,28.17,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ECD901B60A4EF872E45444E2143B7E09.jpg,,,,1000 Artigos,13,3,,,
9860,5998749117774,60.0,Catisfactions,Snack para gato,Embalagem de 60g,1.69,28.17,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7959C16D36E6FB98E4D26D4979458461.jpg,,,,1000 Artigos,13,3,,,
9861,5998749117798,60.0,Catisfactions,Snack para gato de queijo,Embalagem de 60g,1.69,28.17,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E76D54B1E9A2969AFD569194CDA45FA0.jpg,,,,1000 Artigos,13,3,,,
9913,7622300118945,30.0,Tang,"Refresco em pó, ananás",Embalagem de 30g,0.99,33.0,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8FD16408E776EC436D9EFD86A0FE2770.jpg,,,,,13,3,,,
9989,8000430133035,125.0,Galbani,Queijo mozzarella fresca,Embalagem de 125 g,1.59,12.72,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/605C9FB94611B32191667C7EDC36EC8E.jpg,,,,,13,3,,,
10091,8410100059839,360.0,Nestlé,"Queijinho petit nesquik,  6 x 60 g",,2.79,7.75,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DBBACE0B574A9C35FF94ECEF6B014E4C.jpg,,,,,13,3,,,
10094,8435257040776,640.0,Nestlé,"Iogurte líquido yoggi banana,  4 x 160 g",,1.99,3.11,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7A1039A34E2D3851553F65DFE7093FB2.jpg,,,,,13,3,,,
10095,8435257040899,640.0,Nestlé,"Iogurte líquido yoggi morango,  4 x 160 g",,1.99,3.11,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F1F347BA34EB28F1148C3C442A42CC17.jpg,,,,,13,3,,,
10116,8410104702601,,Finish,Limpa Máquina Loiça Regular,,3.99,3.99,0,,€/Unidade,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/48C07A9F37A8CDCBE24415AE46D3B576.jpg,,,,,13,3,,,
10128,8006540836224,,Dodot,Toalhitas Pure 0% Plástico,Embalagem de 48 unidades,1.74,1.74,0,,€/Unidade,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/17235F16D1C1F2E1B279ED0493A63896.jpg,,,,1000 Artigos,13,3,,,
10274,8410436242172,1100.0,Sonasol,Lava Tudo Brilhante Floral,"embalagem 1,1L",2.79,2.54,1100,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/45AE65B29796E27661779732657737AC.jpg,,,,1000 Artigos,13,3,,,
10351,8411134103338,,Control,6 Preservativos Adapta Nature,,3.49,3.49,0,,€/Unidade,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA1589B4885D56D6E675A34B47F3AFEE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E904E0E3DEA92FC0A6E00A850118F1A2.jpg,,,,13,3,,,
10352,8411134108029,,Control,12 Preservativos Adapta Non Stop,,7.99,7.99,0,,€/Unidade,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F39405203FB8D1A525A884B6ECDF91D3.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/23E1B8F6BE93C9600275C63272596B90.jpg,,,,13,3,,,
10353,8411134124111,,Control,10 Preservativos Easy Way Nature,,7.99,7.99,0,,€/Unidade,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1A377B891AF6FCB424149F15BFAE8D24.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/179D8E5C984811BA893D9D5A5CEA8C81.jpg,,,,13,3,,,
10394,8411300565021,,Excellence,"Coloração permanente, preto natural, nº3",1 unidade,9.49,9.49,0,,€/Unidade,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3AE4B048E3BBB64A5FDE33709033D254.jpg,,,,,13,3,,,
10509,8435250297955,256.0,Nestlé,"Iogurte mix-in smarties baunilha,  2 x 128 g",,1.99,7.77,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4FC6F733C531A7A948940F213F0E604D.jpg,,,,1000 Artigos,13,3,,,
10513,8435250439591,236.0,Nestlé,"Iogurte mix-in chocapic,  2 x 118 g",,1.99,8.43,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0789BA3D2E6EA8E7B9EBDD728E77A7C3.jpg,,,,1000 Artigos,13,3,,,
10595,8712000900014,250.0,Heineken,Cerveja Mini,"Pack 6x0,25 l ",4.49,17.96,250,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4CD67FF57C15377D615F5BEED8C6BB98.jpg,,,,,13,3,,,
10639,8712566395514,60.0,Knorr,"Sopa gourmet, cogumelos",Embalagem de 60g,1.99,33.17,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0DE93CCE9C882CDFCAF84912313B4E5.jpg,,,,,13,3,,,
10858,3023290400111,400.0,Nestlé,Sobremesa banana/laranja/bolacha,Embalagem de 4 x 100 g,1.99,4.98,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/041AEAA15D5C254A10039C7CB21C8A11.jpg,,,,,13,3,,,
11116,3600521639221,,Excellence,"Coloração permanente, caramelo avelã, nº 6.41",1 unidade,9.49,9.49,0,,€/Unidade,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EDE5C11388B45D615C78C1EFF7F11BEA.jpg,,,,,13,3,,,
11245,4011100005884,400.0,M&M's,"M&ms pouch, amendoim",Embalagem de 400 g,5.99,14.98,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DE869D7F093BA8800A8BC7E78EBCC4DC.jpg,,,,,13,3,,,
11445,5600318520013,1500.0,Sandevid,"Bebida açucarada  tinto de verão, clássico","Garrafa de 1,5 l",1.79,1.19,1500,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/92A9D3AE7125620FF31ACFE4A8B47EDD.jpg,,,,,13,3,,,
11446,5600318520020,1500.0,Sandevid,"Bebida açucarada  tinto de verão, limão","Garrafa de 1,5 l",1.79,1.19,1500,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A5CB0DF1D89C5A97B4317620E25B71A9.jpg,,,,,13,3,,,
11503,5601050019100,600.0,Danone,"Danacol frutos exóticos,  6 x 100 g",,2.99,4.98,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/17F7F3CE5BC5B190BC85D20A58C39B60.jpg,,,,,13,3,,,
11522,5601050207750,1200.0,Danone,"Iogurte danacol de morango,  12 x 100 g",,5.39,4.49,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/19DF119EEF937F27AD1CAD10B25F439C.jpg,,,,,13,3,,,
11560,5601146111008,1980.0,Sagres,Cerveja c/ álcool radler,pack 6 x 0.33 l,4.89,2.47,1980,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/88F160692B7EC2A421B615A3D9CD76D1.jpg,,,,,13,3,,,
11612,5601164824478,1980.0,Super Bock,"Cerveja sem álcool, preta",pack 6 x 0.33 l,4.49,2.27,1980,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0CFEF6C5B88735DDFF42E02E1A9B9592.jpg,,,,,13,3,,,
11613,5601164864467,1320.0,Somersby,Sidra maçã,pack 4 x 0.33 l,3.95,2.99,1320,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6483890D0FF6343894A37D6DC6393C66.jpg,,,,,13,3,,,
11614,5601164874206,1980.0,Super Bock,"Cerveja sem álcool, tara perdida",Pack 6 X 0.33 L,4.49,2.27,1980,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/82CDFA291D56D541FEE3D9F75B502D50.jpg,,,,,13,3,,,
11640,5601180000993,1000.0,Vigor,Leite pasteurizado gordo,Garrafa de 1 l,0.98,0.98,1000,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D35A2632D9FCF31B32BD4205099C2552.jpg,,,,1000 Artigos,13,3,,,
11641,5601180001020,1000.0,Vigor,Leite pasteurizado meio gordo,Garrafa de 1 l,0.98,0.98,1000,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/27E81D9C59177D8FE66A1E22F472A238.jpg,,,,1000 Artigos,13,3,,,
11642,5601180002003,1000.0,Vigor,Leite pasteurizado magro,Garrafa de 1 l,0.98,0.98,1000,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4712850F57AD5A8BB3282BD0DF37AD78.jpg,,,,1000 Artigos,13,3,,,
11656,5601195510128,1000.0,Pedras Salgadas,Água com gás limão,pack 4 x 0.25 l,2.19,2.19,1000,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9870F7D10B9ED7376F5917B0306BAC76.jpg,,,,,13,3,,,
11671,5601217126382,1650.0,Woolite,Detergente líquido p/ máquina lavar roupa cores,"Garrafa de 1,65 l",6.99,4.24,1650,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/50465693868DD35972833B1D4D848AC2.jpg,,,,1000 Artigos,13,3,,,
11672,5601217126399,1650.0,Woolite,Detergente líquido p/ máquina lavar roupa cores escuras,"Garrafa de 1,65 l",6.99,4.24,1650,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F70AD128C36B39364F81379E51C417C0.jpg,,,,1000 Artigos,13,3,,,
11687,5601244202158,400.0,Terra Nostra,Queijo fatias -50% gordura,Embalagem de 400g,4.09,10.23,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CCCF8966A6691863BD8AEE552A96BE72.jpg,,,,,13,3,,,
11744,5601385503367,,Aquafresh,Escova de Dentes Júnior,1 unidade,2.45,2.45,0,,€/Unidade,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0160271DAF706285EBC770A381C4D6B1.jpg,,,,,13,3,,,
11749,5601385504852,,Polident,"Pasta de limpeza com oxigénio activo, 48 unidades",Uma embalagem,4.39,4.39,0,,€/Unidade,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AC483E1AD960CCBCC920CFB27F488BEA.jpg,,,,1000 Artigos,13,3,,,
11811,5601954000709,750.0,Miranda,Vinho verde branco,"Garrafa de 0,75 l",2.39,3.19,750,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB65A678A00D2C85CD9AA69983F93D9F.jpg,,,,1000 Artigos,13,3,,,
11883,5602445000543,750.0,Encosta das Perdizes,Vinho regional alentejano reserva tinto,Garrafa de 0.75 l,3.29,4.39,750,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/97CDEC766F9D980921096CEB55AB1DA5.jpg,,,,1000 Artigos,13,3,,,
11935,5603124023273,550.0,Mistolin,Tira gorduras pistola,Garrafa de 550 ml,2.29,4.16,550,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/28669AD1C6D39A84EAC8A5B22B9F840C.jpg,,,,,13,3,,,
11940,5603488000033,750.0,Santar,Vinho doc dão tinto,Garrafa de 0.75 l,5.99,7.99,750,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/419CDD9D3A2CFACABFCD558342C2A64E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7A563D647C4A54F5ADF522EE09342D9C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7A563D647C4A54F5ADF522EE09342D9C.jpg,,,13,3,,,
11942,5603533492202,1000.0,Frize,Água c/ gás groselha,pack 4 x 0.25 l,1.99,1.99,1000,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1BCB2445A8F41EC02B613ABED34EE191.jpg,,,,1000 Artigos,13,3,,,
11961,5603722505607,1000.0,Mimosa,Leite s/ lactose meio gordo,Garrafa de 1 l,1.14,1.14,1000,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B50AD06E1D69691E134268704FD849E5.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E57BFE09E8D859BDBE1705476BB9F1B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E1F70144AAFCC0EAEBFF05614177D009.jpg,,,13,3,,,
11990,5604067039000,750.0,Quintas de Melgaço,Vinho verde branco alvarinho,Garrafa de 0.75 l,8.89,11.85,750,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9EB8EF785C8704DC6218759EEDC6B93C.jpg,,,,,13,3,,,
12097,5604868001091,1980.0,Serra de Fafe,Água mineral sem gás,"Embalagem de 6x0,33 l",0.99,0.5,1980,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C03BC8FBA59E4596B8A5BE3C16BF5C77.jpg,,,,,13,3,,,
12168,5604575110024,750.0,Cabriz,Vinho tinto doc dão,Garrafa de 0.75 l,3.99,5.32,750,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3374E31A2BF8230054ADB4C2C4F8376.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B79B99AC1459B8F6165E16A7A5B65E9E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B79B99AC1459B8F6165E16A7A5B65E9E.jpg,,1000 Artigos,13,3,,,
12213,5608527000593,750.0,Dom Campos,Vinho Tinto Regional Península de Setúbal,Garrafa de 0.75 l,2.99,3.99,750,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1A255C817780D1D2A5433549CCF19D64.jpg,,,,1000 Artigos,13,3,,,
12230,7613034192264,250.0,Cerelac,Papa infantil para preparar com leite +6 meses,Embalagem de 250g,1.84,7.36,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9FAA017CC3BC08A98F0EF54D61B67C5D.jpg,,,,,13,3,,,
12237,7613034725936,390.0,Nesquik,Achocolatado em pó extra chocolate,Embalagem de 390g,4.39,11.26,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BB833C246FA0F7BBDDFD7107AA28A5C9.jpg,,,,,13,3,,,
12253,7622210293602,170.0,Triunfo,Bolachas de manteiga,Embalagem de 170g,1.49,8.76,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5388E83127296877F23028D98C2523F1.jpg,,,,,13,3,,,
12325,8410000827446,440.0,Oreo,Bolachas oreo,Embalagem de 440g,2.99,6.8,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7FB878BD0E0E056A811C587B8C6317B3.jpg,,,,,13,3,,,
12348,8435257040745,640.0,Nestlé,"Iogurte líquido yoggi frutos tropicais,  4 x 160 g",,1.99,3.11,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F06F94EC2019E76EF04B92D91F880D65.jpg,,,,,13,3,,,
12391,8410436183338,75.0,Gliss,Elixir oil,Embalagem de 75 ml,5.99,79.87,75,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/099A071CBB18C995CB02ADE470EFFCD5.jpg,,,,,13,3,,,
