identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,avantages_dateFin,avantages_categorie,images_0,images_1,images_2,images_3,pictogrammes_libelleCategorie,nro_paginas,page,pictogrammes_0,images_4,images_5
36655,8410436343404,500.0,Sonasol,Spray casa de banho brilhante,Embalagem de 500 ml,1.99,3.98,500,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DE1ABE94258D954A0B137F0F858C6881.jpg,,,,1000 Artigos,13,8,,,
36657,5601217132673,500.0,Cillitbang,Spray lixívia e higiene,Garrafa de 500 ml,2.49,4.98,500,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B883369E3F8FD2106485DC8F041B61F8.jpg,,,,1000 Artigos,13,8,,,
36658,5601217132680,500.0,Cillitbang,"Spray tira gorduras, garrafa de 500 ml",,2.49,4.98,500,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7660AADAF7761EC831B6178C67240B97.jpg,,,,1000 Artigos,13,8,,,
36704,5604260300655,385.0,PorSi,Atum posta ao natural,Lata de 385 g,2.74,7.12,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/98B8D8AF95627C26A14A019E67211289.jpg,,,,1000 Artigos,13,8,,,
36728,5604260294343,1000.0,PorSi,Arroz carolino,Embalagem de 1 kg,1.25,1.25,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/10350363E0DE37B1698299EA7835EFEE.jpg,,,,1000 Artigos,13,8,,,
36752,3574661487694,,Carefree,Pensos diários maxi,Embalagem com 64 unidades,3.74,3.74,0,,€/Unidade,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/761AFEC0159C1EB52FB3A5797B87B380.jpg,,,,,13,8,,,
36774,5604260300686,640.0,PorSi,"Iogurte liquido stracciatella,  4 x 160 g",,1.28,2.0,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA76E60A3E29F3063FEC78B659667DD6.jpg,,,,1000 Artigos,13,8,,,
36909,5604260326051,,PorSi,Fraldas agility T5 de 13 a 18 kg,44 unidades,6.69,6.69,0,,€/Unidade,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35F5347888749D5FF884CE0B00621B68.jpg,,,,1000 Artigos,13,8,,,
36910,5604260326068,,PorSi,Fraldas agility T6 para + de 17 kg,30 unidades,5.69,5.69,0,,€/Unidade,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C8AE5AF97E01CC5E961749F64F41AB9A.jpg,,,,1000 Artigos,13,8,,,
36974,5601164204232,1980.0,Super Bock,Cerveja 0.0%,Pack de 6 x 0.33 l,4.49,2.27,1980,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3F5F6B7C884E8CF9684381A610A8163D.jpg,,,,,13,8,,,
37045,5601217132659,500.0,Cillitbang,"Spray bolor e sujidade, garrafa de 500 ml",,2.49,4.98,500,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A51671BCEA4544BF377B06769DE1169.jpg,,,,1000 Artigos,13,8,,,
37046,5601217132666,500.0,Cillitbang,"Spray calcário e sujidade, garrafa de 500 ml",,2.49,4.98,500,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/986A2CBBC3226B9670AD657A52B7E90F.jpg,,,,1000 Artigos,13,8,,,
37371,5604260291304,1980.0,Kings Bräu,Sidra,Pack 6 x 0.33 l,3.99,2.02,1980,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0ADC2638A264D15D2017BFF43E43309.jpg,,,,,13,8,,,
37483,5601146310104,330.0,Sagres,Cerveja 0.0%,Lata 0.33 l,0.74,2.24,330,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B4FA0640F7E609BC0B12D6409EC40733.jpg,,,,,13,8,,,
37520,0000087120158,330.0,Heineken,Cerveja com Álcool,Lata de 0.33 l,0.99,3.0,330,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EA807AACE7EE009E79D2C81966D3F565.jpg,,,,,13,8,,,
37551,5601050035889,600.0,Danone,"Iogurte liquido de noz,  6 x 100 g",,2.99,4.98,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A29E8F593078306CBB29AE1BAF1D768E.jpg,,,,,13,8,,,
37620,8410650818719,1500.0,Ultima,Ração seca gato frango,Embalagem de 1.5 kg,9.96,6.64,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2604529C5F331462C6BCDF8185EBD576.jpg,,,,1000 Artigos,13,8,,,
37761,5604260273638,1000.0,PorSi,Lasanha à bolonhesa,Embalagem de 1 kg,4.99,4.99,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3D7D37CD2C2C955E887051D2A74CEAFC.jpg,,,,1000 Artigos,13,8,,,
37800,5391522472792,800.0,Aptamil,Leite regular 2,Embalagem de 800 g,14.29,17.86,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CBB07F340976D1C196E3F0F74393AD23.jpg,,,,,13,8,,,
37801,5391522472815,800.0,Aptamil,Leite regular 3,Embalagem de 800 g,14.29,17.86,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/203ED6AB08185E9CB3D7D4C74CEFB4C0.jpg,,,,,13,8,,,
37802,5391522472839,750.0,Aptamil,Leite regular 4,Embalagem de 750 g,10.95,14.6,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/70B10720F87CEB62B9CD52F2831D107B.jpg,,,,,13,8,,,
37948,5601217132697,500.0,Cillitbang,Spray limpeza casa de banho,Embalagem de 500 ml,2.49,4.98,500,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62E5A8E0A6D5CF81B7A29AA6D1070117.jpg,,,,1000 Artigos,13,8,,,
37989,8410063071206,1000.0,Pescanova,Tiras do mar,Embalagem de 1 kg,7.49,7.49,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/97461D5C2795A31BF48BD88908FC2105.jpg,,,,Tipo de stockagem,13,8,,,
37990,8410063036175,1000.0,Pescanova,Caprichos do mar sem glúten,Embalagem de 1 kg,6.39,6.39,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C821049F2FB4EBE63582B0B82BB259C5.jpg,,,,Tipo de stockagem,13,8,,,
37992,5601027943551,650.0,Bimbo,"Pão de forma sem côdea 10 cereais, embalagem 650 g",,2.29,3.52,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E65A0CCDAE1A5FCAC2C1D9A9BA0AFBC6.jpg,,,,,13,8,,,
38049,8001841361079,340.0,Fairy,Detergente liquido para loiça limão,Embalagem de 340 ml,1.59,4.68,340,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BED1AA3039C8B605B08FD8155BD78E2E.jpg,,,,,13,8,,,
38100,5411188121978,750.0,Alpro,Bebida Soja Chocolate,Embalagem de 3 x 250 ml,2.19,2.92,750,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/531C9AE9DF8EE88CA3F9472E24421682.jpg,,,,,13,8,,,
38148,5603722519123,1000.0,Milhafre,Leite de Pastagem Biológico Meio Gordo,1 litro,1.17,1.17,1000,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2257B1DDB3999CD244A662F9C30070FE.jpg,,,,Produtos Bio,13,8,,,
38291,8410436343527,1100.0,Sonasol,Lava Tudo Desinfetante,"embalagem 1,1L",2.79,2.54,1100,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EA4FBAD0F8BEA121132D7964AF9FEF9E.jpg,,,,1000 Artigos,13,8,,,
38308,8410436341011,150.0,Sonasol,Bloco WC Poder Activo Eucalipto,Embalagem 3 x 50 g,4.39,29.27,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/00E2858ABBC78C4D6083377A393C963E.jpg,,,,1000 Artigos,13,8,,,
38312,8410104702663,250.0,Finish,Limpa máquinas de loiça limão,Embalagem com 250 ml,3.99,15.96,250,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D00E5B8A4B2948FDB414A41D501B929.jpg,,,,,13,8,,,
38313,8410104489090,800.0,Finish,Abrilhantador máquinas de loiça,800 ml,7.99,9.99,800,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8B79CB925236D2DED71F7EF88F673037.jpg,,,,,13,8,,,
38464,5600499502037,40.0,Prozis,Zero bar - baixo teor de açúcares manteiga de amendoim,Embalagem de 40g,1.24,31.0,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/04233CB8C7554EBB416EF89ACADAA3F7.jpg,,,,,13,8,,,
38555,5601019012807,500.0,Guloso,Polpa de Tomate com Manjericão e Oregãos,Embalagem de 500g,1.49,2.98,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/91BED76549C4236F11A5CB6F37BF70E1.jpg,,,,,13,8,,,
38557,5601027004764,315.0,Manhãzitos,Manhãzitos® planetus 9x2 un.,Embalagem de 315g,2.89,9.17,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9668562796F86C61BB4FA95BDBF9C111.jpg,,,,,13,8,,,
38910,5601557052549,100.0,Salutem,Bolacha galete integral arroz+laranja sal9x100,Embalagem de 100g,2.39,23.9,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3F488A24826F671B31751ED2D6A6C66D.jpg,,,,,13,8,,,
38934,5601164863217,500.0,Somersby,Sidra de maçã,Lata de 500 ml,1.29,2.58,500,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/64CF85A6EEB2D34A86BD341A630D0BDD.jpg,,,,,13,8,,,
39183,5601557047590,130.0,Salutem,"Galete crocante de arroz integral e milho, 130g",,1.09,8.38,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD21CB4764741F8DD849FEAD6651E87C.jpg,,,,,13,8,,,
39192,5601557049228,130.0,Salutem,"Galete arroz finissima, 130g",,1.09,8.38,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/399AF2CE40AA76D20CC1406872A89B83.jpg,,,,,13,8,,,
39194,5601557049242,130.0,Salutem,"Galete arroz finissima sem sal, 130g",,1.09,8.38,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C4DD86E8C261014C970D8539B10BE98F.jpg,,,,,13,8,,,
39207,5601557052556,100.0,Salutem,Bolacha galete integral arroz+mirtilo sal9x100,Embalagem de 100g,2.39,23.9,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4757608E788D3AE28D24D9551ED21817.jpg,,,,,13,8,,,
39305,5601195640122,1000.0,Pedras Salgadas,Pedras maracujá,Pack 4 x 25 cl,2.19,2.19,1000,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4C945380FED2FA4017377501F2ADC0B7.jpg,,,,,13,8,,,
39510,5604321029136,400.0,Cemporcento,Flocos de aveia finos integrais bio,Embalagem de 400g,1.09,2.73,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/63D57F7F7D6A78F2C1CD8709AE15341F.jpg,,,,Produtos Bio,13,8,,,
39677,5604321031627,400.0,Cemporcento,Flocos de aveia finos sem glúten,Embalagem de 400g,1.39,3.48,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8F4E568D5980EDD93B44D2F83CE06DC8.jpg,,,,,13,8,,,
39703,5604321032648,400.0,Cemporcento,Flocos de aveia grossos sem glúten,Embalagem de 400g,1.39,3.48,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CB1CF250AA5617E5F765E8DDB223078C.jpg,,,,,13,8,,,
39864,5604321029167,1000.0,Cemporcento,Flocos de aveia finos integrais,Embalagem de 1 kg,1.79,1.79,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BB4E751A6DCEB5B13C3FF43899FC70EC.jpg,,,,,13,8,,,
40048,5604321027439,500.0,Cemporcento,Flocos de aveia suaves integrais,Embalagem de 500g,1.19,2.38,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B0B7FBD0039F9CB93A82D4D0D2A27B9.jpg,,,,,13,8,,,
40514,5604260302321,2000.0,PorSi,Ice tea de pêssego,Garrafa de 2 l,1.15,0.58,2000,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E5DA89712F5F3C16614DBB8402F10B1A.jpg,,,,,13,8,,,
40558,5604260301164,220.0,PorSi,"Queijinho morango com drageias,  2 x 110 g",,1.69,7.68,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/939055EF9B8FE9ECC8E1BC97C5579929.jpg,,,,1000 Artigos,13,8,,,
40593,5603722519406,480.0,Mimosa,"Iogurte fruta batida morango,  480g",,1.69,3.52,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0A57F6445B7C1C182B7075A26403537D.jpg,,,,,13,8,,,
40594,5603722519468,480.0,Mimosa,"Iogurte fruta batida banana e morango, 480g",,1.69,3.52,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/83F30AB91BC8058647F32CB83B2AAD16.jpg,,,,,13,8,,,
40595,5603722519444,480.0,Mimosa,"Iogurte fruta batida pera, 480g",,1.69,3.52,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/481E71F4D7E7516D4A0B60F3DA82257A.jpg,,,,,13,8,,,
40604,5604260302314,2000.0,PorSi,Ice tea de manga,Embalagem de 2 l,1.15,0.58,2000,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FC5C14EBAD7F164332C97C731B56FC26.jpg,,,,,13,8,,,
40670,5000116125449,1440.0,Capitão Iglo,18 hamburguers s/ glúten vaca,Pack familiar com 1.4 kg,14.99,10.41,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1205D6FFB1292702E12CA65D9CB59DB1.jpg,,,,1000 Artigos,13,8,,,
40672,5609060095992,100.0,Delta,Café solúvel intenso,Embalagem de 100g,2.99,29.9,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7A1F952E00FD0E204E53DBCD3FAC4315.jpg,,,,,13,8,,,
40673,5609060095695,80.0,Delta,Café solúvel creme,Embalagem de 80 g,2.99,37.38,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E86B51132FFE0A62D8E5E423B75B1EF3.jpg,,,,,13,8,,,
40749,5604260304158,1000.0,PorSi,Detergente liquido loiça clássico,Garrafa de 1 litro,0.89,0.89,1000,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AF2F1189F25F58E20EE8C7BA2141119A.jpg,,,,1000 Artigos,13,8,,,
40750,5604260304165,1000.0,PorSi,Detergente liquido loiça limão,Garrafa de 1 litro,0.89,0.89,1000,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/133A79C299237D7021118245D0D00D2E.jpg,,,,1000 Artigos,13,8,,,
40762,2708171000000,500.0,PorSi,Peito peito de peru Programa Origens,Vendido ao peso,4.5,8.99,0,,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0A62C4A780EB4CF2F225FCE0EFDC4EA0.jpg,,,,,13,8,,,
40764,2702160000000,500.0,PorSi,Bife da perna de peru Programa Origens,Vendido ao peso,3.19,6.38,0,,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/63F23D09B7BF2629EA121A51AF281B40.jpg,,,,,13,8,,,
40769,5604260301942,300.0,PorSi,Comida húmida para cão,Embalagem de 300 g,0.75,2.5,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D90B7AD78A8FE4F93D83927A0C609BE3.jpg,,,,1000 Artigos,13,8,,,
40836,6942138917796,,Bestway,Bomba de mão de insuflar,,4.99,4.99,0,,€/Unidade,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7B0E9841A51BC729AC1F6609F56529F9.jpg,,,,,13,8,,,
40901,5601217132703,500.0,Cillitbang,Limpa Vidros Tripla Ação,500 ml,2.49,4.98,500,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3408AB6B296A082241C46C8195094AAA.jpg,,,,1000 Artigos,13,8,,,
40916,3083681107944,400.0,Bonduelle,Salteado da horta,Embalagem de 400g,2.39,5.98,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/217641033CE1C7F42340510B026D51D0.jpg,,,,Tipo de stockagem,13,8,,,
40963,3083681108323,400.0,Bonduelle,Salteado rústico,Embalagem de 400g,2.39,5.98,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/737B989EBA479F410BB7A261C89F38EF.jpg,,,,Tipo de stockagem,13,8,,,
40969,5601151972557,1000.0,Frize,Água com gás sabor a maracujá,"Pack 4x 0,25l",1.99,1.99,1000,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9EDA238AFCB0C6D994D4CB4972B7E3C2.jpg,,,,1000 Artigos,13,8,,,
41069,8410650171425,1500.0,Ultima,Ração seca gato esterilizado com salmão,Embalagem de 1.5 kg,9.96,6.64,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2B9A6251EDBCD84AB63C9F8D62ABB689.jpg,,,,1000 Artigos,13,8,,,
41162,5029053573977,,Scottex,Rolo de cozinha ultra forte,2 rolos,2.99,2.99,0,,€/Unidade,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/53D77CA0276D765B18E1AEBF7713A968.jpg,,,,,13,8,,,
41226,5601050036572,440.0,Danone,"Oikos morango, 4 x 110g",,1.99,4.52,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8E4736FC7A27F857CF545D0499041B59.jpg,,,,1000 Artigos,13,8,,,
41265,5411188122074,750.0,Alpro,Bebida Soja Chocolate Light,Embalagem de 3x250ml,2.49,3.32,750,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/24A030ACCC569B6A2D4040A5E6B6BA79.jpg,,,,,13,8,,,
41297,5601050036534,440.0,Danone,"Iogurte oikos pêssego,  4 x 110g",,1.99,4.52,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/86E0EE086DC0214DA576A0DB5E10BF28.jpg,,,,1000 Artigos,13,8,,,
41299,5601050036565,440.0,Danone,"Iogurte oikos maracujá,  4 x 110g",,1.99,4.52,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FCB02F5884DDCB459FDF089F080D1348.jpg,,,,1000 Artigos,13,8,,,
41300,5601050036596,440.0,Danone,"Iogurte oikos manga papaya,  4 x 110g",,1.99,4.52,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4F24CAC986AAB23C01B60B98974724E0.jpg,,,,1000 Artigos,13,8,,,
41301,5601050036589,440.0,Danone,"Iogurte oikos amora,  4x 110 g",,1.99,4.52,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E2A6369DE158404105D3DA5F531D5261.jpg,,,,1000 Artigos,13,8,,,
41311,5601019012876,390.0,Guloso,Tomate em Pedaços com Cebola e Alho,Embalagem de 390g,1.79,4.59,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DA7DA36A1DB3F59161A395B0EC5223E9.jpg,,,,,13,8,,,
41328,7613038918822,190.0,Nestlé,"As minhas primeiras receitas - refeição batata, abóbora e peru",Embalagem de 190g,1.74,9.16,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6EF16375837E657370EFF6A1DAF1C185.jpg,,,,,13,8,,,
41330,7613038917634,190.0,Nestlé,As minhas primeiras receitas - refeição legumes com vitela,Embalagem de 190g,1.74,9.16,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D9D7FDC35F5B4D86668DB7DF23AB544.jpg,,,,,13,8,,,
41384,5601050036602,440.0,Danone,"Iogurte grego oikos stracciatella,  4 x 110 g",,1.99,4.52,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0A6F59B7D5832D67ED1CDB718D78849.jpg,,,,1000 Artigos,13,8,,,
41388,5604260304356,2000.0,PorSi Select,Ração seca para gato pro esterilizado,Embalagem de 2 kg,5.99,3.0,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/414693767CE18170FD5779989FBAB53F.jpg,,,,1000 Artigos,13,8,,,
41389,5604260304134,750.0,Selecção de Enófilos,Vinho branco região do Alentejo,Garrafa de 0.75 l,1.79,2.39,750,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA433FB6691A8705F138E4C502DEC1A3.jpg,,,,,13,8,,,
41400,5601217134240,3800.0,Woolite,Detergente líquido máquina de lavar roupa cores escuras,56 doses,9.99,2.63,3800,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/993E01BDCB8CD2FCD8220CF222551F57.jpg,,,,1000 Artigos,13,8,,,
41447,5601082047812,,Delta Q,Café mythiq,Embalagem com 40 cápsulas,14.99,14.99,0,,€/Unidade,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8B9EC0DC169048AF93D5FDC86ECCEBB0.jpg,,,,1000 Artigos,13,8,,,
