identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page
26925,7613036912488,200.0,After Eight,Chocolate Laranja,Embalagem de 200 g,3.99,19.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B3B97C4360341C28A16A879C96DC1BA0.jpg,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,2,1
27104,8005125670680,,Clementoni,Sobe ou Desce?,1 un.,19.99,19.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/351FDF3ED2773398BE26E129A96B35B6.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,9.995,2,1
27498,5604575004712,1500.0,Cabriz,Vinho DOC Dão Tinto,"Caixa: 2x0,75L",8.79,5.86,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/04AF4D8A718C9489D58B6F0127EEBB79.jpg,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,2,1
2852,0074299018060,,Hot Wheels,Pack 5 veículos sortidos,1 embalagem,9.99,9.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E66A785086F405D44E86ECEC556B312F.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,4.995,2,1
31114,5010327000176,700.0,Glenfiddic,"Whisky malte 12 anos, garrafa de 700 ml",,44.99,64.27,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/113CEFACBC1A2730D18291A8140EA954.jpg,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,2,1
32656,5413202993219,200.0,Belgian,Bombons de Chocolate Praliné,Embalagem de 200G,6.99,34.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7093293511E2D10ABBDAD8B5113E5958.jpg,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,2,1
32854,5601849341573,,Concentra,"Jogo ""Quem Sou Eu?""",1 unidade,20.99,20.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ACE0F5BBD4195F2B9AC11ED51B241B19.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,10.495,2,1
32857,0887961684940,,Games,Agarro o Coco,,26.99,26.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A0DAA52413AA247AA99E6C1CF3F5687.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,13.495,2,1
32861,5010993514229,,Hasbro,Trivial Familia,,39.99,39.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1CCCBA09603C999334DC8CFBAA365073.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,19.995,2,1
33019,5601275013396,600.0,After Eight,Chocolate Menta,Embalagem de 3x200 g,7.98,13.3,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4D3256BF87AAEACC74E2196D229808A1.jpg,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,2,1
33417,7613036607681,240.0,Cerelac,"Seleção da natureza aveia, maçã e cenoura +6 meses",Embalagem de 240g,2.99,12.46,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A44EB4797E6113C3E0EEBA3D69E28D1E.jpg,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,,,,,,,2,1
34283,5000267024202,700.0,Johnnie Walker,Whisky 12 anos black label,Garrafa de 700 ml,29.99,42.84,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E6E0EB2FDA4C05B71771A2F91EC61780.jpg,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,2,1
35045,3574660239911,,O.B.,Tampão proteção de confiança,1 Embalagem c/32 unidades,4.1,4.1,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/639015E1E22252AB0BE571DCA224DBD8.jpg,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,,,,,,,2,1
36849,8593893765870,158.0,Nestlé,Bombons de Chocolate Plaisir Ginja,Embalagem de 158 g,4.99,31.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D463D7CF8DC97A5A76E9EE538B74879.jpg,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,2,1
36868,5060116321906,700.0,Label 5,Whisky gold heritage,"Garrafa de 0,70 l",19.99,28.56,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6542880F05DDDFB316C9B1A6354533A8.jpg,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,2,1
37587,5608527000432,1500.0,Dona Ermelinda,Vinho Tinto Palmela,Garrafa de 1.5 l,7.69,5.13,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/628093ADB20A8A761F6E98C8281D74C8.jpg,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,2,1
40380,8005125216086,,Clementoni,Puzzle Spiderman,2 x 60 peças,6.99,6.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9325FB1577941D9CAFA433753544BB75.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,3.495,2,1
41166,5600261547792,,Olivo,Saco de boxe anti-stress,1 unidade,10.99,10.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/767D9F0ED716C4155E6DF9914077C149.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,5.495,2,1
41853,5601077221272,750.0,Velhotes,Vinho do Porto LBV 2016," garrafa de 0,75 l",10.99,14.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9BC842874C6AE5F28AA397AB12AFE2C7.jpg,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,2,1
42035,3574660240009,,O.B.,Tampão Procomfort Normal,Embalagem com 16 unidades,2.24,2.24,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5945581B13D99B5A60F13813A72F8482.jpg,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,,,,,,,2,1
42281,5601849014064,,Vtech Baby,Ursinho doces sonhos com luz e som,1 unidade,20.99,20.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3134382A66527C5899621185D989C96A.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,10.495,2,1
42307,5601849018468,,Panda,Microfone pequeno,1 unidade,15.99,15.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BA868B3CB69E98276B2EF47EB6E6BFFF.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,7.995,2,1
42482,5600314040072,1500.0,Rocim,Vinho Tinto Região do Alentejo,2 x 0.75 l,16.99,11.33,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4287807A48E74C318EEB9F5061BA80AC.jpg,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,2,2
45532,5601849014057,,Vtech Baby,Cachorrinho musical,1 unidade,15.99,15.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2B2A11190F44C3DBA123C85AE459D999.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,7.995,2,2
45534,5601849017324,,Vtech Baby,Teclado musical,1 unidade,20.99,20.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BE2901CF088430ACDBE93EDFB7CF4DB4.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,10.495,2,2
45801,8693830035544,,4Kidoh,Pack Super Burger,1 unidade,4.99,4.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E5A6BC2801A647927EA60B12304D3CD.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,2.495,2,2
45802,8693830035551,,4Kidoh,Pack Pizza Fantástica,1 unidade,4.99,4.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/850D8C38DD287353BF7E825200FD14BB.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,2.495,2,2
45805,8693830035582,,4Kidoh,Pack A Quinta,1 unidade,4.99,4.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/10C5C2346D32C1245334B3755EDB289F.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,2.495,2,2
46084,8005125216055,,Clementoni,Puzzle Avengers,2 x 60 peças,6.99,6.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3DBF5BDFAA0BFC49A4ADDAFF0CE3EB1.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,3.495,2,2
47154,8005125677085,,Baby Clementoni,Ted falante,1 unidade,29.99,29.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CBDF6E9FE2EF6F2DE930E9FD69CD1D03.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,14.995,2,2
47160,5601849018161,,Panda,Telefone educativo,1 unidade,15.99,15.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/947FCA87E69A8C72E26F8921EE4A63CC.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,7.995,2,2
47244,8005125673131,,Clementoni,"Jogo ""Quem sou eu?""",1 unidade,14.99,14.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/729B6A4AD8648A7B4A20C0EAEDBD8ACB.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,7.495,2,2
47320,5600309466269,,Olivo,Creative pad,1 unidade,12.99,12.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6157289749735BE552DA985385FD42D2.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,6.495,2,2
47325,5010993484096,,Mitama,Jenga,1 unidade,19.99,19.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F76BFB3EE2002E58E72137BCF89D5686.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,9.995,2,2
47376,5201429021248,,Barbie,Toucador grande,1 unidade,39.99,39.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8A752E52BE66C6049C9B9B16E7622DFF.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,19.995,2,2
47380,5201429096925,,Hot Wheels,Bancada de ferramentas,1 embalagem,39.99,39.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1AC93E0262EA8D024A8CF2F011E15484.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,19.995,2,2
47402,5010993812851,,Hasbro,Spider-man,,14.99,14.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E323CCC31BF6F821A2172E96C7EE1C9C.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,7.495,2,2
47423,5201429021019,,Barbie,Mega cozinha,1 conjunto,39.99,39.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1921F3ED92474A5912FAE8C7DEAB1E47.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,19.995,2,2
4792,5010106113127,700.0,BallantineS,"Whisky, garrafa de 700 ml",,12.19,17.41,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7BF4EA6F94A85CF9DD6ADDC4A98A4509.jpg,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,2,2
49006,5010993791835,,Play-Doh,Dentista engraçado,1 unidade,19.99,19.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3BA9D4715CC94748C88991AED690C15B.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,9.995,2,2
50112,5601849023653,,Vtech Baby,O meu primeiro tablet,1 unidade,31.99,31.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/46A16DA9F140AE7DD8B3EFA433F32FB8.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,15.995,2,2
50543,8003340098333,200.0,Lindt,Bombons Sortido,Embalagem de 200g,5.99,29.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CF5C8BFBC9F3E8EA206AF2C2963402B.jpg,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,2,2
50544,8003340096483,200.0,Lindt,Bombons Chocolate Negro 70% Cacau,Embalagem de 200g,5.99,29.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ED6C05D959F0C5A5B6FA0A271CD4FD8F.jpg,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,2,2
50677,5601849017331,,Vtech Baby,Telefone educativo,1 unidade,15.99,15.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B35FC060CD7E74071B78365650F37D17.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,7.995,2,2
50846,8005125677214,,Clementoni,50 Jogos Reunidos,1 unidade,14.99,14.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E3C34E7486B426DF8FB2A8FE57C2CE34.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,7.495,2,2
50858,5601849345458,,Concentra,"Jogo ""Mentiroso""",1 unidade,20.99,20.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/373C99172C90BCCCC9DC22707E6D98B8.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,10.495,2,2
50859,5601849026241,,Concentra,"Jogo ""Da Banho ao Cão""",1 unidade,31.99,31.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BBDEC75BCDAEB5CC6783B93C46DED2F6.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,15.995,2,2
50948,8003340098364,200.0,Lindt,Bombons Chocolate e Avelã,Embalagem de 200g,5.99,29.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EFA50468F08BA8130E3B15551A8E5C82.jpg,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,2,2
50970,5604983137415,,Saphir,Perfume Sporting,100 ml,14.95,14.95,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/26A4F2AE17F4A3CB0312568A9F1357FA.jpg,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,2,2
51221,3307419548442,,Dodo,Edredão,Dim.: 220x240cm,29.99,29.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84238C6F024E70AD1547C6C2033962A3.jpg,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,2,2
51247,5011007004446,700.0,Jameson,"Jameson original 70cl oferta 2 copos, garrafa de 700 ml",,16.79,23.99,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B439DC118548668392DE62B03277B5C1.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40B7D7A3E77CDA0DC2DE62F6411525B5.jpg,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,2,2
51796,8436561392001,,Vicam,Baby Pipi + Acessórios,,12.99,12.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/928E44CAB0D7884AE01CFF8CAD0CF421.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,6.495,2,2
52344,5601849014255,,Vtech Baby,Teddy Gatinha Comigo,,41.99,41.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/872092EE3C94DD31CA757F2BA2EB11DB.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,20.995,2,2
52481,5010994208400,,Play-Doh,Primeiras criações para o picnic,1 unidade,17.99,17.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62D4BE66DF7E9D39D2112BF18A868301.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,8.995,2,2
52669,5600801218229,,Top Brands,Carro Telecomandado Mud Rally Truck 1:16,1 unidade,19.99,19.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EADB3DEB0D1D5DFE9BF3035D50B17050.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,9.995,2,2
52670,5600801218250,,Top Brands,Carro Telecomandado Buggy 1:16,1 unidade,19.99,19.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E303EC49D8F773C8AA30DF9885DD6762.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,9.995,2,2
52678,5601849014071,,Concentra,V-Tech Baby - Livro Musical,1 unidade,25.99,25.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2DAEEE4331781C00E1F497AEF7591B14.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,12.995,2,2
52691,5601849027262,,Concentra,Peluche Panda Pinta-me,1 unidade,20.99,20.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5276EFA519BA3F35FB7A07FBDBB1A25B.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,10.495,2,2
52706,5601849281190,,Concentra,Peluche Gigante Panda 50cm,1 unidade,20.99,20.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B45B09E4005F740A1181C473A4ACE230.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,10.495,2,2
52717,5702017416304,,Lego,Perseguição na Esquadra da Polícia,1 unidade,29.99,29.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D06EB8B56B0A19147D97E5FB31E0686C.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,14.995,2,2
52727,8001011286935,,Mondo,Trotinete Unicórnio Alumínio,"60 x 10,5 x 21,5cm",26.99,26.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3666F177804F49F2DB90CE5CA1E8D441.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,13.495,2,2
52728,8001011286942,,Mondo,Trotinete Pro Wheels,60 x 10 x 21cm,26.99,26.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F1062C224C33D92DEBDE90DCF058233.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,13.495,2,2
52731,8001011287215,,Mondo,Trotinete Rainbow 3 Rodas,1 Unidade,22.99,22.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E839BB9EC2C14DB38D9435788B6A0CE2.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,11.495,2,2
52745,8005125673216,,Clementoni,Motas de Estrada - Laboratório de Mecânica,1 Unidade,14.99,14.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F9325690F7169A4E21100A64611CC7BE.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,7.495,2,2
52750,8005125673421,,Clementoni,"Nomes, Coisas e Cidades",1 Unidade,14.99,14.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4458D241A15C56DB28A45FF6AA9297F3.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,7.495,2,2
52751,8005125673438,,Clementoni,Batalha Naval,1 Unidade,14.99,14.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/99EF3338C4EF1A258FAA08BA77C461BE.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,7.495,2,2
5319,5601213170648,700.0,Antiqua,Aguardente velha vsop,Garrafa de 700 ml,17.49,24.99,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8CA94C6FB0F616A2DDE62B05E25DD87E.jpg,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,2,2
53430,4001683011525,,O.B.,"Tampões Mini ProComfort, 32 unidades",,4.1,4.1,32,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08B9FEADD83E2A72576ABFCAED252EB6.jpg,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,,,,,,,2,2
54214,5010996201423,,Play-Doh,Kit Plasticina Iniciantes Avião Explorador,,12.99,12.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/76CB9383FE4D006C7D38A79C67C0F715.jpg,,,2024-12-08T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-04T00:00:00Z,99.0,6.495,2,2
5445,5601332000406,750.0,Ramos Pinto,"Vinho do porto lágrima branco, garrafa de 750 ml",,9.99,13.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/079F5F4087D7427D8F3F13440C85C352.jpg,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,2,2
7294,3147690031505,750.0,Cruz,Vinho do Porto 10 anos,"Garrafa de 0,75L c/ Caixa de Madeira",14.99,19.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1181D8EB3D08B8C6302F46C2B8E91B32.jpg,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,2,2
8895,5601332000475,750.0,Ramos Pinto,Vinho do porto lágrima tinto,"Garrafa de 0,75L",9.99,13.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3664D0270048D0C57BE7CE267D1963D2.jpg,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,2,2
