identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,avantages_dateFin,avantages_categorie,nro_paginas,page,images_4,images_5,images_6,images_7
16105,5601146703463,7500.0,Sagres,"Cerveja com Álcool Mini, emb. 30 x 25 cl",,12.99,1.73,7500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8AED8878F83EE06034073768C464A0DF.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
52593,8720181385049,,Skip,Detergente Máquina Roupa Líquido Sensitive,100 Doses,13.99,13.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AFC8244D618B3035788FED7EABC12BA4.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
5273,5601164902343,7920.0,Super Bock,"Cerveja com Álcool, emb. 24 x 33 cl",,17.49,2.21,7920,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B20818C9DD1836C39491D27565F038C6.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
47657,5600356070006,700.0,Super Pop,"Detergente loiça tripla ação maçã, 700 ml",,2.29,3.27,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/225ACC9F82588EB810572EC1677D5B22.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
15161,5604260274246,1000.0,PorSi,Cenouras Programa Origens,Embalagem de 1 kg,0.89,0.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/558C3AC1450C10C8B2395D06441C5423.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
21292,5604260263837,250.0,PorSi,Alho Seco,Embalagem: 250 g  ,1.39,5.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CACD04AEB53BB065A4A6DA5A64A1473.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
5975,5604260273690,,PorSi,"Guardanapos brancos, 33x33cm, 2 folhas",Embalagem com 100 unidades,1.19,1.19,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/25E85DBD14E79E86CE42E3D2F47DB275.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
12997,2892527000000,300.0,Legumes,Courgette Categoria II,,0.54,1.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/323B806C0CB557ED0F5B2CB32A998FDE.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
13866,2891048000000,1000.0,Porco,Bifanas,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72DE0DA6B485199AC995C629E3E4D279.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
2309,5604260271801,2000.0,PorSi,Cola Zero 2l,,0.79,0.4,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B3B2D30749328B98E0A5409203C1AF4C.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
13813,2892489000000,250.0,Legumes,Batata Doce,1 un = 250 gr  (aprox.),0.42,1.69,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0785A3D8A1A6773EB1FB43B119AC4D9.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
19415,5601028019798,,Renova,"Rolo de cozinha design xxl, 3 rolos",,1.99,1.99,3,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9A25E60B9B6B556C2D19CB0AC3EE543B.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
15052,2892600000000,200.0,Legumes,Tomate Alongado,1 un = 200 gr (aprox.),0.32,1.59,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/38D21D4EBC59DA4208AABB9D11AF0901.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
21291,2891140000000,1000.0,Porco,Cachaço s/ Osso,Vendido ao peso a partir de 1 kg,5.29,5.29,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E3931887AC2DD400F13FFEDAE44781A.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
36522,5604260292042,,PorSi,Papel Higiénico Branco 2 Folhas 12 Rolos,,2.39,2.39,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D318BE4DBCFF35CA91905AD52A968BEC.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
44159,5604260282791,2000.0,PorSi,Laranja Programa Origens | categoria II,embalagem de 2 kg,1.99,1.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A5F43CE8523CB5F096F6D4FFFFA358EE.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
12889,2892175000000,150.0,Fruta,Kiwi categoria II,1 un = 150 gr (aprox.),0.45,2.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/39D74C337E358C98856B0EB2FC79D7A8.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
13892,2891041000000,1000.0,Porco,Costeletas do Lombo,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/589E4AFE71E19AF7FEB32FB0C0E176FF.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
14882,2891118000000,1600.0,Frango,Frango Inteiro Grande,1 un = 1.6 kg (aprox.),3.98,2.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3581EC31F0B1F288A68020FE172EC513.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
15010,2892545000000,1000.0,Programa Origens,Couve Flor,1 un = 1 kg (aprox.),1.99,1.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93AF9BD404AC9C131A6A0C88150C31D1.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
3564,2894493000000,150.0,PorSi,Fiambre da Perna Extra,1 un = 150 gr (aprox.),1.5,9.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A9EBA756C9FD3C422D551E66AF89E1C9.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
1819,5604260031634,150.0,PorSi,Bolacha Starchip Originais 150g,,1.09,7.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CABC3D20B1CC9C514379C2FAC0BED85E.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
20939,5602125000344,300.0,Legumes,Cogumelo Portobello Pequeno,embalagem de 300 g,1.69,5.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/498EFA86C0C334205FFF2827730CD254.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
49380,5604260323586,150.0,PorSi,Tiras de Bacon 2x75g,,1.39,9.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C81C7CF2D06D55EFA730F249BB879140.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
10849,2895261000000,250.0,Dom Pedro,Queijo meio gordo,Vendido ao peso a partir de 250 gr,2.5,9.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2E32C351CB5E4755DE882B4BFEA56EE3.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
11959,5603722504945,200.0,Mimosa,"Nata para culinária ligeira, embalagem de 200 ml",,0.85,4.25,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/34074ECCE8C9D0028618D923D64DF04D.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
12887,2892089000000,500.0,Fruta,Manga Barco,1 un = 500 gr (aprox.),1.2,2.39,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7DE73DFAB226CDE947BB89C61333D3FE.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
13893,2891043000000,1000.0,Porco,Entrecosto,Vendido ao peso a partir de 1 kg,4.99,4.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA05EE99D302D59771FCC108473E0700.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
1611,5601736901293,250.0,Mar Ibérica,"Cubos de Tamboril, emb. 250 gr",Embalagem de 250 g,3.39,13.56,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B7F6A60B0D063C4286B9079B713072D6.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
251,2696001000000,400.0,Padaria,Baguete,400 g,0.79,1.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/42C2E126B9E5B84C243F0668DEC3869F.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
43878,2773120000000,400.0,PorSi,"Strogonoff de Frango, embalagem de 400g (aprox.)",,3.36,8.39,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0564C72162089A88CD1254AA02E059D.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
51896,8719200253377,400.0,Planta,"Creme vegetal para barrar original, 400g",,2.96,7.4,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0265DFAAA6CC23B5D28B5523E860ECEF.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
1010,5601038300091,240.0,Knorr,"Caldo de Galinha Cubos, emb. 240 gr (24 un)",,2.49,10.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E25834255892D5C9C1047A286FE9847.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
1188,5601119007970,200.0,Nobre,"Salsichas Frankfurt Originais Lata 8 un, emb. 200 gr",,1.39,6.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F480FC52D56464F3C1B867155F4A37B9.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
12892,2892508000000,400.0,Legumes,Beringela,1 un=400 gr (aprox.),1.2,2.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5B7B3A896213DE67893050A67A6D9D9B.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
13048,2893561000000,250.0,Marisco,Ameijoa Branca Vietnamita Congelada,Vendido a partir de 250 gr  (aprox.),0.5,1.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EB1BC296FF41180E6F3E1626AD4F78AA.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
1322,5601163011114,5400.0,Luso,"Água sem gás, garrafa de 5,4 l",,1.49,0.28,5400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA9320932FF184911C32006B7463EC74.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
13947,2891125000000,150.0,Peru,Espetadas de Peru,1 un = 150 gr (aprox.),1.02,6.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7051DD49B64096A6B46E7815DD618A85.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
14372,8712100599392,550.0,Calvé,"Ketchup Top Down sem Glúten, emb. 550 gr",,2.59,4.71,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D3218F33B22BC3205033BC41E176600.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
1475,5601286273789,500.0,Milaneza,"Massa fusilli tricolor, embalagem de 500g",,1.26,2.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/89BD68C65931C04722FA40DDD3898CB2.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
1918,5604260049301,1000.0,PorSi,Farinha de Trigo Super Fina - com Fermento 1 kg,,0.69,0.69,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/80ABBEF0426497F51EF4205BE318E7E4.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
1919,5604260049318,1000.0,PorSi,Farinha de Trigo Fina - com Fermento 1 kg,,0.69,0.69,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B081D6C7E8819267DC975A9B41881B49.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
22953,8411660670236,750.0,Sanytol,Desinfetante Multiusos,Embalagem de 750 ml,2.49,3.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1EEAA97664C33C6BEBEA4FA4B7290F03.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
40558,5604260301164,220.0,PorSi,Suisse Croc Morango 2x110g,,1.49,6.77,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA181D6FCE0CA0A44C9A0F2F8A8253EE.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
41715,5604260306381,500.0,PorSi,Iogurte Tipo Grego Caramelo Salgado 4x125g,,1.65,3.3,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06B0DF990840E5BE19798110DA62E89E.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
45212,5604260313440,,PorSi,Toalhitas Bebé Recarga Basic X72,Embalagem de 72 unidades,0.95,0.95,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A8840C4D3591A0FCF0D30701819AA3F.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
54828,5601164906273,7000.0,Super Bock,"Cerveja, 35 x 20 cl",,14.49,2.07,7000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3EEAE55F901F69F71712A095227D1F3E.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
5925,5604260256891,2000.0,PorSi,Lava Tudo Perfumado Floral,,0.99,0.5,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F01E0A9A550FA76DA5066F589EA8BBFA.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
5966,5604260272792,5000.0,PorSi,Lixívia Perfumada 5l,,1.99,0.4,5000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2B3492AFD036B535D5871D4B50DFD280.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
11925,5603089002221,200.0,Parmalat,"Nata uht para culinária, embalagem de 200 ml",,0.99,4.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D33922CAD380AFD4F287905CBB6BE3F.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
13126,2893105000000,600.0,Peixaria,Dourada de Viveiro,de 600 a 800g,5.09,8.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E8A33BF89ACC347EAD33BE9A6FF5B5C.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
1323,5601163020512,9000.0,Luso,"Água sem gás, pack 6 x 1.5 l",,3.59,0.4,9000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/001A786D3A6068914B18C4EF27206C2E.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
19162,5604260276806,500.0,PorSi,Iogurte Tipo Grego Natural Açucarado 4x125g,,1.65,3.3,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49BC1F6A4C2D86DE972031A4D090566C.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
25597,5601151979303,1200.0,Bongo,"Néctar 8 Frutos, emb. 6 x 20 cl",,2.29,1.91,1200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/58E322AC82399BF9CBCFBEBC2BD370F4.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
26047,8412600070994,650.0,Bimbo,Pão de forma s/ côdea,Embalagem de 650 g,2.14,3.29,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5D9620F17746A1D49642D0DCBD72A2D3.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
29899,2696008000000,,Padaria,Bola Rústica,85 g,0.24,0.24,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06C705452DA793A390CC49C0690F6BDD.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
32551,5608527002764,750.0,Casa Ermelinda Freitas,"Vinho Vinha da Fonte Setúbal Tinto, garrafa 75 cl",Garrafa de 0.75 l,2.99,3.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06E0D835BF6FF987E9BF7993FA3DFA28.jpg,,,,2026-02-18T23:59:59Z,PROSPECTUS,17,1,,,,
35138,5603722517655,960.0,Mimosa,"Iogurte sólido aroma morango, ananás e banana, 8 x 120 g",,1.89,1.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7070B93AC2DB23DCF61734D801E40E6D.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
49084,5604260323562,300.0,PorSi,Rissóis de Carne 300g,,1.14,3.8,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C730A8C18F6C7422A8CA4892DCCC8D59.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
51782,5604260327669,1000.0,PorSi,Iogurte Líquido Piña Colada 1kg/ 944ml,,1.65,1.65,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72DCBF92FB9FC3FE1A0ADB9C5783A0CE.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
543,3228881083241,30.0,Lipton,"20 saquetas chá digestão fácil, embalagem de 30g",,2.35,78.33,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62C3C7BA99F1F998410EDAE6BAC40CDF.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
8933,5601377339080,750.0,Monsaraz,"Vinho doc alentejo tinto, garrafa de 0,75 l",,3.49,4.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/91D66AE5F752617A4B7436C49147FA1C.jpg,,,,2026-02-18T23:59:59Z,PROSPECTUS,17,1,,,,
1114,5601066300780,500.0,Nacional,"Massa de maçarrão riscado, embalagem de 500g",,0.85,1.7,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E823110DFCFAB922E5CE2EEC9376131.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
11524,5601051420028,250.0,Primor,Manteiga sem sal,Embalagem de 250g,2.19,8.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0C41B270FBA7B622E759FBA7E3B6B1CD.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
13529,2893521000000,1000.0,Peixaria,Pescada do Chile Congelada Nº3,1 un= 1 kg (aprox.),8.99,8.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40D57D35BBDBDF72027C959F41A6E90C.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
13561,2893555000000,400.0,Peixaria,Red Fish Congelado,,1.6,3.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B51C5A0022242B4A2691EFB27EE24DC.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
13844,2891011000000,800.0,Novilho,Carne p/ Assar,Vendido ao peso a partir de 800 g,10.39,12.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/142925C351A68598D5F08763C55C20FE.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
13884,2891106000000,2000.0,PorSi Select,Frango do Campo Inteiro c/ Miúdos Programa Origens,Vendido ao peso,8.98,4.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4004CE88E12A24D0AD85684C27210FBB.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
13915,2891249000000,2000.0,Peru,Perna com Osso,Vendido ao peso,8.98,4.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EA6C55F440DB29FDE55EB019973B1FE5.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
15507,5601050031621,480.0,Danone,"Iogurte activia cremoso coco,  4 x 120 g",,1.99,4.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C7C13400244FC9F141DCEBAD00E0F9D5.jpg,,,,2026-02-04T23:59:59Z,PROSPECTUS,17,1,,,,
