identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,images_6,images_7,images_8,avantages_dateFin,avantages_categorie,nro_paginas,page
11464,5601018003400,1000.0,Matinal,"Leite seleccionado meio gordo, de 1l",,0.95,0.95,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F34056BF2D07C9D39E218B31081D1FC.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
11967,5601049612336,250.0,Mimosa,"Manteiga com sal, embalagem de 250g",,2.09,8.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2C2D066D904F137421CA4F472DC07738.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B59AE74FD0DBE6C3112F001AFF69E867.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BB9196C3025886DBB6F20EDD70A1CA7A.jpg,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
14172,5601226006460,1500.0,Ucal,"Leite Achocolatado Original, emb. 6 x 250 ml",,4.79,3.19,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DBA6B505928AF15261880350BAEA1A97.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
57358,5601082058023,,Delta Q,"Cápsulas de Café Uniq Int 16, 40 Cápsula",,14.89,14.89,40,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/45C5CD4FCFE174CB6D92D2B20A00DB77.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
978,5601024134136,750.0,Oliveira da Serra,Azeite,Embalagem de 750 ml,3.69,4.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CC9A85673AA0BF0B09481F106398AA6.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
23605,5601024335182,1000.0,Fula,"Óleo Alimentar Especial Fritura, emb. 1 lt",Garrafa de 1 l,1.85,1.85,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/69E445CB49A81927EAD36F899A4FF4A1.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
17827,5603344531022,110.0,General,Atum posta em óleo,Embalagem de 110g,0.89,8.09,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6CF8780AD6CFF5E4D2703538338330A5.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
16343,5601151978856,6000.0,Serra da estrela,"Água sem gás, garrafão de 6l",,1.39,0.23,6000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8D402342781DACEBEA13B36CE32D8EBF.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
1327,5601164115606,1000.0,Super Bock,"Cerveja com Álcool, garrafa 1 lt",,1.65,1.65,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/73F2D859CCD8D2800F2C691289AD7AE3.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
49475,5601146570027,3750.0,Sagres,"Cerveja com Álcool Mini, emb. 15 x 25 cl",,7.45,1.99,3750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A715AE59B8D1A6C9C572F97AFE8A2897.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
35888,5601151973752,3500.0,Sumol,"Refrigerante com gás de ananás, 2 x 1.75 l",,2.79,0.8,3500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/088D8DA34921F50F39B725B4135D000A.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
41819,5601082047737,,Delta Q,Café XL Deqafeinatus intensidade 1,40 cápsulas,14.89,14.89,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7C9048D70006F117EC54BB13DF259BB8.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
17893,5601082039817,220.0,Delta Q,Café xl qharacter cápsulas,40 Cápsulas,14.89,67.68,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A33D46B8BEAE0A6886B2052A87431B6E.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
17892,5601082039800,220.0,Delta Q,Café xl qalidus cápsulas,Embalagem de 220g,14.89,67.68,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CC1942C4B68078F0368F602F327C039D.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
35499,5601151973769,3500.0,Sumol,"Refrigerante com gás de laranja, 2 x 1.75 l",,2.79,0.8,3500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/15C97042A71F49C362C4C213EA28900F.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
22886,5601082040905,,Delta Q,"Cápsulas de Café Embalagem Int 14, 12, 10, emb. 40 un",40 Cápsulas,14.89,14.89,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A0B747997ADACA3A0413EC232C6ECEB.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
9166,5602154602489,750.0,Adega de Borba,Vinho doc alentejo tinto,Garrafa de 0.75 l,2.79,3.72,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E3D6E8719D8EE081DDE586C10FB8EB6C.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
9164,5602154601499,750.0,Adega de Borba,Vinho doc alentejo branco,Garrafa de 0.75 l,2.79,3.72,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/243AF71612B43A6D01980A53A1519A71.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
54604,8720181471636,720.0,Dove,"Gel de banho fresh care, 720ml",,4.49,6.24,720,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A04F69573CB714F101DE27F9EF62ED87.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
54606,8720181466359,720.0,Dove,"Gel de banho hydrate, 720ml",,4.49,6.24,720,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/73576AE98695DDB42CEBA03FBEBB469E.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
12972,2892040000000,200.0,Fruta,Banana,1 un = 200 gr (aprox.),0.22,1.09,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1515327A77B72426B2932390DFBE18E5.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
46714,5604260318742,,PorSi,Papel Higiénico Branco 3 Folhas 12 Rolos,,3.79,3.79,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/302F6B4FE48393BA7E5D666ED55E249B.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
54908,8720181468452,720.0,Dove,"Gel De Banho Silky Velvet, 720ml",,4.49,6.24,720,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B4B8973AC1CFAE2318D36A45878739E2.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
12994,2892524000000,100.0,Legumes,Cenoura Granel,1 un = 100 gr (aprox.),0.09,0.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5AEDEF3ED6ABEF24EACEE9C46AA7916F.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
13866,2891048000000,1000.0,Porco,Bifanas,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72DE0DA6B485199AC995C629E3E4D279.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
24921,5604260281855,500.0,PorSi,Massa Espirais Tricolores 500g,,0.77,1.54,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5CE58905BD4CA1FD470803CD9B488D04.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
21292,5604260263837,250.0,PorSi,Alho Seco,Embalagem: 250 g  ,1.49,5.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CACD04AEB53BB065A4A6DA5A64A1473.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
14921,2892534000000,400.0,Legumes,Couve Bróculo,Vendido ao peso,1.0,2.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4F48873F332B6ECE759CD88793270811.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
14038,2696013000000,80.0,Padaria,Bola mistura,1 unidade= 80 g,0.18,2.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/509539D5119FE663643D444B9A3F9D6A.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
12997,2892527000000,300.0,Legumes,Courgette Categoria II,,0.66,2.19,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/323B806C0CB557ED0F5B2CB32A998FDE.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
13892,2891041000000,1000.0,Porco,Costeletas do Lombo,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/589E4AFE71E19AF7FEB32FB0C0E176FF.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
37515,5604260294367,1000.0,PorSi,Arroz Agulha Europa 1000g,,1.25,1.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3AE7BF941A236F6D331254BF58EBAFEF.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
48528,5604260318704,,PorSi,Rolo de Cozinha 2 Folhas 4 Rolos,,1.69,1.69,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/05B11B6BCA5BF240745C5E6DBCD6C811.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
12909,2892005000000,250.0,Fruta,Laranja Económica,1 un = 250 gr  (aprox.),0.3,1.19,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67E13FD34B36BCD37E12339EB836171D.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
46715,5604260318759,,PorSi,Papel Higiénico Branco 4 Folhas 12 Rolos,,4.49,4.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71B84E02290AD35D82ACC6CF2D01690A.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
20845,4015400846789,,Dodot,Fraldas Recém Nascido Sensitive | Tamanho 2 - 4-8 kg,Embalagem c/ 58 unidades,12.69,12.69,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/63EC8BDD23C53956A77A4B02EC337DBE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC6466B752B89E9E5AA5C794BD4F7833.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC6466B752B89E9E5AA5C794BD4F7833.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC6466B752B89E9E5AA5C794BD4F7833.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC6466B752B89E9E5AA5C794BD4F7833.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC6466B752B89E9E5AA5C794BD4F7833.jpg,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,1
23590,5603722514142,1600.0,Agros,"Leite com chocolate, embalagem de 8x200 ml",,2.96,1.85,1600,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B07C2A65AC5D9D66E12210391EDB136.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
41719,5604260303793,90.0,PorSi,Puré de Fruta Maçã Banana 90g,,0.59,6.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2E481D69677BD2CA4465286377A9A6E3.jpg,,,,,,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,1
54632,5603722523045,1000.0,Gresso,"Leite UHT Meio Gordo, 1L",,0.87,0.87,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ECF816693AC2579C9FB595FD8ABD96D7.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
13561,2893555000000,400.0,Peixaria,Red Fish Congelado,,1.6,3.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B51C5A0022242B4A2691EFB27EE24DC.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
1437,5601260046101,1000.0,Saludães,Arroz Carolino,Embalagem de 1 kg,1.14,1.14,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/844734F94E64C7EE2E76F0FC068B9A4B.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
14882,2891118000000,1600.0,Frango,Frango Inteiro Grande,1 un = 1.6 kg (aprox.),3.98,2.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3581EC31F0B1F288A68020FE172EC513.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
41718,5604260303823,90.0,PorSi,Puré de Fruta Maçã Manga Pessego 90g,,0.59,6.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B27C39372BB074FB232EB9A2E0BB35A.jpg,,,,,,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,1
41720,5604260303786,90.0,PorSi,Puré de Fruta Maçã Banana e Morango 90g,,0.59,6.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EB59B6CAE9A8CD6FFFC194AC89C34DBC.jpg,,,,,,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,1
13893,2891043000000,1000.0,Porco,Entrecosto,Vendido ao peso a partir de 1 kg,5.99,5.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA05EE99D302D59771FCC108473E0700.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
20434,5601244500063,1000.0,Terra Nostra,"Leite de pastagem meio gordo, embalagem de 1litro",,0.89,0.89,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/416A848D81A31A3BE14CC7E8951CC4DA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E82125FE177156A16B33D08208F11D7F.jpg,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
35132,5604260292691,400.0,PorSi,Preparado de Carne de Novilho 400 G,,5.58,13.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA237A273D27DEFFCEE4206F1593AE11.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
41716,5604260303809,90.0,PorSi,Puré Fruta Multifrutos Maçã / Pêssego / Banana / Pera 90g,,0.59,6.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1CAFF4A82E080C7A12967171C7D2027F.jpg,,,,,,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,1
49221,5604260322602,90.0,PorSi,Puré de Fruta Maçã Banana Laranja 90g,,0.59,6.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3EA2B765FDE0704D86E3A5E9BB105514.jpg,,,,,,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,1
49380,5604260323586,150.0,PorSi,Tiras de Bacon 2x75g,,1.39,9.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C81C7CF2D06D55EFA730F249BB879140.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
51094,5605378209106,500.0,Legumes,"Cebola Doce, emb. 500 gr",500 g,1.39,2.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3A195161818002B079AE373F23C98D9.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
12110,5604260266630,400.0,PorSi,Croissant Simples,,1.82,4.55,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/78ED6B7D0ECF488C060F07EB85C79AA9.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
12943,2892087000000,1500.0,Fruta,Mamão,"1 un = 1,5 kg (aprox.)",5.84,3.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E92859558CF3617793775ADAD1A11B14.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
13048,2893561000000,250.0,Marisco,Ameijoa Branca Vietnamita Congelada,Vendido a partir de 250 gr  (aprox.),0.5,1.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EB1BC296FF41180E6F3E1626AD4F78AA.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
13839,2891006000000,800.0,Novilho,Bife da Pá,Vendido ao peso a partir de 800 g,10.39,12.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5626B1315F40E59D057B37FBCA18064B.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
13947,2891125000000,150.0,Peru,Espetadas de Peru,1 un = 150 gr (aprox.),1.02,6.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7051DD49B64096A6B46E7815DD618A85.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
14908,2893723000000,600.0,Peixaria,Dourada Pequena,"Vendido ao peso, de 200 a 600 g",4.49,7.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AFF5C8795A7F86F3C0C55DCFF44363C3.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
2198,5604260264742,125.0,PorSi,Cappuccino 125 G,,1.99,15.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7A75C1A53AB12261C7716520366AA7E7.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
27629,5604260282845,500.0,PorSi,Iogurte Natural 4x125g,,0.8,1.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4C81FD0AD483BCDBB41B470432B5F2B0.jpg,,,,,,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,1
36745,2892275000000,300.0,Fruta,Pera conference categoria: II,Vendido ao peso a partir de 300 g,0.57,1.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8BF458478FD63452D2100C106D192E00.jpg,,,,,,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,1
43329,5604260310098,400.0,PorSi,Sopa de Agrião 400g,,1.39,3.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49C78B82972B6C955E10EA2B7919DE0E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F91FE746E7285B80A613574BB16A67A2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F91FE746E7285B80A613574BB16A67A2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F91FE746E7285B80A613574BB16A67A2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F91FE746E7285B80A613574BB16A67A2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F91FE746E7285B80A613574BB16A67A2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F91FE746E7285B80A613574BB16A67A2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F91FE746E7285B80A613574BB16A67A2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F91FE746E7285B80A613574BB16A67A2.jpg,2026-01-21T23:59:59Z,PROSPECTUS,14,1
12519,8712100417054,416.0,HellmannS,"Maionese, frasco, embalagem de 420g",,2.99,7.19,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6AB870EF622544FC82599432CC32DE9B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6731B805B2B4B445CCCFD0D614219E37.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6731B805B2B4B445CCCFD0D614219E37.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6731B805B2B4B445CCCFD0D614219E37.jpg,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
13529,2893521000000,1000.0,Peixaria,Pescada do Chile Congelada Nº3,1 un= 1 kg (aprox.),9.99,9.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40D57D35BBDBDF72027C959F41A6E90C.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
15156,2892099000000,500.0,Fruta,Papaia Avião,1 un = 500 g (aprox.),1.95,3.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/103067E524772C956478A94460D63E34.jpg,,,,,,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,1
16857,5603344531114,110.0,General,Atum natural,Embalagem de 110g,1.1,10.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D147FF3405CBBBAF67756FEDE1B5317A.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
17189,5603344531107,110.0,General,"Atum em posta, em azeite, embalagem de 110g",,1.49,13.55,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B578FD57DAE66EA731A200412CF6D79.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
22164,5601260254056,500.0,Saludães,"Arroz doce especial, embalagem de 500g",,0.83,1.66,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C73C7DA612DE17339FC2172D24F6B83B.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
29591,3387390339505,375.0,Nestlé,"Cereais golden grahams, embalagem de 380g",,2.98,7.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/52B010047394B5E18C21D533AA60A41C.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
29613,5604260283538,1000.0,Porsi Vivabem,Bebida de Aveia 0% Açúcares Adicionados 1l,,1.15,1.15,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1EE40BC1DA49C5CE3D084214B1D3D3B9.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
36523,5604260295661,2500.0,PorSi,"Batata Pré-frita Palitos 2,5kg","Embalagem de 2,5 kg",4.45,1.78,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B8BBD039EFBF08C6ABF444D64CA5907E.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
36802,8001090139504,,Dodot,Toalhitas básico,embalagem com 54 unidades,0.97,0.97,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F1107019760B8AA1979363639B76868E.jpg,,,,,,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,1
41384,5601050036602,440.0,Danone,"Iogurte grego oikos stracciatella, embalagem de 4 x 110g",,1.99,4.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4F7A349ED222FA644F51711D6A4D74B4.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
46847,5604260316205,500.0,PorSi,Massa Laços Tricolores 500g,,0.99,1.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/26FB05A80D25E9387A8ADB50077F254D.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
52788,5900020043832,80.0,Nestlé,"Barras Proteicas Cacau sem Açúcar,emb. 80 gr (4 un)",,1.79,22.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E4A3C5552FC27CE6A83D366162140DD.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
56204,5604260333189,140.0,PorSi,Milho Doce em Grão 3x140g,,1.99,14.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/51333DC761FA9683B5D9D043E0686864.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
5788,5604260033447,200.0,PorSi,Chouriço Corrente 200g,,1.08,5.4,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/92DD7C79E00E3F96B89DDD048D065D1C.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
11465,5601018003608,1000.0,Matinal,"Leite seleccionado magro, de 1l",,0.95,0.95,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F46A1F399BBA63407EB01F30929F5649.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
12998,2892529000000,200.0,Legumes,Cogumelos Granel,1 un = 200 gr (aprox.),0.8,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/21980CA05745F31B22EE237361B7FEB6.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
1438,5601260047108,1000.0,Saludães,Arroz agulha,Embalagem de 1kg,1.35,1.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B47152EFC4F603CBADD3130829B29F08.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,1
