identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,images_6,images_7,images_8,avantages_dateFin,avantages_categorie,nro_paginas,page
53292,8719200265424,450.0,Becel,"Creme vegetal culinária, 450g",,2.59,5.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/731104623BFBA291592C36763AD2ACB6.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE0F50DA9FD82BB1CA28828D6783A017.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE0F50DA9FD82BB1CA28828D6783A017.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE0F50DA9FD82BB1CA28828D6783A017.jpg,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
53332,8700216138833,,Dodot,Fraldas Ninjamas Coração 4,Embalagem de 10 Un.,5.84,5.84,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D840B93417D843FF6873C6D2B1A66556.jpg,,,,,,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,5
53349,5000204314595,250.0,Pronto,"Limpa Móveis, 250ml",,3.39,13.56,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B67A395061B35EF34EAA1625DF9B6EA1.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D217222CE95C7E20C669A2882D0AEE6.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D217222CE95C7E20C669A2882D0AEE6.jpg,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
53377,5601028032773,,Renova,Rolo de Cozinha Gigaroll Max Absorption White,,3.59,3.59,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3F5619B593EDF25A162AA6609569242A.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2B9F34FEAAADDC97C1AE946949C8BB77.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2B9F34FEAAADDC97C1AE946949C8BB77.jpg,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
53673,5054563165008,75.0,Sensodyne,"Pasta de Dentes Sensibilidade, Gengivas e Esmalte",Embalagem de 75ml,3.96,52.8,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5ABBB429E7224E38F564855CA9B1B26.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1C6D3DA6400E71115D7D0C249255C6E4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1C6D3DA6400E71115D7D0C249255C6E4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1C6D3DA6400E71115D7D0C249255C6E4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1C6D3DA6400E71115D7D0C249255C6E4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1C6D3DA6400E71115D7D0C249255C6E4.jpg,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
54349,5601217138040,1332.0,Quanto,"Amaciador roupa concentrado ametista e íris, 74d",,2.99,2.24,1332,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA97CA06C6A5E4D6FDDA513779ACDB8A.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
54360,8410436480093,,Bref,"Bloco Sanitário Poder Activo Eucalipto, 4un.",,5.49,5.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CE3CE8C6B70467B0C7DBA29130C9914A.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
54361,8410104915186,,Finish,"Detergente Loiça Máquina Quantum Limão, 28 Pastilhas",,5.99,5.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AF6445EE2B2537230E8784866A377CB3.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
54365,8410104915209,,Finish,"Detergente Loiça Máquina Quantum Limão, 64 Pastilhas",,12.99,12.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D395D7FB7505791938B52E99053AC6D0.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
54459,3574661701288,650.0,Le Petit Marseillais,"Gel De Banho Pêssego E Nectarina Bio, 650ml",,3.49,5.37,650,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2456F8ED528D7687962B94E4FACF2246.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
54578,5604260332847,200.0,Labell Men,Deo Antitranspirante Invisible 200ml,,1.29,6.45,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9F97A1D9614F72330708B76934B0733F.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
54596,5054563218117,75.0,Aquafresh,"Pasta de Dentes Proteção Completa Ação Antibacteriana, 75ml",,1.99,26.53,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/019BA74FC7AA9EC4A4AEF77AD9C57A95.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
54597,5054563215376,75.0,Aquafresh,"Pasta de Dentes Proteção Completa Hálito Fresco, 75ml",,1.99,26.53,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C9370A36FD071B95F13B8F57A35419DF.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
54612,5054563183330,,Aquafresh,"Escova de Dentes Limpeza Flexível, 2un.",,2.24,2.24,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/826FAC2563D601279F150CE5D88047DA.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
54614,3574660067682,,Carefree,"Pensos Diários Cotton Feel Normal, 44un.",,2.24,2.24,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AC1072972A49DCA4530E75504469C634.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
54694,8445291099371,,Buondi,"Café extreme int 12, 10 cápsulas",,2.95,2.95,10,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/795B1EFAE3C6DD447777778973DCD860.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
54704,5600363850349,105.0,Alsa,"Gelatina em pó de ananás gelly-já, 105 g",,1.64,15.62,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7C89876051606FBD048E73A1D02237C2.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
54736,5601164906181,4800.0,Somersby,"Sidra com Álcool Maçã, emb. 24 x 20 cl",,14.99,3.12,4800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0DBD53F924B92D1882681208CC1C9705.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
54767,8711327621275,825.0,Carte DOr,"Gelado morango merengue, 825ml",,3.59,4.35,825,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F8C9773CEAC2491495000A8FC9EB4E4A.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
55008,8720181551543,3780.0,Surf,"Detergente Máquina Roupa Líquido Tropical, 84D",,9.99,2.64,3780,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DA99FFFC09A202B52859A5F525D7890B.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
55037,8445291306288,350.0,Nesquik,"Bebida de Morango Solúvel Milk-Mix, emb. 350 gr",,3.74,10.69,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/690D3E97DFD68799EB9025A7CB1F7A17.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
55099,5000116127351,600.0,Iglo,"Crocante de Frango Cordon Bleu, 600g",,11.99,19.98,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1257F760893EF5376CD3646B7D226BD2.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
55179,5600363850578,42.0,Alsa,"Gelatina em Pó de Morango sem Açúcar Gelly-Já, 42g",,1.69,40.24,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B69FCF282CCBB7132AE6D04A58EAD2AF.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
55207,8445291179684,,Nescafé,"Cápsulas de Achocolatado Kit Kat, emb. 16 un",,5.89,5.89,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E32D338EDE643DDBA69644FE859F168.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF7469941F142C4223F4AA363B6728FD.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0335FC8798148F62A8A8DB28E765DE28.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1E7A04BC70202CFF06807A484D4EC68D.jpg,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
55245,8719200021242,500.0,Becel,"Creme Culinário Líquido, 500ml",,2.99,5.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/478344CAF06A9054474A177948CC3583.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
55246,8410063095219,1000.0,Pescanova,"Filetes de Pescada Panados sem Glúten, emb. 1 kg (12 un)",,7.89,7.89,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A5655C95B01DFE4827D4B19FBAEEAA93.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
55699,3800020491539,99.0,Kit Kat,"Tablete de Chocolate de Leite, Bolacha e Caramelo Salgado, emb. 99 gr",,1.99,20.1,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D7D28D2E44B1740E53CE0DAF9DC20AAD.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
55700,3800020491515,99.0,Kit Kat,"Tablete de Chocolate de Leite, Bolacha e Avelã, emb. 99 gr",,1.99,20.1,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/79AA3F68D5A01F688522CD1FA7190FC0.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
55939,8700216891424,,Dodot,"Fraldas Sensitive T3 6-10kg, 148un.",,34.87,34.87,148,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C36D7AB40E4441A3430FD34B3C952486.jpg,,,,,,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,5
56244,5604260329915,250.0,PorSi,Farinha Láctea Multifrutos 250g,,2.59,10.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A54E95A1B47030FE6346B34FDE418E29.jpg,,,,,,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,5
56356,5604260337682,1500.0,PorSi,"Refrigerante Laranja/maracujá s/Gás 1,5l",,1.39,0.93,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0828BBAB687EC3D8414A02DF94EE9027.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
56360,5604260339020,600.0,PorSi,Tira Entrecosto 600g,,8.99,14.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3CC7709CA2AD609CBD6BDCAC5F5250E4.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
56546,5604260332557,50.0,Labell,Desodorizante Roll On Pure 24h - 50 ml,,0.75,15.0,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B7DAFB39A3568F0346264E2D5A85DC23.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
56547,5604260332564,50.0,Labell,Desodorizante Roll On B&w 48h - Men 50 ml,,0.75,15.0,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F84D0473DBC5E66AF0025DA73CB4554C.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
56713,5604260330157,200.0,PorSi,Chouriço de Carne Fundão 200g,,2.03,10.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DFE7042738B2F064FE4BEB167AF77381.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
57001,5604260332816,200.0,Labell Men,Desodorizante Tonic 200ml,,1.29,6.45,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/21386DF78E12D87CAFA2B7E56F4EE65A.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
57032,5604260332885,200.0,Labell,Deo Antitranspirante Spray Invisible 200ml,,1.29,6.45,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8F1F8432E6A57609098FA9CB087583D5.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
57345,8720181775086,510.0,Calvé,"Ketchup Top Down sem Açúcar, emb. 510 gr",,2.89,5.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F1B893731AE10C03FAD7F0C928F7DD7E.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
57546,5600363850660,46.0,Alsa,"Preparado para Pudim Chocolate, emb. 46 gr",,0.51,11.09,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/53DAA5C30D7447B75B1DB1E345E11313.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
57578,5601050038446,620.0,Danone,"Iogurte Líquido Bifidus Morango e Cereais, emb. 620 gr (4 un)",,2.09,3.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2C3571467850526C1ADF9E278977AE59.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
57699,5010029229110,500.0,Weetabix,"Cereais Crispy Minis, emb. 500 gr",,4.39,8.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A908F28539F6005CD317A83D67CF656E.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
6460,8410436216777,53.0,Sonasol,Bloco Sanitário Poder Activo Floral,Embalagem de 50 g,1.98,37.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/428A90D17C72E1CEA455915A18AE3510.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
7332,3228024020126,125.0,Président,"Queijo creme de cabra, 125 g",,2.29,18.32,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C23B51BEBFC7E1A51D69CE4FAC6BBEE.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
8388,5601049152993,1000.0,Mimosa,"Leite especial cálcio + vitamina d m/g, de 1l",,1.0,1.0,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE995344CF7D57F674EA8EE465C57CA4.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
8391,5601049159992,1000.0,Mimosa,"Leite especial cálcio + vitamina d magro, de 1l",,1.0,1.0,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/22E6964D6A2F2B922BCB40BB341AE902.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
8520,5601119956490,120.0,Nobre,"Fiambre perna extra finissimos fatiado, embalagem de 120g",,1.99,16.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/15C8ADF2CEDA2C19A63D893348F1D7F5.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
871,5014328080892,30.0,Tetley,Infusão de cidreira,"Embalagem de 20 unidades, 30 g",1.44,48.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8EE73104AD7D9DDCE5EF5A76B07E89DC.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
8801,5601244201960,350.0,Terra Nostra,"Queijo flamengo, bola quartos, embalagem de 350g",,3.49,9.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6383E3291BF534B2B32E49FC441DAF9D.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
897,5600316860845,400.0,Iglo,Almôndegas bolonhesa,Embalagem de 400g,4.99,12.48,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F4885E8BB4E647D068C321961D480DA6.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
9111,5601989001412,750.0,Monte Velho,"Vinho regional alentejano tinto, garrafa de 0.75 l",,3.89,5.19,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5313E203A06105D1BF7A5AD8308AD864.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
924,5601001120503,370.0,Nestlé,"Leite condensado, embalagem de 370g",,2.13,5.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FBAB8756051E4890009C5246CFA3D443.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
931,5601001228100,300.0,Nestum,"Nestum Mel Flocos Cereais +3A, emb. 300 gr",Embalagem de 300g,2.09,6.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/82B368094FF4C269D04DE75FB30D7775.jpg,,,,,,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,5
9311,5603722502064,250.0,Mimosa,"Manteiga fácil de barrar, embalagem de 250g",,2.24,8.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FEF75CFD36A5CE8709DF5D4930F11917.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A8C47E9F1F12DFE2439D3530C38E2D87.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2EE410FD3A0147BBB442FA96902FFF46.jpg,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
944,5601001339301,200.0,Nestlé,"Mistura solúvel mokambo, embalagem de 200g",,3.89,19.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7654D4A8AEB526591EE0FD0D1A7BE478.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
988,5601029003000,120.0,Tenorio,Atum Filete em Azeite,Embalagem de 120 g,2.49,20.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/48D594978C230E0BC7076D44C622917A.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
9914,7613034515643,400.0,Yogolino,"Nestlé iogolino prep iog bolacha 100g, de 400g",,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0BA73C0FBE2C88DEE2C886D5849C070.jpg,,,,,,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,5
36521,5604260295326,1500.0,PorSi,"Refrigerante Laranja s/Gás 1,5l",,0.99,0.66,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A6AF9ACD344C832F0E5F8232BBCCDC50.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
41437,5604260305773,170.0,PorSi Select,Chouriço de Porco Preto 170g,,2.15,12.65,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9AF028948550CC79F4506D20250D6D94.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
14708,5601244202332,250.0,Terra Nostra,"Manteiga com sal, embalagem de 250g",,2.29,9.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/34C574538A57B9FC15AB22DC51C8B356.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D76B5CC4F670644A71C1CF49788751C.jpg,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
48238,8410199023094,170.0,LayS,"Lays gourmet corte fino, embalagem de 180 g",,1.69,9.94,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA6FA3F91FCD11341E4CD77B7FF49E06.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
21767,7613035487871,90.0,Nestlé,"Saqueta de Fruta Multifrutas +6M, emb. 90 gr",,0.65,7.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1B1A7DCEC52C23E2760C4FE3A24A75EE.jpg,,,,,,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,5
18942,5601989950086,750.0,Monte Velho,"Vinho rosé, região do alentejo, garrafa de 0,75 l",,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/492FA643C4A4901779ACEB329DDE602F.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
14490,5604260273584,1000.0,PorSi,Corn Flakes 1 kg,,2.99,2.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3EF873C3D07412E04ADAF72EA17EF40E.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
17174,2891285000000,1000.0,Novilho,Costeletão,Vendido ao peso a partir de 1 kg,12.49,12.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3119B572BBCB66D5B0D8D4234718B722.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
5036,5601028012164,,Renova,"Papel higiénico compacto, extra xxl, 6 rolos",Uma embalagem,2.96,2.96,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9367736D84791631B6A81B574D2BBA50.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F9398A5B85712D9E30015F112CCAF6E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84ED764CBC37072F87BD089140194A37.jpg,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
35913,5603722498022,800.0,Mimosa,"Leite bem essencial morango , embalagem de 4 x 200 ml",,1.69,2.11,800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B6AB6C5E199D6DAC849805FE4702BB4.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
8413,8410500008932,600.0,Danone,"Iogurte Líquido Defesa Morango, emb. 600 gr (6 x 100 gr)",,3.09,5.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5F985DE2C1FEBCCE4ED6002098F416C.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
43016,5601164862401,1200.0,Somersby,"Sidra com Álcool Maçã, emb. 6 x 20 cl",,4.49,3.74,1200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FCDFBF5D64A9352BB7E6E300DF12194B.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
47935,5604260320714,500.0,PorSi,Cereais Forma Natura 500g,,1.79,3.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30A098BF66CEBA4CBF99985173BBE84A.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DFAF661C993E38BF4F79017F19AF7E3E.jpg,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
55263,8445291133372,220.0,Sical,"Café Moído Moagem Universal Tradição Int 11, emb. 220 gr",,3.35,15.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2C71B4BE8C62CE03863B42CCFD75F09E.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
15962,5601252107056,250.0,Gallo,"Azeite Virgem Extra Clássico, emb. 25 cl",,2.59,10.36,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/09BE807A8C54B481888F449279BB53A1.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
24811,5604260276363,600.0,PorSi,Gelado Sandwich Nata e Chocolate 6x100ml,,2.69,4.48,600,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E32BF05E787615CAC3DCF287D228BF70.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
48264,5604260319268,1200.0,PorSi,Alimento Húmidogato Pedaços Geleia 12x100g,Embalagem de 4 x 100 g,3.49,2.91,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/19C43A574A237C6F71740258CF36123E.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
53208,8719200268647,1000.0,Vaqueiro,"Creme vegetal culinária clássico, 1 kg",,2.99,2.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0735A691FAA77E120C1E24086E19EA16.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD9C237337ADB2608A1427FA94442244.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD9C237337ADB2608A1427FA94442244.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD9C237337ADB2608A1427FA94442244.jpg,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,5
21766,7613035487840,90.0,Nestlé,"Saqueta de Fruta Banana, Laranja e Bolacha +6M, emb. 90 gr",Embalagem de 90g,0.65,7.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A8104E7B3738DD14CEF192706B16EFC4.jpg,,,,,,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,5
