identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,images_0,images_1,images_2,images_3,pictogrammes_libelleCategorie,avantages_dateFin,avantages_categorie,nro_paginas,page,images_4,images_5,pictogrammes_0,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise
42750,5604260308378,,PorSi,Toalha de banho,100 x 150 cm,10.99,10.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40BA2802C5A4FA42A24D47A92F414E10.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,12,,,,,,,,,,,
42751,5604260308408,,PorSi,Toalha de banho,100 x 150 cm,10.99,10.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B630907BBB3CCB5FF69222BC501BDCFE.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,12,,,,,,,,,,,
42753,5604260308354,,PorSi,2 Toalhas de bidé,30 x 50 cm,2.99,2.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/95B5A80D436AFA08F8355ED51A46B944.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,12,,,,,,,,,,,
42754,5604260308385,,PorSi,2 toalhas de bidé,30 x 50 cm,2.99,2.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C41D20D9796190848C66402B16BBD21C.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,12,,,,,,,,,,,
42755,5604260308415,,PorSi,2 Toalhas de bidé,30 x 50 cm,2.99,2.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA46D086102D1DBC6EA4131C22526291.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,12,,,,,,,,,,,
42756,5604260308446,,PorSi,2 Toalhas de bidé,30 x 50 cm,2.99,2.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BAB973A5F7A44963C034D8D72B2FE96F.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,12,,,,,,,,,,,
42757,5604260308477,,PorSi,2 Toalhas de bidé,30 x 50 cm,2.99,2.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D2D6C1A6617565741B69DC1F4DF041D1.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,12,,,,,,,,,,,
42758,5604260308392,,PorSi,Toalha de mãos,50 x 100 cm,3.99,3.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8F659118F77D3D35336B1F62C80DCAE3.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,12,,,,,,,,,,,
42759,5604260308422,,PorSi,Toalha de mãos,50 x 100 cm,3.99,3.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F05D777904B4E461E3C1EC81191814DF.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,12,,,,,,,,,,,
42760,5604260308453,,PorSi,Toalha de mãos,50 x 100 cm,3.99,3.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5A3DDD2B98721D1CF784D3454CC65167.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,12,,,,,,,,,,,
42761,5604260308439,,PorSi,Toalha de banho,100 x 150 cm,10.99,10.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9F15072074A91418DC0E130991F9DFCA.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,12,,,,,,,,,,,
42762,5604260308460,,PorSi,Toalha de banho,100 x 150 cm,10.99,10.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A5E6075CC5A0E6F74B14672FB46073C.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,12,,,,,,,,,,,
43243,5608527003150,750.0,Dona Ermelinda,Vinho branco doc palmela reserva,Garrafa de 750 ml,7.49,9.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40F4DF3417F4EBBF8B0E5EE98BFF2009.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,16,12,,,,,,,,,,,
43407,8710847961137,360.0,Linic,Champô cabelos oleosos para mulher,360 ml,4.94,13.72,360,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D99FE8D2453A231FCFB1F4A24A0F5403.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,12,,,,,,,,,,,
43510,3600523817481,100.0,Elvive,Serum dream long cabelos lisos,100 ml,6.99,69.9,100,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4439690F542C321D12EB4F4B7CEE1F62.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,12,,,,,,,,,,,
43761,5601063060113,65.0,Margão,"Moinho sal, pimenta e limão",Frasco de 65 g,3.29,50.62,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3D73EF07DDDF52B24D1D7AAE57F32A11.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,12,,,,,,,,,,,
43892,3600523899944,680.0,Elvive,Máscara power full resist,Embalagem de 680 ml,9.79,14.4,680,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/39D8774C1DF67D2FE0BD2C88B65A7EC2.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,12,,,,,,,,,,,
43893,8717163639573,200.0,Tresemmé,"Espuma Caracóis Botanique, 200 ml",,3.59,17.95,200,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0E9D33FBA2D93A4BFD13FAF87CC49007.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,12,,,,,,,,,,,
44174,5029053527581,,Huggies,"Fralda cueca Drynites para Menina 4 a 7 Anos, 10 unidades",,5.99,5.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/15E9F7837BAAEC3B9563C3E5C76AF89A.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,12,,,,,,,,,,,
44177,5029053527574,,Huggies,"Fralda cueca Drynites para Menino 4 a 7 Anos, 10 unidades",,5.99,5.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C6CF34FF6AD409EFCA67011976019663.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
44390,8410001134956,,Scotch-Brite,Esfregão com Esponja  Fibra azul não risca Gama Delicate,Embalagem de 1 unidades,1.3,1.3,1,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/850AFC9ED79E2A190746421ADF69CCB1.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
44393,4046719576982,,Scotch-Brite,"Esfregão Laminado Fibra Verde com Esponja Celulósica 3 capas Gama Classic, 2 unidades",,2.88,2.88,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/02095BBAB025808DD3E9412B3F2188CE.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
44572,8428076000274,,Veet,Bandas de Cera Depilatória Facial,Embalagem de 20 unidades,5.59,5.59,20,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/87CC46C0B6A5CF26C13067C3C744529D.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
44590,8710847961168,360.0,Linic,Champô para homem anti-caspa cool sport,embalagem de 360 ml,4.94,13.72,360,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1B9F8796DE3248A747F6A54F7F6574C6.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
44688,8710522940914,72.0,Knorr,Caldo sem sal galinha,Embalagem de 72g,1.85,25.69,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/31DB75D3B265A76C6F5D88EE0677C95C.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
44730,3083681122312,750.0,Bonduelle,Salteado do campo,Embalagem de 750g,4.25,5.67,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BFD11B930667E8C7921D09D840AAC0BD.jpg,,,,Tipo de stockagem,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
44739,5601119354289,220.0,Campofrio,Peito de peru fatias finas forno de lenha,Embalagem de 220g,3.59,16.32,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C7C4FDCE98CB96914BB764FD818178A1.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
44749,8711327498693,40.0,Lipton,Chá preto com aroma natural e vitamina C,Embalagem de 40g,1.89,47.25,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5792530515D8618B24A195986C4DC23B.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
45538,8710847940781,250.0,Tresemmé,Champô Seco Volumising,Embalagem de 250 ml,4.79,19.16,250,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A797F6A72B808C45403BC5D6521966DD.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
45597,8720181046148,150.0,Axe,"Desodorizante Spray Leat&Cookies, 150 ml",,3.59,23.93,150,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E2236E08F907BEACE07A10A1A42A6F88.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
45922,9789899778931,,Ratinho,Tabuada Ratinho,1 un.,1.49,1.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/09E126079C42963FCBB166D2AFE849D8.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
45932,3250391563678,,Domédia,Régua 30 cm,1 unidade,0.89,0.89,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6F37B81C79589F8A2883C75EB0378D7B.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
46028,0070330133990,,Bic,Esferográficas Soft Feel,Embalagem com 3 un.,1.89,1.89,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DE31DCC11EB3A200556DB9A3FEE43E7A.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
46029,0070330133723,,Bic,Esferográficas Azuis Soft Feel,Embalagem com 3 un.,1.89,1.89,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E962DE1F94C7F5C9C8FDA4752A7204CD.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
46033,3086123637634,,Bic,Esferográfica Rosa Dourado,4 cores,3.49,3.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/34C926FF604CF4E1C3ECE006D29D9B7B.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
46053,3086126672595,,Tipp-Ex,Corretor micro tape,embalagem com 2 unid. + 1 unid. grátis,4.59,4.59,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3461396CD128F5722B5A52A384B45D2D.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
46054,3154141461156,,Maped,Régua 50 cm,1 unidade,1.39,1.39,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/16C080E1B6F710689C0051373ED510ED.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
46068,5601645302778,,Firmo,Bloco esquiço A4,25 folhas,1.79,1.79,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D0B7C24E7319EB0F61C5BA8C434F1AFF.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
46129,3083681138023,600.0,Bonduelle,Legumes primavera,Embalagem de 600g,2.49,4.15,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DE40B22C05B0845140194DBF49221BF5.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
46233,7613287309228,330.0,Nestlé,Clusters cereais chocolate,Embalagem de 330g,3.74,11.33,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/960D5D586A48C556621F9E84E76732C4.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
46342,8720181031632,150.0,Axe,"Desodorizante Spray Apollo, 150 ml",,3.59,23.93,150,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EE609A527D1B40D67681B26A89751319.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
46378,3086123652989,,Tipp-Ex,Caneta corretora + corretor em fita,,3.49,3.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3EBA4EF81216F99168D2E06B2499F330.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
46534,3154145595116,,Maped,Lapiseira auto no-lick black peps,0.5 mm + caixa de minas,1.99,1.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A391977F8F9C8A210530B9BF59FD1998.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
46535,3154145599114,,Maped,Lapiseira auto no-lick black peps,0.7 mm + caixa de minas,1.99,1.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E8F10DF94E3A670493B50122EFFF2E30.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
46542,3154147425466,,Maped,Marcadores Pastel Fluo,Pack de 4,3.19,3.19,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/58B10D79DDBCD9D9D3644F27FF2CF656.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
46641,8410436364058,,Bref,Bloco Sanitário Blue Active Floral,Embalagem de 3 un.,4.39,4.39,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B3FF3A0516CE0BCF9D55B1FC9FFEE7D.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
46688,7613287591609,202.0,Nescafé,Café Doppio Expresso 16 capsulas,Embalagem de 202g,5.49,27.18,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E05E212DDEF92EDCD10BD6839B426D65.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
46772,3574661500355,,Carefree,Pensos diários plus long,Embalagem com 40 unidades,3.74,3.74,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C09125DDC05046FDDB081D09634904E8.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
46776,8720181027680,150.0,Axe,"Desodorizante Spray Green Mojito, 150 ml",,3.59,23.93,150,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4613D67D1D7568B3566E43A353DAE92A.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
46935,7613037051575,220.0,Sical,"Café torrado moído masaka, 220g",,2.87,13.05,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40483AB6589A7BBEA237879C4578E72B.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
46942,8720181032240,150.0,Axe,"Desodorizante Spray Africa, 150 ml",,3.59,23.93,150,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/256BCE18CEA46020B3A02F5A910E24D8.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
46945,8720181058028,150.0,Axe,Desodorizante Spray Gold Dry,Embalagem de 150 ml,3.59,23.93,150,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0E805D59041C09B9F3EFD54B92BA535C.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
46957,8001841812007,75.0,Oral B,Dentífrico Pro-Expert Sensibilidade e Branqueamento,Embalagem de 75 ml,2.99,39.87,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0B120F73FA2E5B51739A22CCCE232B3D.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
47043,5601066633086,35.0,Margão,Pimenta preta lapong,Embalagem de 35g,2.45,70.0,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F2244B444ED97B3F5E36515FB490FD54.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
47061,5900852054839,85.0,Blédina,Frutapura Pouch Banana Morango,Embalagem de 85g,0.98,11.53,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/56257FA9CECE0CE154BE3F2C015F6E43.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
47062,5900852054846,85.0,Blédina,Frutapura Pouch Frutos Variados,Embalagem de 85g,0.98,11.53,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A5E657B4F24E3E47065A155BF934CD06.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
47064,5900852054884,85.0,Blédina,Frutapura maçã manga laranja,Embalagem de 85g,0.98,11.53,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/00C328E391A574AA61CBDF65215450F7.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
474,3010470154575,1500.0,Friskies,Ração para cão júnior vitafit com frango e leite,"Embalagem de 1,5 kg",5.24,3.49,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3C713CBBA7061164500A4F945CA50441.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
47427,3574661552576,,Carefree,Pensos diários flexiform,Embalagem de 56 unidades,3.65,3.65,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/55BFF8DD5AEB2213C79633D08C742122.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
47473,8720181029240,150.0,Axe,Desodorizante spray black,Embalagem de 150 ml,3.59,23.93,150,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4C77D8251FD655C0591E2C4ADB36FEE1.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
4753,5000204731422,269.0,Glade,"Recarga ambientador automático, bali, 269 ml",,3.49,12.97,269,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A399EAC5FAE4DAFBA09AEAF50498F9B6.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
47857,3600523900749,250.0,Elvive,"Máscara color vive violeta, 250 ml",,5.59,22.36,250,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/608D1CA2668F9F3E19D4D342DEF09101.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
47984,5601381000365,750.0,Invisivel,Vinho alentejano invisivel 2016,Garrafa de 750 ml,10.99,14.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/426E3A41928D37AB149D817EB0BCCC8E.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
47986,5601381010005,750.0,Conde da Ervideira,Vinho alentejano conde d'ervideira reserva branco 2016,Garrafa de 750 ml,13.99,18.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6CC41A0F52D24C89E682CEBABC7B76B5.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
47987,5601381009009,750.0,Conde da Ervideira,Vinho alentejano conde d'ervideira reserva tinto 2016,Garrafa de 750 ml,14.99,19.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D3B038D6334621D828C2B8AF37F10476.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
48539,8001841630885,,Dodot,Fralda Activity T5 - 11 a 16 kg,52 unidades,15.74,15.74,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D60DC2EFB9D5FD05A4C634EBADE90BC.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
48738,7613287785398,100.0,Yogolino,Nestle yogolino alimento lact. maca morango +8m 90g,Embalagem de 100g,0.95,9.5,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E5CC53E791508212ACFD687BE521603D.jpg,,,,1000 Artigos,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
48890,5604260279777,,PorSi,Bloco notas A5 liso,100 folhas ,1.29,1.29,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/58DAE5E577B3B558F7A5C476866EDE91.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
49008,5010993954469,,Play-Doh,Kit veterinário,1 unidade,21.59,21.59,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9238E25408C3DE83F57DB04EE5E9A7C7.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
49063,5000204076202,,Glade,Ambientador Touch & Fresh Lavanda,10 ml,2.99,2.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CABA9459962DCA8AB8222A12B2E4DDF0.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
49177,3600523966752,150.0,Elvive,Spray Protetor de Calor Cabelo Comprido e Liso,150 ml,5.59,37.27,150,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/210A21B9957FF3EBFDB7D3F2679513DF.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
49179,3600524029661,300.0,Elvive,Condicionador Hidra Hialurónico,300 ml,4.19,13.97,300,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A4BC86DDF7DCE440FCCE142C6080FFD.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
49195,3600524030797,300.0,Elvive,Máscara Hidra Hialurónico,300 ml,5.34,17.8,300,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4FBE22599B9D34662F328B0BC5CC296F.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
49346,5601008102786,174.0,Vieira,"Bolacha digestive maçã, canela e corintos thin - vieira de castro",Embalagem de 174g,1.99,11.44,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B5D20795831B71DEC94AD574C202A337.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
49347,5601008102793,174.0,Vieira,Bolacha digestive laranja thin - vieira de castro,Embalagem de 174g,1.99,11.44,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0DA70EAFA60A42BD001118BE38B09BC0.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
49348,5601008102779,174.0,Vieira,Bolacha digestive aveia thin - vieira de castro,Embalagem de 174g,1.94,11.15,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F29786FFFBEEB7C5F21511392823F962.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
49538,5604260324767,,PorSi,Pasta arquivo ll cores pastel,,2.59,2.59,1,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EC54B909731164974FD8D3A82036AAF2.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
49658,8410436409933,,Palette,Coloração Permanente Castanho Claro Nº 5,,5.59,5.59,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BDCD679519702665CB5143875311456C.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
49697,5604260279760,,PorSi,Bloco Notas A5 Quadricular,100 folhas,1.29,1.29,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C79FBE29D8807DB79FE6F24EDF9D8D84.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
49734,5000299618448,250.0,Beefeater,Beefeater pink & tonic,Garrafa de 250 ml,2.24,8.96,250,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A8601D72AF5E922B340D018F99D6E389.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,13,,,,,,,,,,,
