identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,avantages_dateFin,avantages_categorie,nro_paginas,page,images_4,images_5
2784,8410199021137,160.0,Ruffles,"Batata frita, embalagem de 160 g",,1.39,8.69,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/99D56823BC057150117915B487192BF1.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
13893,2891043000000,1000.0,Porco,Entrecosto,Vendido ao peso a partir de 1 kg,5.99,5.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA05EE99D302D59771FCC108473E0700.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
21291,2891140000000,1000.0,Porco,Cachaço s/ Osso,Vendido ao peso a partir de 1 kg,4.79,4.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E3931887AC2DD400F13FFEDAE44781A.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
46715,5604260318759,,PorSi,Papel Higiénico Branco 4 Folhas 12 Rolos,,4.49,4.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71B84E02290AD35D82ACC6CF2D01690A.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
5926,5604260256907,2000.0,PorSi,Lava Tudo Perfumado Lavanda,,0.99,0.5,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01DD4B6F1EC514CE87AE4FA32F6F195B.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
14198,5604260273683,800.0,PorSi,Bolacha Tostada 800 G,,1.59,1.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2D5FAAB4BD35CE24623ED7F165261C0.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
18488,5600744051013,220.0,Saborosa,"Bolacha de manteiga belga original, embalagem de 220g",,1.59,7.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/435E3C8EAE2EA4A45A8BB3A81B14CF20.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
25882,5449000133328,1000.0,Coca-Cola,"Refrigerante com Gás Cola Zero, emb. 1 lt",Garrafa de 1 l,1.22,1.22,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EB5646C1819F93681606ED25E6CF32EB.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
5928,5604260256921,2000.0,PorSi,Lava Tudo Perfumado Montanha,,0.99,0.5,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1025C53588751D93B22FC3DF4D839D3B.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
9315,5603722509544,1000.0,Mimosa,"Leite 0% lactose magro, de 1l",,1.29,1.29,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0350D0DE44A653A9AB01722B06443E94.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC5219EC1E15E09529E323B7D196FADA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC48BFFA4281D8016E9FB40168ED4485.jpg,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
11961,5603722505607,1000.0,Mimosa,"Leite sem lactose meio gordo, de 1l",,1.29,1.29,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A98ED8A0E5E675A3AC1A551BCE75B0AB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E57BFE09E8D859BDBE1705476BB9F1B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E1F70144AAFCC0EAEBFF05614177D009.jpg,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
24843,5604655005158,400.0,Peixaria,Paloco desfiado do pacifico,Embalagem de 400 g,2.69,6.73,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A6D43F84A49577D695E61B0D7FE082C0.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
40739,5604260302666,2000.0,PorSi,Lava Tudo Perfumado Camomila & Flor de Laranjeira,,0.99,0.5,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EC235B47803E16EEB9720D84212A145E.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
1426,5601255312112,1000.0,Caçarola,"Arroz Carolino, emb. 1 kg",,1.19,1.19,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/947C9C91099FF9E267C19F6B97A6C031.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
14490,5604260273584,1000.0,PorSi,Corn Flakes 1 kg,,2.99,2.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3EF873C3D07412E04ADAF72EA17EF40E.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
2069,5604260193318,397.0,PorSi,Leite Condensado 397g,,1.45,3.65,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/41C6FC1DD28B44868F44E62073C3DA31.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
27950,5604260281404,450.0,Porsi Programa Origens,Mistura Saborosa 450 G,,1.39,3.09,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9FC1BB19FC125562EBD7537C69EF7799.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
4947,5449000054227,1000.0,Coca-Cola,"Refrigerante com Gás Cola, emb. 1 lt",,1.35,1.35,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3281D4D34500D6DBD7784B7DAA420E55.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
8384,5601049133992,1000.0,Mimosa,"Leite uht magro, embalagem de 1litro",,0.9,0.9,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/128AB814EBA9C0783B386EB2E0A38CC9.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8C350978140C257D0AAD7365CD133F0C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B9BED9F397071733FB4D36CBE39ECDBA.jpg,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
11463,5601018001642,250.0,Gresso,"Manteiga com sal, embalagem de 250g",,2.14,8.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A5F1036925C0C6B8D6C067104A96CDE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7AC5179CFF33BEA38B382077FB05A477.jpg,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
11465,5601018003608,1000.0,Matinal,"Leite seleccionado magro, de 1l",,1.0,1.0,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F46A1F399BBA63407EB01F30929F5649.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
13892,2891041000000,1000.0,Porco,Costeletas do Lombo,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/589E4AFE71E19AF7FEB32FB0C0E176FF.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
17229,5602125000160,300.0,Legumes,"Cogumelo branco, embalagem de 300g",,1.49,4.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/66BAD1DC458E812967002A5594A14E2C.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
2153,5604260258604,1000.0,PorSi,Polvo Limpo 1kg,,9.99,9.99,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FAF7A31A8F79D5C2CCCF361A2228856D.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
34239,5604260285495,1500.0,PorSi,Pera rocha categoria II Programa Origens,Embalagem de 1.5 kg,2.49,1.66,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F6E3096BF97BB2633EACD15A32FEACF7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11ABC193A8AF1413E11E1849F00D2775.jpg,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
34875,5604260285457,1500.0,PorSi,Maçã golden categoria II Programa Origens,Embalagem de 1.5 kg,1.69,1.13,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/56695A5FACFB945E46B511CB21214202.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
36523,5604260295661,2500.0,PorSi,"Batata Pré-frita Palitos 2,5kg","Embalagem de 2,5 kg",4.45,1.78,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B8BBD039EFBF08C6ABF444D64CA5907E.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
37923,5604260300990,1000.0,Porsi Vivabem,Bebida de Amêndoa 1l,,1.05,1.05,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/74B05726BD16B03D5A528D4778757940.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
40667,5604260303724,500.0,PorSi,Queijo Vaca Curado Amanteigado Light 500g,,4.99,9.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A98FAAE3B023E27BEADFFB9F1E5EDBDF.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
40742,5604260303137,150.0,PorSi,Pipocas Doces 150g,,0.79,5.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A7EA4F7B4F03D0F105B029039771CC73.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
49887,5604260324248,300.0,PorSi,Lombos de Salmão 300g,,7.15,23.83,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/480B96CA3CD067C85E56E2FB38670D10.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
54807,5603722521249,604.0,Mimosa,"Iogurte magro liquido frutos tropicais, 4 x 151 ml",,1.54,2.55,604,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C77456F505DA2CCD8DCF28975C13CB45.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
5788,5604260033447,200.0,PorSi,Chouriço Corrente 200g,,1.35,6.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/92DD7C79E00E3F96B89DDD048D065D1C.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
9292,5603722493812,250.0,Matinal,"Manteiga magra, embalagem de 250g",,2.49,9.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA91DFCE88DA98DA1BB05E606B3C1FF9.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
973,5601024105020,1000.0,Fula,"Óleo Alimentar, emb. 1 lt",Embalagem 1L,1.99,1.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/322383F88535C8A24498724B92188318.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
1010,5601038300091,240.0,Knorr,"Caldo de Galinha Cubos, emb. 240 gr (24 un)",,2.49,10.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E25834255892D5C9C1047A286FE9847.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
1011,5601043111019,1000.0,Branca de neve,"Farinha de Trigo Fina com Fermento, emb. 1 kg",,1.59,1.59,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D6747B38ADBB658B352D698D9667A42C.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
1427,5601255322128,1000.0,Caçarola,"Arroz Agulha Extra Longo, emb. 1 kg",,1.35,1.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/890B51848ABBB7681A83F53B93FE7282.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
15060,2892453000000,1000.0,Programa Origens,Abóbora Butternut,1 un = 1 kg (aprox.),0.99,0.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B52C2C8A1B11C26BA2F358A3355C1A17.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
18489,5600744051020,198.0,Saborosa,"Bolacha de manteiga belga com chocolate, embalagem de 200g",,1.64,8.28,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/96C31A82D017146C1ADBA7AC747D4690.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
19170,5604260193301,390.0,PorSi,Leite Condensado Magro 390g,,1.42,3.64,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5402E6160092AE04E469A7AB544D6F93.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
22167,7613034944849,200.0,After Eight,"Bombons de Chocolate Negro com Menta, emb. 200 gr",Embalagem de 200g,3.49,17.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/245F7F4095BCE74B8441E4600DD3127A.jpg,,,,2025-12-24T23:59:59Z,PROSPECTUS,14,1,,
2749,8410063046532,350.0,Pescanova,"Miolo de Camarão 80/100, emb. 350 gr",,6.99,19.97,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0EA75135180DC26543A97F342303334A.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
29613,5604260283538,1000.0,Porsi Vivabem,Bebida de Aveia 0% Açúcares Adicionados 1l,,0.99,0.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1EE40BC1DA49C5CE3D084214B1D3D3B9.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
36272,5604260300723,414.0,PorSi,Maionese Top Down 414g,,1.68,4.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8FCA627AE2DB4595C7AF33E2C707EA97.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
5119,5601066200073,1000.0,Nacional,Farinha p/ bolos extra fina,Embalagem de 1 kg,0.99,0.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0BC68EEEFB7AD341320FD65451A85D72.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
52935,5603722522628,200.0,Matinal,"Manteiga magra sem lactose, 200g",,1.99,9.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8CBD1054729AF9FC46683642CA3D0920.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A7DC81F20D438007A5500C63648E75B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A7DC81F20D438007A5500C63648E75B.jpg,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
56207,5604260333813,240.0,PorSi,Tomate Pelado Inteiro 390g,,0.69,2.88,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0D5902C8348B837FF5999053B8B369AC.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
56303,5604260334629,500.0,PorSi,Cereais Petalas de Chocolate 1kg,,3.39,6.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/545F9A77651A95F1ECB495CD2CE684C8.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
8312,5604260318728,,PorSi,Rolo de Cozinha Multiusos 2 Folhas 1 Rolo,,3.29,3.29,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2CC07BB275A924BB79BAF68BD05975F4.jpg,,,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
8382,5601049131998,1000.0,Mimosa,"Leite uht gordo, embalagem de 1litro",,1.05,1.05,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5D46937192D7E0425B02DA44F0AF6CA9.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/85426DF0A207BC5690BA7486D86DBCDC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/85C3489AE589A6300942C731BCB55282.jpg,,2025-12-17T23:59:59Z,PROSPECTUS,14,1,,
