identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,avantages_dateFin,avantages_categorie,nro_paginas,page,images_5
54986,8711327609716,330.0,Magnum,"6 gelados mini chocolate branco e amêndoa, 330 ml",,3.99,12.09,330,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE00CAEAE1C3665E1D86858ECC0FD0D3.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
55022,8711327624917,280.0,Magnum,"Gelado After Dinner, 8 x 35ml",,4.19,14.96,280,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01E85D0D7CFD27050DD90D8BA136172A.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
55047,8445291325036,250.0,Nestum,"Nestum Cereais Proteína, 250g",,2.48,9.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60118FC3A66CD4FA6B7C87A7FDB061C9.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
55062,7613033573118,100.0,Nescafé,"Café Solúvel Intenso, 100g",,3.79,37.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9DFAAE3DDF17AD37B92FE8C506233FEC.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
55080,5601119356641,420.0,Nobre,"Chili com Carne, 420g",,3.19,7.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/904313DCADDEF517A2CC2B7859D76E3C.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
55245,8719200021242,500.0,Becel,"Creme Culinário Líquido, 500ml",,2.99,5.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/478344CAF06A9054474A177948CC3583.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
55261,8445291133563,220.0,Sical,"Café Moído Moagem Grossa Int 10, 220g",,3.49,15.86,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/26E77AAA63D51AF821232FF21D1A167F.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
55289,8410500029791,270.0,Danone,"Iogurte Líquido Proteína Morango, 270ml",,1.49,5.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4375806FE6DB88489548FF228675A068.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
55354,8410063095202,1200.0,Pescanova,"Barrinhas Pescada Panada sem Gluten, 1.2Kg",,7.89,6.58,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D2F57A76EACAFAE8D2E905FFD81B787B.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
55721,5601119414310,200.0,Campofrio,"Fiambre Peito de Frango Fatias Finas Forno de Lenha, 200g",,3.29,16.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/16BE8C4DFB1D84096320131C9B0C0DD8.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
55912,8711327663695,255.0,Magnum,"Gelado Double Cherry, 3x85ml",,3.99,15.65,255,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE3706FF4753A2EF96763DEEDC74F2F5.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
6205,8001480020450,2000.0,Neoblanc,Lixívia Denso-Activa Harmonias Florais p/ Casa e Roupa,Embalagem de 2 l,2.99,1.5,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3481E94CAB9959473CAD676E85F2973.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
6271,8410000809824,160.0,Artiach,"Bolachas chiquilín ositos, chocolate, embalagem de 160g",,1.69,10.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AF7F34D4E40E504DACBC04480F630044.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
6818,8712566118625,390.0,Olá,"Gelado supermaxi, embalagem de 6 x 65 ml",,2.99,7.67,390,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35BED764F4AC2EA1C9F5BA3B815AD204.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C78EEEF4719F48D1D9E8F75D0F700815.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C78EEEF4719F48D1D9E8F75D0F700815.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C78EEEF4719F48D1D9E8F75D0F700815.jpg,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
6918,8722700160809,80.0,Knorr,"Caldo para bifes 8 cubos, embalagem de 80g",,1.49,18.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B5964D637E5D4FC0000C1C8B5AFD4E87.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
7166,2895224000000,250.0,São Jorge,Queijo da Ilha DOP Cura 4 Meses,Vendido ao peso a partir de 250 gr,3.75,14.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/702004FBEA1D5588A2791A027C546286.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
7255,3083681022865,400.0,Bonduelle,"Grelos, embalagem de 400 g",,1.49,3.73,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E7343960F8BC499EF6CB7EC55E3F60F1.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
741,3415581176933,460.0,Häagen-Dazs,"Strawberry cheesecake, embalagem de 460 ml",,5.79,12.59,460,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1BBD5F9E3A4281463344083AA1E20316.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
7653,4005808408306,200.0,Nivea Sun,Protetor Solar Hidratante FPS50+,Embalagem de 200 ml,11.49,57.45,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7F12E4CE77124A038D71DCD1B7A5BC74.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
8415,8410500007836,600.0,Danone,"Actimel iogurte líquido tutti frutti, embalagem de 6 x 100g",,2.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0712AE23BC1EFB6DA91FF7C37F68326A.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
8416,5601050029345,1200.0,Danone,"Iogurte actimel, morango, embalagem de 12 x 100g",,4.99,4.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/745F8F4185D59AC1CCF745B58159ECA9.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
9302,5603722497285,1500.0,Pleno,"Tisana chá preto ginseg e limão, garrafa de 1,5 l",,1.59,1.06,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/408117D5CB1B7AB29021A2154514DE8D.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
941,5601001322808,100.0,Nescafé,"Café solúvel, embalagem de 100g",,3.79,37.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B063757FB22F6A33CD1F9CE6C13974A8.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
980,5601024134488,750.0,Oliveira da Serra,Azeite virgem extra clássico,Embalagem de 750 ml,5.79,7.72,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01EF39EFE8396CC9ACA95DC25E9D3412.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
993,5601038001202,80.0,Knorr,"Caldo carne 8 cubos, embalagem de 80g",,1.49,18.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AC02C53B9EF88DD168E48A4F255E9B8C.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
996,5601038005064,80.0,Knorr,"Caldo de legumes 8 cubos, embalagem de 80g",,1.49,18.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6F28E4D3F3D86011504BC554235AD652.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
997,5601038009031,80.0,Knorr,"Caldo de marisco 8 cubos, embalagem de 80g",,1.49,18.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/535CCF41E2A24821D37048F033EF0F66.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
974,5601024105051,3000.0,Fula,Óleo alimentar,Embalagem 3L,5.85,1.95,3000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D641E1D4A518E21E0D8C212FCA92F32A.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
51066,5604260324316,250.0,Porsi Vivabem,Queijo Fundido Light X16 250G,,1.99,7.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/88F63BC05D9FDBD7CBBF37390F91DC98.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
13852,2891020000000,100.0,Novilho,Fígado,1 un = 100 gr (aprox.),0.6,5.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7F21D014BF856223502CE366D77F0F5C.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
41298,5601050036541,440.0,Danone,"Iogurte oikos natural,  4 x 110g",,2.49,5.66,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/100CC1C1966D7A85865BF44E424F358B.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
54321,8718951477957,100.0,Colgate,"Pasta De Dentes Tripla Ação, 100ml",,2.13,21.3,100,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/314A8AD6D21192FE5E061EE56C598725.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9ADDEB220D16C8DAE54C517CBC09DC55.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9ADDEB220D16C8DAE54C517CBC09DC55.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9ADDEB220D16C8DAE54C517CBC09DC55.jpg,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
17207,8006540943687,1800.0,Fairy,Detergente manual de loiça limão,Embalagem de 2 x 900 ml,6.99,3.88,1800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2EE328B1B3FB1BA0162E77ED87C40E9.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
23524,5000204922851,750.0,Pato,"Líquido sanitário extra power, marinho, 750 ml",,1.69,2.25,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60268FF4016AF8FBA52DB6A9A88D181B.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
2749,8410063046532,350.0,Pescanova,"Miolo de camarão 80/100, embalagem de 350g",,6.99,19.97,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0EA75135180DC26543A97F342303334A.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
48551,7613287300393,,Nescafé,Nescafe portion coffee systems nescafé dolce gusto 186 g,,9.49,9.49,30,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E649FC664013B58BF3328022DDE18A28.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
45431,5601050036893,300.0,Danone,"Yopro líquido manga, embalagem de 300g",,1.99,6.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1E004FD89D8A20EC3FC964ADAE11A7AF.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
52600,5601217137951,1710.0,Quanto,"Amaciador roupa concentrado ouro e orquídea branca, 95 doses",,3.99,2.33,1710,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D5BBE20226E42754DBBAD723FC764C65.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
11463,5601018001642,250.0,Gresso,"Manteiga com sal, embalagem de 250g",,2.14,8.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A5F1036925C0C6B8D6C067104A96CDE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7AC5179CFF33BEA38B382077FB05A477.jpg,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
47110,7613287218766,110.0,Nestlé,Bolsitas de puré de multifrutas,Embalagem de 110g,0.79,7.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A0DC006BA90FE4ED51AF00C38870697.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
51781,5604260327652,1000.0,PorSi,Iogurte Líquido Morango 1Kg/ 944Ml,,1.59,1.59,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CC88AAD4451E8700447A902943123884.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
11297,5000127524026,300.0,Kellogg's,"Cereais special k, frutos vermelhos",Embalagem de 300g,3.69,12.3,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CB255FE180D4EB8D64E75856EC06E921.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
54361,8410104915186,,Finish,"Detergente Loiça Máquina Quantum Limão, 28 Pastilhas",,5.99,5.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AF6445EE2B2537230E8784866A377CB3.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
1108,5601066300087,500.0,Nacional,"Massa de cotovelinhos, embalagem de 500g",,0.89,1.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/85D4AC87404986F6E33A67AEEDC0D0E8.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
24412,8410436297660,1300.0,Sonasol,"Lava tudo aloe vera e flores brancas, 1,3l",,2.09,1.61,1300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1CF7718543DB6BCDD620E4F3293279BF.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
2445,5998749109113,270.0,Pedigree,"Snack dentastix grande, embalagem de 270g",,3.45,12.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35241472DE7F17B0C520CB43E029E0A7.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
37510,7613036841498,90.0,Nestlé,"Pacote maçã e pêssego, embalagem de 90g",,0.65,7.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E9135C730A89C3C259880AD7C684D6EF.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
30173,5607238032022,330.0,Casa de Mateus,"Doce de morango, embalagem de 330g",,2.59,7.85,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D6070A1F1EB4D27068EDD936E4C7823.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
32158,4015400917328,480.0,Fairy,"Detergente Liquido da Loiça Limão, 480 ml",,2.99,6.23,480,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E2BD689329F214554584573973F36ED.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
41874,8718951313316,75.0,Colgate,"Pasta dentífrica cool mint, 75 ml",,2.59,34.53,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2DAA61BE6D06A4399D41EFB19DA0D088.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
44240,8410500010539,1200.0,Danone,"Iogurte líquido de morango kids, pack 12 x 100 g",,4.99,4.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/675F0D6784FF916C81A6BE90AA600C99.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
52768,5604260331444,400.0,PorSi,Pizza Barbecue 410G,,2.89,7.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/835FF4259E1C2C4EE8703481351F4FE5.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
24411,8410436297752,1300.0,Sonasol,"Lava tudo rosas e jasmim, 1,3l",,2.09,1.61,1300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A8DAC5F038BB6C2FB23FB3C7F35CC590.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
11974,5603722508752,200.0,Castelões,"Queijo em fatias original, embalagem de 200g",,2.19,10.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9709716796DE3B121923F09B97DF17ED.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
15126,2895032000000,250.0,Limiano,Queijo Flamengo Bola,1 un = 250 gr  (aprox.),2.45,9.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E05814E88CDCF87F22458F4E282D5518.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
16042,8410022000025,200.0,Donuts,Donuts classic,Embalagem de 200g,2.19,10.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E1B9DB77B40B4B4B4AC4E69C7559B6D6.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
17114,5000116110148,320.0,Capitão Iglo,"4 hamburguers vaca sem glúten, embalagem de 320g",,4.49,14.03,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F31F98EC751272F860D1F790EE53DF35.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
52601,5601217137944,1710.0,Quanto,"Amaciador roupa concentrado rubi e jasmim, 95 doses",,3.99,2.33,1710,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F98E5B67EBAD53610C2B7527547160F8.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
53163,8445291099418,,Buondi,"Café original nespresso, 10 cápsulas",,3.29,3.29,10,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E46F1C9FB77DF7B2C9479B336DCC810.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
1684,5602711107495,500.0,Rar,"Açúcar mascavado claro, embalagem de 500g",,1.69,3.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/399202B3EC363C102FC9F508496AC3C9.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
24413,8410436297783,1300.0,Sonasol,"Lava tudo PH neutro, embalagem de 1,3l",,2.09,1.61,1300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40B27BFEEAC61B53B8E103581B41FECE.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
31554,8435257039138,1280.0,Nestlé,"Nestlé - iogurte líquido de tutti-frutti, pack 8 x 160 g",,3.89,3.04,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FBACDDE5448B1E7990331AE3CC79D8AF.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
43424,5604260312627,6300.0,PorSi,Detergente Em Pó Marsella.6300 G,,9.99,1.59,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/82B06A5CDDD2B807848A092F365EBECB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/882B5A86D5A0AA8DC44704CE6E48DCAC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/882B5A86D5A0AA8DC44704CE6E48DCAC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/882B5A86D5A0AA8DC44704CE6E48DCAC.jpg,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
44914,5601119345379,160.0,Nobre,"Vegalia especialidade vegetariana de soja, lata com 8 unidades",,2.09,13.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8AC478A6669D2DB4609CB7280CA417C4.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
47109,7613287218704,110.0,Nestlé,"Bolsitas de puré de 4 frutas, embalagem de 110g",,0.79,7.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AAE972318DF3C7B29E7A2F9B4E66DEFB.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
52525,5604260328048,150.0,PorSi,Presunto Minho 9M F.Fina 150G,,3.99,26.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DB5A9158CE300CE982F72315A23DE09B.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
10128,8006540836224,,Dodot,Toalhitas Pure 0% Plástico,Embalagem de 48 unidades,1.74,1.74,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A6A917F7D6C239B691DF2BB237C59C0C.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
1331,5601165006255,259.0,Calvé,"Molho de alho, embalagem de 260g",,1.94,7.49,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/250292652676F63A9916D46B501BCEC4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
21052,8435257034270,640.0,Nestlé,"Iogurte líquido yoggi, sem lactose, morango/banana, embalagem de 4 x 160g",,2.19,3.42,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F9637E1E7F59896708553BA46B62C91.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
2740,8410063016627,400.0,Pescanova,"4 filetes de pescada panados com limão, embalagem de 400g",,4.99,12.48,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/793D04BEFB15F5DF82BA7896A4F9F018.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
41299,5601050036565,440.0,Danone,"Iogurte oikos maracujá, embalagem de 4 x 110g",,2.09,4.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29553156A2F0422FEBEDFC7E0CF7883D.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
49326,5603722520594,180.0,Milhafre,Queijo açoriano com -50% gordura,Embalagem de 180g,2.19,12.17,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/47969256C6F61652CFCE8A9B10492F28.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
51783,5604260327676,1000.0,PorSi,Iogurte Líquido Morango E Banana 1Kg/ 944Ml,,1.59,1.59,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/568FFCB442AD5B312FACD9B2980ADD4A.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
11950,5603722495106,200.0,Mimosa,"Nata uht light, embalagem de 200 ml",,0.91,4.55,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B134F58E2258EB7BCE2AC1B56CF95546.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
29739,8410436324502,1300.0,Sonasol,"Lava Tudo Leite de Amêndoa, 1.3 l",,2.09,1.61,1300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F0C3F7396A3707DA471842E1F133DA93.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
41979,5601050036244,160.0,Danone,"Yopro manteiga amendoim banana, embalagem de 160g",,1.19,7.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA86300496543407BC1BC50B2C72D742.jpg,,,,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
53292,8719200265424,450.0,Becel,"Creme vegetal culinária, 450g",,2.49,5.53,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/731104623BFBA291592C36763AD2ACB6.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE0F50DA9FD82BB1CA28828D6783A017.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE0F50DA9FD82BB1CA28828D6783A017.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE0F50DA9FD82BB1CA28828D6783A017.jpg,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,
