identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,avantages_dateFin,avantages_categorie,images_0,images_1,images_2,nro_paginas,page,images_3,images_4,images_5
7877,4023103156487,,Vileda,Recarga para balde com pedal,,6.39,6.39,0,,€/Unidade,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DECE5E224C2A61E0D04739CE87656442.jpg,,,12,4,,,
8391,5601049159992,1000.0,Mimosa,Leite especial cálcio + vitamina d magro,Garrafa de 1 l,0.98,0.98,1000,L,€/L,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9A4AD44FB60B5A45579B826AAB547587.jpg,,,12,4,,,
8415,8410500007836,600.0,Actimel Danone,"Actimel tutti-frutti,  6 x 100g",,2.79,4.65,0,kg,€/Kg,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DB1D3FA2CAFD2F870E694DAF87E93AD5.jpg,,,12,4,,,
8502,5601109211288,750.0,EVEL,Vinho branco doc douro,Garrafa de 750 ml,4.79,6.39,750,L,€/L,,,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/170D4E8A50CEC9755918B80CA1B25767.jpg,,,12,4,,,
865,5014328028740,16.0,Tetley,Infusão de frutos vermelhos,Embalagem de 20g,1.19,74.38,0,kg,€/Kg,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/781EBB6A7EF96D7BE9937F977C0554CF.jpg,,,12,4,,,
8794,5601237233220,750.0,JP,Vinho regional península de setúbal branco,Garrafa de 0.75 l,2.24,2.99,750,L,€/L,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/056F6DB9A532825718031B0227D04223.jpg,,,12,4,,,
887,5413548280189,125.0,Kinder,Chocolate shokobons,Embalagem de 130g,2.49,19.92,0,kg,€/Kg,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/185CCEF867B25C830AF04A47AE436445.jpg,,,12,4,,,
8907,5601356013062,750.0,Porta da Ravessa,Vinho doc alentejo tinto,Garrafa de 750 ml,2.19,2.92,750,L,€/L,,,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6959CDD5BE6F9D19F80D1BD635488E3C.jpg,,,12,4,,,
8929,5601377319082,750.0,Monsaraz,Vinho doc alentejo branco,"Garrafa de 0,75 l",2.99,3.99,750,L,€/L,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/57A61372BA394565717B5AEFA7626E3C.jpg,,,12,4,,,
8933,5601377339080,750.0,Monsaraz,Vinho Tinto DOC Alentejo,"Garrafa de 0,75 l",2.99,3.99,750,L,€/L,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/91D66AE5F752617A4B7436C49147FA1C.jpg,,,12,4,,,
9011,5601531101102,750.0,Deu-la-deu,Vinho Verde Alvarinho Branco,Garrafa de 0.75 l,5.89,7.85,750,L,€/L,,,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A59DDCB43A3BD6CCA2CD4215292E0BC5.jpg,,,12,4,,,
9113,5601989001566,750.0,Monte Velho,Vinho branco alentejo,Garrafa de 750 ml,3.99,5.32,750,L,€/L,,,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/535A67A6AB54BC16A34A4F4F6B7FCD26.jpg,,,12,4,,,
9252,5603089006199,200.0,Parmalat,Nata com ervas aromáticas,Embalagem de 200 ml,1.03,5.15,200,L,€/L,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1B8911025812A9BB9E6C9A1B12F65203.jpg,,,12,4,,,
9308,5603722501449,130.0,Primor,Manteiga com sal marinho,Embalagem de 130g,1.79,13.77,0,kg,€/Kg,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3C293E46CDEBC2751EF88E5A5F91F701.jpg,,,12,4,,,
939,5601001315107,200.0,Nestlé,Mistura solúvel tofina despertar,Embalagem de 200g,2.84,14.2,0,kg,€/Kg,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5CE6D55625AEDC805A15D1C134965D0D.jpg,,,12,4,,,
972,5601024030056,750.0,Oliveira da Serra,"Azeite extra virgem, azeitonas verdes",Garrafa de 750 ml,8.69,11.59,750,L,€/L,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F81E60325884A50540DA24AAB5A050E8.jpg,,,12,4,,,
974,5601024105051,3000.0,Fula,Óleo alimentar,Embalagem 3L,5.85,1.95,3000,L,€/L,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E8988831656F5EAF04A94786E82867B7.jpg,,,12,4,,,
9809,5608527000418,750.0,Dona Ermelinda,Vinho doc palmela branco,Garrafa de 750 ml,3.99,5.32,750,L,€/L,,,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2259C36579DB9596F3C8BA9119D1E5F8.jpg,,,12,4,,,
9860,5998749117774,60.0,Catisfactions,Snack para gato,Embalagem de 60g,1.69,28.17,0,kg,€/Kg,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7959C16D36E6FB98E4D26D4979458461.jpg,,,12,4,,,
9915,7613034515667,400.0,Yogolino,Nestle iogolino prep iog baunilha 100g,Embalagem de 400g,2.24,5.6,0,kg,€/Kg,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6DFBF92BD5C54390DA283A2A6DCEF443.jpg,,,12,4,,,
8413,8410500008932,600.0,Actimel Danone,"Actimel morango, 6 x 100g",,2.79,4.65,0,kg,€/Kg,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F6EB1A175778A171D463316E7A3FAC27.jpg,,,12,4,,,
19415,5601028019798,,Renova,"Rolo de cozinha design xxl, 3 rolos",Embalagem de 3 unidades,1.99,1.99,3,,€/Unidade,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72BDE5829FC47024A80D1CC998CA1B8E.jpg,,,12,4,,,
51403,5604260325689,1000.0,PorSi,Vinagre de limpeza,Garrafa de 1 l,0.95,0.95,1000,L,€/L,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D97716AE40F4384225AEA397971D7BFD.jpg,,,12,4,,,
8434,5601050033731,620.0,Danone,"Iogurte activia líquido 0% lima/limão,  4 x 155 g",,1.99,3.21,0,kg,€/Kg,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E8DD28A0F1244F3320993F3917832E4F.jpg,,,12,4,,,
14862,2696029000000,70.0,Padaria,Carcaça Rústica 70 g,,0.17,2.43,0,kg,€/Kg,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7501756B5498BDF68A954DEA96B9AD1C.jpg,,,12,4,,,
44701,5053990156009,175.0,Pringles,Pringles original,Embalagem de 175g,2.39,13.66,0,kg,€/Kg,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A4350F1969E3C38471802CC20C7A43A5.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/843E1395B62C4B40E91467CF90852642.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/843E1395B62C4B40E91467CF90852642.jpg,12,4,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/843E1395B62C4B40E91467CF90852642.jpg,,
49085,5604260323555,300.0,PorSi,8 rissóis de camarão,Embalagem de 300g,1.25,4.17,0,kg,€/Kg,,Tipo de stockagem,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D126C42EDA26B0D368147D17B093DA22.jpg,,,12,4,,,
41717,5604260303816,90.0,PorSi,Saqueta de puré de fruta | maçã + pera,90 g,0.74,8.22,0,kg,€/Kg,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BDC9DCB2575995ED71759BEA2C9A3172.jpg,,,12,4,,,
13095,2893071000000,100.0,Peixaria,Carapau Pequeno,1 un = 100 g (aprox.),0.3,2.99,0,,€/Kg,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A6FA4A5C89011F3F27A60AD959FD9913.jpg,,,12,4,,,
35837,5604260295289,1500.0,PorSi,Refrigerante com gás de laranja,Garrafa de 1.5 l,0.88,0.59,1500,L,€/L,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7340B94410405DF85CA874C09DC0A37A.jpg,,,12,4,,,
17873,8718951037885,500.0,Ajax,Limpa vidros recarga tripla ação,Embalagem de 500 ml,1.79,3.58,500,L,€/L,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/42625D659AA36AA56C9B694404679879.jpg,,,12,4,,,
35542,7613036867405,210.0,Nescafé,Café em cápsulas dolce gusto ristreto intenso,Embalagem de 210g,9.99,47.57,0,kg,€/Kg,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/267E125B7795F042AD3E2E89E4989A32.jpg,,,12,4,,,
36657,5601217132673,500.0,Cillitbang,Spray lixívia e higiene,Garrafa de 500 ml,2.49,4.98,500,L,€/L,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B883369E3F8FD2106485DC8F041B61F8.jpg,,,12,4,,,
13175,2893160000000,300.0,Marisco,Mexilhão Médio Fresco,Vendido ao peso,0.6,1.99,0,,€/Kg,,,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1B99F057F8C4C1BA9A19D558FEEB76B4.jpg,,,12,4,,,
24415,8410436299961,1300.0,Sonasol,Lava tudo lavanda,"Embalagem de 1,3L",2.09,1.61,1300,L,€/L,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4C901B46EE167F7ABAA5D085E91578A1.jpg,,,12,4,,,
44240,8410500010539,1200.0,Actimel Danone,"Actimel Kids, 12 x 100 g",,4.79,3.99,0,kg,€/Kg,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30A5D0ACB9ED08A0E0975059507175B8.jpg,,,12,4,,,
1414,5601252106639,750.0,Gallo,Azeite virgem delicado,Garrafa de 750 ml,8.69,11.59,750,L,€/L,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/14892E13E5F7C3707D2EB967992642D1.jpg,,,12,4,,,
50405,8445290489173,900.0,Cerelac,Papa Infantil + 6 meses,Embalagem de 900g,6.29,6.99,0,kg,€/Kg,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AC49BEE482A5844CB7C28462BEA4C70C.jpg,,,12,4,,,
13566,2893560000000,250.0,Congelado de Aquicultura,Camarão Congelado 20/30,1 un = 250 gr  (aprox.),2.2,8.79,0,,€/Kg,,Avantages !,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/863DB9F10BE616A55736AB7A17BC6BB5.jpg,,,12,4,,,
49223,5604260322633,90.0,PorSi,Saqueta puré de fruta e bolacha,Embalagem de 90g,0.74,8.22,0,kg,€/Kg,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F218EA95CBA167422382632AB54B0FE0.jpg,,,12,4,,,
49225,5604260322657,90.0,PorSi,Saqueta puré de fruta,Embalagem de 90g,0.74,8.22,0,kg,€/Kg,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9AD870D1CAD79AE0716C1075F5C158F0.jpg,,,12,4,,,
8400,5601050033779,620.0,Danone,"Iogurte activia líquido cereais,  4 x 155 g",,1.99,3.21,0,kg,€/Kg,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3AC3707CF655B8CC61D2C80E4828D7C8.jpg,,,12,4,,,
52326,8720181384776,,Skip,Detergente Máquina Roupa Líquido Active Clean,56 Doses,9.99,9.99,0,,€/Unidade,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB959F644F3F5B9BCC6B250AF56B6E18.jpg,,,12,4,,,
13582,2893577000000,800.0,Peixaria,Solha Congelada (200/400),Pescado no mar,3.99,4.99,0,,€/Kg,,Avantages !,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/09CD29C77ECA15BC59D0A288B72C20B4.jpg,,,12,4,,,
36910,5604260326068,,PorSi,Fraldas agility T6 para + de 17 kg,30 unidades,5.69,5.69,0,,€/Unidade,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C8AE5AF97E01CC5E961749F64F41AB9A.jpg,,,12,4,,,
49221,5604260322602,90.0,PorSi,Saqueta puré de fruta,Embalagem de 90g,0.74,8.22,0,kg,€/Kg,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9893E2C7164F12F4E4974DE54879A4ED.jpg,,,12,4,,,
5143,5601096201309,750.0,Casal Garcia,Vinho verde branco,Garrafa de 0.75 l,2.99,3.99,750,L,€/L,,,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/056BD080A2D98C87EBA807C039694917.jpg,,,12,4,,,
977,5601024124052,750.0,Oliveira da Serra,Azeite virgem extra seleção ouro,Garrafa de 750 ml,8.99,11.99,750,L,€/L,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1949CA33BBB7B540392F14948B1D8BF.jpg,,,12,4,,,
10859,3023290400395,230.0,Nestlé,"Iogurte mix-in kit kat,  2 x 115 g",,1.99,8.65,0,kg,€/Kg,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D24FD8641E9037F3EAA23A9C6F869324.jpg,,,12,4,,,
23524,5000204922851,750.0,WC Pato,"Líquido sanitário extra power, marinho, 750 ml",,1.69,2.25,750,L,€/L,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FF6B5BA6C8EB35DB501C05C209AD45D0.jpg,,,12,4,,,
15886,5601027003859,210.0,Manhãzitos,Manhãzitos original,Embalagem 6x2 unidades,2.29,10.9,0,kg,€/Kg,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71329DB5D34C05CB20373BAE1032B91A.jpg,,,12,4,,,
24414,8410436297691,1300.0,Sonasol,Lava tudo camomila e flor de laranjeira,"Embalagem de 1,3L",2.09,1.61,1300,L,€/L,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B18B6CCDC35A0C75589B9509520BFD6.jpg,,,12,4,,,
49224,5604260322640,90.0,PorSi,Saqueta puré de fruta e aveia,Embalagem de 90g,0.74,8.22,0,kg,€/Kg,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/59D0B4997F6BB91367D9F5B747F7D847.jpg,,,12,4,,,
5521,5601692071214,1000.0,Bom sucesso,Arroz agulha,Embalagem de 1 kg,1.34,1.34,0,kg,€/Kg,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67549B74E1964578541F2476DCA87536.jpg,,,12,4,,,
9698,5604260271047,200.0,PorSi,Mortadela de peru fatiada,Embalagem de 200g,1.99,9.95,0,kg,€/Kg,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B9C433B2EDADBA753EBE9458E88B36E.jpg,,,12,4,,,
11930,5603089003679,200.0,Parmalat,Nata uht carbonara,Embalagem de 200 ml,1.03,5.15,200,L,€/L,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7103608D2E44D48C929116E950C3FF6B.jpg,,,12,4,,,
14346,3387390406849,150.0,Nestlé,Barras cereais chocapic,Embalagem de 150g,2.99,19.93,0,kg,€/Kg,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62C7C838E38BFF97731D8D005E4F2D59.jpg,,,12,4,,,
2406,5608543000102,30.0,Tetley,Chá preto,Embalagem de 30g,1.29,43.0,0,kg,€/Kg,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2CA31FF335EAFD397F63994E5AF9EBC.jpg,,,12,4,,,
24412,8410436297660,1300.0,Sonasol,Lava tudo aloe vera e flores brancas,"Embalagem de 1,3L",2.09,1.61,1300,L,€/L,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/99177C313800E1C306087975E7A5D1E7.jpg,,,12,4,,,
36486,5604260295296,1500.0,PorSi,Refrigerante com gás de ananás,Garrafa de 1.5 l,0.96,0.64,1500,L,€/L,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EA2AD0E8576CD87A7581FE9645CA11FC.jpg,,,12,4,,,
44795,5601151971437,1000.0,Pepsi,Pepsi max,Garrafa de 1 l,0.99,0.99,1000,L,€/L,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D41E70783394B937C5E8504D6A01EA4.jpg,,,12,4,,,
46768,5601082046068,55.0,Delta Q,Café Qalidus XXL,Embalagem com 60 cápsulas,19.99,363.45,0,kg,€/Kg,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2FDABFD124B07CB91B7546AA7A8E4A79.jpg,,,12,4,,,
52339,8720181392924,,Comfort,Amaciador Roupa Concentrado Creations Lírios e Morango,76 Doses,3.99,3.99,0,,€/Unidade,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8F3E1CB8E1F41E507DB7FBA8EF126461.jpg,,,12,4,,,
1281,5601151136140,1000.0,Compal,Nectar vital equilibrio ananás/coco,Embalagem de 1 l,1.49,1.49,1000,L,€/L,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2353850FA900673F4C3B08C535F9375F.jpg,,,12,4,,,
1420,5601252107131,250.0,Gallo,Vinagre balsâmico modena,Garrafa de 250 ml,1.59,6.36,250,L,€/L,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CFFAABA356A1FEBBDE1686B6D03B7362.jpg,,,12,4,,,
26062,5601082041742,220.0,Delta,Café moagem universal timor,Embalagem de 220g,2.75,12.5,0,kg,€/Kg,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ADF6DAB3E877271F201912BF13D8C4E0.jpg,,,12,4,,,
41895,5000116125784,220.0,Capitão Iglo,12 nuggets frango polme americano,Embalagem de 220g,2.99,13.59,0,kg,€/Kg,,Tipo de stockagem,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A36D918CE859C1F06A618542B06F111.jpg,,,12,4,,,
49222,5604260322619,90.0,PorSi,Saqueta puré de fruta,Embalagem de 90g,0.74,8.22,0,kg,€/Kg,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4251DEF026D5F1BF3A5A1F6CDA25AD90.jpg,,,12,4,,,
49505,8006540618578,,Dodot,Fraldas Bebé Seco Extra T3+ 7-11kg,Embalagem c/ 66 un.,13.49,13.49,0,,€/Unidade,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BEEC46C8A19C711256F037B8E4254626.jpg,,,12,4,,,
5247,5601151720752,850.0,Compal,Feijão frade,Lata de 850g,1.74,2.05,0,kg,€/Kg,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9F9B431A96B6B05E71B79E3CE414A982.jpg,,,12,4,,,
8808,5601252107094,250.0,Gallo,Vinagre vinho branco,Garrafa 250ML,1.19,4.76,250,L,€/L,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/86233C156105BC4DB5DB2B825F1FC1C0.jpg,,,12,4,,,
9111,5601989001412,750.0,Monte Velho,Vinho regional alentejano tinto,Garrafa de 0.75 l,3.99,5.32,750,L,€/L,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71C75E8C8338510892305D4318796B26.jpg,,,12,4,,,
11672,5601217126399,1650.0,Woolite,Detergente líquido p/ máquina lavar roupa cores escuras,"Garrafa de 1,65 l",6.99,4.24,1650,L,€/L,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F70AD128C36B39364F81379E51C417C0.jpg,,,12,4,,,
16229,8712561587495,4000.0,Comfort,"Amaciador de roupa, pure",Garrafa de 4 l,4.99,1.25,4000,L,€/L,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AAE7E7461FE5C9CAA68CFDC37842673D.jpg,,,12,4,,,
34996,5601174790008,750.0,João Pires,Vinho branco regional península de setúbal,Garrafa de 0.75 l,3.49,4.65,750,L,€/L,,,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B598AC1C73A58F1EC40A70C6232C7E97.jpg,,,12,4,,,
3642,3059943009080,250.0,Air Wick,Ambientador recarga lavanda,Garrafa de 250 ml,3.59,14.36,250,L,€/L,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/756F620C8BCD41CE49D260CCD66BCDF2.jpg,,,12,4,,,
38557,5601027004764,315.0,Manhãzitos,Manhãzitos® planetus 9x2 un.,Embalagem de 315g,2.89,9.17,0,kg,€/Kg,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9668562796F86C61BB4FA95BDBF9C111.jpg,,,12,4,,,
50389,8445290351401,,Nescafé,Cápsulas Café Sical Extra Creme Int. 7,Embalagem de 30 unidades,8.99,8.99,30,,€/Unidade,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D965C0B28E0B826E88C1C747AF626B8F.jpg,,,12,4,,,
51575,5604260326044,,PorSi,Fraldas para bebé agilidade T4 9-15kg,50 unidades,6.69,6.69,0,,€/Unidade,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A25E4A3651A040A2058DC5D78463847.jpg,,,12,4,,,
888,5413548283128,200.0,Kinder,Chocolate chokobons,Embalagem de 200g,3.69,18.45,0,kg,€/Kg,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4967526F4CB12D21BEBE46000F78B16F.jpg,,,12,4,,,
924,5601001120503,370.0,Nestlé,Leite condensado,Embalagem de 370g,2.54,6.86,0,kg,€/Kg,,,2024-07-31T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0EE7923C8616BBD98A14510DEC4DF765.jpg,,,12,4,,,
11671,5601217126382,1650.0,Woolite,Detergente líquido p/ máquina lavar roupa cores,"Garrafa de 1,65 l",6.99,4.24,1650,L,€/L,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/50465693868DD35972833B1D4D848AC2.jpg,,,12,4,,,
1965,5604260061556,210.0,PorSi,Bolachas waffers morango,Embalagem de 210g,1.08,5.14,0,kg,€/Kg,,,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6F356F6CE8F384B8CEF6FD248AF1DFF4.jpg,,,12,4,,,
