identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,images_6,avantages_dateFin,avantages_categorie,nro_paginas,page
14921,2892534000000,400.0,Legumes,Couve Bróculo,Vendido ao peso,0.8,1.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4F48873F332B6ECE759CD88793270811.jpg,,,,,,,2025-03-12T23:59:59.999999999Z,PROSPECTUS,13,1
12994,2892524000000,100.0,Legumes,Cenoura Granel,1 un = 100 gr (aprox.),0.09,0.85,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5AEDEF3ED6ABEF24EACEE9C46AA7916F.jpg,,,,,,,2025-03-12T23:59:59.999999999Z,PROSPECTUS,13,1
13866,2891048000000,1000.0,Porco,Bifanas,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72DE0DA6B485199AC995C629E3E4D279.jpg,,,,,,,2025-03-12T23:59:59.999999999Z,PROSPECTUS,13,1
40976,5604172000353,5000.0,Monchique,"Água mineral natural alcalina, garrafão de 5 l",,1.47,0.29,5000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2BACA310CD77083BBEB3152C5063FFEE.jpg,,,,,,,2025-03-12T23:59:59.999999999Z,PROSPECTUS,13,1
13818,2892584000000,250.0,Legumes,Pimento Vermelho,1 un=250 gr (aprox.),0.62,2.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F76C07448A59E6639379639A64EE2C63.jpg,,,,,,,2025-03-12T23:59:59.999999999Z,PROSPECTUS,13,1
13893,2891043000000,1000.0,Porco,Entrecosto,Vendido ao peso a partir de 1 kg,4.99,4.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA05EE99D302D59771FCC108473E0700.jpg,,,,,,,2025-03-12T23:59:59.999999999Z,PROSPECTUS,13,1
13954,2891192000000,500.0,Porco,Tiras da Costela/Piano,1 un = 500 gr (aprox.),3.0,5.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7D0B09E93398DFB0B31D06D5AFBD6B99.jpg,,,,,,,2025-03-12T23:59:59.999999999Z,PROSPECTUS,13,1
11967,5601049612336,250.0,Mimosa,"Manteiga com sal, embalagem de 250g",,2.14,8.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2C2D066D904F137421CA4F472DC07738.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B59AE74FD0DBE6C3112F001AFF69E867.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BB9196C3025886DBB6F20EDD70A1CA7A.jpg,,,,,2025-03-12T23:59:59.999999999Z,PROSPECTUS,13,1
13934,2891062000000,250.0,Porco,Rojões,1 un = 250 gr  (aprox.),1.0,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/925F2FDC1F925A7FD71EE6165315B22E.jpg,,,,,,,2025-03-12T23:59:59.999999999Z,PROSPECTUS,13,1
14882,2891118000000,1600.0,Frango,Frango Inteiro Grande,1 un = 1.6 kg (aprox.),3.66,2.29,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3581EC31F0B1F288A68020FE172EC513.jpg,,,,,,,2025-03-12T23:59:59.999999999Z,PROSPECTUS,13,1
41876,5604172000520,9000.0,Monchique,"Água mineral natural, 6 x 1.5l",,3.89,0.43,9000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D804156A7441EC8EE6CE6F8CBAF1941E.jpg,,,,,,,2025-03-12T23:59:59.999999999Z,PROSPECTUS,13,1
13833,2892579000000,300.0,Legumes,Pepino,1 un = 300 gr  (aprox.),0.48,1.59,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BD2734BFC4704D52A466FC85B929304E.jpg,,,,,,,2025-03-12T23:59:59.999999999Z,PROSPECTUS,13,1
17207,8006540943687,1800.0,Fairy,Detergente manual de loiça limão,Embalagem de 2 x 900 ml,6.99,3.88,1800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2EE328B1B3FB1BA0162E77ED87C40E9.jpg,,,,,,,2025-03-12T23:59:59.999999999Z,PROSPECTUS,13,1
2255,5604260267903,500.0,PorSi,"Massa fettuccine, embalagem de 500g",,1.29,2.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/18407BCA8571F0FADB3A4F41B971F2FA.jpg,,,,,,,2025-03-12T23:59:59.999999999Z,PROSPECTUS,13,1
24920,5604260281848,500.0,PorSi,Massas alimentícias laços,Embalagem de 500g,0.99,1.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1693538ACC0B37B44EA7A19996490A3.jpg,,,,,,,2025-03-12T23:59:59.999999999Z,PROSPECTUS,13,1
11469,5601028016681,,Renova,"Papel higiénico compacto, folha dupla",4 = 12 rolos,2.49,2.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/833BBD2F004421BEB7D3758CD6F84330.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5256AFB114E96932DA597D5372942F20.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0AC1E0BF4245ABCA66BD5F1E70264BC6.jpg,,,,,2025-03-12T23:59:59.999999999Z,PROSPECTUS,13,1
13821,2892597000000,200.0,Legumes,Tomate Cacho,1 un = 200 gr (aprox.),0.36,1.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FD67F77AFAB450B6A4FA38E0279E6686.jpg,,,,,,,2025-03-12T23:59:59.999999999Z,PROSPECTUS,13,1
23277,5604260281268,150.0,PorSi,Salada aromática origens,embalagem de 150 g,1.39,9.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C822174AC715DAAEACE1CDBB865D9449.jpg,,,,,,,2025-03-12T23:59:59.999999999Z,PROSPECTUS,13,1
31516,8435257039107,1280.0,Nestlé,"Yoggi liquido morango, embalagem de 8x160g",,3.89,3.04,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/919C3780A665F064AD1803A3631A5911.jpg,,,,,,,2025-03-12T23:59:59.999999999Z,PROSPECTUS,13,1
40383,2696845000000,500.0,Padaria,Pão forma de Rio Maior,500 g,1.4,2.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/17337BA5BC6BED0E351797EFE70D6ACA.jpg,,,,,,,2025-03-12T23:59:59.999999999Z,PROSPECTUS,13,1
42147,5604260308996,300.0,PorSi,Bolachas digestive chocolate,Embalagem de 300g,1.69,5.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A4068CC0C2DB3223627807AC60DB0FC.jpg,,,,,,,2025-03-12T23:59:59.999999999Z,PROSPECTUS,13,1
