identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,avantages_dateFin,avantages_categorie,nro_paginas,page,images_5,images_6
861,5010394996587,500.0,Pedigree,"Guloseima para cão markies, embalagem de 500g",,3.59,7.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F33E65574F1E1B31A1F045354DE41660.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
1230,5601146232512,1500.0,Joi,"Refrigerante sem gás, maracujá e la, garrafa de 1,5 l",,1.29,0.86,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/430468AF369DBE1139E298A0EA69B620.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
2123,5604260252275,180.0,PorSi,Mini tostas integrais,Embalagem de 180g,1.49,8.28,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EE0A94B6FEE04D9A799E630FA9817CDB.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
35655,5604260292844,300.0,PorSi,Palmiers,Embalagem de 300 g,1.69,5.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6447A7B26ED89CB120DA67E7F244C415.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
13585,2893580000000,250.0,Marisco,Gambão Congelado 20/30,Vendido a partir de 250 (aprox.),2.5,9.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8045A02528560B0A77B8815B2FADD1B4.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
16492,8718951037847,500.0,Ajax,"Limpa vidros pistola, tripla acção, embalagem de 500 ml",,1.97,3.94,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/835152AD536CA633AE488A10E244161F.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
42845,5604260287154,200.0,PorSi,Amendoim caramelizado,Embalagem de 200g,1.39,6.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ABF2CDFFBAB7CF81DD3B568773A40BE1.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
52600,5601217137951,1710.0,Quanto,"Amaciador roupa concentrado ouro e orquídea branca, 95 doses",,3.99,2.33,1710,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D5BBE20226E42754DBBAD723FC764C65.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
7324,3228020390131,250.0,President,"Manteiga magra meio sal, embalagem de 250g",,2.59,10.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/331DC0C2868698A1CF61BBA910E6E1D6.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
14372,8712100599392,550.0,Calvé,"Ketchup top down, embalagem de 550g",,2.59,4.71,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D3218F33B22BC3205033BC41E176600.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
16042,8410022000025,200.0,Donuts,Donuts classic,Embalagem de 200g,2.19,10.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E1B9DB77B40B4B4B4AC4E69C7559B6D6.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
35462,8410500023652,300.0,Yopro,"Iogurte liquido proteína yopro morango/framboesa, 300g",,1.99,6.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0355698CE2ECE716D8F24A21D83D0BA6.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
43768,7613287121783,187.0,Smarties,"Smarties mini chocolate, 187g",,3.59,19.2,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/044C78E073B5B5B26D68268157615A9F.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E8FEE980732B87942B93ED2D1ABFFA78.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E8FEE980732B87942B93ED2D1ABFFA78.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E8FEE980732B87942B93ED2D1ABFFA78.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E8FEE980732B87942B93ED2D1ABFFA78.jpg,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
5143,5601096201309,750.0,Casal Garcia,"Vinho verde branco, garrafa de 0.75 l",,2.79,3.72,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C499325EC5B55389E1608DCDF3310034.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
11503,5601050019100,600.0,Danone,"Danacol frutos exóticos, embalagem de 6 x 100 g",,2.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A16EAD58E7A10ECD338C77C33D25273.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
50377,8445290351357,,Nescafé,"Dolce gusto sical espresso cafés 99.2 g, embalagem de 16 unidades",,5.99,5.99,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/44FD43160B41B883D60D056B524E6B93.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
9113,5601989001566,750.0,Monte Velho,"Vinho branco alentejo, garrafa de 750 ml",,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7B25882D8E40FB5175386823B109A8BD.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
10842,2895207000000,250.0,Santiago,Queijo 3 Igrejas Cura 2m Pimentão,Vendido ao peso a partir de 250 gr,3.0,11.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F11F4EC63EB49EF2522FB61028743A0.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
1453,5601286207579,500.0,Milaneza,"Massa para lasanha com ovo, embalagem de 500g",,1.93,3.86,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CF24B89A0856350191ED577D5DB60D92.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
22395,8712100745614,412.0,HellmannS,"Mionese top down, embalagem de 410g",,2.99,7.26,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/69FC39D7436E837B71E260D76DC0DC69.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8441A970BF19CB238C08CCCD9712CAB2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8441A970BF19CB238C08CCCD9712CAB2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8441A970BF19CB238C08CCCD9712CAB2.jpg,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
28507,8006540618752,,Dodot,Fraldas Bebé Seco Extra +14kg T6,Embalagem c/ 48 un.,13.49,13.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B2C8C276E6D8600A83CC88CD26B6A19.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
29690,5029053010052,,Scottex,Papel Higiénico Húmido Fresh,1 Embalagem c/42 unidades,1.15,1.15,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D7A0DFA7ECDD445D8F263C486D20279A.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
44684,8002230000302,700.0,Aperol,"Aperol, 700 ml",,15.49,22.13,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/86958346780D70B7808604DB5C5938BA.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
48476,5604260323012,400.0,PorSi,Comida húmida para gato júnior,Embalagem de 4 x 100 g,1.89,4.73,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/132F1547DAD16000C7A850DD746706C0.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
5095,5601050026405,300.0,Danone,"Queijinho dadoninho petitdino de morango, embalagem de 6 x 50g",,1.99,6.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/285FD05A8135D405134AF6FB325A781F.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
54361,8410104915186,,Finish,"Detergente Loiça Máquina Quantum Limão, 28 Pastilhas",,5.99,5.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AF6445EE2B2537230E8784866A377CB3.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
8521,5601119956810,120.0,Nobre,"Fiambre perna extra fatiado, embalagem de 120g",,1.89,15.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B962872D940BF7EEEBDD095332A56017.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
940,5601001322402,20.0,Nescafé,"Café solúvel nescafé, embalagem de 20g",,1.49,74.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BCEBB6129FC84253AC3E2D01F300F9A9.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
15503,8410500018931,400.0,Danonino Danone,"Iogurte líquido danonino tutti frutti, embalagem de 4 x 100 g",,2.09,5.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49D4DFA8C6DABEB79926D4F0312C64D8.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
18161,5601164884465,1320.0,Somersby,Sidra frutos vermelhos,pack 4 x 0.33 l,3.89,2.95,1320,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/507246A606E1CB1D17B01F2DC7199F50.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
2268,5604260269952,250.0,PorSi,Gressinos com azeitonas pretas,Embalagem de 250g,1.99,7.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A043D7E90AA990A3052B9B47E82507F9.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
26177,5603722514470,1000.0,Matinal,"Leite seleccionado leve, de 1l",,1.1,1.1,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3414EC19C8611CE7E0D99781254117D1.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
26645,8434165483965,570.0,Cuétara,"Bolachas tosta rica, embalagem de 570g",,2.99,5.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/280E50EBC29DD4AE6A9CCE7FB9666CBB.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
27713,5604260281237,250.0,PorSi,Sopa de caldo verde Programa Origens,Embalagem de 250g,0.99,3.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F605C6093C10332FD3D8A8E032FB106.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
31554,8435257039138,1280.0,Nestlé,"Nestlé - iogurte líquido de tutti-frutti, pack 8 x 160 g",,3.89,3.04,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FBACDDE5448B1E7990331AE3CC79D8AF.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
42785,5604260310074,250.0,PorSi Select,Queijo manchego D.O.P,Embalagem de 250g,5.29,21.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B883B24D8849BAD51A50E353865A0840.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
48157,5604260321261,1000.0,PorSi Viva Bem,Bebida de soja s/ açúcar,Embalagem de 1 litro,0.79,0.79,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7C840C9AA80A8A587DE7E0362CD9F3E4.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
10639,8712566395514,61.0,Knorr,"Sopa gourmet, cogumelos, embalagem de 60g",,1.99,32.62,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/37AB5E4154A122936DBF40F8E46CCD3D.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
10900,3228021920191,250.0,President,"Manteiga fácil de barrar, embalagem de 250g",,3.56,14.24,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AD6F66474E604C53FDAA16EA65E09D09.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
12471,8435257040868,640.0,Nestlé,"Iogurte líquido yoggi morango/banana, embalagem de 4 x 160g",,1.99,3.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E92C48D7A1A5BA67322D0E6250F5BAFF.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
18596,8410500016029,400.0,Danone,"Iogurte líquido danonino morango/banana, embalagem de 4 x 100 g",,2.09,5.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/79AABB1D751FE6F57112090F819DD6BE.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
2249,5604260267682,500.0,Kings Bräu,"Cerveja com álcool, lata","Embalagem de 0,50 l",0.62,1.24,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FC48C06C2E921680338523A8F8F52E6A.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
2283,5604260270132,420.0,PorSi,Feijão com dobrada,Embalagem de 420 g,2.29,5.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AB5D3490FB313F305F7EB50B889F83EB.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
2740,8410063016627,400.0,Pescanova,"4 filetes de pescada panados com limão, embalagem de 400g",,4.99,12.48,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/793D04BEFB15F5DF82BA7896A4F9F018.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
36952,7613036862295,,Nescafé,"Café em cápsulas dolce gusto intenso, 16 cápsulas",,5.79,5.79,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E961429E3414F1C39643E5CB1F2C82A7.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
40403,5604260298303,750.0,Selecção de Enófilos,Espumante branco bruto,Garrafa de 0.75 l,2.99,3.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/398E3D84BFC1E08E9F2B8B8F63CF437F.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
42176,5604260306022,300.0,PorSi,"Azeitona maçanilha mista com azeite, alho e orégãos",Embalagem de 300 g,1.99,6.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0629079FC8AA96E542DF91495DC1AF2B.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
49258,8718951476271,75.0,Colgate,Pasta de Dentes Gengivas Limpeza Interdentária,Embalagem de 75 ml,3.24,43.2,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71413787DADCB43D7EE037F2CCCABD18.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
53942,5603722523298,1000.0,Matinal,"Bebida de leite sem lactose livre, 1l",,1.25,1.25,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3F3F185EBF624903AC3031EAC11A6631.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
854,5010394133852,500.0,Pedigree,"Guloseima para cão biscrok, embalagem de 500 g",,3.49,6.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0D226EB3269B404D077B080902C1C0AC.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
13541,2893533000000,250.0,Congelado de Aquicultura,Camarão Congelado 60/80,1 un = 250 gr  (aprox.),2.0,7.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29A2DFA509FFDAFCD18E7F308BD753B4.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
13567,2893562000000,250.0,Marisco,Ameijoa Castanha Vietnamita Congelada,vendido ao peso a partir de 250 g,0.75,2.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/33CC3279E2741F227440A7AFDC3AEEF9.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
19585,8435257033822,720.0,Longa vida,"Iogurte magro natural, embalagem de 6 x 120g",,2.29,3.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0343709B1D70140B7336A86F6CAA12F8.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
25735,5000116112173,208.0,Capitão Iglo,"10 nuggets peito de frango e queijo, embalagem de 210g",,3.49,16.78,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C51CDDEB144DBFB12E5D153B5560BAD5.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
30721,5601883270013,150.0,Nova Açores,"Queijo da ilha fatiado, embalagem de 150g",,1.89,12.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40CA9125AF84B5E9D880FDC49E57282C.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
37768,5604260296514,400.0,PorSi,Lasanha à Bolonhesa,Embalagem de 400 g,2.49,6.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EAED8EAC3E3C589BFC55B562CBB15A69.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
40738,5604260302581,250.0,PorSi,"Iogurte natural açucarado em frasco de vidro,  2 x 125 g",,0.99,3.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/05C7F0B56F09A7EBB5D6966BC2D96763.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
483,3033710046645,400.0,Nestlé,"Fruta para bebé maçã manga +6 meses, embalagem de 4 x 100g",,2.24,5.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B957252E4468B4428B54FDF0DEC950C2.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
49819,5603722517327,600.0,Matinal,"Leite seleccionado leve, pack 3 x 200 ml",,1.43,2.38,600,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E1E39519082067F8E10CE178A1C4928.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
1212,5601119950481,420.0,Nobre,"Refeição caseira almôndegas, embalagem de 420g",,2.99,7.12,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/337528A4932DEE68006A1ECADBCE182B.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
1224,5601146000104,1000.0,Sagres,"Cerveja com álcool, garrafa de 1l",,1.79,1.79,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B73052CDDDC1D5B2607AF6499F6FC79B.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
16493,8718951037939,500.0,Ajax,"Limpa vidros pistola, cristal, embalagem de 500 ml",,1.97,3.94,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2152E81252C8B3ECCDB87063FC44E64.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
2270,5604260269976,250.0,PorSi,Gressinos com sésamo,Embalagem de 250 g,2.14,8.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BDF586C2CDA278F8774B7C2113F5E39C.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
26341,5601012011920,750.0,Papa Figos,"Vinho doc douro branco, garrafa de 750 ml",,5.99,7.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/47C911133755ED927EA5820F32D168BD.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
36282,5602016061096,750.0,Cacho Fresco,"Vinho branco frisante, garrafa de 0.75 l",,1.64,2.19,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D86515914160CB8CA3A3E44260175D9.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
37045,5601217132659,500.0,Cillitbang,"Spray bolor e sujidade, garrafa de 500 ml",,2.49,4.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A51671BCEA4544BF377B06769DE1169.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
41128,5604260303212,180.0,PorSi Select,Batata palha finíssima,Embalagem de 180 g,1.59,8.83,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/812AC943F9D2E6012814FABECADD39D4.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
42240,5000396041392,199.0,McVities,"Bolacha digestiva chocolate negro, embalagem de 200g",,2.54,12.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/44933B55AD24092BA19041B105948178.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
42864,5604260298280,750.0,Selecção de Enófilos,Espumante meio seco,Garrafa de 750 ml,2.99,3.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B7EDB9EB81AFB359E7FC8BA2D26301E7.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
6413,8410414000466,700.0,Eristoff,"Vodka, garrafa de 700 ml",,11.59,16.56,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3932BA2F2F3F297229BC618DE86647F0.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
9111,5601989001412,750.0,Monte Velho,"Vinho regional alentejano tinto, garrafa de 0.75 l",,3.89,5.19,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5313E203A06105D1BF7A5AD8308AD864.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
10595,8712000900014,1500.0,Heineken,"Cerveja com álcool, embalagem de 6x0,25 l",,4.49,2.99,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/63BE27FDC0B9B249A8F4BBA82132DFD3.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
13522,2893514000000,200.0,Peixaria,Choco Pequeno Congelado,1 un= 200 gr (aprox.),1.9,9.49,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/37754AAC1A8B81BA5D21C470572981B5.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
19586,8435257028057,720.0,Longa vida,"Iogurte aroma 0% tutti fruti/coco, embalagem de 6 x 120g",,2.29,3.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6FEC33DAE59256CBE3074F3F03199908.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
20032,5602947000010,750.0,Quinta da Pacheca,Vinho tinto doc douro,Garrafa de 750 ml,5.49,7.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E98EA253AD421BB8B156D996574E752.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
20433,5601244500070,1000.0,Terra Nostra,"Leite de pastagem magro, embalagem de 1 l",,0.91,0.91,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B939B1217BBC39F38E62527F688EBFEA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E6424B45F8177C670F59F3BF8C085519.jpg,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
20912,5601096227309,750.0,Aveleda,"Vinho verde branco loureiro/alvarinho, garrafa de 0.75 l",,3.89,5.19,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0EDCFE54C28A289AA37078E6B8F87858.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
29374,5601146530304,500.0,Bandida do Pomar,"Sidra maçã, lata de 500 ml",,1.19,2.38,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BCB2E29A160CFF6D3AE7FEB90426D1E6.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,4,,
