identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,avantages_dateFin,avantages_categorie,nro_paginas,page,images_5,images_6
55049,5601027119567,450.0,Bimbo,"Pão de Forma 10 Cereais e Sementes sem Côdea, 450g",,1.99,4.42,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/599690F08967F62D33B6420CCF1AEF7E.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,6,,
6179,8000920200025,650.0,Olá,"Viennetta baunilha, embalagem de 650 ml",,2.59,3.98,650,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/788D43470D76B6D6336C9CB6363133EE.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,6,,
6586,8412400335316,150.0,Glade,"Abs odores lavanda, pack 2x150g",Embalagem de 2x150 g,3.29,21.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C9BF71A97CEB06168D66B6F35A1F168F.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,6,,
7045,2894077000000,150.0,Sicasal,Fiambre da perna extra,1 un = 150 gr (aprox.),2.1,13.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/82C0788AD7B4E3579327CF0BA79E6B02.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,6,,
8260,5600394180019,750.0,Herdade dos Grous,Vinho tinto regional alentejano,Garrafa de 750 ml,10.99,14.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1AF00E99A3F00D3955D997B50BB6FF7C.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,6,,
9811,5608527000548,750.0,Dom Campos,Vinho rosé regional península de setúbal,Garrafa de 750 ml,1.99,2.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A94F82FF9410C1DE16EF1A9C24C0E7D0.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,6,,
9915,7613034515667,400.0,Yogolino,"Nestlé iogolino prep iog baunilha 100g, de 400g",,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93D854C9817D9D32644809667C60F85C.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,6,,
10057,8410036800512,750.0,Freixenet,"Espumante cava meio seco reserva, garrafa de 750 ml",,6.99,9.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/595A72B091587557F63E6DF8F5C0E8F8.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,6,,
10899,3228021000084,250.0,President,"Manteiga la motte sal do mar, embalagem de 250g",,3.86,15.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F02DC28B5940DB25AE13C684F975BF0B.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,6,,
1103,5601066200295,1000.0,Nacional,"Farinha para pão integral, embalagem de 1 kg",,1.09,1.09,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DE5DC1EF8F6F891E763443D4600958CC.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,6,,
11662,5601213184867,750.0,Casal Mendes,"Vinho rosé, garrafa de 750 ml",,2.99,3.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D9D60A69B40CD97C73030AF0201C614D.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,6,,
11671,5601217126382,1650.0,Woolite,Detergente líquido p/ máquina lavar roupa cores,"Garrafa de 1,65 l",6.99,4.24,1650,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8C38ED746381E210259B37EA8CABFD0A.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,6,,
11928,5603089003303,500.0,Parmalat,"Molho Bechamel Levíssimo, embalagem de 500 ml",,1.89,3.78,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5FACCEE79EE2CC78AF8E4323F90F91E2.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,6,,
11981,5603802400013,750.0,Fiuza,"Vinho branco tejo chardonnay, garrafa de 750 ml",,4.99,6.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CCBEAF1C1182646A16D9DEB5020C1142.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,6,,
1214,5601119950504,420.0,Nobre,"Receita caseira de bolonhesa, 420g",,2.9,6.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/66DCF8202D0D30AA3C4A7C7E4EAAF44F.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,6,,
12145,5604260272747,2500.0,Kings Bräu,Cerveja Mini,Embalagem de 10x25 cl,3.76,1.5,2500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BC01F63A58CE74F4A1E0D069CF35DBF5.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,6,,
12168,5604575110024,750.0,Cabriz,Vinho tinto doc dão,Garrafa de 0.75 l,4.19,5.59,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CB979CD463F1CB0F66C28E633F4A8508.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B79B99AC1459B8F6165E16A7A5B65E9E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B79B99AC1459B8F6165E16A7A5B65E9E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B79B99AC1459B8F6165E16A7A5B65E9E.jpg,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,6,,
12288,8001480020757,2000.0,Neoblanc,Lixívia para roupa delicada,Embalagem de 2 l,4.49,2.25,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/623D9B31F30B86B3AF0F1B5AC589FBAC.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,6,,
12730,3415581113938,460.0,Häagen-Dazs,"Gelado belgian chocolate, embalagem de 460 ml",,5.79,12.59,460,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CB20015B48979081B87C643EC17BED75.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,6,,
12732,3428274120014,1000.0,President,"Leite de cabra uht meio gordo, embalagem 1l",,2.33,2.33,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/064B1B9C8DA5F13A4C86F3DBB78B09E5.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,6,,
12752,3574660097009,,Carefree,Pensos diários flexiform,Embalagem de 30 unidades,1.94,1.94,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3AA9DFEC36748DC91A32328BBA2DF954.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,6,,
13041,2893013000000,250.0,Marisco,Ameijoa Branca Grande,1 un = 250 g (aprox.),2.25,8.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F18C9383E771F61273511793BC7BE836.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,6,,
13405,2893395000000,200.0,Peixaria,Cavala Média,1 un=200 g (aprox.),0.6,2.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3F36E0F3079F04F75D906C2FE0E00A3C.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,6,,
13536,2893735000000,250.0,Marisco,Berbigão Médio,1 un= 250 gr (aprox.),1.5,5.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/61F0546243C0B40445509040E0790684.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,6,,
15535,3065895970002,300.0,Pedigree,"Alimento húmido para cão borrego, embalagem de 300g",,2.39,7.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E47523E5164BFC5CA013D2DB49DDA3E.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,6,,
16919,8718951037878,500.0,Ajax,"Limpa vidros cristal recarga, 500 ml",,1.79,3.58,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/347189FDE440F5C76849CD3F7F37CA5B.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,6,,
18261,3147690016304,750.0,Cruz,Vinh do porto ruby,Garrafa de 750 ml,5.49,7.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E4AAD8D82BD58FEDC8637FEC2C456459.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,6,,
20468,5601385503176,,Aquafresh,Escova de Dentes Extra Interdental,1 + 1 unidades,2.59,2.59,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6EB0AF8EA36F700AFA23A8E14FD19291.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
21149,3415581114935,460.0,Haagen Daz,"Salted caramel, embalagem de 460 ml",,5.79,12.59,460,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3221FA219404BC43A0A4240ED9704EE0.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
21313,5601356013086,750.0,Porta da Ravessa,"Vinho rosé alentejo, garrafa de 750 ml",,2.19,2.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1276D9ACC32E43ECA2884FC8EF4E0E97.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
21373,2895039000000,100.0,Queijaria de Celorico,Queijo Flamengo Bola,Vendido ao peso a partir de 100 g,1.0,9.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8194600BA03A0D029CAEBA91D40CFAD9.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
23744,5606586004682,250.0,Legumes,Pimento padrão,embalagem de 250 g,1.49,5.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1899C364433F6DC55D45BC15027909BF.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
2446,5998749110027,1170.0,Pedigree,"Snack para cão dentastix grande, de 1,17 kg",,10.49,8.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A70AD1A4D7C0D5C84CB7FD7E86CC3710.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
24509,4005900342980,400.0,Nivea,"Água micelar 3 em 1 peles sensíveis, embalagem com 400 ml",,4.44,11.1,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7EBD2E04C862A666D54DA3901073CC68.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
24829,5601110006071,750.0,Cabeça de Toiro,"Vinho reserva doc tejo rosé, garrafa 0.75l",,5.49,7.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8975B2E67DCA308BFE77E8E6CBD34854.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
2551,7622200007332,100.0,Milka,"Tablete chocolate de iogurte morango, embalagem de 100g",,1.99,19.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/533F68AFC62C37B47F6B4E510F6E55D3.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
25616,3600541996601,400.0,Ambre Solaire,Leite Sensitive Advanced FPS 50,Embalagem de 400 ml,14.69,36.73,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1FFE2C4CE08717C524366C81791F0492.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
28443,0000042332824,50.0,Nivea Men,"Desodorizante Black&White Active Roll-On Invisible, 50ml",,3.14,62.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B674DEE687F1065D5DF9E6BA9E6B903.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
29180,4005900512925,400.0,Nivea Sun,Protetor Solar Protect&Moisture FP50+,1 Embalagem 400ml,14.09,35.23,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/938B2F4E097D2D554F71F52504976C2C.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
29236,4005900388971,50.0,Nivea Men,"Desodorizante roll on protect & care, 50 ml",,2.99,59.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8BB07C2766F09C527BF03F747056132A.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
30260,3574660089547,,O.B.,Tampão Normal,1 Embalagem c/32 unidades,3.95,3.95,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0696E1E3706178A8B8B3B7D97A979B1F.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
30261,3574661350202,,O.B.,Tampão Super,1 Embalagem c/32 unidades,4.99,4.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DAA171336AF6D59A0D2D28D3DD1CFF6E.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
30499,5603522986439,750.0,Assobio,"Vinho branco região do douro, garrafa de 750 ml",,5.99,7.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9A8E4278BCAAD2CC44E1BC0A3583F6B9.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
30713,8714100637562,330.0,Magnum,"Magnum mini intense dark 70%, embalagem de 6 x 55 ml",,4.49,13.61,330,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B6FEDC1DE92C93F96A9F10C84FBE1B5A.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D57F829433EB7CA6987F1C9E83A03E1B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D57F829433EB7CA6987F1C9E83A03E1B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D57F829433EB7CA6987F1C9E83A03E1B.jpg,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
32091,5601096260313,750.0,Aveleda,"Vinho verde loureiro branco, garrafa de 0.75 l",,3.89,5.19,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B625D8B51E31DE9FC56F1B65CF092E93.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
32255,5601096011205,750.0,Casal Garcia,"Sangria frutos vermelhos, garrafa de 0.75 l",,3.95,5.27,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E05A7F82CD1187A0157F90B2989EB866.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
32302,4005900388636,50.0,Nivea,"Desodorizante roll on black & white, 50 ml",,2.54,50.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A7033FA7EF521736C8A4EC3A7B6E46A0.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
33805,3250390001461,800.0,Claude Léger,Choucroute,Embalagem de 800g,3.69,4.61,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E05C5D2AC0FA4B3936865DEB56267FB.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
36658,5601217132680,500.0,Cillitbang,"Spray tira gorduras, garrafa de 500 ml",,2.49,4.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4D381FD6E4284388FB353BA45D1B9045.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
37046,5601217132666,500.0,Cillitbang,"Spray calcário e sujidade, garrafa de 500 ml",,2.49,4.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0B3643C0021BC8837B6653E8203F1AB4.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
37551,5601050035889,600.0,Danone,"Iogurte liquido de noz, embalagem de 6 x 100g",,2.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A8847CB088D81E81AFB1BB335F50C28.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
37801,5391522472815,800.0,Aptamil,"Leite regular 3, embalagem de 800 g",,14.29,17.86,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B785C2B4D311DFC9E8184305C0CF2799.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
38343,5054563052940,,Parodontax,Escova de dentes interdental suave,1 unidade,3.67,3.67,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CE8FFD389FBCB9B00F5B954E62C53924.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
39706,5604321032679,500.0,Cemporcento,"Granola suprema 5 sementes, embalagem de 500g",,2.99,5.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0C9C57F18D5A3CC2FA44A24C6394DE22.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
40983,8711327398351,750.0,Olá,Carte dor romantica 750ml,,6.49,8.65,750,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D57A8BD6552872F6AB48A23112A32845.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
41116,5604260304622,750.0,Selecção de Enófilos,Vinho branco regional península de Setúbal,Garrafa de 0.75 l,1.79,2.39,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C7D058E32E98F3D0ECB245DE5E8B3E69.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
41189,5604260304677,250.0,PorSi,Salada atum,Embalagem de 250 g,2.69,10.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F35F8787808C331D9B1F9E3E566206FD.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
4196,3574660464429,,Carefree,"Pensos diários respirare, 76 unidades",Uma embalagem,3.74,3.74,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/213B96A821C87940556392D6B201572A.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
42175,5604260306039,300.0,PorSi,Azeitonas verdes recheadas com pasta de pimento,Embalagem de 300 g,1.99,6.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/07D023257913AE9C229B55A0330A21B9.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
42517,8001841677156,,Dodot,Fralda cueca T4 | 9 a 15 kg,Embalagem com 33 unidades,7.94,7.94,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/03B93E7987C79318529E80013EAB94A9.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
42617,5604260296194,1000.0,PorSi,Sorvete de morango,embalagem de 1 l,2.79,2.79,1000,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FF7E430C24265BC854F946579CCE6E5A.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
43305,7613039531853,400.0,Yogolino,"Iogurte natural sem açúcares, 4 x 100g",,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D14F8D1F0D079BCE10587AF10DBDB6CC.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
43928,5604260296033,,PorSi,Sacos cubos de gelo,Embalagem com 15 unidades,0.89,0.89,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CD145A323E5A7B0CFE253A76CF7064BD.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
43999,5604260275250,,PorSi,Sacos cubos de gelo fecho manual,Embalagem com 10 unidades,0.62,0.62,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CD145A323E5A7B0CFE253A76CF7064BD.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
44661,5601066200028,5000.0,Nacional,"Farinha t55 extra fina, 5 kg",,5.09,1.02,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/86660D052FDE5754C8B1D3FCBC6217E1.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
44730,3083681122312,750.0,Bonduelle,"Salteado do campo, embalagem de 750g",,4.25,5.67,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5C79A9ADE266240E779C75965887A3A9.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
44737,5601119354302,220.0,Nobre,"Fiambre da perna extra fatias clássicas, embalagem de 220g",,3.19,14.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0D486DE2CCCCBA52E4E92F94A172B438.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
44857,3041094687286,400.0,Bledina,"Cenouras com peru +6 meses, embalagem de 2 x 200g",,2.79,6.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4316FE217C6C4B4BD82888A4C4689F54.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
46665,5601172231466,20.0,Blédina,"Snack flores lentilhas e milho, 20g",,0.99,49.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6DA9AF2447425E532A15FA2540216D94.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
46666,5601172231459,20.0,Blédina,"Snack tubinhos de cenoura e milho, 20g",,0.99,49.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3167599A7B56491E0F3468E8C33539D0.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
47065,5900852054877,85.0,Bledina,"Frutapura pera, banana e alperce, embalagem de 85g",,0.69,8.12,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8B761434692E7A9B2DB2C6939ABCC028.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
47097,8000570435402,750.0,Martini,"Espumante, garrafa de 750 ml",,8.99,11.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE76CEF39ED4362D4E617F77CEE0DD70.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
4783,5000396036091,218.0,McVities,"Bolachas fruit & form, frutos de bosques, embalagem de 220g",,1.99,9.13,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5A07660780F6FA75A3C811D949B39846.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
49200,8006540618691,,Dodot,"Fralda cueca extra t5 / 12 a 17 kg, embalagem com 56 un.",,13.49,13.49,56,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EC3B771D42A049DB7ED6F0478FE5827A.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
494,3041090004247,200.0,Blédina,"Refeição pronta boião de frango e arroz, 200g",,1.49,7.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/61DAC8BF0A14F05F8B631B48EF546DDA.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
49498,5604260322824,,PorSi,Detergente Máquina Roupa 2 em 1 Lava e Amacia,40 doses,4.99,4.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/57782A3031B1B08CB70AD4087A1BCC00.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
4997,5601021007556,250.0,Pronto,"Óleo cedro spray, 250 ml",,3.59,14.36,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D8F187866FAB2461BA06AC66DF9E1741.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
50018,8719200230989,225.0,ProActiv,"Creme vegetal para barrar, embalagem de 225g",,2.99,13.29,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E33C3DF4860E83D0E311E086A3B8ED1.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
50512,8410500028206,160.0,Yopro,"Iogurte sólido morango, 160g",,1.19,7.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C7763B1A02C9FEA40E0EF3C346F50324.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
51370,5000116127085,1080.0,Capitão Iglo,"50 nuggets de frango queijo, embalagem de 1.08 kg",,14.99,13.88,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01D800E519FFA7F5AD97F2A12D06E0B0.jpg,,,,,2025-06-18T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
51560,5601174792002,750.0,João Pires,"Vinho rosé península de setúbal, garrafa de 0.75 l",,3.69,4.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5C884C754161C78D04BEEB9A8611ACBF.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,13,7,,
