identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,avantages_dateFin,avantages_categorie,nro_paginas,page,images_3,images_4,images_5
44701,5053990156009,175.0,Pringles,Pringles original,Embalagem de 175g,2.39,13.66,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A4350F1969E3C38471802CC20C7A43A5.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/843E1395B62C4B40E91467CF90852642.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/843E1395B62C4B40E91467CF90852642.jpg,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,3,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/843E1395B62C4B40E91467CF90852642.jpg,,
15879,5601164902282,3000.0,Super Bock,Cerveja Mini,Pack 15 x 0.20 L,6.99,2.33,3000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B6A4FA8F12716114DD47B614825CAA6B.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,,
17174,2891285000000,1000.0,Novilho,Costeletão,Vendido ao peso a partir de 1 kg,6.99,6.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3119B572BBCB66D5B0D8D4234718B722.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,3,,,
17873,8718951037885,500.0,Ajax,"Limpa vidros recarga tripla ação, 500 ml",,1.79,3.58,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/42625D659AA36AA56C9B694404679879.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,3,,,
5844,5604260129010,500.0,PorSi,"Detergente manual de loiça, ultra limão",Embalagem de 500 ml,1.29,2.58,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5812DB73A356DF41E76F00AC1B3D632.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,,
1292,5601151354452,1000.0,Compal,"Néctar vital equilibrio manga e laranja, 1 l",,1.19,1.19,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30D2BA582C7246DE27BB90D053759BF5.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,3,,,
19368,5606586000417,250.0,Legumes,Tomate Cherry,Embalagem de 250 g,1.49,5.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5696AF4CF4EA8EEE176DF8D04ED26B65.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,3,,,
13566,2893560000000,250.0,Congelado de Aquicultura,Camarão Congelado 20/30,1 un = 250 gr  (aprox.),2.25,8.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/863DB9F10BE616A55736AB7A17BC6BB5.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,3,,,
51537,8410436441827,,Vernel,Amaciador Concentrado Maldivas,70 doses,3.49,3.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1E5954FABCBB04BE4B29CED1B30BFE51.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,,
18376,5601027009769,480.0,Panrico,Pão de forma sem côdea 9 cereais,Embalagem de 480g,1.99,4.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8EA87A74509490C8F5D61F51394BE113.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,3,,,
43215,5603722519802,300.0,Castelões,"Queijo curado fatias sem lactose, 2x150g",,3.49,11.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A38E906AD622F9771DCC5D3D281D8943.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,3,,,
44234,8710522854815,257.0,Calvé,Mostarda,Embalagem de 257g,1.68,6.54,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7979D994594677C477DA08ADD5A2E9CB.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,3,,,
52377,8720181385131,,Skip,Detergente Máquina Roupa Líquido Sabão Natural,100 Doses,11.99,11.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C8D069DB25783C2FC7889DE8456B0590.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,3,,,
11501,5601049612084,130.0,Mimosa,Manteiga com sal,Embalagem de 130g,1.29,9.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC7A16E0542B828D039563A6AD9E73FE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1207D37BB442FDD5C918BE023189F00C.jpg,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,3,,,
11963,5603722505775,250.0,Mimosa,Manteiga sem sal,Embalagem de 250g,1.99,7.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/328B59C6E2944F7ED81679344E5E6191.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1EA90F949357E7F98D48732996035C6E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F0AD169BB42B947BB5B96F6E89FDECD.jpg,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,3,,,
1269,5601151021750,850.0,Compal,Feijão preto 4/4,Lata de 850g,1.74,2.05,850,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/21DABA3EFA33FCE5CAC8AAB060A46375.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,3,,,
13000,2892533000000,1000.0,Legumes,Couve branca,1 un= 1 kg aprox,0.89,0.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A118CCD7A01ABE88026942CC385EB6B.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,3,,,
17207,8006540943687,1800.0,Fairy,Detergente manual de loiça limão,Embalagem de 2 x 900 ml,5.99,3.33,1800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2EE328B1B3FB1BA0162E77ED87C40E9.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,3,,,
17892,5601082039800,220.0,Delta Q,Café xl qalidus cápsulas,Embalagem de 220g,14.99,68.14,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/366FA5D4E032D6F1950F570ABB5EB801.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,,
41384,5601050036602,440.0,Danone,"Iogurte grego oikos stracciatella,  4 x 110 g",,1.99,4.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0A6F59B7D5832D67ED1CDB718D78849.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,,
49293,8436048962680,128.0,Artiach,Filipinos chocolate leite,Embalagem de 128g,1.09,8.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CBA0BC5160CAF060D67235F585601BD5.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,3,,,
49479,5601151969465,1750.0,Sumol,Refrigerante com Gás Laranja Sem Açúcar,Garrafa de 1.75 l,1.39,0.79,1750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1A5F916FFA77C7E7F9A1CB0E85C459E.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,,
50657,7622201723767,150.0,Philadelphia,Queijo Creme Regular,Embalagem de 150g,1.79,11.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/557EC9F2DADB9BBCF07CBF75BC9EC55D.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,3,,,
9935,7622300292508,180.0,Milka,Bolachas waffers com chocolate de leite,Embalagem de 180g,2.44,13.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA8770D46823FAEE83F51E2F8B2CC3E5.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,3,,,
15921,2696132000000,650.0,Pastelaria,Tarte de Flan,embalagem com 650g,3.99,6.14,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ED39F28F801F005A2DCBAC6F63D8E3C5.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,3,,,
17667,2894441000000,100.0,Salsicharia Limiana,Chourição,1 un = 100 gr (aprox.),0.7,6.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5CBAE8286CA636C8895C6C56B7142118.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,3,,,
25881,5601151155257,3000.0,Serra da estrela,Água s/ gás,"Pack 6 x 0,50 l",1.69,0.56,3000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CF77A1C934CC8E61A27D917F276D515.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,3,,,
44240,8410500010539,1200.0,Actimel Danone,"Actimel Kids, 12 x 100 g",,4.89,4.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30A5D0ACB9ED08A0E0975059507175B8.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,3,,,
49480,5601151969458,1750.0,Sumol,Refrigerante com Gás Ananás Sem Açúcar,Garrafa de 1.75 l,1.39,0.79,1750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A159117E2730F166C16E5A6DF517C87.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
6278,8410001103877,,Scotch Brite,"Esfregão com Esponja Salva Unhas Fibra Verde Gama Classic, 2 unidades",,0.99,0.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E718E77E4D972A0ADC7B7B914A9452B5.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
37992,5601027943551,650.0,Bimbo,"Pão de forma sem côdea 10 cereais, embalagem 650 g",,2.29,3.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E65A0CCDAE1A5FCAC2C1D9A9BA0AFBC6.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
5093,5601050033755,620.0,Danone,"Iogurte activia líquido 0% morango/kiwi,  4 x 155 g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29B41AE598716D0550D815AA0FE86025.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
8400,5601050033779,620.0,Danone,"Iogurte activia líquido cereais,  4 x 155 g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3AC3707CF655B8CC61D2C80E4828D7C8.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
959,5601019012418,1000.0,Guloso,Polpa de Tomate,Embalagem de 1 kg,1.79,1.79,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B354CF768C18B28FB1B1316955F339F.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
11922,5603089001125,200.0,Parmalat,Molho bechamel,Embalagem de 200 ml,1.01,5.05,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9C3458C8BB2A370E8731689890BBDCF8.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
1228,5601146230518,1500.0,Joi,"Refrigerante sem gás, laranja","Garrafa de 1,5 l",0.99,0.66,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/277ED8947CD78C9CC5A552FB0B1FDBC2.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
16003,5000116109630,300.0,Capitão Iglo,12 douradinhos forníssimo,Embalagem de 300g,3.49,11.63,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/233E9FC9471A71F1B4977B2D8B4AFE95.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
19586,8435257028057,720.0,Longa vida,"Iogurte aroma 0% tutti fruti/coco,  6 x 120 g",,2.29,3.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/18D91A939DFD31509CD0E9DB0A5315E6.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
25262,5000116112166,208.0,Capitão Iglo,10 nuggets de frango,Embalagem de 210g,2.99,14.38,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4CF12EA727EBC42ED8634368F0F21B4F.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
44809,7613035593756,1000.0,Nesquik,Achocolatado em saco,Embalagem de 1 kg,5.59,5.59,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7A82F6A4FFDD5A747845650B2714ACA6.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
5247,5601151720752,850.0,Compal,Feijão frade,Lata de 850g,1.74,2.05,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9F9B431A96B6B05E71B79E3CE414A982.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
944,5601001339301,200.0,Nestlé,Mistura solúvel mokambo,Embalagem de 200g,3.99,19.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A8F3A8EB08BBF4181F15A95334F151A2.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
1271,5601151043455,1000.0,Compal,Néctar vital equilibrio laranja/cenoura/manga,Embalagem de 1 l,1.35,1.35,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3AF115231F2C0FD57C62006464E6A0F7.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
6061,5608527000562,5000.0,Dom Campos,"Vinho branco região da península de setúbal, bag in box",Garrafa de 5 l,6.99,1.4,5000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F14CE895B9322B2661C9E8368F1C4318.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
9813,5608527005796,5000.0,Dom Campos,"Vinho rosé, região península de setúbal, bag in box",Garrafa de 5 l,6.99,1.4,5000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1A5B5687ED618359A1E759230A6F46D3.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
14346,3387390406849,150.0,Nestlé,Barras cereais chocapic,Embalagem de 150g,2.79,18.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62C7C838E38BFF97731D8D005E4F2D59.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
14372,8712100599392,550.0,Calvé,Ketchup XXL,Embalagem de 550g,2.89,5.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4544D7A761DF83B5B8BF2C6EF0FF53D9.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
16493,8718951037939,500.0,Ajax,"Limpa vidros pistola, cristal, embalagem de 500 ml",,1.95,3.9,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E563EF990460546D67BF949773E0A516.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
17665,8712100745591,753.0,Calvé,Maionese XXL,Embalagem de 753 g,3.69,4.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/69DD5C01FA6303DE3BD821864A539AC3.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
2608,7622300784751,175.0,Milka,Bolos cake e chococolate,Embalagem de 180g,2.14,12.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0D2AD5B70424093B71C1FFA8B5C544BB.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
35983,5601027972735,700.0,Bimbo,Pão de forma torradas familiares,Embalagem de 700 g,1.99,2.84,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/235876653DE3C23FDDF51ADFA446C532.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
37948,5601217132697,500.0,Cillitbang,Spray limpeza casa de banho,Embalagem de 500 ml,2.49,4.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62E5A8E0A6D5CF81B7A29AA6D1070117.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
51427,8410436441766,,Vernel,Amaciador Concentrado Lírio Irresistível,70 doses,3.49,3.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DE9021DA501490230A96ECEA8DFE738E.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
8391,5601049159992,1000.0,Mimosa,Leite especial cálcio + vitamina d magro,Garrafa de 1 l,0.89,0.89,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9A4AD44FB60B5A45579B826AAB547587.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
9111,5601989001412,750.0,Monte Velho,Vinho regional alentejano tinto,Garrafa de 0.75 l,3.49,4.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71C75E8C8338510892305D4318796B26.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
15489,7613031884247,4000.0,Friskies,"Ração para gato adulto com vaca, frango",Embalagem de 4kg,10.79,2.7,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3758935B87F55535F41EEF08B41E8342.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
18161,5601164884465,1320.0,Somersby,Sidra frutos vermelhos,pack 4 x 0.33 l,3.95,2.99,1320,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BAB502492C411014B4CF03144D1A8CCB.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
20264,5000116110872,180.0,Iglo,Crocantes frango parmesão e ervas,Embalagem de 180g,3.74,20.78,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D8CF2D65B55930225EB9E80FCB37828C.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
20433,5601244500070,1000.0,Terra Nostra,Leite de pastagem magro,Embalagem de 1 litro,0.88,0.88,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/61EFC0152A934985E04C1F26B293B085.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E6424B45F8177C670F59F3BF8C085519.jpg,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
2506,7613033269707,400.0,Friskies,Ração para gato adulto com atum e legumes selecionados,Embalagem de 400g,1.86,4.65,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/312085192EC38A0CD177D73C362AF824.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
25397,8426617014032,90.0,Haribo,Gomas favoritos açúcar,Embalagem de 90g,1.04,11.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CB2D3A429B70394C527322D309B14285.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
25538,7613035800281,1500.0,Friskies,Ração para gato esterilizado com peru,"Embalagem de 1,5 kg",5.85,3.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F7CBFFFF3C5FDA5053462496D72FDD69.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
25906,8412600071144,650.0,Bimbo,"Pão de forma especial torradas s/ côdea, 650g",,2.09,3.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE072CBAE2B254D11818DC4B4A08F173.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
49093,5601082049656,440.0,Delta Q,Cápsulas de Café Grand Qalidus,Embalagem com 80 cápsulas,24.99,56.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8DEE7FD145D59AAEDF41BEFA511386BD.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
49223,5604260322633,90.0,PorSi,Saqueta puré de fruta e bolacha,Embalagem de 90g,0.74,8.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F218EA95CBA167422382632AB54B0FE0.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
51429,8410436441582,,Vernel,Amaciador Concentrado Magia De Magnólia,70 doses,3.49,3.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62706D733A79A883B313F5BDFF7369D2.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
52339,8720181392924,,Comfort,Amaciador Roupa Concentrado Creations Lírios e Morango,76 Doses,3.99,3.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8F3E1CB8E1F41E507DB7FBA8EF126461.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
1331,5601165006255,260.0,Calvé,Molho de alho,Embalagem de 260g,1.94,7.46,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/089B1CAB7287353404366CB7226AD30F.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,,
23353,5000116112197,375.0,Capitão Iglo,18 nuggets de frango,Embalagem de 380g,4.99,13.31,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D484954D4D236D651A8F338A7717B74.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
25275,5775345121578,700.0,Sunquick,Concentrado de laranja,Garrafa de 700 ml,4.86,6.94,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8F6159314AFA9ACA4FB2EC88A7BBF04D.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
2588,7622300270469,150.0,Milka,Bolachas de chocolate leite,Embalagem de 150g,1.99,13.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/68C2EAA0B61613263D0B262211481B16.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
2748,8410063044521,200.0,Pescanova,"Miolo de camarão cozido 40/60, 200 g",,5.99,29.95,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E8427BE38D60471CA8A0CE08B03F7559.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
30181,5607238032107,345.0,Casa de Mateus,Geleia de morango,Embalagem de 345 g,2.99,8.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C7F13834CCCA4B22757776150195CE5F.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
3642,3059943009080,250.0,Air Wick,Ambientador recarga lavanda,Garrafa de 250 ml,3.59,14.36,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/756F620C8BCD41CE49D260CCD66BCDF2.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
36690,5604260286461,2000.0,PorSi,Ração seca para gato adulto de peixe,Embalagem 2 kg,3.99,2.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62FABC3556B61D42E798E682190116C4.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
40593,5603722519406,480.0,Mimosa,"Iogurte fruta batida morango,  480g",,1.69,3.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0A57F6445B7C1C182B7075A26403537D.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
41582,5601050036626,440.0,Danone,"Iogurte grego café,  4 x 110 g",,1.99,4.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA81C6F13D10195F1596F127A0BC3ACE.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
476,3010470159020,400.0,Friskies,"Ração para gato adulto com coelho, frango e legumes",Embalagem de 400g,1.86,4.65,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/910C940E517160C08ABDD9D62AF704F9.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
49295,8436048962673,128.0,Artiach,Filipinos chocolate negro,Embalagem de 128g,1.09,8.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1BB16423EAC274720219BA9EACC7B149.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,4,,,
