identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page
11982,5603802400020,750.0,Fiuza,"Vinho branco tejo sauvignon, garrafa de 750 ml",,4.99,6.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/996291488226B375A67E39537E454FD9.jpg,,,,2025-02-16T23:59:59.999999999Z,AC,25.0,PCT,STANDARD,2025-02-13T00:00:00Z,99.0,1.2475,11,1
12106,5604260266593,320.0,PorSi,Napolitas creme baunilha,Embalagem de 320g,1.77,5.53,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD74E124716DAC476D4D2CC49FD2F04F.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1
12107,5604260266609,320.0,PorSi,Napolitanas creme cacau,Embalagem de 320g,1.77,5.53,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E715318E7923DFB0EA8242531AE3823.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1
1212,5601119950481,420.0,Nobre,"Refeição caseira almôndegas, embalagem de 420g",,2.99,7.12,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/337528A4932DEE68006A1ECADBCE182B.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1
1285,5601151160060,410.0,Compal,"Ervilhas, lata com 410 ml",,1.09,2.66,410,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5A637F1F1A9D6D5D73CF74D3CBF9A0F4.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1
12898,2893293000000,400.0,Programa Origens,Dourada,1 un= 400 grs (aprox.),3.6,8.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1228D1EB55215F23AB492009B28E8268.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1
12909,2892005000000,250.0,Fruta,Laranja Económica,1 un = 250 gr  (aprox.),0.25,0.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67E13FD34B36BCD37E12339EB836171D.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1
13095,2893071000000,100.0,Peixaria,Carapau Pequeno,1 un = 100 g (aprox.),0.35,3.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/07606BE143D22CF4796A63CA9C752E5B.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1
1323,5601163020512,9000.0,Luso,"Água sem gás, pack 6 x 1.5 l",,3.48,0.39,9000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/001A786D3A6068914B18C4EF27206C2E.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1
13625,2893620000000,300.0,Peixaria,Salmão de viveiro à posta,1 un. = 300 g (aprox.),4.2,13.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29B9DB2E73FB6AE756265DB326B65712.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1
14408,5601012004427,750.0,Trinca Bolotas,"Vinho doc alentejo tinto, garrafa de 0.75 l",,4.99,6.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CE8D5D13DE743123565142F1E6733CF4.jpg,,,,2025-02-16T23:59:59.999999999Z,AC,25.0,PCT,STANDARD,2025-02-13T00:00:00Z,99.0,1.2475,11,1
14711,5601286402332,180.0,Nacional,"Bolacha alfa, embalagem de 180g",,1.04,5.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EEAED8EB73A6124CF9DC2D1D89DF265E.jpg,,,,2025-02-19T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1
