identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,images_0,images_1,images_2,pictogrammes_libelleCategorie,avantages_dateFin,avantages_categorie,nro_paginas,page,images_3,pictogrammes_0,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise
12972,2892040000000,1000.0,Fruta,Banana,1 un = 200 gr (aprox.),1.09,1.09,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C368220872795E9863F1F37C2230CCEA.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
12978,2892462000000,400.0,Legumes,Alface Frisada,1 un= 400 g (aprox.),0.4,0.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/14C8DBD7827DB992F77D5C5056950123.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
13833,2892579000000,300.0,Legumes,Pepino,1 un = 300 gr  (aprox.),0.42,1.39,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/81A5C57CCE1518487B68F04112010F92.jpg,,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
17402,8412600027233,700.0,Bimbo,Pão forma familiar normal,embalagem de 700 g,1.99,2.84,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DE8CCFFBC376CC9F4596A72F8ABC4CE5.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
11967,5601049612336,250.0,Mimosa,Manteiga c/ sal,Embalagem de 250g,1.99,7.96,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C41D77380AC10A8E184B8D4C3C381772.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B59AE74FD0DBE6C3112F001AFF69E867.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BB9196C3025886DBB6F20EDD70A1CA7A.jpg,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
14882,2891118000000,1600.0,Frango,Frango Inteiro Grande,1 un = 1.6 kg (aprox.),3.66,2.29,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1E124B70C1AD07E8012EAEA5CE4EDE3E.jpg,,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
1315,5601151983508,1250.0,Seven-up,Refrigerante com Gás Lima Limão,"Garrafa de 1,25 l",1.19,0.95,1250,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D7ADD067C52BBE29F907539EA3813D05.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
13866,2891048000000,1000.0,Porco,Bifanas,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C9E276B082B119EFEDC2A2B0E1BC737E.jpg,,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
24838,5601164903722,7500.0,Super Bock,Cerveja Mini,Pack 30 X 0.25 L,13.85,1.85,7500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/21F823289804B326F67E5D90563F901B.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
1308,5601151979099,1250.0,Sumol,Refrigerante com gás de laranja,"Garrafa de 1,25 l",1.09,0.87,1250,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ECE6BD1006EEE4AC73A1110926F981DC.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
13954,2891192000000,500.0,Porco,Tiras da Costela/Piano,1 un = 500 gr (aprox.),3.0,5.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7D0B09E93398DFB0B31D06D5AFBD6B99.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
37864,5604260273461,800.0,PorSi,Bolacha maria dourada,Embalagem de 800g,1.79,2.24,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DF6C4B865BD4B260CFAD982CCAED0429.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
41129,5604260303762,200.0,PorSi,8 salsichas aves,Embalagem de 200 g,1.09,5.45,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0DF7D5316DF865B4DCE8F58163C3E81.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
8383,5601049132995,1000.0,Mimosa,Leite uht meio gordo,Embalagem de 1 litro,0.89,0.89,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30AE72C16512D7F6E9C8B5E7CBD4B0A2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE810093A08CEBD60415DCC626CF5804.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0562293538F541B1B99592AA046327B.jpg,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
14858,2696002000000,250.0,PorSi,Baguete,250 g,0.44,1.76,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8311AC325D7D7C5FB5753C9B337353B0.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
16105,5601146703463,7500.0,Sagres,Cerveja Mini,pack 30 x 0.25 L,13.75,1.83,7500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A268F7D3CFF6A55F6AD0FB91F4E6512.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
2458,7613031423583,625.0,Nestlé,Cereais nesquik,Embalagem de 625g,3.24,5.18,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3F494F3C149F2147A07872C278BEDBC9.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
36926,5604260296729,200.0,PorSi,Queijo flamengo ralado,Embalagem de 200G,1.45,7.25,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DFC2644CA861B461322B07CE2298EC44.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
42191,5604260308859,420.0,PorSi,Milho doce,Embalagem de 3 x 140 g,1.95,4.64,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/266EAC28722339A277E45CFD753A8D80.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
8998,5601511000616,400.0,Limiano,"Queijo em fatias, 400g",,3.99,9.98,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F2A45C587735E27AE71C82EDBAD67D56.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
13781,2892323000000,250.0,Fruta,Uva Red Globe,1 un = 250 gr  (aprox.),0.65,2.59,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F39C2CDDA1731E30D604B1031CF2B02.jpg,,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
16983,8712100735455,540.0,Olá,Gelado cornetto morango,Embalagem de 6 x 90 ml,5.49,10.17,540,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B4DE454FD5CA5C67863F06FFF45366E8.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FF03523E6B925BE3441B0A34A996CA2B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FF03523E6B925BE3441B0A34A996CA2B.jpg,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
18864,5604260280506,500.0,PorSi,"Iogurte tipo grego stracciatella,  500g",,1.68,3.36,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8FFE8052AD3107A5266901AC73719CB5.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
33991,5604260283446,1000.0,PorSi,"Iogurte pedaços frutimax frutos variados,  8 x 125 g",,2.38,2.38,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8D7F0C9001CDCE3069FE327E50E87619.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
3526,2894034000000,150.0,Nobre,Fiambre da Perna Extra,1 un = 150 gr (aprox.),2.25,14.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/557B46964D51EA0529BF496E616F76D8.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
41621,5604260303625,5000.0,PorSi,Areia para gatos 100% natural,Embalagem de 5 kg,1.29,0.26,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D31760E94B21E9196509712F2DC20BF5.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
4940,5449000008435,4000.0,Coca-Cola,Refrigerante c/ gás zero,pack 4 x 1 l,4.29,1.07,4000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/33F2C9EB56024D40DAD7EC1E9D0325EB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0582A66476893C4C2DEFB301BE67AA7.jpg,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
49460,7613287300362,99.0,Nescafé,Café Buondi Intensidade 8,16 cápsulas,4.99,50.4,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/80D095BD8937186A634C0603F93E6D9A.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
5273,5601164902343,7920.0,Super Bock,Cerveja c/ álcool,pack 24 x 0.33 l,16.99,2.15,7920,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9036A4A1A895E7D1EC16B298057D65EB.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
11418,5449000020024,4000.0,Coca-Cola,Refrigerante  c/ gás regular,pack 4 x 1 l,4.94,1.24,4000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D87E5C0C9B50C36B31B6AAE2DD8ADBC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA0D8B97BB868D45B944027647273BDD.jpg,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
12718,5604260297023,230.0,PorSi,Massa Folhada Margarina,Embalagem de 230 g,0.94,4.09,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C1FA409E5C8134DE9FAB02BCA4DC1FA.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
12892,2892508000000,400.0,Legumes,Beringela,1 un=400 gr (aprox.),0.76,1.89,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB5F3B306A4564F795D1797261204613.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
13817,2892582000000,250.0,Legumes,Pimento Verde,1 un = 250 gr  (aprox.),0.45,1.79,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7B3A4CEB1862E90C3453A121EC9872E4.jpg,,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
13894,2891044000000,1000.0,Porco,Entremeada sem Entrecosto,Vendido ao peso a partir de 1 kg,4.88,4.88,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C03EF63C56AFB4E4EA78E134436BF30C.jpg,,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
19163,5604260278121,500.0,PorSi,"Iogurte tipo grego morango,  4 x 125 g",,1.68,3.36,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D25DDD975356242352206DA80B2AF65D.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
2079,5604260193646,1000.0,PorSi,"Néctar ananás, prisma",Garrafa de 1 l,0.99,0.99,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/10E9329F83000135085CDE8D45A5A26A.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
42152,5604260309009,200.0,PorSi,Tiras de bacon fumado,Embalagem de 2 x 100 g,2.09,10.45,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/370FF2BC2013B8923987037050A2F519.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
4987,5601012115505,750.0,Planalto,Vinho doc douro branco,Garrafa de 0.75 l,4.99,6.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C726FDABB211E05C4F7D5DBE4A94D76.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
52337,8720181392955,,Comfort,Amaciador Roupa Concentrado Creations Flor de Lótus e Lima,76 Doses,3.99,3.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/18DD584DA1A39A596C301D171EB7721A.jpg,,,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
5806,5604260055845,2000.0,PorSi,Lixivia perfumada,Garrafa de 2 l,1.19,0.6,2000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7D9231CD470153AB42877965FFCBDC06.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
8396,5601049614330,250.0,Milhafre,Manteiga com sal,Embalagem de 250g,1.99,7.96,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8DCB9F2F3B36086D35B7173891ABA268.jpg,,,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
9279,5603533652002,1000.0,Frize,Água c/ gás limão,pack 4 x 0.25 l,1.99,1.99,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5168323A2D812BEF907FCB0E5F1CDA9E.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
1188,5601119007970,200.0,Nobre,Salsichas de porco,Lata de 200g,1.39,6.95,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01CF2549C0E08C23060DD310D0C9B5DD.jpg,,,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
12928,2892050000000,2000.0,Fruta,Abacaxi,1 un = 2kg ( aprox.),1.98,0.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/993B44B8E23C8F727CA72FBC30DDEA70.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
1309,5601151979105,1250.0,Sumol,"Refrigerante com gás, ananás","Garrafa de 1,25 l",1.09,0.87,1250,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BEECBA2128529C8FAEEDAE9896BFB132.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
13242,2893227000000,200.0,Peixaria,Robalo de Viveiro,de 200 a 600 g (aprox.),1.16,5.79,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/48561D1FC8B0542874DDBC21F2E9ADCA.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
15013,2892586000000,1000.0,Programa Origens,Couve Roxa,1 un = 1 kg (aprox.),0.89,0.89,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C15FB4AA650D08814701170E90E9EDB6.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
15060,2892453000000,1000.0,Programa Origens,Abóbora Butternut,1 un = 1 kg (aprox.),1.29,1.29,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EAB55C948223F5C0DA9E5CFE8535733D.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
15125,2895006000000,150.0,Terra Nostra,Queijo Flamengo em Barra,1 un = 150 gr (aprox.),1.35,8.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/476F7A985B3EA4EB38194328E8345ADF.jpg,,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
15504,5601050031669,480.0,Danone,"Iogurte activia cremoso frutos silvestres,  4 x 120 g",,1.99,4.15,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/709B548D37F71DDA459131D3F3B36E78.jpg,,,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
20221,8410500020071,480.0,Danone,"Iogurte activia aveia nozes,  4 x 120 g",,2.39,4.98,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E3646F8812C5353023D3951FE268028D.jpg,,,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
2072,5604260193516,1000.0,PorSi,"Néctar pêssego, prisma",Embalagem de 1 l,0.99,0.99,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B29D4F2CB69685F48D5CAFE4294E327C.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
2078,5604260193615,1000.0,PorSi,"Néctar manga, prisma",Embalagem de 1 l,1.15,1.15,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F91DC367BE2D1C7BD0334DCD21B43F7E.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
29738,8410436324533,1300.0,Sonasol,"Lava Tudo Flores Montanha, 1.3 l",,2.09,1.61,1300,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/619CC29EDCFB8BA35BEA4FA4EA1CE5DD.jpg,,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
36189,5604260286485,4000.0,PorSi,Ração seca de carne para gato adulto,Embalagem de 4 kg,4.99,1.25,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/45AFD294585EE14289E36B34758F626C.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
49463,8445290250322,600.0,Nestum,Flocos Cereais Mel,Embalagem de 600g,3.79,6.32,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9F028579C623CFF4FC3FA9CCEB955938.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
52362,5604260330508,375.0,PorSi,Pão Especial para Cachorro,6 Unidades,1.09,2.91,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A85B03BDD56397EB032380B3AC6B299.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
52381,8720181407154,1300.0,Cif,"Lava Tudo Perfumado Lavanda, embalagem de 1,3l",,1.99,1.53,1300,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A81E6DD1EE934840EEF0519DC6E6E364.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/935C662FEAE9FBF79977B0438F001CF1.jpg,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
8384,5601049133992,1000.0,Mimosa,Leite uht magro,Embalagem de 1 litro,0.89,0.89,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5320FAD88ED459A5E33FEB47EAEF410.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8C350978140C257D0AAD7365CD133F0C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B9BED9F397071733FB4D36CBE39ECDBA.jpg,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
9315,5603722509544,1000.0,Mimosa,Leite 0% lactose magro,Garrafa de 1 l,1.14,1.14,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5A14B3D114F4F7D42484C8D1602E358.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC5219EC1E15E09529E323B7D196FADA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC48BFFA4281D8016E9FB40168ED4485.jpg,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
942,5601001324109,100.0,Nescafé,Café solúvel gold,Embalagem de 100g,4.99,49.9,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D2208D6FAF47450CD5F51F6C5577F9FD.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
980,5601024134488,750.0,Oliveira da Serra,Azeite virgem extra clássico,Embalagem de 750 ml,8.79,11.72,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01EF39EFE8396CC9ACA95DC25E9D3412.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
1035,5601045105313,6000.0,Serra da estrela,Água mineral sem gás,pack 4 x 1.5 l,1.79,0.3,6000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2AD57C02BC703D78494AE14A0BEFDA49.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
11522,5601050207750,1200.0,Danone,"Iogurte danacol de morango,  12 x 100 g",,5.39,4.49,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/19DF119EEF937F27AD1CAD10B25F439C.jpg,,,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
11755,5601511000623,400.0,Limiano,"Queijo fatias -50% de gordura, 400g",,4.09,10.23,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0ADAA02E1446E8C0B207669B95BD76E3.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
11942,5603533492202,1000.0,Frize,Água c/ gás groselha,pack 4 x 0.25 l,1.99,1.99,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1BCB2445A8F41EC02B613ABED34EE191.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
11961,5603722505607,1000.0,Mimosa,Leite s/ lactose meio gordo,Garrafa de 1 l,1.14,1.14,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B50AD06E1D69691E134268704FD849E5.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E57BFE09E8D859BDBE1705476BB9F1B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E1F70144AAFCC0EAEBFF05614177D009.jpg,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
11963,5603722505775,250.0,Mimosa,Manteiga sem sal,Embalagem de 250g,1.99,7.96,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/328B59C6E2944F7ED81679344E5E6191.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1EA90F949357E7F98D48732996035C6E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F0AD169BB42B947BB5B96F6E89FDECD.jpg,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
1230,5601146232512,1500.0,Joi,"Refrigerante sem gás, maracujá e la","Garrafa de 1,5 l",1.29,0.86,1500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D23ED4125E0EF0BCF408343FFE16E2DF.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
12943,2892087000000,1500.0,Fruta,Mamão,"1 un = 1,5 kg (aprox.)",5.54,3.69,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7BEA239E9FBE1F40B72B7D640F731AC1.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
13175,2893160000000,300.0,Marisco,Mexilhão Médio Fresco,Vendido ao peso,0.6,1.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1B99F057F8C4C1BA9A19D558FEEB76B4.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
13897,2891053000000,1000.0,Porco,Lombo sem Osso,Vendido ao peso a partir de 1 kg,4.89,4.89,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/415564DA70574ED3C1D7475F1F28BDB6.jpg,,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
14172,5601226006460,1500.0,Ucal,Leite com chocolate original,Embalagem de 6 x 250 ml,4.49,2.99,1500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A8DEEA2F1BA52BEDD2EBCFD8028ACEB1.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
