identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,images_0,images_1,images_2,pictogrammes_libelleCategorie,avantages_dateFin,avantages_categorie,nro_paginas,page,images_3,pictogrammes_0,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise
51323,7613287045072,288.0,Felix,Comida Húmida para Gato Soup Filetti,Embalagem de 288g (6un.),2.24,7.78,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D020B980C4696449F3165C8CC3DC6BB5.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
51397,8720182466181,80.0,Knorr,Caldo de Galinha com Azeite Virgem Extra Gallo 8 Cubos,Embalagem de 80g,1.59,19.88,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E27205000FC371AE31641445CF45386C.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
51585,5604260324385,,PorSi,Caderno Agrafado A5 Pautado,80 folhas,1.19,1.19,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/56A25D9E07A8988F8BAF80E7B40555AE.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
51586,5604260324439,,PorSi,Caderno Espiral A5 Quadricular,80 folhas,1.39,1.39,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE78BAAA4C0964C7433F208046AE2783.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
51591,5604260324750,,PorSi,Pasta arquivo A4,,2.39,2.39,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/852792050B37B70A85E3084664FB50FB.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
51595,5604260325719,,PorSi,Capa A4 com Argolas,1 unidade,7.49,7.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A11D4F9C187EE3DA42BB1CA1279E86F0.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
51627,3600542444712,125.0,Fructis,"Sérum Vitamina Strenght, 125 ml",,6.99,55.92,125,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F5C19291A1BA813C1DB6B6ADD2440EA.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
51657,8445290457172,80.0,Felix,Comida Húmida Gato Deliciously Sliced Peixe,Embalagem de 4 x 80 g,2.24,28.0,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1E0B400112F642ABA6D9DDE95F3DAC7B.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
51665,8445290103284,1500.0,Purina One,Ração Seca Gato com Frango,1.5 kg,9.96,6.64,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/870ECAF70E98528ABA34AE49BCB8BCD9.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
51666,8445290103307,1500.0,Purina One,Ração Seca Gato com Salmão e Arroz,1.5 kg,9.96,6.64,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AFDE2EF605E31E382FAACFEA910F821C.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
51752,8720181338472,435.0,Cif,"Spray Anticalcário, 435 ml",,2.49,5.72,435,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FF22546706D22C3443E3EA5025E29AD2.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
51754,8887862421318,,Scotch-Brite,"Esfregão Metálico, 3 + 1 grátis",,1.94,1.94,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/87C3C8B301ADF6FDB60E0BF20C72F5C9.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
51762,8410436421928,100.0,Sonasol,Bloco Sanitário Bref Higiene,Embalagem de 2x50 g,2.99,29.9,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72CF62EDE3DF5FC82A297ED567A0CC53.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
51763,8410436429092,84.0,Sonasol,Bloco Sanitário Bright Gel Chuva de Primavera,Embalagem de 2x42 g,3.39,40.36,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E9A5CD2E1B1B6757DADC347F29B9A6CB.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
51798,8005125673339,,Clementoni,Jogo Aprendo Inglês,1 un.,5.99,5.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D570F449254C9EDE1B7847A102FA8502.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
51894,0000042397236,100.0,Nivea Sun,Protetor Solar Protect & Moisture FP30,Embalagem de 100 ml,6.89,68.9,100,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/16458251A5847C38D46E2554088D62F3.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
51928,8720182516602,60.0,Knorr,Caldo de Cogumelos 6 Cubos,Embalagem de 60g,1.19,19.83,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FDDAAD4DFD85338E5CDD0D50826E76E9.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52084,4005900911650,270.0,Nivea Sun,Protetor Solar Spray Protect & Bronze FP30,Garrafa de 270 ml,14.09,52.19,270,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/92D3AD6A3D77A08C6C9B48EE00AE6B5C.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52150,5604260324422,,PorSi,Caderno espiral capa colorida A5 pautado,,1.39,1.39,1,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D84E2D15B589B04161A381A14D193CE8.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52319,4005900996855,40.0,Nivea Sun,Protetor Solar Facial Luminous 360 FPS50+,Embalagem de 40ml,15.59,389.75,40,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D3B4F5D6FAE108BF5D9ED01EE7F020C8.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52321,4006000003894,150.0,Nivea Sun,Protetor Solar Spray Protect&Play Kids FPS50+,Embalagem de 150ml,10.19,67.93,150,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B5F2EEB3762365ED8CD653DF6CCE569B.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52333,5601217137715,,Xau,Detergente Máquina Roupa Líquido Lavanda,69 Doses,8.99,8.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9FBBC0A7AEBA574DE66C68C8488E8F4C.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52374,8720181385063,,Skip,Detergente Máquina Roupa Líquido Lavanda,76 Doses,10.99,10.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9168A118F4ECAE8C9BEFEC7E6D9C9016.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E73D727EEE604C6F855E3312AC37631C.jpg,,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52380,8720181407222,1300.0,Cif,"Lava Tudo Perfumado Marinho, embalagem de 1,3l",,1.99,1.53,1300,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0A87B42D70C5082B035F94701C1B429F.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8B7FC9C3D49721A4DD3C875D35C40207.jpg,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52412,5415187811052,,Eastpak,Estojo Benchmark Core,1 unidade,12.99,12.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/878A32A167419993D33320B4968FDF46.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52413,4007817063279,,Staedtler,Lápis de Grafite HB Noris Pastel,Embalagem com 6 unidades,4.59,4.59,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/77FD494D036BEB4BB0E4FCBF7630C0CC.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52414,4007817080443,,Staedtler,"Conjunto lápis, afia e borracha",Embalagem com 8 unidades,4.99,4.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6EDCE2CA6484ED4B86FCEEE10F48E0AB.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52429,8000825075100,,Giotto,Marcadores Turbo Maxi,12 Unidades,4.68,4.68,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60AA7128CBE626A2248360254B184F61.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52432,4007817550021,,Staedtler,Compasso Nóris,1 unidade,4.99,4.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9917A47DDD3633996A531072BD76EB0B.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52433,8000825291203,,Giotto,Lápis de Cera Maxi,12 Unidades,4.99,4.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/19D275EC15DE086695DFE2A5BF8E0C9D.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52434,3086123368828,,Bic,Canetas Feltro de Colorir Kids,12 Unidades,2.29,2.29,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1984855A391538745721757966C8A3C.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52436,5608973124805,,Simply,Pincel Nº2 Blister,1 Unidade,0.39,0.39,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6DBE210A7021CC81A2D11C4794704ACF.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52437,5608973124843,,Simply,Pincel Nº4 Blister,1 Unidade,0.45,0.45,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62E4974DDC3AEE2D4281657275B91CC9.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52438,3154144644112,,Maped,Tesoura Soft Pastel 13 cm,1 unidade,1.19,1.19,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/690304A1A490EC86695614EA93F05391.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52439,5608973124881,,Simply,Pincel Nº6 Blister,1 Unidade,0.49,0.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD1CDBE41E1A372939CECA8DEE10EA7D.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52440,5608973124928,,Simply,Pincel Nº8 Blister,1 Unidade,0.59,0.59,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B93106FE644DEE10D2B41D0B2E120910.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52442,5608973124966,,Simply,Pincel Nº10 Blister,1 Unidade,0.69,0.69,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF8D9F195CEF9162B2D02ACF692069FC.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52443,5608973125000,,Simply,Pincel Nº12 Blister,1 Unidade,0.75,0.75,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/102F020ABDC1433ED0B192267C889AE8.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52445,5604260324521,,PorSi,Caderno Agrafado Capa Preta Plast. A4 Pautado,1 Unidade,2.09,2.09,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E231A7DB66C838599FE528638B46448F.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52447,5604260324507,,PorSi,Caderno Espiral Universitário A5 Pautado 80 Folhas 70g,1 Unidade,1.29,1.29,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72AAD8D3D65DA459A48D06F5BC587384.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52460,5604260324699,,PorSi,Pasta Arquivo Lombada Larga Verde,,1.79,1.79,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/747FD3118BD39E168A3A6B8533CB71F8.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52480,5010994208387,,Play-Doh,Kit Iniciantes - Um Dia na Lagoa,1 unidade,7.99,7.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1976E49AE75160C2F3754D5F2E7323B4.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52481,5010994208400,,Play-Doh,Primeiras criações para o picnic,1 unidade,15.99,15.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62D4BE66DF7E9D39D2112BF18A868301.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52484,8005125673322,,Clementoni,"Jogo ""Alfabeto""",1 unidade,5.99,5.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1799CD290ED63D074D090103A19BFBE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F19DABB1949C06BAD02A43F4FCFE188C.jpg,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52485,8005125673353,,Clementoni,"Jogo ""Números""",1 unidade,5.99,5.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A6CC166E9A555C8A43051932D58F4D3A.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/34B071A0F3A079306D2DF5F9BA8930AA.jpg,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52486,8005125673315,,Clementoni,"Jogo ""Animais da Quinta""",1 unidade,5.99,5.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C6D444DD0A7ACB08023684ABDDFBD745.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AC8B6B614E12921C2CB1A6FA7693DBA5.jpg,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52487,8005125673346,,Clementoni,"Jogo ""Veículos e Profissões""",1 unidade,5.99,5.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D66C06E5A43F080D869A4AF9BE39E26.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B013785602F69A00A4E0203CEA030F9C.jpg,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52488,8005125673360,,Clementoni,"Jogo ""Que horas são?""",1 unidade,5.99,5.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3285DC491771B9686C47A9576E6FEB3E.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52515,8410436428286,,Persil,Detergente Máquina Roupa Lavanda 4 em 1,52 cápsulas,11.99,11.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3C29F379B133D1B4112F30841E028F7E.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52516,8410436428644,,Persil,Detergente Máquina Roupa Color 4 em 1,52 cápsulas,11.99,11.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E6866AE215D31A4746438D7FCE2CBCF2.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52578,8445290836342,,Nescafé,"Café Meia de Leite Sical, 16 Cápsulas",,4.99,4.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BB46D17F919823471F78EF9E1A5943F2.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52602,5601217137937,1710.0,Quanto,"Amaciador Roupa Concentrado Lirios e Frutos Vermelhos, 95 doses",,3.99,2.33,1710,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/563FAA46B02CF60B1C429C7EDCFFBB40.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52838,8720182598899,1000.0,Cif,"Detergente Loiça Manual Frutos Vermelhos +Poder, 1l",,1.99,1.99,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/784A59ED0AC78C19C7FF36B0B0E91397.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52851,8001630009410,170.0,Danone,"Bifidus Activia Topper Muesli, Chia, Quinoa e Mandorle, 170g",,1.59,9.35,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EAE692D942BE28A776D2ABDEEBE9BC7A.jpg,,,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52894,8720181380662,,Skip,"Detergente Cápsulas Máquina de Roupa Cores Ultimate, 32 doses",,8.99,8.99,32,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1683867F45318233084D2B03D3717BC.jpg,,,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52895,8720181380648,,Skip,"Detergente Cápsulas Máquina de Roupa Active Clean, 32 doses",,8.99,8.99,32,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AFDAFD11D9A3E06FF9612A9C5A925C33.jpg,,,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52900,5601217138088,720.0,Quanto,"Intensificador Perfume Líquido Lavanda 36D, 720ml",,2.99,4.15,720,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CAC5CEAACB3DCE6D8F3FF5B4761BDD42.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
52940,8720181387371,2800.0,Skip,"Detergente em Pó Máquina da Roupa Active Clean, 56 Doses",,11.99,4.28,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D72E9F962593AE16F324A09633BDCD9.jpg,,,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
53073,8445290098993,1500.0,Purina One,"Ração para Gato Esterilizado Com Salmão, 1.5 kg",,9.96,6.64,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B169FA455EF04FEFF7A98761DA156F2E.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
53093,5202390028496,100.0,Violife,"Fatiado Sabor a Fiambre, 100g",,2.54,25.4,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08F563B33FC5E0232B272CB8C1270FCE.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
53201,8722700263951,112.0,Knorr,"Caldo Natura de Galinha, 4 x 28g",,1.59,14.2,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C44C71F673042B8702982DA004384E92.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
53229,8445290832917,190.0,Nestlé,"Refeição Arroz com Frango, 190g",,1.64,8.63,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D4286BB737B7D12D5084656C003A1236.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
53258,8445290554499,28.0,Nestlé,"Snack Para Bebé Morango e Banana, 28g",,1.29,46.07,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E5BFDA06611A95D88247C2CD3DDD8017.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
53283,8445290070937,1500.0,Purina One,"Ração para Gato Esterilizado Com Vaca, 1.5 kg",,9.96,6.64,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8BA2E1C96DDDB156D4207F46C51C86B8.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
53297,8445290473172,1200.0,Purina One Mini,"Alimento Seco para Cão Mini Sem Cereais Frango, 1.2kg",,7.49,6.24,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/654959A4AE70924CAC55E36E586DCE7E.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
53307,3600542289634,350.0,Garnier,"Champô Fructis Hair Food Aloé Vera, 350ml",,4.24,12.11,350,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A0EA665768C5A44921CD8C41571A661.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
53319,4006000016504,50.0,Nivea,"Desodorizante Homem Roll-on Fresh Sensation, 50ml",,2.69,53.8,50,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1221CBEB467972247784411EB7CFAAC8.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
53321,4006000033570,50.0,Nivea,"Desodorizante Roll-on Black & White Max Protection, 50ml",,3.09,61.8,50,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2773456A0400191F350E5C65211739D5.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
53322,4006000033594,50.0,Nivea,"Desodorizante Roll-on Black & White Max Protection Homem, 50ml",,3.09,61.8,50,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5E2126FDF4D957720B888AE7CA2F116A.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
53323,4006000016535,50.0,Nivea,"Desodorizante Roll-on Fresh Sensation, 50ml",,2.69,53.8,50,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/73D7C290A444C09FFB90A8B5FB5A6FA4.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
53458,5029053580371,,Huggies,"Toalhitas Bébe Mickey, 56 un.",,1.49,1.49,56,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2C9E4774ED46F79BF07DB1DF4C669561.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,,,,,,,,,,
53459,5054563019332,,Sensodyne,Escova de Dentes Repair&Protect Suave,,3.35,3.35,1,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E5F6092397C5B36E660DBCEE698592D2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6EED9F7E683BE9D1839B0B05D60BA43E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6EED9F7E683BE9D1839B0B05D60BA43E.jpg,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,10,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6EED9F7E683BE9D1839B0B05D60BA43E.jpg,,,,,,,,,
53460,5054563129536,,Sensodyne,Escova de Dentes Nourish Suave,,3.35,3.35,1,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D744B4623FDEF0CFB055D4201849704B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DB3E71B8403D3A5C145B1F80581BC3D4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DB3E71B8403D3A5C145B1F80581BC3D4.jpg,,,,12,11,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DB3E71B8403D3A5C145B1F80581BC3D4.jpg,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
53553,8001841935027,,Swiffer,"Recarga Espanador, 10 unidades",,5.99,5.99,10,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49BB4817AF75915F1F43861C1563DAE7.jpg,,,,,,12,11,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
53562,8006540848326,,Dodot,"Fraldas Sensitive T6 13Kg+, 32 unidades",,12.15,12.15,32,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5DC865793661E1B38C1E4A1E0B027D7A.jpg,,,,,,12,11,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
53571,8410436170451,,Palette,Coloração 4-99 Violino,,3.89,3.89,1,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F69619F6FDA55BA60205D368913BE703.jpg,,,,,,12,11,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
