identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,avantages_dateFin,avantages_categorie,nro_paginas,page,images_5,images_6,images_7
10227,8410436170932,,Palette,Coloração Permanente Caju |3.68,,4.29,4.29,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/70CFFA73A2773D337CFC8864805CECA2.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
10229,8410436171014,,Palette,Coloração Permanente Louro Escuro |6,,4.29,4.29,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/96D15C98D8287214EF7F682455D5E931.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
10230,8410436171052,,Palette,Coloração Permanente Preto Azulado |1.1,,4.29,4.29,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BD4F1A8A602EE1811E25F1CED97B3045.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
10272,8410436240109,50.0,Sonasol,"Bloco sanitário blue activ, eucalio",Embalagem de 50 g,1.98,39.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AD6EF490A116ED8448E270834FD13125.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
10273,8410436240130,50.0,Sonasol,Bloco sanitário blue activ higiene,Embalagem de 50 g,1.98,39.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/030C25BBFC0551A8A26341A0DB18F1E8.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
10463,5604260324163,250.0,PorSi,Gel Íntimo,Embalagem de 250 ml,1.99,7.96,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B588051D80FCE942C70A87697EAC487E.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
10509,8435250297955,256.0,Nestlé,"Iogurte mix in smarties baunilha, embalagem de 2 x 128 g",,2.19,8.55,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5355941DC0922592DB9EDB46788FEE19.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
10639,8712566395514,61.0,Knorr,"Sopa gourmet, cogumelos, embalagem de 60g",,1.99,32.62,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/37AB5E4154A122936DBF40F8E46CCD3D.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
10651,8714789113227,75.0,Colgate,"Pasta dentífrica herbal branqueadora, embalagem de 75 ml",,1.99,26.53,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D603169FD8B2B272886B853A2EE3184C.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
10694,8714789861647,,Colgate,Escova dentes slim soft média,,2.99,2.99,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4DE93E87787C1602339F777AF155D0FD.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
10702,8714789925349,75.0,Colgate,"Pasta dentífrica máxima proteção, fresca, embalagem de 75 ml",,2.29,30.53,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/25ADA59A95A3FDAF86D88BFBC2F69BCB.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
10827,2895084000000,250.0,Alavão,Queijo Curado Trad.Pimentão,Vendido ao peso a partir de 250 gr,2.25,8.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E6BAB74AB5F3DC05744A385414FF98D.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
10859,3023290400395,230.0,Nestlé,"Iogurte mix in kit kat, embalagem de 2 x 115g",,2.19,9.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/46A338E8D7EAC63B8EF63808F7DF5998.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
10884,3147690051206,700.0,Label 5,Whisky blended,"Garrafa de 0,70 l",11.99,17.13,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C08CAF9ADA1BDE594E3803CD3B274AB6.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
10916,3250390012313,250.0,Páturages,Chantilly Spray 250g,Embalagem de 250g,1.79,7.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/632DCF17E7FA2BEEAEC25ABE6C32B813.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
11357,5038483957417,200.0,Durex,Gel de massagem,Embalagem de 200 ml,11.24,56.2,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/857DE7A66BFB995E6EC84AC6D02D1245.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
11462,5601012000917,750.0,Mateus,"Vinho rosé mateus emotion, garrafa de 750 ml",,3.59,4.79,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/23158BC4A07F750833416B872EDDC1E6.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
11501,5601049612084,125.0,Mimosa,"Manteiga com sal, embalagem de 130g",,1.39,11.12,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C0A3DF0B7623AAEE8B7C1B9626AECDDA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1207D37BB442FDD5C918BE023189F00C.jpg,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
11612,5601164824478,1980.0,Super Bock,"Cerveja sem Álcool Preta, emb. 6 x 33 cl",,4.49,2.27,1980,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5C26E13A4E57323C65850675F100133E.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
11614,5601164874206,1980.0,Super Bock,"Cerveja sem Álcool, emb. 6 x 33 cl",,4.49,2.27,1980,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FEB5F0D5D776C18C5FAFF0542F70B7BE.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
11656,5601195510128,1000.0,Pedras Salgadas,"Água com gás limão, pack 4 x 0.25 l",,2.19,2.19,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B17C3B681260FB1EF3C3D602C2A48DB7.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
11671,5601217126382,1650.0,Woolite,Detergente líquido p/ máquina lavar roupa cores,"Garrafa de 1,65 l",6.99,4.24,1650,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8C38ED746381E210259B37EA8CABFD0A.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
11672,5601217126399,1650.0,Woolite,Detergente líquido p/ máquina lavar roupa cores escuras,"Garrafa de 1,65 l",6.99,4.24,1650,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FC5980949C1223101DAEB813C8710D22.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
11685,5601244202042,150.0,Terra Nostra,"Queijo flamengo, ralado, embalagem de 150g",,1.69,11.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/661D5D131888AD52FC27900BF4583C9D.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
11687,5601244202158,400.0,Terra Nostra,"Queijo fatias redução de gordura, embalagem de 400g",,4.39,10.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F91460A767DF4AF90E45E918A360294.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
11688,5601244202318,200.0,Terra Nostra,"Queijo flamengo em fatias, embalagem de 200g",,2.29,11.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/51C5114F8500F311C1E44953A540868A.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
11742,5601383014414,245.0,Izidoro,"Salsichas em frasco bockwurst, 5 un",Embalagem de 250g,1.98,8.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D57BED57368BFADC2DEDC1B72480AE17.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
11753,5601489781357,135.0,Du Bois de la Roche,"Feuilletine, embalagem de 135g",,1.64,12.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/997953ACC55043196AF108062B03F127.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
11935,5603124023273,545.0,Mistolin,"Tira gorduras pistola, 550 ml",,2.69,4.94,545,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/61307002E6EA5352BB9A64A39F439A9A.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
11960,5603722505300,250.0,Mimosa,"Manteiga magra, embalagem de 250g",,2.09,8.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C74CBDA10A089507D586E060E46ABF03.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C2F91C79228A3ADF27E4AEC55908D66D.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8234260C017BAB3AE2C659FDE5BBED44.jpg,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
11961,5603722505607,1000.0,Mimosa,"Leite sem lactose meio gordo, de 1l",,1.15,1.15,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A98ED8A0E5E675A3AC1A551BCE75B0AB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E57BFE09E8D859BDBE1705476BB9F1B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E1F70144AAFCC0EAEBFF05614177D009.jpg,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
11963,5603722505775,250.0,Mimosa,"Manteiga sem sal, embalagem de 250g",,2.19,8.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9BCF64C54A7D7626D65710EBF82436CC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1EA90F949357E7F98D48732996035C6E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F0AD169BB42B947BB5B96F6E89FDECD.jpg,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
11967,5601049612336,250.0,Mimosa,"Manteiga com sal, embalagem de 250g",,2.19,8.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2C2D066D904F137421CA4F472DC07738.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B59AE74FD0DBE6C3112F001AFF69E867.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BB9196C3025886DBB6F20EDD70A1CA7A.jpg,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
12046,5604260104116,500.0,PorSi,Molho Béchamel 500ml,,1.69,3.38,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B291394A8F64F4ED834F032F124A988C.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
12232,7613034453129,300.0,Purina Gourmet,"Comida húmida para gato seleção de peixes, embalagem de 300g",,2.59,8.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0AFE779DB5FF364F09315DAB6399C25A.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
12279,8000420742193,750.0,Gancia,Esoumante prosecco branco,Garrafa de 750 ml,8.99,11.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F1F0FBC86F2D5945B4B6136F3984F62A.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
12286,8001480020696,2000.0,Neoblanc,Lixívia para roupa delicada,Embalagem de 2 l,5.24,2.62,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA134EE88CA0DF0986A964941E1C5878.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
12288,8001480020757,2000.0,Neoblanc,Lixívia para roupa delicada,Embalagem de 2 l,4.49,2.25,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/623D9B31F30B86B3AF0F1B5AC589FBAC.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
12449,8416400906132,128.0,Halls,"Rebuçados de Eucalipto sem Açúcar, Pack 4 x 32 g",,1.99,15.55,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DF00187CA827E016CD77FE34A43CDD61.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
12468,8435250439584,256.0,Nestlé,"Iogurte mix in smarties morango, embalagem de 2 x 128 g",,2.19,8.55,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/546EB338CC6149CC0CDDECE6E5ABF48D.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
12471,8435257040868,640.0,Nestlé,"Iogurte líquido yoggi morango/banana, embalagem de 4 x 160g",,1.99,3.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E92C48D7A1A5BA67322D0E6250F5BAFF.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
12543,8715035110106,150.0,Kikkoman,"Molho de Soja, emb. 150 ml",,2.75,18.33,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3D3E630DEE5977CF2FC3BF40796FA65E.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
12544,8715035130104,150.0,Kikkoman,"Molho de Soja com Menos Sal, emb. 150 ml",,2.75,18.33,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/633AADF57E8BECC13514E3BC57DBF357.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
12707,3387390326574,375.0,Nestlé,"Cereais cookie crisp, embalagem de 380g",,2.98,7.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3C9F6F83B5C3B2A5598C75459ACC4A8.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
12889,2892175000000,150.0,Fruta,Kiwi categoria II,1 un = 150 gr (aprox.),0.45,2.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/39D74C337E358C98856B0EB2FC79D7A8.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
12906,2892001000000,100.0,Fruta,Clementinas,1 un = 100 gr (aprox.),0.2,1.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/91DC72E142D597026B000E92136FFB70.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
12928,2892050000000,2000.0,Fruta,Abacaxi,1 un = 2kg ( aprox.),1.98,0.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/90A3F01E4C59C42862CFF43094D79900.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
12940,2892083000000,200.0,Fruta,Lima,1 un = 200 gr (aprox.),0.6,2.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2DD3A3AD2AC0E0F4144D0C1CF845306C.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
13048,2893561000000,250.0,Marisco,Ameijoa Branca Vietnamita Congelada,Vendido a partir de 250 gr  (aprox.),0.5,1.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EB1BC296FF41180E6F3E1626AD4F78AA.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
13201,2893186000000,800.0,Peixaria,Pargo Mulato, 1un = 800 gr (aprox.),5.59,6.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11C32BE0B2CE482787FEFB1794945225.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
13511,2893503000000,500.0,Nossa Seleção,Camarão Tigre Congelado 20/30,,6.0,11.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1AB7522A797A777AAC7B006F84F3F7FF.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
13541,2893533000000,250.0,Congelado de Aquicultura,Camarão Congelado 60/80,1 un = 250 gr  (aprox.),1.75,6.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29A2DFA509FFDAFCD18E7F308BD753B4.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
13566,2893560000000,250.0,Congelado de Aquicultura,Camarão Congelado 20/30,1 un = 250 gr  (aprox.),2.25,8.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/863DB9F10BE616A55736AB7A17BC6BB5.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
13567,2893562000000,250.0,Marisco,Ameijoa Castanha Vietnamita Congelada,vendido ao peso a partir de 250 g,0.75,2.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/33CC3279E2741F227440A7AFDC3AEEF9.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
13577,2893572000000,200.0,Peixaria,Pota Inteira Congelada,1 un= 200 gr (aprox.),1.0,4.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2D6321EA80C5271A6C9DE3162C36D95.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
13582,2893577000000,400.0,Peixaria,Solha Congelada,,2.32,5.79,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/09CD29C77ECA15BC59D0A288B72C20B4.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
13602,2893597000000,500.0,Peixaria,Pescada Média Argentina Congelada,+ de 500 g,2.45,4.89,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0D3A6A42D4C22CDA932A00A286926BF6.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
13821,2892597000000,200.0,Legumes,Tomate Cacho,1 un = 200 gr (aprox.),0.36,1.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FD67F77AFAB450B6A4FA38E0279E6686.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
13839,2891006000000,800.0,Novilho,Bife da Pá,Vendido ao peso a partir de 800 g,10.39,12.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5626B1315F40E59D057B37FBCA18064B.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
13866,2891048000000,1000.0,Porco,Bifanas,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72DE0DA6B485199AC995C629E3E4D279.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
13886,2891108000000,1000.0,Frango,Bife de Frango,Vendido ao peso a partir de 1 kg,5.99,5.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/519BDC237EE2CC43FB5B010D4FF5A15B.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
13892,2891041000000,1000.0,Porco,Costeletas do Lombo,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/589E4AFE71E19AF7FEB32FB0C0E176FF.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
13893,2891043000000,1000.0,Porco,Entrecosto,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA05EE99D302D59771FCC108473E0700.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
13897,2891053000000,1000.0,Porco,Lombo sem Osso,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/415564DA70574ED3C1D7475F1F28BDB6.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,3,,,
13947,2891125000000,150.0,Peru,Espetadas de Peru,1 un = 150 gr (aprox.),1.02,6.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7051DD49B64096A6B46E7815DD618A85.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,4,,,
13954,2891192000000,500.0,Porco,Tiras da Costela/Piano,1 un = 500 gr (aprox.),3.0,5.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7D0B09E93398DFB0B31D06D5AFBD6B99.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,4,,,
14007,2696358000000,800.0,Pastelaria,Bolo Brigadeiro 800 g,,7.49,9.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D16DABCE965696E3586CDB9A87DB71C.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,4,,,
14196,5604260272105,250.0,PorSi,Salsichas Hot Dog Frasco 540g,,3.1,12.4,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DEA11230BF1CF561F20B184084F0CF0F.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,4,,,
14198,5604260273683,800.0,PorSi,Bolacha Tostada 800 G,,1.59,1.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2D5FAAB4BD35CE24623ED7F165261C0.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,4,,,
14301,5000116105199,1125.0,Iglo,"Ervilhas, embalagem de 1,125 kg",,4.99,4.44,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A12D381A70EA524D1800DAB02CBAB7B.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,4,,,
14302,5000116109104,500.0,Iglo,"Ervilhas primavera, embalagem de 500g",,2.98,5.96,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/331AE4FF3620F211D8048BD43B1F93FF.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,4,,,
14386,5601383025342,235.0,Izidoro,"Salsichas hot dog, frasco, embalagem de 240g",,2.64,11.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B7A208EB12DF759057A2B64ADEB2FCD9.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,4,,,
14524,5606293010150,100.0,Vitacress,"Salada mesclum, embalagem de 100 g",,1.49,14.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/437D701C53376E62CC9172CCFAEF8B9E.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,4,,,
14545,5606293100295,100.0,Vitacress,"Salada aromática, embalagem de 100 g",,1.49,14.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8B774925D3C426E499C84729B9F86DF2.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,4,,,
14549,5606293150016,125.0,Vitacress,"Agrião de água, embalagem de 150g",,1.49,11.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7A505DE44C3569CECA2951FE85691493.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,4,,,
14708,5601244202332,250.0,Terra Nostra,"Manteiga com sal, embalagem de 250g",,2.29,9.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/34C574538A57B9FC15AB22DC51C8B356.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D76B5CC4F670644A71C1CF49788751C.jpg,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,4,,,
14722,8410063045917,800.0,Pescanova,"Camarão Vannamei 24/40 Ultracongelado, emb. 800 gr",,9.99,12.49,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CE44DDFA8734C0276A1512F05FB6C21A.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,4,,,
14723,8410063045139,800.0,Pescanova,"Camarão vannamei 40/48, embalagem de 800g",,9.39,11.74,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CF56AF8546EAE589D7E2D74E545BD302.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,4,,,
14854,2891117000000,2350.0,PorSi,Pato inteiro com miúdos,1 un = 2.250 kg (aprox.),9.38,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E5F2031D60089F4C13D404725928D593.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,4,,,
15286,7613034453754,300.0,Purina Gourmet,Comida húmida para gato seleção de aves,Embalagem de 300g,2.59,8.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E37BC08E397EF4C9355F3D465FCA634D.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,4,,,
15327,3250392098568,500.0,Páturages,Nata Uht Ligeira Garrafa 2x250ml,Embalagem de 2X250ML,2.69,5.38,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A6C408B341279AA97BD82628F350472.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,4,,,
15481,5601448105521,750.0,Felgueiras,"Vinho verde, garrafa de 0.75 l",,1.99,2.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3C275D1EE2E3C2E37862D80386142F81.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,4,,,
