identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,avantages_dateFin,avantages_categorie,images_0,images_1,images_2,nro_paginas,page,images_3
52788,5900020043832,80.0,Nestlé,"Barras de Cereais Protein Fitness 0% Cacau, 80g",,1.59,19.88,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/319BF7682172EDC92A4E7C3D869C59EC.jpg,,,8,2,
52806,8711327608153,400.0,Magnum,"Gelado Chocolate Branco com Morango, 400 ml",,5.49,13.73,400,L,€/L,,Tipo de stockagem,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F7B277BE11B4B3700DC9F79E39DD9E85.jpg,,,8,2,
52904,8445290926029,84.0,Nestlé,"Chocolate Extrafino Filipinos Branco, 84g",,1.29,15.36,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E120C8BF5434763B5E3155415B02A155.jpg,,,8,2,
52938,5601217137746,,Finish,"Detergente Loiça Máquina Power Regular, 60 unidades",,11.99,11.99,60,,€/Unidade,,1000 Artigos,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E450243CCF850E82EF5ADC69AB281BA1.jpg,,,8,2,
5297,5601174205403,750.0,Periquita,Vinho rosé península de setúbal,Garrafa de 0.75 l,3.69,4.92,750,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/57F4393591F8197D030DC0272B1C8CF5.jpg,,,8,2,
6205,8001480020450,2000.0,Neoblanc,Lixívia Denso-Activa Harmonias Florais p/ Casa e Roupa,Embalagem de 2 l,2.99,1.5,2000,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F41ADE6A8A2E172433A5157F3ABCA9F6.jpg,,,8,2,
639,3250390207498,150.0,Bouton dor,Aperitivos mistura salgada,Embalagem de 150g,1.99,13.27,0,kg,€/Kg,,,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/067F480ABF36C8FB36520DDD050B884B.jpg,,,8,2,
6535,8411134100764,,Control,6 Preservativos Adapta Senso,,4.29,4.29,0,,€/Unidade,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC0D4681173A103E4475E97113B35EF1.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9695A5E49C9F0664ACB2A50376B468E9.jpg,,8,2,
7043,2894074000000,150.0,Campofrio,Peito de peru forno lenha,1 un = 150 gr (aprox.),2.32,15.49,0,,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EF3CEFEECAD2391EED6F65839052F87D.jpg,,,8,2,
8391,5601049159992,1000.0,Mimosa,Leite especial cálcio + vitamina d magro,Garrafa de 1 l,0.98,0.98,1000,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9A4AD44FB60B5A45579B826AAB547587.jpg,,,8,2,
8400,5601050033779,620.0,Danone,"Iogurte activia líquido cereais,  4 x 155 g",,1.99,3.21,0,kg,€/Kg,,1000 Artigos,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3AC3707CF655B8CC61D2C80E4828D7C8.jpg,,,8,2,
8415,8410500007836,600.0,Actimel Danone,"Actimel tutti-frutti,  6 x 100g",,2.79,4.65,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DB1D3FA2CAFD2F870E694DAF87E93AD5.jpg,,,8,2,
8434,5601050033731,620.0,Danone,"Iogurte activia líquido 0% lima/limão,  4 x 155 g",,1.99,3.21,0,kg,€/Kg,,1000 Artigos,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E8DD28A0F1244F3320993F3917832E4F.jpg,,,8,2,
8520,5601119956490,120.0,Nobre,Fiambre perna extra finissimos fatiado,Embalagem de 120g,1.99,16.58,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A7AE9A4CE77B2E0C74B78D8E6FD0475C.jpg,,,8,2,
9079,5601883000719,200.0,Nova Açores,"Queijo flamengo, fatias",Embalagem de 200g,2.19,10.95,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7F26FAA8053D654E46EFF18238D0A9DA.jpg,,,8,2,
9196,5602523120101,750.0,Mundus,Vinho Regional de Lisboa Branco,"Garrafa de 0,75L",1.99,2.65,750,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/31E3B22E10310CCAB55DE3B2B7EC5084.jpg,,,8,2,
9300,5603722497261,1500.0,Pleno,Tisana chá verde/limão,"Garrafa de 1,5 l",1.59,1.06,1500,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/63B46E2B2042FC121A0C4D7D5A49ED19.jpg,,,8,2,
9907,7613034146823,800.0,Purina One,"Ração para Cão Adulto Rico em Vaca, 800 g",,4.79,5.99,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D069D9A111DADCD00CC4CBE292F352F.jpg,,,8,2,
9914,7613034515643,400.0,Yogolino,Nestle iogolino prep iog bolacha 100g,Embalagem de 400g,2.24,5.6,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/63C83CFCB263E0E094FFB547D1F58C13.jpg,,,8,2,
12990,2892510000000,250.0,Legumes,Beterraba sem Rama,1 un=250 gr (aprox.),0.32,1.29,0,,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE38D0A0EDE44D01AA1FA1361EAB5312.jpg,,,8,2,
32158,4015400917328,480.0,Fairy,"Detergente Liquido da Loiça Limão, 480 ml",,2.54,5.29,480,L,€/L,,1000 Artigos,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06821894A698BA7624B6C2AA9B108A8D.jpg,,,8,2,
40592,5603722519420,480.0,Mimosa,"Iogurte fruta batida banana, laranja e bolacha, 480g",,1.69,3.52,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D09572C6AE538ADBF2B5D0B579F400D.jpg,,,8,2,
11463,5601018001642,250.0,Gresso,Manteiga com Sal,Embalagem de 250g,1.98,7.92,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CE6327DA4716D17A10AB93CC3D5ACD31.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7AC5179CFF33BEA38B382077FB05A477.jpg,,8,3,
19368,5606586000417,250.0,Legumes,Tomate Cherry,Embalagem de 250 g,0.99,3.96,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5696AF4CF4EA8EEE176DF8D04ED26B65.jpg,,,8,3,
22232,8410320104500,80.0,Campofrio,Salame fat,Embalagem de 80g,1.59,19.88,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/55984918C252981E6C8956EFD4419256.jpg,,,8,3,
24821,5604321028757,200.0,Cemporcento,Bolachas marinheiras chia,Embalagem de 200g,2.14,10.7,0,kg,€/Kg,,1000 Artigos,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4EB7F6F8385A406EFE84F4A039F54F6F.jpg,,,8,3,
44240,8410500010539,1200.0,Actimel Danone,"Actimel Kids, 12 x 100 g",,4.79,3.99,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30A5D0ACB9ED08A0E0975059507175B8.jpg,,,8,3,
12230,7613034192264,250.0,Cerelac,Papa infantil para preparar com leite +6 meses,Embalagem de 250g,1.84,7.36,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9FAA017CC3BC08A98F0EF54D61B67C5D.jpg,,,8,3,
8416,5601050029345,1200.0,Actimel Danone,"Iogurte actimel morango, 12 x 100 g",,4.69,3.91,0,kg,€/Kg,,1000 Artigos,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5FAD8A5314ADD212D31505EDB76818D0.jpg,,,8,3,
931,5601001228100,300.0,Nestum,Nestum flocos de cereais com mel,Embalagem de 300g,2.24,7.47,0,kg,€/Kg,,1000 Artigos,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3533A13BC534891673C8C96375839B78.jpg,,,8,3,
35983,5601027972735,700.0,Bimbo,Pão de forma torradas familiares,Embalagem de 700 g,1.99,2.84,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/235876653DE3C23FDDF51ADFA446C532.jpg,,,8,3,
7324,3228020390131,250.0,Président,Manteiga magra meio sal,Embalagem de 250g,2.49,9.96,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0572D04FA5CEC1AC6556A139AF011D2.jpg,,,8,3,
5093,5601050033755,620.0,Danone,"Iogurte activia líquido 0% morango/kiwi,  4 x 155 g",,1.99,3.21,0,kg,€/Kg,,1000 Artigos,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29B41AE598716D0550D815AA0FE86025.jpg,,,8,3,
1270,5601151023150,500.0,Compal,Polpa de tomate com cebola e alho,Embalagem de 500g,1.39,2.78,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D455823659AE027A7D3A2F64537EA4D9.jpg,,,8,3,
13523,2893515000000,250.0,Peixaria,Lula Congelada,1 un= 250 gr (aprox.),1.25,4.99,0,,€/Kg,,Avantages !,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2B7BBDC4CDC3C912C9CD2FEC6D3B682.jpg,,,8,3,
15886,5601027003859,210.0,Manhãzitos,Manhãzitos original,Embalagem 6x2 unidades,2.29,10.9,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71329DB5D34C05CB20373BAE1032B91A.jpg,,,8,3,
47109,7613287218704,110.0,Nestlé,Bolsitas de puré de 4 frutas,Embalagem de 110g,0.84,7.64,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AAE972318DF3C7B29E7A2F9B4E66DEFB.jpg,,,8,3,
40593,5603722519406,480.0,Mimosa,"Iogurte fruta batida morango,  480g",,1.69,3.52,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0A57F6445B7C1C182B7075A26403537D.jpg,,,8,3,
1141,5601082026930,55.0,Delta Q,Cápsulas de café qharacter,Embalagem de 60g,3.69,67.09,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1A71F3C4A9EBBD2C86D1F4FAB26D9C96.jpg,,,8,3,
1146,5601082027029,55.0,Delta Q,Café em cápsulas deqafeitatus,Embalagem de 55 g,3.69,67.09,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/28C52B3A2B5D6D42C3DE921BCC460F79.jpg,,,8,3,
15810,3094900059593,75.0,Aquafresh,Pasta Dentífrica Menta Suave,Embalagem de 75 ml,1.85,24.67,75,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/36417FD84E6918863BC4A9B51808C017.jpg,,,8,3,
16493,8718951037939,500.0,Ajax,"Limpa vidros pistola, cristal",Embalagem de 500 ml,1.97,3.94,500,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E563EF990460546D67BF949773E0A516.jpg,,,8,3,
21767,7613035487871,90.0,Nestlé,Fruta para bebé multifrutas +4 meses,Embalagem de 90g,0.74,8.22,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/59D3B6826D610DDEB0688A4041A5FB71.jpg,,,8,3,
9299,5603722497254,1500.0,Pleno,"Tisana Chá de Cidreira e Tília, garrafa de 1,5 l",,1.59,1.06,1500,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E209EEA7F7A7AFC654DB8AF682E8C159.jpg,,,8,3,
3642,3059943009080,250.0,Air Wick,Ambientador recarga lavanda,Garrafa de 250 ml,3.59,14.36,250,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/756F620C8BCD41CE49D260CCD66BCDF2.jpg,,,8,3,
1272,5601151060254,500.0,Compal,Tomate triturado,Embalagem de 500g,1.39,2.78,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8578E2260B46D071F7AECDA37452145B.jpg,,,8,3,
1458,5601286220783,500.0,Milaneza,Massa de cotovelos grossos,Embalagem de 500g,1.04,2.08,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3227F59B4850D93351548A67BD46CA40.jpg,,,8,3,
38557,5601027004764,315.0,Manhãzitos,Manhãzitos® planetus 9x2 un.,Embalagem de 315g,2.89,9.17,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9668562796F86C61BB4FA95BDBF9C111.jpg,,,8,3,
40594,5603722519468,480.0,Mimosa,"Iogurte fruta batida banana e morango, 480g",,1.69,3.52,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/83F30AB91BC8058647F32CB83B2AAD16.jpg,,,8,3,
942,5601001324109,100.0,Nescafé,Café solúvel gold,Embalagem de 100g,4.99,49.9,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D2208D6FAF47450CD5F51F6C5577F9FD.jpg,,,8,3,
11960,5603722505300,250.0,Mimosa,Manteiga magra,Embalagem de 250g,1.99,7.96,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BED7878F3F6B8054337A806342B0A37.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C2F91C79228A3ADF27E4AEC55908D66D.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8234260C017BAB3AE2C659FDE5BBED44.jpg,8,3,
25214,7613035930551,90.0,Nestlé,Fruta para bebé maçã banana morango +8 meses,Embalagem de 90g,0.74,8.22,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/320AF02AD6CE8711C7912DB2FA781A00.jpg,,,8,3,
52297,3023290072134,160.0,Lindahls,"Iogurte Sólido Proteico Pêssego Maracujá,  160 g",,0.98,6.13,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE9F2C535F0C913D92E310F96C678155.jpg,,,8,3,
7356,3250390033677,750.0,Delagne & Fils,Champanhe rose bruto,"Garrafa de 0,75 l",22.99,30.65,750,L,€/L,,,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C67F8C7F5B830F4B7403ECD98A12FE61.jpg,,,8,3,
8399,5601050033809,620.0,Danone,"Iogurte activia líquido morango,  4 x 155 g",,1.99,3.21,0,kg,€/Kg,,1000 Artigos,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D308B1FB4C89B3E5388CD017CB0E1529.jpg,,,8,3,
10000,8001480020559,2000.0,Neoblanc,Lixivia perfume fresco,Embalagem de 2 l,2.24,1.12,2000,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AB043965B840954BA1E2B970EB3CF7B9.jpg,,,8,3,
12286,8001480020696,2000.0,Neoblanc,Lixívia para roupa delicada,Embalagem de 2 l,5.24,2.62,2000,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1EEF05A0D9CFE46475A118F5FF12889D.jpg,,,8,3,
1469,5601286251787,500.0,Milaneza,Massa de macarrão,Embalagem de 500g,1.04,2.08,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/23F94F5EC15597A4AB9A1FC4C5526842.jpg,,,8,3,
20967,5601027002593,175.0,Manhãzitos,5 manhãzitos choco chips,Embalagem de 175 g,2.24,12.8,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0AAF2F344E6BB2E2CE72DDB89E9BE7D6.jpg,,,8,3,
25153,5000146400042,750.0,Harpic,Líquido wc duraguard pinho da montanha,Garrafa de 750 ml,1.99,2.65,750,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4436EFCC1EEADD9FE9996407752961F9.jpg,,,8,3,
25375,5601050033441,620.0,Danone,"Iogurte activia líquido manga e papaia,  4 x 155 g",,1.99,3.21,0,kg,€/Kg,,1000 Artigos,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A96AE19E74579E9FA5D5277C47DE6D86.jpg,,,8,3,
767,4005500030287,400.0,Yogolino,Nestle iogolino prep iog banana 100g,Embalagem de 400g,2.24,5.6,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3D8E32B0B25B565E3618BD3D531AD8AC.jpg,,,8,3,
10111,8410104402501,200.0,Vanish,"Pré-lavagem power gel, garrafa de 200 ml",,3.89,19.45,200,L,€/L,,1000 Artigos,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/43BF12F00EF01640414435278CB9BD77.jpg,,,8,3,
10901,3228022000298,250.0,Président,Manteiga magra baixo teor sal,Embalagem de 250g,2.49,9.96,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/39754817E202726209A4761F94FED7A7.jpg,,,8,3,
1307,5601151962152,1000.0,Compal,Polpa de tomate em garrafa,Embalagem de 1 kg,2.09,2.09,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/188D8B739A75F9183E13BB6E462F65B0.jpg,,,8,3,
14698,7613034570512,90.0,Nestlé,Fruta para bebé 4 frutas +4 meses,Embalagem de 90g,0.74,8.22,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0783A3CBD6B546AE24E09BF08DF0A429.jpg,,,8,3,
19608,7613035376861,90.0,Nestlé,Fruta para bebé maçã cenoura manga +6 meses,Embalagem de 90g,0.74,8.22,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5C041057EE06358447920ADCA69E0479.jpg,,,8,3,
33222,3228024070282,130.0,Président,"Queijo creme de brie, 125 g",,2.24,17.23,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FD07504DC881394E6116D36E0F2C3BCC.jpg,,,8,3,
37510,7613036841498,90.0,Nestlé,Pacote maçã e pêssego,Embalagem de 90 g,0.74,8.22,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B6EBF57BF6FEE625FEE4365FC32440DD.jpg,,,8,3,
52536,4008400320328,129.0,Kinder,Snack Chocolate Bueno,Embalagem de 3x43g,2.19,16.98,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7D0C6F0D8A14FE6E20497AD8E847B60F.jpg,,,8,3,
7231,3059941005008,750.0,Harpic,Gel wc tripla ação c/ lixívia,Garrafa de 750 ml,1.99,2.65,750,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4F4DC0D04FEFE2E1C1396B2DF4E1E13C.jpg,,,8,3,
8435,5601050033953,620.0,Danone,"Iogurte activia líquido 0% de pêssego/maracujá,  4 x 155 g",,1.99,3.21,0,kg,€/Kg,,1000 Artigos,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/748ECF51AF6234B1BD1ECDB41529BE95.jpg,,,8,3,
10639,8712566395514,60.0,Knorr,"Sopa gourmet, cogumelos",Embalagem de 60g,2.19,36.5,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0DE93CCE9C882CDFCAF84912313B4E5.jpg,,,8,3,
12521,8712100417474,460.0,Hellmann's,Maionese magra em frasco,Embalagem de 460g,3.14,6.83,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A7BCD2CD890AA2348D9DB42E7F0D2DB6.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5EE500879C9469898FD1466D95386BB7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5EE500879C9469898FD1466D95386BB7.jpg,8,3,
13541,2893533000000,250.0,Congelado de Aquicultura,Camarão Congelado 60/80,1 un = 250 gr  (aprox.),2.0,7.99,0,,€/Kg,,Avantages !,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29A2DFA509FFDAFCD18E7F308BD753B4.jpg,,,8,3,
16040,5608516251029,280.0,Quinta de Jugais,Doce de abóbora c/ noz,Embalagem de 280g,2.39,8.54,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C72E1A6620F24FDD8D0C1D1C351B8129.jpg,,,8,3,
16919,8718951037878,500.0,Ajax,Limpa vidros cristal recarga,Embalagem de 500 ml,1.79,3.58,500,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1E01F43019F10371A21CF05D1BC242D7.jpg,,,8,3,
19927,5601883000405,250.0,Nova Açores,Manteiga c/ sal gourmet,Embalagem de 250g,2.19,8.76,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/65056049540390D09FDE870040E3173A.jpg,,,8,3,
2395,5608516251012,280.0,Quinta de Jugais,Doce de abóbora,Embalagem de 280g,2.39,8.54,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/42553823D44D04C0CD8B9270A0D469B7.jpg,,,8,3,
25310,8410022011540,228.0,Bollycao,Bollycao de leite 4 un.,Embalagem de 228 g,2.19,9.61,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0AFD08C47BB6CAA380643FB41A88C1DC.jpg,,,8,3,
31433,5604321027040,200.0,Cemporcento,Bolachas marinheiras naturais,Embalagem de 200g,2.14,10.7,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0C64FB6F818D4BF04BAF43584E347A27.jpg,,,8,3,
