identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,images_0,images_1,images_2,images_3,pictogrammes_libelleCategorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page,avantages_dateFin,avantages_categorie,pictogrammes_0
52337,8720181392955,,Comfort,Amaciador Roupa Concentrado Creations Flor de Lótus e Lima,76 Doses,3.99,3.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/18DD584DA1A39A596C301D171EB7721A.jpg,,,,1000 Artigos,,,,,,,,,8,2,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
52373,8720181384929,,Skip,Detergente Máquina Roupa Líquido Sensitive,76 Doses,11.99,11.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/61929A1D7DD3255CD6C78DACDFB51F9A.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08584FC3B52052055861732D08983BEF.jpg,,,,,,,,,,,,8,2,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
52378,8720181407130,1300.0,Cif,Lava Tudo Vinagre,"Embalagem de 1,3L",1.89,1.45,1300,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/684DA8EF8F27F3846C87A14C57F96D78.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ACC8FB9EC20CE1255E2C2456FAF7B5E2.jpg,,,,,,,,,,,,8,2,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
52518,5601217137753,,Finish,Detergente Máquina Loiça Power Limão,60 pastilhas,11.99,11.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/526D668404590B5225313BA14BAC66F5.jpg,,,,1000 Artigos,,,,,,,,,8,2,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
52788,5900020043832,80.0,Nestlé,"Barras de Cereais Protein Fitness 0% Cacau, 80g",,1.59,19.88,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/319BF7682172EDC92A4E7C3D869C59EC.jpg,,,,,,,,,,,,,8,2,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
52823,8720181384103,,Skip,"Detergente Roupa Máquina Cápsulas Sabão Natural, 45 Doses",,9.99,9.99,45,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F539E4002B56C2715DC7F143B70C8FE5.jpg,,,,,,,,,,,,,8,2,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
52882,8719200267923,1000.0,Planta,"Creme Vegetal de Barrar com Sabor a Manteiga, 1 kg",,4.99,4.99,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA359583CDC4B85860A9620A14431005.jpg,,,,,,,,,,,,,8,2,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
52897,8720181392917,1332.0,Comfort,"Amaciador Concentrado Essência Pure, 74 Doses",,3.49,2.62,1332,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C81AB307354BD851AD24288672BBAB9.jpg,,,,,,,,,,,,,8,2,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
52936,5010029227451,320.0,Oreo,"Cereais de Chocolate O's, 320g",,3.69,11.53,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/69029B0D5FDC3480B81EB31D926AA069.jpg,,,,,,,,,,,,,8,2,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
52938,5601217137746,,Finish,"Detergente Loiça Máquina Power Regular, 60 unidades",,11.99,11.99,60,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E450243CCF850E82EF5ADC69AB281BA1.jpg,,,,1000 Artigos,,,,,,,,,8,2,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
53030,8414100363460,330.0,Schweppes,"Refrigerante Laranja Zero, lata de 330 ml",,0.67,2.03,330,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D8A50DAF7C343E44B10F6987990E4D7C.jpg,,,,,,,,,,,,,8,2,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
5745,5603722513718,1000.0,Vigor,Leite pasteurizado m/g sem lactose,Garrafa de 1 l,1.15,1.15,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2B0BBD13280229875622C8E875C24761.jpg,,,,,,,,,,,,,8,2,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
6460,8410436216777,53.0,Sonasol,Bloco Sanitário Poder Activo Floral,Embalagem de 50 g,1.98,37.36,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9C3612E8D8E2847E794B4AC7CFA48EBA.jpg,,,,,,,,,,,,,8,2,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
6580,8412400193015,1000.0,Mr. Muscle,Desentupidor canos,Embalagem de 1 l,5.99,5.99,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/533C19EF1CE101916198B272361DCC83.jpg,,,,,,,,,,,,,8,2,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
7142,2895065000000,250.0,Paiva,Queijo Curado Apimentado,Vendido ao peso a partir de 250 gr,2.47,9.89,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BD3253AA457F28D8C7DD0DBC64BA3C4.jpg,,,,,,,,,,,,,8,2,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
7311,3163937011000,700.0,Ricard,Aperitivo de anis,Garrafa de 700 ml,14.99,21.41,700,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1448AACF8FF0F0D0CE67B8412C66C87.jpg,,,,1000 Artigos,,,,,,,,,8,2,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
7968,5000204613629,250.0,Baygon,Pó baratas e formigas,Embalagem de 250 g,4.49,17.96,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/80072BC73AA271990F472552F2E56930.jpg,,,,,,,,,,,,,8,2,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
8068,5011417544679,400.0,Finish,Abrilhantador p/ máquina de lavar loiça,Garrafa de 400 ml,3.99,9.98,400,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5D045CC65EE222532216DB5B0BF2A582.jpg,,,,1000 Artigos,,,,,,,,,8,2,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
8397,5601050016017,600.0,Danone,"Danacol morango,  6 x 100 g",,2.99,4.98,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5124A44EE2066C8E1CF52CF325D9AAB2.jpg,,,,1000 Artigos,,,,,,,,,8,2,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
8640,5601151981283,1000.0,Compal,Néctar vital equilibrio manga/maracujá,Embalagem de 1 l,1.19,1.19,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40A36C9D1FDA899D2407999AC8FED2EF.jpg,,,,,,,,,,,,,8,2,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
8752,5601217102065,1000.0,Finish,Sal p/ máquina de lavar loiça,Embalagem de 1 kg,1.89,1.89,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8EBDC7AE1197593D3539E53F449D6E79.jpg,,,,1000 Artigos,,,,,,,,,8,2,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
8845,5601283141302,100.0,Penha,Caramelos de fruta,Embalagem de 100g,1.09,10.9,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BC005EC01DFB398E26B3BEB4FC1E1AC9.jpg,,,,,,,,,,,,,8,2,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
9286,5603722492068,1000.0,Mimosa,Leite especial crescimento +3 anos,Garrafa de 1 l,1.49,1.49,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/26A3BE41175D4F1900210BFF62BF081B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1DA16AEB6305B1844421608D84E82EB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5674CBEBA359C0E43414CBEAA69D8774.jpg,,,,,,,,,,,8,2,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
9294,5603722494215,1000.0,Mimosa,Leite Especial Crescimento 1-3 Anos,Garrafa de 1 l,1.49,1.49,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E8EAAB44B3166FE020B43F64B725D8EB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B8D0BEE13E0FA7481A224732CB88CE29.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CF47B7EE63F34663DCC396F54F91507B.jpg,,1000 Artigos,,,,,,,,,8,2,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
9315,5603722509544,1000.0,Mimosa,Leite 0% lactose magro,Garrafa de 1 l,1.14,1.14,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5A14B3D114F4F7D42484C8D1602E358.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC5219EC1E15E09529E323B7D196FADA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC48BFFA4281D8016E9FB40168ED4485.jpg,,1000 Artigos,,,,,,,,,8,2,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
958,5601019012401,500.0,Guloso,Polpa de Tomate,Embalagem de 500g,1.09,2.18,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/20EBC153FCFDA3F6B93B2650D6C60B2B.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
959,5601019012418,1000.0,Guloso,Polpa de Tomate,Embalagem de 1 kg,1.79,1.79,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B354CF768C18B28FB1B1316955F339F.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
9751,5604661000222,500.0,Seia,Queijo de ovelha curado amanteigado,Embalagem de 500g,9.79,19.58,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E4087F2DEAD0EDEA66F21D932DC8C64C.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
13884,2891106000000,2000.0,PorSi Select,Frango do Campo Inteiro c/ Miúdos Programa Origens,Vendido ao peso,6.9,3.45,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B6825838652E244237081C091CB1D51.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
15010,2892545000000,1000.0,Programa Origens,Couve Flor,1 un = 1 kg (aprox.),1.69,1.69,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/73DF9B2986748054B9303F926F23B964.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
16042,8410022000025,200.0,Donuts,Donuts classic,Embalagem de 200g,2.19,10.95,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9DE87D45842580C95F36B655B1BA5FC5.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
1383,5601175103173,3000.0,Oliveira da Serra,Azeite tradição,Embalagem 3L,22.99,7.66,3000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5E0D005BAEBDB53CB4A9D6251C17079C.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
1135,5601082022758,250.0,Delta,Café torrado lote chávena máquina,Embalagem de 250g,2.69,10.76,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CD7C2612036EC6C8F8AE6969B5FDE5AD.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
21052,8435257034270,640.0,Nestlé,"Iogurte líquido yoggi, sem lactose, morango/banana,  4 x 160 g",,2.18,3.41,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93C63CDCCE271351E42C385AFD3AE69F.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
20512,5601070000539,500.0,Cristal,"Vinagre de sidra, garrafa de 500 ml",,1.15,2.3,500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D9C0ABCCB2F9B4978C4235B9D5FED76.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
35542,7613036867405,210.0,Nescafé,Café em cápsulas dolce gusto ristreto intenso,Embalagem de 210g,9.99,47.57,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/267E125B7795F042AD3E2E89E4989A32.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
13599,2893594000000,550.0,Peixaria,Red Fish Grande Congelado,1 un = 500 gr (aprox.),3.29,5.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3E98972B338DCF46BAA412A17BB9B0C.jpg,,,,Avantages !,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
17129,2892093000000,250.0,Fruta,Maracujá Roxo,1 un = 250 gr  (aprox.),1.65,6.59,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ECC8CDE139C3DA444F897788D6B33FB9.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
44264,5603722517136,200.0,Mimosa,"Nata cremosa sem lactose, 200 ml",,0.99,4.95,200,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/505AB5A758F0033F2C092C6776B8A3D2.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
52377,8720181385131,,Skip,Detergente Máquina Roupa Líquido Sabão Natural,100 Doses,11.99,11.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C8D069DB25783C2FC7889DE8456B0590.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
1287,5601151260753,410.0,Compal,Grão de bico,Lata de 410 ml,1.09,2.66,410,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/64A11988E77915EAC2B803C89620197A.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
41384,5601050036602,440.0,Danone,"Iogurte grego oikos stracciatella,  4 x 110 g",,1.99,4.52,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0A6F59B7D5832D67ED1CDB718D78849.jpg,,,,1000 Artigos,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
12230,7613034192264,250.0,Cerelac,Papa infantil para preparar com leite +6 meses,Embalagem de 250g,1.86,7.44,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9FAA017CC3BC08A98F0EF54D61B67C5D.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
35103,5601029000115,120.0,Bom Petisco,Sardinhas em azeite,Lata com 120 g,1.46,12.17,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C04E3695F77420B1311611DC74837D3E.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
3734,3250390025863,300.0,Claude Léger,"Crepes queijo/fiambre, 6 unidades",Embalagem de 300 g,1.99,6.63,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7A7C99E252671C91D6D457165F65F550.jpg,,,,Tipo de stockagem,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
13577,2893572000000,200.0,Peixaria,Pota Inteira Congelada,1 un= 200 gr (aprox.),1.0,4.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2D6321EA80C5271A6C9DE3162C36D95.jpg,,,,Avantages !,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
16607,8712561521529,700.0,Cif,Creme abrasivo original,Garrafa de 700 ml,2.69,3.84,700,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30CCCA0B503F489882A8FCB31275E9C6.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
2749,8410063046532,350.0,Pescanova,Miolo de camarão 80/100,Embalagem de 350g,6.99,19.97,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1D2AEF816246B4D1E4F3A2363606A04.jpg,,,,1000 Artigos,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
52326,8720181384776,,Skip,Detergente Máquina Roupa Líquido Active Clean,56 Doses,9.99,9.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB959F644F3F5B9BCC6B250AF56B6E18.jpg,,,,1000 Artigos,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
1104,5601066200301,1000.0,Nacional,Farinha p/ bolos fina,Embalagem de 1Kg,1.19,1.19,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/965F30777B80FEC78D369BAAC5FF5AF1.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
13529,2893521000000,1000.0,Peixaria,Pescada do Chile Congelada Nº3,1 un= 1 kg (aprox.),8.99,8.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40D57D35BBDBDF72027C959F41A6E90C.jpg,,,,Avantages !,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
18842,5601070000508,500.0,Cristal,Vinagre vinho branco 500ml,Garrafa de 500 ml,1.09,2.18,500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B1BDF2A3E3E9679D43CD22EA6D9C158.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
19586,8435257028057,720.0,Longa vida,"Iogurte aroma 0% tutti fruti/coco,  6 x 120 g",,2.29,3.18,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/18D91A939DFD31509CD0E9DB0A5315E6.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
43267,5607233552624,400.0,Panrico,"Pão de forma 100% farinha de centeio, 400g",,1.99,4.98,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0F9A11277B175306AD9072D8C45D6943.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
44809,7613035593756,1000.0,Nesquik,Achocolatado em saco,Embalagem de 1 kg,6.25,6.25,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7A82F6A4FFDD5A747845650B2714ACA6.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
45431,5601050036893,300.0,Danone,"Yopro líquido manga,  300g",,1.99,6.63,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8583A6614D9FCD023E372D07BF1E7B47.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
50033,5601050037593,300.0,Yopro,"Iogurte Liquido Pêssego Maragujá,  300g",,1.99,6.63,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8DF1B41264F620D281B0BA1662B0D3D8.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
5243,5601151170755,410.0,Compal,Feijão preto,Lata de 410 ml,1.09,2.66,410,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/148292276E212E85BD820FA0193628A4.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
13582,2893577000000,800.0,Peixaria,Solha Congelada (200/400),Pescado no mar,3.99,4.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/09CD29C77ECA15BC59D0A288B72C20B4.jpg,,,,Avantages !,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
24370,5601050033052,620.0,Danone,"Iogurte líquido morango / framboesa corpos danone,  4 x 155 g",,1.69,2.73,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/944714BB6E54D611AAE53F4C9C525265.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
485,3036810201280,220.0,Maille,Mostarda dijon,Embalagem de 220g,3.19,14.5,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/54F468F339DF4ED703D2259DA36B459B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1ABADBA923A5257BF5D8A92B53110481.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1ABADBA923A5257BF5D8A92B53110481.jpg,,1000 Artigos,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
23524,5000204922851,750.0,WC Pato,"Líquido sanitário extra power, marinho, 750 ml",,1.69,2.25,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FF6B5BA6C8EB35DB501C05C209AD45D0.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
43756,8410500026363,480.0,Danone,"Iogurte Activia 0% aveia e linhaça,  4 x 120 g",,2.39,4.98,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E57678E975E0133AA749A66A9BC6FE48.jpg,,,,1000 Artigos,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
52338,8720181392931,,Comfort,Amaciador Roupa Concentrado Creations Jasmim e Mirtilo,76 Doses,3.99,3.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DED7323146382FF9F9D6D0F2196F9D63.jpg,,,,1000 Artigos,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
11968,5603722506932,350.0,Agros,"Queijo flamengo, bola quartos",Embalagem de 350g,3.29,9.4,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A855C104890794BB9CC86EE717D5F260.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
1328,5601165005760,20.0,Lipton,10 saquetas infusão de cidreira,Embalagem de 20g,0.74,37.0,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CD0E912EDCBC0F88CCB88A275A3DBF8A.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
46518,5000204208856,750.0,WC Pato,"Líquido sanitário ação total menta, 750 ml",,1.94,2.59,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0233D129A9EC0388789C44988374A6C5.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
52339,8720181392924,,Comfort,Amaciador Roupa Concentrado Creations Lírios e Morango,76 Doses,3.99,3.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8F3E1CB8E1F41E507DB7FBA8EF126461.jpg,,,,1000 Artigos,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
40672,5609060095992,100.0,Delta,Café solúvel intenso,Embalagem de 100g,2.99,29.9,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7A1F952E00FD0E204E53DBCD3FAC4315.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
43214,5603722519796,400.0,Castelões,Queijo curado fatias,Embalagem de 2 x 200 g,3.89,9.73,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A8A0B279D13E0119B09B287F876CCAA6.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
51516,5000204242676,750.0,WC Pato,"Líquido Sanitário Biodegradável, 750 ml",,1.69,2.25,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A52D20BC4663DAC31D8BC9280D80BD62.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
10056,8410036800468,750.0,Freixenet,"Espumante cava bruto, reserva",Garrafa de 750 ml,7.99,10.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71005F461E53AA0E268F973931CDE2DB.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
1274,5601151070758,410.0,Compal,Feijão manteiga,Lata de 410 ml,1.09,2.66,410,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F0994D6790474BD2BB5E91E2063CEE44.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
1301,5601151660751,410.0,Compal,Feijão encarnado,Lata de 410ml,1.09,2.66,410,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DCE7303C6541213F906341A870E69C47.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
20988,5601260593605,67.0,Cigala,Noodles de Galinha Banzai,Embalagem de 70g,1.09,16.27,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F7AC63D0A0C791A61F74299B35A01A13.jpg,,,,1000 Artigos,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
37701,5601066401036,300.0,Nacional,Bolacha de aveia e chia,Embalagem de 300 g,1.64,5.47,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F2CB06452A56DA05E0C970686532D62B.jpg,,,,,,,,,,,,,8,3,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
