identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,images_0,images_1,images_2,images_3,pictogrammes_libelleCategorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page,avantages_dateFin,avantages_categorie,pictogrammes_0
18535,5601066400947,180.0,Nacional,Bolacha shortcake chocolate,Embalagem de 180g,1.24,6.89,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/754864DD20A4E61DA2C651C2F705265E.jpg,,,,,,,,,,,,,8,4,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
21039,5600390418079,750.0,Castelo dos Mouros,Vinho regional alentejano reserva tinto,Garrafa de 750 ml,3.49,4.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11FC7BBE281E14BBE5A9DB095E8A4DA6.jpg,,,,,,,,,,,,,8,4,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
21745,7613035659728,250.0,Cerelac,Papa infantil não láctea multicereais +6 meses,Embalagem de 250g,2.39,9.56,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4956638636F5ECFB6DD3614737E9527C.jpg,,,,,,,,,,,,,8,4,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
2473,7613032404154,250.0,Cerelac,1ª papa láctea multifrutos sem glúten +4 meses,Embalagem de 250g,3.74,14.96,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B0DF6D0DF8530E0C0365F57CC1B87FF.jpg,,,,,,,,,,,,,8,4,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
24922,5601063052408,50.0,Margão,Tempero segredos alho c/ pimenta,Embalagem de 50g,2.24,44.8,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E716104778E88510346A3BFC8BD680FC.jpg,,,,,,,,,,,,,8,4,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
25121,7613035749016,180.0,Cerelac,Bolachinhas,Embalagem de 180g,2.84,15.78,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5BBEF4F801DAFADB1911E5F821051B1F.jpg,,,,,,,,,,,,,8,4,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
27775,8410500017699,480.0,Danone,"Activia 0% Frutos Silvestres Cremoso,  4x120 g",,1.99,4.15,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08EE49F474592B9E303C9C5067F64CA9.jpg,,,,,,,,,,,,,8,4,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
28511,8410104889111,,Finish,Pastilhas Limpa Máquinas,Embalagem c/ 3 un.,5.49,5.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84516A7D944B567D9C082DC899C1605F.jpg,,,,,,,,,,,,,8,4,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
30567,5601066400992,180.0,Nacional,Bolachas cookies xl com pepitas de chocolate e alfarroba,Embalagem de 180g,1.94,10.78,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A4DDA0E0A5B9227B0C04C73DB91BAD64.jpg,,,,,,,,,,,,,8,4,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
33118,5601066200592,500.0,Nacional,"Farinha de Espelta Integral, 500g",,1.59,3.18,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/451F426FF799F89F90BF60CB5E72119D.jpg,,,,,,,,,,,,,8,4,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
35622,8718951249950,75.0,Colgate,Dentífrico max white charcoal,Embalagem de 75 ml,2.99,39.87,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0E6AFB0010BEF050321DC31465014E7A.jpg,,,,,,,,,,,,,8,4,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
3862,3250390884033,400.0,Monique Ranou,Quiche lorraine,Embalagem de 400 g,3.99,9.98,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/166F87C32705B0AE60B6E7E0510C958A.jpg,,,,Tipo de stockagem,,,,,,,,,8,4,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
40673,5609060095695,80.0,Delta,Café solúvel creme,Embalagem de 80 g,2.99,37.38,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E86B51132FFE0A62D8E5E423B75B1EF3.jpg,,,,,,,,,,,,,8,4,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
44647,8720181102493,,Skip,Detergente para a Maquina da Roupa Active Clean,Embalagem de 54 unidades,13.99,13.99,54,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/252C50E9AEEAC9B421D7BEF241F29B0F.jpg,,,,1000 Artigos,,,,,,,,,8,4,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
44903,5601066200325,1000.0,Nacional,"Farinha Preparada Pão Caseiro, 1kg",,1.94,1.94,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08ECB9AB87C55875910F49FD10DE3510.jpg,,,,,,,,,,,,,8,4,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
46886,8006540286999,,Dodot,Fraldas Activity Extra T6 |+14 kg,44 Unidades,13.99,13.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B14216376CAACCF69EA04FEE6AC3E644.jpg,,,,,,,,,,,,,8,4,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
49180,3600524030872,150.0,Elvive,Serum Hidra Hialurónico,150 ml,6.15,41.0,150,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A2DDF681C0D7EEF0E64CBB4494BAF8A4.jpg,,,,,,,,,,,,,8,4,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
4973,5601007001011,750.0,Ferreira,Porto tawny,Garrafa de 750 ml,5.59,7.45,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/073CC2904CBE9C6A7978164732C3E42C.jpg,,,,,,,,,,,,,8,4,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
50512,8410500028206,160.0,Yopro,"Yopro morango,  160g",,0.98,6.13,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D925B59D7A508F0A005BF08DFAE0B307.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
51311,8410500028435,250.0,Yopro,"Yopro danone beber chocolate,  250 ml",,1.49,5.96,250,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49B55508D1BA9E357A7842002A535DF6.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
51535,8410436441858,,Vernel,Amaciador Concentrado Delicado,70 doses,3.49,3.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8ECD583ED79AF08520CD76642589EEE1.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
51896,8719200253377,400.0,Planta,"Creme Vegetal para Barrar Original, 400g",,2.49,6.23,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E3E893F11A83F74C9C78D45FF4B6FD0.jpg,,,,1000 Artigos,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
51927,4005900911537,270.0,Nivea Sun,Protetor Solar Kids Protect & Care FP50+,Garrafa de 270 ml,12.59,46.63,270,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9BBC6CA36143C3EB2B9B2E1200AF6EC6.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
52335,8720181392979,,Comfort,Amaciador Roupa Concentrado Creations Angélicas e Flor de Baunilha,76 Doses,3.99,3.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/88E220DCA59FCA8026855622E667F899.jpg,,,,1000 Artigos,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
52804,5603722523014,200.0,Mimosa,"Creme Vegetal Leite Coco, 200 ml",,1.29,6.45,200,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/015C744C98820B7831E32EFBFFA827A7.jpg,,,,Produtos Bio,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
52994,5601019005977,350.0,Guloso,"Molho Tomate e Manjericão, 350g",,3.54,10.11,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4D66C88670773A45D5167B5E30F2B94F.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
53232,8445290759207,600.0,Nesquik,"Achocolatado em Pó, 600g",,4.65,7.75,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1E8F61743B1B3F44416834AAF4EBE584.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
53262,8711327597761,360.0,Cornetto,"Gelado Filipinos, 4 x 90ml",,3.89,10.81,360,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B06A234868C6C8C0E9F6DD974D43ACB2.jpg,,,,Tipo de stockagem,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
53281,5053990162734,175.0,Pringles,"Aperitivos de Paprika, 175g",,2.39,13.66,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C0057FF36BD4F63586C66EB26D1B7D1F.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
53561,8006540836255,,Dodot,"Toalhitas Bebé Aqua Pure 0% Plástico, 144 unidades",,4.99,4.99,144,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/136A2F36E0D1BE51DB72BAB798666061.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
11714,5601286402301,120.0,Nacional,Bolachas mini alfa,Embalagem de 120g,1.04,8.67,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/51EAE1E8FB282C46C3D148FFEA696859.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
1218,5601126039148,1000.0,Sical,Café 5 estrelas grão,Embalagem de 1 kg,10.99,10.99,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A2BA41BEBC17E5544346A0E014389C4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/352FFCFAE868D5178905BD9725C43B6E.jpg,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
14108,3250391490806,300.0,Itinéraire des Saveurs,Paella,Embalagem de 300g,2.59,8.63,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/20CDF3216D8CBC608AAB98017CC0EA1A.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
14341,3387390335217,380.0,Nestlé,Cereais fitness,Embalagem de 380g,2.99,7.87,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06B150B3AA3EA0CA8C7A18242AD69C48.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
1446,5601283140503,250.0,Penha,Caramelos de leite,Embalagem de 250g,2.24,8.96,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/238CAF8F003D75DEE0CDB75D21AE4F3C.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
17418,5601151977958,1000.0,Compal,Néctar veggie tomate,Embalagem de 1L,1.35,1.35,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BC336363BE7EE03B82193607C20FAEDB.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
20086,4015400930891,,Dodot,Fraldas Activity Extra  T4 |9-15 kg,52 Unidade,13.99,13.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/85B5F496119317AAB81DB20A097DA7A6.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
20087,4015400884859,,Dodot,Fraldas Activity Extra T5 |13-19 kg,48 Unidade,13.99,13.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1132DE7A24D0D94D284CF4C6EFCC405B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5067C7115A77A89878B9ACE972357728.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5067C7115A77A89878B9ACE972357728.jpg,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
20871,5600390418062,750.0,Castelo dos Mouros,Vinho regional alentejano tinto,Garrafa de 750 ml,2.99,3.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F8BBFA1AB1E12C8546668790B057D78C.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
23477,3250390009504,840.0,Claude Léger,"Le cassoulet, 840g",,3.49,4.15,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3C76C742BF5F51F904FC4C06E3DE4174.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
2483,7613032607463,250.0,Cerelac,Papa infantil não láctea 8 cereais e mel +6 meses,Embalagem de 250g,2.39,9.56,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8422E2D873A4D72A80E67E60D5902F1A.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
24923,5601066632799,43.0,Margão,Tempero segredos alho e salsa,Embalagem de 43g,2.24,52.09,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF497299D21434523AE184D44EF1D3A7.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
25198,5601008102298,200.0,Vieira,Bolachas cream cracker sesamo,Embalagem de 200g,1.25,6.25,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/92BC97A30D9783421FF1906CFDF18B1B.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
25329,3600523493654,400.0,Elvive,Champô Óleo Extraordinário Coco,Embalagem de 400 ml,3.99,9.98,400,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/86FC06DD0D7EE3332EF69255626438B0.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
25616,3600541996601,400.0,Ambre Solaire,Leite Sensitive Advanced FPS 50,Embalagem de 400 ml,14.69,36.73,400,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A84DD2D1C700C8FBB4A2F6E295DA36C.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
26635,8434165488663,210.0,Cuétara,"Sortido, 210g",,2.49,11.86,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BE60D5120880FE491B799774FF6A55FE.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
29180,4005900512925,400.0,Nivea Sun,Protetor Solar Protect&Moisture FP50+,1 Embalagem 400ml,16.19,40.48,400,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/398DA35316985F187E75EF0884CEF41A.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
33670,5607238032145,350.0,Casa de Mateus,Casa mateus temporada - morango   6x350g,Embalagem de 350g,2.99,8.54,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/038D76BC495BF3996B3A22A47A1AA1B1.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
35404,5600390419540,750.0,Dharma,Vinho branco região do Dão,Garrafa de 0.75 l,3.59,4.79,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B012B755E40BABDA4AECBB8CF2F095B8.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
35475,8714789574820,75.0,Colgate,Dentífrico max white one,Embalagem de 75 ml,2.69,35.87,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7D1783499B230E5055C213E2EDF86EE5.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
35653,5601050035261,300.0,Yopro,"Yopro liquido baunilha cookies,  300g",,1.99,6.63,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/59E41E90379948C40A550A198F78B98A.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
37512,7613036923361,250.0,Nestum,Nestum zero arroz,Embalagem de 250 g,2.99,11.96,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5FCDC0BF20B5D119C320D80DBF5AF100.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
40916,3083681107944,400.0,Bonduelle,Salteado da horta,Embalagem de 400g,2.39,5.98,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/217641033CE1C7F42340510B026D51D0.jpg,,,,Tipo de stockagem,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
41302,5601050036558,440.0,Danone,"Iogurte oikos natural açucarado,  4 x 110g",,2.49,5.66,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/37C118CA3F2185A0C3815DF236ECC625.jpg,,,,1000 Artigos,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
415,8718114840291,90.0,Knorr,Sopa de tomate,Embalagem de 90g,1.6,17.78,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/242C36A57E5B35CE57DC33C8EF848B24.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
43102,3021761207214,360.0,GoGo Squeez,Conjunto de Saquetas de Fruta Maçã e Pera,Embalagem de 4 x 90g,2.88,8.0,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CE4925BADBF21C4F7D4D7E83BC0A1EDF.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
43646,8710847961182,360.0,Linic,Champô para homem anti-caspa controlo de oleosidade,embalagem de 360 ml,4.94,13.72,360,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E48C2318C9B44538856ED3FC17A51535.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
43649,8710847961236,360.0,Linic,Champô + Condicionador Eficácia Ativa 2 em 1,embalagem de 360 ml,4.94,13.72,360,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B8BD170901E1A9C4BDD3261F9E251E1A.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
43894,8710847940804,250.0,Tresemmé,Champô Seco Cleansing,Embalagem de 250 ml,5.39,21.56,250,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A491170101980FA644AE6C9800138159.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
45427,3073781083811,35.0,A Vaca Que Ri,Queijo fundido palitos,Embalagem de 35g,0.69,19.71,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4CDA1F4D62115AA8E0D5061A62EDFC22.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
45432,5601050036916,300.0,Danone,"Yopro líquido coco,  300g",,1.99,6.63,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/174E800B7C6E0E18623E381803A8EDD9.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
45470,7613036632010,648.0,Felix,Comida Húmida para Gato Selecção do Campo,pack 6 x 48 g,2.24,3.46,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EF1017A44DE419FC10E68A39AA8DC5B7.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
46157,5601027949867,200.0,Bimbo,"Little bites mini brownies, 200g",,2.29,11.45,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6826A3880B6503C4E1FCB22417274C9D.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
46185,5601050037203,440.0,Danone,"Iogurte Oikos Coco,  4 x 110 g",,1.99,4.52,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BA3428D73096A6BA9FDEF5396D1EA05E.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
46218,5601066401081,120.0,Nacional,Mini cookies 0% açúcares,Embalagem de 120g,1.34,11.17,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D77C630E730F5DAF0DA2818E71EA8BBF.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
47080,8720182148650,53.0,Knorr,Sopa de agrião,Embalagem de 53g,1.6,30.19,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4D079BBA3ADFD9CC577FC628EA91483E.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
483,3033710046645,400.0,Nestlé,Fruta para bebé maçã manga +6 meses,Embalagem de 4 x 100 g,2.44,6.1,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8AD438F18F11DF979185478037DDFD24.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
48711,5609060339256,200.0,Delta,Delta solúvel intenso,Embalagem de 200g,4.99,24.95,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1CE3F6AE0B9ACC7B0F95BDBF6D6E0D0F.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
49272,7613287494368,340.0,Felix,Comida húmida gato gelatinas seleções peixes,Embalagem de 4 x 85 g,2.24,6.59,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6375B40F7606D939FB8A96CE45B58BEE.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
49759,8434165587816,300.0,Cuétara,Bolachas Rosquilhas,Embalagem de 300g,1.49,4.97,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5D60CED21354BC50D365C4EB05BF59FA.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
4976,5601007001516,750.0,Ferreira,Porto white,Garrafa de 750 ml,5.59,7.45,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B29E0CEFA2E282DF72703FB02255CDD7.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
49821,5603722520754,1000.0,Mimosa,Bebida Láctea Bolacha Uht 1-3 Anos,Garrafa de 1 l,1.59,1.59,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DA52F6AF15B664E9FF05EBBA82F42FE5.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BB5149E20609EB03C3B5C6E51528CB2B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4C42D36E570D2D71AD779BA04DD44C36.jpg,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
50411,8720181292866,760.0,Comfort,Intensificador de Perfume Explosão Floral,Garrafa de 760 ml,3.49,4.59,760,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/45E79BC0C6D02241A1794807F142C8A9.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
50673,5601050037272,180.0,Yopro,"Yopro pudim chocolate,  180g",,1.99,11.06,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AD6147FE076ACFB21629732E96FEF4B5.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
51241,5604260327157,300.0,PorSi Select,"Miolo de Vieira-Do-Perú com Coral, 300 g",,7.99,26.63,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3BE3B6A8D701524D3F1B45A1317CADB.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
52021,8445290634887,320.0,Nesquik,"Achocolatado 0% Açucar, 320g",,3.99,12.47,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/80C5A8D121F6958A2DC4A384FEA55BC8.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
52175,5449000217165,1980.0,Coca-Cola,Coca-cola zero açúcar,6x330ml lata,4.13,2.09,1980,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B6249F0F7100CA2FBC5C6A963F6050E.jpg,,,,,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
52327,8720181385087,,Skip,Detergente Máquina Roupa Líquido Roupa Escura,56 Doses,9.99,9.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0D1F9F4573871E5DC8853A835283320.jpg,,,,1000 Artigos,,,,,,,,,8,5,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,
