identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,avantages_dateFin,avantages_categorie,nro_paginas,page,images_4,images_5,images_6
13914,2891225000000,350.0,Frango,Perna com Costa,1 un. = 300 g (aprox.),0.8,2.29,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D1297D1CD095629263E582A65B4C3857.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
1293,5601151398104,630.0,Compal,"Pack de 3 embalagens de polpa de tomate, embalagem de 630g",,1.49,2.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BC7D38B0892D2B72B99AEECF05E81523.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
35889,5601151974070,1750.0,Seven Up,"Refrigerante de lima limão free, garrafa de 1.75 l",,1.89,1.08,1750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9A2F3176B60F6901274BE6108F1FBC7A.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
3526,2894034000000,150.0,Nobre,Fiambre da Perna Extra,1 un = 150 gr (aprox.),2.25,14.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C76D05EF052819EDC79567520AD2D260.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
6267,8016825926687,75.0,Aquafresh,Pasta dentífrica menta fresca,Embalagem de 75 ml,2.49,33.2,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5AF61545461116CEF40994D7E37A4C54.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
13048,2893561000000,250.0,Marisco,Ameijoa Branca Vietnamita Congelada,Vendido a partir de 250 gr  (aprox.),0.5,1.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EB1BC296FF41180E6F3E1626AD4F78AA.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
17207,8006540943687,1800.0,Fairy,Detergente manual de loiça limão,Embalagem de 2 x 900 ml,6.49,3.61,1800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2EE328B1B3FB1BA0162E77ED87C40E9.jpg,,,,2025-04-02T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,
5465,5601377120084,750.0,Bom Juiz,Vinho doc alentejo reserva tinto,Garrafa de 0.75 l,6.99,9.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A7CC7BCAF640824DF1115BB7706446B2.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
2445,5998749109113,270.0,Pedigree,"Snack dentastix grande, embalagem de 270g",,3.45,12.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35241472DE7F17B0C520CB43E029E0A7.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
14698,7613034570512,90.0,Nestlé,"Fruta para bebé 4 frutas +4 meses, embalagem de 90g",,0.69,7.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3717C2AF583A80AD83A765BB8032F767.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
41041,8001480703001,700.0,Neoblanc,Tira nódoas em spray cores,Embalagem de 700 ml,2.09,2.99,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1B7BCC034AAC45310DFFCE9E289F80C7.jpg,,,,2025-04-02T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,
1480,5601314000073,9000.0,Vitalis,"Água mineral sem gás, pack 6 x 1.5 l",,2.69,0.3,9000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DA3E69EB6FBF3CE3F3256CE592DB9A52.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
18595,8410500016012,400.0,Danonino Danone,"Iogurte líquido danonino morango, embalagem de 4 x 100g",,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/00E1EF11C0C6DBF4F5207E20D5392DA2.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
25187,8001090371980,,Evax,Pensos higiénicos liberty noite abas,Embalagem com 9 un.,2.79,2.79,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A7B851A6C9585B69A4599E34A676A85B.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
37443,7613037040869,250.0,Nestum,"Nestum zero espelta/aveia, embalagem de 250g",,2.24,8.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF80E2BF1A95765256612BEC5A65D8DD.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
13561,2893555000000,400.0,Peixaria,Red Fish Congelado,,1.6,3.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B51C5A0022242B4A2691EFB27EE24DC.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
23469,8410500020453,280.0,Danone,"Danonino para levar, polpa de morango, embalagem de 4 x 70 g",,2.14,7.64,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3E7A122EA567C89446D113FF66BFA0AE.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
477,3010470159051,2000.0,Friskies,"Ração para gato adulto com coelho, frango e legumes",Embalagem de 2kg,6.74,3.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7DEEDCA72B128992156D55C0C8DE0876.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
14865,2696212000000,,Pastelaria,Folhado Misto 90 g,,0.69,0.69,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/164C27A781A7C68A965295D85BB7D95F.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
8907,5601356013062,750.0,Porta da Ravessa,"Vinho doc alentejo tinto, garrafa de 750 ml",,2.19,2.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30CD7B81F8725B208C8117FAC2D69297.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
13934,2891062000000,250.0,Porco,Rojões,1 un = 250 gr  (aprox.),1.05,4.19,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/925F2FDC1F925A7FD71EE6165315B22E.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
14882,2891118000000,1600.0,Frango,Frango Inteiro Grande,1 un = 1.6 kg (aprox.),3.66,2.29,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3581EC31F0B1F288A68020FE172EC513.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
13821,2892597000000,200.0,Legumes,Tomate Cacho,1 un = 200 gr (aprox.),0.34,1.69,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FD67F77AFAB450B6A4FA38E0279E6686.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
13893,2891043000000,1000.0,Porco,Entrecosto,Vendido ao peso a partir de 1 kg,4.99,4.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA05EE99D302D59771FCC108473E0700.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
13866,2891048000000,1000.0,Porco,Bifanas,Vendido ao peso a partir de 1 kg,4.19,4.19,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72DE0DA6B485199AC995C629E3E4D279.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
13897,2891053000000,1000.0,Porco,Lombo sem Osso,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/415564DA70574ED3C1D7475F1F28BDB6.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
14684,0000080177173,350.0,Nutella,"Creme para barrar de avelãs e cacau, embalagem de 350g",,2.99,8.54,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3F068C295F3B09B89A4B75830D497BA1.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
14847,2892476000000,100.0,Programa Origens,Alho Seco,Vendido a partir de 100 gr,0.57,5.69,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CFA3B1E723D71FB9BFAE5D5B250C3BB3.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
16427,5604260277407,2000.0,PorSi,Lixívia Roupa delicada,Embalagem de 2 l,1.19,0.6,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/04D235A82CA5C93C045F731FF2ACAE42.jpg,,,,2025-04-02T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,
