identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,avantages_dateFin,avantages_categorie,nro_paginas,page,images_4,images_5,images_6
18842,5601070000508,500.0,Cristal,"Vinagre vinho branco 500ml, garrafa de 500 ml",,1.09,2.18,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF40408BEDD92487320D96D1D241D8F5.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
23278,5604260281282,250.0,PorSi,Salada toscana Programa Origens,embalagem de 250 g,1.49,5.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/829819BF310BA689C7002E0655E64BF5.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
29613,5604260283538,1000.0,PorSi Viva Bem,Bebida de Aveia,1 l,0.99,0.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1EE40BC1DA49C5CE3D084214B1D3D3B9.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
40750,5604260304165,1000.0,PorSi,Detergente liquido loiça limão,Garrafa de 1 litro,0.89,0.89,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2532D260202FF646D416E5D63E3F4DF5.jpg,,,,2025-04-02T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,
1433,5601260036102,1000.0,Cigala,"Arroz carolino, embalagem de 1 kg",,1.39,1.39,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D96A08349D04F12B168FA774344BCEF6.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
19111,5604649918204,500.0,Fruta,Uva Branca sem grainha,Embalagem de 500 g,2.49,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67F8986763A7150348D1ACB12C17814C.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
34876,5604260285488,1500.0,PorSi,Maçã starking categoria II Programa Origens,Embalagem de 1.5 kg,1.89,1.26,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA6B73374DD1E7B1436CB2F99D3B721B.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
37981,5604260295760,,PorSi,"Sacos do lixo lavanda 50 litros, 15 unidades",,1.69,1.69,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/87BB39A7028A7AC67136CE76F8517017.jpg,,,,2025-04-02T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,
40654,5604260295708,,PorSi,"Sacos do lixo 50 litros com fecho fácil, 10 unidades",,0.99,0.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/26D085B0AD6F18827C0DB222DE504A7D.jpg,,,,2025-04-02T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,
45700,5604260314249,,PorSi,Detergente maquina loiça tudo em 1 limão,Embalagem de 40 cápsulas,4.59,4.59,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E2AF666FA080D39884D54C761B4D071C.jpg,,,,2025-04-02T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,
53208,8719200268647,1000.0,Vaqueiro,"Creme vegetal culinária clássico, 1 kg",,2.99,2.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0735A691FAA77E120C1E24086E19EA16.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD9C237337ADB2608A1427FA94442244.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD9C237337ADB2608A1427FA94442244.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD9C237337ADB2608A1427FA94442244.jpg,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
1108,5601066300087,500.0,Nacional,"Massa de cotovelinhos, embalagem de 500g",,0.89,1.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/85D4AC87404986F6E33A67AEEDC0D0E8.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
1195,5601119230224,650.0,Nobre,"Salsichas extra suculentas, frasco de 650 g",,2.09,3.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F74C2FC7C8B9C0B3ED0E43FFE3B59991.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
13817,2892582000000,250.0,Legumes,Pimento Verde,1 un = 250 gr  (aprox.),0.65,2.59,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/65E0131049B6BD4E669549F70B795EC0.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
14950,2891247000000,100.0,Peru,Peru Costeletas,1 un = 100 gr (aprox.),0.37,3.69,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5B1BD8BC73E46B1A5046441E54C2F5BD.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
15577,5604260279166,125.0,PorSi,Framboesa,Embalagem com 125g,1.99,15.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B88FD29FAEF1BF8CB6DEB86AC94C2B60.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
16003,5000116109630,300.0,Capitão Iglo,"12 douradinhos forníssimo, embalagem de 300g",,3.98,13.27,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/544992A31EAE2C5ED6C344C7B21BC2DA.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
23524,5000204922851,750.0,Pato,"Líquido sanitário extra power, marinho, 750 ml",,1.69,2.25,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60268FF4016AF8FBA52DB6A9A88D181B.jpg,,,,2025-04-02T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,
23582,5604260281275,175.0,PorSi,Salada premium Origens,embalagem de 175 g,1.29,7.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A8F765E7D8A6C281765A51B35764D182.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
25883,5449000008763,1500.0,Fanta,"Refrigerante com gás laranja, garrafa de 1,5 l",,0.99,0.66,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FC51AAD13F2C3DD9969EDD9F1221FFFF.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
34329,5999884034469,250.0,Hell,Bebida energética hell,Garrafa de 250 ml,0.79,3.16,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1075218D3A34A21E3FA52C7E6942C8C8.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
36263,5601027973060,480.0,Bimbo,Pão de forma integral,Embalagem de 480 g,1.89,3.94,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/34F016B3F162809D8E0423F1C3245DFD.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
36657,5601217132673,500.0,Cillitbang,"Spray lixívia e higiene, de 500 ml",,2.49,4.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D9B27A41A222F2F218026715A414F2D0.jpg,,,,2025-04-02T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,
37512,7613036923361,250.0,Nestum,Nestum zero arroz,Embalagem de 250 g,2.99,11.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/611B100659AC37EDE48D259974C3AB31.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
37948,5601217132697,500.0,Cillitbang,"Spray limpeza casa de banho, embalagem de 500 ml",,2.49,4.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62E5A8E0A6D5CF81B7A29AA6D1070117.jpg,,,,2025-04-02T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,
40495,5604260296071,,PorSi,Sacos do lixo com atilho 20 litros,50 sacos,1.79,1.79,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/09451DAED034B47C1C9D6F554E340140.jpg,,,,2025-04-02T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,
45326,5604260314256,,PorSi,Detergentes máquina lavar loiça next generation,30 pastilhas,5.54,5.54,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3877597C67E67FAF94A364481248DE61.jpg,,,,2025-04-02T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,
45773,5054563087829,75.0,Aquafresh,"Pasta dentífrica eucalipto, lima e menta",Embalagem de 75ml,2.49,33.2,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F94A046F2A6C727F7B6BE2D468B428F.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
46298,5604260315062,500.0,PorSi,Legumes preparados para sopa de nabiça,500 g,1.79,3.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C7E92A1C95B18E68353D28EC91F2F9BD.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
48138,5604260323302,2000.0,PorSi,"Amaciador concentrado spa, 80 doses",,1.85,0.93,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B55A72265AD19CED3CBED903155DF619.jpg,,,,2025-04-02T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,
48368,5604260321735,,PorSi,"Sacos lixo eco com atilho 30 litros, 20 unidades",,0.8,0.8,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/265A59AC39DAD564BB7550DBB887E284.jpg,,,,2025-04-02T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,
48369,5604260321773,,PorSi,"Sacos lixo eco com atilho 50 litros, 15 unidades",,0.99,0.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC3FB64CCEE2C6111E1FFC5F91642D44.jpg,,,,2025-04-02T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,
49622,5604260323197,800.0,PorSi,Sopa de Agrião,800 g,2.49,3.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4085BBAFBD74C088C8D8DFDF12A0C201.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
5005,5601028000338,,Renova,"Guardanapos brancos, 33x33cm, 2 folhas, 90 unidades",Uma embalagem,1.24,1.24,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9F219BE4431DFB73ED0C83D11864E280.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
5093,5601050033755,620.0,Danone,"Iogurte activia líquido 0% morango/kiwi, embalagem de 4 x 155 g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29B41AE598716D0550D815AA0FE86025.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
50954,8006540767689,,Fairy,Detergente Loiça Máquina Ultra,53 pastilhas,13.99,13.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B8715491007747823440062BA929A0DC.jpg,,,,2025-04-02T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,
5096,5601050026429,300.0,Danonino Danone,"Queijinho danonino petitdino de morango/banana, embalagem de 6 x 50g",,1.99,6.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA8D1A9125B498992C62B9745CC5DD3D.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
52338,8720181392931,1368.0,Comfort,"Amaciador roupa concentrado creations jasmim e mirtilo, 76 doses",,3.99,2.92,1368,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6011DCF134621AA99ADEF13E90F43514.jpg,,,,2025-04-02T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,
52941,8720181386510,2700.0,Skip,"Detergente líquido máquina de roupa sabão natural, 60 doses",,7.99,2.96,2700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E86C320C5CE9CDD2DA45593DF7CE710E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F78D7BA1CEEC1BA7836B80E309E4D243.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F78D7BA1CEEC1BA7836B80E309E4D243.jpg,,2025-04-02T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,
53163,8445291099418,,Buondi,"Café original nespresso, 10 cápsulas",,3.99,3.99,10,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E46F1C9FB77DF7B2C9479B336DCC810.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
53239,8720181384271,2340.0,Skip,"Detergente líquido máquina de roupa active clean, 52 doses",,10.99,4.7,2340,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2E63F55486FCE3AA1156DA1802792B83.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0785C7CA2091A08EA4BD781B8287B51.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0785C7CA2091A08EA4BD781B8287B51.jpg,,2025-04-02T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,
53887,5604260328642,250.0,PorSi,"10 salsichas de porco em lata, embalagem de 250g",,1.19,4.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/958C25AF6C5BB6C112B5B51BF3629B73.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
54362,8410104914127,,Finish,"Detergente loiça máquina ultimate limão, 32 pastilhas",,8.99,8.99,32,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D3A215F5E688CA6FF7E7D1EDBD7C601.jpg,,,,2025-04-02T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,
5439,5601314228248,750.0,Vitalis,"Água mineral sem gás sport, garrafa de 750 ml",,0.59,0.79,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/010F08729D04976DF26AE7ABDA2D160B.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
55027,8711327640306,204.0,Magnum,"Gelado Bombom Caramelo Salgado e Amêndoas, 12 x 17ml",,3.59,17.6,204,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F77F67DDB6AF28DC10527F2C42EC7AC2.jpg,,,,2025-03-26T23:59:59.999999999Z,PROSPECTUS,15,1,,,
5925,5604260256891,2000.0,PorSi,"Lava Tudo Perfumado Floral, embalagem de 2 l",,0.99,0.5,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F01E0A9A550FA76DA5066F589EA8BBFA.jpg,,,,2025-04-02T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,
5926,5604260256907,2000.0,PorSi,"Lava Tudo Perfumado Lavanda, embalagem de 2 l",,0.99,0.5,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01DD4B6F1EC514CE87AE4FA32F6F195B.jpg,,,,2025-04-02T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,
5928,5604260256921,2000.0,PorSi,"Lava Tudo Perfumado Montanha, 2 l",,0.99,0.5,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1025C53588751D93B22FC3DF4D839D3B.jpg,,,,2025-04-02T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,
6205,8001480020450,2000.0,Neoblanc,Lixívia Denso-Activa Harmonias Florais p/ Casa e Roupa,Embalagem de 2 l,2.99,1.5,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3481E94CAB9959473CAD676E85F2973.jpg,,,,2025-04-02T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,
6460,8410436216777,53.0,Sonasol,Bloco Sanitário Poder Activo Floral,Embalagem de 50 g,1.98,37.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/428A90D17C72E1CEA455915A18AE3510.jpg,,,,2025-04-02T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,
7231,3059941005008,750.0,Harpic,"Gel wc tripla ação com lixívia, de 750 ml",,1.99,2.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/709DE4E0C5656AA740292F75F71F1AE8.jpg,,,,2025-04-02T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,
