identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page,images_4,avantages_dateFin,avantages_categorie
8383,5601049132995,1000.0,Mimosa,"Leite uht meio gordo, embalagem de 1litro",,0.99,0.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6FB52C843F677BD37D399D45BB10B38B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE810093A08CEBD60415DCC626CF5804.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0562293538F541B1B99592AA046327B.jpg,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
4687,5000116105212,375.0,Iglo,"Ervilhas, embalagem de 375g",,1.89,5.04,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C528FEBBEDC5462386A3AB117EEBFD4.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
1043,5601055024017,200.0,Pantagruel,"Chocolate culinário, embalagem de 200g",,2.39,11.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CD7A81B2D616DAA659580B8B1F91D9F1.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
13977,2696106000000,,Pastelaria,Folhado de Maçã,1 unidade= 100 g,0.89,0.89,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C92497D9C6A75CD832651E848AF344C3.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
23469,8410500020453,280.0,Danone,"Danonino para levar, polpa de morango, embalagem de 4 x 70 g",,2.14,7.64,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3E7A122EA567C89446D113FF66BFA0AE.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
49258,8718951476271,75.0,Colgate,Pasta de Dentes Gengivas Limpeza Interdentária,Embalagem de 75 ml,3.24,43.2,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71413787DADCB43D7EE037F2CCCABD18.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
46517,5000204208917,750.0,Pato,"Líquido sanitário ação total pinho, 750 ml",,1.94,2.59,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08C17A1F547C898E2E6E9CBB3441BB2A.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
34283,5000267024202,700.0,Johnnie Walker,Whisky 12 anos black label,Garrafa de 700 ml,29.99,42.84,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E6E0EB2FDA4C05B71771A2F91EC61780.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
15943,7613034096593,60.0,Felix,"Snack para gato chezzy, 60g",,1.49,24.83,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C19CF0D792DF8707E6BCF2F0AA71B408.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
15161,5604260274246,1000.0,PorSi,Cenouras Programa Origens,Embalagem de 1 kg,0.85,0.85,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/558C3AC1450C10C8B2395D06441C5423.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
2466,7613032142599,500.0,Cerelac,Farinha láctea cerelac,Embalagem de 500g,3.74,7.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9E8BA07E18AADF10F73E7F499EE6907F.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
13966,2696019000000,450.0,Padaria,Pão Regional Rio Maior Inteiro,1 unidade= 450 g,1.09,2.42,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/868CC38F01B8F1FD056036A7F49504A8.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
14723,8410063045139,800.0,Pescanova,"Camarão vannamei 40/48, embalagem de 800g",,8.69,10.86,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CF56AF8546EAE589D7E2D74E545BD302.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
15503,8410500018931,400.0,Danonino Danone,"Iogurte líquido danonino tutti frutti, embalagem de 4 x 100 g",,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49D4DFA8C6DABEB79926D4F0312C64D8.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
48538,8001841630977,,Dodot,Fralda Activity T4 - 9 a 14 kg,58 unidades,16.84,16.84,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/77870E93D2B1D04B3EBA025672BFDB82.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
6398,8410372182303,75.0,Colgate,"Dentifríco flúor gel, embalagem de 75 ml",,1.99,26.53,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3F011A79E5A34E1D47A1369D50D1C53B.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
17269,4084500617421,820.0,Fairy,"Detergente Líquido Lavar Loiça Original, 820 ml",,3.45,4.21,820,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AAC34482F7A307A6F6D7CF7355F8BFDC.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
5847,5604260130252,750.0,Selecção de Enófilos,"Vinho DOC Alentejo, Reserva, Tinto",Garrafa de 0.75 l,2.49,3.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4202BF71666B682D8CD8B8989D1761E1.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
15944,7613034290533,45.0,Felix,"Snack para gato crispies salmão e truta, embalagem de 50g",,1.49,33.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BA37C2A72BA17B7DCCDD54F9C16B9673.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
13897,2891053000000,1000.0,Porco,Lombo sem Osso,Vendido ao peso a partir de 1 kg,4.99,4.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/415564DA70574ED3C1D7475F1F28BDB6.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
13914,2891225000000,350.0,Frango,Perna com Costa,1 un. = 300 g (aprox.),1.04,2.98,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D1297D1CD095629263E582A65B4C3857.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
12888,2892090000000,500.0,Fruta,Manga Avião,1 un=500 gr (aprox.),2.0,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3E5B8447376E0E91C2C4BB7B1444B76.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/842EA0C904154D230A3A6F63A245D264.jpg,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
13915,2891249000000,2000.0,Peru,Perna com Osso,Vendido ao peso,7.98,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EA6C55F440DB29FDE55EB019973B1FE5.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
1011,5601043111019,1000.0,Branca de neve,"Farinha para bolos fina, embalagem de 1 kg",,1.49,1.49,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D6747B38ADBB658B352D698D9667A42C.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
11523,5601051410029,250.0,Primor,"Manteiga com sal, 250g",,1.97,7.88,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6515E45A6FB2F6024F4DECB68FB265B3.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
34240,2892497000000,250.0,Programa Origens,Cebola roxa categoria II,Vendido ao peso,0.4,1.59,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F8F441E981475C78DFA8B7423332B5B4.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
974,5601024105051,3000.0,Fula,Óleo alimentar,Embalagem 3L,5.85,1.95,3000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D641E1D4A518E21E0D8C212FCA92F32A.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
1413,5601252106615,750.0,Gallo,"Azeite subtil, garrafa de 750 ml",,6.49,8.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/15A5982897D183B94BC206320162E4EC.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
8384,5601049133992,1000.0,Mimosa,"Leite uht magro, embalagem de 1litro",,0.99,0.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/128AB814EBA9C0783B386EB2E0A38CC9.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8C350978140C257D0AAD7365CD133F0C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B9BED9F397071733FB4D36CBE39ECDBA.jpg,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
9292,5603722493812,250.0,Matinal,"Manteiga magra, embalagem de 250g",,2.29,9.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA91DFCE88DA98DA1BB05E606B3C1FF9.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
9293,5603722493942,250.0,Primor,Manteiga pasteurizada com sal cuvet,Embalagem de 250g,1.99,7.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3F4D9FDF2A69DC31DE35D801759C2EE.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
11496,5601049213991,200.0,Mimosa,"Nata uht, embalagem de 200 ml",,0.84,4.2,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8FC5ABCE23EB48F851FFE29C53BFA5D9.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
11656,5601195510128,1000.0,Pedras Salgadas,"Água com gás limão, pack 4 x 0.25 l",,1.99,1.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B17C3B681260FB1EF3C3D602C2A48DB7.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
11961,5603722505607,1000.0,Mimosa,"Leite sem lactose meio gordo, de 1l",,1.14,1.14,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A98ED8A0E5E675A3AC1A551BCE75B0AB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E57BFE09E8D859BDBE1705476BB9F1B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E1F70144AAFCC0EAEBFF05614177D009.jpg,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
1332,5601165006279,258.0,Calvé,Molho de whisky cocktail 250 ml,,1.94,7.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C7155C8CF8BA05234BDEE31CA7C70EBB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A3EC69CF4C27CD9078CE26776992F21.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A3EC69CF4C27CD9078CE26776992F21.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A3EC69CF4C27CD9078CE26776992F21.jpg,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
1677,5602711001311,1000.0,Rar,"Açúcar granulado embalado em papel, 1kg",,1.59,1.59,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B32F457E1AFE2BD9F726B62129876B87.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
1680,5602711001625,1000.0,Rar,"Açúcar areado amarelo, embalagem de 1kg",,1.59,1.59,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/939DA938A8E29956A82E9882A2E704A7.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
20221,8410500020071,460.0,Danone,"Iogurte activia aveia nozes, embalagem de 4 x 120g",,2.39,5.2,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/95DB5CF2D3415DECF98AD16FB13B5950.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
2206,5604260265084,800.0,PorSi,Bacalhau em lombos,Embalagem de 800g,12.99,16.24,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/75C602CADA3F956410C970E554FA55DE.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
26091,7613036115575,550.0,Nestlé,Cereais estrelitas,Embalagem de 550g,2.49,4.53,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/90505B63FB20AF187537F3B46DDB9B86.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
32408,5601050034967,600.0,Danone,"Danacol aveia, embalagem de 6 x 100g",,2.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5CE656F263120C59B9C0953B21D516B7.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
35462,8410500023652,300.0,Yopro,"Iogurte liquido proteína yopro morango/framboesa, 300g",,1.88,6.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0355698CE2ECE716D8F24A21D83D0BA6.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
35499,5601151973769,3500.0,Sumol,"Refrigerante com gás de laranja, 2 x 1.75 l",,2.78,0.79,3500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/15C97042A71F49C362C4C213EA28900F.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
41226,5601050036572,440.0,Danone,"Oikos morango, embalagem de 4 x 110g",,1.99,4.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2653493E2B1190B7D8AE6B95BAB9D958.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
41300,5601050036596,440.0,Danone,"Iogurte oikos manga papaya, embalagem de 4 x 110g",,1.99,4.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/407B76EA9B8AB5CE288E3F687A8DBF84.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
415,8718114840291,85.0,Knorr,"Sopa de tomate, embalagem de 90g",,1.6,18.82,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E60B85ED85C55D8C0C4950EEA4C2A32.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
433,8722700086703,80.0,Knorr,"Caldo para arroz 8 cubos, embalagem de 80g",,1.49,18.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/86EF0F3A35369BBBB925F997B7F539F0.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
44059,5601363012683,160.0,LayS,"Batata frita lisas originais, embalagem de 160g",,1.39,8.69,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D6B617CBD0A985504B50100E928DB47C.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
44664,8711327488052,1000.0,Lipton,"Ice tea limão zero açúcar, garrafa de 1l",,1.39,1.39,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/03733E8A9603AAB1349B8892D732D6AA.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
50033,5601050037593,300.0,Yopro,"Iogurte liquido pêssego maragujá, 300g",,1.88,6.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FBD4E9C7CBF6F8731249673D25B3B2EC.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
5095,5601050026405,300.0,Danone,"Queijinho dadoninho petitdino de morango, embalagem de 6 x 50g",,1.99,6.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/285FD05A8135D405134AF6FB325A781F.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
52727,8001011286935,,Mondo,Trotinete Unicórnio Alumínio,"60 x 10,5 x 21,5cm",26.99,26.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3666F177804F49F2DB90CE5CA1E8D441.jpg,,,,2024-12-20T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-12-19T00:00:00Z,99.0,13.495,11,1,,,
8802,5601244202363,400.0,Terra Nostra,"Queijo em fatias, embalagem de 400g",,3.99,9.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/035A5C69BE8C551B825128DC308F8F7B.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
944,5601001339301,200.0,Nestlé,"Mistura solúvel mokambo, embalagem de 200g",,3.99,19.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7654D4A8AEB526591EE0FD0D1A7BE478.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
9946,7622300654177,171.0,Triunfo,"Bolachas digestive go aveia, embalagem de 170g",,1.49,8.71,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30F7AC33ACBD735497686192B346850D.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
1009,5601038300077,80.0,Knorr,"Caldo de galinha 8 cubos, embalagem de 80g",,1.49,18.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CFDBB6C1885F48FB7941F504CD886192.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
1010,5601038300091,240.0,Knorr,"Caldo de galinha 24 cubos, embalagem de 240g",,2.49,10.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E25834255892D5C9C1047A286FE9847.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
1140,5601082026909,55.0,Delta Q,Cápsulas de café delta qualidus,Embalagem de 60g,4.39,79.82,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/441EE69B99F521CFEC78FC743837C36E.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
1146,5601082027029,55.0,Delta Q,Café em cápsulas deqafeitatus,Embalagem de 55 g,4.39,79.82,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/245DF90A4F20DF617A9331E6A54D24B0.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
11524,5601051420028,250.0,Primor,Manteiga sem sal,Embalagem de 250g,1.97,7.88,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0C41B270FBA7B622E759FBA7E3B6B1CD.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
11531,5601077161097,750.0,Velhotes,"Vinho do porto special reserve, garrafa de 0,75 l",,7.99,10.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8325F2C231DCC8A1747BB24E29B11BF7.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
11655,5601195101142,1980.0,Pedras Salgadas,"Água com gás natural pet, pack 6 x 0.33 l",,2.49,1.26,1980,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/702FFA9017CB152B0B80B7BA93CF9B54.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
11687,5601244202158,400.0,Terra Nostra,"Queijo fatias redução de gordura, embalagem de 400g",,4.09,10.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F91460A767DF4AF90E45E918A360294.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
11688,5601244202318,200.0,Terra Nostra,"Queijo flamengo em fatias, embalagem de 200g",,2.19,10.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3C8EE0938E0D052FB03D54FC94FFA0EF.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
1195,5601119230224,650.0,Nobre,"Salsichas extra suculentas, frasco de 650 g",,2.09,3.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F74C2FC7C8B9C0B3ED0E43FFE3B59991.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
11950,5603722495106,200.0,Mimosa,"Nata uht light, embalagem de 200 ml",,0.84,4.2,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B134F58E2258EB7BCE2AC1B56CF95546.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
11959,5603722504945,200.0,Mimosa,"Nata para culinária ligeira, embalagem de 200 ml",,0.84,4.2,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/34074ECCE8C9D0028618D923D64DF04D.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
12146,5604260272785,750.0,Selecção de Enófilos,Espumoso moscato,"Garrafa de 0,75 l",3.39,4.52,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0A0A98BE17ADBF48ECEC0D2D97B4EA6E.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
1302,5601151700754,845.0,Compal,"Grão de bico, lata de 850g",,1.74,2.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DA244D258ED9A9EF750825CAFFB70E24.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
13781,2892323000000,250.0,Fruta,Uva Red Globe,1 un = 250 gr  (aprox.),0.87,3.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0CB9D5C0FE47F5D642EA2D42574AAC35.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
13821,2892597000000,200.0,Legumes,Tomate Cacho,1 un = 200 gr (aprox.),0.34,1.69,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FD67F77AFAB450B6A4FA38E0279E6686.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
13884,2891106000000,2000.0,PorSi Select,Frango do Campo Inteiro c/ Miúdos Programa Origens,Vendido ao peso,6.98,3.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4004CE88E12A24D0AD85684C27210FBB.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
1415,5601252106653,750.0,Gallo,"Azeite virgem extra clássico, garrafa de 750 ml",,9.19,12.25,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC87DA4316A72232830F32E3BEBD6BCD.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
14293,4008400221021,210.0,Kinder,"Kinder maxi, embalagem de 210g",,2.99,14.24,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C015087D32AD183D3528451CB7D84052.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
14372,8712100599392,550.0,Calvé,"Ketchup top down, embalagem de 550g",,2.89,5.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D3218F33B22BC3205033BC41E176600.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
14862,2696029000000,70.0,Padaria,Carcaça Rústica 70 g,,0.18,2.57,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A03940B6FE85C788180114F1E701715.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,,11,1,,,
