identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page,images_4,avantages_dateFin,avantages_categorie
1045,5601055092047,125.0,Pantagruel,"Cacau em pó, embalagem de 130g",,2.29,18.32,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D3ECC6F7CA7279C7C154AAF76A7C46D.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
1141,5601082026930,55.0,Delta Q,Cápsulas de café qharacter,Embalagem de 60g,4.39,79.82,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ED78713935358B06CEC6FAE9E6288EA3.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
11922,5603089001125,200.0,Parmalat,"Molho bechamel, embalagem de 200 ml",,0.99,4.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/20AABBCEA69E570B184582BA9E9011F8.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
17665,8712100745591,754.0,Calvé,"Maionese top down, embalagem de 753 g",,3.69,4.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C6F00A8AA4D7D21E56D34CFA61170423.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
18596,8410500016029,400.0,Danone,"Iogurte líquido danonino morango/banana, embalagem de 4 x 100 g",,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/79AABB1D751FE6F57112090F819DD6BE.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
24371,5601050033014,620.0,Danone,"Iogurte líquido pinacolada corpos danone, embalagem de 4 x 155g",,1.89,3.05,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B78DED571E8DAF3CF098A27E97064BA.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
27745,5604260282869,750.0,Selecção de Enófilos,"Vinho Tinto Regional Alentejano, garrafa de 0.75 l",,1.69,2.25,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EFC66A91B76122F676CAD6B30A074B96.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
35284,5601050035346,180.0,Danone,"Queijo cottage corpos danone, embalagem de 180g",,1.59,8.83,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C86A359D58727710BAFB085D7C202008.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
41582,5601050036626,440.0,Danone,"Iogurte grego café, embalagem de 4 x 110g",,1.99,4.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EF95F2D28E70847A0AC4BCB56F85C051.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
41895,5000116125784,220.0,Capitão Iglo,"12 nuggets frango polme americano, embalagem de 220g",,2.99,13.59,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E342C1C812C93A809F88301C9A1AFE84.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
44264,5603722517136,200.0,Mimosa,"Nata cremosa sem lactose, 200 ml",,0.99,4.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8BEE16017818634A0906C7EEA760EC96.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
49990,5603722520785,180.0,Matinal,"Queijo fresco cottage magro, 180g",,1.58,8.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/677495AD158EEB0AAFC85AB2D4806010.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
7043,2894074000000,150.0,Campofrio,Peito de peru forno lenha,1 un = 150 gr (aprox.),2.52,16.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EF3CEFEECAD2391EED6F65839052F87D.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
15955,7613032408794,85.0,Purina Gourmet,"Comida húmida para gato peixe do oceano, embalagem de 90g",,0.87,10.24,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FEEA8DEA9BB460BB34BF8E0ADF22D62F.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
2340,5604475119363,44.0,Fermipan,"Fermento de padeiro em pó, embalagem de 4x11 g",,1.49,33.86,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2763C387BDF3591A350C0ECA5A5D3F49.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
26177,5603722514470,1000.0,Matinal,"Leite seleccionado leve, de 1l",,1.05,1.05,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3414EC19C8611CE7E0D99781254117D1.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
35301,8001090766885,,Evax,Pensos diários salvaslip flexi & fresh normal,28 unidades,1.49,1.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4746D822A5BCD6895EE9D55D697B5D57.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
41874,8718951313316,75.0,Colgate,"Pasta dentífrica cool mint, 75 ml",,2.16,28.8,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2DAA61BE6D06A4399D41EFB19DA0D088.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
44804,3023290048924,150.0,Lindahls,"Pudim de chocolate + proteína, 150g",,1.69,11.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/989B5F16D9E5F4A7EB2B3AE42115DF4A.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
51751,8720181338502,435.0,Cif,"Spray remove bolores, 435 ml",,2.49,5.72,435,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/380C503403FDBF9BBCD37132FDE8F56E.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
52337,8720181392955,1368.0,Comfort,"Amaciador roupa concentrado creations flor de lótus e lima, 76 doses",,3.99,2.92,1368,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA557AEC063D2D449E9AD9A05E65B1FD.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
52338,8720181392931,1368.0,Comfort,"Amaciador roupa concentrado creations jasmim e mirtilo, 76 doses",,3.99,2.92,1368,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6011DCF134621AA99ADEF13E90F43514.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
52897,8720181392917,1332.0,Comfort,"Amaciador concentrado essência pure, 74 doses",,3.49,2.62,1332,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5C0D70B94DAAFB0949EA4EE48242D35.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C81AB307354BD851AD24288672BBAB9.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C81AB307354BD851AD24288672BBAB9.jpg,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
941,5601001322808,100.0,Nescafé,"Café solúvel, embalagem de 100g",,3.29,32.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B063757FB22F6A33CD1F9CE6C13974A8.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
10900,3228021920191,250.0,President,"Manteiga fácil de barrar, embalagem de 250g",,3.37,13.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AD6F66474E604C53FDAA16EA65E09D09.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
11685,5601244202042,150.0,Terra Nostra,"Queijo flamengo, ralado, embalagem de 150g",,1.49,9.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/351CF2EDB4693C51DD474646AFC9D95E.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
1331,5601165006255,259.0,Calvé,"Molho de alho, embalagem de 260g",,1.94,7.49,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/250292652676F63A9916D46B501BCEC4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,,,,,,,,,11,3,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,2024-12-24T23:59:59.999999999Z,PROSPECTUS
18426,3600541887817,400.0,Garnier,Champô Ultra Suave Delicias de Aveia,Embalagem de 400 ml,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB3520AB0507187656A408B0D650CF4F.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
25538,7613035800281,1500.0,Friskies,Ração para gato esterilizado com peru,"Embalagem de 1,5 kg",5.84,3.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FF9C78F9FCA49B5C5370D6F754BBF1C8.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
2593,7622300366827,171.0,Triunfo,"Bolachas digestivas go maçã, embalagem de 170g",,1.49,8.71,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/659BBCAC39DF39F8F177E1A9DE86EA26.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
2786,8410199150905,100.0,Cheetos,"Aperitivos rolitos, embalagem de 100g",,1.49,14.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F470A36FD76D61EC69758C933CF291DA.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
40762,2708171000000,500.0,PorSi,Peito peito de peru Programa Origens,Vendido ao peso,4.5,8.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BD14FDAE5ADB87CB8A952E74144B494D.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
41297,5601050036534,440.0,Danone,"Iogurte oikos pêssego, embalagem de 4 x 110g",,1.99,4.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C2BCC90FB2B192B3C8BC1E9CCF0DA4AF.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
41299,5601050036565,440.0,Danone,"Iogurte oikos maracujá, embalagem de 4 x 110g",,1.99,4.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29553156A2F0422FEBEDFC7E0CF7883D.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
46228,7613287530813,300.0,Nestlé,Cereais chocolate,Embalagem de 300g,1.94,6.47,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F97E591C38F55CB2175E550B1869F227.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
46518,5000204208856,750.0,Pato,"Líquido sanitário ação total menta, 750 ml",,1.94,2.59,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8D02BC7C70B0CBFEDA11FE724DDAAE84.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
4716,5000204593242,72.0,Pato,Discos Sanitários Activos Recarga Lima,Embalagem de 2x36 ml,3.49,48.47,72,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E8BEEF9B9E1E763C6D9B6E49B0D85F6.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
51896,8719200253377,400.0,Planta,"Creme vegetal para barrar original, 400g",,2.49,6.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0265DFAAA6CC23B5D28B5523E860ECEF.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
52381,8720181407154,1300.0,Cif,"Lava tudo perfumado lavanda, embalagem de 1,3l",,1.99,1.53,1300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/12443931DBE21DE904E26826F24E6B07.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/935C662FEAE9FBF79977B0438F001CF1.jpg,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
52887,5603722523137,200.0,Mimosa,"Natas para massas, 200 ml",,0.99,4.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/836A8DFC9F960FD6B745222B729AE7FC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3EDAE46E372CBB78EE7DEA3A9DB3BD9.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3EDAE46E372CBB78EE7DEA3A9DB3BD9.jpg,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
924,5601001120503,370.0,Nestlé,"Leite condensado, embalagem de 370g",,1.99,5.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FBAB8756051E4890009C5246CFA3D443.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
10639,8712566395514,61.0,Knorr,"Sopa gourmet, cogumelos, embalagem de 60g",,1.99,32.62,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/37AB5E4154A122936DBF40F8E46CCD3D.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
11503,5601050019100,600.0,Danone,"Danacol frutos exóticos, embalagem de 6 x 100 g",,2.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A16EAD58E7A10ECD338C77C33D25273.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
11522,5601050207750,1200.0,Danone,"Iogurte danacol de morango, embalagem de 12 x 100 g",,5.59,4.66,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/10BA36D674585833A0006F09517047AF.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
15741,7613034945808,1500.0,Friskies,Ração para gato bolas de pelo com frango,"Embalagem de 1,5kg",5.84,3.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C4F10147F3FEEC714C8DFD0AEDE562BD.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
16229,8712561587495,4000.0,Comfort,"Amaciador de roupa, pure, de 4 l",,4.99,1.25,4000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AAE7E7461FE5C9CAA68CFDC37842673D.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
2503,7613033156212,85.0,Purina Gourmet,"Comida húmida para gato mousse com salmão, embalagem de 90g",,0.87,10.24,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BCD32627F59A029C2931D459EC84583E.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
25275,5775345121578,700.0,Sunquick,Concentrado de laranja,Garrafa de 700 ml,4.86,6.94,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60CE4BBE254D671FC1E542A0A73849E2.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
41979,5601050036244,160.0,Danone,"Yopro manteiga amendoim banana, embalagem de 160g",,1.09,6.81,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA86300496543407BC1BC50B2C72D742.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
47648,5601119355378,120.0,Nobre,"Fiambre perna extra braseado finissimas, embalagem de 120g",,1.99,16.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A268D38DBDCD3538A067D252174C096B.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
7550,3600541550087,400.0,Garnier,Champô Ultra Suave tesouros de mel,Embalagem de 400 ml,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9E0A30A6E488599D224D7FC06927B67E.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
8398,5601050016024,600.0,Danone,"Danacol natural, embalagem de 6 x 100g",,2.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E05E5353FD11FB2707504DEA431D86EA.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
888,5413548283128,200.0,Kinder,"Chocolate chokobons, embalagem de 200g",,3.69,18.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/27B38A636F35634AB3B100483F3FC991.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
10175,8410375110211,300.0,Bonduelle,Milho tenro e doce,Embalagem de 300 g,1.74,5.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7DBD23167EE67669947EBE9FBBED55C3.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
12379,8410285015354,250.0,Président,"Chantilly , embalagem de 250 g",,2.69,10.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0C73A85F9CF705E2D07E158861B3F39.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
1294,5601151450758,845.0,Compal,"Feijão manteiga, lata de 850g",,1.74,2.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C80A38D3334A10E9F1DDCDBE8105CD22.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
1420,5601252107131,250.0,Gallo,"Vinagre balsâmico modena, garrafa de 250 ml",,1.59,6.36,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3BCA292B56E66BEBFC003AE7946066AE.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
20263,5000116110889,180.0,Iglo,"Crocantes de frango original, embalagem de 180g",,3.74,20.78,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B2BC0EEC5724C42D02D0AAA44CCBB50.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
20264,5000116110872,180.0,Iglo,"Crocantes frango parmesão e ervas, embalagem de 180g",,3.74,20.78,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA238D0C01D11590AA8A8E09CE288246.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
21374,0000080310167,126.0,Kinder,"Chocolate maxi 6 barritas, embalagem de 130g",,2.19,17.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B953B2821BB17E8C0C1131DF2F2984AB.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
21417,8410136003486,400.0,Pedigree,"Alimento húmido para cão, galinha e cordeiro, embalagem de 400g",,2.45,6.13,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/86028D828AE007C340066BE4BDE7410A.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
22254,3600542027533,250.0,Garnier,Champô Ultra Suave Limão & Argila,Embalagem de 400 ml,3.79,15.16,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B46B172AF899CCD0B477609F00A4B15C.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
22952,8411660670212,750.0,Sanytol,Desinfetante p/ Cozinha,Embalagem de 750 ml,2.49,3.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6670903192D029E406F52DBF4952D846.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
25706,8411660670229,750.0,Sanytol,Desinfetante p/ WC,Embalagem de 750 ml,2.49,3.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D105B4A8ECD800E2D1E3546D9AD3B145.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
26300,4000388177000,250.0,Dove,"Sabonete líquido original, 250 ml",,2.39,9.56,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E48FE147EDAF5E4C408B9B5A3DC58EA7.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
33222,3228024070282,125.0,Président,"Queijo creme de brie, 125 g",,2.24,17.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2AAFD2A727A31BD627AF622B3C191D3.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
33532,8410375110228,150.0,Bonduelle,"Milho doce, 150 g",,1.09,7.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D0EEA0C89CFBBF992B36A2468831EAC1.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
33536,3600542182485,400.0,Garnier,Champô Ultra Suave leite amêndoa,400 ml,3.79,9.48,400,L,€/L,,Produtos Bio,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0E128CA8EC8FC8D092CC4E05E0083FAD.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
37900,5601119305007,210.0,Nobre,"Salsicha hot dog, frasco de 250g",,2.39,11.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/68E53CA887C0767923F878238ADB6D84.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
38970,5603722518805,,Castelões,"Queijo curado -30% gordura, 500 g",,5.99,5.99,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72A7031F9A56666D6A179BF7A6411A71.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
391,8712566173648,69.0,Knorr,"Sopa de cozido, 70g",,1.6,23.19,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0C584B5CFBC96172D2290B0DB00EB0B4.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
46162,3083681106480,400.0,Bonduelle,"Salteado parisino, embalagem de 400g",,2.59,6.48,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4DE85AF2C08839F22568D1C815770BA6.jpg,,,,,,,,,,,,11,3,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
5031,5601028008778,,Renova,"Papel higiénico deco /4 folhas, embalagem 12 rolos",,5.39,5.39,12,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40255AA0E0A26CE7985BEAB27DB725FB.jpg,,,,,,,,,,,,11,4,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
52536,4008400320328,129.0,Kinder,"Kinder bueno, embalagem de 3x43g",,2.19,16.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/171F8845AB850DF1AC0797D23F8D9DA3.jpg,,,,,,,,,,,,11,4,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
540,3222270158428,1500.0,Friskies,Ração para gato adulto de interior,"Embalagem de 1,5 kg",5.84,3.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CD7C5B2E4322F0515EAC25F0F1ADD782.jpg,,,,,,,,,,,,11,4,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
6477,8410437531008,750.0,Cif,"Desinfetante em gel para wc, de 750 ml",,1.49,1.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/92E5BCE8386F2FCD785A33187882812A.jpg,,,,,,,,,,,,11,4,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
7050,2894090000000,150.0,Campofrio,Peito frango forno de lenha,1 un = 150 gr (aprox.),2.52,16.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6772968344189119743079B1997DCA88.jpg,,,,,,,,,,,,11,4,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
887,5413548280189,125.0,Kinder,"Chocolate shokobons, embalagem de 130g",,2.49,19.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BC0F21D3D1FFE11F915FF978DD792B62.jpg,,,,,,,,,,,,11,4,,2024-12-24T23:59:59.999999999Z,PROSPECTUS
