identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,avantages_dateFin,avantages_categorie,nro_paginas,page,images_2,images_3,images_4,images_5,images_6,images_7
16365,5604055112005,1000.0,Fastio,"Água sem gás, garrafa de 1 l",,0.47,0.47,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D9A5DA87896331814D054CBE16430809.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,1,,,,,,
16608,8712561521437,700.0,Cif,"Creme abrasivo limão, de 700 ml",,2.69,3.84,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/734448B6276EB5C2CFFCEBF5E628AF6D.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,1,,,,,,
1725,5604260000265,250.0,PorSi,Massa Bagos 250g,,0.48,1.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/974FF28C753808191257D3DE1EC63B00.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,1,,,,,,
1726,5604260000272,250.0,PorSi,Massa Pevide 250g,,0.48,1.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A4A2080D7D2A6FF3E0E1E1CA80D0F6AC.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,1,,,,,,
19022,5603722509742,800.0,Agros,"Leite com chocolate, embalagem de 4 x 200 ml",,1.6,2.0,800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/86A34AF1051A1750347A4FF58912A923.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,1,,,,,,
26772,5449000106186,3500.0,Coca-Cola,"Refrigerante com Gás Cola, emb. 2 x 1,75 lt",,3.77,1.08,3500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A789E276311FA9DA8F07BCEEEA6CB731.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,1,,,,,,
29738,8410436324533,1300.0,Sonasol,"Lava Tudo Flores Montanha, 1.3 l",,2.24,1.72,1300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/13FBFB2C777E7C44B0340328520A2D41.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,1,,,,,,
32063,8712423038844,33.0,Knorr,"Strogonoff 1, 2, 3...sabor!, embalagem de 33 g",,1.19,36.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A8045759567B372AE215D4B257F03A8.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,1,,,,,,
32158,4015400917328,480.0,Fairy,"Detergente Liquido da Loiça Limão, 480 ml",,2.54,5.29,480,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E2BD689329F214554584573973F36ED.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,1,,,,,,
35499,5601151973769,3500.0,Sumol,"Refrigerante com gás de laranja, 2 x 1.75 l",,2.84,0.81,3500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/15C97042A71F49C362C4C213EA28900F.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,1,,,,,,
40741,5604260302918,3000.0,PorSi,Óleo Girassol 3l,,4.99,1.66,3000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F8BB67375CA1509EF026CE7D5296E9E5.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,1,,,,,,
43629,5604260312405,600.0,PorSi Bio,Bio Ervilhas 600g,,1.99,3.32,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E56A23FEE99BA090ED2622AE9AE735F8.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,1,,,,,,
43658,5604260312672,275.0,PorSi,Perolas Perfumadas Fresh 275g,Embalagem de 275 g,2.99,10.87,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C481D383E04EE387D22A1B430E527754.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,1,,,,,,
45715,5604260310722,150.0,PorSi,Bolacha com Cobertura Chocolate de Leite 150g,,1.99,13.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/316BF2EFAABDC61698C845DF2D1BBE17.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,1,,,,,,
46128,3083681137811,450.0,Bonduelle,"Milho Doce sem Glúten, emb. 3 x 150 gr",,2.59,5.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EC051C59563F4690C90E354F78286A70.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,1,,,,,,
46881,5604260310111,500.0,PorSi,Tortilha Batata c/ Cebola 500g,,2.99,5.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/61587ED63CEE364FA621252AD302F6D4.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
4785,5000396036138,218.0,McVities,"Bolachas fruit & forma, maçã e canela, embalagem de 220g",,1.99,9.13,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4769CC9B7DCE0DA17354265C7FF7343C.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
48907,5604260320769,,PorSi,Pensos Diários Normal - 64 Unidades,,1.69,1.69,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DFB079CBF477779AF2A84A2F43E7FF7B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C20F8AD2FC19771FE6AB1B975D7F3E8C.jpg,2025-11-26T23:59:59Z,PROSPECTUS,14,2,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C20F8AD2FC19771FE6AB1B975D7F3E8C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C20F8AD2FC19771FE6AB1B975D7F3E8C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C20F8AD2FC19771FE6AB1B975D7F3E8C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C20F8AD2FC19771FE6AB1B975D7F3E8C.jpg,,
51094,5605378209106,500.0,Legumes,"Cebola Doce, emb. 500 gr",500 g,1.39,2.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3A195161818002B079AE373F23C98D9.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
51782,5604260327669,1000.0,PorSi,Iogurte Líquido Piña Colada 1kg/ 944ml,,1.69,1.69,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72DCBF92FB9FC3FE1A0ADB9C5783A0CE.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
51917,8410500020644,280.0,Danone,Iogurte infantil danonino morango banana 4x70g,,2.19,7.82,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3220973BC3DB4CAD23E73E6374D1D5D5.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
5244,5601151510759,845.0,Compal,"Feijão encarnado, lata de 850g",,1.74,2.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DE636824D87F41FA8614ED32FEFF81FF.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
53044,8720181368769,4320.0,Omo,"Detergente roupa máquina líquido, 96 doses",,8.99,2.08,4320,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30BA46CDC8291B3E0F7206BAD1197FAE.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
53066,5601050037845,620.0,Danone,"Bifidus líquido activia aveia e noz 000%, 4 x 155g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA31731A632F34AB50927A2984D0BF84.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3E5261F5C2ADA6A9243957038878389.jpg,2025-11-26T23:59:59Z,PROSPECTUS,14,2,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3E5261F5C2ADA6A9243957038878389.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3E5261F5C2ADA6A9243957038878389.jpg,,,,
53067,5601050037821,620.0,Danone,"Bifidus líquido activia ananás 000%, 4 x 155g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3D4965FAC6DA56015B0EA60D0CC350AD.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/227608E522C57EFFD851E1F0A8F434F8.jpg,2025-11-26T23:59:59Z,PROSPECTUS,14,2,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/227608E522C57EFFD851E1F0A8F434F8.jpg,,,,,
54346,8435495843733,,Gama,"Detergente Roupa Máquina Líquido Cuidado Diário, 80D",,5.99,5.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E5D9177D92E6E9DF5147C07C4D5C380F.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
55263,8445291133372,220.0,Sical,"Café Moído Moagem Universal Tradição Int 11, emb. 220 gr",,3.35,15.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2C71B4BE8C62CE03863B42CCFD75F09E.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
616,3250390114673,360.0,Bouton D´or,Pepinos Extra Finos 680g,Embalagem de 380 g,2.59,7.19,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/131D236F1C36D4400362C1A6459D9792.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
8396,5601049614330,250.0,Milhafre,"Manteiga com sal, embalagem de 250g",,2.19,8.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8DCB9F2F3B36086D35B7173891ABA268.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
9999,8001480020535,4000.0,Neoblanc,Lixívia Tradicional,Embalagem de 4 l,2.99,0.75,4000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9906959CB147C83320C04CF2C670E38F.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
1189,5601119007987,250.0,Nobre,"Salsichas de porco, lata de 250g",,1.67,6.68,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0B023C2ECBDBE7AB09A89A8810925D65.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
12299,8003520013064,300.0,Palmolive,"Sabonete líquido de leite de amêndoas, recarga, 300 ml",,1.79,5.97,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35D2E48138CCA33503CE2D19DC83E44D.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
12325,8410000827446,440.0,Oreo,Bolachas oreo,Embalagem de 440g,3.19,7.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11ABE08FDA4C088C51508248D56D0CC4.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
12892,2892508000000,400.0,Legumes,Beringela,1 un=400 gr (aprox.),0.72,1.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5B7B3A896213DE67893050A67A6D9D9B.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
1294,5601151450758,845.0,Compal,"Feijão manteiga, lata de 850g",,1.74,2.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C80A38D3334A10E9F1DDCDBE8105CD22.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
1302,5601151700754,845.0,Compal,"Grão de bico, lata de 850g",,1.74,2.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DA244D258ED9A9EF750825CAFFB70E24.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
13566,2893560000000,250.0,Congelado de Aquicultura,Camarão Congelado 20/30,1 un = 250 gr  (aprox.),2.25,8.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/863DB9F10BE616A55736AB7A17BC6BB5.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
1709,5604055111060,6000.0,Fastio,"Água mineral sem gás, embalagem de 6 l",,1.6,0.27,6000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6EFB8FD4D0614752BB5925C1048B82B3.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
17207,8006540943687,1800.0,Fairy,Detergente manual de loiça limão,Embalagem de 2 x 900 ml,6.99,3.88,1800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2EE328B1B3FB1BA0162E77ED87C40E9.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
1730,5604260000319,250.0,PorSi,Massa Cuscus 250g,,0.48,1.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/46EBB016676D295FEB6BDF8AF4C79600.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
17900,8001480023277,700.0,Neoblanc,"Lixívia Spray Mousse Flor, 700ml",,2.99,4.27,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4C9540C630C990410131B89E1C2C75B8.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
18596,8410500016029,400.0,Danone,"Iogurte líquido danonino morango/banana, embalagem de 4 x 100 g",,2.09,5.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/79AABB1D751FE6F57112090F819DD6BE.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
19224,5601146000302,330.0,Sagres,"Cerveja com Álcool, emb. 33 cl",,0.59,1.79,330,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/021C2A3D686B3B40ECD987D05D836084.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
19940,7613035619456,300.0,Nestlé,Granola aveia fitness mel,Embalagem de 300g,3.29,10.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EAEAF515FE565B8F35270BCD3427077E.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
20264,5000116110872,180.0,Iglo,"Crocantes frango parmesão e ervas, embalagem de 180g",,3.99,22.17,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA238D0C01D11590AA8A8E09CE288246.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
2223,5604260266388,500.0,PorSi,Bolachas com Recheio Sabor Baunilha 500g,,1.59,3.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/629B86B30C117365C725FDCFA3AF6120.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
23278,5604260281282,250.0,Porsi Programa Origens,Salada Toscana 250 G,,1.19,4.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/829819BF310BA689C7002E0655E64BF5.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
28640,5054563030948,75.0,Aquafresh,Dentífrico Tripla Proteção,Embalagem de 75 ml,1.84,24.53,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3F822B9D22CAC67DC8DBD8698E3FBBBD.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
29612,5604260283545,1000.0,Porsi Vivabem,Bebida de Arroz 0% Açúcares Adicionados 1l,,1.19,1.19,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1CC67FBC1159B7AB53C4B66B360A0BCF.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
30477,3083681070187,225.0,Bonduelle,"Milho Doce sem Glúten, emb. 3 x 75 gr",,1.78,7.91,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/21305BEE4D64377736F1C50D030AC0E3.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
33118,5601066200592,500.0,Nacional,"Farinha de espelta integral, 500g",,1.49,2.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BD820060C71D6DCBA3D46A1963F0F79E.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
35888,5601151973752,3500.0,Sumol,"Refrigerante com gás de ananás, 2 x 1.75 l",,2.84,0.81,3500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/088D8DA34921F50F39B725B4135D000A.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
36910,5604260326068,,PorSi,Fraldas agility T6 para + de 17 kg,30 unidades,5.69,5.69,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D6509B4067EF4A8937FE7D6911507B8.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
41717,5604260303816,90.0,PorSi,Puré de Fruta Maçã Pera,,0.64,7.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5127251097DF39368C903E9B3834E6D6.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
42244,5604260308828,4000.0,PorSi,Alimento Seco Cão Atividade Normal 4kg,,5.59,1.4,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/88195B234511C29FAF7A19365C968E0C.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
42257,5604260308026,1500.0,PorSi,"Gel Ativo com Lixivia 1,5l",,1.15,0.77,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/899BCDEC5E97E4EBBB105D02275610A5.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
43872,5604260311835,500.0,PorSi,Polvilho Doce 500g,,2.15,4.3,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3CFD5812D2BBDE69A35A35F5F71BCA42.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
44250,8410376057577,220.0,Gullón,"Dibus bolachas magic, embalagem de 220g",,1.29,5.86,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0D8BA36055A1A40085AD2B3BEA4B24AF.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
44950,5604260312276,500.0,PorSi,Bolacha de Cacau com Recheio Sabor Chocolate 500g,,1.99,3.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/747A4C6929B24B849D3F32DE079D4281.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
45671,5604260310739,150.0,PorSi,Bolachas com Cobertura Chocolate e Avelâ 150g,,1.49,9.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7F1BBC868F6B770A58E4FA292EA0F55F.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
45773,5054563087829,75.0,Aquafresh,"Pasta dentífrica eucalipto, lima e menta",Embalagem de 75ml,1.84,24.53,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F94A046F2A6C727F7B6BE2D468B428F.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
46280,5604260312412,600.0,PorSi Bio,Bio Brócolos 600g,,1.99,3.32,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60277F8028EAA3A11DA54E2FEAE6137B.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
46824,5603722518270,720.0,Mimosa,"Iogurte magro aroma multi sabores de morango/coco, 6x120g",,1.99,2.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1F13564A32ADE4727C9B834FE2B8090.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
49224,5604260322640,90.0,PorSi,Puré de Fruta e Aveia 90g,,0.64,7.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2883AE3C85FAF5BBF9A14AEAF97F71F7.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
49542,5604260323906,1000.0,Porsi Vivabem,Bebida de Amendoa 0% Açúcares Adicionados 1l,,1.35,1.35,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AEE9651854E78E84B75576B58758E00E.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
50021,8719200231801,450.0,ProActiv,"Creme vegetal para barrar, embalagem de 450g",,4.49,9.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9A5951CF8E7C99FE47043D42DCC4EFA0.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
5005,5601028000338,,Renova,"Guardanapos brancos, 33x33cm, 2 folhas, 90 unidades",Uma embalagem,1.24,1.24,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9F219BE4431DFB73ED0C83D11864E280.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
50386,8445290290014,30.0,Maggi,"Molho suculento frango no forno com alho e cebola em saqueta, 30g",,0.89,29.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0DEECC66FD9482A59A0436C06913C5D2.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
50454,5603722521829,1208.0,Mimosa,"Iogurte líquido aroma banana e morango, 8 x 151 ml",,2.69,2.23,1208,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA12AF3CF07E84D8BB18D68CC6DFA3EB.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
5126,5601068014494,750.0,Cif,"Desinfetante em gel com lixívia, de 750 ml",,1.44,1.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/77935B9909F887F8D557F56915EB5FD9.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
51572,5604260327966,750.0,PorSi,Azeite Virgem Extra 750ml,,4.69,6.25,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AC740C8B03C58C895BBDE8FC6044BE3A.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
51783,5604260327676,1000.0,PorSi,Iogurte Líquido Morango e Banana 1kg/ 944ml,,1.69,1.69,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/568FFCB442AD5B312FACD9B2980ADD4A.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
51784,5604260327683,1000.0,PorSi,Iogurte Líquido Magro Morango 1kg/ 963ml,,1.69,1.69,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0E18B7A21CC999A008B26FEB2D32234.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
51978,5600744051457,198.0,Saborosa,"Bolacha belgas red velvet, embalagem de 198g",,1.69,8.54,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/24A5A4F6F89B1A1D040BB1FEACE78EF6.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
52377,8720181385131,,Skip,Detergente Máquina Roupa Líquido Sabão Natural,100 Doses,11.99,11.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B7482844827C04E8BE654EF9B7B49DD3.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
52566,5604260329502,315.0,PorSi,Cogumelos Laminados 3x185g,Pack de 3 x 185 g,2.25,7.14,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CAE31729F1814975AABE2147FB00CFB2.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
52881,8719200267190,450.0,Becel,"Creme vegetal para barrar original, 450g",,3.56,7.91,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7D8CFDDFB89CBA606F61A06158439D60.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D67292663C5C1617E51BCDF904BF56A4.jpg,2025-11-26T23:59:59Z,PROSPECTUS,14,2,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D67292663C5C1617E51BCDF904BF56A4.jpg,,,,,
53292,8719200265424,450.0,Becel,"Creme vegetal culinária, 450g",,2.49,5.53,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/731104623BFBA291592C36763AD2ACB6.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE0F50DA9FD82BB1CA28828D6783A017.jpg,2025-11-26T23:59:59Z,PROSPECTUS,14,2,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE0F50DA9FD82BB1CA28828D6783A017.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE0F50DA9FD82BB1CA28828D6783A017.jpg,,,,
53759,8435495833864,4050.0,Gama,Detergente Máquina Roupa Líquido Floral,Embalagem de 90 Doses,9.99,2.47,4050,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E1E291536BF780CF5BF8B661E6DDC660.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1444808EE37FB337A50B68241AE2CB7.jpg,2025-11-26T23:59:59Z,PROSPECTUS,14,2,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1444808EE37FB337A50B68241AE2CB7.jpg,,,,,
54361,8410104915186,,Finish,"Detergente Loiça Máquina Quantum Limão, 28 Pastilhas",,5.99,5.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AF6445EE2B2537230E8784866A377CB3.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,2,,,,,,
