identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,avantages_dateFin,avantages_categorie,nro_paginas,page,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise
21445,5600289172440,750.0,Pias,Vinho tinto,Garrafa de 750 ml,1.89,2.52,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7CEDD766D67B52CFB071E1C03D896CEE.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
22356,8593893753105,90.0,Nestlé,Tablete de chocolate de preto,Embalagem de 90g,1.49,16.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/09B3016D280503C55A8592D2CD670A60.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
23479,5601252112593,750.0,Gallo,"Azeite virgem extra gourmet, garrafa de 750 ml",,7.99,10.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/906AA0955AA95DAA0249E7362816B14C.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
2412,5608543000188,10.0,Tetley,Infusão de lúcia lima,Embalagem de 10g,0.89,89.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/97861FD053982D10D1A19EBF7D3A0A0F.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
2441,5998749107898,720.0,Pedigree,"Snack dentastix médio, de 720 g",,8.18,11.36,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CE7E08251A6723C8CAC86E9215088ECD.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
24513,4005900377852,150.0,Nivea,"Desodorizante spray black & white active , embalagem de 150 ml",,3.14,20.93,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30880938A69B0B391FE3CEEE20BF9836.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
24748,8410104124649,1000.0,Finish,"Detergente líquido para máquina lavar loiça gel tudo em 1 limão, de 1 l",,9.49,9.49,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/350E35F90B7D257D3A471C43A79AD891.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
25052,3023290113684,480.0,Longa vida,"Iogurte 0% pedaços muesli e cereal, embalagem de 4 x 120 g",,2.29,4.77,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B9708A300CA1B65EB55080078379CE89.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
25339,3600542075343,400.0,Garnier,Condicionador Ultra Suave Água de Coco e Aloé Vera,Embalagem de 400 ml,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A7E3A377513CFB2FB643A4FF2C50970D.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
2551,7622200007332,100.0,Milka,"Tablete chocolate de iogurte morango, embalagem de 100g",,1.59,15.9,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/533F68AFC62C37B47F6B4E510F6E55D3.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
25822,4005808221660,100.0,Nivea Men,"After shave bálsamo hidratante, embalagem de 100 ml",,5.59,55.9,100,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0035E20F3824AA3E7B3AF7CDA607973.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
25860,8001665011617,250.0,Rana,"Tortellini de boletus edulis, 250 g",,2.84,11.36,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/447D8C663008D9BF1995845C979DF673.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
26075,4005808223008,200.0,Nivea Men,"Gel de barbear protetor, embalagem de 200 ml",,4.49,22.45,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F8E78106C37AE14DF60C20C119F94F6B.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
26475,5601252115211,250.0,Gallo,"Vinagre balsâmico sidra, 250 ml",,1.99,7.96,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C88E39F6F7D009CCC3A6C8AE0ADDADDE.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
27919,3600542140058,400.0,Garnier,Condicionador Ultra Suave Riqueza D'Argão,Embalagem de 400 ml,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6EEEB43D831B31372269D9B3F1BDF816.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
2811,8410376036169,380.0,Gullón,"Maria integral sem glúten, embalagem de 400 g",,2.84,7.47,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5D6295637AB1C5F34B42D468B975C028.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
28511,8410104889111,,Finish,Pastilhas Limpa Máquinas,Embalagem c/ 3 un.,5.49,5.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84516A7D944B567D9C082DC899C1605F.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
29082,5410976140122,250.0,Guylian,"Frutos do mar, 250 g",,6.19,24.76,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3C8BEB0B5F241708B6F819F9DEEA51D5.jpg,,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
29370,8710522322154,1600.0,Skip,"Tira Nódoas em Gel Cores, 1.6 l",,7.19,4.49,1600,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/54FD3A3EC2CD69B1074B23942E595CC0.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
30256,5900020030405,150.0,Nestlé,"Lion barra cereais, embalagem de 150g",,2.39,15.93,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/15B35F52599A1AB21CCB736D20BC24D7.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
30260,3574660089547,,O.B.,Tampão Normal,1 Embalagem c/32 unidades,3.74,3.74,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0696E1E3706178A8B8B3B7D97A979B1F.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
30528,5600258008947,750.0,Monte da Roquina,Vinho Tinto Regional Alentejano Premium,Garrafa de 0.75 l,2.99,3.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7001EF161C041432B5F67F88216DDF58.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
30712,5000116124152,800.0,Iglo,"Ervilhas primavera, embalagem de 800g",,4.48,5.6,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/627E26960248B49886F445CA0B3B681E.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
31932,5602348094342,225.0,Damatta,Chouriço transmontano damatta 225 g,,3.79,16.84,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/468043919F23C6481CA606324D89A13C.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
32076,7613036496353,340.0,Purina One,"Comida húmida para gato esterilizado em molho com salmão, 4 x 85g",,2.59,7.62,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B17735D8DA1E4A563A67A546153F0B2F.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
32155,4005900547316,150.0,Nivea,"Desodorizante spray black & white invisible, 150 ml",,3.14,20.93,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/99538E8BD4D7F8723E5754A0D789E622.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
33291,5601029000047,385.0,Bom Petisco,"Atum posta natural, 385g",,4.48,11.64,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1311B3C7247424246055C22705B31421.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
33631,5601217130631,,Finish,"Ambientador para a máquina da loiça de lima e limão, 1 un.",,3.49,3.49,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/722D6289DF5674022FB6CD00D38502F9.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
33661,5054563056832,,Sensodyne,Escova dentes sensibilidade e gengivas,1 un.,3.36,3.36,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/43304387CFAB4639E27BA4E10510F801.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
34329,5999884034469,250.0,Hell,Bebida energética hell,Garrafa de 250 ml,0.79,3.16,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1075218D3A34A21E3FA52C7E6942C8C8.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
35937,7630040400015,750.0,Martini,"Vermute rosso , garrafa de 0.75 l",,7.89,10.52,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/19065FE3CEC05530CA61F030D50DDBD5.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
36752,3574661487694,,Carefree,Pensos diários maxi,Embalagem com 64 unidades,3.74,3.74,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/761AFEC0159C1EB52FB3A5797B87B380.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
37512,7613036923361,250.0,Nestum,Nestum zero arroz,Embalagem de 250 g,2.99,11.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5FCDC0BF20B5D119C320D80DBF5AF100.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
37551,5601050035889,600.0,Danone,"Iogurte liquido de noz, embalagem de 6 x 100g",,2.99,4.98,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A29E8F593078306CBB29AE1BAF1D768E.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
41079,8718951337770,1250.0,Ajax,"Detergente líquido lava tudo festa das flores lavanda, embalagem de 1.25l",,2.24,1.79,1250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9AF3F843CD8D9DB932E9E6D241AC411E.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
41864,3574661552583,,Carefree,Pensos diários respirare,embalagem com 20 unidades,1.49,1.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BD33E96F4727B556C303FCC666770282.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
43292,7622210678171,300.0,Milka,Chocolate cheesecake,Embalagem de 300g,3.49,11.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3EC4984B898E58306A80CF5F18FA657C.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
44051,3600542372992,60.0,Garnier,Champô Ultra Suave sólido delicadeza de aveia,60 g,4.19,69.83,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7AB5F384934757BA924C834671E943CA.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
44593,3600541946286,400.0,Garnier,Condicionador Ultra Suave Camomila,Embalagem de 400 ml,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F04D1E5D7B5BC4C16694F0AF1D7F57FA.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
44642,8410199021168,140.0,Doritos,"Snack de milho com sabor chilli, 140g",,1.39,9.93,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF0B752BBDEC2A3E78C82178EA88929.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
44643,8410199021175,140.0,Doritos,"Doritos bbq, embalagem de 140g",,1.39,9.93,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DF57EDC573BECE9F576A6DC974CF5C99.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
44765,5606669246152,800.0,Brasmar,"Prepar arroz marisco sem gluten, 800g",,5.99,7.49,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/682000F99E44189A5994A822029F0445.jpg,,,,,2024-11-27T23:59:59.999999999Z,PROSPECTUS,9,5,,,,,,,,
44784,7613039993354,270.0,Nestlé,"Tablete chocolate preto com amêndoas, 270g",,3.74,13.85,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/553AD4834013A43C1EC2E8B4E57237FC.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
44916,8711327480438,440.0,Magnum,"Gelado double gold caramel billionaire, embalagem de 440 ml",,3.99,9.07,440,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11A9044A9D8B645178EB986F98057579.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
45367,5601159000368,120.0,Bom Petisco,"Sardinhas sem pele e sem espinhas em azeite virgem extra, embalagem de 120g",,2.85,23.75,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/13C2794D2DFEC452D6E6723F794E0FF8.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
45588,5054563107282,75.0,Sensodyne,Pasta dentífrica branqueadora,Embalagem de 75 ml,3.96,52.8,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7D3FEF9D1742F43A64E2D3946B4F519F.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
45735,4005900782892,40.0,Nivea,"Creme dia anti manchas fp50, 40 ml",,17.54,438.5,40,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0368F79190AEA74EBA390A24E77ADAC.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
45792,8410436364126,100.0,Sonasol,Bloco Sanitário de Lavanda Purple Activ+,Embalagem de 2x50 g,2.99,29.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/02533975AE8B79ACCD0CDA04FB0726AA.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
46208,8710522724262,135.0,Knorr,"Tempero em pó galinha, 135g",,2.79,20.67,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/80FC3E6D5208F1CE79EF67284D4565D3.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
46331,5054563101969,75.0,Sensodyne,Dentífrico gengivas,Embalagem de 75 ml,3.2,42.67,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1A1B47A5CC780E5A0E102CEAE44678A.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
46511,5054563103260,75.0,Sensodyne,Dentífrico proteção diária,Embalagem de 75 ml,3.2,42.67,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/87D4538D94EDC48C21EAC8CBF640FAC9.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
46738,4005900494900,150.0,Nivea Men,"Desodorizante spray dry, 150 ml",,2.69,17.93,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5A6B298C1C42AE7DB952B3BFFAB5EE2D.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
46907,8006540236222,650.0,Fairy,Detergente líquido manual loiça anti bactérias,Embalagem de 650 ml,3.59,5.52,650,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/687B389F5BCABBA96E11BDC0F2ADFEC5.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
4766,5000267014203,700.0,Johnnie Walker,Whisky red label,Garrafa de 700 ml,14.99,21.41,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/57464BF7F3832ACA5333B272712D9CC3.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
47858,4005900874283,200.0,Nivea Men,"Espuma de barbear sensitive pro, embalagem de 200 ml",,4.24,21.2,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/53E970544D22B07E8269A82DA7D2AC15.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
48929,8006540583357,225.0,Pantene,Champô Miracle Repara e Protege,225 ml,4.49,19.96,225,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D7F8873173D4C13B387E269A77500515.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
49061,5000204073492,269.0,Glade,Ambientador relaxing zen,269 ml,7.19,26.73,269,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9540FDB4C3368E0863D74A6155283932.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
49343,5601164905702,1200.0,Super Bock,"Cerveja abadia mini, pack 6 x 0.20 l",,2.99,2.49,1200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B97E3ECBBDE898F8E3DB8A5D5D4888AD.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
49434,5011007020620,700.0,Jameson,"Whisky, garrafa de 700 ml",,16.79,23.99,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/14A4A79DAD2FDFF32B41CAEF14072675.jpg,,,,,,,9,6,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,
49483,5029053550091,,Huggies,"Toalhitas Bebé Pure, 3 x 56un.",,3.39,3.39,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/21918B6A6635F4505F093E4466CC5A36.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
50018,8719200230989,225.0,ProActiv,"Creme vegetal para barrar, embalagem de 225g",,2.79,12.4,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1C2D4178CB44C46A2A0B7A7A74D603EC.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
50440,5602348100968,220.0,Izidoro,"Salsichas vegan izidoro 5un frasco, 220g",,3.56,16.18,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6184DDD6C2581D6F1B3575CAD81059AA.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
50711,5601849161973,,Miss Concentra,Ritinha Gatinha e Caminha,1 unidade,27.99,27.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA8DAE18582D2502E183E429FD7CFDAD.jpg,,,,,,,9,6,2024-12-01T23:59:59.999999999Z,AC,50.0,PCT,STANDARD,2024-11-27T00:00:00Z,99.0,13.995
50946,8003340096506,200.0,Lindt,Bombons Chocolate e Avelã,Embalagem de 200g,5.99,29.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BCB72B960323874DA3619D0F94589E7B.jpg,,,,,,,9,6,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,
50947,8003340093147,200.0,Lindt,Bombons Chocolate Branco,Embalagem de 200g,5.99,29.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/797EA242C5DF029BD816AFFD167C5C54.jpg,,,,,,,9,6,2024-12-24T23:59:59.999999999Z,PROSPECTUS,,,,,,
51038,8006540445822,300.0,H&S,Champô Derma X Pro Hidratante,300 ml,4.44,14.8,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/90F3FB41DC1D67881BA38A69213C5207.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
51763,8410436429092,84.0,Sonasol,Bloco Sanitário Bright Gel Chuva de Primavera,Embalagem de 2x42 g,3.39,40.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E9A5CD2E1B1B6757DADC347F29B9A6CB.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
51890,4005900966292,50.0,Nivea,"Creme de noite cellular filler extra firmeza , 50 ml",,14.29,285.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/313D31B3E9E12C7AF9F20655051CA454.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
51917,8410500020644,280.0,Danone,Iogurte infantil danonino morango banana 4x70g,,2.14,7.64,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/158E4B35AC53C42D66EFF44CCD258108.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
51941,8720182599377,,Sun,"Detergente loiça máquina optimum limão, 52 cápsulas",,8.49,8.49,52,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E4A5CDF371DF9520111084AE30F4E6A5.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
52043,8445290681416,150.0,Nescafé,"Cafe solúvel classico refill, 150g",,4.19,27.93,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71759BAD7FCC8E73F25C61D6A4E86F51.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
52049,3073781193091,250.0,A Vaca Que Ri,"Queijo fundido, 250g",,2.79,11.16,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/22695527D16149CC2BB35EE9F91D7781.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
52552,8720182626004,80.0,Knorr,"Caldo de peixe com azeite virgem extra, 8 unidades",,1.59,19.88,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FBDF62B8889CFBC551432143D331C387.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B844946D0805478C1AE61E4E2E363AC.jpg,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
52820,8714100004876,,Domestos,"Bloco sanitário power 5 pink magnolia, 3 unidades",,3.59,3.59,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/419540DDA3A23A3846EB1EB3B0C19FFE.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
52886,5603722523113,200.0,Mimosa,"Natas para carne, 200 ml",,0.99,4.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4EBFFD3487ED8CD46A9B8FA3FCE4C121.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/974E5E2703AF4694FB78F37DC9D40DC9.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/974E5E2703AF4694FB78F37DC9D40DC9.jpg,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
52891,8720181387357,600.0,Skip,"Detergente em pó máquina de roupa active clean, 12 doses",,2.99,4.98,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/57A6A7FF199125F45C11F360C191B640.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
52894,8720181380662,,Skip,"Detergente cápsulas máquina de roupa cores ultimate, 32 doses",,8.99,8.99,32,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1683867F45318233084D2B03D3717BC.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
52896,8720181380716,,Skip,"Detergente cápsulas máquina de roupa sensitive, 40 doses",,10.99,10.99,40,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA591D23EC9054B7221A5C30B763EC5B.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
52945,8410500008727,400.0,Danone,"Iogurte danonino petit morango, 4 x 100g",,2.39,5.98,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7F4489E1D7EF42149F7DDCD17A5A4E27.jpg,,,,,,,9,6,2024-11-27T23:59:59.999999999Z,PROSPECTUS,,,,,,
