identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,images_6,avantages_dateFin,avantages_categorie,nro_paginas,page
1120,5601066301718,500.0,Nacional,"Massa de espirais, embalagem de 500g",,0.85,1.7,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B50E4B0B2C4856A819A2FF672D887104.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
40819,5605566000133,5000.0,Penacova,"Água sem Gás Garrafão, emb. 5 lt",,0.99,0.2,5000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A64C61020903C9B4015FF80D9F8314AF.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
44795,5601151971437,1000.0,Pepsi,"Refrigerante com gás, garrafa de 1l",,0.95,0.95,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06485FC8AB0FFA567627AA53F8FE6729.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
16022,5601146703609,5000.0,Sagres,"Cerveja com Álcool, emb. 20 x 25 cl",20 x 0.25 l,9.69,1.94,5000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CF0AC3A8EDB171FA4E35FF0504CF12A8.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
52373,8720181384929,3420.0,Skip,"Detergente máquina roupa líquido sensitive, 76 doses",,11.79,3.45,3420,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2026CABA1ED6C8CC28BF262BD198C659.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08584FC3B52052055861732D08983BEF.jpg,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
8802,5601244202363,400.0,Terra Nostra,"Queijo em fatias, embalagem de 400g",,3.69,9.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/902CA7799BBBA9029457B2CA9E0FB1C4.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
57695,8720181748462,700.0,Vaseline,"Gel de Banho Rosas e Jasmim, emb. 700 ml",,2.79,3.99,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E88830E0C0BABFADE98801A700582679.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
12972,2892040000000,200.0,Fruta,Banana,1 un = 200 gr (aprox.),0.22,1.09,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1515327A77B72426B2932390DFBE18E5.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
13886,2891108000000,1000.0,Frango,Bife de Frango,Vendido ao peso a partir de 1 kg,5.99,5.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/519BDC237EE2CC43FB5B010D4FF5A15B.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
13866,2891048000000,1000.0,Porco,Bifanas,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72DE0DA6B485199AC995C629E3E4D279.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
12997,2892527000000,300.0,Legumes,Courgette Categoria II,,0.75,2.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/323B806C0CB557ED0F5B2CB32A998FDE.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
13934,2891062000000,250.0,Porco,Rojões,1 un = 250 gr  (aprox.),1.0,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/925F2FDC1F925A7FD71EE6165315B22E.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
8383,5601049132995,1000.0,Mimosa,"Leite uht meio gordo, embalagem de 1litro",,0.9,0.9,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6FB52C843F677BD37D399D45BB10B38B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE810093A08CEBD60415DCC626CF5804.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0562293538F541B1B99592AA046327B.jpg,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
12994,2892524000000,100.0,Legumes,Cenoura Granel,1 un = 100 gr (aprox.),0.1,0.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5AEDEF3ED6ABEF24EACEE9C46AA7916F.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
13821,2892597000000,200.0,Legumes,Tomate Cacho,1 un = 200 gr (aprox.),0.38,1.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FD67F77AFAB450B6A4FA38E0279E6686.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
9727,5604260273058,200.0,PorSi,Queijo Mozzarela Ralado 200g,,1.59,7.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/87A294803531F1557BAF63F77686243B.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
12888,2892090000000,500.0,Fruta,Manga Avião,1 un=500 gr (aprox.),1.95,3.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/842EA0C904154D230A3A6F63A245D264.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
17272,2891375000000,800.0,Novilho,Carne p/ Estufar,Vendido ao peso a partir de 800 g,9.99,12.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/74A9E71258207F3FD300DB35B0F5BB18.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
44956,2696878000000,,Padaria,Bola de mistura centeio Baviera,90 g,0.19,0.19,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/09DB4B39AC0AAE5D11E868A906EFB364.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
14847,2892476000000,100.0,Programa Origens,Alho Seco,Vendido a partir de 100 gr,0.57,5.69,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CFA3B1E723D71FB9BFAE5D5B250C3BB3.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
23582,5604260281275,175.0,Porsi Programa Origens,Salada Premium 175 G,,1.19,6.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A8F765E7D8A6C281765A51B35764D182.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
34239,5604260285495,1500.0,PorSi,Pera rocha categoria II Programa Origens,Embalagem de 1.5 kg,2.49,1.66,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F6E3096BF97BB2633EACD15A32FEACF7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11ABC193A8AF1413E11E1849F00D2775.jpg,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
9315,5603722509544,1000.0,Mimosa,"Leite 0% lactose magro, de 1l",,1.09,1.09,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0350D0DE44A653A9AB01722B06443E94.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC5219EC1E15E09529E323B7D196FADA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC48BFFA4281D8016E9FB40168ED4485.jpg,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
13602,2893597000000,500.0,Peixaria,Pescada Média Argentina Congelada,+ de 500 g,2.5,4.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0D3A6A42D4C22CDA932A00A286926BF6.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
31516,8435257039107,1280.0,Nestlé,"Yoggi liquido morango, embalagem de 8x160g",,3.89,3.04,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/919C3780A665F064AD1803A3631A5911.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
929,5601001187803,625.0,Nestlé,"Cereais Chocapic, emb. 625 gr",,3.74,5.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8DB31C1F3066D48D593AE11B75516670.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
11959,5603722504945,200.0,Mimosa,"Nata para culinária ligeira, embalagem de 200 ml",,0.85,4.25,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/34074ECCE8C9D0028618D923D64DF04D.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
13048,2893561000000,250.0,Marisco,Ameijoa Branca Vietnamita Congelada,Vendido a partir de 250 gr  (aprox.),0.5,1.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EB1BC296FF41180E6F3E1626AD4F78AA.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
41621,5604260303625,5000.0,PorSi,Areia para Gatos 100% Natural 5kg,,1.29,0.26,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/464758A6DFF4E2EE75E03A52AA83DF69.jpg,,,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1
927,5601001180903,380.0,Nestlé,Cereais chocapic,Embalagem de 375 g,2.24,5.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EA69C754779AF0C6F4DD36E6F3A8C272.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
12943,2892087000000,1500.0,Fruta,Mamão,"1 un = 1,5 kg (aprox.)",5.84,3.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E92859558CF3617793775ADAD1A11B14.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
13893,2891043000000,1000.0,Porco,Entrecosto,Vendido ao peso a partir de 1 kg,5.99,5.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA05EE99D302D59771FCC108473E0700.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
17229,5602125000160,300.0,Legumes,"Cogumelo branco, embalagem de 300g",,1.49,4.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/66BAD1DC458E812967002A5594A14E2C.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
19166,5604260274185,1000.0,PorSi,Kiwi,embalagem de 1Kg,2.39,2.39,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B3FD551DB4B491A1542FF19FDA92048.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
36775,5604260287383,200.0,PorSi,Leite Uht Meio-gordo 200ml,,0.3,1.5,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/280FC2C095AD3476C4E3F8BDB2D85188.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
53901,5604260330805,1000.0,PorSi,Massa Esparguete 1kg,,0.99,0.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D7D001EB905343E24B78BB6F9F4F1199.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
12996,2892526000000,250.0,Legumes,Chuchu,1 un = 250 gr  (aprox.),0.57,2.29,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B3515E273EECDE0B69B6402C7F1BEB4.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
13781,2892323000000,250.0,Fruta,Uva Red Globe,1 un = 250 gr  (aprox.),0.87,3.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0CB9D5C0FE47F5D642EA2D42574AAC35.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
13869,2891126000000,1000.0,PorSi,Coelho inteiro,Vendido ao peso,6.79,6.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/52C51860E551A8D97DAB91398A81FDB2.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
13950,2891145000000,100.0,Porco,Salsicha Fresca,1 un = 100 gr (aprox.),0.54,5.39,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2E1CED7EDF010F56C2BF0E6CDF74D52B.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
23278,5604260281282,250.0,Porsi Programa Origens,Salada Toscana 250 G,,1.19,4.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/829819BF310BA689C7002E0655E64BF5.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
36661,5604260296781,200.0,PorSi,Leite Sabor Chocolate 200ml,,0.3,1.5,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EC564062426ADD8C0F594B4A35713C45.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
46919,2782188000000,600.0,PorSi,"Canjinha de Frango, embalagem de 600g (aprox.)",,2.21,3.69,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A71DE7C009681F0BB65F84174F205062.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
48860,5604260319794,150.0,Porsi Vivabem,Queijo Mozzarella Light Ralado 150g,,1.29,8.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35271112CCD07C945317D670793A0A37.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
55538,8711327629028,2000.0,Lipton,"Ice Tea Manga, 2L",,1.89,0.95,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EE658F311958138E137C06A1B588782D.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
9293,5603722493942,250.0,Primor,Manteiga pasteurizada com sal cuvet,Embalagem de 250g,2.19,8.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3F4D9FDF2A69DC31DE35D801759C2EE.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
12891,2892251000000,1000.0,Fruta,Melão Amarelo,Vendido ao peso | 1 un = 2.5 kg (aprox.),1.39,1.39,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7FC6480EAA2DA6E0684936F3CBA96CC9.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
1297,5601151543313,1000.0,Compal,"Néctar de pêssego, embalagem de 1l",,0.99,0.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08E04D043544808C4F3901CA5FF6A2F4.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
13852,2891020000000,100.0,Novilho,Fígado,1 un = 100 gr (aprox.),0.6,5.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7F21D014BF856223502CE366D77F0F5C.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
14950,2891247000000,100.0,Peru,Peru Costeletas,1 un = 100 gr (aprox.),0.38,3.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5B1BD8BC73E46B1A5046441E54C2F5BD.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
15507,5601050031621,480.0,Danone,"Iogurte activia cremoso coco,  4 x 120 g",,1.99,4.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C7C13400244FC9F141DCEBAD00E0F9D5.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
15979,5601119242364,650.0,Nobre,"Salsichas de Aves Frasco 7 un, emb. 650 gr",,2.23,3.43,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F9B3EEFB29AFDD46B059DC76A73501AE.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
17115,5000116110155,640.0,Capitão Iglo,"Hambúrgueres de Vaca sem Glúten, emb. 640 gr (8 un)",Embalagem de 640g,9.99,15.61,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6FAFE9FC4DDEB6CE7DCD2D721BE41E81.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
19046,5000116110414,480.0,Capitão Iglo,"8 hamburguers sem glúten frango, embalagem de 480g",,8.99,18.73,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B74DC0C9C4A898B602612BD394B808F5.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
1951,5604260056972,200.0,PorSi,Vinha de Alhos 200g,,0.85,4.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/87428B1E3123BE72107948374A78573E.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
36919,5604260288878,240.0,PorSi,Merendinhas com Pepitas de Chocolate,,1.64,6.83,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8CAE3B596B4B404DAEB7A604EB61BC36.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
40769,5604260301942,300.0,PorSi,Alimento Humido Cão Vaca 300g,Embalagem de 300 g,0.69,2.3,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D9C4A619B4359B319F6376BE6477D965.jpg,,,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1
41298,5601050036541,440.0,Danone,"Iogurte oikos natural,  4 x 110g",,2.59,5.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/100CC1C1966D7A85865BF44E424F358B.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
41622,5604260304585,5000.0,PorSi,Areia para Gatos Mineral Perfumada 5kg,,1.79,0.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/471523428A34BCB5DDD5150968022974.jpg,,,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1
44059,5601363012683,160.0,LayS,"Batata frita lisas originais, embalagem de 160g",,1.29,8.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D6B617CBD0A985504B50100E928DB47C.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
47842,5604260320257,138.0,PorSi,Barras de Cereais Forma Chocolate Negro 138g,,1.49,10.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D8D3FBD64602D6125EA757EC79A4CBEB.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
52598,5601217137975,1710.0,Quanto,"Amaciador roupa concentrado frutos silvestres, 95 doses",,3.99,2.33,1710,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1A92BA40F7151350053A912CC4251BEE.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
52788,5900020043832,80.0,Nestlé,"Barras Proteicas Cacau sem Açúcar,emb. 80 gr (4 un)",,1.79,22.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E4A3C5552FC27CE6A83D366162140DD.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
56199,5604260334209,340.0,PorSi,Ketchup Top Down 340g,,0.79,2.32,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3C4FD983F38C2960DF27780665021A28.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
56313,5604260330416,500.0,PorSi,Bolacha Crackers com Sal 500g,,1.69,3.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E81A3AA2D3680B40D9C068C7D38CC09F.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
56414,5604260336753,1000.0,PorSi,Iogurte Tipo Grego Natural 1kg,,2.29,2.29,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84C5388CE41B729F6D59437858343CDC.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
57463,5604260344055,1000.0,Páturages,Leite Uht Meio-gordo sem Lactose 1l,,1.08,1.08,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5EADBA6D1F5C02D071136EC85D799A57.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
980,5601024134488,750.0,Oliveira da Serra,Azeite virgem extra clássico,Embalagem de 750 ml,5.69,7.59,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01EF39EFE8396CC9ACA95DC25E9D3412.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
10094,8435257040776,640.0,Nestlé,"Iogurte líquido yoggi banana, embalagem de 4 x 160 g",,1.99,3.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6885FCEF2FEF4752D565E64A3BDEE242.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
10095,8435257040899,640.0,Nestlé,"Iogurte líquido yoggi morango, embalagem de 4 x 160g",,1.99,3.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BCBB1C4518CDF8045B46EB41CD173E54.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
10884,3147690051206,700.0,Label 5,Whisky blended,"Garrafa de 0,70 l",11.99,17.13,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C08CAF9ADA1BDE594E3803CD3B274AB6.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
11496,5601049213991,200.0,Mimosa,"Nata uht, embalagem de 200 ml",,0.91,4.55,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8FC5ABCE23EB48F851FFE29C53BFA5D9.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
11687,5601244202158,400.0,Terra Nostra,"Queijo fatias redução de gordura, embalagem de 400g",,3.69,9.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F91460A767DF4AF90E45E918A360294.jpg,,,,,,,2026-02-25T23:59:59Z,PROSPECTUS,16,1
