identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page,avantages_dateFin,avantages_categorie,images_5,images_6
54775,8711327639874,480.0,Cornetto,"4 gelados brigadeiro, 480 ml",,3.89,8.1,480,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/962707DE4486454556D51C1A705EA1C2.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
55312,3021761208204,360.0,Gogo,"Pack Saquetas de Fruta Maçã e Frutos Vermelhos, 4 x 90g",,1.92,5.33,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/66FA2FD0AEAE213271A8F30ABA7BE068.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
9374,5604260010295,750.0,Selecção de Enófilos,"Vinho Verde Doc Branco 0,75L",,1.99,2.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/09271738DD9B7AAA57138706484CAD65.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
14189,5604260266647,750.0,PorSi Select,Azeite Virgem Extra Trás-Dos-Montes Dop 750Ml,,6.49,8.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA1278A90E4FAF01C96F6431B740B4D2.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
16706,5601260592608,67.0,Cigala,"Noodle banzai carne, embalagem de 70g",,1.09,16.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/82737AEBE736E2B8511494BB15EEB657.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
18350,8410320148245,80.0,Campofrio,Chouriço fatiado,Embalagem de 80g,1.59,19.88,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3DD6539D50EC6C28C822B12B80D5795.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
2459,7613031497096,400.0,Nestlé,"Fruta para bebé maçã pera +4 meses, embalagem de 4 x 100g",,2.39,5.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3657AC5DA61941E17EE1AD603103EE0.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
2589,7622300281182,154.0,Oreo,"Bolachas, tubo, embalagem de 150g",,1.49,9.68,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/46D952192D83520413CC02FFD2B835D0.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
36952,7613036862295,,Nescafé,"Café em cápsulas dolce gusto intenso, 16 cápsulas",,5.79,5.79,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E961429E3414F1C39643E5CB1F2C82A7.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
38312,8410104702663,,Finish,"Limpa máquinas de loiça limão, embalagem com 250 ml",,3.99,3.99,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/543AF0EA0E513D87A0B6AA970DE2490B.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
392,8712566173860,68.0,Knorr,"Canja com aletria, embalagem de 70g",,1.69,24.85,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0FDE190C3180267DE92D355FE905E718.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
40974,8711327407121,2000.0,Lipton,Ice tea de limão zero açúcar garrafa 2 l,,3.19,1.6,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01B1D0B046262E5013625D98284F67D4.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
41121,5029053036151,,Scottex,"Papel Higiénico Húmido fresh, embalagem com 74 unidades",,1.99,1.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3950416692767A75D861E18C38C6E2D.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
44048,5054563101846,75.0,Sensodyne,Dentífrico branqueador,Embalagem de 75 ml,2.99,39.87,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3FCEF381523EF43D48FAABB009CAAFFA.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
46652,3083681137996,600.0,Bonduelle,"Lentilhas, embalagem de 600g",,2.59,4.32,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/342160236AFF7A5B92155F0E89C8A9A0.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
483,3033710046645,400.0,Nestlé,"Fruta para bebé maçã manga +6 meses, embalagem de 4 x 100g",,2.39,5.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B957252E4468B4428B54FDF0DEC950C2.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
48475,5604260323005,400.0,PorSi,Comida húmida para gato esterilizado,Embalagem de 4 x 100 g,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9AC40BF8E947D35E8293A7406561A6DE.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
50377,8445290351357,,Nescafé,"Dolce gusto sical espresso cafés 99.2 g, embalagem de 16 unidades",,6.39,6.39,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/44FD43160B41B883D60D056B524E6B93.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
53050,8445290554468,28.0,Nestlé,"Snack Para Bebé Puffs Milho, 28g",,1.06,37.86,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B311B1AFD7EA9708AD65723EF9E33A76.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
53066,5601050037845,620.0,Danone,"Bifidus líquido activia aveia e noz 000%, 4 x 155g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA31731A632F34AB50927A2984D0BF84.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3E5261F5C2ADA6A9243957038878389.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3E5261F5C2ADA6A9243957038878389.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3E5261F5C2ADA6A9243957038878389.jpg,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
53667,5054563109705,75.0,Sensodyne,Pasta de Dentes Multiprotection Branqueadora,Embalagem de 75ml,3.96,52.8,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/94E99A1DF4FA94D15532DE9F772BF6D5.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/79C3CD129F06F9A8E203F1CDCCF40417.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/79C3CD129F06F9A8E203F1CDCCF40417.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/79C3CD129F06F9A8E203F1CDCCF40417.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/79C3CD129F06F9A8E203F1CDCCF40417.jpg,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/79C3CD129F06F9A8E203F1CDCCF40417.jpg,
53673,5054563165008,75.0,Sensodyne,"Pasta de Dentes Sensibilidade, Gengivas e Esmalte",Embalagem de 75ml,3.96,52.8,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5ABBB429E7224E38F564855CA9B1B26.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1C6D3DA6400E71115D7D0C249255C6E4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1C6D3DA6400E71115D7D0C249255C6E4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1C6D3DA6400E71115D7D0C249255C6E4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1C6D3DA6400E71115D7D0C249255C6E4.jpg,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1C6D3DA6400E71115D7D0C249255C6E4.jpg,
996,5601038005064,80.0,Knorr,"Caldo de legumes 8 cubos, embalagem de 80g",,1.69,21.13,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6F28E4D3F3D86011504BC554235AD652.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
20264,5000116110872,180.0,Iglo,"Crocantes frango parmesão e ervas, embalagem de 180g",,3.99,22.17,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA238D0C01D11590AA8A8E09CE288246.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
20656,8410706010340,280.0,Pasquier,"Tortitas Pancakes, 8 unidades",Embalagem de 280 g,2.09,7.46,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/18715CA5AD12CD538B04E335490DB157.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
22955,3045200760009,500.0,Sanytol,"Desinfetante para Roupa, 500ml",,2.99,5.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/932FDF72A4293CF6B46E5DCF125CBB20.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
2460,7613031501649,400.0,Nestlé,"Fruta para bebé maçã banana +4 meses, embalagem de 4 x 100g",,2.39,5.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A8A0DFCA0CA8581AB62B34FED196414.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
26165,5029053566122,,Scottex,Papel Higiénico Gigante,18 Rolos = 54 Rolos,9.99,9.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0B3DC32EEB060521F3FC27E231F242CB.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
31580,8410076470584,244.0,Old El Paso,"Tortilhas de trigo, 244g",,1.84,7.54,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D4ABF3C429F1CE5569F76B9B160989E2.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
35297,5601314223205,500.0,Vitalis,"Água sem gás, garrafa de 0.5 l",,0.33,0.66,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7FE52B99CA553391F86364EECEA547A5.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
41079,8718951337770,1250.0,Ajax,"Detergente líquido lava tudo festa das flores lavanda, embalagem de 1.25l",,2.24,1.79,1250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9AF3F843CD8D9DB932E9E6D241AC411E.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
41823,5604260304820,1200.0,PorSi,Água tonica,pack 6 x 0.2 l,2.69,2.24,1200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/23FF6661A5D3545FE0EB9E7F7E7E7BDB.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
43981,5604260313563,300.0,PorSi,Gomas Ovos,,1.99,6.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D1A1E244E30E76779D68C6B2C1368E1.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
48910,5604260320752,,PorSi,Pensos Diários Normal - 44 Unidades,,1.1,1.1,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3CEDD3FBB01FD3D7DD2CE439F0067B70.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/42E1BB1F16A8793A567F388740BC0C87.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/42E1BB1F16A8793A567F388740BC0C87.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/42E1BB1F16A8793A567F388740BC0C87.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/42E1BB1F16A8793A567F388740BC0C87.jpg,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/42E1BB1F16A8793A567F388740BC0C87.jpg,
52297,3023290072134,160.0,Lindahls,"Iogurte sólido proteico pêssego maracujá, embalagem de 160 g",,0.99,6.19,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8E044D245812210B87881DDCE4C62971.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
52785,5900020043504,310.0,Nestlé,"Cereais Fibra Fitness 0% Mel, 310g",,2.99,9.65,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8279A6B5BC166AA60A43E6EF7802287B.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
54277,3600542571982,400.0,Garnier,"Shampoo Ultra Suave Água de Arroz, 400ml",,5.89,14.73,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BCD88ADADB3465B3B2A59EA32CB5BB9E.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
8438,5601050033816,620.0,Danone,"Iogurte activia líquido frutos silvestres, embalagem de 4 x 155g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E214EAC60369F7ED2580B2CD156E97E1.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
1294,5601151450758,845.0,Compal,"Feijão manteiga, lata de 850g",,2.09,2.47,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C80A38D3334A10E9F1DDCDBE8105CD22.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
1459,5601286221780,500.0,Milaneza,"Massa de cotovelos finos, embalagem de 500g",,1.04,2.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/34E88CB07300F13C23DF7BCC4E861747.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
1469,5601286251787,500.0,Milaneza,"Massa de maçarrão, embalagem de 500g",,1.04,2.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/684581E08A7B473B6F7C59B6AD72C932.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
15810,3094900059593,75.0,Aquafresh,Pasta Dentífrica Menta Suave,Embalagem de 75 ml,1.84,24.53,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/23BC1431AAB789532FD2967AA69D21DC.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
20620,7613031497126,375.0,Nestlé,"Cereais fitness chocolate preto, embalagem de 375g",,3.99,10.64,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/20CCA311279667ADD25FA01E9050F1D6.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
2281,5604260270118,55.0,PorSi,Cápsulas Café Veneza Cnpx10,,2.29,41.64,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D116B291766A226D4C93852C6F88B818.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
24368,5601050033021,620.0,Danone,"Iogurte líquido corpos danone, embalagem de 4 x 155g",,1.89,3.05,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6EEC58F892743EDA98060B1AE2CB4E38.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
31554,8435257039138,1280.0,Nestlé,"Nestlé - iogurte líquido de tutti-frutti, pack 8 x 160 g",,3.89,3.04,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FBACDDE5448B1E7990331AE3CC79D8AF.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
