identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,avantages_dateFin,avantages_categorie,nro_paginas,page,images_5
32306,8718951202979,500.0,Palmolive,"Gel de banho naturals amêndoa e leite, 500 ml",,2.69,5.38,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F33F92F4F53A6A0ED534C67B846C0ABA.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
5143,5601096201309,750.0,Casal Garcia,"Vinho verde branco, garrafa de 0.75 l",,2.79,3.72,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C499325EC5B55389E1608DCDF3310034.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
14458,7613034678607,90.0,Nestlé,"Fruta para bebé banana maçã +4 meses, embalagem de 90g",,0.65,7.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0F3547F16577E97D821E3E9FDD9F17B9.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
41874,8718951313316,75.0,Colgate,"Pasta dentífrica cool mint, 75 ml",,2.62,34.93,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2DAA61BE6D06A4399D41EFB19DA0D088.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
44914,5601119345379,160.0,Nobre,"Vegalia especialidade vegetariana de soja, lata com 8 unidades",,2.23,13.94,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8AC478A6669D2DB4609CB7280CA417C4.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
950,5601008100058,125.0,Vieira de Castro,"Bolachas de água e sal, embalagem de 125g",,0.69,5.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5EC30A0846C4DC333D34FC492D84EC59.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
29915,5600826202982,500.0,Prozis,"Manteiga de amendoim cremosa, 500g",,3.95,7.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6FD303317CEA9E34214EB728EB0D5CFB.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
34329,5999884034469,250.0,Hell,Bebida energética hell,Garrafa de 250 ml,0.79,3.16,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1075218D3A34A21E3FA52C7E6942C8C8.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
37510,7613036841498,90.0,Nestlé,"Pacote maçã e pêssego, embalagem de 90g",,0.65,7.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E9135C730A89C3C259880AD7C684D6EF.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
15503,8410500018931,400.0,Danonino Danone,"Iogurte líquido danonino tutti frutti, embalagem de 4 x 100 g",,2.09,5.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49D4DFA8C6DABEB79926D4F0312C64D8.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
27713,5604260281237,250.0,PorSi,Sopa de caldo verde Programa Origens,Embalagem de 250g,0.99,3.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F605C6093C10332FD3D8A8E032FB106.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
35874,8434165442870,150.0,Cuétara,"Bolachas waffers com recheio de cacau e avelã, embalagem de 150g",,0.99,6.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6065CAF7A25398954A4CDCDCD03CF5F4.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
43424,5604260312627,6300.0,PorSi,Detergente em pó máquina de lavar roupa sabão natural,100 doses,9.99,1.59,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/82B06A5CDDD2B807848A092F365EBECB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/882B5A86D5A0AA8DC44704CE6E48DCAC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/882B5A86D5A0AA8DC44704CE6E48DCAC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/882B5A86D5A0AA8DC44704CE6E48DCAC.jpg,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
44684,8002230000302,700.0,Aperol,"Aperol, 700 ml",,15.49,22.13,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/86958346780D70B7808604DB5C5938BA.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
51960,7622201735036,360.0,Royal,"Gelatina pronta tropical sem açúcar, 360g",,1.59,4.42,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F0658D68801762658A0CA910FD6D93C.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
941,5601001322808,100.0,Nescafé,"Café solúvel, embalagem de 100g",,3.79,37.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B063757FB22F6A33CD1F9CE6C13974A8.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
1012,5601043111026,1000.0,Branca de neve,"Farinha para bolos super fina, embalagem de 1 kg",,1.79,1.79,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2C1F82D915B4FA8DB609B4607A05BC7E.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
1331,5601165006255,259.0,Calvé,"Molho de alho, embalagem de 260g",,1.94,7.49,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/250292652676F63A9916D46B501BCEC4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
19607,7613035376625,90.0,Nestlé,Fruta para bebé maçã banana aveia +6 meses,Embalagem de 90g,0.65,7.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/63EF160EDC28D2A349A30B7555DC57D7.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
2249,5604260267682,500.0,Kings Bräu,"Cerveja com álcool, lata","Embalagem de 0,50 l",0.62,1.24,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FC48C06C2E921680338523A8F8F52E6A.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
40403,5604260298303,750.0,Selecção de Enófilos,Espumante branco bruto,Garrafa de 0.75 l,2.99,3.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/398E3D84BFC1E08E9F2B8B8F63CF437F.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
42130,5604260309214,,PorSi,Ambientador tealights frutos vermelhos,embalagem com 18 unidades,2.15,2.15,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2FD807E004893E4ED9AD2A7BF4C5EFFD.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
48030,7613287495259,1020.0,Felix,"Fantastic seleção de peixes em gelatina, embalagem de 12x100g",,5.99,5.87,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C8C86286E27A01458DD382E5FE02A80.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
10859,3023290400395,230.0,Nestlé,"Iogurte mix in kit kat, embalagem de 2 x 115g",,2.09,9.09,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/46A338E8D7EAC63B8EF63808F7DF5998.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
1327,5601164115606,1000.0,Super Bock,"Cerveja com álcool, garrafa de 1l",,1.79,1.79,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/73F2D859CCD8D2800F2C691289AD7AE3.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
13541,2893533000000,250.0,Congelado de Aquicultura,Camarão Congelado 60/80,1 un = 250 gr  (aprox.),2.0,7.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29A2DFA509FFDAFCD18E7F308BD753B4.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
14653,5601119225442,110.0,Nobre,"Fiambre da perna extra fatias finas, embalagem de 110g",,1.89,17.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7FD7D9E34952BFCF466D7D36B77539B0.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
18596,8410500016029,400.0,Danone,"Iogurte líquido danonino morango/banana, embalagem de 4 x 100 g",,2.09,5.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/79AABB1D751FE6F57112090F819DD6BE.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
20264,5000116110872,180.0,Iglo,"Crocantes frango parmesão e ervas, embalagem de 180g",,3.74,20.78,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA238D0C01D11590AA8A8E09CE288246.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
24368,5601050033021,620.0,Danone,"Iogurte líquido corpos danone, embalagem de 4 x 155g",,1.89,3.05,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6EEC58F892743EDA98060B1AE2CB4E38.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
2629,8000300264388,100.0,Crunch,"Snack de chocolate de leite, embalagem de 100g",,2.39,23.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2024D1DCB1E4C35894840DBD022C97DE.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
372,8711200532391,260.0,Calvé,"Molho big burguer, embalagem de 260g",,1.94,7.46,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/274182EF6D0EFA8A84998CA913A7016C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/122719564EBC4BB4D52F039A6C0EDAF1.jpg,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
50389,8445290351401,,Nescafé,"Cápsulas café sical intensidade 7, 30 unidades",,9.49,9.49,30,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1FD786A7E143BB9E177424D49D5ABF95.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,4,
52015,7622201747442,360.0,Royal,"Gelatina pronta ananás sem açúcar, 360g",,1.59,4.42,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6AA035845DC1CC2A0779179B0CC4F846.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
5745,5603722513718,1000.0,Vigor,Leite pasteurizado m/g sem lactose,Garrafa de 1 l,1.19,1.19,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A274333D648928B02F1993344237862.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
1191,5601119009660,180.0,Nobre,"Mini salsichas cocktail, lata de 180g",,1.89,10.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FEBC979069AC159E9B8E5F8DD02E763D.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
12051,5604260129546,1000.0,PorSi,"Iogurte arôma de frutos vermelhos,  8x125 g",,1.79,1.79,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3E196B0E3D9B7EE0675CBE85C304ECE2.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
1224,5601146000104,1000.0,Sagres,"Cerveja com álcool, garrafa de 1l",,1.79,1.79,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B73052CDDDC1D5B2607AF6499F6FC79B.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
12543,8715035110106,150.0,Kikkoman,"Molho de soja com dispenser, de 150 ml",,2.75,18.33,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3D3E630DEE5977CF2FC3BF40796FA65E.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
1457,5601286218575,500.0,Milaneza,"Massa spaghetti tricolore, embalagem de 500g",,1.26,2.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B9BA7FC4D3F653ECA0B2B44CB0BA38A.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
24371,5601050033014,620.0,Danone,"Iogurte líquido pinacolada corpos danone, embalagem de 4 x 155g",,1.89,3.05,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B78DED571E8DAF3CF098A27E97064BA.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
24811,5604260276363,600.0,PorSi,Gelado sandwich nata/chocolate,Embalagem de 6x100 ml,2.99,4.98,600,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E32BF05E787615CAC3DCF287D228BF70.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
26341,5601012011920,750.0,Papa Figos,"Vinho doc douro branco, garrafa de 750 ml",,5.99,7.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/47C911133755ED927EA5820F32D168BD.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
35652,5603722517440,750.0,Mimosa,"Bebida cálcio sem lactose + proteína, embalagem de 3 x 250 ml",,2.69,3.59,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3BF01E4C848A88E512E9DE591C8608E4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/125C9D1092125B3BF7F626465A710366.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D55403D07574DB9841CBC2E986BD092B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CE43F9767873E3B88A8F371593A237D.jpg,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
36282,5602016061096,750.0,Cacho Fresco,"Vinho branco frisante, garrafa de 0.75 l",,1.64,2.19,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D86515914160CB8CA3A3E44260175D9.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
41078,8718951333420,1250.0,Ajax,"Detergente líquido lava-tudo festa das flores primavera, 1.25 litros",,2.24,1.79,1250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67E1C6EE2E3883C90BF505A7EA63B51E.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
42839,5604260307784,450.0,PorSi,Nata pasteurizada leve,Embalagem de 450 ml,1.99,4.42,450,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9258882FC9DEA71F901004030AD2D6DF.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
42864,5604260298280,750.0,Selecção de Enófilos,Espumante meio seco,Garrafa de 750 ml,2.99,3.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B7EDB9EB81AFB359E7FC8BA2D26301E7.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
43876,5604260313693,460.0,PorSi,Hambúrguer de frango,Embalagem de 460g,2.99,6.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B59F443B43C1B7309A984790E7E9E810.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
44264,5603722517136,200.0,Mimosa,"Nata cremosa sem lactose, 200 ml",,1.04,5.2,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8BEE16017818634A0906C7EEA760EC96.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
45388,8013355501278,180.0,Gran Pavesi,"Bolachas crackers folhas clássico, 180g",,1.99,11.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06E7E32AC20E4DD45996A3FE152403E0.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
45424,5449000205551,1500.0,Sprite,"Refrigerante com gás lima limão, garrafa de 1.5 l",,0.99,0.66,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/435BA3924DACD7858B68099757279D0D.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
49820,5603722520716,750.0,Mimosa,"Leite uht proteína café, pack 3 x 250 ml",,2.69,3.59,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/48F4EA7A4852E9424196C65A31FE2582.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/411D145ABC465CAC7D63421217C7C4BA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D603E1E636FFDC97D12DCCB329B68EBF.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5B12A42DD54A8419BEE9956642FA18F9.jpg,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
50624,5603722520969,200.0,Mimosa,"Nata culinária sem lactose, 200 ml",,1.04,5.2,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/17C52EE6D7D8FA0AE40E9527FFF803CC.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
6413,8410414000466,700.0,Eristoff,"Vodka, garrafa de 700 ml",,11.59,16.56,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3932BA2F2F3F297229BC618DE86647F0.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
9111,5601989001412,750.0,Monte Velho,"Vinho regional alentejano tinto, garrafa de 0.75 l",,3.89,5.19,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5313E203A06105D1BF7A5AD8308AD864.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
10280,8410469002781,,Colhogar,"Papel higiénico compacto ultra suave xxl, 12 rolos",,5.19,5.19,12,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/25C6AA40EDFE818F3044E21D30E55D7F.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
10512,8435250439577,232.0,Nestlé,"Iogurte mix in nesquik, embalagem de 2 x 115g",,2.09,9.01,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C2207480393D760FBF1824B2B4CD877.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
10595,8712000900014,1500.0,Heineken,"Cerveja com álcool, embalagem de 6x0,25 l",,4.49,2.99,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/63BE27FDC0B9B249A8F4BBA82132DFD3.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
1447,5601283141500,250.0,Penha,"Caramelos de fruta, embalagem de 250g",,2.24,8.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7EC5A442E9EF4DEED119DFDA6F572F35.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
14573,8414516001031,250.0,Florette,"Salada 4 estações, embalagem de 250 g",,1.49,5.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/544687527BD5EA27DA44855884673ABD.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
15800,7613035078369,125.0,Nescafé,"Cappuccino intenso, embalagem de 130g",,2.99,23.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/61DADA7427797DA3A992DAC69018853B.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
20032,5602947000010,750.0,Quinta da Pacheca,Vinho tinto doc douro,Garrafa de 750 ml,5.49,7.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E98EA253AD421BB8B156D996574E752.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
22955,3045200760009,500.0,Sanytol,"Desinfetante para Roupa, 500ml",,2.64,5.28,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/932FDF72A4293CF6B46E5DCF125CBB20.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
25215,7613035930582,90.0,Nestlé,"Fruta para bebé maçã manga +6 meses, embalagem de 90g",,0.65,7.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1A0BFDB38CDBA8991FD9074B384368B9.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
41447,5601082047812,,Delta Q,Café mythiq,Embalagem com 40 cápsulas,15.99,15.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B58BECEDE4BA3A9AAD2A25898792041E.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
4254,3600521848449,50.0,L'oreal Men Expert,Desodorizante roll-on fresh extra,Embalagem de 50 ml,2.69,53.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E57536F1DBA38F68B80006805ED4ECFF.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
43540,5604260312573,2520.0,PorSi,Detergente em pó máquina de lavar roupa active action,40 doses,5.59,2.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F9A12FCC303D0D1D32033297746495E3.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
44391,4054596822276,,Scotch Brite,"Esfregão com Esponja Cores Não Risca Gama delicate, 2 unidades",,1.64,1.64,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/10F391446C95BCDB2764571D41FD4276.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
44788,5603722514777,480.0,Mimosa,"Iogurte sólido sem lactose morango, 4 x 125 g",,1.79,3.73,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3DB7F02446D5B9722A9F0B8C3AE2AFA0.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
46854,5604260320660,1000.0,PorSi,"Arroz Thai Jasmim, 1 kg",,1.99,1.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/348CC6C115B4BC640D22FCA9445AC7AC.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
48583,8001665717311,250.0,Rana,"Tortellini de fiambre e queijo, 250g",,2.59,10.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30A5D58EA6D7343DAB7C551FE2B785D7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F39E145849E8A47AAEC92A4B028C94D.jpg,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
8286,5601012001310,750.0,Mateus,"Espumante rosé bruto, 750 ml",,4.89,6.52,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/26A15E10B2006079D3D7705AEA038BE4.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
8907,5601356013062,750.0,Porta da Ravessa,"Vinho doc alentejo tinto, garrafa de 750 ml",,2.19,2.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30CD7B81F8725B208C8117FAC2D69297.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
9999,8001480020535,4000.0,Neoblanc,Lixívia Tradicional,Embalagem de 4 l,2.99,0.75,4000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9906959CB147C83320C04CF2C670E38F.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
11403,5411188100324,500.0,Alpro,"Yofu com pedaços de mirtilo, embalagem de 4x125g",,2.54,5.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/959AD6E1E1A4574CF66E1AABCA7D1047.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
12279,8000420742193,750.0,Gancia,Esoumante prosecco branco,Garrafa de 750 ml,8.99,11.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F1F0FBC86F2D5945B4B6136F3984F62A.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
12468,8435250439584,256.0,Nestlé,"Iogurte mix in smarties morango, embalagem de 2 x 128 g",,2.09,8.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/546EB338CC6149CC0CDDECE6E5ABF48D.jpg,,,,,2025-06-25T23:59:59.999999999+01:00,PROSPECTUS,14,5,
