identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page,images_6,images_7,avantages_dateFin,avantages_categorie
54725,5607233620606,450.0,Panrico,"Pão sem côdea especial torradas, 450 g",,1.89,4.2,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0E66671297987237CE3FFE40D8E0C8E.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
54807,5603722521249,604.0,Mimosa,"Iogurte magro liquido frutos tropicais, 4 x 151 ml",,1.54,2.55,604,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C77456F505DA2CCD8DCF28975C13CB45.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
54908,8720181468452,720.0,Dove,"Gel De Banho Silky Velvet, 720ml",,4.79,6.65,720,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B4B8973AC1CFAE2318D36A45878739E2.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
54986,8711327609716,330.0,Magnum,"6 gelados mini chocolate branco e amêndoa, 330 ml",,3.99,12.09,330,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE00CAEAE1C3665E1D86858ECC0FD0D3.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
55181,5061013945042,500.0,Monster,"Bebida Energética Ultra Peach sem Açúcar, 50cl",,1.39,2.78,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D2F9D9A8DBBA664FA84772D8B1FD7E9C.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
55252,8445290751621,340.0,Friskies,"Comida Húmida para Cão Adulto Gelatina Mix, 4 x 85g",,1.94,5.71,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3827A81B7E08690671B3AA5BD1698BCE.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
55260,8445291133396,220.0,Sical,"Café Moído Clássico Int 10, 220g",,3.49,15.86,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F1F21D9DD5EF92659D4D4D9622ABB148.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
56351,5604260334483,200.0,PorSi,Chourico Picante Beiras 200G,,2.99,14.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0E044B47B0307239F2DA3C5BFD50A165.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
56713,5604260330157,200.0,PorSi,Chourico De Carne Fundao 200G,,2.49,12.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DFE7042738B2F064FE4BEB167AF77381.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
6055,5608516251104,280.0,Quinta de Jugais,Doce de tomate,Embalagem de 280g,2.39,8.54,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/413A261B5C73A65B033F14CCE195F5BF.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
6377,8410108125857,,Evax,Penso Diário Salva Slip,50 Unidades,2.54,2.54,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1DEB48EF641757554EEB9A48091A1615.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
650,3250390258957,2000.0,Paquito,Nectar multivitaminas,Embalagem de 2 l,2.19,1.1,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A2228AD58FA57101C5955DF25939C07E.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
8287,5601012002706,750.0,Papa Figos,"Vinho doc douro tinto, garrafa de 0.75 l",,5.89,7.85,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3EEE98E8E32B16373BCCF60DD0ED2404.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
8388,5601049152993,1000.0,Mimosa,"Leite especial cálcio + vitamina d m/g, de 1l",,1.0,1.0,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE995344CF7D57F674EA8EE465C57CA4.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
8400,5601050033779,620.0,Danone,"Iogurte activia líquido cereais, embalagem de 4 x 155 g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3AC3707CF655B8CC61D2C80E4828D7C8.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
8435,5601050033953,620.0,Danone,"Iogurte activia líquido 0% de pêssego/maracujá, embalagem de 4 x 155g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8F87711D2EAC77ED611C3C3EAE26545D.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
8495,5601098047004,,Paiva,"Queijo curado apimentado, embalagem de 550g",,6.29,6.29,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3C00530E1C68E4049DD501A62C23610.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
8907,5601356013062,750.0,Porta da Ravessa,"Vinho doc alentejo tinto, garrafa de 750 ml",,2.19,2.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30CD7B81F8725B208C8117FAC2D69297.jpg,,,,,,2025-09-28T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-25T00:00:00+01:00,99.0,0.5475,13,3,,,,
9011,5601531101102,750.0,DeuLaDeu,"Vinho verde alvarinho branco, garrafa de 0.75 l",,5.89,7.85,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29419276F39104E7019A388F089BFE75.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
9012,5601531101119,750.0,Muralhas,"Vinho verde alvarinho trajadura branco, garrafa de 750 ml",,3.74,4.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7365479DE84D61DF4FED74F10B0D972D.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
9111,5601989001412,750.0,Monte Velho,"Vinho regional alentejano tinto, garrafa de 0.75 l",,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5313E203A06105D1BF7A5AD8308AD864.jpg,,,,,,2025-09-28T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-25T00:00:00+01:00,99.0,0.9975,13,3,,,,
9246,5603034000104,400.0,São Jorge,"Queijo dop 7 meses, embalagem de 400g",,6.85,17.13,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0446C9B7F202864B369DBD76080497E5.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
9443,5604260055524,150.0,PorSi,Presunto F.Finas 6 Meses 150G,,3.19,21.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CCF3571E41450A7649569716F370CEAA.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
9681,5604260270194,250.0,PorSi,Chourico Mouro Fundao 250G,,2.79,11.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/92303740D425F2ABD1C9CDF43553E405.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
931,5601001228100,300.0,Nestum,Nestum flocos de cereais com mel,Embalagem de 300g,2.24,7.47,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/82B368094FF4C269D04DE75FB30D7775.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
11524,5601051420028,250.0,Primor,Manteiga sem sal,Embalagem de 250g,2.14,8.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0C41B270FBA7B622E759FBA7E3B6B1CD.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
8391,5601049159992,1000.0,Mimosa,"Leite especial cálcio + vitamina d magro, de 1l",,1.0,1.0,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/22E6964D6A2F2B922BCB40BB341AE902.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
4987,5601012115505,750.0,Planalto,"Vinho doc douro branco, garrafa de 0.75 l",,4.09,5.45,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D4AD0E54C5A44C41C52E5EE1F77D08EB.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
52152,5604260327874,400.0,PorSi Viva Bem,"Gelatina de Morango 8kcal,  4x100g",,1.09,2.73,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A27BB13F3AC0F7C4289D8CAAD30D8C91.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
15979,5601119242364,650.0,Nobre,"Salsichas de aves extra suculentas, frasco de 650g",,2.19,3.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F9B3EEFB29AFDD46B059DC76A73501AE.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
35913,5603722498022,800.0,Mimosa,"Leite bem essencial morango , embalagem de 4 x 200 ml",,1.69,2.11,800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B6AB6C5E199D6DAC849805FE4702BB4.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
958,5601019012401,500.0,Guloso,Polpa de Tomate,Embalagem de 500g,1.09,2.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0CE0E0ED1941D8AA40077B3BCCD426E3.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
36785,5604260282531,150.0,PorSi,Salada exótica programa origens,Embalagem de 150 g,1.55,10.33,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F211CC91B701EE982EC066C2B3D21E0C.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
16022,5601146703609,5000.0,Sagres,Cerveja Mini,20 x 0.25 l,9.79,1.96,5000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CF0AC3A8EDB171FA4E35FF0504CF12A8.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
14408,5601012004427,750.0,Trinca Bolotas,"Vinho doc alentejo tinto, garrafa de 0.75 l",,5.24,6.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CE8D5D13DE743123565142F1E6733CF4.jpg,,,,,,2025-09-28T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-25T00:00:00+01:00,99.0,1.31,13,3,,,,
17269,4084500617421,820.0,Fairy,"Detergente Líquido Lavar Loiça Original, 820 ml",,3.99,4.87,820,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AAC34482F7A307A6F6D7CF7355F8BFDC.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
2749,8410063046532,350.0,Pescanova,"Miolo de camarão 80/100, embalagem de 350g",,6.99,19.97,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0EA75135180DC26543A97F342303334A.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
13561,2893555000000,400.0,Peixaria,Red Fish Congelado,,1.6,3.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B51C5A0022242B4A2691EFB27EE24DC.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
43627,5604260310012,600.0,PorSi,Batata Pom'Duchesse 600G,,1.69,2.82,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F45379B0BBA22B4B786CC2C20E9EBFAF.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
5093,5601050033755,620.0,Danone,"Iogurte activia líquido 0% morango/kiwi, embalagem de 4 x 155 g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29B41AE598716D0550D815AA0FE86025.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
11942,5603533492202,1000.0,Frize,"Água com gás groselha, pack 4 x 0.25 l",,2.09,2.09,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9F272D120CD1620A52E8FDFD1398797A.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
13094,2893070000000,150.0,Peixaria,Carapau Médio Fresco,1 un = 150 gr (aprox.),0.52,3.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9E2B2401113767EAD496436587CA5A46.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
27489,8434165466395,168.0,Cuétara,"Bolacha tosta rica choco guay, embalagem de 170g",,1.69,10.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FEB247036FDFEC5DC75032390A574680.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
5143,5601096201309,750.0,Casal Garcia,"Vinho verde branco, garrafa de 0.75 l",,3.49,4.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C499325EC5B55389E1608DCDF3310034.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
11687,5601244202158,400.0,Terra Nostra,"Queijo fatias redução de gordura, embalagem de 400g",,4.29,10.73,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F91460A767DF4AF90E45E918A360294.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
1189,5601119007987,250.0,Nobre,"Salsichas de porco, lata de 250g",,1.67,6.68,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0B023C2ECBDBE7AB09A89A8810925D65.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
30170,5604260274956,200.0,PorSi,Alheira Esp.Tras Os Mtes 200G,,1.49,7.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/19929337FCFE5B600DFE0ACDB988D2AA.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
48176,5604260319800,190.0,PorSi,"Queijo Vaca, Cabra E Ovelha Curado 190G",,2.49,13.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9F30972D1DDC65075CB2985C2FF35284.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
35441,5604260291168,420.0,PorSi,Cogumelos Laminados 780G,,2.19,5.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F874C2D913FFAAA6855A523B2803F053.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
26177,5603722514470,1000.0,Matinal,"Leite seleccionado leve, de 1l",,1.1,1.1,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3414EC19C8611CE7E0D99781254117D1.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
2788,8410199790958,130.0,Cheetos,"Aperitivos futebolas, embalagem de 130g",,1.69,13.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E3E638A2C20F2794B685C451FDB40F7.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
41302,5601050036558,440.0,Danone,"Iogurte oikos natural açucarado, embalagem de 4 x 110g",,2.49,5.66,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EF9CBAC3BDE3B09B251B8011D3C6F904.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
897,5600316860845,400.0,Iglo,Almôndegas bolonhesa,Embalagem de 400g,4.49,11.23,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F4885E8BB4E647D068C321961D480DA6.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
9250,5603089002214,200.0,Parmalat,"Nata uht para bater, embalagem de 200 ml",,0.99,4.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9A69EE65F8E834CFE40CA11D742ED343.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
22164,5601260254056,500.0,Saludães,"Arroz doce especial, embalagem de 500g",,0.83,1.66,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C73C7DA612DE17339FC2172D24F6B83B.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
29738,8410436324533,1300.0,Sonasol,"Lava Tudo Flores Montanha, 1.3 l",,2.24,1.72,1300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/13FBFB2C777E7C44B0340328520A2D41.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
51236,5604260328369,350.0,PorSi,Caril De Frango 350G,,4.99,14.26,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/78B461B1E4B22AF6D09865543EC3DDAE.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
51896,8719200253377,400.0,Planta,"Creme vegetal para barrar original, 400g",,2.54,6.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0265DFAAA6CC23B5D28B5523E860ECEF.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
2445,5998749109113,270.0,Pedigree,"Snack dentastix grande, embalagem de 270g",,3.44,12.74,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35241472DE7F17B0C520CB43E029E0A7.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
10153,8410199002402,150.0,LayS,"Batata frita forno originais, embalagem de 150g",,1.49,9.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/86C3E77514816B61352453CDEA14189F.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
13577,2893572000000,200.0,Peixaria,Pota Inteira Congelada,1 un= 200 gr (aprox.),1.0,4.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2D6321EA80C5271A6C9DE3162C36D95.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
24414,8410436297691,1300.0,Sonasol,"Lava tudo camomila e flor de laranjeira, 1,3l",,2.24,1.72,1300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C67C521AD0B096D9F596A17B56363CA4.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
26645,8434165483965,570.0,Cuétara,"Bolachas tosta rica, embalagem de 570g",,2.99,5.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/402DF03975BD5CCC8DA72A23C6033A51.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
2740,8410063016627,400.0,Pescanova,"4 filetes de pescada panados com limão, embalagem de 400g",,4.99,12.48,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/793D04BEFB15F5DF82BA7896A4F9F018.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
51608,8006540830918,820.0,Fairy,Detergente Líquido p/ Lavar Loiça Limão,Embalagem de 820 ml,3.99,4.87,820,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F542477DBDEED3AD6C2F55650254DA51.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,3,,,,
8801,5601244201960,350.0,Terra Nostra,"Queijo flamengo, bola quartos, embalagem de 350g",,3.49,9.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6383E3291BF534B2B32E49FC441DAF9D.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
9113,5601989001566,750.0,Monte Velho,"Vinho branco alentejo, garrafa de 750 ml",,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7B25882D8E40FB5175386823B109A8BD.jpg,,,,,,2025-09-28T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-25T00:00:00+01:00,99.0,0.9975,13,4,,,,
4335,3600540829160,50.0,Narta men,"Desodorizante roll-on, invisimax",Embalagem de 50 ml,2.69,53.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A48BB816DCCE142F5DC4F8D9E2CEC850.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
45326,5604260314256,450.0,PorSi,Detergente Máquina Loica Td1 Next Generation 30P,,5.54,12.31,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3877597C67E67FAF94A364481248DE61.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
48345,5604260318414,150.0,Porsi Vivabem,Queijo Gouda Sem Lactose Fatiado 150G,,1.79,11.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/22C952CD8FFE4AA93EF3C9EB4961E5EF.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
49819,5603722517327,600.0,Matinal,"Leite seleccionado leve, pack 3 x 200 ml",,1.43,2.38,600,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E1E39519082067F8E10CE178A1C4928.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
8417,8410500006020,600.0,Danone,"Actimel magro natural, embalagem de 6 x 100g",,2.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/729A5232D0A334A9B7BE031706F8AD19.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
10639,8712566395514,61.0,Knorr,"Sopa gourmet, cogumelos, embalagem de 60g",,1.99,32.62,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/37AB5E4154A122936DBF40F8E46CCD3D.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
11685,5601244202042,150.0,Terra Nostra,"Queijo flamengo, ralado, embalagem de 150g",,1.69,11.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/661D5D131888AD52FC27900BF4583C9D.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
17114,5000116110148,320.0,Capitão Iglo,"4 hamburguers vaca sem glúten, embalagem de 320g",,4.49,14.03,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F31F98EC751272F860D1F790EE53DF35.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
37602,5603722518782,,Castelões,"Queijo curado pequeno, embalagem de 500g",,6.29,6.29,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5DFFAAD500F2992E98C505840753B8C7.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
46670,5601050037227,620.0,Danone,"Iogurte Líquido Activia Aveia & Linhaça, 4x155g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4D8BE19F5E55132CE3BDC6C6840F7986.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
7166,2895224000000,250.0,São Jorge,Queijo da Ilha DOP Cura 4 Meses,Vendido ao peso a partir de 250 gr,3.75,14.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/702004FBEA1D5588A2791A027C546286.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
8500,5601109211110,750.0,Porca de Murça,Vinho branco douro,Garrafa de 750 ml,3.69,4.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A37403A453BA89596AD6718ADA0F46A.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
940,5601001322402,20.0,Nescafé,"Café solúvel nescafé, embalagem de 20g",,1.49,74.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BCEBB6129FC84253AC3E2D01F300F9A9.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
