identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page,images_6,images_7,avantages_dateFin,avantages_categorie
30640,5601096200319,750.0,Casal Garcia,"Sweet, garrafa de 750 ml",,3.49,4.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE36D6D37CD2901180E2E5DCFB84E764.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
30664,4005900496331,400.0,Nivea,"Água micelar bifasica, 400 ml",,5.34,13.35,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/58A423840DAC3E7878AD76FCA74D3F72.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
32219,5602252000835,750.0,Santa Vitória,Vinho Regional Alentejano Tinto,Garrafa de 750 ml,7.79,10.39,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E20781515FBC4E7AEEFE5765A8985CC.jpg,,,,,,2025-09-28T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-25T00:00:00+01:00,99.0,1.9475,13,10,,,,
32346,5609851522119,750.0,Beyra,"Vinho tinto beira interior, garrafa de 0.75 l",,4.85,6.47,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C5F474977D17694C2779DD918F82BC51.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
33228,8410104392871,,Air Wick,"Ambientador Elétrico Delícias De Verão, 1un.",1 un.,4.49,4.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7273D6189B4206DF201AEFFD8F6EF174.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
33319,2894722000000,150.0,Elpozo,Chouriço Nobreza,Vendido ao peso,2.84,18.95,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8A3774809D37CC1BBB9D8722A760DF89.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
33403,5608527002788,750.0,Vinha da Fonte,Vinho Tinto Regional Península de Setúbal,Garrafa de 0.75 l,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/590F6016E28E664FE16E3D1DD3D4CE94.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
33604,7613032396350,,Nescafé,"Café dulce gusto cortado, 16 cápsulas",,5.79,5.79,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/85D55F34A04358171DF613FE3F02A9F9.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
33625,5600258008534,750.0,Monte da Roquina,Vinho tinto regional Alentejano,Garrafa de 0.75 l,2.39,3.19,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E27E664A491DCA6C7E6D09CE4AAC2129.jpg,,,,,,2025-09-28T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-25T00:00:00+01:00,99.0,0.5975,13,10,,,,
34700,5608309002951,750.0,Grahams,"Vinho do porto, garrafa de 750 ml",,14.49,19.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/56876557ABF62C0CFC402DDD17CC70C1.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
35404,5600390419540,750.0,Dharma,Vinho branco região do Dão,Garrafa de 0.75 l,3.59,4.79,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8A2F41C909FC97214869C52F9EDE0C6A.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
36002,8001841234472,,Evax,Penso diário salvaslip multiforma,embalagem de 58 unidades,3.49,3.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DCAD7883C50D342D05279289FDA81712.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
36350,5606215030013,750.0,Raposeira,"Espumante super reserva meio seco, garrafa de 0.75 l",,10.99,14.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C4088311E8764371D6C1C4D20378C7D6.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
36351,5606215020014,750.0,Raposeira,Espumante Super Reserva Bruto,Garrafa de 0.75 l,10.99,14.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1F0D16E7335E46EF4AB339BC71DE310.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
36382,5601917070039,750.0,Sovibor,Vinho DOC Alentejo Borba Reserva Tinto,Garrafa de 0.75 l,3.69,4.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5827DA5CCBFE2EA8C14CF54EDCFE3C24.jpg,,,,,,2025-09-28T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-25T00:00:00+01:00,99.0,0.9225,13,10,,,,
36383,5600358952713,750.0,Comenda Grande,Vinho Regional Alentejano Tinto,Garrafa de 0.75 l,8.59,11.45,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/86508A616FF8AEA71A060BFE9D9EE50B.jpg,,,,,,2025-09-28T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-25T00:00:00+01:00,99.0,2.1475,13,10,,,,
37281,3760034065655,500.0,PorSi,Dobrada À Moda De Caen 500 G,,4.59,9.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3AC5F7329157A178395751093B058F0.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
37460,5900020033963,141.0,Nestlé,Barra fitness chocolate e banana,Embalagem de 141 g,1.99,14.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1E85263A2C5A59452E4D94091A02574C.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
37474,7613036724111,40.0,Purina One,Snack salmão de higiene oral diária para cão,Embalagem de 40 g,1.64,41.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/129D615911B360505B8FBA3511695C2B.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
37707,7622210822383,90.0,Milka,"Chocolate de leite com caramelo e amendoim, embalagem de 90g",,1.99,22.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7BA53CE8EB14F6A6DCC59A011E45CDA9.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
37944,3574661428079,500.0,Johnson's Baby,Loção para bebé pink,500 ml,4.49,8.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/81C9CF20A8E7D6CA5936A147AC9489C5.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
38078,5604098002158,750.0,Poliphonia,Vinho Branco Regional Alentejano Reserva,Garrafa de 0.75 l,8.99,11.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1B532EDFA545C3F0DCE27D4E5389E28E.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
38234,8410104894290,,Air Wick,"Ambientador difusão automático essential mist lavanda, 1 un.",,11.99,11.99,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/847F0DD1B345EAB9CBFD3D0E37E2BD3D.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
38350,3760034065679,500.0,PorSi,Dobrada Aromatizada Com Tomate 500 G,,4.59,9.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8C1606093EF5B650994E9C6FC0BD9E76.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
40346,8410076423047,200.0,Old El Paso,"Mini molho queso, 200 g",,2.19,10.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E141C0C73833D22785E74C94F0B5FC43.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
40832,3600523201358,50.0,L'oreal,"Creme noite revitalif filler, 50 ml",,18.19,363.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6386FAD99514D25A9420B15983D4754E.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
41116,5604260304622,750.0,Selecção de Enófilos,"Vinho Branco Regional Península De Setúbal 0,75L",,1.79,2.39,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/762263B0E81F0BE747A91A51B694FE9F.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
41152,8710847961199,360.0,Linic,"Champô para homem anti queda, embalagem de 360 ml",,4.94,13.72,360,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DEC53698246160B6DF76262A4E15B7A3.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
41330,7613038917634,190.0,Nestlé,"As minhas primeiras receitas, refeição legumes com vitela, 190g",,1.49,7.84,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D9D7FDC35F5B4D86668DB7DF23AB544.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
41345,8410063078939,200.0,Pescanova,"Miolo de gambão, 200g",,7.29,36.45,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CE8A1FA918CF0BDC90BCE645C0050867.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
41943,5060639127375,500.0,Monster,"Energy ultra paradise, lata de 500 ml",,1.39,2.78,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/28996412DCD4A9AABAAEC478828AF6D4.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
42037,3600522892595,50.0,L'oreal,"Creme dia revitalif filler, 50 ml",,18.19,363.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60A0E085347FCC3D3174425A6D961601.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
42074,5604260308484,,PorSi,Toalhas Felpo R. Por Si 50X100 Bordeaux,,3.99,3.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DFB0A3FF8B84625A5E9DB9EA96275EFB.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
42164,5604260306725,400.0,PorSi Select,Queijo São Jorge Dop Cunha 400G (7 Meses Cura),,6.89,17.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8E179C5C62312371E177012D623DDD00.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
4255,3600522016069,250.0,Elvive,Champô arginina,Embalagem de 250 ml,3.19,12.76,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/944029A9C44E20712CA80A0AB48C8BC9.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
42646,3600523456222,48.0,L'oreal,"Creme de rosto de dia revitalift, laser fps20, 48 ml",,19.49,406.04,48,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/546EE5742676C6E4625DAB13F5C99A47.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
42675,5602947000423,1500.0,Quinta da Pacheca,Vinho DOC Douro Superior Tinto | Magnum,Garrafa de 1.5 l,23.99,15.99,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3EBDE6CDB0294424E9F76A7BF9ED8062.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
42749,5604260308361,,PorSi,Toalhas Felpo R. Por Si 50X100 Branco,,3.99,3.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29B03EEFD5865AF7AFD167D19FC0CF45.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
42759,5604260308422,,PorSi,Toalhas Felpo R. Por Si 50X100 Castanho,,3.99,3.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F05D777904B4E461E3C1EC81191814DF.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
42760,5604260308453,,PorSi,Toalhas Felpo R. Por Si 50X100 Preto,,3.99,3.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5A3DDD2B98721D1CF784D3454CC65167.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
43243,5608527003150,750.0,Dona Ermelinda,"Vinho branco doc palmela reserva, garrafa de 750 ml",,7.85,10.47,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40F4DF3417F4EBBF8B0E5EE98BFF2009.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
43305,7613039531853,400.0,Yogolino,"Iogurte natural sem açúcares, 4 x 100g",,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D14F8D1F0D079BCE10587AF10DBDB6CC.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
43460,5603802400808,750.0,Fiuza,"Vinho regional tejo reserva tinto, garrafa de 0.75 l",,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DBA4CD90B9E95BB45EE5683BF8522F45.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
43510,3600523817481,100.0,Elvive,Serum dream long cabelos lisos,100 ml,7.94,79.4,100,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1FD9AACF4B2C4FB2334711DD37E9EC8C.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
43892,3600523899944,680.0,Elvive,Máscara power full resist,Embalagem de 680 ml,9.99,14.69,680,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CEBB5C657EB353431AB07679654C4FD6.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
43893,8717163639573,200.0,Tresemmé,"Espuma caracóis botanique, 200 ml",,3.59,17.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06E17981DBF0571C3E95DA6FBE5694E7.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
43894,8710847940804,250.0,Tresemmé,"Champô seco cleansing, embalagem de 250 ml",,5.39,21.56,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C2D8A9D14AD8DDD556A9F893DF1062FC.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
44455,8710847974427,400.0,Tresemmé,"Champô purify hidrate, 400 ml",,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/603E973086DDF6CA552771A3016C3225.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
44590,8710847961168,360.0,Linic,"Champô para homem anti caspa cool sport, embalagem de 360 ml",,4.94,13.72,360,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F0463852C728850383B118E176FF460D.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
44591,4005900743886,150.0,Nivea Men,"Creme para homem universal original, lata com 150 ml",,3.99,26.6,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CF94759B94B845FF98C4167C5CC252D4.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
44616,5998749138410,2160.0,Pedigree,"Snack para cão grande dentastix fresh, 56 unidades",,16.74,7.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/687F1DA3C884F2F296CE7564AC62C8D2.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
44827,5060751213512,500.0,Monster,"Bebida energética energy ultra fiesta mango, lata de 500 ml",,1.39,2.78,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/36E7A9CCEFBA2C0AF6B53A03ABEB5326.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
4509,4005808182534,200.0,Nivea,"Leite de limpeza, embalagem de 200 ml",,4.39,21.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/557F4B81E1C97B607CB837FA59DE6B68.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
4510,4005808182688,200.0,Nivea,"Tónico suave, 200 ml",,4.39,21.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7A95F8A0BF4FF2BC35D0E109BB99D559.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
4518,4005808222728,200.0,Nivea Men,"Espuma de barbear sensitive, embalagem de 200 ml",,4.34,21.7,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9AF3B663B63233EAB64D4447A50969A6.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
4543,4005808678716,250.0,Nivea,"Gel banho cool kick, embalagem de 250 ml",,2.99,11.96,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BDC4F95130FB61558713CC6F2A9D46D5.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
45538,8710847940781,250.0,Tresemmé,"Champô seco volumising, embalagem de 250 ml",,5.39,21.56,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9463CD0C191BC6D0052AC8E3609AE260.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
4557,4005900079008,150.0,Nivea,"Gel exfoliante anti impurezas, embalagem de 150 ml",,5.34,35.6,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D5E4C0C8E6A067A0C847FE29A5538567.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
45598,3574669909099,300.0,Johnson's Baby,Óleo regular,Embalagem de 300 ml,4.49,14.97,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7AB0D8AD96BA46102980295823B6DB19.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
46354,5604260317332,1.0,PorSi,Toalhas Mesa Resguardo R. Por Si 140X200,,14.99,14990.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8F5AE387ED7774F86B0710198002F20A.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
46420,5601996547897,750.0,Porta 6,"Vinho regional lisboa tinto, garrafa de 0.75 l",,4.49,5.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/088AA34EEEE5CCEBFF58AD7FDEDE8782.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
46688,7613287591609,202.0,Nescafé,Café Doppio Expresso 16 capsulas,Embalagem de 202g,5.79,28.66,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5DCE6667BEFFA122AD7A798EF0395979.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
46733,3574669907392,750.0,Johnson's Baby,"Champô Suave Bebé, 750ml",,6.21,8.28,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5C2FF568CACE30F4450741FEF249C309.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
46735,3600523436095,15.0,L'oreal,"Creme olhos revitalift laser, 15 ml",,19.49,1299.33,15,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AAEACB17C53ED8F51A911611945B665B.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
46775,8720181027741,150.0,Axe,"Desodorizante Spray Ice Chill, 150 ml",,3.59,23.93,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ABCC51AACBF78DC11788DFC00835AF5B.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
46889,3600523972081,50.0,L'oreal,"Creme Revitalift Pele Sensível, 50 ml",,10.49,209.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3BD628A54E127A8FBEE1CA62BC9F7348.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
46961,4005900368539,500.0,Nivea Men,"Gel duche men protect & care, embalagem de 500 ml",,4.64,9.28,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72AB97D3121BCD5FC117613F7A1B137B.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
47080,8720182148650,53.0,Knorr,"Sopa de agrião, embalagem de 53g",,1.6,30.19,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE82234ECC1A2DE46F4D8AC8A2F7517E.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
473,3010470154490,4000.0,Friskies,Ração para cão active,Embalagem de 4kg,9.94,2.49,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/92EB1FC100BF9E508436511286F4C8B3.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
47473,8720181029240,150.0,Axe,"Desodorizante spray black, embalagem de 150 ml",,3.59,23.93,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DAB94031CAE90BCA804C8B1FFF2280C1.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
47857,3600523900749,250.0,Elvive,"Máscara color vive violeta, 250 ml",,5.59,22.36,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/33FE230A86C120577802A5696E6EAFCD.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
47986,5601381010005,750.0,Conde da Ervideira,Vinho branco reserva conde reserva ervideira 75 cl,,12.99,17.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0A6FC2274A48499C3E59183E180CFCFE.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
47987,5601381009009,750.0,Conde da Ervideira,"Vinho alentejano conde d'ervideira reserva tinto 2016, garrafa de 750 ml",,14.99,19.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D3B038D6334621D828C2B8AF37F10476.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
48054,4005808753475,100.0,Nivea Men,"After shave loção, embalagem de 100 ml",,6.94,69.4,100,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D657698256866FC1D2D731526E40175.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
48206,5000204221039,,Raid,Ganchos Perfumados Lavanda,Embalagem de 2 unidades,2.69,2.69,2,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FBBBC54C18237DB55B597A0A105B6E5E.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
48265,4005900830784,500.0,Nivea Men,"Gel duche men boost, embalagem de 500 ml",,4.64,9.28,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/61AC6B6A9929D55F181E902C39AD7472.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
48833,3574661440408,300.0,Johnson's Baby,Óleo aloé vera,Embalagem de 300 ml,4.49,14.97,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D7733FC455687ADEC985AD2F366C27EB.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
49076,8006540458945,,Tampax,Tampão Pearl Regular,24 unidades,3.19,3.19,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C9F6DACE2BF5999D60C44E24EE5CCCF1.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
49077,8006540468081,,Tampax,Tampão Compak Super Plus c/ Aplicador,18 unidades,3.19,3.19,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C7F3382C50587BBECC77EDA366BD2681.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
49178,3600523966370,150.0,Elvive,Mousse para Cabelo Comprido e Ondulado,150 ml,5.59,37.27,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9989CB08ABD2E8BF8A2DAF5370464D63.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,10,,,,
