identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,avantages_dateFin,avantages_categorie,nro_paginas,page,images_3
924,5601001120503,370.0,Nestlé,Leite condensado,Embalagem de 370g,2.28,6.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0EE7923C8616BBD98A14510DEC4DF765.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,2,
940,5601001322402,20.0,Nescafé,Café solúvel nescafé,Embalagem de 20g,1.19,59.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0F212944843A52390E68B12CB14B3980.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,2,
948,5601001418402,200.0,Nestlé,Chocolate culinário,Embalagem de 200g,2.59,12.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0FC536C15E8D7414777BAF405553F977.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,2,
49463,8445290250322,600.0,Nestum,Flocos Cereais Mel,Embalagem de 600g,3.79,6.32,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9F028579C623CFF4FC3FA9CCEB955938.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,2,
958,5601019012401,500.0,Guloso,Polpa de Tomate,Embalagem de 500g,1.09,2.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/20EBC153FCFDA3F6B93B2650D6C60B2B.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,2,
11524,5601051420028,250.0,Primor,Manteiga sem sal,Embalagem de 250g,1.97,7.88,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2FFA6A89B700950590104B0F7BA500E.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,2,
15687,5000116109234,700.0,Iglo,Ervilhas,Embalagem de 700g,3.98,5.69,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71AD6BFBFF464D2A1A4DF7364A6C0B7A.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,2,
22335,5000116110940,420.0,Capitão Iglo,15 douradinhos,Embalagem de 420g,4.99,11.88,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A875E63BB10AF2CF300666B64DC69107.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,2,
5096,5601050026429,300.0,Danonino Danone,"Queijinho danonino petitdino de morango/banana,  6 x 50 g",,1.49,4.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA8D1A9125B498992C62B9745CC5DD3D.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,2,
13896,2891049000000,1000.0,Porco,Fígado,Vendido ao peso a partir de 1 kg,2.99,2.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/740BF060094E10F038B52E10E6D0AA68.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,2,
38560,5601027006447,280.0,Bimbo,Pão de leite 8 un.,Embalagem de 280g,1.99,7.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/61E1C93727499A77EF100DF4D069FE8B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/03428EFF3EBBF0386E77776667460845.jpg,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,2,
9250,5603089002214,200.0,Parmalat,Nata uht para bater,Embalagem de 200 ml,0.89,4.45,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/564E6DE7CBEC64036F1973402627DACC.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,2,
9294,5603722494215,1000.0,Mimosa,Leite Especial Crescimento 1-3 Anos,Garrafa de 1 l,1.49,1.49,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E8EAAB44B3166FE020B43F64B725D8EB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B8D0BEE13E0FA7481A224732CB88CE29.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CF47B7EE63F34663DCC396F54F91507B.jpg,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,2,
21766,7613035487840,90.0,Nestlé,Fruta para bebé banana laranja bolacha +6 meses,Embalagem de 90g,0.78,8.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/97B5DC278815B47BCD7E38EEC0455DC8.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,2,
24410,8710908859502,750.0,Cif,Spray power&shine multiusos c/ lixívia,Garrafa de 750 ml,2.69,3.59,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BC1FC8E39B43E72D32F4657C6D001534.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,2,
6404,8410376017113,500.0,Gullón,Bolacha recheada mega duo chocolate,Embalagem de 500g,2.49,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8EB5AE64DF1A4B711D2A877A1A47FC57.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,2,
8658,5601163101716,3000.0,Luso,Água sem gás,pack 6 x 0.5 l,2.59,0.86,3000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7DE0FF5737733513F14135E2CA47ED18.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,2,
11942,5603533492202,1000.0,Frize,Água c/ gás groselha,pack 4 x 0.25 l,1.99,1.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1BCB2445A8F41EC02B613ABED34EE191.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,2,
14227,5601043119015,500.0,Espiga,Farinha de milho 500g,Embalagem de 500g,0.94,1.88,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2CECFEB697CA3E5E6800E3DF8CBF754C.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,2,
21749,7613035766532,250.0,Nestum,Nestum chocolate,Embalagem de 250g,2.14,8.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2985CAADA6D151AC0E20062A22E70429.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,2,
47004,5604260319237,1500.0,PorSi,"Iogurte tipo grego natural,  12 x 125 g",,4.49,2.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/70890CE63A246EFD470DA6FD2A5C5173.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,2,
5095,5601050026405,300.0,Danone,"Queijinho dadoninho petitdino de morango,  6 x 50 g",,1.49,4.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A996A3A25DAAE4625EF7D6D51278644F.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,2,
5127,5601068015347,1000.0,Sun,Sal para máquina de loiça,Embalagem de 1 kg,1.49,1.49,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/525B9A3DF59B77ABB2076A5D4B0DCD09.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,2,
9286,5603722492068,1000.0,Mimosa,Leite especial crescimento +3 anos,Garrafa de 1 l,1.49,1.49,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/26A3BE41175D4F1900210BFF62BF081B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1DA16AEB6305B1844421608D84E82EB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5674CBEBA359C0E43414CBEAA69D8774.jpg,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,2,
12230,7613034192264,250.0,Cerelac,Papa infantil para preparar com leite +6 meses,Embalagem de 250g,1.84,7.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9FAA017CC3BC08A98F0EF54D61B67C5D.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,2,
1287,5601151260753,410.0,Compal,Grão de bico,Lata de 410 ml,1.09,2.66,410,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/64A11988E77915EAC2B803C89620197A.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,2,
37992,5601027943551,650.0,Bimbo,"Pão de forma sem côdea 10 cereais, embalagem 650 g",,2.29,3.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E65A0CCDAE1A5FCAC2C1D9A9BA0AFBC6.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
46128,3083681137811,450.0,Bonduelle,Milho sem resíduos de pesticidas,Embalagem de 450g,2.59,5.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E6D97A8B55ABFCA716FA2F870A17E271.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
942,5601001324109,100.0,Nescafé,Café solúvel gold,Embalagem de 100g,4.99,49.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D2208D6FAF47450CD5F51F6C5577F9FD.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
1274,5601151070758,410.0,Compal,Feijão manteiga,Lata de 410 ml,1.09,2.66,410,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F0994D6790474BD2BB5E91E2063CEE44.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
14372,8712100599392,550.0,Calvé,Ketchup XXL,Embalagem de 550g,2.89,5.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4544D7A761DF83B5B8BF2C6EF0FF53D9.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
17269,4084500617421,820.0,Fairy,"Detergente Líquido Lavar Loiça Original, 820 ml",,3.59,4.38,820,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F41228BB17B819013001DC2E65356D37.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
17665,8712100745591,753.0,Calvé,Maionese XXL,Embalagem de 753 g,3.69,4.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/69DD5C01FA6303DE3BD821864A539AC3.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
41874,8718951313316,75.0,Colgate,Pasta Dentífrica Cool Mint,75 ml,1.99,26.53,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/95E99633062C9804102696C315945CDF.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
49093,5601082049656,440.0,Delta Q,Cápsulas de Café Grand Qalidus,Embalagem com 80 cápsulas,19.99,45.43,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8DEE7FD145D59AAEDF41BEFA511386BD.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
5243,5601151170755,410.0,Compal,Feijão preto,Lata de 410 ml,1.09,2.66,410,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/148292276E212E85BD820FA0193628A4.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
49761,8410500024574,460.0,Danone,"Iogurte Bifidus Activia Chia Amêndoa 0%, 4 x 120g",,2.39,5.2,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3C78D604FF38EBC1F8556A8A62CA8C37.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
51608,8006540830918,820.0,Fairy,Detergente Líquido p/ Lavar Loiça Limão,Embalagem de 820 ml,3.99,4.87,820,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EDD75E1F920483183B5B596FDD6DA991.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
52338,8720181392931,,Comfort,Amaciador Roupa Concentrado Creations Jasmim e Mirtilo,76 Doses,3.99,3.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DED7323146382FF9F9D6D0F2196F9D63.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
1296,5601151543306,1000.0,Compal,Néctar de pera,Embalagem de 1 l,1.09,1.09,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FF128F0B6279B1B088FCD71AE0426649.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
1331,5601165006255,260.0,Calvé,Molho de alho,Embalagem de 260g,1.94,7.46,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/089B1CAB7287353404366CB7226AD30F.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg
2520,7613033822827,250.0,Nestum,Nestum flocos de cereais integrais,Embalagem de 250g,2.14,8.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C34EF83D0967AA6ED013672F2285D0CB.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
29126,8001090134257,,Dodot,Toalhitas,4 x 64 un.,3.98,3.98,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/44B6C590F496632C5F8CCC122D95EF42.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
35284,5601050035346,180.0,Danone,Queijo cottage corpos danone,Embalagem de 180 g,1.59,8.83,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D284C07250CA9411851DD5F436E10AA0.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
49990,5603722520785,180.0,Matinal,"Queijo Fresco Cottage Magro, 180g",,1.59,8.83,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6347351EF12999888BF6F01754206073.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
51751,8720181338502,435.0,Cif,"Spray remove bolores, 435 ml",,2.49,5.72,435,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/380C503403FDBF9BBCD37132FDE8F56E.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
815,5000116106172,250.0,Capitão Iglo,"Douradinhos de frango, 10 unidades",Embalagem de 250g,3.49,13.96,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F63F8EDC7F7FF2702078ACE6C5ED02AC.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
941,5601001322808,100.0,Nescafé,Café solúvel,Embalagem de 100g,3.19,31.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60C0C99B7DDDE569E73B19209673ED55.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
16229,8712561587495,4000.0,Comfort,"Amaciador de roupa, pure",Garrafa de 4 l,4.99,1.25,4000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AAE7E7461FE5C9CAA68CFDC37842673D.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
17523,2891246000000,1000.0,Porco,Pá York c/ Osso c/ Couro,Vendido ao peso a partir de 1 kg,3.49,3.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1774B7150E1E65399A00A5F3DC93922.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
21374,0000080310167,130.0,Kinder,Chocolate maxi 6 barritas,Embalagem de 130g,2.19,16.85,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/504AE94960555605EA2E7C0713F0391E.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
24371,5601050033014,620.0,Danone,"Iogurte líquido pinacolada corpos danone,  4 x 155 g",,1.89,3.05,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BA062C78232ADE921CB0D8917CC39423.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
25906,8412600071144,650.0,Bimbo,"Pão de forma especial torradas s/ côdea, 650g",,2.09,3.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE072CBAE2B254D11818DC4B4A08F173.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
33222,3228024070282,130.0,Président,"Queijo creme de brie, 125 g",,2.24,17.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FD07504DC881394E6116D36E0F2C3BCC.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
47648,5601119355378,120.0,Nobre,Fiambre Perna Extra Braseado Finissimas,Embalagem de 120g,1.99,16.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/45073CAB30F31F6D40B3DBFB7E59A4B9.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
52337,8720181392955,,Comfort,Amaciador Roupa Concentrado Creations Flor de Lótus e Lima,76 Doses,3.99,3.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/18DD584DA1A39A596C301D171EB7721A.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
52897,8720181392917,1332.0,Comfort,"Amaciador Concentrado Essência Pure, 74 Doses",,3.49,2.62,1332,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C81AB307354BD851AD24288672BBAB9.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
977,5601024124052,750.0,Oliveira da Serra,Azeite virgem extra seleção ouro,Garrafa de 750 ml,9.29,12.39,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1949CA33BBB7B540392F14948B1D8BF.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
11522,5601050207750,1200.0,Danone,"Iogurte danacol de morango,  12 x 100 g",,5.59,4.66,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/19DF119EEF937F27AD1CAD10B25F439C.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
12286,8001480020696,2000.0,Neoblanc,Lixívia para roupa delicada,Embalagem de 2 l,5.24,2.62,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1EEF05A0D9CFE46475A118F5FF12889D.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
1337,5601165100786,50.0,Calvé,Piri piri,Garrafa de 50 ml,1.68,33.6,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/008C8E9F15AC26570DA04227E6BC4B56.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
19094,4084500330955,1500.0,Fairy,"Detergente líquido, manual loiça, original, 1,5 l",,6.19,4.13,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/239DD1C8A0266CF207624C4D2BE653E1.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
21307,5604260280193,750.0,Selecção de Enófilos,"Vinho DOC Douro, Branco",Garrafa de 0.75L,2.19,2.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/038BB540FF1B82339B70F2C9381287D7.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
21339,5603089007134,200.0,Parmalat,Nata uht 0% lactose,Embalagem de 200 ml,1.08,5.4,200,L,€/L,,Produtos Bio,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5C987CE9D5560AC8B2365E7C27451819.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
26580,5600798960163,200.0,Shoyce,Creme culinário soja light,Garrafa de 200 ml,0.99,4.95,200,L,€/L,,Produtos Bio,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CC263813DE6A8BEF285425FD77A9AB4E.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
37510,7613036841498,90.0,Nestlé,Pacote maçã e pêssego,Embalagem de 90 g,0.78,8.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B6EBF57BF6FEE625FEE4365FC32440DD.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
8577,5601146000425,1980.0,Sagres,"Cerveja com álcool, tara perdida",pack 6 x 0.33 l,4.85,2.45,1980,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2EB7704DBA490BA8B3C0147A31E27A52.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
972,5601024030056,750.0,Oliveira da Serra,"Azeite extra virgem, azeitonas verdes",Garrafa de 750 ml,8.69,11.59,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F81E60325884A50540DA24AAB5A050E8.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
10000,8001480020559,2000.0,Neoblanc,Lixivia perfume fresco,Embalagem de 2 l,2.24,1.12,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AB043965B840954BA1E2B970EB3CF7B9.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
10175,8410375110211,300.0,Bonduelle,Milho tenro e doce,Embalagem de 300 g,1.74,5.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FF9A7D9DA8774E0BDF91C9183E7DCF4F.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
15504,5601050031669,480.0,Danone,"Iogurte activia cremoso frutos silvestres,  4 x 120 g",,1.99,4.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/709B548D37F71DDA459131D3F3B36E78.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
16567,5000116110070,750.0,Iglo,Esparregado de espinafres,Embalagem de 750g,3.49,4.65,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/86D3F3D2313F56668D62EB7FF71C326B.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
20202,5601151976456,1000.0,Frize,Água c/ gás: limão/pepino/gengibre,pack 4 x 0.25 l,1.99,1.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F47824AB7ACD4F4E1E1A0CC54659430F.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
26153,8001090229083,,Ausonia,Pensos Higiênicos com Abas Super,embalagem com 12 un.,1.94,1.94,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/219E0B3EF05D6DA4905EC8A4376099AF.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
33221,3228021000145,125.0,Président,Queijo creme de camembert,embalagem de 125 g,2.24,17.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/191B0F5F4C277BC0952AE88BBE7A9713.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
35631,8410436329545,100.0,Sonasol,Bloco sanitário desinfectante duplo floral,Embalagem de 2 x 50 g,2.99,29.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B512DA095664E6F814B383EE3473F2D.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
36802,8001090139504,,Dodot,Toalhitas básico,embalagem com 54 unidades,0.95,0.95,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/12E79992B8514B2B82268A1F5A576830.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
38555,5601019012807,500.0,Guloso,Polpa de Tomate com Manjericão e Oregãos,Embalagem de 500g,1.49,2.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/91BED76549C4236F11A5CB6F37BF70E1.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
38569,5601043111385,500.0,Espiga,Farinha de arroz,Embalagem de 500g,0.95,1.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/75BD610997C68B6F54D809273CB78786.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
391,8712566173648,70.0,Knorr,"Sopa de cozido, 70g",,1.6,22.86,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C0EE5A12F75937ABFCDAF9A5E610D848.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
46162,3083681106480,400.0,Bonduelle,Salteado parisino,Embalagem de 400g,2.59,6.48,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06D3269CF888DEE604E81717FC556DB1.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
46652,3083681137996,600.0,Bonduelle,Lentilhas,Embalagem de 600g,2.59,4.32,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6448716CECF38B7F7E165BDCA6CC72E5.jpg,,,2024-11-13T23:59:59.999999999Z,PROSPECTUS,8,3,
