identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,avantages_dateFin,avantages_categorie,nro_paginas,page,images_4,images_5,images_6,images_7
15577,5604260279166,125.0,PorSi,Framboesa,Embalagem com 125g,1.99,15.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B88FD29FAEF1BF8CB6DEB86AC94C2B60.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
1730,5604260000319,250.0,PorSi,"Massa cuscus, embalagem de 250g",,0.55,2.2,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/46EBB016676D295FEB6BDF8AF4C79600.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
13893,2891043000000,1000.0,Porco,Entrecosto,Vendido ao peso a partir de 1 kg,4.99,4.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA05EE99D302D59771FCC108473E0700.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
2314,5604260271856,355.0,PorSi,Cogumelos inteiros,Embalagem de 355 g,1.29,3.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01F5BA204144BDCBC76F253B25332909.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
47842,5604260320257,138.0,PorSi,Barras de cereais com chocolate preto,6 x 23 g,1.55,11.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D8D3FBD64602D6125EA757EC79A4CBEB.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
8998,5601511000616,400.0,Limiano,"Queijo em fatias, 400g",,4.09,10.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B876EB9E5C4AFD1BCE528AB6B8F31622.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
11755,5601511000623,400.0,Limiano,"Queijo fatias -50% de gordura, 400g",,4.19,10.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F49DD4803359F1338D0D32889490E90.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
12891,2892251000000,1000.0,Fruta,Melão Amarelo,Vendido ao peso | 1 un = 2.5 kg (aprox.),1.39,1.39,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7FC6480EAA2DA6E0684936F3CBA96CC9.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
15125,2895006000000,150.0,Terra Nostra,Queijo Flamengo em Barra,1 un = 150 gr (aprox.),1.39,9.29,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF84618CA37316EE2612494B15F423CC.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
20918,5000116110964,840.0,Capitão Iglo,"30 douradinhos, embalagem de 840g",,8.99,10.7,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3C52B0905F2F1ACE3D67359B13FE0331.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
42845,5604260287154,200.0,PorSi,Amendoim caramelizado,Embalagem de 200g,1.39,6.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ABF2CDFFBAB7CF81DD3B568773A40BE1.jpg,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
46714,5604260318742,,PorSi,Papel higiénico branco folha tripla,12 rolos,3.79,3.79,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/302F6B4FE48393BA7E5D666ED55E249B.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
47635,8412600018316,300.0,Bimbo,Bimbo® bagels clássico 4 un.,Embalagem de 300g,2.34,7.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E29B7F13889FE8AF18A9C1C0F8DAA10D.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
52566,5604260329502,555.0,PorSi,Cogumelos Laminados,Pack de 3 x 185 g,2.25,4.05,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CAE31729F1814975AABE2147FB00CFB2.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
11523,5601051410029,250.0,Primor,"Manteiga com sal, 250g",,2.09,8.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6515E45A6FB2F6024F4DECB68FB265B3.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
13814,2892558000000,250.0,Legumes,Feijão Verde,1 un = 250 gr  (aprox.),0.82,3.29,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5688B97D5E073F1C8E51E2F8542D9EC1.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
1726,5604260000272,250.0,PorSi,"Massa pevide, embalagem de 250g",,0.55,2.2,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A4A2080D7D2A6FF3E0E1E1CA80D0F6AC.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
18024,2696283000000,250.0,Pastelaria,"Baguete Constance Cereais, 250 g",,1.09,4.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA22C31024FFE026D063A83A78526055.jpg,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
1815,5604260030552,250.0,PorSi,"Massa de letras, embalagem de 250g",,0.55,2.2,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ADD207FFC4765928155A6C2D6E490CBF.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
26047,8412600070994,650.0,Bimbo,Pão de forma s/ côdea,Embalagem de 650 g,2.14,3.29,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29A6957961BACB180F45AAA47CD1FB78.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
35441,5604260291168,780.0,PorSi,Cogumelos laminados,780 g,2.19,2.81,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F874C2D913FFAAA6855A523B2803F053.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
40743,5604260303236,2500.0,PorSi,Batata pré-frita palitos finos,Embalagem de 2.5 kg,4.86,1.94,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8C1F058D1E72F760AB403A89545663F3.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
44936,8711327318373,540.0,Olá,"Cornetto clássico, embalagem de 6 x 90 ml",,5.49,10.17,540,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/375352E817B7CDAB1DA63F9C8C8FF261.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
45424,5449000205551,1500.0,Sprite,"Refrigerante com gás lima limão, garrafa de 1.5 l",,0.99,0.66,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/435BA3924DACD7858B68099757279D0D.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
52880,8719200267794,450.0,Becel,"Creme vegetal de barrar com sabor a manteiga, 450g",,3.56,7.91,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E2EFE8BE5E96AF9FCA9D840059BF696C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/287D301C66C180312FAA8A3BAE7EA710.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/287D301C66C180312FAA8A3BAE7EA710.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/287D301C66C180312FAA8A3BAE7EA710.jpg,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
8434,5601050033731,620.0,Danone,"Iogurte activia líquido 0% lima/limão, embalagem de 4 x 155g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B41EA750EA9360556362913E488E9E4D.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
9292,5603722493812,250.0,Matinal,"Manteiga magra, embalagem de 250g",,2.49,9.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA91DFCE88DA98DA1BB05E606B3C1FF9.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
931,5601001228100,300.0,Nestum,Nestum flocos de cereais com mel,Embalagem de 300g,2.09,6.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/82B368094FF4C269D04DE75FB30D7775.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
11464,5601018003400,1000.0,Matinal,"Leite seleccionado meio gordo, de 1l",,0.99,0.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F34056BF2D07C9D39E218B31081D1FC.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
11466,5601018004605,200.0,Gresso,Nata uht para bater 200 ml,,0.84,4.2,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D55411BE639B830632A68D20D002036.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
1188,5601119007970,200.0,Nobre,"Salsichas de porco, lata de 200g",,1.39,6.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F480FC52D56464F3C1B867155F4A37B9.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
12325,8410000827446,440.0,Oreo,Bolachas oreo,Embalagem de 440g,2.99,6.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3F53CBD16C3F8F93B7B232495F61BF89.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
13094,2893070000000,150.0,Peixaria,Carapau Médio Fresco,1 un = 150 gr (aprox.),0.52,3.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9E2B2401113767EAD496436587CA5A46.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
1325,5601163120816,750.0,Luso,"Água sem gás, garrafa de 0,75 l",,0.74,0.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA1A6E591B93610CCB3C24631D9E85B8.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
13529,2893521000000,1000.0,Peixaria,Pescada do Chile Congelada Nº3,1 un= 1 kg (aprox.),9.59,9.59,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40D57D35BBDBDF72027C959F41A6E90C.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
15966,3387390324082,375.0,Nestlé,"Cereais crunch 375g, embalagem de 380g",,3.19,8.51,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/97E5DD22E6A0A1213DCE078E04C67C77.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
16609,8712561846530,700.0,Cif,"Creme abrasivo pink flowers, de 700 ml",,2.69,3.84,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C71BC29DB02419E55AB519313E13B11B.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
17114,5000116110148,320.0,Capitão Iglo,"4 hamburguers vaca sem glúten, embalagem de 320g",,4.49,14.03,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F31F98EC751272F860D1F790EE53DF35.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
1725,5604260000265,250.0,PorSi,"Massa bagos, 250g",,0.55,2.2,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/974FF28C753808191257D3DE1EC63B00.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
1820,5604260031658,150.0,PorSi,Bolachas starship chocolate,Embalagem de 150g,1.19,7.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B78F035B380AE4F85AF3DBBE7AF5EFF4.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
19166,5604260274185,1000.0,PorSi,Kiwi,embalagem de 1Kg,2.49,2.49,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B3FD551DB4B491A1542FF19FDA92048.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
2312,5604260271832,355.0,PorSi,Cogumelos laminados 1/2,Embalagem de 355 g,1.19,3.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60708037644026A27C2FB6731A0DAB33.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
23276,5604260281299,175.0,PorSi,Salada Gourmet Programa Origens,Embalagem de 175g,1.29,7.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B8FE4793F676EB4D411F04A36543FE6.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
23278,5604260281282,250.0,PorSi,Salada toscana Programa Origens,embalagem de 250 g,1.49,5.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/829819BF310BA689C7002E0655E64BF5.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
23469,8410500020453,280.0,Danone,"Danonino para levar, polpa de morango, embalagem de 4 x 70 g",,2.14,7.64,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3E7A122EA567C89446D113FF66BFA0AE.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
25242,5606586004576,500.0,Legumes,Mix pimentos 3 cores,Embalagem de 500 g,2.59,5.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DFF802B7D57CA27FA6D647BAC9940397.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
2749,8410063046532,350.0,Pescanova,"Miolo de camarão 80/100, embalagem de 350g",,6.99,19.97,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0EA75135180DC26543A97F342303334A.jpg,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
29899,2696008000000,,Padaria,Bola Rústica,85 g,0.27,0.27,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06C705452DA793A390CC49C0690F6BDD.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
33884,2893837000000,1500.0,Peixaria,Peixe espada preto inteiro,Vendido ao peso,11.99,7.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0C1CA3DE6B16A13335042AAFE1F612D6.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
35542,7613036867405,,Nescafé,"Café em cápsulas dolce gusto ristreto intenso, embalagem de 210g",,10.19,10.19,30,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FC99456EA03268527FE0EC549A21D081.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
38291,8410436343527,1100.0,Sonasol,"Lava Tudo Desinfetante, embalagem 1,1l",,2.79,2.54,1100,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3BCE9789D68C09F6CE19611FDEABB947.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
41065,5604649919805,300.0,Fruta,Abacate categoria II,Embalagem de 300 g,1.99,6.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93A72763F7A087227DE3798E6EF50F82.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
41379,5604260306299,170.0,PorSi,Fuet extra,170 g,2.29,13.47,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E72FBE14A87755C6B100EA1587C2FA99.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
41822,7613039868300,270.0,Nestlé,Cereais estrelitas,Embalagem de 270 g,2.09,7.74,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8ED5B2AE951DD00B9C8D9B0148834738.jpg,,,,2025-04-09T23:59:59.999999999+01:00,PROSPECTUS,11,1,,,,
