identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,avantages_dateFin,avantages_categorie,nro_paginas,page,images_3,images_4,images_5,images_6
14971,3083681022803,400.0,Bonduelle,"Brócolos, emb. 400 gr",Embalagem de 400g,1.69,4.23,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BAD37548AE8D4A0D4C5D58D6BD0B7B47.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,2,,,,
15103,2892313000000,250.0,Fruta,Romã,1 un = 250 gr  (aprox.),0.55,2.19,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E85BA7F4F9F4640997312261C692956D.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,2,,,,
1512,5601383029128,250.0,Izidoro,"Salsichas aves, frasco com 5 unidad",Embalagem de 250g,1.98,7.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D6BD3A6096F982A2C1401CEF6014CDF6.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,2,,,,
15350,5604260266890,800.0,PorSi,Bacalhau Posta Asa Branca 800g,Embalagem de 800G,12.99,16.24,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/43BB35F40C1294E723BAA5CCE2B4677A.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,2,,,,
15503,8410500018931,400.0,Danonino Danone,"Iogurte líquido danonino tutti frutti, embalagem de 4 x 100 g",,2.09,5.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49D4DFA8C6DABEB79926D4F0312C64D8.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,2,,,,
15979,5601119242364,650.0,Nobre,"Salsichas de Aves Frasco 7 un, emb. 650 gr",,2.23,3.43,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F9B3EEFB29AFDD46B059DC76A73501AE.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,2,,,,
15981,5601119244375,210.0,Nobre,"Salsichas extra suculentas de frango, frasco de 210g",,2.55,12.14,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FF112EFB90E4953B2240BF7E131FD2C0.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
16489,5900020023797,375.0,Nestlé,"Cereais Corn Flakes Go Free sem Glúten, emb. 375 gr",,2.79,7.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1DE75AEB2E5016A7BEDE0D3818F3288A.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
16532,8410104156640,250.0,Air Wick,"Ambientador recarga delícias de verão, de 250 ml",,3.59,14.36,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D59CDBF009CEE64C14901102B4C0C5EA.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
16642,5000116109982,700.0,Iglo,"Favas, embalagem de 700g",,2.99,4.27,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F85552D539976B3D3F71699F3FA28017.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
16677,5604260276813,500.0,PorSi,Iogurte Tipo Grego Framboesa/ Amora 4x125g,,1.65,3.3,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA3982F1A80508AC104E539932C54F48.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
17749,5601174903026,1500.0,Periquita,Vinho Regional Península Setúbal Tinto,"Caixa de 2x0,75 l",7.39,4.93,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A6CC4246EA614068372BA90EE75397D.jpg,,,2025-12-24T23:59:59Z,PROSPECTUS,13,3,,,,
17900,8001480023277,700.0,Neoblanc,"Lixívia Spray Mousse Flor, 700ml",,2.99,4.27,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4C9540C630C990410131B89E1C2C75B8.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
18005,5601012011746,1500.0,Trinca Bolotas,Vinho tinto Trinca Bolotas DOC alentejo,2 Garrafa x 0.75L,11.19,7.46,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1E71A9F80E3D34041824C14CFC35650A.jpg,,,2025-12-24T23:59:59Z,PROSPECTUS,13,3,,,,
18261,3147690016304,750.0,Cruz,Vinh do porto ruby,Garrafa de 750 ml,5.49,7.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E4AAD8D82BD58FEDC8637FEC2C456459.jpg,,,2025-12-24T23:59:59Z,PROSPECTUS,13,3,,,,
18426,3600541887817,400.0,Garnier,Champô Ultra Suave Delicias de Aveia,Embalagem de 400 ml,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB3520AB0507187656A408B0D650CF4F.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
2029,5604260128563,250.0,PorSi,Antiembaciante Auto 250 ml,Embalagem de 250 ml,5.29,21.16,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/929EFE6BE7C3C4F716A264156BA78093.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
20612,5029053550176,,Huggies,"Toalhitas Bebé Natural Care, 3x56un.",,3.39,3.39,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/606C7A48D796733AA1083F7F306A9EF8.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
20989,5602348082394,430.0,Izidoro,"Salsicha hot dog aves, frasco 4 unidades, 430g",,2.64,6.14,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0F74127155BDAF07F2CAD4E88CC05D91.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
21888,4008601100651,250.0,Friedel,Pai Natal Chocolate,Embalagem 60G,1.59,6.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4954B620D67DB91C3FBB0997DA7CA97F.jpg,,,2025-12-24T23:59:59Z,PROSPECTUS,13,3,,,,
21968,5601849063000,,Concentra,Mauzão,Uma unidade,31.99,31.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1AFF135ECD8850096113ADFC655FCFB1.jpg,,,2025-12-24T23:59:59Z,PROSPECTUS,13,3,,,,
22840,7613035268388,125.0,Nestlé,"Tablete de chocolate leite, embalagem de 130g",,2.19,17.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA1F9149962828BE7A13B8577DE5A654.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
23567,3600523299850,50.0,L'oreal Men Expert,Desodorizante Roll' On Shirt Protect,Embalagem de 50 ml,2.69,53.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/59B0AFB6C9A9DA1678B385D33DB97EFE.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
23652,8712000900175,6000.0,Heineken,"Cerveja com Álcool, emb. 24 x 25 cl",,14.99,2.5,6000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AB5BBEB462A56533212E5950F8D46993.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
2441,5998749107898,720.0,Pedigree,"Snack dentastix médio, de 720 g",,8.14,11.31,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FC04B8F248B16D5802B314F197DBA209.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
24413,8410436297783,1300.0,Sonasol,"Lava tudo PH neutro, embalagem de 1,3l",,2.24,1.72,1300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40B27BFEEAC61B53B8E103581B41FECE.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
24415,8410436299961,1300.0,Sonasol,"Lava tudo lavanda, 1,3l",,2.24,1.72,1300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7357FEB6EC6D53B795AF0EA5889F5ADF.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
24586,3600541946293,400.0,Garnier,Condicionador Ultra Suave abacate,Embalagem de 400 ml,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BD38900C3DFE3A9574382D078DA54518.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
2480,7613032584436,250.0,Cerelac,"Papa Infantil Láctea de Maçã +6M, emb. 250 gr",,3.19,12.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DE2856C1EA531D0617965332F05D89D4.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
25121,7613035749016,180.0,Cerelac,Bolachinhas,Embalagem de 180g,2.45,13.61,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/605ECA9DE09DE1F0EB70535839DB2AC3.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
25513,8410063074924,320.0,Pescanova,"Filetes de Pescada sem Glúten, emb. 320 gr (4 un)",,4.49,14.03,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/223B86A64722EA649978D9F45EF21399.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
26455,8006540830840,1250.0,Fairy,Detergente Líquido p/ Lavar Loiça Platinum Original,"Embalagem de 1,25 l",4.99,3.99,1250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F9FB16396CA6333A721D98D1F2F69B67.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
26549,3094905001436,,Aquafresh,Escovas Dentífricas Limpeza Flex,2 un. + 1 Grátis,2.84,2.84,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F1287D0C49D30EE3EDA2BDFA782E59CD.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
2753,8410066113484,400.0,Heinz,Maionese de cebola e alho 400 ml,,2.89,7.23,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CB59DADB624294DBACBA357544AFD162.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
2788,8410199790958,130.0,Cheetos,"Aperitivos futebolas, embalagem de 130g",,1.69,13.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E3E638A2C20F2794B685C451FDB40F7.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
27921,3600523587315,200.0,Elvive,"Máscara Cabelo Elvive Reconstrutora Dream Long, emb. 300 ml",Embalagem de 200 ml,4.99,24.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F617A6480E1DFB510E6663730A453A0A.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
28366,5604086238026,750.0,Três Bagos,Vinho DOC Douro Reserva Tinto,"Garrafa de 0,75L",8.99,11.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CC0C36D15EE266EB0410A0A00AD24762.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
28498,7613287238504,9000.0,Friskies,Ração seca para cão balance frango,Embalagem de 9 kg,17.54,1.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C4846467E08228D9625C430B5E568A9D.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
28511,8410104889111,,Finish,Pastilhas Limpa Máquinas,Embalagem c/ 3 un.,5.49,5.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FD70FB61B60D1D010225A23710A0F1DA.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
29082,5410976140122,250.0,Guylian,"Bombons Frutos do Mar, emb. 250 gr",,8.69,34.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3C8BEB0B5F241708B6F819F9DEEA51D5.jpg,,,2025-12-24T23:59:59Z,PROSPECTUS,13,3,,,,
29434,8412600028568,500.0,Bimbo,"Pão de Forma Artesano com Côdea, emb. 500 gr",550 g,2.29,4.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3CFE72B428C8815F287AEBF5DD23696F.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
29717,5604260246328,1000.0,Porsi Vivabem,Bebida de Soja Sabor Baunilha 1l,,0.94,0.94,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E894C778C537C2728FC25CE8A311F2EA.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
30115,5449000016737,1000.0,Coca-Cola,"Refrigerante sem cafeína, garrafa de 1l",,1.35,1.35,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/23CF5CDA5B630E80CF6F88C3DB4BC0F8.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
30165,8410436320573,1100.0,Sonasol,Lava Tudo Brilhante Eucalipto,"embalagem 1,1L",2.99,2.72,1100,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D59B5FEAE0C00D87C9E61FEE70A9A3D.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
30189,5601531118124,750.0,Moncao,"Vinho verde branco adega de monção escolha, garrafa de 750 ml",,2.99,3.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EF0EE8DAF604D2E25A59A3BBF00C3253.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
30879,5601195620124,1000.0,Pedras Salgadas,"Água com Gás Frutos Vermelhos, emb. 4 x 25 cl",,2.29,2.29,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DACC98E3A99D2D4256E058D5E52543E9.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
3169,4023103168237,,Vileda,"Saco lixo super+ 50 litros, 10 unidades",,1.45,1.45,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/230393495981253B135138ECBF9913C6.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
33417,7613036607681,240.0,Cerelac,"Papa Infantil Láctea Aveia, Maçã e Cenoura Seleção da Natureza +6M, emb. 240 gr",Embalagem de 240g,2.99,12.46,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A44EB4797E6113C3E0EEBA3D69E28D1E.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
34115,5010504100095,700.0,Cutty Sark,Whisky,Garrafa de 700 ml,12.69,18.13,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2BC314804C41B6E623B4ADD6D620E800.jpg,,,2025-12-24T23:59:59Z,PROSPECTUS,13,3,,,,
35280,3250391999781,,Labell,Escova de Dentes Luminosa Dos 3 Aos 6 Anos - 1 Unidade,1 un.,2.05,2.05,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/984C7882F839BC26F81F38CA85FF073D.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
35297,5601314223205,500.0,Vitalis,"Água sem gás, garrafa de 0.5 l",,0.33,0.66,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7FE52B99CA553391F86364EECEA547A5.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
35558,5601151973721,3500.0,Pepsi,"Refrigerante com gás, pack de 2 x 1.75 l",,3.18,0.91,3500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4591303E8886D5226C017EC0EFBDEC41.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
35884,7613036886536,400.0,Yogolino,Yogolino morango banana 0% açúcares adicionados 4x100g,Embalagem de 400g,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7807C1DC6FDB66074A291996AEB79A89.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
36186,8715700017006,570.0,Heinz,"Ketchup top down, 570g",,3.24,5.68,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/61C6EABD68232C332B75678207D54C3E.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
36655,8410436343404,500.0,Sonasol,Spray casa de banho brilhante,Embalagem de 500 ml,1.99,3.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/74C5950FE2E809CF8D1EA09C76858123.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
36657,5601217132673,500.0,Cillitbang,"Spray lixívia e higiene, de 500 ml",,2.49,4.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D9B27A41A222F2F218026715A414F2D0.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
36659,5604260300549,500.0,PorSi,Camarão Cozido 20/30 500 G,Embalagem de 500 g,7.99,15.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/76A477C5255D5005097F6D1F4D95E61F.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
37761,5604260273638,1000.0,PorSi,Lasanha a Bolonhesa 1k,,4.49,4.49,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2EF38A69CF4E19739293D8A40C320DDE.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
37812,5604260301065,,PorSi,Fraldas Premium T3 4-10 kg - 60 Unidades,,7.99,7.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4EAC10020B9224D6442ABE842B034538.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
37814,5604260301089,,PorSi,Fraldas Premium T5 13-18 kg - 42 Unidades,,7.99,7.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C13EDAEA790705BF6C3FF3D6193E73D1.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
38291,8410436343527,1100.0,Sonasol,"Lava Tudo Desinfetante, embalagem 1,1l",,2.99,2.72,1100,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3BCE9789D68C09F6CE19611FDEABB947.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
38330,7613036886994,400.0,Yogolino,Yogolino pêssego banana 0% açúcares adicionados 4x100g,Embalagem de 400g,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/46F9E1E8ECDF4D5D7026305EEF6FB459.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
3916,3250391332779,,Labell,Dentífrico Júnior 7-13 Anos 75 ml,Embalagem de 75 ml,0.79,0.79,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B9B794ADAEA365AE7AF99E6BE46AB75F.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
392,8712566173860,68.0,Knorr,"Canja com aletria, embalagem de 70g",,1.6,23.53,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0FDE190C3180267DE92D355FE905E718.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
40834,8718951333390,1000.0,Ajax,"Lava tudo boost vinagre, 1 l",,1.99,1.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA079AF8B407E3DB4BE3429621BC2D32.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
41041,8001480703001,700.0,Neoblanc,Tira nódoas em spray cores,Embalagem de 700 ml,2.99,4.27,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1B7BCC034AAC45310DFFCE9E289F80C7.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
41149,8710522571477,225.0,Linic,"Champô para homem oleosidade, embalagem de 225 ml",,3.34,14.84,225,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B14FEECAAF1AB05F6A47FD9FA1FDD524.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
419,8718114882536,50.0,Knorr,"Sopa de cebola, embalagem de 50g",,1.6,32.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40DE8A4B0CCB6E254052E81CFB00180A.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
41901,7613037677591,250.0,Cerelac,"Papa Infantil Farinha Láctea com 40% Menos Açúcares +6M,  emb. 250 gr",,2.49,9.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/029375962274AEB82420915E9195E54A.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
42122,5604260304332,2000.0,PorSi Select,Alimento Seco Gato Pro Adulto 2 kg,,5.39,2.7,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9C42A2744D89F3E2795F5F8D5BEC84F2.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
42518,8001841677194,,Dodot,Fralda cueca T5 | 12 a 17 kg,Embalagem com 30 unidades,8.39,8.39,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CD52966267B9BDE508D8314F6FB7A801.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
4320,3600540623751,200.0,Narta,Desodorizante spray invisível,Embalagem de 200 ml,2.69,13.45,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EC9269598EAC7B2811885471BF4FBA2A.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
43305,7613039531853,400.0,Yogolino,"Iogurte natural sem açúcares, 4 x 100g",,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D14F8D1F0D079BCE10587AF10DBDB6CC.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
43391,5604260311361,375.0,PorSi,Cereais Tufados com Chocolate 375g,,2.09,5.57,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0428AE1F5CD3BB970CAA041BF746DC66.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E78E95CAFB58715E2FD207B8F077F2E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E78E95CAFB58715E2FD207B8F077F2E.jpg,2025-12-10T23:59:59Z,PROSPECTUS,13,3,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E78E95CAFB58715E2FD207B8F077F2E.jpg,,,
43658,5604260312672,275.0,PorSi,Pérolas Perfumadas Fresh 275g,Embalagem de 275 g,2.99,10.87,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C481D383E04EE387D22A1B430E527754.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
43845,5604260312603,2520.0,PorSi,Detergente em Pó Lavanda.2520 G,,6.29,2.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A8AF58D60C6541AE419920369BC0182C.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
44788,5603722514777,480.0,Mimosa,"Iogurte sólido sem lactose morango, 4 x 125 g",,1.99,4.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3DB7F02446D5B9722A9F0B8C3AE2AFA0.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
44827,5060751213512,500.0,Monster,"Bebida energética energy ultra fiesta mango, lata de 500 ml",,1.39,2.78,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/36E7A9CCEFBA2C0AF6B53A03ABEB5326.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
45773,5054563087829,75.0,Aquafresh,"Pasta dentífrica eucalipto, lima e menta",Embalagem de 75ml,1.84,24.53,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F94A046F2A6C727F7B6BE2D468B428F.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
46342,8720181031632,150.0,Axe,"Desodorizante Spray Apollo, emb. 150 ml",,3.59,23.93,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/918EEAAD84BF0853F5CD5D8C1170D1CF.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
46517,5000204208917,750.0,Pato,"Líquido sanitário ação total pinho, 750 ml",,1.94,2.59,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08C17A1F547C898E2E6E9CBB3441BB2A.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
46770,7613287238290,9000.0,Friskies,Ração seca para cão active,Embalagem de 9 kg,17.54,1.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/87E5E98AAB65EA72424F3136636153B9.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
46824,5603722518270,720.0,Mimosa,"Iogurte magro aroma multi sabores de morango/coco, 6x120g",,1.99,2.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1F13564A32ADE4727C9B834FE2B8090.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
46828,5601195650121,1000.0,Pedras Salgadas,"Água com gás tangerina, pack 4 x 25 cl",,2.29,2.29,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C741A105A5ADD4B4B95BF633150AA653.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,3,,,,
