identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,avantages_dateFin,avantages_categorie,nro_paginas,page,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,images_6,images_7
43425,5604260312580,4725.0,PorSi,Detergente em Pó Active Action 4725 G,,9.99,2.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8061A0C112DF4AB9D54435C029928FCA.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
43903,3600522107385,150.0,L'oreal Men Expert,Desodorizante Spray Carbon Ice,Embalagem de 150 ml,2.99,19.93,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D440A2BDB65E62CF7FEFD9145C107680.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
44741,7613287093233,330.0,Nestlé,"Achocolatado intenso 40% cacau, embalagem de 330g",,5.99,18.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6ABD0AF4397116A85051453F7C6CB96D.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
44787,5603722514753,480.0,Mimosa,"Iogurte sólido sem lactose natural açucarado, 4 x 125 g",,1.99,4.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35984C618EBE70735004241676F2F775.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
4484,4002448003533,,Calgon,"Anti calcário para máquina de roupa, embalagem de 15 pastilhas",,6.99,6.99,15,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A44E08731433528E1B37AF8859C05AB4.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
44895,8710604741842,33.0,Knorr,"Chili com carne 1, 2, 3...sabor!, embalagem de 33g",,1.19,36.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0FC3FD038BB457F02AE1D4A0906FFDD.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
45029,3600542369794,400.0,Garnier,"Champô Ultra Suave camomila, 400 ml",,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3D84CCE5242E797E89883507C54F8153.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
45426,0810019370205,284.0,St.Dalfour,"Doce de manga e maracujá, frasco de 284g",,3.29,11.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8389F9359E6B7AC2A08855A3A82807ED.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
46660,5601172231480,20.0,Blédina,"Snack estrelas ananás e quinoa, 20g",,0.99,49.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7CAAD00F05B7228D14E4162DC8FC404B.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
46666,5601172231459,20.0,Blédina,"Snack tubinhos de cenoura e milho, 20g",,0.99,49.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3167599A7B56491E0F3468E8C33539D0.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
46849,5604260316502,1200.0,PorSi,"Alimento Humido Cão Vaca Arroz Ervilhas 1,2kg",,2.39,1.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EDB60C499834E10585A782F49B2D1D3B.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
48015,7613287491909,340.0,Felix,Comida Húmida Gato Seleção de Peixes,Embalagem de 4 x 85 g,2.24,6.59,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8DB5810AA0EC4F7E28839F740BBA9BB3.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
48600,4000388179004,500.0,Dove,"Recarga sabonete líquido, 500 ml",,3.14,6.28,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D262232B25CEAC8C1D619B24AE0214C4.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
48737,7613287785886,100.0,Yogolino,Nestle yogolino alimento lacteo banana +6m 90g,Embalagem de 100g,0.86,8.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/91B503F7B2097A66BF911F102857520B.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
48738,7613287785398,100.0,Yogolino,Nestle yogolino alimento lact. maca morango +8m 90g,Embalagem de 100g,0.86,8.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/099E6FED97461079E3762698578C9B20.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
49177,3600523966752,150.0,Elvive,Spray Protetor de Calor Cabelo Comprido e Liso,150 ml,5.59,37.27,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/210A21B9957FF3EBFDB7D3F2679513DF.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
49270,7613287494306,340.0,Felix,Comida Húmida Gato Fantastic Gelatina,Embalagem de 4 x 85 g,2.24,6.59,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AB20C2BC5C506F50A662C1224932F7C2.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
49362,8410104898342,,Air Wick,"Recarga ambientador elétrico vanilla, 19 ml",,3.59,3.59,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E096C33C031D414CC8D723E9334FC8F.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
49387,4001724039235,375.0,Dr. Oetker,Pizza Ristorante Bolognese,Embalagem de 375g,3.69,9.84,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/46053FB4E0DC2CE725978B30687992F4.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
495,3041090004841,200.0,Bledina,"Refeição pronta, boião de legumes e vitela, embalagem de 200g",,1.48,7.4,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B7B49515AC600DC98F5ACF6AD0E7C397.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
50019,8719200231740,450.0,ProActiv,"Creme vegetal para barrar, embalagem de 450g",,4.49,9.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/181CD8B428B99078698C5E3401B33A90.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
5032,5601028009164,,Renova,Papel Higiénico Super Folha Dupla,Embalagem 48 Unidades,14.65,14.65,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DAC7C97D0E281172DFC4FCEA24E5A707.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
5040,5601029001310,115.0,Pitéu,"Mexilhão escabeche, embalagem de 115g",,1.79,15.57,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BD3FC46F63E363AEC58C281136A05ECE.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
50498,5775345202918,700.0,Sunquick,"Concentrado laranja e manga, garrafa de 700 ml",,6.15,8.79,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3803759170143DBE40106674B25806B.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
50585,5011546475165,140.0,Nescafé,"Cappucino, 10x14g",,2.69,19.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1B273BE6C035C1849789CACAEFB1B0C.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
50949,8410104898298,750.0,Vanish,"Tira nódoas spray desengordurante, 750 ml",,4.49,5.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30BFC1FBF59084C87DB41E232C17BF7C.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
51045,8410436430333,,Persil,Detergente máquina roupa 4 em 1 cores,40 cápsulas,9.99,9.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A4CD99179E6F027B25DC7D76AB24FFD6.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
51177,8410436440455,,Persil,Detergente máquina roupa sabão azul e branco,76 doses,9.99,9.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5E50EB12EEC3E6015B903038248E68ED.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
51387,8410104913779,224.0,Air Wick,"Ambientador recarga active fresh lavanda e lírio, 224 ml",,5.99,26.74,224,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/76765BD2400C8838C8377F3EC0871886.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
51560,5601174792002,750.0,João Pires,"Vinho rosé península de setúbal, garrafa de 0.75 l",,3.49,4.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5C884C754161C78D04BEEB9A8611ACBF.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
52087,7613033477355,1500.0,Friskies,"Ração para Gato Adulto Esterilizado com Salmão, Atum e Legumes",Embalagem de 1.5 kg,5.84,3.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4D268FF8FDEA3FDF3BE809F1A7B989A0.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
52931,5060184240024,400.0,Lilys k.,"Comida Húmida para Cães com Vaca, 400g",,2.24,5.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/52BF09FE10A6A8F0371EAE3C366C30EC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CF6D5DBAF3F8E83B8ED33938D25CA03F.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CF6D5DBAF3F8E83B8ED33938D25CA03F.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CF6D5DBAF3F8E83B8ED33938D25CA03F.jpg,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
53626,3600542509596,340.0,Garnier,Máscara Cabelo Ultra Suave Gama Maravilhosa,Embalagem de 340ml,4.74,13.94,340,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A2A1CFA5E77CBE04FF25DF4E2615ECC1.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
54597,5054563215376,75.0,Aquafresh,"Pasta de Dentes Proteção Completa Hálito Fresco, 75ml",,1.99,26.53,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C9370A36FD071B95F13B8F57A35419DF.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
54605,8720181468377,720.0,Dove,"Gel de banho fruity nourish, 720ml",,4.79,6.65,720,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FFA7012232765CFD968E176F1C94593A.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
5465,5601377120084,750.0,Bom Juiz,Vinho doc alentejo reserva tinto,Garrafa de 0.75 l,6.99,9.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A7CC7BCAF640824DF1115BB7706446B2.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
55047,8445291325036,250.0,Nestum,"Nestum Cereais Proteína, 250g",,1.99,7.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60118FC3A66CD4FA6B7C87A7FDB061C9.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
55099,5000116127351,600.0,Iglo,"Crocante de Frango Cordon Bleu, 600g",,9.99,16.65,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1257F760893EF5376CD3646B7D226BD2.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
55245,8719200021242,500.0,Becel,"Creme Culinário Líquido, 500ml",,2.99,5.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/478344CAF06A9054474A177948CC3583.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
55269,8720182948793,500.0,Cif,"Multiusos Spray 3 em 1 Lavanda e Samambaia Azul, 500ml",,2.19,4.38,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/43329273126D7F7EFAE380CB123C3668.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
55314,8445291110243,,Nescafe,"Cápsulas de Café Grande Int 5, 12un.",,4.49,4.49,12,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BC37CDA74CD1C42A9C097214193E7652.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
56070,8710522983997,175.0,Knorr,"Risoto de Espargos, 175g",,1.99,11.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CB4ECAF6028FD991F30723EB8FEFDD9A.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
56122,7622202294525,90.0,Milka,"Chocolate Biscoff, 90g",,1.99,22.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/63E34790DC6AD56D87B1382BFB918D65.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
6579,8412400109313,750.0,Pronto,"Limpador, 750 ml",,3.49,4.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/69582F10C4D4AF319E2C2525904719C9.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
768,4005500030300,400.0,Yogolino,Sobremesa láctea morango 4x100g,,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/99F1004C0805AFB08F42231532FA4DAF.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
9246,5603034000104,400.0,São Jorge,"Queijo dop 7 meses, embalagem de 400g",,6.85,17.13,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0446C9B7F202864B369DBD76080497E5.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
9937,7622300344757,180.0,Milka,"Bolachas waffers, chocolate branco, embalagem de 180g",,2.89,16.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0AEF951C1DD74FD9B27A194F5A14E3B.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
10154,8410199002907,200.0,Matutano,"Aperitivos, amendoins no forno, embalagem de 200g",,2.14,10.7,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/96F13A5D90CDA3C0C667A12FDECF3312.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
1103,5601066200295,1000.0,Nacional,"Farinha para pão integral, embalagem de 1 kg",,1.09,1.09,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DE5DC1EF8F6F891E763443D4600958CC.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
1105,5601066200318,1000.0,Nacional,"Farinha de fubá de milho, embalagem de 1 kg",,1.29,1.29,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06308C731CC99544125385975ECE8B2E.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
11392,5410076960651,75.0,Oral B,Dentífrico Complete Elixir e Branqueador,Embalagem de 75 ml,2.39,31.87,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C5C5A58B628F316596E5658453B319FF.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
11749,5601385504852,,Polident,"Pasta de limpeza com oxigénio activo, 48 unidades",Uma embalagem,4.49,4.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AF13A44C2E9C454AC1F7532003898135.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
12237,7613034725936,390.0,Nesquik,"Achocolatado em pó extra chocolate, embalagem de 390g",,4.89,12.54,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/353302D99749C8164ECF43D711820BAA.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
12436,8411800376653,1500.0,Trina,"Refrigerante sem gás de maçã, garrafa de 1,5 l",,1.76,1.17,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4F367E0C004A63CFE21848CE8D7FAFA4.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
12544,8715035130104,150.0,Kikkoman,"Molho de soja com dispensador redução sal, 150 ml",,2.75,18.33,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/633AADF57E8BECC13514E3BC57DBF357.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
1611,5601736901293,250.0,Mar Ibérica,Cubos de tamboril,Embalagem de 250 g,3.39,13.56,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B7F6A60B0D063C4286B9079B713072D6.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
16565,5060166690380,500.0,Monster,"Bebida energética green, de 500 ml",,1.39,2.78,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0007D6DA22B3DA6620347D4A495B2B12.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
1707,5603697271743,130.0,Koala,"Gelatina zero % morango, embalagem de 130g",,0.89,6.85,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/27CDB9D4922625760ADF3A3A55479823.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
17887,8410104447526,210.0,Air Wick,"Ambientador vela duo exotic baunilha, embalagem de 2x105g",,4.89,23.29,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7D7AB5FDCDCE7BE1F7187AA9236F42F9.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
1918,5604260049301,1000.0,PorSi,Farinha de Trigo Super Fina - com Fermento 1 kg,,0.69,0.69,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/80ABBEF0426497F51EF4205BE318E7E4.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
19645,4015400715320,,Tampax,Tampões Com Aplicador Compak Regular,22 unidades,3.39,3.39,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AC3F57E1690C0393E3DDD85AFAB2DA6D.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
20087,4015400884859,,Dodot,Fraldas Activity Extra T5 |13-19 kg,48 Unidade,15.99,15.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AF260D8B657312FD61F377D27C623BA6.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5067C7115A77A89878B9ACE972357728.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5067C7115A77A89878B9ACE972357728.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5067C7115A77A89878B9ACE972357728.jpg,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
20233,8410436275798,50.0,Sonasol,"Bloco sanitário, Blue Active Floral",Embalagem de 50 g,1.98,39.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC5810AD157B74D3DE9D316FD35B4F6E.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
20693,8410104157043,,Air Wick,"Ambientador stick delicias de verão, embalagem de 1 unidades",,5.99,5.99,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4D79835921EC2C0FC786E7E67A89E081.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
20853,5606710544138,750.0,Carm,"Vinho maduro branco douro, garrafa de 0.75 l",,7.69,10.25,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5D8590409F8CB6CFA5223D165F0E1F3B.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
2113,5604260251353,40.0,PorSi,Refresco Pó Laranja 40g,,0.75,18.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0BD7609141091E335DD63DC07F7F01F7.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
22254,3600542027533,250.0,Garnier,Champô Ultra Suave Limão & Argila,Embalagem de 400 ml,3.79,15.16,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B46B172AF899CCD0B477609F00A4B15C.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
22320,5606669092100,700.0,Brasmar,Salada de Marisco,Embalagem de 700 g,7.59,10.84,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/241E140617E20CE491D638D40A0F244A.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
2456,7613030924302,400.0,Nestlé,"Yogolino pera sem glúten, 4x100g",,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84C9916E028C32BE041433875EAC981C.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
25114,8426617014087,100.0,Haribo,"Gomas funky mix, embalagem de 100g",,1.04,10.4,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C31DA74D90BF43FEBCEBB855C6649FB7.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
25333,3600542074759,250.0,Garnier,Champô Ultra Suave Água de Coco e Aloe Vera,Embalagem com 250 ml,2.94,11.76,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/745CF596874BEB3E0DBF0DF8DACDDC3F.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
25750,7613034596437,3000.0,Friskies,Ração para cão mini menu com vaca,Embalagem de 3 kg,8.44,2.81,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2296B11775F67113EEF61FB151567C52.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
25784,8714100667637,61.0,Knorr,Noodles queijo & ervas,Embalagem de 60g,0.84,13.77,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/77CED7AFDF81EB9F73CA0383A2D829EB.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
2722,8410031132519,120.0,Chupa Chups,"Chupa original, embalagem de 120g",,1.74,14.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BA2DEFE1DFFF6CEA971F6210C1289AF.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
27695,5604260278060,300.0,PorSi,Aerossol Limpa Moveis 300 ml,,1.39,4.63,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8B013C3FCB2F8EBF6EDA9930E9F88D33.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
29313,8710552260594,500.0,Calgon,"Anticalcário paramáquina roupa em pó, embalagem de 500g",,6.99,13.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3E718FA9AB627D41193B01D91DE49D1F.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
30753,4023103192577,,Vileda,"Pano microfibras colors, 4 unidades",,3.49,3.49,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/51106914752CA54C934E8C1CF795F52B.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
31906,4005900388537,150.0,Nivea,"Desodorizante pure & natural spray, 150 ml",,2.99,19.93,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A77E0FF1059640DB697D85A289690707.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
32155,4005900547316,150.0,Nivea,"Desodorizante spray black & white invisible, 150 ml",,3.45,23.0,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/99538E8BD4D7F8723E5754A0D789E622.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,8,,,,,,,,,,
