identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,avantages_dateFin,avantages_categorie,nro_paginas,page,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,images_6,images_7
49463,8445290250322,600.0,Nestum,Flocos Cereais Mel,Embalagem de 600g,3.79,6.32,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A0A62606AC144021ED115E1FAB3D0CE.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
30958,5449000957955,3500.0,Coca-Cola,"Refrigerante zero, pack 2 x 1.75 l",,3.29,0.94,3500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F2EAD17F7ACB8ABDBC63DEE76B961767.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
13866,2891048000000,1000.0,Porco,Bifanas,Vendido ao peso a partir de 1 kg,4.49,4.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72DE0DA6B485199AC995C629E3E4D279.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
6267,8016825926687,75.0,Aquafresh,Pasta dentífrica menta fresca,Embalagem de 75 ml,1.84,24.53,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5AF61545461116CEF40994D7E37A4C54.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
13048,2893561000000,250.0,Marisco,Ameijoa Branca Vietnamita Congelada,Vendido a partir de 250 gr  (aprox.),0.45,1.79,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EB1BC296FF41180E6F3E1626AD4F78AA.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
26047,8412600070994,650.0,Bimbo,Pão de forma s/ côdea,Embalagem de 650 g,2.14,3.29,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5D9620F17746A1D49642D0DCBD72A2D3.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
17207,8006540943687,1800.0,Fairy,Detergente manual de loiça limão,Embalagem de 2 x 900 ml,6.99,3.88,1800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2EE328B1B3FB1BA0162E77ED87C40E9.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
12972,2892040000000,200.0,Fruta,Banana,1 un = 200 gr (aprox.),0.2,0.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1515327A77B72426B2932390DFBE18E5.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
26524,5606710533125,750.0,Carm,"Vinho tinto douro, garrafa de 0.75 l",,7.69,10.25,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A9CD625A03781F78FB8CB39645855272.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
854,5010394133852,500.0,Pedigree,"Guloseima para cão biscrok, embalagem de 500 g",,3.49,6.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0D226EB3269B404D077B080902C1C0AC.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
38330,7613036886994,400.0,Yogolino,Yogolino pêssego banana 0% açúcares adicionados 4x100g,Embalagem de 400g,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/46F9E1E8ECDF4D5D7026305EEF6FB459.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
53469,5601028019941,,Renova,Rolo Cozinha Máxima Absorção Extra XXL,Embalagem de 2 unidades,1.99,1.99,2,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F4A90C9D477EA88B96B77E4FB64FF1F5.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
51837,8711327587205,2000.0,Lipton,Ice tea lipton pessego 2l,,1.99,1.0,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/337078DD8DFA2309401BA5C925E0DABA.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
15503,8410500018931,400.0,Danonino Danone,"Iogurte líquido danonino tutti frutti, embalagem de 4 x 100 g",,2.09,5.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49D4DFA8C6DABEB79926D4F0312C64D8.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
26300,4000388177000,250.0,Dove,"Sabonete líquido original, 250 ml",,2.39,9.56,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E48FE147EDAF5E4C408B9B5A3DC58EA7.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
53258,8445290554499,28.0,Nestlé,"Snack Para Bebé Morango e Banana, 28g",,1.06,37.86,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6892F063E24374E65ABAEF0E93A198F3.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
55354,8410063095202,1200.0,Pescanova,"Barrinhas Pescada Panada sem Gluten, 1.2Kg",,7.89,6.58,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D2F57A76EACAFAE8D2E905FFD81B787B.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
8415,8410500007836,600.0,Danone,"Actimel iogurte líquido tutti frutti, embalagem de 6 x 100g",,2.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0712AE23BC1EFB6DA91FF7C37F68326A.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
2506,7613033269707,400.0,Friskies,Ração para gato adulto com atum e legumes selecionados,Embalagem de 400g,1.86,4.65,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/78CC0CA3CDAE4BE7B2C258204163FE70.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
17402,8412600027233,700.0,Bimbo,Pão forma familiar normal,embalagem de 700 g,1.89,2.7,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BD26753EF23D0DF0FDC14FCDC181B902.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
12978,2892462000000,400.0,Legumes,Alface Frisada,1 un= 400 g (aprox.),0.58,1.45,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11753DE36CD8D1B450ED5A40B08A088C.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
34996,5601174790008,750.0,Joao Pires,"Vinho branco regional península de setúbal, garrafa de 0.75 l",,3.49,4.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06A55366E12859F57878E0AD687C3A61.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
15161,5604260274246,1000.0,PorSi,Cenouras Programa Origens,Embalagem de 1 kg,0.89,0.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/558C3AC1450C10C8B2395D06441C5423.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
13886,2891108000000,1000.0,Frango,Bife de Frango,Vendido ao peso a partir de 1 kg,6.49,6.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/519BDC237EE2CC43FB5B010D4FF5A15B.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
34877,5604260285464,1500.0,PorSi,Maçã royal gala categoria II Programa Origens,Embalagem de 1.5 kg,1.89,1.26,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F091E3663EBAE6E7A8981702DFBCC609.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
12888,2892090000000,500.0,Fruta,Manga Avião,1 un=500 gr (aprox.),1.95,3.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3E5B8447376E0E91C2C4BB7B1444B76.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/842EA0C904154D230A3A6F63A245D264.jpg,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
21292,5604260263837,250.0,PorSi,Alho Seco,Embalagem: 250 g  ,1.49,5.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CACD04AEB53BB065A4A6DA5A64A1473.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
13934,2891062000000,250.0,Porco,Rojões,1 un = 250 gr  (aprox.),1.12,4.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/925F2FDC1F925A7FD71EE6165315B22E.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
2312,5604260271832,185.0,PorSi,Cogumelos Laminados 355g,,1.19,6.43,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60708037644026A27C2FB6731A0DAB33.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
37515,5604260294367,1000.0,PorSi,Arroz Agulha Europa 1000g,,1.25,1.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3AE7BF941A236F6D331254BF58EBAFEF.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
36926,5604260296729,200.0,PorSi,Queijo Flamengo Ralado 200g,,1.49,7.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F6D59516B9D2618D85900EEE413C27AC.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
37744,5604260301805,540.0,PorSi,Feijão manteiga,Frasco com 540 g,0.85,1.57,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B9B74EE9D5F4C86738772A5B6758433E.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
13894,2891044000000,1000.0,Porco,Entremeada sem Entrecosto,Vendido ao peso a partir de 1 kg,4.89,4.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/033DDCE7C7F9A9CD99F0A4BEB2F74462.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
15279,5604260276356,200.0,PorSi,Queijo Flamengo Fatiado 200g,,1.69,8.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/85DD1F9692D11A8FD3C2C7B23D4282CC.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
36253,5604260290246,200.0,PorSi,Nata Uht Light para Culinária 200ml,,0.79,3.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/74793DCDE44A2C870A0969856DFE2B90.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
43847,5604260303601,2000.0,PorSi,Sal para Máquina de Lavar Loiça 2kg,,0.79,0.4,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D82E0D3BEDB9300391E79B76131FD377.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B794A5967EB64687E479EB017EFD747A.jpg,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
11967,5601049612336,250.0,Mimosa,"Manteiga com sal, embalagem de 250g",,2.19,8.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2C2D066D904F137421CA4F472DC07738.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B59AE74FD0DBE6C3112F001AFF69E867.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BB9196C3025886DBB6F20EDD70A1CA7A.jpg,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
13897,2891053000000,1000.0,Porco,Lombo sem Osso,Vendido ao peso a partir de 1 kg,4.99,4.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/415564DA70574ED3C1D7475F1F28BDB6.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
2045,5604260162826,750.0,PorSi,Legumes Grelhados 750g,,2.99,3.99,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/845602AF8FB81F0C9D78DA970301013F.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
23277,5604260281268,150.0,Porsi Programa Origens,Salada Aromática 150 G,,1.19,7.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C822174AC715DAAEACE1CDBB865D9449.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
43864,5604260310296,1500.0,PorSi,"Lima-limão Zero 1,5l",,0.67,0.45,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/59A3DE48DE214FDE3CF11677F5E9C81B.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
51094,5605378209106,500.0,Legumes,Cebola Doce,500 g,1.39,2.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3A195161818002B079AE373F23C98D9.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
16365,5604055112005,1000.0,Fastio,"Água sem gás, garrafa de 1 l",,0.47,0.47,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D9A5DA87896331814D054CBE16430809.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
36704,5604260300655,270.0,PorSi,Atum Posta Ao Natural 385g,,2.67,9.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E8F48924D1C68054BF8CC7FA6C97A49.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
52774,5604260329748,630.0,PorSi,Polpa Tomate Tetra 3x210g,,1.49,2.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D676468F00FF559F0BECC7FC3D16CCA.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
12943,2892087000000,1500.0,Fruta,Mamão,"1 un = 1,5 kg (aprox.)",5.84,3.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E92859558CF3617793775ADAD1A11B14.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
13892,2891041000000,1000.0,Porco,Costeletas do Lombo,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/589E4AFE71E19AF7FEB32FB0C0E176FF.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
14854,2891117000000,2350.0,PorSi,Pato inteiro com miúdos,1 un = 2.250 kg (aprox.),10.53,4.48,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E5F2031D60089F4C13D404725928D593.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
1847,5604260301683,540.0,PorSi,Feijão branco,Embalagem de 540g,0.85,1.57,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/65F3549F5DD8B5CB836B8FAB01DCCC43.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
23276,5604260281299,175.0,Porsi Programa Origens,Salada Gourmet 175 G,,1.19,6.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B8FE4793F676EB4D411F04A36543FE6.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
37421,5604260290222,200.0,PorSi,Nata Uht para Bater 200ml,,0.83,4.15,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA639A4F29FBE6D71D02CD3BC30863EF.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
41640,5604260301737,540.0,PorSi,Feijão encarnado em frasco,frasco de 540 g,0.85,1.57,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C91F959C8FD02C2055DD0A1A4950A458.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
45024,5604260310807,750.0,PorSi,Bolachas com Recheio Sabor Chocolate 750g,,2.79,3.72,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29B3BB2934636886F199750FCAEBCBBC.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
50657,7622201723767,150.0,Philadelphia,Queijo Creme Original,Embalagem de 150g,1.79,11.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/20323EE24C6F48A7328A69B95A2AA090.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
55263,8445291133372,220.0,Sical,"Café Moído Moagem Universal Tradição Int 11, 220g",,3.34,15.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2C71B4BE8C62CE03863B42CCFD75F09E.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
5966,5604260272792,5000.0,PorSi,Lixívia Perfumada 5l,,1.99,0.4,5000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2B3492AFD036B535D5871D4B50DFD280.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
9279,5603533652002,1000.0,Frize,"Água com gás limão, pack 4 x 0.25 l",,2.09,2.09,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11B7A1FE3C8011649267813E9487639D.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
14198,5604260273683,800.0,PorSi,Bolacha Tostada 800 G,,1.69,2.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2D5FAAB4BD35CE24623ED7F165261C0.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
16939,7622210475411,171.0,Triunfo,"Bolacha digestiva go canela, embalagem de 170g",,1.84,10.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D9C53D2478AF2B3727D495A573D3A599.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
1816,5604260301775,540.0,PorSi,Feijão frade,Embalagem de 540g,0.85,1.57,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F863BEC0F48D2513FC0D1879484DF975.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
18488,5600744051013,220.0,Saborosa,"Bolacha de manteiga belga original, embalagem de 220g",,1.49,6.77,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/435E3C8EAE2EA4A45A8BB3A81B14CF20.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
1964,5604260061549,210.0,PorSi,Wafer Baunilha 210g,,1.17,5.57,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE1901FA5655C3C5C219D23CA15136C7.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
29434,8412600028568,550.0,Bimbo,Pão de forma artesano,550 g,2.29,4.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3CFE72B428C8815F287AEBF5DD23696F.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
37948,5601217132697,500.0,Cillitbang,"Spray limpeza casa de banho, embalagem de 500 ml",,2.49,4.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62E5A8E0A6D5CF81B7A29AA6D1070117.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
38148,5603722519123,1000.0,Milhafre,Leite de Pastagem Biológico Meio Gordo,1 litro,1.14,1.14,1000,L,€/L,,Produtos Bio,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DCB3EAE989BC2DDA8E3D76C140D59BA5.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
40552,5604260295364,1500.0,PorSi,"Refrigerante Laranja/cenoura s/Gás 1,5l",,1.25,0.83,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB9B94F7EB4C28BFE7144B63CAF7080D.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
40788,5604260303700,1500.0,PorSi,Amaciador de Roupa Concentrado Lírios e Morangos 60d,,2.19,1.46,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F0388E5FB215AA074292F8ECB3246921.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
42154,5604260304707,340.0,PorSi,Fiambre Perna Extras Fatiado 2x170g,,2.99,8.79,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/522CF7C8AF248AB65F1CD031BC66A250.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
43646,8710847961182,360.0,Linic,"Champô para homem anti caspa controlo de oleosidade, embalagem de 360 ml",,4.94,13.72,360,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4EC0FE1518ACC7EF03C938B6AC4530E4.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
44645,8710604741859,36.0,Knorr,"Esparguete à carbonara 1, 2, 3...sabor!, embalagem de 36g",,1.19,33.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A9ADB7151712EC69C622800C5116043.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
45700,5604260314249,680.0,PorSi,Detergente Máquina Loica Td1 Limao 40p,,4.39,6.46,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E2AF666FA080D39884D54C761B4D071C.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
46162,3083681106480,400.0,Bonduelle,"Salteado parisino, embalagem de 400g",,2.59,6.48,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4DE85AF2C08839F22568D1C815770BA6.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
49539,5604260310494,200.0,PorSi,Miolo Camarão 40/60 200g,,3.99,19.95,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A036B005A101B484065D523FC40EFC8.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
49767,5601151969106,1000.0,Frize,"Água com gás ananás, pack 4 x 0.25 l",,2.09,2.09,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/894FBD4D289713EED7DB570E33675A74.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
49831,8445290157348,390.0,Nesquik,"Achocolatado em pó, embalagem de 390g",,2.99,7.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1C8D0ADDD419DD646B2CF36E18D3378F.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
50624,5603722520969,200.0,Mimosa,"Nata culinária sem lactose, 200 ml",,1.04,5.2,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/17C52EE6D7D8FA0AE40E9527FFF803CC.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
52361,5604260330485,200.0,PorSi,Pão de Hamburguer 200 G,,0.85,4.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2FC19DED276F09C4A0348E24A43EFD31.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
52600,5601217137951,1710.0,Quanto,"Amaciador roupa concentrado ouro e orquídea branca, 95 doses",,3.99,2.33,1710,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D5BBE20226E42754DBBAD723FC764C65.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
52886,5603722523113,200.0,Mimosa,"Natas para carne, 200 ml",,1.04,5.2,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4EBFFD3487ED8CD46A9B8FA3FCE4C121.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/974E5E2703AF4694FB78F37DC9D40DC9.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/974E5E2703AF4694FB78F37DC9D40DC9.jpg,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
