identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page,avantages_dateFin,avantages_categorie
16405,7622210369970,31.0,Royal,"Gelatina limão 10kcal, 30g",,1.44,46.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7AA2E36D9ABF6112C08AB10A3E88D801.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
16557,5411188117032,1000.0,Alpro,"Bebida arroz, embalagem de 1 l",,1.99,1.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/61D6FD6A757E9F45F219DD23E770A690.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
16933,5604260277292,55.0,PorSi,Cápsulas Café Fortissimo Cnpx10,,2.29,41.64,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D2685B35A81DF08A80F802272D6D4C46.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
17025,8410376044393,210.0,Gullón,"Bolacha diet nature recheio creme, embalagem de 210g",,2.44,11.62,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3C0FFBECBE5DE5BDE5FFCEFD7C4DF4D7.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
18427,3600541743922,400.0,Garnier,Amaciador Ultra Suave Tesouros de Mel,Embalagem de 400 ml,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C6FBD2F9D7CF07F291D3DDA862938E55.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
18461,5602737000084,,Royal Leerdam,Cálice 54Cl,1 unidade,1.49,1.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0EB59F08B13716C452A33BB80B70AAC.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
18514,8410376042481,220.0,Gullón,"Bolacha diet nature recheio iogurte, embalagem de 220g",,2.44,11.09,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0A6085CDB3AA6A46689D6D07414F74BA.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
18711,5604575000035,750.0,Cabriz,"Vinhos branco reserva dão, garrafa de 0,75l",,7.49,9.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/91905A0429F048BD49D00D8F03E1B9E2.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
18732,8008820148485,750.0,Sorbello,"Lambrusco branco, garrafa de 0.75 l",,2.29,3.05,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA86C7CAE1ED4481A60ED25D1BEF42CA.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
18733,8008820148461,750.0,Sorbello,"Lambrusco tinto, garrafa de 0.75 l",,2.29,3.05,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62BD2539D7B45959B53E45E15DBCD80B.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
19024,5602182050337,750.0,Monte da Ravasqueira,"Vinho branco, regional do alentejano",Garrafa de 0.75 l,3.59,4.79,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5CEF7A4D047531ABB404B4433DEDA4A1.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
19025,5602182041137,750.0,Monte da Ravasqueira,"Vinho tinto, regional do alentejano",Garrafa de 0.75 l,3.59,4.79,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1821D5A6D0882FB1436C82B621D803EB.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
19104,5600353670056,750.0,Critterium,Vinho regional lisboa tinto reserva,Garrafa de 0.75 l,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/66476694A5C1B73CEB8E360341CB54A6.jpg,,,,,,2025-09-21T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-18T00:00:00+01:00,99.0,0.9975,15,9,,
19671,8431890077230,500.0,Sensodyne,"Elixir bocal, cool mint",Embalagem de 500 ml,4.84,9.68,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/24A5F08195A0149ECA0431F0EC6A8B38.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
19954,5602947000416,750.0,Quinta da Pacheca,Vinho tinto doc douro superior,Garrafa de 0.75 l,9.99,13.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0AD1FE231F09F3E2DDE62289E3088EE1.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
20033,5601989980809,750.0,Esporão,Vinho tinto reserva esporão 75 cl,,15.99,21.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/33B8E98BB5338C2B4E29C9099A39A7A8.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
20587,5601174272009,750.0,JMF,"Vinho regional península de setúbal tinto, garrafa de 750 ml",,2.19,2.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6FB85D2D1F62FB6BD903CE0263E5474B.jpg,,,,,,2025-09-21T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-18T00:00:00+01:00,99.0,0.5475,15,9,,
20870,5600390418055,750.0,Castelo dos Mouros,Vinho regional alentejano branco,Garrafa de 750 ml,2.99,3.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0DCAD7C41687922D61894775C5EAF4C.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
21260,5601766300141,750.0,Alorna,"Vinho maduro branco, garrafa de 0.75 l",,6.74,8.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9E32CC4B1FD269553B0FE8B2A7126552.jpg,,,,,,2025-09-21T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-18T00:00:00+01:00,99.0,1.685,15,9,,
21582,5604846103380,750.0,Quinta de la Rosa,"Vinho doc douro, tinto",Garrafa de 750 ml,10.49,13.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7B70045ED3A09F8E9005E28AA3F4C179.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
21619,5601174207001,750.0,Jose Sousa,"Vinho regional alentejano, tinto, garrafa de 0.75 l",,7.49,9.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3721731076F799A2E679A5F8A85C3912.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
22321,5601989981851,750.0,Esporão,"Vinho doc alentejo reserva branco, garrafa de 0.75 l",,14.99,19.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/930EC636ACBB571BF5A75E1D1F29B956.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
22381,7613032625474,42.0,Lion,Chocolate lion,Embalagem de 40g,1.29,30.71,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EB9928685917D4E167BEA2B9E73B65C7.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
22763,5601043114430,125.0,Branca de neve,"Mousse limão, embalagem de 130g",,1.69,13.52,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F8C371D646E2FE97B563016B8006223A.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
23212,8434165444874,500.0,Cuétara,Flakes,Embalagem de 500g,4.49,8.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CC121506D871F0F51539CF52E923C27C.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
23213,5604321029990,350.0,Cemporcento,"Granola frutos vermelhos, embalagem de 350 g",,3.74,10.69,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A763C8CC7DF9F4889A6C14CA77752031.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
23567,3600523299850,50.0,L'oreal Men Expert,Desodorizante Roll' On Shirt Protect,Embalagem de 50 ml,2.69,53.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/59B0AFB6C9A9DA1678B385D33DB97EFE.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
23786,5600390418734,750.0,Dharma,Vinho DOC Dão Tinto,"Garrafa de 0,75 L",3.59,4.79,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F23C88B1D1614FE8A4DAE881FDF16927.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
24518,5603034000135,300.0,São Jorge,"Queijo dop cura 12 meses, 300g",,6.89,22.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4C8F283549970058DFCB13142F04FE1D.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
24829,5601110006071,750.0,Cabeça de Toiro,"Vinho reserva doc tejo rosé, garrafa 0.75l",,5.49,7.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8975B2E67DCA308BFE77E8E6CBD34854.jpg,,,,,,2025-09-21T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-18T00:00:00+01:00,99.0,1.3725,15,9,,
25052,3023290113684,480.0,Longa vida,"Iogurte 0% pedaços muesli e cereal, embalagem de 4 x 120 g",,2.29,4.77,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B9708A300CA1B65EB55080078379CE89.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
25217,7613035799806,375.0,Friskies,Ração para gato adulto esterilizado com peru,Embalagem de 380g,1.86,4.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8B5C7DDB43B395EB9DF0A40D36A5846E.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
25338,3600542075350,400.0,Garnier,Condicionador Ultra Suave Leite de Coco e Macadâmia,Embalagem de 400 ml,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F14B38993C3AECCDBAF4177D1E202C3.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
26549,3094905001436,,Aquafresh,Escovas Dentífricas Limpeza Flex,2 un. + 1 Grátis,2.84,2.84,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F1287D0C49D30EE3EDA2BDFA782E59CD.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
2656,8002205010060,650.0,Friskies,"Snack para cão biscuit original, de 650 g",,3.66,5.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/894114FFB389A52ED0086C0D2C626189.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
26592,7622210776167,154.0,Oreo,Bolachas brownie tubo,Embalagem de 150g,1.49,9.68,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/91AC0972A758ADEFF656D9B5BBE3103A.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
26777,5604701205150,750.0,Pioneiro,Vinho tinto península de setúbal,Garrafa de 0.75 l,2.39,3.19,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B8C2806850D4596C34D34D10DBF08FB2.jpg,,,,,,2025-09-21T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-18T00:00:00+01:00,99.0,0.5975,15,9,,
26778,5604701205143,750.0,Pioneiro,Vinho branco península de setúbal,Garrafa de 0.75 l,2.39,3.19,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/814915691BFD1966C632FC7026263203.jpg,,,,,,2025-09-21T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-18T00:00:00+01:00,99.0,0.5975,15,9,,
27270,5601043113020,380.0,Branca de neve,"Topping caramelo, embalagem de 380g",,3.19,8.39,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/776EC471D93872D75C83335715622E50.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
27271,5601043113037,360.0,Branca de neve,"Topping chocolate branco, embalagem de 360g",,3.19,8.86,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4CB97E9D6A84D146804EA1BEBC2724C3.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
27925,3600542140171,200.0,Garnier,"Creme de Pentear Ultra Suave Riqueza D'Argão, 200 ml",,3.49,17.45,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E6C4524AE87EE5A10A33AF460603527.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
27928,3600523582242,50.0,L'oreal Men Expert,Desodorizante Roll On Stress Resist,Embalagem de 50 ml,2.69,53.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A440260E2D977A50AF1AA65C647D8E0E.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
2804,8410376009415,125.0,Gullón,"Chip choco diet nature, embalagem de 130g",,2.54,20.32,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2BD58ABBF5D1D306D64F41D7513EDA28.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
2805,8410376010701,400.0,Gullón,"Maria diet nature, embalagem de 400g",,2.39,5.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/32FD2111A3E4CE859F90BE1EACCA6D74.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
2813,8410376037784,250.0,Gullón,"Diet nature recheado de chocolate, embalagem de 250g",,2.14,8.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30414AA93585D592E30D5CCFDF4C5F1C.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
28473,5605466204303,150.0,Prisca,"Entremeada salgada, 150g",,3.39,22.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1D03B04486A5211E56832331BD71683.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
31078,5601043114133,220.0,Branca de neve,"Preparado para panquecas, embalagem de 220g",,2.08,9.45,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF0995F4E1A11402EB2830B6DF2C0297.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
32221,5604135003032,750.0,Marquês de Borba,"Vinho doc alentejo tinto, garrafa de 0.75 l",,4.89,6.52,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C41FFF05E1D447C5A0976B0F0A73AF96.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
33118,5601066200592,500.0,Nacional,"Farinha de espelta integral, 500g",,1.49,2.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BD820060C71D6DCBA3D46A1963F0F79E.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
33661,5054563056832,,Sensodyne,Escova dentes sensibilidade e gengivas,1 un.,3.34,3.34,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B37423477E0F6328E3D3DEA90633C4B.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
34372,7622210665706,187.0,Prince,Bolacha mini stars chocolate branco,Embalagem de 187 g,2.14,11.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CEDEE043CCC21E6762744DC4D7276E9E.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
36242,5000204117585,,Glade,Ambientador elétrico pure clean linen + recarga,1 unidade,4.49,4.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9A7A8E7742D78EC7287B88FEA90BB41B.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
36243,5000204117882,,Glade,Ambientador elétrico sensual sandalwood & jasmine + recarga,1 unidade,4.49,4.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/61334414CCFD33547F9A33D53F5A787F.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
37485,5602016141033,750.0,Cacho Fresco,"Vinho rosé frisante, garrafa de 0.75 l",,1.64,2.19,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ABEDB6CA7590C3F844195DC134FB3B76.jpg,,,,,,2025-09-21T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-18T00:00:00+01:00,99.0,0.41,15,9,,
38058,5601012001525,750.0,Gazela,Vinho verde rosé,Garrafa de 0.75 l,2.99,3.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA97AF6F88D7541D231A4A531AA39B2A.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
38100,5411188121978,750.0,Alpro,"Bebida soja chocolate, embalagem de 3 x 250 ml",,2.19,2.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B47B8FD3762B286F2ADC77B38B1AC4F0.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
38419,5411188129318,400.0,Alpro,"Yofu natural estilo skyr, embalagem de 400g",,2.54,6.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BDF6850350FBA70EC1AD1C91E2CF4E66.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FBD711D42DC64D7360DF74EFEBF0E255.jpg,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
39802,5604321034734,300.0,Cemporcento,"Granola original sem glúten, embalagem de 300g",,2.99,9.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3DAAE985B6F8739D109B4AB14524715C.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
41864,3574661552583,,Carefree,Pensos diários respirare,embalagem com 20 unidades,1.49,1.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BD33E96F4727B556C303FCC666770282.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
4196,3574660464429,,Carefree,"Pensos diários respirare, 76 unidades",Uma embalagem,3.74,3.74,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/213B96A821C87940556392D6B201572A.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
42050,5029053565347,,Depend,"Roupa interior absorvente para homem super L/XL, 9 unidades",,10.99,10.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D6461693316C4272827E168251E92A46.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
42084,5601082045160,55.0,Delta Q,Café Qharacter XXL,Embalagem com 60 cápsulas,23.49,427.09,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B9350146920B788E5CF7EFC4F69CCF1A.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
42151,7613039994016,270.0,Nestlé,"Tablete de chocolate preto extra fina, 270 g",,5.19,19.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D2D08796DE14273DB99178B1C27492F8.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
42852,5604260307647,800.0,Porsi Vivabem,Especialidade Soja Polpa Fruta 8X100G,,2.69,3.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0D2C3FB98762D16156C168FBF7DA568A.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4F993DA45A14AE1C56E5DF1A5FFD0B10.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4F993DA45A14AE1C56E5DF1A5FFD0B10.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4F993DA45A14AE1C56E5DF1A5FFD0B10.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4F993DA45A14AE1C56E5DF1A5FFD0B10.jpg,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
4301,3600540123961,400.0,Garnier,"Champô Ultra Suave para crianças, alperce",Embalagem de 400 ml,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3F69E8A7F94BF62C0403CE1EB889963D.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,9,,
4309,3600540342461,250.0,Fructis,Champô hydra caracóis,Embalagem de 250 ml,3.19,12.76,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/20B5022D508A6A7AF557561048C9AC2E.jpg,,,,,,,,,,,,,,15,10,2025-09-24T23:59:59+01:00,PROSPECTUS
43498,5604260308286,330.0,PorSi Bio,Doce De Pêssego Bio 330G,,2.49,7.55,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35777FFAFD138221B8885E47D3BB2CD8.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/50DC3B67D704A050674DC4A2183691FE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/50DC3B67D704A050674DC4A2183691FE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/50DC3B67D704A050674DC4A2183691FE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/50DC3B67D704A050674DC4A2183691FE.jpg,,,,,,,,,,15,10,2025-09-24T23:59:59+01:00,PROSPECTUS
44051,3600542372992,60.0,Garnier,Champô Ultra Suave sólido delicadeza de aveia,60 g,4.19,69.83,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D88C165AF4D491A0253466ED5E4B8F2D.jpg,,,,,,,,,,,,,,15,10,2025-09-24T23:59:59+01:00,PROSPECTUS
44393,4046719576982,,Scotch Brite,"Esfregão Laminado Fibra Verde com Esponja Celulósica 3 capas Gama Classic, 2 unidades",,2.89,2.89,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/045675ADEB66B90B7AEDECE436D9074D.jpg,,,,,,,,,,,,,,15,10,2025-09-24T23:59:59+01:00,PROSPECTUS
44572,8428076000274,,Veet,"Bandas de cera depilatória facial, 20 unidades",,5.59,5.59,20,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E951B24A3D70BB41B7981A63AEB1A171.jpg,,,,,,,,,,,,,,15,10,2025-09-24T23:59:59+01:00,PROSPECTUS
44645,8710604741859,36.0,Knorr,"Esparguete à carbonara 1, 2, 3...sabor!, embalagem de 36g",,1.19,33.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A9ADB7151712EC69C622800C5116043.jpg,,,,,,,,,,,,,,15,10,2025-09-24T23:59:59+01:00,PROSPECTUS
44737,5601119354302,220.0,Nobre,"Fiambre da perna extra fatias clássicas, embalagem de 220g",,3.19,14.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0D486DE2CCCCBA52E4E92F94A172B438.jpg,,,,,,,,,,,,,,15,10,2025-09-24T23:59:59+01:00,PROSPECTUS
44784,7613039993354,270.0,Nestlé,"Tablete chocolate preto com amêndoas, 270g",,5.19,19.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/553AD4834013A43C1EC2E8B4E57237FC.jpg,,,,,,,,,,,,,,15,10,2025-09-24T23:59:59+01:00,PROSPECTUS
44903,5601066200325,1000.0,Nacional,"Farinha preparada pão caseiro, 1kg",,1.79,1.79,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4D17517C7C018E28AA2A4618CB765EB3.jpg,,,,,,,,,,,,,,15,10,2025-09-24T23:59:59+01:00,PROSPECTUS
44961,5054563098757,75.0,Sensodyne,Pasta dentífrica repair & protect branqueadora,Embalagem de 75 ml,4.19,55.87,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/913C2DBA23459D9062AB1462083934F3.jpg,,,,,,,,,,,,,,15,10,2025-09-24T23:59:59+01:00,PROSPECTUS
45588,5054563107282,75.0,Sensodyne,Pasta dentífrica branqueadora,Embalagem de 75 ml,3.96,52.8,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB05A0E9A6F33DA3F30ECD45C3A12AD3.jpg,,,,,,,,,,,,,,15,10,2025-09-24T23:59:59+01:00,PROSPECTUS
