identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,avantages_dateFin,avantages_categorie,nro_paginas,page,images_4,images_5
2466,7613032142599,500.0,Cerelac,Farinha láctea cerelac,Embalagem de 500g,3.74,7.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FAE48F9FC8C51C77AD6C82F23613A30C.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
1292,5601151354452,1000.0,Compal,"Néctar vital equilibrio manga e laranja, 1 l",,1.49,1.49,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30D2BA582C7246DE27BB90D053759BF5.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
13865,2891042000000,1000.0,Porco,Costeletas do Cachaço,Vendido ao peso a partir de 1 kg,4.98,4.98,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CC30521C194F3CF0E71F32C6E004880.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
251,2696001000000,400.0,Padaria,Baguete,400 g,0.79,1.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/872B1FA740AE707B5EB206709F5F94A0.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
19046,5000116110414,480.0,Capitão Iglo,8 hamburguers s/ glúten frango,Embalagem de 480g,7.49,15.6,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1C35A366EB207E26898D1AC0CE188CE6.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
12978,2892462000000,400.0,Legumes,Alface Frisada,1 un= 400 g (aprox.),0.6,1.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/14C8DBD7827DB992F77D5C5056950123.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
31516,8435257039107,1440.0,Nestlé,"Yoggi liquido morango,  8x160g",,3.89,2.7,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1FDD60617CEBA746EBEE60AECF62B13.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
18540,5029053038650,,Scottex,"Papel higiénico acolchoado, folha tripla, 9 rolos",,3.89,3.89,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E8F831F974A77ADD80A6B042E039BBBF.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
17873,8718951037885,500.0,Ajax,"Limpa vidros recarga tripla ação, 500 ml",,1.79,3.58,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/42625D659AA36AA56C9B694404679879.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
21349,3011932000805,1000.0,Martini,Vermute rosso,Garrafa de 1 l,11.38,11.38,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FC8A59FA07229CD8C8A2D995DE31196C.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
861,5010394996587,500.0,Pedigree,Guloseima para cão markies,Embalagem de 500g,3.59,7.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2E51376683F2E119D24E279A86CC3F4B.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
13821,2892597000000,200.0,Legumes,Tomate Cacho,1 un = 200 gr (aprox.),0.34,1.69,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B66EF6541266EDFA27BC4541501843F.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
13893,2891043000000,1000.0,Porco,Entrecosto,Vendido ao peso a partir de 1 kg,6.28,6.28,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA05EE99D302D59771FCC108473E0700.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
13954,2891192000000,500.0,Porco,Tiras da Costela/Piano,1 un = 500 gr (aprox.),2.95,5.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7D0B09E93398DFB0B31D06D5AFBD6B99.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
13897,2891053000000,1000.0,Porco,Lombo sem Osso,Vendido ao peso a partir de 1 kg,5.28,5.28,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/415564DA70574ED3C1D7475F1F28BDB6.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
14921,2892534000000,400.0,Legumes,Couve Bróculo,Vendido ao peso,1.0,2.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4F48873F332B6ECE759CD88793270811.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
29280,5601897500014,,Matinados,Ovos de Galinha ao Ar Livre Classe M/L,6 unidades,1.49,1.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3048326652357C5FCFB75D3FB01965D7.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
13866,2891048000000,1000.0,Porco,Bifanas,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C9E276B082B119EFEDC2A2B0E1BC737E.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
11464,5601018003400,1000.0,Matinal,Leite Seleccionado Meio Gordo,Embalagem de 1L,1.09,1.09,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D40D4EB6EAF6BEF7329493925CCD97C.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
51896,8719200253377,400.0,Planta,"Creme Vegetal para Barrar Original, 400g",,1.79,4.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E3E893F11A83F74C9C78D45FF4B6FD0.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
989,5601029004014,120.0,Bom Petisco,Atum posta em óleo,Embalagem de 120 g,1.59,13.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/824E43DBA120CAA5D21A19E116ABF32B.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
13892,2891041000000,1000.0,Porco,Costeletas do Lombo,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0CEDBCB04142A68CDED3690FB39820D0.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
13894,2891044000000,1000.0,Porco,Entremeada sem Entrecosto,Vendido ao peso a partir de 1 kg,4.88,4.88,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C03EF63C56AFB4E4EA78E134436BF30C.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
13947,2891125000000,150.0,Peru,Espetadas de Peru,1 un = 150 gr (aprox.),0.9,5.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F64981E370592175339C16298CEA7C3B.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
16593,2696081000000,60.0,Padaria,Carcaça Forno de Pedra,1 un = 60 gr (aprox.),0.25,4.17,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1CD30CEA45F091D5F9093675329BA5E.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
35138,5603722517655,960.0,Mimosa,"Iogurte sólido aroma morango, ananás e banana,  8 x 120 g",,1.89,1.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0001D46CAD021E71E3E28F8FD4948E5F.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
41822,7613039868300,270.0,Nestlé,Cereais estrelitas,Embalagem de 270 g,2.09,7.74,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2E51167172A600A3809D38F2B4DFA98C.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
44702,5053990155354,175.0,Pringles,Pringles sour cream & onion,Embalagem de 175g,2.39,13.66,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CAC75B605C8B7B46C574BB916C039D54.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3743B152C095FACA5BB155343DC8A7EE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3743B152C095FACA5BB155343DC8A7EE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3743B152C095FACA5BB155343DC8A7EE.jpg,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
7105,2894508000000,100.0,Primor,Bacon Extra,"Vendido ao peso, fatiado a partir de 100 gr",1.2,11.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11A9EC567F982E26800D8DF9E4043FCC.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
8434,5601050033731,620.0,Danone,"Iogurte activia líquido 0% lima/limão,  4 x 155 g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E8DD28A0F1244F3320993F3917832E4F.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
8996,5601511000357,200.0,Limiano,"Queijo em fatias -50% gordura, 200g",,2.29,11.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A6B93C0CB6D9BBBEB1609EFDC3F10F68.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
13242,2893227000000,200.0,Peixaria,Robalo de Viveiro,de 200 a 600 g (aprox.),1.16,5.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/48561D1FC8B0542874DDBC21F2E9ADCA.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
1433,5601260036102,1000.0,Cigala,Arroz Carolino,Embalagem de 1 kg,1.39,1.39,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2DDC2B3398B25BC364B40D12E11074B2.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
18619,5014328054756,32.0,Tetley,Chá de frutos vermelhos,Embalagem de 30g,1.84,57.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C5BC5DEA999699289F39F909DAD82BA7.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
22338,8715700422084,400.0,Heinz,Maionese top down,Garrafa de 400 ml,2.46,6.15,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C7D9780039707961F74CCE9BB4A3738B.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
23353,5000116112197,375.0,Capitão Iglo,18 nuggets de frango,Embalagem de 380g,4.99,13.31,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D484954D4D236D651A8F338A7717B74.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
25861,5603722509759,800.0,Mimosa,Leite C/ Chocolate,Embalagem de 4 x 200 ml,1.49,1.86,800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/754E59DFB7314FD42DB15B9A65008D5F.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
29126,8001090134257,,Dodot,Toalhitas,4 x 64 un.,3.49,3.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/44B6C590F496632C5F8CCC122D95EF42.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
34010,5601027000896,500.0,Panrico,Pão de forma com côdea,Embalagem de 500 g,1.59,3.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CD1566A3EDFC0812ACDE8F793D7DC67A.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
35103,5601029000115,120.0,Bom Petisco,Sardinhas em azeite,Lata com 120 g,1.46,12.17,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C04E3695F77420B1311611DC74837D3E.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
36186,8715700017006,570.0,Heinz,Ketchup top down,570 g,3.24,5.68,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F0051DF72DD89785E2C6DCA29709EEB.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
37045,5601217132659,500.0,Cillitbang,"Spray bolor e sujidade, garrafa de 500 ml",,2.49,4.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A51671BCEA4544BF377B06769DE1169.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
40769,5604260301942,300.0,PorSi,Comida húmida para cão,Embalagem de 300 g,0.75,2.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D90B7AD78A8FE4F93D83927A0C609BE3.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
42154,5604260304707,340.0,PorSi,Fiambre da perna extra,Pack Poupança de 2 x 170 g,3.29,9.68,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/522CF7C8AF248AB65F1CD031BC66A250.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
46824,5603722518270,720.0,Mimosa,"Iogurte magro aroma multi sabores de morango/coco, 6x120g",,1.99,2.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B6D55B8D31496E7C4F00981928B2B6FF.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
5246,5601151540886,600.0,Compal,Néctar pera,pack 3 x 200 ml,1.27,2.12,600,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE872862C33D3E4FE94573CE8DDC4957.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
52598,5601217137975,1710.0,Quanto,"Amaciador Roupa Concentrado Frutos Silvestres, 95 doses",,3.99,2.33,1710,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/425B618E435B239C500E88642C038EB6.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
7043,2894074000000,150.0,Campofrio,Peito de peru forno lenha,1 un = 150 gr (aprox.),2.25,14.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EF3CEFEECAD2391EED6F65839052F87D.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
8384,5601049133992,1000.0,Mimosa,Leite uht magro,Embalagem de 1 litro,0.89,0.89,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5320FAD88ED459A5E33FEB47EAEF410.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8C350978140C257D0AAD7365CD133F0C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B9BED9F397071733FB4D36CBE39ECDBA.jpg,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
8534,5601119957183,120.0,Campofrio,Peito peru forno lenha  fatias clássicas,Embalagem de 120g,2.39,19.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/963799DA88555602C0BE8ACB0150C34E.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
8808,5601252107094,250.0,Gallo,Vinagre vinho branco,Garrafa 250ML,1.19,4.76,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/86233C156105BC4DB5DB2B825F1FC1C0.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
9079,5601883000719,200.0,Nova Açores,"Queijo flamengo, fatias",Embalagem de 200g,2.19,10.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7F26FAA8053D654E46EFF18238D0A9DA.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
9311,5603722502064,250.0,Mimosa,Manteiga fácil de barrar,Embalagem de 250g,2.09,8.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF7FA2397A9EAF9E6403C8BF847293A.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A8C47E9F1F12DFE2439D3530C38E2D87.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2EE410FD3A0147BBB442FA96902FFF46.jpg,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
974,5601024105051,3000.0,Fula,Óleo alimentar,Embalagem 3L,4.49,1.5,3000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E8988831656F5EAF04A94786E82867B7.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
10000,8001480020559,2000.0,Neoblanc,Lixivia perfume fresco,Embalagem de 2 l,2.24,1.12,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AB043965B840954BA1E2B970EB3CF7B9.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
10509,8435250297955,256.0,Nestlé,"Iogurte mix-in smarties baunilha,  2 x 128 g",,1.99,7.77,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4FC6F733C531A7A948940F213F0E604D.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
10827,2895084000000,250.0,Alavão,Queijo Curado Trad.Pimentão,Vendido ao peso a partir de 250 gr,2.0,7.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E6BAB74AB5F3DC05744A385414FF98D.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
10842,2895207000000,250.0,Santiago,Queijo 3 Igrejas Cura 2m Pimentão,Vendido ao peso a partir de 250 gr,3.0,11.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F11F4EC63EB49EF2522FB61028743A0.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
10849,2895261000000,250.0,Dom Pedro,Queijo meio gordo,Vendido ao peso a partir de 250 gr,2.5,9.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2E32C351CB5E4755DE882B4BFEA56EE3.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
11671,5601217126382,1650.0,Woolite,Detergente líquido p/ máquina lavar roupa cores,"Garrafa de 1,65 l",6.99,4.24,1650,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/50465693868DD35972833B1D4D848AC2.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
11678,5601241111101,1500.0,Vimeiro,Água com gás,pack 6 x 0.25 l,2.54,1.69,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/90508B8C757AA55ED6AEE764F3545FFC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EC75CB9E6EC1DB17A2DC9CE489CBA459.jpg,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
1189,5601119007987,250.0,Nobre,Salsichas de porco,Lata de 250g,1.67,6.68,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/098AB25EB23B66D623E253A97FD15BDF.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
11923,5603089001354,200.0,Parmalat,Natas uht com cogumelos,Embalagem de 200 ml,1.03,5.15,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F673DA54DF0FB2354A320B1D6D903A2F.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
11930,5603089003679,200.0,Parmalat,Nata uht carbonara,Embalagem de 200 ml,1.03,5.15,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7103608D2E44D48C929116E950C3FF6B.jpg,,,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
11963,5603722505775,250.0,Mimosa,Manteiga sem sal,Embalagem de 250g,1.99,7.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/328B59C6E2944F7ED81679344E5E6191.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1EA90F949357E7F98D48732996035C6E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F0AD169BB42B947BB5B96F6E89FDECD.jpg,,2024-10-23T23:59:59.999999999+01:00,PROSPECTUS,9,1,,
