identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page,images_6,avantages_dateFin,avantages_categorie
41384,5601050036602,440.0,Danone,"Iogurte grego oikos stracciatella, embalagem de 4 x 110g",,2.09,4.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4F7A349ED222FA644F51711D6A4D74B4.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,1,,,
43847,5604260303601,2000.0,PorSi,Sal para Máquina de Lavar Loiça 2kg,,0.79,0.4,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D82E0D3BEDB9300391E79B76131FD377.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B794A5967EB64687E479EB017EFD747A.jpg,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,1,,,
43977,5604260313655,300.0,PorSi,Gomas Sortido Brilho,,1.69,5.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8560B014A5D2C7D66530D0CCCD0B2EA3.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,1,,,
47935,5604260320714,500.0,PorSi,Cereais Forma Natura 500g,,1.79,3.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30A098BF66CEBA4CBF99985173BBE84A.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DFAF661C993E38BF4F79017F19AF7E3E.jpg,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,1,,,
48393,2757509000000,200.0,PorSi,"Bifinhos do Lombo de Porco Finíssimos, embalagem de 200g (aprox.)",,1.6,7.98,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/27981781C3C214C992EEFDB89F8AAD1B.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,1,,,
48775,2769516000000,200.0,PorSi,"Preguinhos de Porco Finíssimos, embalagem de 200g (aprox.)",,1.6,7.98,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3DD3775BE4F1F4161B469D1F01BAB9D5.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,1,,,
48907,5604260320769,,PorSi,Pensos Diários Normal - 64 Unidades,,1.69,1.69,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DFB079CBF477779AF2A84A2F43E7FF7B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C20F8AD2FC19771FE6AB1B975D7F3E8C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C20F8AD2FC19771FE6AB1B975D7F3E8C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C20F8AD2FC19771FE6AB1B975D7F3E8C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C20F8AD2FC19771FE6AB1B975D7F3E8C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C20F8AD2FC19771FE6AB1B975D7F3E8C.jpg,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,1,,,
49504,5604260322626,90.0,PorSi,Puré de Fruta Pera 90g,,0.59,6.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EF34005718301CA3FAF65368F399B814.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,1,,,
52598,5601217137975,1710.0,Quanto,"Amaciador roupa concentrado frutos silvestres, 95 doses",,3.99,2.33,1710,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1A92BA40F7151350053A912CC4251BEE.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,1,,,
9111,5601989001412,750.0,Monte Velho,"Vinho regional alentejano tinto, garrafa de 0.75 l",,2.99,3.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5313E203A06105D1BF7A5AD8308AD864.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,0.7475,17,1,,,
9292,5603722493812,250.0,Matinal,"Manteiga magra, embalagem de 250g",,2.49,9.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA91DFCE88DA98DA1BB05E606B3C1FF9.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,1,,,
978,5601024134136,750.0,Oliveira da Serra,Azeite,Embalagem de 750 ml,4.49,5.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CC9A85673AA0BF0B09481F106398AA6.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,1,,,
1010,5601038300091,240.0,Knorr,"Caldo de Galinha Cubos, emb. 240 gr (24 un)",,2.49,10.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E25834255892D5C9C1047A286FE9847.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,1,,,
10161,8410199030900,85.0,LayS,"Aperitivos 3ds cones, embalagem de 90g",,1.29,15.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CABD9E02E15FE0A39A1EB6AA89751DFE.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,1,,,
11655,5601195101142,1980.0,Pedras Salgadas,"Água com gás natural pet, pack 6 x 0.33 l",,2.99,1.51,1980,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/702FFA9017CB152B0B80B7BA93CF9B54.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,1,,,
1196,5601119942608,200.0,Nobre,"Salsichas de Aves Lata 8 un, emb. 200 gr",,1.39,6.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3D289F4C441D4785985F7C225CA4543.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,1,,,
12168,5604575110024,750.0,Cabriz,Vinho tinto doc dão,Garrafa de 0.75 l,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CB979CD463F1CB0F66C28E633F4A8508.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B79B99AC1459B8F6165E16A7A5B65E9E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B79B99AC1459B8F6165E16A7A5B65E9E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B79B99AC1459B8F6165E16A7A5B65E9E.jpg,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,0.9975,17,1,,,
1228,5601146230518,1500.0,Joi,"Refrigerante sem gás, laranja, garrafa de 1,5 l",,0.99,0.66,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CFD5D319CF23E8EEE61B6DFE693387D.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,1,,,
13566,2893560000000,250.0,Congelado de Aquicultura,Camarão Congelado 20/30,1 un = 250 gr  (aprox.),2.25,8.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/863DB9F10BE616A55736AB7A17BC6BB5.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,1,,,
13884,2891106000000,2000.0,PorSi Select,Frango do Campo Inteiro c/ Miúdos Programa Origens,Vendido ao peso,8.98,4.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4004CE88E12A24D0AD85684C27210FBB.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,1,,,
13915,2891249000000,2000.0,Peru,Perna com Osso,Vendido ao peso,8.98,4.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EA6C55F440DB29FDE55EB019973B1FE5.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,1,,,
14178,5603155111307,5000.0,Silgueiros,Vinho tinto regional terras dao bib 5l,Embalagem de 5L,7.99,1.6,5000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/80A9553B2B45CF80F4A07149EE6B38A9.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,1,,,
1453,5601286207579,500.0,Milaneza,"Massa para lasanha com ovo, embalagem de 500g",,1.93,3.86,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CF24B89A0856350191ED577D5DB60D92.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,1,,,
14865,2696212000000,,Pastelaria,Folhado Misto 90 g,,0.69,0.69,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/164C27A781A7C68A965295D85BB7D95F.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,1,,,
2198,5604260264742,125.0,PorSi,Cappuccino 125 G,,1.99,15.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7A75C1A53AB12261C7716520366AA7E7.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
2292,5604260270323,500.0,PorSi,Paloco Desfiado 500g,Embalagem de 500 g,3.99,7.98,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A70CE150680E5991853EC68FDA632C11.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
22953,8411660670236,750.0,Sanytol,Desinfetante Multiusos,Embalagem de 750 ml,2.49,3.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1EEAA97664C33C6BEBEA4FA4B7290F03.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
25597,5601151979303,1200.0,Bongo,"Néctar 8 Frutos, emb. 6 x 20 cl",,2.29,1.91,1200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/58E322AC82399BF9CBCFBEBC2BD370F4.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
2785,5601363013222,150.0,Ruffles,"Batata frita presunto, embalagem de 150 g",,1.44,9.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7C1F8A2720963F6F12F5A2EE9BFB27BF.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
28877,5604260276622,1500.0,PorSi,"Sumo Maçã 1,5l",,1.09,0.73,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AB7D3F4136FC93580B83FF3902AE63C1.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
30414,4015400917304,480.0,Fairy,Detergente Liquido Loiça Original,480 ml,2.54,5.29,480,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BDA62A6B9333A70897E09AEAD0B62BBF.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
32551,5608527002764,750.0,Casa Ermelinda Freitas,"Vinho Vinha da Fonte Setúbal Tinto, garrafa 75 cl",Garrafa de 0.75 l,2.99,3.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06E0D835BF6FF987E9BF7993FA3DFA28.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,0.7475,17,2,,,
35559,5601151973738,3500.0,Pepsi,"Refrigerante com gás max zero, pack de 2 x 1.75 l",,2.39,0.68,3500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/698445C2558FCB105ECA616759C001D7.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
36745,2892275000000,300.0,Fruta,Pera conference categoria: II,Vendido ao peso a partir de 300 g,0.57,1.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8BF458478FD63452D2100C106D192E00.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
41437,5604260305773,170.0,PorSi Select,Chouriço de Porco Preto 170g,,2.19,12.88,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9AF028948550CC79F4506D20250D6D94.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
41716,5604260303809,90.0,PorSi,Puré Fruta Multifrutos Maçã / Pêssego / Banana / Pera 90g,,0.59,6.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1CAFF4A82E080C7A12967171C7D2027F.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
41717,5604260303816,90.0,PorSi,Puré de Fruta Maçã Pera 90g,,0.59,6.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5127251097DF39368C903E9B3834E6D6.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
41718,5604260303823,90.0,PorSi,Puré de Fruta Maçã Manga Pessego 90g,,0.59,6.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B27C39372BB074FB232EB9A2E0BB35A.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
43335,5604260309023,150.0,PorSi Select,Presunto 12 Meses de Cura Fatiado 150g,,2.99,19.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/13A8C5BB3E295978FBA7F7AF1315C7F7.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
47678,5604260319572,96.0,PorSi,Cápsulas Café Velutatto Cdgx16,,3.85,40.1,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BE18676367C8B5BB22F7EEF5D41DB56F.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
48297,5604260320721,200.0,Porsi Vivabem,Queijo Flamengo Light Fatiado 200g,,1.89,9.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/70AA2E56EA03F7DEC7BCFB6E81C245ED.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
4975,5601007001332,750.0,Esteva,"Vinho doc douro tinto, garrafa de 0.75 l",,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7DE3E82C8EEE9F921A3163C241BC3A09.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,0.9975,17,2,,,
51917,8410500020644,280.0,Danone,Iogurte infantil danonino morango banana 4x70g,,2.19,7.82,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3220973BC3DB4CAD23E73E6374D1D5D5.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
5411,5601286277787,500.0,Milaneza,"Massa tagliatelle com ovo, embalagem de 500g",,2.04,4.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8E5CC70FF32EA78E08FBEFF7CF75AD7B.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
54633,5603722523052,1000.0,Gresso,"Leite Uht Magro, 1L",,0.85,0.85,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62FAA0AA671FC5B53B3DDBACCC92B900.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
57092,5604260339334,500.0,Páturages,Iogurte Proteico Stracciatella 4x125g,,1.79,3.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B5F21BA42BA63F989E86189D7D8B332B.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
57469,5604260342167,640.0,Páturages,Iogurte Líquido Piña Colada 4x160g,,1.35,2.11,640,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C6A7D4C38A359E6AFDE5430551EE6F7E.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
8391,5601049159992,1000.0,Mimosa,"Leite especial cálcio + vitamina d magro, de 1l",,1.0,1.0,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/22E6964D6A2F2B922BCB40BB341AE902.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
9279,5603533652002,1000.0,Frize,"Água com gás limão, pack 4 x 0.25 l",,2.09,2.09,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11B7A1FE3C8011649267813E9487639D.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
957,5601019012135,210.0,Guloso,Polpa de tomate,Embalagem de 210g,0.59,2.81,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/245477C7FA4D5809E9A5CDA65B8A76F8.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
10827,2895084000000,250.0,Alavão,Queijo Curado Trad.Pimentão,Vendido ao peso a partir de 250 gr,2.42,9.69,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E6BAB74AB5F3DC05744A385414FF98D.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
11734,5601356012812,750.0,Albarrada,Vinho doc alentejo tinto,Garrafa de 750 ml,2.79,3.72,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71E706CAECD0B52AD13C2ECF90D542F3.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,0.6975,17,2,,,
11753,5601489781357,135.0,Du Bois de la Roche,"Feuilletine, embalagem de 135g",,1.69,12.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/997953ACC55043196AF108062B03F127.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
11982,5603802400020,750.0,Fiuza,"Vinho branco tejo sauvignon, garrafa de 750 ml",,4.99,6.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/996291488226B375A67E39537E454FD9.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,1.2475,17,2,,,
12718,5604260297023,230.0,PorSi,Massa Folhada 230g,,0.89,3.87,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/005BB39643ECEEEE18D4155B1DA9B91E.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
12723,5604260297030,230.0,PorSi,Massa Quebrada 230g,,0.89,3.87,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/17FAD14347B9FE1A3325BEAD6BF49081.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
12897,2893292000000,400.0,Programa Origens,Robalo de Viveiro,1 un= 400 gr (aprox.),3.6,8.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A18AB1106CC04B724D3EE606D0927341.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
13523,2893515000000,250.0,Peixaria,Lula Congelada,1 un= 250 gr (aprox.),1.25,4.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2B7BBDC4CDC3C912C9CD2FEC6D3B682.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
13839,2891006000000,800.0,Novilho,Bife da Pá,Vendido ao peso a partir de 800 g,10.79,13.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5626B1315F40E59D057B37FBCA18064B.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
13896,2891049000000,1000.0,Porco,Fígado,Vendido ao peso a partir de 1 kg,2.99,2.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F0E3D04B0DBB043B98FC650B4149C34.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
1415,5601252106653,750.0,Gallo,"Azeite Virgem Extra Clássico, emb. 75 cl",,6.49,8.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC87DA4316A72232830F32E3BEBD6BCD.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
1416,5601252106677,750.0,Gallo,"Azeite Virgem Extra Suave, emb. 75 cl",,6.49,8.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3F82CF1DB5B3AE32B260B436777564A3.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
1437,5601260046101,1000.0,Saludães,Arroz Carolino,Embalagem de 1 kg,1.14,1.14,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/844734F94E64C7EE2E76F0FC068B9A4B.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
1459,5601286221780,500.0,Milaneza,"Massa de cotovelos finos, embalagem de 500g",,1.04,2.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/34E88CB07300F13C23DF7BCC4E861747.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
1462,5601286231772,250.0,Milaneza,"Massa, estrelinhas, embalagem de 250g",,0.61,2.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3936C365D7B95744ED545201CA491D61.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
14653,5601119225442,110.0,Nobre,"Fiambre da perna extra fatias finas, embalagem de 110g",,1.99,18.09,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7FD7D9E34952BFCF466D7D36B77539B0.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
14698,7613034570512,90.0,Nestlé,"Fruta para bebé 4 frutas +4 meses, embalagem de 90g",,0.65,7.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3717C2AF583A80AD83A765BB8032F767.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
1538,5601489134153,500.0,Du Bois de la Roche,"Bolachas Crackers sem Sal, emb. 500 gr (20 un)",,3.15,6.3,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3AED4DA2D1415C7EB643F2D474CEC29.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
15962,5601252107056,250.0,Gallo,"Azeite Virgem Extra Clássico, emb. 25 cl",,2.59,10.36,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/09BE807A8C54B481888F449279BB53A1.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
16919,8718951037878,500.0,Ajax,"Limpa vidros cristal recarga, 500 ml",,1.79,3.58,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/347189FDE440F5C76849CD3F7F37CA5B.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
17523,2891246000000,1000.0,Porco,Pá York c/ Osso c/ Couro,Vendido ao peso a partir de 1 kg,3.79,3.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1774B7150E1E65399A00A5F3DC93922.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
18842,5601070000508,500.0,Cristal,"Vinagre de Vinho Branco, emb. 500 ml",,1.09,2.18,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF40408BEDD92487320D96D1D241D8F5.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
20263,5000116110889,180.0,Iglo,"Crocantes de frango original, embalagem de 180g",,3.99,22.17,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B2BC0EEC5724C42D02D0AAA44CCBB50.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
20621,5601260591601,67.0,Cigala,"Noodles de caril banzai, 70g",,1.09,16.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/20DEE57AABAB4A94424B22088F43DBBA.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
21767,7613035487871,90.0,Nestlé,"Saqueta de Fruta Multifrutas +6M, emb. 90 gr",,0.65,7.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1B1A7DCEC52C23E2760C4FE3A24A75EE.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
22164,5601260254056,500.0,Saludães,"Arroz doce especial, embalagem de 500g",,0.83,1.66,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C73C7DA612DE17339FC2172D24F6B83B.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
22232,8410320104500,80.0,Campofrio,"Salame fatiado, embalagem de 80g",,1.59,19.88,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B989DC79BAD10F2BF93E42F2FFD0E3D8.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,2,,,
