identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page
36713,5604260294886,200.0,PorSi,Queijo Mozzarella Fatiado 200G,,1.94,9.7,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8D6A479839B379AF63A7B0E385C7247C.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1
405,8712566410910,275.0,Calvé,"Ketchup, embalagem de 275g",,1.48,5.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9E63EED4B27A252289B8979C188F5B40.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0D7B165FF00CA45BD8F6AC077E3CA1EC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0D7B165FF00CA45BD8F6AC077E3CA1EC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0D7B165FF00CA45BD8F6AC077E3CA1EC.jpg,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1
40788,5604260303700,,PorSi,"Amaciador roupa concentrado lírios e morango, 60 doses",,2.19,2.19,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F0388E5FB215AA074292F8ECB3246921.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1
42019,5604260306398,500.0,PorSi,Iogurte Tipo Grego Maracujá 4X125G,,1.65,3.3,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0161BD1FBB39AF016EB0BBE025FEDDC9.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1
42576,5604260304615,200.0,PorSi,Molho Bechamel 200Ml,,0.89,4.45,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6EB95311E9A7982125D3313FC46AEA69.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/873E688259483F162720EC00DE7C700F.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/873E688259483F162720EC00DE7C700F.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/873E688259483F162720EC00DE7C700F.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/873E688259483F162720EC00DE7C700F.jpg,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1
43847,5604260303601,2000.0,PorSi,Sal Para Máquina De Lavar Loiça 2Kg,,0.79,0.4,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D82E0D3BEDB9300391E79B76131FD377.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B794A5967EB64687E479EB017EFD747A.jpg,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1
43975,5604260313600,300.0,PorSi,Gomas Bananas,,1.99,6.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D7F2581665D08C7908CE89759530DDC.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1
46301,5604260315055,500.0,PorSi,Legumes P/ Sopa Juliana 500G,,1.59,3.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84602A6302C090BF61DCDBEEF6F99BED.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1
47635,8412600018316,300.0,Bimbo,Bimbo® bagels clássico 4 un.,Embalagem de 300g,2.34,7.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A909D7B45AB188586A83F78F8C44D74E.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1
4785,5000396036138,218.0,McVities,"Bolachas fruit & forma, maçã e canela, embalagem de 220g",,1.99,9.13,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4769CC9B7DCE0DA17354265C7FF7343C.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1
48011,5603722520068,800.0,Agros,"Leite com chocolate meio gordo sem lactose, 4 x 200 ml",,1.99,2.49,800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/534AAD13A7F896FDBA98EB7001B680B9.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1
49463,8445290250322,600.0,Nestum,Flocos Cereais Mel,Embalagem de 600g,3.79,6.32,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A0A62606AC144021ED115E1FAB3D0CE.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1
55018,5601027117303,430.0,Bimbo,"Pão de forma com Côdea, 430g",,1.74,4.05,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8757FB8F05D49E0A715282DD0C0165A7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4C17DB6C614697DA1B5FB0CE80A911CD.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4C17DB6C614697DA1B5FB0CE80A911CD.jpg,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1
56582,5604260337750,1000.0,PorSi,Brócolos 1Kg,,1.89,1.89,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D5046E678518F31B4F861D9D4B728E2.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1
8391,5601049159992,1000.0,Mimosa,"Leite especial cálcio + vitamina d magro, de 1l",,1.0,1.0,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/22E6964D6A2F2B922BCB40BB341AE902.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1
8434,5601050033731,620.0,Danone,"Iogurte activia líquido 0% lima/limão, embalagem de 4 x 155g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B41EA750EA9360556362913E488E9E4D.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1
951,5601010131217,120.0,Ramirez,"Atum posta em óleo, embalagem de 120g",,1.98,16.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A9FA65BDF4D5D30164F11C66D8B5677D.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1
980,5601024134488,750.0,Oliveira da Serra,Azeite virgem extra clássico,Embalagem de 750 ml,5.69,7.59,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01EF39EFE8396CC9ACA95DC25E9D3412.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1
10910,3250390010586,250.0,Páturages,Queijo camembert 45% mg,Embalagem de 250 g,1.99,7.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7C9F5B55F7320E544E58C79F8FBB96B2.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1
11650,5601192201104,200.0,Agros,Nata uht 200 ml,,0.89,4.45,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/478AC7EFE77B8590BBD8EF6C88C17807.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1
12109,5604260266623,315.0,PorSi,Croissants Recheados Cacau E Avelã,,1.57,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/214A50F57E12C1081CB4314DCEE96F82.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1
1218,5601126039148,1000.0,Sical,"Café 5 estrelas grão, embalagem de 1 kg",,15.39,15.39,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F30913D07FB49FD462FB35C8623DC586.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/352FFCFAE868D5178905BD9725C43B6E.jpg,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1
13577,2893572000000,200.0,Peixaria,Pota Inteira Congelada,1 un= 200 gr (aprox.),1.0,4.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2D6321EA80C5271A6C9DE3162C36D95.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1
14337,3387390320008,141.0,Nestlé,"Barras fitness com chocolate, embalagem de 140g",,1.99,14.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60AE623A4FF700F6FDA38FA5729DE5A4.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1
14372,8712100599392,550.0,Calvé,"Ketchup top down, embalagem de 550g",,2.59,4.71,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D3218F33B22BC3205033BC41E176600.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1
1467,5601286236784,500.0,Milaneza,"Massa de espirais, embalagem de 500g",,1.04,2.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/90F3AD9985391E2BB3C76374F1217643.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1
