identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,images_0,images_1,images_2,images_3,images_4,images_5,pictogrammes_libelleCategorie,avantages_dateFin,avantages_categorie,nro_paginas,page,images_6,pictogrammes_0
12972,2892040000000,1000.0,Fruta,Banana,1 un = 200 gr (aprox.),1.09,1.09,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C368220872795E9863F1F37C2230CCEA.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
12978,2892462000000,400.0,Legumes,Alface Frisada,1 un= 400 g (aprox.),0.4,0.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/14C8DBD7827DB992F77D5C5056950123.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
12994,2892524000000,100.0,Legumes,Cenoura Granel,1 un = 100 gr (aprox.),0.09,0.85,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6427FE21A79FA79A1E8CC03E5F3B3703.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
7126,2895005000000,100.0,PorSi,Queijo flamengo barra,"Vendido ao peso, fatiado a partir de 100 gr",0.7,6.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/16C1EB46F4F37242994168D0C6EEE2EA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/429C8DD5EB6268845AF5C452EB2A1C3C.jpg,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
13915,2891249000000,2000.0,Peru,Perna com Osso,Vendido ao peso,5.98,2.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D88BA2E1544364C5EB66CF19AD6E70E.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
40464,5604260300815,120.0,PorSi,Atum posta em óleo vegetal,Embalagem de 120g,0.93,7.75,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/173B9FE9B4C2B9F9F15A0D5B1DBEDB60.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
13216,2893201000000,250.0,PorSi,Perca à Posta,1 un = 250g (aprox.),2.2,8.79,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/741D00CAD6DCC4EC729919B0800D71BD.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
13866,2891048000000,1000.0,Porco,Bifanas,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C9E276B082B119EFEDC2A2B0E1BC737E.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
2312,5604260271832,355.0,PorSi,Cogumelos laminados 1/2,Embalagem de 355 g,1.19,3.35,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60708037644026A27C2FB6731A0DAB33.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
36522,5604260292042,,PorSi,Papel higiénico macio absorvente,12 rolos,2.49,2.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/839473679F0155D9469467503CB1B3E6.jpg,,,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
9691,5604260270613,500.0,PorSi,Queijo Flamengo Fatias,Embalagem 500G,3.99,7.98,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FFFF236BFADF54D62A4E0EFB7AF0E7B7.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
32326,8002205352009,2000.0,Friskies,Ração para gato adulto com salmão e legumes,Embalagem de 2 kg,6.74,3.37,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5A66DCF50E18EB50FA1AC8028C8508C6.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
12887,2892089000000,500.0,Fruta,Manga Barco,1 un = 500 gr (aprox.),1.5,2.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ADC504D3921218CCB4DF31F75AAF28C0.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
2309,5604260271801,2000.0,PorSi,Refrigerante de cola zero,Garrafa de 2 l,0.79,0.4,2000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F81DE832EC9948EA24FFE06A8CDD7EE9.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
13242,2893227000000,200.0,Peixaria,Robalo de Viveiro,de 200 a 600 g (aprox.),1.16,5.79,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/48561D1FC8B0542874DDBC21F2E9ADCA.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
854,5010394133852,500.0,Pedigree,Guloseima para cão biscrok,Embalagem de 500 g,3.49,6.98,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3696C3844F67065BEA83C1D5D8C7EB1.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
13865,2891042000000,1000.0,Porco,Costeletas do Cachaço,Vendido ao peso a partir de 1 kg,4.98,4.98,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CC30521C194F3CF0E71F32C6E004880.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
14223,5604260292721,100.0,PorSi,Tablete chocolate de leite,embalagem de 100 g,1.29,12.9,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E23ABA87C72BA66273585754CBCFF134.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
41716,5604260303809,90.0,PorSi,Saqueta de puré de fruta | maçã + pêssego + banana + pera,90 g,0.74,8.22,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BA821088BC22D810D2198777A3EC5FCD.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
43360,5604260310357,1000.0,PorSi Viva Bem,"Iogurte grego natural magro,  1 kg",,2.29,2.29,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8F8A599D4D4FEABD382ECD297241C642.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
8383,5601049132995,1000.0,Mimosa,Leite uht meio gordo,Embalagem de 1 litro,0.89,0.89,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30AE72C16512D7F6E9C8B5E7CBD4B0A2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE810093A08CEBD60415DCC626CF5804.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0562293538F541B1B99592AA046327B.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
13892,2891041000000,1000.0,Porco,Costeletas do Lombo,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0CEDBCB04142A68CDED3690FB39820D0.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
13897,2891053000000,1000.0,Porco,Lombo sem Osso,Vendido ao peso a partir de 1 kg,5.28,5.28,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/415564DA70574ED3C1D7475F1F28BDB6.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
14038,2696013000000,80.0,Padaria,Bola mistura,1 unidade= 80 g,0.18,2.25,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D6E30346316F689C4A5A61ADBADBAB3.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
17402,8412600027233,700.0,Bimbo,Pão forma familiar normal,embalagem de 700 g,1.99,2.84,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DE8CCFFBC376CC9F4596A72F8ABC4CE5.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
19022,5603722509742,800.0,Agros,Leite com Chocolate,Embalagem de 4 x 200 ml,1.49,1.86,800,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5E96016EA2C29977083D2986B4126E1A.jpg,,,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
22335,5000116110940,420.0,Capitão Iglo,15 douradinhos,Embalagem de 420g,4.99,11.88,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A875E63BB10AF2CF300666B64DC69107.jpg,,,,,,Tipo de stockagem,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
26047,8412600070994,650.0,Bimbo,Pão de forma s/ côdea,Embalagem de 650 g,2.09,3.22,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/998967574B383CCF8D49F03316F06108.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
36728,5604260294343,1000.0,PorSi,Arroz carolino,Embalagem de 1 kg,1.25,1.25,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/10350363E0DE37B1698299EA7835EFEE.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
41621,5604260303625,5000.0,PorSi,Areia para gatos 100% natural,Embalagem de 5 kg,1.29,0.26,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D31760E94B21E9196509712F2DC20BF5.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
41719,5604260303793,90.0,PorSi,Saqueta de puré de fruta | maçã + banana,90 g,0.74,8.22,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/917C5C6898063E49F7861F32B2346FD5.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
46715,5604260318759,,PorSi,Papel higiénico branco folha quadrupla,12 rolos,5.03,5.03,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/078F78E1A23E8150050FA2F61B744BD8.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
54321,8718951477957,100.0,Colgate,"Pasta De Dentes Tripla Ação, 100ml",,1.95,19.5,100,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A66738B64F04C4649C8E34FD10D1AE8.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9ADDEB220D16C8DAE54C517CBC09DC55.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9ADDEB220D16C8DAE54C517CBC09DC55.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
9727,5604260273058,200.0,PorSi,Queijo mozzarella ralado,Embalagem de 200 g,1.57,7.85,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06A41E6C952C21A7856951F2F972349C.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
1104,5601066200301,1000.0,Nacional,Farinha p/ bolos fina,Embalagem de 1Kg,1.09,1.09,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/965F30777B80FEC78D369BAAC5FF5AF1.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
11523,5601051410029,250.0,Primor,"Manteiga com sal, 250g",,1.97,7.88,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5E7E0622B0F1F3C827A5445EBDA354EF.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
11656,5601195510128,1000.0,Pedras Salgadas,Água com gás limão,pack 4 x 0.25 l,1.99,1.99,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9870F7D10B9ED7376F5917B0306BAC76.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
11688,5601244202318,200.0,Terra Nostra,Queijo flamengo em fatias,Embalagem de 200g,2.19,10.95,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1AC37D1F5312990D8FFDE85110EEAFAE.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
12884,2892009000000,200.0,Fruta,Limão,1 un = 200 gr (aprox.),0.28,1.39,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F7773525E5DEBAE013C06CBE4768FAC.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
13844,2891011000000,800.0,Novilho,Carne p/ Assar,Vendido ao peso a partir de 800 g,7.19,8.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5BE20A86BAEB137E382553205DC9D349.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
13869,2891126000000,1000.0,PorSi,Coelho inteiro,Vendido ao peso,6.49,6.49,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/52C51860E551A8D97DAB91398A81FDB2.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
1677,5602711001311,1000.0,Rar,Açúcar granulado embalado em papel,Embalagem de 1 kg,1.59,1.59,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F8294E745C95C50AD875621A802EA691.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
18628,5601028002707,,Renova,Rolo de Cozinha Multi,4 Rolos,1.49,1.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EC28E7C70040AEF56E88826756B8374D.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
20477,8714789876801,650.0,Palmolive,Gel Banho Coco,Embalagem de 650 ml,3.29,5.06,650,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C841EAB15BFBC711E7703D2FB84F7757.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
24838,5601164903722,7500.0,Super Bock,Cerveja Mini,Pack 30 X 0.25 L,13.85,1.85,7500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/21F823289804B326F67E5D90563F901B.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
30958,5449000957955,3500.0,Coca-Cola,Coca-cola zero,pack 2 x 1.75 l,3.14,0.9,3500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B5373624D44366A3ACEBCD7C73191EB.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
34201,5601066401029,150.0,Nacional,Bolachas com pepitas de chocolate my cookie!,Embalagem de 150 g,1.19,7.93,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8733C55DE677087A69DC68FE9C7FC1FB.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
36732,5604260286454,2000.0,PorSi,Ração seca de carne para gato adulto,Embalagem de 2 kg,3.99,2.0,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9EDD98958C9E50520083DF31D4824073.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
40490,5604260292967,1000.0,PorSi,Sal cristal,embalagem de 1 kg,0.25,0.25,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0A2D20905846BB6FA89618D465D3E2B.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
41129,5604260303762,200.0,PorSi,8 salsichas aves,Embalagem de 200 g,1.09,5.45,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0DF7D5316DF865B4DCE8F58163C3E81.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
41717,5604260303816,90.0,PorSi,Saqueta de puré de fruta | maçã + pera,90 g,0.74,8.22,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BDC9DCB2575995ED71759BEA2C9A3172.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
41720,5604260303786,90.0,PorSi,Saqueta de puré de fruta | maçã + banana + morango,90 g,0.74,8.22,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D8CF0CCEDABFBBF47BBC90A180FDA1C7.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
49460,7613287300362,99.0,Nescafé,Café Buondi Intensidade 8,16 cápsulas,4.99,50.4,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/80D095BD8937186A634C0603F93E6D9A.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
5273,5601164902343,7920.0,Super Bock,Cerveja c/ álcool,pack 24 x 0.33 l,16.99,2.15,7920,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9036A4A1A895E7D1EC16B298057D65EB.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
8398,5601050016024,600.0,Danone,"Danacol natural,  6 x 100 g",,2.99,4.98,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F95F766B58ABBBA7608620C57921073C.jpg,,,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
927,5601001180903,380.0,Nestlé,Cereais chocapic,Embalagem de 375 g,2.29,6.03,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6DE0110672BED70DCD1FFE94A66DEB48.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
929,5601001187803,630.0,Nestlé,Cereais chocapic,Embalagem de 630g,3.49,5.54,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/24F5DB132F7E18A7786689AD5CB8DB19.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
973,5601024105020,1000.0,Fula,Óleo alimentar,Embalagem 1L,1.99,1.99,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/82D3E88293E42CC5B178C569AA9B57E6.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
12996,2892526000000,250.0,Legumes,Chuchu,1 un = 250 gr  (aprox.),0.57,2.29,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93A45A4645EB0EB96CD1F4E97D062E08.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
13126,2893105000000,600.0,Peixaria,Dourada de Viveiro,de 600 a 800g,4.19,6.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/029F52875DBC51F21511F40D4DB7EF92.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
13577,2893572000000,200.0,Peixaria,Pota Inteira Congelada,1 un= 200 gr (aprox.),1.18,5.89,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2D6321EA80C5271A6C9DE3162C36D95.jpg,,,,,,Avantages !,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
13585,2893580000000,250.0,Marisco,Gambão Congelado 20/30,Vendido a partir de 250 (aprox.),2.25,8.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4D0BD52A2A6DCE6EE965D391A979212D.jpg,,,,,,Avantages !,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
13817,2892582000000,250.0,Legumes,Pimento Verde,1 un = 250 gr  (aprox.),0.45,1.79,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7B3A4CEB1862E90C3453A121EC9872E4.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
14226,5602132656015,500.0,Serramel,Mel rosmaninho 500g,Embalagem de 500G,4.69,9.38,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/85F17C3A88DCA8E287D8076A08E91C9C.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
1462,5601286231772,250.0,Milaneza,"Massa, estrelinhas",Embalagem de 250g,0.62,2.48,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E2F1A211F7D24F0BF020FA7DF88C2F67.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
14862,2696029000000,70.0,Padaria,Carcaça Rústica 70 g,,0.19,2.71,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7501756B5498BDF68A954DEA96B9AD1C.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
15125,2895006000000,150.0,Terra Nostra,Queijo Flamengo em Barra,1 un = 150 gr (aprox.),1.35,8.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/476F7A985B3EA4EB38194328E8345ADF.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
15507,5601050031621,480.0,Danone,"Iogurte activia cremoso coco,  4 x 120 g",,1.99,4.15,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/05783495E4A676779F417115EB52CFE8.jpg,,,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
16939,7622210475411,171.0,Triunfo,Bolacha digestiva go canela,Embalagem de 170g,1.49,8.71,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C83726E993B61EE08F4E417A24AC0F22.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
17272,2891375000000,800.0,Novilho,Carne p/ Estufar,Vendido ao peso a partir de 800 g,6.79,8.49,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/74A9E71258207F3FD300DB35B0F5BB18.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
21766,7613035487840,90.0,Nestlé,Fruta para bebé banana laranja bolacha +6 meses,Embalagem de 90g,0.74,8.22,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/97B5DC278815B47BCD7E38EEC0455DC8.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
2247,5604260267446,320.0,PorSi,"Hamburguers de vaca, 4x80g",Embalagem de 320 g,2.49,7.78,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3FA12F56FCCB02BD822538B5A4E99D58.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
2308,5604260271795,2000.0,PorSi,Refrigerante com gás cola,Garrafa de 2 l,1.35,0.68,2000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FAE084877CD5F49373EA9981F15AE891.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
24369,5601050033045,620.0,Danone,"Iogurte líquido morango / kiwi corpos danone,  4 x 155 g",,1.89,3.05,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/727FBA9E88DFAC31F291DCAC14087FD2.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
24412,8410436297660,1300.0,Sonasol,"Lava tudo aloe vera e flores brancas, 1,3l",,2.09,1.61,1300,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/99177C313800E1C306087975E7A5D1E7.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
42625,5604260309832,1000.0,PorSi,Farinha de trigo sem fermento t55,Embalagem de 1 kg,0.69,0.69,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EF956CFC77024866F5D3B9C6A4D0EA3B.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
43009,5604260307180,300.0,PorSi,Comida húmida para cão de borrego,Embalagem de 300 g,0.75,2.5,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8873D77963E4D34906CA2FC5E881C248.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2B27BF4714216FFB4E9E5882412593BE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2B27BF4714216FFB4E9E5882412593BE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2B27BF4714216FFB4E9E5882412593BE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2B27BF4714216FFB4E9E5882412593BE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2B27BF4714216FFB4E9E5882412593BE.jpg,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
