identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,images_0,images_1,images_2,images_3,images_4,images_5,pictogrammes_libelleCategorie,avantages_dateFin,avantages_categorie,nro_paginas,page,images_6,pictogrammes_0
32337,5999884034506,250.0,Hell,Bebida Energética Red Grape,250 ml,0.79,3.16,250,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/90375237187E12CCF18AF280B8C44A22.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,10,,
32552,5608527002771,750.0,Casa Ermelinda Freitas,Vinho Vinha da Fonte Setúbal branco,Garrafa de 0.75 l,2.99,3.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2E666D9F1D80EA4F76A672DC479C3DA8.jpg,,,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,10,,
33604,7613032396350,,Nescafé,Café Dulce Gusto Cortado,16 Cápsulas,5.49,5.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB095AEEF18B6A438C1F4579051D73BA.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,10,,
33656,8001010052562,100.0,Ponti,Tomate seco,Embalagem de 100 g,2.59,25.9,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08305C19D874034F40EDB482F4551671.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,10,,
35146,5998749138359,155.0,Pedigree,Snacks de vaca para cão tasty bites,Embalagem de 150 g,2.14,13.81,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1626970F646511D994D289CA471FE19A.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,10,,
36382,5601917070039,750.0,Sovibor,Vinho DOC Alentejo Borba Reserva Tinto,Garrafa de 0.75 l,3.69,4.92,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/41F9E714B695F909E094227AC7CAC4CD.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,10,,
37551,5601050035889,600.0,Danone,"Iogurte liquido de noz,  6 x 100 g",,2.99,4.98,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A29E8F593078306CBB29AE1BAF1D768E.jpg,,,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,10,,
38076,5601012006230,750.0,Grande Trinca Bolotas,Vinho doc alentejo tinto,Garrafa de 0.75 l,7.49,9.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AEA46A34A9CB9E635994ADFAECB5C70C.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,10,,
38078,5604098002158,750.0,Poliphonia,Vinho Branco Regional Alentejano Reserva,Garrafa de 0.75 l,8.99,11.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/987130C3CC876440256E3A3F82164C79.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,10,,
38271,8717163857205,72.0,Knorr,Massa com tomate e mozzarella,Embalagem de 70 g,1.49,20.69,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D9E9EA4F865E53E0254A71C9F2777290.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,10,,
38415,5411188121435,250.0,Alpro,Creme fresco à base de soja p/bater,Garrafa de 250 ml,1.59,6.36,250,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3672CB3B8E04BBB04D9192411A523D8.jpg,,,,,,Produtos Bio,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
38953,5604321012145,13.0,Cemporcento,Chá infusão nº9 circul activ,Embalagem de 13g,0.64,49.23,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF2E32415120466CEC44DFA127B87ED1.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39045,5604321012060,13.0,Cemporcento,Chá infusão nº1 relaxplus,Embalagem de 13g,0.74,56.92,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4491D9E932C2955C38E6F5D0B3BE5A8C.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39047,5604321012121,13.0,Cemporcento,Chá infusão nº7 renal plus,Embalagem de 13g,0.64,49.23,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/55B88CE0ED34593B85EAC2FCFD375539.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39048,5604321012138,13.0,Cemporcento,Chá infusão nº8 gripal calm,Embalagem de 13g,0.64,49.23,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AECF81CF2655A2567D0AC8E947962FBF.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39414,5604321023011,13.0,Cemporcento,Chá infusão pau d'arco,Embalagem de 13g,0.74,56.92,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7185636BFD76836D8E4D5C2C5DC950B9.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39424,5604321033102,13.0,Cemporcento,Chá nº. 11 infusão regulamais,Embalagem de 13g,0.74,56.92,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D4DF16EB439A85C12AF3171C7BC8B874.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39460,5604321034161,13.0,Cemporcento,Chá infusão príncipe bio,Embalagem de 13g,0.79,60.77,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D0E1694E64B616D53BA1F517BE93AA64.jpg,,,,,,Produtos Bio,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39486,5604321025367,13.0,Cemporcento,Chá boas noites infusão,Embalagem de 13g,0.74,56.92,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0A5D6A54D948C706A215BF04AA1A6FB9.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39595,5604321083237,13.0,Cemporcento,Chá infusão anis,Embalagem de 13g,0.64,49.23,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F6C2543663DFD90E90E10545A0FAE982.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39668,5604321035489,13.0,Cemporcento,Drenactiv infusão,Embalagem de 13g,0.74,56.92,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1C7586BB4D927762B8CC52A37316E32C.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39694,5604321032488,13.0,Cemporcento,Chá antes refeição infusão,Embalagem de 13g,0.79,60.77,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/406B762472C345EE9154CEEFE3F41319.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39715,5604321032860,13.0,Cemporcento,Chá infusão pura equinácea,Embalagem de 13g,0.64,49.23,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3F3859B71C0CAFA5B49D758AC810C20.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39771,5604321034062,13.0,Cemporcento,Chá infusão funcho bio,Embalagem de 13g,0.69,53.08,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/63F14443FE133EA0F14CED31EE8E5B5F.jpg,,,,,,Produtos Bio,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39772,5604321034079,13.0,Cemporcento,Chá infusão sene bio,Embalagem de 13g,0.69,53.08,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A77514BB3E5D12253560635471BEC61.jpg,,,,,,Produtos Bio,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39776,5604321034147,13.0,Cemporcento,Chá infusão lúcia-lima bio,Embalagem de 13g,0.64,49.23,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0C8C494AE06B0BC923011C3EABC0D8B6.jpg,,,,,,Produtos Bio,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39777,5604321034185,13.0,Cemporcento,Chá preto infusão bio,Embalagem de 13g,0.79,60.77,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/09DD788D1EAA67CEE4C2EBB37B85C755.jpg,,,,,,Produtos Bio,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39780,5604321034253,13.0,Cemporcento,Chá infusão detox bio,Embalagem de 13g,0.79,60.77,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/83A6754DE1AEA86C0D59BCBE94912A8D.jpg,,,,,,Produtos Bio,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39782,5604321034277,13.0,Cemporcento,Chá infusão regulax bio,Embalagem de 13g,0.79,60.77,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A8BC912AAA6F67A5CF0D8306110A9879.jpg,,,,,,Produtos Bio,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39792,5604321034512,13.0,Cemporcento,Chá verde e curcuma infusão,Embalagem de 13g,0.74,56.92,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7B918999596AA15FDA3F3DAF4DDA462B.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39794,5604321034536,13.0,Cemporcento,Chai original infusão,Embalagem de 13g,0.74,56.92,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8B48A4F8B611D3B7F52CD251D1A25A93.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39795,5604321034543,13.0,Cemporcento,Gengibre e limão infusão,Embalagem de 13g,0.74,56.92,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F801A7E9A74080534B7857C3E174B31.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39796,5604321034550,13.0,Cemporcento,Chá menta e especiarias infusão,Embalagem de 13g,0.74,56.92,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/38B5B05D511F5960484EB17C13497253.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39797,5604321034567,13.0,Cemporcento,Chá verde e jasmin infusão,Embalagem de 13g,0.74,56.92,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/45D29C765E3172392230F62068029F6D.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39798,5604321034574,13.0,Cemporcento,Chá hibisco e maçã infusão,Embalagem de 13g,0.74,56.92,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1A867B2EC6EDA0FF484AE0A79865DBE7.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39873,5604321029334,13.0,Cemporcento,Chá infusão mirtilo,Embalagem de 13g,0.74,56.92,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/928D5B6F52A902743478966D468EF1C4.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39934,5604321030927,13.0,Cemporcento,Chá infusão centelha asiática,Embalagem de 13g,0.64,49.23,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/14CBC1EC7367EB856EC22821AB68979F.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39981,5604321023042,13.0,Cemporcento,Chá infusão folha de oliveira,Embalagem de 13g,0.59,45.38,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D58DFE7A34C359AAA03DAAA1A08226AF.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39982,5604321023059,13.0,Cemporcento,Chá infusão barbas de milho,Embalagem de 13g,0.59,45.38,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/269AB9CB12161B963AF46863D8538456.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39983,5604321023066,13.0,Cemporcento,Chá infusão passiflora,Embalagem de 13g,0.64,49.23,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7304EC98DB78895C8B236C1AB0338B3D.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
39985,5604321023080,13.0,Cemporcento,Chá infusão videira vermelha,Embalagem de 13g,0.64,49.23,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F67A281B434627380A4394D076E1483B.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
40006,5604321025206,15.0,Cemporcento,Chá infusão branco,Embalagem de 15g,0.89,59.33,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A1C813B7EA16105AEAB15E01C0A8B8D6.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
40007,5604321025251,13.0,Cemporcento,Chá infusão são roberto,Embalagem de 13g,0.74,56.92,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8C693A84570FF765AB7FAA72ECB1F6E7.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
40011,5604321025305,15.0,Cemporcento,Chá infusão verde e mel,Embalagem de 15g,0.69,46.0,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7EEDE0ECD62293A8DB52A51A86776AA8.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
40012,5604321025329,13.0,Cemporcento,Chá infusão celulite,Embalagem de 13g,0.74,56.92,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1B789FDD950016FBDBBE53D94EF163B6.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
40025,5604321026661,13.0,Cemporcento,Chá infusão cabelo pele e unhas,Embalagem de 13g,0.74,56.92,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4613457B0E672E8F41242091DFD9EC7D.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
40027,5604321026715,13.0,Cemporcento,Chá infusão drena & limpa,Embalagem de 13g,0.74,56.92,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E00CC75DBC451E80C39979F649D231CB.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
40045,5604321027392,13.0,Cemporcento,Chá infusão equinácea e hibisco,Embalagem de 13g,0.79,60.77,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/44DC2EE014DED5A2133C4D3DB7D9CB25.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
40083,5604321028528,13.0,Cemporcento,Chá infusão valeriana,Embalagem de 13g,0.64,49.23,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7CDCF823946AD55968C1142BDFFE1D3C.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
40855,8712561483094,200.0,Vaseline,"Loção Cacao Radiante, 200 ml",,2.39,11.95,200,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8A40B5420204A97186C36E604388F693.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
40857,8712561478762,200.0,Vaseline,"Loção recuperação avançada, 200 ml",,2.39,11.95,200,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/720BE9BCADE8456A7232B8C0EB4A51CF.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
41400,5601217134240,3800.0,Woolite,Detergente líquido máquina de lavar roupa cores escuras,56 doses,9.99,2.63,3800,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/993E01BDCB8CD2FCD8220CF222551F57.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
41933,8710604787840,52.0,Knorr,"Knorr 1, 2, 3...sabor! - Lasanha",Embalagem de 52g,0.99,19.04,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3397CAA51CB6B40F4C8534D279BB6BF2.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
4218,3600520297712,50.0,L'oreal Men Expert,"Creme anti.fadiga, hydra energetic",Embalagem de 50 ml,7.8,156.0,50,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F1EAEC07F084865F01DA41D5FBC8B167.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
43007,5998749140536,123.0,Pedigree,Snacks para cão rodeo galinha,Embalagem de 123 g,2.14,17.4,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D0AB251B590157F26BAF75563068E3CE.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
43008,5998749140376,123.0,Pedigree,Snacks para cão rodeo vaca,Embalagem de 123 g,2.14,17.4,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/12A492FC9BFF2398A597ED776EE2B137.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F7719C21B23B6D2D8E4AF5C8C9B0659.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F7719C21B23B6D2D8E4AF5C8C9B0659.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
43157,5600380894623,400.0,Prozis,Oatmeal + whey - aveia e proteína whey nutchoc,Embalagem de 400g,7.14,17.85,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/567855570BF817AEECEAE00B40326233.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
43243,5608527003150,750.0,Dona Ermelinda,Vinho branco doc palmela reserva,Garrafa de 750 ml,7.49,9.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40F4DF3417F4EBBF8B0E5EE98BFF2009.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
43727,5601635626044,,Tecrilana,Escadote em alumínio,4 degraus,31.99,31.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3710E91CF44CC2D926D21AF107ED1EA6.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
44220,5000127077225,500.0,Kellogg's,All bran fruta&fibra,Embalagem de 500g,3.89,7.78,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7C8D06018EEFD0A3921852D3E4A4A48E.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
44287,7622201459031,267.0,Tuc,Crackers Integrais,Embalagem de 267g,2.24,8.39,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A963A4ECD745666D11C5B4122617FC31.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
45586,8714100472507,150.0,Rexona men,Desodorizante spray tropical,150 ml,3.59,23.93,150,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/550C752044912C8DEC60F348BF7E099C.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
46154,5601082049823,55.0,Belissimo,Café aroma intenso 10 cápsulas,Embalagem de 55g,2.99,54.36,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D19CEDB4E47796F571BCB8B70C5FA8D1.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
46155,5601082049830,55.0,Belissimo,Café aroma originale 10 cápsulas,Embalagem de 55g,2.99,54.36,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/54F3A38C31D564B24EC9BB8E57B2F591.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
46688,7613287591609,202.0,Nescafé,Café Doppio Expresso 16 capsulas,Embalagem de 202g,5.49,27.18,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E05E212DDEF92EDCD10BD6839B426D65.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
46889,3600523972081,50.0,L'oreal,"Creme Revitalift Pele Sensível, 50 ml",,10.49,209.8,50,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5532F44221708C7D45C8183A0A91D1AF.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
46893,8718114202372,45.0,Rexona men,Desodorizante Stick  Clean Fresh Scent,45 ml,4.79,106.44,45,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CFA711E3C2467D4B500EB3781A04AE04.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C441E6BE61C4E79A8760FD76DD8AB55F.jpg,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
46957,8001841812007,75.0,Oral B,Dentífrico Pro-Expert Sensibilidade e Branqueamento,Embalagem de 75 ml,2.99,39.87,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0B120F73FA2E5B51739A22CCCE232B3D.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
47119,5998749138335,125.0,Pedigree,Snack para Cão Júnior Dentastix Galinha,Embalagem de 125g,2.14,17.12,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7BFB535663435A85C699237A2E9EB7E2.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
473,3010470154490,4000.0,Friskies,Ração para cão active,Embalagem de 4kg,9.94,2.49,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/33A5FD3D03DDCD0CB2D52DA3598866C2.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
474,3010470154575,1500.0,Friskies,Ração para cão júnior vitafit com frango e leite,"Embalagem de 1,5 kg",5.24,3.49,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3C713CBBA7061164500A4F945CA50441.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
47984,5601381000365,750.0,Invisivel,Vinho alentejano invisivel 2016,Garrafa de 750 ml,10.99,14.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/426E3A41928D37AB149D817EB0BCCC8E.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
47986,5601381010005,750.0,Conde da Ervideira,Vinho alentejano conde d'ervideira reserva branco 2016,Garrafa de 750 ml,13.99,18.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6CC41A0F52D24C89E682CEBABC7B76B5.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
47987,5601381009009,750.0,Conde da Ervideira,Vinho alentejano conde d'ervideira reserva tinto 2016,Garrafa de 750 ml,14.99,19.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D3B038D6334621D828C2B8AF37F10476.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
48009,7613287371133,80.0,Felix,Comida Húmida Para Gato Tasty Shreds Frango/Vaca,Embalagem de 4 x 80 g,2.24,28.0,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/702CE93F1E31CA567CC9A1C824AF03F6.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
48010,7613287371157,80.0,Felix,Comida Húmida Gato Tasty Shreds Salmão/Atum,Embalagem de 4 x 80 g,2.24,28.0,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8FB191D8F9A4CC9A5D796C47913CBEB3.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
48016,7613287494269,340.0,Felix,Comida Húmida Gato Fantastic Peixe,Embalagem de 4 x 85 g,2.24,6.59,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FBEFCB65BE92CB6BC1762F62D3FBC60B.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
48422,8718951463899,50.0,Sanex,Desodorizante Roll On Extra Control,50 ml,2.09,41.8,50,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/37D8306923171975762D0F484C8FEE93.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
48423,8718951463387,50.0,Sanex,Desodorizante Roll On Sensitive,50 ml,2.09,41.8,50,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/517F0FD21FA92B0B3EC5D1914C97D6A8.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
48458,7613287045263,648.0,Felix,Comida Húmida para Gato Selecção de Peixe,pack 6 x 48 g,2.24,3.46,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6EBB7911C2B75CAEF2240565F2AD8311.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
48539,8001841630885,,Dodot,Fralda Activity T5 - 11 a 16 kg,52 unidades,15.74,15.74,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D60DC2EFB9D5FD05A4C634EBADE90BC.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,
