identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,avantages_dateFin,avantages_categorie,nro_paginas,page
1437,5601260046101,1000.0,Saludães,Arroz Carolino,Embalagem de 1 kg,1.39,1.39,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/844734F94E64C7EE2E76F0FC068B9A4B.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
1322,5601163011114,5400.0,Luso,"Água sem gás, garrafa de 5,4 l",,1.77,0.33,5400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA9320932FF184911C32006B7463EC74.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
15161,5604260274246,1000.0,PorSi,Cenouras Programa Origens,Embalagem de 1 kg,1.09,1.09,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/558C3AC1450C10C8B2395D06441C5423.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
26047,8412600070994,650.0,Bimbo,Pão de forma s/ côdea,Embalagem de 650 g,2.09,3.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29A6957961BACB180F45AAA47CD1FB78.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
11974,5603722508752,200.0,Castelões,"Queijo em fatias original, embalagem de 200g",,2.09,10.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9709716796DE3B121923F09B97DF17ED.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
12972,2892040000000,1000.0,Fruta,Banana,1 un = 200 gr (aprox.),1.09,1.09,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1515327A77B72426B2932390DFBE18E5.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
18595,8410500016012,400.0,Danonino Danone,"Iogurte líquido danonino morango, embalagem de 4 x 100g",,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/00E1EF11C0C6DBF4F5207E20D5392DA2.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
10351,8411134103338,,Control,6 Preservativos Adapta Nature,,3.49,3.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/48CE3E2F5F38469DD564602B7B9F53DF.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E904E0E3DEA92FC0A6E00A850118F1A2.jpg,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
30414,4015400917304,480.0,Fairy,Detergente Liquido Loiça Original,480 ml,2.54,5.29,480,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BDA62A6B9333A70897E09AEAD0B62BBF.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
5847,5604260130252,750.0,Selecção de Enófilos,"Vinho DOC Alentejo, Reserva, Tinto",Garrafa de 0.75 l,2.49,3.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4202BF71666B682D8CD8B8989D1761E1.jpg,,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,10,1
477,3010470159051,2000.0,Friskies,"Ração para gato adulto com coelho, frango e legumes",Embalagem de 2kg,6.74,3.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7DEEDCA72B128992156D55C0C8DE0876.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
8383,5601049132995,1000.0,Mimosa,"Leite uht meio gordo, embalagem de 1litro",,0.89,0.89,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6FB52C843F677BD37D399D45BB10B38B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE810093A08CEBD60415DCC626CF5804.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0562293538F541B1B99592AA046327B.jpg,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
12887,2892089000000,500.0,Fruta,Manga Barco,1 un = 500 gr (aprox.),1.25,2.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7DE73DFAB226CDE947BB89C61333D3FE.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
2518,7613033814693,400.0,Nestlé,"Fruta para bebé 7 frutos +6 meses, embalagem de 4 x 100g",,2.44,6.1,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/18CF4010C8E037B64FBADB6A5A35AF8F.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
1323,5601163020512,9000.0,Luso,"Água sem gás, pack 6 x 1.5 l",,3.48,0.39,9000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/001A786D3A6068914B18C4EF27206C2E.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
30168,2696660000000,80.0,Padaria,Cacetinho de Trigo,80 g,0.19,2.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/061A32F66C5467484869F7F4ECEA0767.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
32408,5601050034967,600.0,Danone,"Danacol aveia, embalagem de 6 x 100g",,2.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5CE656F263120C59B9C0953B21D516B7.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
2482,7613032584757,250.0,Cerelac,Papa infantil láctea 5 frutos +6 meses,Embalagem de 250g,3.19,12.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3BA8FAB1CBB784A1F35D14E45DA423EA.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
15810,3094900059593,75.0,Aquafresh,Pasta Dentífrica Menta Suave,Embalagem de 75 ml,1.85,24.67,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/23BC1431AAB789532FD2967AA69D21DC.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
35631,8410436329545,100.0,Sonasol,Bloco sanitário desinfectante duplo floral,Embalagem de 2 x 50 g,2.99,29.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4EBD52C2D6799DC552F1A6B94AE3AADD.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
12146,5604260272785,750.0,Selecção de Enófilos,Espumoso moscato,"Garrafa de 0,75 l",3.39,4.52,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0A0A98BE17ADBF48ECEC0D2D97B4EA6E.jpg,,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,10,1
32326,8002205352009,2000.0,Friskies,Ração para gato adulto com salmão e legumes,Embalagem de 2 kg,6.74,3.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7BB16DEB21172930AE30D98EA700F916.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
8384,5601049133992,1000.0,Mimosa,"Leite uht magro, embalagem de 1litro",,0.89,0.89,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/128AB814EBA9C0783B386EB2E0A38CC9.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8C350978140C257D0AAD7365CD133F0C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B9BED9F397071733FB4D36CBE39ECDBA.jpg,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
251,2696001000000,400.0,Padaria,Baguete,400 g,0.79,1.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/42C2E126B9E5B84C243F0668DEC3869F.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
12996,2892526000000,250.0,Legumes,Chuchu,1 un = 250 gr  (aprox.),0.62,2.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B3515E273EECDE0B69B6402C7F1BEB4.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
13095,2893071000000,100.0,Peixaria,Carapau Pequeno,1 un = 100 g (aprox.),0.4,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/07606BE143D22CF4796A63CA9C752E5B.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
1680,5602711001625,1000.0,Rar,"Açúcar areado amarelo, embalagem de 1kg",,1.59,1.59,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/939DA938A8E29956A82E9882A2E704A7.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
929,5601001187803,625.0,Nestlé,"Cereais chocapic, 625 g",,3.49,5.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8DB31C1F3066D48D593AE11B75516670.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
974,5601024105051,3000.0,Fula,Óleo alimentar,Embalagem 3L,5.85,1.95,3000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D641E1D4A518E21E0D8C212FCA92F32A.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
11588,5601151540909,600.0,Compal,"Néctar pêssego, pack 3 x 200 ml",,1.27,2.12,600,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AF3FB6DEEC4349ABAE7189D1F661A578.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
11640,5601180000993,1000.0,Vigor,"Leite pasteurizado gordo, de 1l",,0.98,0.98,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/12B86C68D7331166E668398B8E667665.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
1188,5601119007970,200.0,Nobre,"Salsichas de porco, lata de 200g",,1.39,6.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F480FC52D56464F3C1B867155F4A37B9.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
11961,5603722505607,1000.0,Mimosa,"Leite sem lactose meio gordo, de 1l",,1.14,1.14,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A98ED8A0E5E675A3AC1A551BCE75B0AB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E57BFE09E8D859BDBE1705476BB9F1B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E1F70144AAFCC0EAEBFF05614177D009.jpg,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
1226,5601146001507,1500.0,Joi,"Refrigerante sem gás de manga/laranja, garrafa de 1,5 l",,1.29,0.86,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DB9CD865FA14B43795929B354A61BA32.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
1274,5601151070758,410.0,Compal,"Feijão manteiga, lata de 410 ml",,1.09,2.66,410,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F168BC675838A1B24B473123F714EAB2.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
13242,2893227000000,200.0,Peixaria,Robalo de Viveiro,de 200 a 600 g (aprox.),1.6,7.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A78EB4330416D93C926049780B1174CB.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
14865,2696212000000,,Pastelaria,Folhado Misto 90 g,,0.69,0.69,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/164C27A781A7C68A965295D85BB7D95F.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
15125,2895006000000,150.0,Terra Nostra,Queijo Flamengo em Barra,1 un = 150 gr (aprox.),1.35,8.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF84618CA37316EE2612494B15F423CC.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
17523,2891246000000,1000.0,Porco,Pá York c/ Osso c/ Couro,Vendido ao peso a partir de 1 kg,3.49,3.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1774B7150E1E65399A00A5F3DC93922.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
18077,5601363013710,265.0,LayS,"Batata frita lisas originais, embalagem de 265 g",,2.09,7.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/69F2827786BE3780E05CB46C9CECF586.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
23469,8410500020453,280.0,Danone,"Danonino para levar, polpa de morango, embalagem de 4 x 70 g",,2.14,7.64,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3E7A122EA567C89446D113FF66BFA0AE.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
26062,5601082041742,220.0,Delta,Café moagem universal timor,Embalagem de 220g,2.89,13.14,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1A3EA6EE2397FA350913A71DB568B354.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
3526,2894034000000,150.0,Nobre,Fiambre da Perna Extra,1 un = 150 gr (aprox.),2.25,14.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C76D05EF052819EDC79567520AD2D260.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
35499,5601151973769,3500.0,Sumol,"Refrigerante com gás de laranja, 2 x 1.75 l",,2.78,0.79,3500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/15C97042A71F49C362C4C213EA28900F.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
483,3033710046645,400.0,Nestlé,"Fruta para bebé maçã manga +6 meses, embalagem de 4 x 100g",,2.44,6.1,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B957252E4468B4428B54FDF0DEC950C2.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
5246,5601151540886,600.0,Compal,"Néctar pêra, pack 3 x 200 ml",,1.27,2.12,600,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D6B34834645718035C7DBFF284A80A1D.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
7763,4014400901191,250.0,Merci,"Bombons de chocolate merci, embalagem de 250g",,5.99,23.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2900B9B4786268814CDC44DE9670597D.jpg,,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,10,1
9078,5601883000351,250.0,Nova Açores,"Manteiga com sal, embalagem de 250g",,1.99,7.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E131D1B806869A8D2A8CB27A9731E282.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
9184,5602348062754,70.0,Damatta,Presunto sabor português fatiado,Embalagem de 70 g,2.29,32.71,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9AE2DBDD0E054DD3DCAC93A9D0EE8ECE.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
9300,5603722497261,1500.0,Pleno,"Tisana chá verde/limão, garrafa de 1,5 l",,1.59,1.06,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7EF2B204E50EAE71668E7C4A97DD36C7.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
11466,5601018004605,200.0,Gresso,Nata uht para bater 200 ml,,0.79,3.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D55411BE639B830632A68D20D002036.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
11641,5601180001020,1000.0,Vigor,Leite pasteurizado meio gordo,Garrafa de 1 l,0.98,0.98,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C25BCB5001E1A92DAA543A65EC5B2802.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
1195,5601119230224,650.0,Nobre,"Salsichas extra suculentas, frasco de 650 g",,2.09,3.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F74C2FC7C8B9C0B3ED0E43FFE3B59991.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
12230,7613034192264,250.0,Cerelac,Papa infantil para preparar com leite +6 meses,Embalagem de 250g,1.84,7.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71A50A4D3564A93E8A6CF702B1916C84.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
13852,2891020000000,100.0,Novilho,Fígado,1 un = 100 gr (aprox.),0.55,5.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7F21D014BF856223502CE366D77F0F5C.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
13966,2696019000000,450.0,Padaria,Pão Regional Rio Maior Inteiro,1 unidade= 450 g,1.09,2.42,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/868CC38F01B8F1FD056036A7F49504A8.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
14346,3387390406849,150.0,Nestlé,"Barras cereais chocapic, embalagem de 150g",,2.99,19.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A9E143A7AE167B7B2DF153E69E157760.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
1467,5601286236784,500.0,Milaneza,"Massa de espirais, embalagem de 500g",,1.04,2.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/90F3AD9985391E2BB3C76374F1217643.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
14879,2696313000000,,Pastelaria,Croissant Brioche 85 g,,0.59,0.59,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/53A872BBC45BBDDAC9749CC51F8CB1EC.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
15010,2892545000000,1000.0,Programa Origens,Couve Flor,1 un = 1 kg (aprox.),1.69,1.69,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93AF9BD404AC9C131A6A0C88150C31D1.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
15981,5601119244375,210.0,Nobre,"Salsichas extra suculentas de frango, frasco de 210g",,2.39,11.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FF112EFB90E4953B2240BF7E131FD2C0.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
18080,5601008100560,168.0,Vieira,"Bolachas água e sal doces, embalagem de 170g",,2.09,12.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ED338E782DB58A3903FA7306882C5703.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
20201,5603722516221,1500.0,Pleno,"Tisana chá camomila e romã, de 1,5 l",,1.59,1.06,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7D295EE342D567A594A666D24B68A8E1.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
21745,7613035659728,250.0,Cerelac,Papa infantil não láctea multicereais +6 meses,Embalagem de 250g,2.39,9.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/90667A298E4003D9445C62EE2E028371.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
21749,7613035766532,250.0,Nestum,"Nestum chocolate, embalagem de 250g",,2.14,8.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/56615AB89B36DE078E553AF04539E1E0.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
22164,5601260254056,500.0,Saludães,"Arroz doce especial, embalagem de 500g",,0.83,1.66,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C73C7DA612DE17339FC2172D24F6B83B.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
22327,7613035766488,250.0,Nestum,"Nestum bolacha maria, embalagem de 250g",,2.14,8.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D162EB2F874EE55DA9D5C3AD396EFB47.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
22335,5000116110940,420.0,Capitão Iglo,"15 douradinhos, embalagem de 420g",,4.99,11.88,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3973A8C90F686ECB72E76C3B0A0492D4.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
2249,5604260267682,500.0,Kings Bräu,"Cerveja com álcool, lata","Embalagem de 0,50 l",0.65,1.3,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FC48C06C2E921680338523A8F8F52E6A.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
2403,5608543000072,20.0,Tetley,"Chá de mel, limão e ginseng",Embalagem de 20g,0.95,47.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B1217457C8CB66C8447C64453800613.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
24370,5601050033052,620.0,Danone,"Iogurte líquido morango / framboesa corpos danone, embalagem de 4 x 155g",,1.89,3.05,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B53E7B84291132B08A3B77128B6BF1A5.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
24371,5601050033014,620.0,Danone,"Iogurte líquido pinacolada corpos danone, embalagem de 4 x 155g",,1.89,3.05,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B78DED571E8DAF3CF098A27E97064BA.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
2459,7613031497096,400.0,Nestlé,"Fruta para bebé maçã pera +4 meses, embalagem de 4 x 100g",,2.44,6.1,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3657AC5DA61941E17EE1AD603103EE0.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
2480,7613032584436,250.0,Cerelac,"Papa infantil láctea maçã +6 meses, embalagem de 250g",,3.19,12.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DE2856C1EA531D0617965332F05D89D4.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
2483,7613032607463,250.0,Cerelac,"Papa infantil não láctea 8 cereais e mel +6 meses, de 250g",,2.39,9.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D8960B1BDF9EC6F37D85F527DA09587D.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
25331,3600542075015,400.0,Garnier,Champô Ultra Suave Leite de Coco e Macadâmia,Embalagem com 400 ml,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35117F22FB44C0A7EBFA24D2AFCF6944.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
2740,8410063016627,400.0,Pescanova,"4 filetes de pescada panados com limão, embalagem de 400g",,4.65,11.63,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/793D04BEFB15F5DF82BA7896A4F9F018.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
28507,8006540618752,,Dodot,Fraldas Bebé Seco Extra +14kg T6,Embalagem c/ 48 un.,13.49,13.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B2C8C276E6D8600A83CC88CD26B6A19.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
28678,5605173897348,2000.0,Maçã da Beira Alta IGP,Maçã Golden,Embalagem de 2 kg,2.45,1.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FD501586D19B3686949652632F7B3864.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
32063,8712423038844,33.0,Knorr,"Strogonoff 1, 2, 3...sabor!, embalagem de 33 g",,0.99,30.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A8045759567B372AE215D4B257F03A8.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
32104,8001090639073,300.0,Pantene,Champô 3 em 1 Clássico,300 ml,3.94,13.13,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BE2AB945B06DD7E4B345C0575695E7A2.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
34597,5600376210390,250.0,Pasta do Dia,"Massa folhada retangular, embalagem de 250g",,1.99,7.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B4FA1D3419D28314AAE8FA37375CE9A0.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,1
