identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,avantages_dateFin,avantages_categorie,nro_paginas,page,images_3,images_4
8383,5601049132995,1000.0,Mimosa,"Leite uht meio gordo, embalagem de 1litro",,0.86,0.86,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6FB52C843F677BD37D399D45BB10B38B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE810093A08CEBD60415DCC626CF5804.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0562293538F541B1B99592AA046327B.jpg,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
13866,2891048000000,1000.0,Porco,Bifanas,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72DE0DA6B485199AC995C629E3E4D279.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
1467,5601286236784,500.0,Milaneza,"Massa de espirais, embalagem de 500g",,1.04,2.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/90F3AD9985391E2BB3C76374F1217643.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
8521,5601119956810,120.0,Nobre,"Fiambre perna extra fatiado, embalagem de 120g",,1.99,16.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B962872D940BF7EEEBDD095332A56017.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
12819,3600522023883,400.0,Elvive,Champô total repair,Embalagem de 400 ml,3.99,9.98,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EA7D6E07CD09475944FC0B7344377C93.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
13966,2696019000000,450.0,Padaria,Pão Regional Rio Maior Inteiro,1 unidade= 450 g,1.09,2.42,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/868CC38F01B8F1FD056036A7F49504A8.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
19415,5601028019798,,Renova,"Rolo de cozinha design xxl, 3 rolos",,1.99,1.99,3,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9A25E60B9B6B556C2D19CB0AC3EE543B.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
12887,2892089000000,500.0,Fruta,Manga Barco,1 un = 500 gr (aprox.),1.35,2.69,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7DE73DFAB226CDE947BB89C61333D3FE.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
18860,3147690060703,700.0,Gibson's,Gin dry,Garrafa de 700 ml,11.49,16.41,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EF3EC9468395BE2E5E25F964CCF5DAF7.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
15955,7613032408794,85.0,Purina Gourmet,"Comida húmida para gato peixe do oceano, embalagem de 90g",,0.87,10.24,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FEEA8DEA9BB460BB34BF8E0ADF22D62F.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
31908,8001090134226,,Dodot,Toalhita Azul,Embalagem de 64 un.,0.99,0.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7D0CA6E791B9424075D8EFACDC32D2FC.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
36657,5601217132673,500.0,Cillitbang,"Spray lixívia e higiene, de 500 ml",,2.49,4.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D9B27A41A222F2F218026715A414F2D0.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
14641,5603722513879,1500.0,Pleno,"Tisana de chá verde/limão light, de 1,5 l",,1.59,1.06,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F6BF791EA11EAC23396FF6DFA2CA04B8.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
18595,8410500016012,400.0,Danonino Danone,"Iogurte líquido danonino morango, embalagem de 4 x 100g",,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/00E1EF11C0C6DBF4F5207E20D5392DA2.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
2466,7613032142599,500.0,Cerelac,Farinha láctea cerelac,Embalagem de 500g,3.74,7.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9E8BA07E18AADF10F73E7F499EE6907F.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
23353,5000116112197,375.0,Capitão Iglo,"18 nuggets de frango, embalagem de 380g",,4.99,13.31,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F26C89B365D9DC17E138C74AB049DE6B.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
35138,5603722517655,960.0,Mimosa,"Iogurte sólido aroma morango, ananás e banana, 8 x 120 g",,1.89,1.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7070B93AC2DB23DCF61734D801E40E6D.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
2474,7613032408602,85.0,Purina Gourmet,"Comida húmida para gato vaca e frango, embalagem de 90g",,0.87,10.24,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/571C1A9D6D5EE4C101463565EC0CDDDE.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
17265,2696109000000,600.0,Pastelaria,Galette de Rois,600g,5.99,9.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C67BA4CDA8508BEF0A5304015C5BF4C3.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
13781,2892323000000,250.0,Fruta,Uva Red Globe,1 un = 250 gr  (aprox.),0.9,3.59,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0CB9D5C0FE47F5D642EA2D42574AAC35.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
19104,5600353670056,750.0,Critterium,Vinho regional lisboa tinto reserva,Garrafa de 0.75 l,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/66476694A5C1B73CEB8E360341CB54A6.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
15161,5604260274246,1000.0,PorSi,Cenouras Programa Origens,Embalagem de 1 kg,0.89,0.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/558C3AC1450C10C8B2395D06441C5423.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
13865,2891042000000,1000.0,Porco,Costeletas do Cachaço,Vendido ao peso a partir de 1 kg,4.98,4.98,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D0D96FA697CD7DF7D0B353E0ED0B1193.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
11967,5601049612336,250.0,Mimosa,"Manteiga com sal, embalagem de 250g",,1.99,7.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2C2D066D904F137421CA4F472DC07738.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B59AE74FD0DBE6C3112F001AFF69E867.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BB9196C3025886DBB6F20EDD70A1CA7A.jpg,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
13914,2891225000000,350.0,Frango,Perna com Costa,1 un. = 300 g (aprox.),0.8,2.29,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D1297D1CD095629263E582A65B4C3857.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
13893,2891043000000,1000.0,Porco,Entrecosto,Vendido ao peso a partir de 1 kg,6.28,6.28,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA05EE99D302D59771FCC108473E0700.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
19022,5603722509742,800.0,Agros,"Leite com chocolate, embalagem de 4 x 200 ml",,1.49,1.86,800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/86A34AF1051A1750347A4FF58912A923.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
11961,5603722505607,1000.0,Mimosa,"Leite sem lactose meio gordo, de 1l",,1.14,1.14,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A98ED8A0E5E675A3AC1A551BCE75B0AB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E57BFE09E8D859BDBE1705476BB9F1B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E1F70144AAFCC0EAEBFF05614177D009.jpg,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
13625,2893620000000,300.0,Peixaria,Salmão de viveiro à posta,1 un. = 300 g (aprox.),3.9,12.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29B9DB2E73FB6AE756265DB326B65712.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
13894,2891044000000,1000.0,Porco,Entremeada sem Entrecosto,Vendido ao peso a partir de 1 kg,4.88,4.88,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/033DDCE7C7F9A9CD99F0A4BEB2F74462.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
13897,2891053000000,1000.0,Porco,Lombo sem Osso,Vendido ao peso a partir de 1 kg,4.49,4.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/415564DA70574ED3C1D7475F1F28BDB6.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
17272,2891375000000,800.0,Novilho,Carne p/ Estufar,Vendido ao peso a partir de 800 g,7.19,8.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/74A9E71258207F3FD300DB35B0F5BB18.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
5928,5604260256921,2000.0,PorSi,"Lava Tudo Perfumado Montanha, 2 l",,0.99,0.5,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1025C53588751D93B22FC3DF4D839D3B.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
251,2696001000000,400.0,Padaria,Baguete,400 g,0.79,1.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/42C2E126B9E5B84C243F0668DEC3869F.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
1270,5601151023150,500.0,Compal,"Polpa de tomate com cebola e alho, embalagem de 500g",,1.39,2.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/195ABA90C0C8B2FE1D9EE0202B59D28C.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
12892,2892508000000,400.0,Legumes,Beringela,1 un=400 gr (aprox.),0.8,1.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5B7B3A896213DE67893050A67A6D9D9B.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
1293,5601151398104,630.0,Compal,"Pack de 3 embalagens de polpa de tomate, embalagem de 630g",,1.49,2.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BC7D38B0892D2B72B99AEECF05E81523.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
12996,2892526000000,250.0,Legumes,Chuchu,1 un = 250 gr  (aprox.),0.62,2.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B3515E273EECDE0B69B6402C7F1BEB4.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
13892,2891041000000,1000.0,Porco,Costeletas do Lombo,Vendido ao peso a partir de 1 kg,4.98,4.98,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/589E4AFE71E19AF7FEB32FB0C0E176FF.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
16105,5601146703463,7500.0,Sagres,"Cerveja com álcool, pack 30 x 0.25 l",,13.85,1.85,7500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/183EDEF7293ADA26BC14282051FE997C.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
34201,5601066401029,150.0,Nacional,"Bolachas com pepitas de chocolate my cookie!, 150g",,1.19,7.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62E8A4FDEC6FCE6FCA9B1B71AEF816E1.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
47102,5603722520198,250.0,Mimosa,"Manteiga com sal e sem lactose, embalagem de 250g",,2.29,9.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93C16F859411D0EBAFBF43E49FD1DA1B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/03F85375587D6FDFB4925819A11BDAE0.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/851EE75BBBA7A9986AE9578DEC17E3F9.jpg,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
5522,5601692071429,1000.0,Bom sucesso,"Arroz carolino, embalagem de 1 kg",,1.49,1.49,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/64C611B9FD96C1B21C6DBAF861284476.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
5803,5604260055814,2000.0,PorSi,Lixívia tradicional,Embalagem de 2 l,0.9,0.45,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8A2E6CEE5CE7CCA8FC288F09FA708EAE.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
994,5601038001400,240.0,Knorr,"Caldo de carne 24 cubos, embalagem de 240g",,2.49,10.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/111ACC6539DBD1BD4431EF700197763E.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
1188,5601119007970,200.0,Nobre,"Salsichas de porco, lata de 200g",,1.39,6.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F480FC52D56464F3C1B867155F4A37B9.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
1189,5601119007987,250.0,Nobre,"Salsichas de porco, lata de 250g",,1.67,6.68,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0B023C2ECBDBE7AB09A89A8810925D65.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
11963,5603722505775,250.0,Mimosa,"Manteiga sem sal, embalagem de 250g",,1.99,7.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9BCF64C54A7D7626D65710EBF82436CC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1EA90F949357E7F98D48732996035C6E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F0AD169BB42B947BB5B96F6E89FDECD.jpg,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
1310,5601151979969,140.0,Compal,"Compal da horta concentrado tomate, embalagem de 140g",,0.99,7.07,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AFB213C2AE47899B42B45E2988A779B7.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
13817,2892582000000,250.0,Legumes,Pimento Verde,1 un = 250 gr  (aprox.),0.6,2.39,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/65E0131049B6BD4E669549F70B795EC0.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
1427,5601255322128,1000.0,Caçarola,"Arroz agulha, embalagem de 1 kg",,1.28,1.28,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5909BD82C9A83624AB1295F48ED2D005.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
1460,5601286222787,500.0,Milaneza,"Massa de cotovelinhos, embalagem de 500g",,1.04,2.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49B04C2917E036F30360190A48027326.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
14865,2696212000000,,Pastelaria,Folhado Misto 90 g,,0.69,0.69,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/164C27A781A7C68A965295D85BB7D95F.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
18030,2696251000000,800.0,Pastelaria,Bolo rei,800 g,4.99,6.24,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5797896372B1CA8FFFA288DDFDA8F828.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
19166,5604260274185,1000.0,PorSi,Kiwi,embalagem de 1Kg,1.99,1.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B3FD551DB4B491A1542FF19FDA92048.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
2306,5604260271672,800.0,PorSi,Bacalhau posta média,Embalagem de 800g,6.99,8.74,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7BFB91B2030DFA8C523A88F3C016C8D9.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
2369,5606669091783,450.0,Brasmar,Preparado para arroz de marisco,Embalagem de 450 g,3.89,8.64,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30AEE929F2CD61652544DDD9E550F719.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3DD300B3850A8A7396BC6133488A6CBF.jpg,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
26047,8412600070994,650.0,Bimbo,Pão de forma s/ côdea,Embalagem de 650 g,2.14,3.29,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29A6957961BACB180F45AAA47CD1FB78.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
26091,7613036115575,550.0,Nestlé,Cereais estrelitas,Embalagem de 550g,2.49,4.53,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/90505B63FB20AF187537F3B46DDB9B86.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
32408,5601050034967,600.0,Danone,"Danacol aveia, embalagem de 6 x 100g",,2.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5CE656F263120C59B9C0953B21D516B7.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
37045,5601217132659,500.0,Cillitbang,"Spray bolor e sujidade, garrafa de 500 ml",,2.49,4.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A51671BCEA4544BF377B06769DE1169.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
37773,5604260290352,800.0,PorSi,Choco limpo 20/40,Embalagem de 800 g,6.99,8.74,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0DDCD5D96EEDB36BCCF9ED4C4346401.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
38148,5603722519123,1000.0,Milhafre,Leite de Pastagem Biológico Meio Gordo,1 litro,1.09,1.09,1000,L,€/L,,Produtos Bio,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DCB3EAE989BC2DDA8E3D76C140D59BA5.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
40739,5604260302666,2000.0,PorSi,"Lava Tudo Perfumado flor de laranjeira, embalagem de 2 l",,0.99,0.5,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EC235B47803E16EEB9720D84212A145E.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
40833,8718951333482,1250.0,Ajax,"Detergente líquido lava-tudo festa das flores, 1.25 litros",,2.24,1.79,1250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/693F264420C4477C1D894CD0E8FEFC0A.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
40916,3083681107944,400.0,Bonduelle,"Salteado da horta, embalagem de 400g",,2.39,5.98,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8EC663DD06C540EF10455FD80FEDFFEF.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
438,8722700140139,20.0,Lipton,"20 saquetas infusão de cidreira, embalagem de 20g",,1.49,74.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/75772B648D442A3C0BB5D4E8A4601B76.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
46714,5604260318742,,PorSi,Papel higiénico branco folha tripla,12 rolos,3.79,3.79,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/302F6B4FE48393BA7E5D666ED55E249B.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
46882,5604260319824,,PorSi,Papel higiénico 3 folhas perfumado,Embalagem de 12 unidades,4.69,4.69,12,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3FFC2D730C4EDC9A29F53A5EEAAF4D75.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
47045,8001665717328,250.0,Rana,"Ravioli de frango assado, 250g",,1.98,7.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F0ACDEB21866BBBC49D93A8B45C5FE3.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
50457,5603722520891,125.0,Mimosa,"Manteiga com salsa e alho, embalagem de 125g",,1.49,11.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AD07C14D6EFB1FFAE444B8C7DD272173.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E035A762B58CBA6C1ACDD8E79E8BA0FE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0BD538C4D562B7FA21A6743239B7FBB5.jpg,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
50458,5603722521003,160.0,Mimosa,"Manteiga com sal, 160g",,2.14,13.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/09C6645B0E41FE4C659D6FBAFCE3C138.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
5095,5601050026405,300.0,Danone,"Queijinho dadoninho petitdino de morango, embalagem de 6 x 50g",,1.99,6.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/285FD05A8135D405134AF6FB325A781F.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
5119,5601066200073,1000.0,Nacional,Farinha p/ bolos extra fina,Embalagem de 1 kg,1.09,1.09,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CAC064713C07BACF659239959FBD0E0D.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
53215,7613287300423,,Nescafé,"Café cápsulas dolce gusto buondi, 48 unidades",,13.99,13.99,48,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/73F032AF2523A2ECCDF55C3F8DC080E7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8D8B92EE92A77C536C79B5FADFE86C51.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8D8B92EE92A77C536C79B5FADFE86C51.jpg,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
5926,5604260256907,2000.0,PorSi,"Lava Tudo Perfumado Lavanda, embalagem de 2 l",,0.99,0.5,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01DD4B6F1EC514CE87AE4FA32F6F195B.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
8384,5601049133992,1000.0,Mimosa,"Leite uht magro, embalagem de 1litro",,0.86,0.86,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/128AB814EBA9C0783B386EB2E0A38CC9.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8C350978140C257D0AAD7365CD133F0C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B9BED9F397071733FB4D36CBE39ECDBA.jpg,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
8520,5601119956490,120.0,Nobre,"Fiambre perna extra finissimos fatiado, embalagem de 120g",,1.99,16.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/15C8ADF2CEDA2C19A63D893348F1D7F5.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
978,5601024134136,750.0,Oliveira da Serra,Azeite,Embalagem de 750 ml,5.99,7.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CC9A85673AA0BF0B09481F106398AA6.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,1,,
