identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,avantages_dateFin,avantages_categorie,nro_paginas,page,images_3,images_4
52837,5606439001660,100.0,Rialto,"Croutons redondos naturais, 100g",,0.84,8.4,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9BCCB5F2084CA873785B77BC370E8921.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
52934,5603722522550,600.0,Agros,"Bebida láctea café, 3 x 200ml",,1.85,3.08,600,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/933624CF1FEE0BDFC20D8185815B8800.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
53021,8445290502476,85.0,Purina Gourmet,"Comida Húmida para Gato Delícias Suculentas Frango, 85g",,0.87,10.24,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A51A0F14BC4724833E1E109F79F3E4E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DF2FEBDB05BF47D3015BFCA5E9C4EC1B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DF2FEBDB05BF47D3015BFCA5E9C4EC1B.jpg,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
53232,8445290759207,600.0,Nesquik,"Achocolatado em Pó, 600g",,3.99,6.65,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8142D9ABDD247C983EB9286F596F2E87.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1E8F61743B1B3F44416834AAF4EBE584.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1E8F61743B1B3F44416834AAF4EBE584.jpg,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1E8F61743B1B3F44416834AAF4EBE584.jpg,
54538,8006540763582,,Fairy,"Detergente Máquina Loiça Pastilhas Original Tudo em 1 Limão, 71D",,13.99,13.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/937EB01E1BF93392425BD6CC2ABF2650.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
5806,5604260055845,2000.0,PorSi,Lixivia perfumada,Garrafa de 2 l,1.19,0.6,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D3C8A34DE2760DD39F6CC21A071491A4.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
5927,5604260256914,2000.0,PorSi,"Lava Tudo Perfumado Herbal, embalagem de 2 l",,0.99,0.5,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D0BC6E0F8FB6EE1D6C3B7DBC82D3AD1E.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
6267,8016825926687,75.0,Aquafresh,Pasta dentífrica menta fresca,Embalagem de 75 ml,1.85,24.67,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5AF61545461116CEF40994D7E37A4C54.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
7143,2895066000000,1100.0,Paiva,Queijo Curado Amanteigado,"1 un = 1,1 kg (aprox.)",10.88,9.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40A4EED51E63B3C8D3B6401ED95BDDC3.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
7244,3073781050196,140.0,A Vaca Que Ri,"Queijo em palitos, embalagem de 140g",,1.99,14.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/59688D92D0C575A8192F1081AFBE3DC1.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
8397,5601050016017,600.0,Danone,"Danacol morango, embalagem de 6 x 100 g",,2.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F76543BD64340CC9668C447CAE3F75A1.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
9299,5603722497254,1500.0,Pleno,"Tisana chá de cidreira e tília, garrafa de 1,5 l",,1.59,1.06,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/192748706F742E810B6FDFE78ABDE277.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
931,5601001228100,300.0,Nestum,Nestum flocos de cereais com mel,Embalagem de 300g,2.24,7.47,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/82B368094FF4C269D04DE75FB30D7775.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
9311,5603722502064,250.0,Mimosa,"Manteiga fácil de barrar, embalagem de 250g",,2.09,8.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FEF75CFD36A5CE8709DF5D4930F11917.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A8C47E9F1F12DFE2439D3530C38E2D87.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2EE410FD3A0147BBB442FA96902FFF46.jpg,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
9315,5603722509544,1000.0,Mimosa,"Leite 0% lactose magro, de 1l",,1.14,1.14,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0350D0DE44A653A9AB01722B06443E94.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC5219EC1E15E09529E323B7D196FADA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC48BFFA4281D8016E9FB40168ED4485.jpg,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
944,5601001339301,200.0,Nestlé,"Mistura solúvel mokambo, embalagem de 200g",,4.19,20.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7654D4A8AEB526591EE0FD0D1A7BE478.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
986,5601029001273,120.0,Pitéu,"Lulas recheadas, embalagem de 120g",,2.16,18.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9698C20F36BF6990D59E676F8A1CB41D.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
989,5601029004014,120.0,Bom Petisco,"Atum posta em óleo, embalagem de 120g",,1.18,9.83,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0EDE399096BE62933DCF2A734D746C1A.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
41822,7613039868300,270.0,Nestlé,Cereais estrelitas,Embalagem de 270 g,1.79,6.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8ED5B2AE951DD00B9C8D9B0148834738.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
5925,5604260256891,2000.0,PorSi,"Lava Tudo Perfumado Floral, embalagem de 2 l",,0.99,0.5,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F01E0A9A550FA76DA5066F589EA8BBFA.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
13844,2891011000000,800.0,Novilho,Carne p/ Assar,Vendido ao peso a partir de 800 g,7.67,9.59,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/142925C351A68598D5F08763C55C20FE.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
36708,5604260296767,250.0,PorSi,Queijo fresco clássico,Embalagem de 4 x 62.5 g,1.99,7.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/808A63EFAEF8DEF4BD0506202DEB45EF.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
13896,2891049000000,1000.0,Porco,Fígado,Vendido ao peso a partir de 1 kg,2.99,2.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F0E3D04B0DBB043B98FC650B4149C34.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
1035,5601045105313,6000.0,Serra da estrela,"Água mineral sem gás, pack 4 x 1.5 l",,1.79,0.3,6000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0358268AAE386D7F610EBE003FAAE9E0.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
5272,5601164902312,4800.0,Super Bock,"Cerveja com álcool, pack 24 x 0.20 l",,9.99,2.08,4800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A98E5FF8E5DDF166F2B333F0EE0114E7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C2C2858ADC421F33AF17C6115D108100.jpg,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
49762,5601050037562,460.0,Danone,"Iogurte com cereais activia, 4x115g",,2.39,5.2,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/51EAF4A53D8366A31634F35574981BCB.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
16022,5601146703609,5000.0,Sagres,Cerveja Mini,20 x 0.25 l,9.99,2.0,5000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DB02895A50A259FB6B3AB495851D234D.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
44701,5053990156009,175.0,Pringles,"Snacks batata original, embalagem de 175g",,2.39,13.66,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BE87AADF1BA674A5818FDF008937F90A.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/843E1395B62C4B40E91467CF90852642.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/843E1395B62C4B40E91467CF90852642.jpg,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/843E1395B62C4B40E91467CF90852642.jpg,
17873,8718951037885,500.0,Ajax,"Limpa vidros recarga tripla ação, 500 ml",,1.79,3.58,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D0A7A0C399BF07DEEA9FD446034A3D4F.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
15879,5601164902282,3000.0,Super Bock,"Cerveja com álcool mini, pack 15 x 0.20 l",,6.99,2.33,3000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F51CB7668EA2A2D5B4B811ABB528133B.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
28640,5054563030948,75.0,Aquafresh,Dentífrico Tripla Proteção,Embalagem de 75 ml,1.85,24.67,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3F822B9D22CAC67DC8DBD8698E3FBBBD.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
8391,5601049159992,1000.0,Mimosa,"Leite especial cálcio + vitamina d magro, de 1l",,0.98,0.98,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/22E6964D6A2F2B922BCB40BB341AE902.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
1328,5601165005760,15.0,Lipton,"10 saquetas infusão de cidreira, embalagem de 20g",,0.74,49.33,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8EA72609B2FBFE9A06C9099CA2FDB5E1.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
1468,5601286250780,500.0,Milaneza,"Massa maçarronete riscado, embalagem de 500g",,1.04,2.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BA4109E5185276DFC6B9D6597899335A.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
9255,5603124024140,545.0,Mistolin,"Tira gorduras recarga, de 550 ml",,2.34,4.29,545,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/687EAA7C10E8372C470B9350CC205D49.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
1274,5601151070758,410.0,Compal,"Feijão manteiga, lata de 410 ml",,1.09,2.66,410,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F168BC675838A1B24B473123F714EAB2.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
49763,5601050037579,460.0,Danone,"Iogurte activia fibras aveia & frutos secos, 4x115g",,2.39,5.2,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D3105D0A7021B60785802EF13F61AE8F.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,2,,
51113,8720181262784,500.0,Cif,"Limpa casa banho spray higiene c/ lixívia, 500 ml",,1.99,3.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8CA4C0BAC8A169ADEC56BAD426803345.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
9300,5603722497261,1500.0,Pleno,"Tisana chá verde/limão, garrafa de 1,5 l",,1.59,1.06,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7EF2B204E50EAE71668E7C4A97DD36C7.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
17892,5601082039800,220.0,Delta Q,Café xl qalidus cápsulas,Embalagem de 220g,15.49,70.41,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CC1942C4B68078F0368F602F327C039D.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
2518,7613033814693,400.0,Nestlé,"Fruta para bebé 7 frutos +6 meses, embalagem de 4 x 100g",,2.44,6.1,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/18CF4010C8E037B64FBADB6A5A35AF8F.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
25262,5000116112166,208.0,Capitão Iglo,"10 nuggets de frango, embalagem de 210g",,2.99,14.38,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CF1467DF1CD91C352F5C2C303E0557A7.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
44914,5601119345379,160.0,Nobre,"Vegalia especialidade vegetariana de soja, lata com 8 unidades",,2.09,13.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8AC478A6669D2DB4609CB7280CA417C4.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
939,5601001315107,200.0,Nestlé,"Mistura solúvel tofina despertar, embalagem de 200g",,2.89,14.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CC5A47735407D4C3B415883C0C674337.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
15810,3094900059593,75.0,Aquafresh,Pasta Dentífrica Menta Suave,Embalagem de 75 ml,1.85,24.67,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/23BC1431AAB789532FD2967AA69D21DC.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
17523,2891246000000,1000.0,Porco,Pá York c/ Osso c/ Couro,Vendido ao peso a partir de 1 kg,4.08,4.08,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1774B7150E1E65399A00A5F3DC93922.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
24410,8710908859502,750.0,Cif,"Spray power&shine multiusos com lixívia, de 750 ml",,2.69,3.59,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BC1FC8E39B43E72D32F4657C6D001534.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
26062,5601082041742,220.0,Delta,Café moagem universal timor,Embalagem de 220g,2.89,13.14,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1A3EA6EE2397FA350913A71DB568B354.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
45405,3023290053508,150.0,Lindahls,"Pudim de baunilha + proteína, 150g",,1.69,11.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CD482C5BF61320A2B85EA62D20469CB9.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
1287,5601151260753,410.0,Compal,"Grão de bico, lata de 410 ml",,1.09,2.66,410,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/731C3C517063722402F07A7D8ECB2B92.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
18079,5601066400923,180.0,Nacional,"Bolacha shortcake, embalagem de 180g",,1.24,6.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B79AC637369F03F42CAF309849AA6E9.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
19046,5000116110414,480.0,Capitão Iglo,"8 hamburguers sem glúten frango, embalagem de 480g",,7.99,16.65,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B74DC0C9C4A898B602612BD394B808F5.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
20512,5601070000539,500.0,Cristal,"Vinagre de sidra, garrafa de 500 ml",,0.89,1.78,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/088D2E6C27D5043C18AD10EB75A50F4E.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
37992,5601027943551,650.0,Bimbo,"Pão de forma sem côdea 10 cereais, embalagem 650 g",,2.29,3.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7704A462544713D57921F589D2B7493D.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
49761,8410500024574,460.0,Danone,"Iogurte bifidus activia chia amêndoa 0%, embalagem 4x120g",,2.39,5.2,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B9FB91C5154914AE2B2128ACA4CA281.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
5807,5604260055852,2000.0,PorSi,Lixívia com detergente,Embalagem de 2 l,1.19,0.6,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F470598FD01ED421660D86CAC111329.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
16493,8718951037939,500.0,Ajax,"Limpa vidros pistola, cristal, embalagem de 500 ml",,1.97,3.94,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2152E81252C8B3ECCDB87063FC44E64.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
41895,5000116125784,220.0,Capitão Iglo,"12 nuggets frango polme americano, embalagem de 220g",,2.99,13.59,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E342C1C812C93A809F88301C9A1AFE84.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
44797,5601151971444,1000.0,Pepsi,"Refrigerante com gás lima, garrafa de 1l",,0.99,0.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F6139B7864676362B5646663C891FB0D.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
44804,3023290048924,150.0,Lindahls,"Pudim de chocolate + proteína, 150g",,1.69,11.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/989B5F16D9E5F4A7EB2B3AE42115DF4A.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
28507,8006540618752,,Dodot,Fraldas Bebé Seco Extra +14kg T6,Embalagem c/ 48 un.,13.49,13.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B2C8C276E6D8600A83CC88CD26B6A19.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
43520,8411300478116,400.0,Elvive,Champô argila cabelos normais,Embalagem com 400ml,3.99,9.98,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/638A557615C1C43E87F50B5AF3FB796E.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
50630,5603722521461,1208.0,Mimosa,"Iogurte magro liquido de ananas e manga, 8x151ml",,3.09,2.56,1208,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/391469C60827762112BDD90CD5A7ACC1.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
51516,5000204242676,750.0,Pato,"Líquido Sanitário Biodegradável, 750 ml",,1.69,2.25,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8C1893E905FC06A67CD929B9867A4141.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
10842,2895207000000,250.0,Santiago,Queijo 3 Igrejas Cura 2m Pimentão,Vendido ao peso a partir de 250 gr,3.0,11.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F11F4EC63EB49EF2522FB61028743A0.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
11503,5601050019100,600.0,Danone,"Danacol frutos exóticos, embalagem de 6 x 100 g",,2.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A16EAD58E7A10ECD338C77C33D25273.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
11960,5603722505300,250.0,Mimosa,"Manteiga magra, embalagem de 250g",,1.99,7.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C74CBDA10A089507D586E060E46ABF03.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C2F91C79228A3ADF27E4AEC55908D66D.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8234260C017BAB3AE2C659FDE5BBED44.jpg,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
1469,5601286251787,500.0,Milaneza,"Massa de maçarrão, embalagem de 500g",,1.04,2.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/684581E08A7B473B6F7C59B6AD72C932.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
16693,5601066400916,120.0,Nacional,"Bolacha chocomax mini, embalagem de 120g",,1.04,8.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3DB56A546076CEE7A0263616FFAC5173.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
17114,5000116110148,320.0,Capitão Iglo,"4 hamburguers vaca sem glúten, embalagem de 320g",,4.49,14.03,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F31F98EC751272F860D1F790EE53DF35.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
2503,7613033156212,85.0,Purina Gourmet,"Comida húmida para gato mousse com salmão, embalagem de 90g",,0.87,10.24,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BCD32627F59A029C2931D459EC84583E.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
25275,5775345121578,700.0,Sunquick,Concentrado de laranja,Garrafa de 700 ml,5.19,7.41,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60CE4BBE254D671FC1E542A0A73849E2.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
4236,3600521519479,400.0,Elvive,Champô color-vive,Embalagem de 400 ml,3.99,9.98,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B741E6BD8D506F6AF7B6C5B1B3D10A5F.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
44664,8711327488052,1000.0,Lipton,"Ice tea limão zero açúcar, garrafa de 1l",,1.39,1.39,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/03733E8A9603AAB1349B8892D732D6AA.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
45396,5053827176057,600.0,KelloggS,"Cereais krave trésor avelã, embalagem de 600g",,3.89,6.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/22414DB827D28782C0C570A1BF19C3BD.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
46518,5000204208856,750.0,Pato,"Líquido sanitário ação total menta, 750 ml",,1.94,2.59,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8D02BC7C70B0CBFEDA11FE724DDAAE84.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
4716,5000204593242,72.0,Pato,Discos Sanitários Activos Recarga Lima,Embalagem de 2x36 ml,3.49,48.47,72,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E8BEEF9B9E1E763C6D9B6E49B0D85F6.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
47635,8412600018316,300.0,Bimbo,Bimbo® bagels clássico 4 un.,Embalagem de 300g,2.34,7.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E29B7F13889FE8AF18A9C1C0F8DAA10D.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
47648,5601119355378,120.0,Nobre,"Fiambre perna extra braseado finissimas, embalagem de 120g",,1.99,16.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A268D38DBDCD3538A067D252174C096B.jpg,,,2025-01-08T23:59:59.999999999Z,PROSPECTUS,7,3,,
