identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,avantages_dateFin,avantages_categorie,nro_paginas,page,images_4
2482,7613032584757,250.0,Cerelac,Papa infantil láctea 5 frutos +6 meses,Embalagem de 250g,3.19,12.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3BA8FAB1CBB784A1F35D14E45DA423EA.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
30638,5607233511584,435.0,Panrico,Pão de Forma Cerealia 14 Cereais e Sementes 0% Açúcares,Embalagem de 440g,1.99,4.57,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/80E82D3789FD680BAAA3FD45989D08CD.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
17114,5000116110148,320.0,Capitão Iglo,"4 hamburguers vaca sem glúten, embalagem de 320g",,4.49,14.03,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F31F98EC751272F860D1F790EE53DF35.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
10094,8435257040776,640.0,Nestlé,"Iogurte líquido yoggi banana, embalagem de 4 x 160 g",,1.99,3.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6885FCEF2FEF4752D565E64A3BDEE242.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
2466,7613032142599,500.0,Cerelac,Farinha láctea cerelac,Embalagem de 500g,3.74,7.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9E8BA07E18AADF10F73E7F499EE6907F.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
12819,3600522023883,400.0,Elvive,Champô total repair,Embalagem de 400 ml,3.99,9.98,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EA7D6E07CD09475944FC0B7344377C93.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
51608,8006540830918,820.0,Fairy,Detergente Líquido p/ Lavar Loiça Limão,Embalagem de 820 ml,3.99,4.87,820,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F542477DBDEED3AD6C2F55650254DA51.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
5298,5601174301006,750.0,Alambre,"Moscatel de setúbal, garrafa de 0,75l",,4.99,6.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2AE0722A95A9B01CB9076AA574EAA2BE.jpg,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,9,1,
48473,7613036226868,85.0,Purina Gourmet,"Comida húmida gato fondant frango, 85g",,0.87,10.24,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/074F76544249F751DC1D7D13566965F8.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
12994,2892524000000,100.0,Legumes,Cenoura Granel,1 un = 100 gr (aprox.),0.09,0.85,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5AEDEF3ED6ABEF24EACEE9C46AA7916F.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
13833,2892579000000,300.0,Legumes,Pepino,1 un = 300 gr  (aprox.),0.42,1.39,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BD2734BFC4704D52A466FC85B929304E.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
13866,2891048000000,1000.0,Porco,Bifanas,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72DE0DA6B485199AC995C629E3E4D279.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
13934,2891062000000,250.0,Porco,Rojões,1 un = 250 gr  (aprox.),1.0,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/925F2FDC1F925A7FD71EE6165315B22E.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
8383,5601049132995,1000.0,Mimosa,"Leite uht meio gordo, embalagem de 1litro",,0.86,0.86,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6FB52C843F677BD37D399D45BB10B38B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE810093A08CEBD60415DCC626CF5804.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0562293538F541B1B99592AA046327B.jpg,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
13126,2893105000000,600.0,Peixaria,Dourada de Viveiro,de 600 a 800g,5.39,8.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E8A33BF89ACC347EAD33BE9A6FF5B5C.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
13814,2892558000000,250.0,Legumes,Feijão Verde,1 un = 250 gr  (aprox.),0.82,3.29,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5688B97D5E073F1C8E51E2F8542D9EC1.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
13894,2891044000000,1000.0,Porco,Entremeada sem Entrecosto,Vendido ao peso a partir de 1 kg,4.89,4.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/033DDCE7C7F9A9CD99F0A4BEB2F74462.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
1195,5601119230224,650.0,Nobre,"Salsichas extra suculentas, frasco de 650 g",,2.09,3.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F74C2FC7C8B9C0B3ED0E43FFE3B59991.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
1296,5601151543306,1000.0,Compal,"Néctar de pêra, embalagem de 1l",,1.19,1.19,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/20D6CCFACD44697943FB8CAF67B7E4F5.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
14230,5601089080829,113.0,Royal,"Fermento em pó, lata 110g",,1.49,13.19,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/24CF6B830E9333635B517F9E014F6916.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
1480,5601314000073,9000.0,Vitalis,"Água mineral sem gás, pack 6 x 1.5 l",,2.59,0.29,9000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DA3E69EB6FBF3CE3F3256CE592DB9A52.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
277,0000080135463,200.0,Nutella,"Creme para barrar de avelãs e cacau, embalagem de 200 g",,1.99,9.95,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7F9EF4BFB078F0EE53FC86413847018B.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
8384,5601049133992,1000.0,Mimosa,"Leite uht magro, embalagem de 1litro",,0.86,0.86,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/128AB814EBA9C0783B386EB2E0A38CC9.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8C350978140C257D0AAD7365CD133F0C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B9BED9F397071733FB4D36CBE39ECDBA.jpg,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
989,5601029004014,120.0,Bom Petisco,"Atum posta em óleo, embalagem de 120g",,1.18,9.83,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0EDE399096BE62933DCF2A734D746C1A.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
10859,3023290400395,230.0,Nestlé,"Iogurte mix in kit kat, embalagem de 2 x 115g",,1.99,8.65,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/46A338E8D7EAC63B8EF63808F7DF5998.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
1120,5601066301718,500.0,Nacional,"Massa de espirais, embalagem de 500g",,0.89,1.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B50E4B0B2C4856A819A2FF672D887104.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
11464,5601018003400,1000.0,Matinal,"Leite seleccionado meio gordo, de 1l",,0.98,0.98,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F34056BF2D07C9D39E218B31081D1FC.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
12909,2892005000000,250.0,Fruta,Laranja Económica,1 un = 250 gr  (aprox.),0.35,1.39,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67E13FD34B36BCD37E12339EB836171D.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
1297,5601151543313,1000.0,Compal,"Néctar de pêssego, embalagem de 1l",,1.19,1.19,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08E04D043544808C4F3901CA5FF6A2F4.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
13950,2891145000000,100.0,Porco,Salsicha Fresca,1 un = 100 gr (aprox.),0.5,4.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2E1CED7EDF010F56C2BF0E6CDF74D52B.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
1433,5601260036102,1000.0,Cigala,"Arroz carolino, embalagem de 1 kg",,1.39,1.39,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D96A08349D04F12B168FA774344BCEF6.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
1463,5601286232779,250.0,Milaneza,"Massa pevide, embalagem de 250g",,0.57,2.28,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7FABF67C8683DAD5B618F045601E14A4.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
1465,5601286234773,250.0,Milaneza,"Massa de letras, embalagem de 250g",,0.57,2.28,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93F4FB7CE3C81A4CA398AFB1F88C82DD.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
14711,5601286402332,180.0,Nacional,"Bolacha alfa, embalagem de 180g",,1.04,5.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EEAED8EB73A6124CF9DC2D1D89DF265E.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
14858,2696002000000,250.0,PorSi,Baguete,250 g,0.44,1.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E4FC9EECB7B8225F27BCA96C630D54A7.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
15979,5601119242364,650.0,Nobre,"Salsichas de aves extra suculentas, frasco de 650g",,2.09,3.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F9B3EEFB29AFDD46B059DC76A73501AE.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
17827,5603344531022,110.0,General,Atum posta em óleo,Embalagem de 110g,0.94,8.55,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6CF8780AD6CFF5E4D2703538338330A5.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
19072,3600522713227,400.0,Elvive,Champô Óleo Extraordinário Cabelos Normais,Embalagem de 400 ml,3.99,9.98,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3687D493E2BFC44B58430623FC44CF76.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
250,2892150000000,300.0,Fruta,Abacate,1 un. = 300 g (aprox.),1.11,3.69,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E9095394002D145B7F2ABE932415A1F1.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
25861,5603722509759,800.0,Mimosa,"Leite com chocolate, embalagem de 4 x 200 ml",,1.49,1.86,800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4FE9754297F54084EBC31D72FBB55E4F.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
26091,7613036115575,550.0,Nestlé,Cereais estrelitas,Embalagem de 550g,2.49,4.53,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/90505B63FB20AF187537F3B46DDB9B86.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
29356,8718951202856,500.0,Palmolive,"Gel de banho natural leite e mel, 500 ml",,2.42,4.84,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6CB5E843C7A08E2ECE1293E08A53478D.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
35983,5601027972735,700.0,Bimbo,Pão de forma torradas familiares,Embalagem de 700 g,1.99,2.84,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6F4E1280EFC32C3DD99C945770A284F8.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
4335,3600540829160,50.0,Narta men,"Desodorizante roll-on, invisimax",Embalagem de 50 ml,2.69,53.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A48BB816DCCE142F5DC4F8D9E2CEC850.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
44756,8720182022066,350.0,Calvé,"Manteiga amendoim com pedaços, embalagem de 350g",,2.39,6.83,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BDB7E894C421031DCDC32452508E8D9C.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
46216,5603722519925,480.0,Mimosa,"Iogurte batido magro com mirtilos sem lactose, 4 x 120 g",,1.99,4.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6208D58EB4ADB7DBE2D23DC13048F924.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
46955,5600748341554,,Ovitae,Ovos | Classe: L,24 unidades,4.99,4.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60D180E3671C3B8C51448428E2B8CE67.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
47059,5900852054815,85.0,Blédina,"Frutapura maçã e banana, embalagem de 85g",,0.72,8.47,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0892A3DB2CC7D27FE13B3C1EADC2431.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
49460,7613287300362,99.0,Nescafé,Café Buondi Intensidade 8,16 cápsulas,5.99,60.51,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E4BCDB4A1998B45DA9767B093A961A1E.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
49995,8445290170736,800.0,NAN,Leite Transição Optipro 3 +10 Meses,Embalagem de 800g,11.63,14.54,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/04AEC96DB6A5F805D25E7E9E11EE5586.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
53021,8445290502476,85.0,Purina Gourmet,"Comida Húmida para Gato Delícias Suculentas Frango, 85g",,0.87,10.24,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A51A0F14BC4724833E1E109F79F3E4E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DF2FEBDB05BF47D3015BFCA5E9C4EC1B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DF2FEBDB05BF47D3015BFCA5E9C4EC1B.jpg,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
53942,5603722523298,1000.0,Matinal,"Bebida de leite sem lactose livre, 1l",,1.25,1.25,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3F3F185EBF624903AC3031EAC11A6631.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
8250,5600358330047,400.0,Sopas Graciete,"Creme de Feijão com Espinafres, garrafa de 400 ml",,1.35,3.38,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7B176A1999C2A2CAB410E4DA4BE2F849.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
8252,5600358330269,400.0,Sopas Graciete,"Creme de Feijão Verde, garrafa de 400 ml",,1.35,3.38,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A11C09300A9D1B45DF931CBC33B6770.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
8434,5601050033731,620.0,Danone,"Iogurte activia líquido 0% lima/limão, embalagem de 4 x 155g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B41EA750EA9360556362913E488E9E4D.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
8520,5601119956490,120.0,Nobre,"Fiambre perna extra finissimos fatiado, embalagem de 120g",,1.99,16.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/15C8ADF2CEDA2C19A63D893348F1D7F5.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
958,5601019012401,500.0,Guloso,Polpa de Tomate,Embalagem de 500g,1.09,2.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0CE0E0ED1941D8AA40077B3BCCD426E3.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
10274,8410436242172,1100.0,Sonasol,"Lava Tudo Brilhante Floral, embalagem 1,1l",,2.79,2.54,1100,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01F5925CB3ADDDABA2B9F66C7D55728C.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
10512,8435250439577,232.0,Nestlé,"Iogurte mix in nesquik, embalagem de 2 x 115g",,1.99,8.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C2207480393D760FBF1824B2B4CD877.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
10513,8435250439591,236.0,Nestlé,"Iogurte mix-in chocapic,  2 x 118 g",,1.99,8.43,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/368B8AC44F8070965585916E17063F2C.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
10669,8714789703046,360.0,Palmolive,"Sabonete sensitive, 4x90 g",,3.36,9.33,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8140413D2E9C838D4EEF2E30218B12BC.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
1104,5601066200301,1000.0,Nacional,"Farinha para bolos fina, embalagem de 1kg",,1.19,1.19,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5D8295F49A4D85213E4D9B884A2879DE.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
1108,5601066300087,500.0,Nacional,"Massa de cotovelinhos, embalagem de 500g",,1.19,2.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/85D4AC87404986F6E33A67AEEDC0D0E8.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
11524,5601051420028,250.0,Primor,Manteiga sem sal,Embalagem de 250g,1.99,7.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0C41B270FBA7B622E759FBA7E3B6B1CD.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
1168,5601089081109,92.0,Royal,"Leite creme, embalagem de 90g",,0.97,10.54,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AC10D7FE310F07412F3D379CE62B219D.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
11922,5603089001125,200.0,Parmalat,"Molho bechamel, embalagem de 200 ml",,0.99,4.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/20AABBCEA69E570B184582BA9E9011F8.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
12230,7613034192264,250.0,Cerelac,Papa infantil para preparar com leite +6 meses,Embalagem de 250g,1.84,7.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71A50A4D3564A93E8A6CF702B1916C84.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
12468,8435250439584,256.0,Nestlé,"Iogurte mix in smarties morango, embalagem de 2 x 128 g",,1.99,7.77,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/546EB338CC6149CC0CDDECE6E5ABF48D.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
1291,5601151333457,1000.0,Compal,"Néctar clássico tutti frutti, embalagem de 1l",,1.19,1.19,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72E1F82181A7A99589C5EAFAC26322FC.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
1295,5601151533451,1000.0,Compal,"Néctar clássico de manga, embalagem de 1l",,1.19,1.19,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C39B088399EB8957F0ED194316340ED2.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
13095,2893071000000,100.0,Peixaria,Carapau Pequeno,1 un = 100 g (aprox.),0.3,2.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/07606BE143D22CF4796A63CA9C752E5B.jpg,,,,2024-12-04T23:59:59.999999999Z,PROSPECTUS,9,1,
