identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,images_6,images_7,avantages_dateFin,avantages_categorie,nro_paginas,page
12230,7613034192264,250.0,Cerelac,Papa infantil para preparar com leite +6 meses,Embalagem de 250g,1.84,7.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71A50A4D3564A93E8A6CF702B1916C84.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
38049,8001841361079,340.0,Fairy,Detergente liquido para loiça limão,Embalagem de 340 ml,1.59,4.68,340,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/891C1A351AEA276EEBCE41056BBE823B.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
25883,5449000008763,1500.0,Fanta,"Refrigerante com gás laranja, garrafa de 1,5 l",,0.99,0.66,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FC51AAD13F2C3DD9969EDD9F1221FFFF.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
44240,8410500010539,1200.0,Danone,"Iogurte líquido de morango kids, pack 12 x 100 g",,4.99,4.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/675F0D6784FF916C81A6BE90AA600C99.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
40233,8718951078994,,Colgate,"Escova de dentes manual kids, 2 unidades",,2.59,2.59,2,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/91E96A0D47F686A47CF5736FF55B7C33.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
19607,7613035376625,90.0,Nestlé,Fruta para bebé maçã banana aveia +6 meses,Embalagem de 90g,0.63,7.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/63EF160EDC28D2A349A30B7555DC57D7.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
2749,8410063046532,350.0,Pescanova,"Miolo de camarão 80/100, embalagem de 350g",,6.99,19.97,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0EA75135180DC26543A97F342303334A.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
20624,7613034998040,90.0,Purina One,"Biscoito para cão nuggets, embalagem de 90g",,1.49,16.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/313EA63290E41610E99C1F8CFB5B9E04.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
14865,2696212000000,,Pastelaria,Folhado Misto 90 g,,0.69,0.69,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/164C27A781A7C68A965295D85BB7D95F.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
8201,5410316671118,700.0,Smirnoff,Vodka red,Garrafa de 700 ml,12.39,17.7,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5E1C2F2F2227574BAFE17233513E38CA.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
12994,2892524000000,100.0,Legumes,Cenoura Granel,1 un = 100 gr (aprox.),0.09,0.85,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5AEDEF3ED6ABEF24EACEE9C46AA7916F.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
13865,2891042000000,1000.0,Porco,Costeletas do Cachaço,Vendido ao peso a partir de 1 kg,4.98,4.98,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D0D96FA697CD7DF7D0B353E0ED0B1193.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
13914,2891225000000,350.0,Frango,Perna com Costa,1 un. = 300 g (aprox.),0.8,2.29,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D1297D1CD095629263E582A65B4C3857.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
37745,5604260301874,540.0,PorSi,Grão de bico,Frasco com 540 g,0.85,1.57,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ABBBFB42757051E49B0E75B4C2EB061F.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
14921,2892534000000,400.0,Legumes,Couve Bróculo,Vendido ao peso,0.8,1.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4F48873F332B6ECE759CD88793270811.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
24921,5604260281855,500.0,PorSi,Massas espirais tricolores,Embalagem 500G,0.79,1.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5CE58905BD4CA1FD470803CD9B488D04.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
13781,2892323000000,250.0,Fruta,Uva Red Globe,1 un = 250 gr  (aprox.),0.87,3.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0CB9D5C0FE47F5D642EA2D42574AAC35.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
42776,5604260304714,200.0,PorSi,Fiambre da pá fatiado,200 g,1.59,7.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8A131F94BE57C970A8C2BBD2F93B5A56.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
13893,2891043000000,1000.0,Porco,Entrecosto,Vendido ao peso a partir de 1 kg,5.99,5.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA05EE99D302D59771FCC108473E0700.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
14882,2891118000000,1600.0,Frango,Frango Inteiro Grande,1 un = 1.6 kg (aprox.),3.66,2.29,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3581EC31F0B1F288A68020FE172EC513.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
13242,2893227000000,200.0,Peixaria,Robalo de Viveiro,de 200 a 600 g (aprox.),1.2,5.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A78EB4330416D93C926049780B1174CB.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
13821,2892597000000,200.0,Legumes,Tomate Cacho,1 un = 200 gr (aprox.),0.34,1.69,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FD67F77AFAB450B6A4FA38E0279E6686.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
13897,2891053000000,1000.0,Porco,Lombo sem Osso,Vendido ao peso a partir de 1 kg,4.99,4.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/415564DA70574ED3C1D7475F1F28BDB6.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
1847,5604260301683,540.0,PorSi,Feijão branco,Embalagem de 540g,0.85,1.57,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/65F3549F5DD8B5CB836B8FAB01DCCC43.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
36728,5604260294343,1000.0,PorSi,Arroz carolino,Embalagem de 1 kg,1.25,1.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E73547DEDC8C241F694472535154DB1E.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
37744,5604260301805,540.0,PorSi,Feijão manteiga,Frasco com 540 g,0.85,1.57,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B9B74EE9D5F4C86738772A5B6758433E.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
43329,5604260310098,400.0,PorSi,Sopa de Agrião,Embalagem de 400g,1.49,3.73,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/907313DBDD5DC60683153ADA62DF8F21.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F91FE746E7285B80A613574BB16A67A2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F91FE746E7285B80A613574BB16A67A2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F91FE746E7285B80A613574BB16A67A2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F91FE746E7285B80A613574BB16A67A2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F91FE746E7285B80A613574BB16A67A2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F91FE746E7285B80A613574BB16A67A2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F91FE746E7285B80A613574BB16A67A2.jpg,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
13094,2893070000000,150.0,Peixaria,Carapau Médio Fresco,1 un = 150 gr (aprox.),0.52,3.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C719A6444DC37C9A261D77254DB81336.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
13956,2891205000000,50.0,Porco,Salsicha Brasileira,1 un = 50 gr (aprox.),0.25,4.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F6298C19D94A9653E5F3E3E4F0DEBFCF.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
250,2892150000000,300.0,Fruta,Abacate,1 un. = 300 g (aprox.),1.05,3.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E9095394002D145B7F2ABE932415A1F1.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
38118,5604260301997,2000.0,PorSi,"Iogurte pedaços frutas variadas, 16 x 125 g",,4.59,2.3,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1928521ADA1E03C1AA27AC6E397A3F41.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
8391,5601049159992,1000.0,Mimosa,"Leite especial cálcio + vitamina d magro, de 1l",,0.98,0.98,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/22E6964D6A2F2B922BCB40BB341AE902.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
11297,5000127524026,300.0,Kellogg's,"Cereais special k, frutos vermelhos",Embalagem de 300g,2.99,9.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CB255FE180D4EB8D64E75856EC06E921.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
1135,5601082022758,250.0,Delta,Café torrado lote chávena máquina,Embalagem de 250g,2.89,11.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/13E9F03FF8FB53EE57516E14277CD628.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
11641,5601180001020,1000.0,Vigor,Leite pasteurizado meio gordo,Garrafa de 1 l,0.98,0.98,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C25BCB5001E1A92DAA543A65EC5B2802.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
11656,5601195510128,1000.0,Pedras Salgadas,"Água com gás limão, pack 4 x 0.25 l",,1.99,1.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B17C3B681260FB1EF3C3D602C2A48DB7.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
11925,5603089002221,200.0,Parmalat,"Nata uht para culinária, embalagem de 200 ml",,0.91,4.55,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D33922CAD380AFD4F287905CBB6BE3F.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
1195,5601119230224,650.0,Nobre,"Salsichas extra suculentas, frasco de 650 g",,2.09,3.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F74C2FC7C8B9C0B3ED0E43FFE3B59991.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
11987,5604055112821,2500.0,Fastio,"Água mineral sem gás, garrafa de 2,5 l",,1.09,0.44,2500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB893DB3E3427BD2F4F475F8A8AF7AFA.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
1292,5601151354452,1000.0,Compal,"Néctar vital equilibrio manga e laranja, 1 l",,1.26,1.26,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F825A70CAB773F623AA6F5B800DE1F4.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
1293,5601151398104,630.0,Compal,"Pack de 3 embalagens de polpa de tomate, embalagem de 630g",,1.49,2.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BC7D38B0892D2B72B99AEECF05E81523.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
13026,2892205000000,150.0,Fruta,Maçã Granny Smith,1 un = 150 gr (aprox.),0.25,1.69,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B77F05FE765B9D00E209F1A980CE31B.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
13892,2891041000000,1000.0,Porco,Costeletas do Lombo,Vendido ao peso a partir de 1 kg,4.49,4.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/589E4AFE71E19AF7FEB32FB0C0E176FF.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
1462,5601286231772,250.0,Milaneza,"Massa, estrelinhas, embalagem de 250g",,0.62,2.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3936C365D7B95744ED545201CA491D61.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
16365,5604055112005,1000.0,Fastio,"Água sem gás, garrafa de 1 l",,0.47,0.47,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D9A5DA87896331814D054CBE16430809.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
1709,5604055111060,6000.0,Fastio,"Água mineral sem gás, embalagem de 6 l",,1.49,0.25,6000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6EFB8FD4D0614752BB5925C1048B82B3.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
17189,5603344531107,110.0,General,"Atum em posta, em azeite, embalagem de 110g",,1.49,13.55,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B578FD57DAE66EA731A200412CF6D79.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
1816,5604260301775,540.0,PorSi,Feijão frade,Embalagem de 540g,0.85,1.57,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F863BEC0F48D2513FC0D1879484DF975.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
18489,5600744051020,198.0,Saborosa,"Bolacha de manteiga belga com chocolate, embalagem de 200g",,1.64,8.28,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/96C31A82D017146C1ADBA7AC747D4690.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
22232,8410320104500,80.0,Campofrio,"Salame fatiado, embalagem de 80g",,1.59,19.88,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B989DC79BAD10F2BF93E42F2FFD0E3D8.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
25597,5601151979303,1200.0,Bongo,"Néctar 8 frutos, pack 6 x 200 ml",,2.29,1.91,1200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/58E322AC82399BF9CBCFBEBC2BD370F4.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
29613,5604260283538,1000.0,PorSi Viva Bem,Bebida de Aveia,1 l,0.99,0.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1EE40BC1DA49C5CE3D084214B1D3D3B9.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
30712,5000116124152,800.0,Iglo,"Ervilhas primavera, embalagem de 800g",,4.48,5.6,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA98AA2D7349A9F54B21FC2B5D9F9E1D.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
3526,2894034000000,150.0,Nobre,Fiambre da Perna Extra,1 un = 150 gr (aprox.),2.25,14.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C76D05EF052819EDC79567520AD2D260.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
35656,5604260292820,300.0,PorSi,Línguas de veado,Embalagem de 300 g,1.79,5.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35BDBE40247F5B1164D1BD4AE4B35110.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
36768,5604260298198,400.0,PorSi,Creme de Coentros sem Batata,Embalagem de 400 g,1.49,3.73,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DA11B82F944212F634532707DD36862D.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
36769,5604260298181,400.0,PorSi,Creme de Cenoura,Embalagem de 400 g,1.39,3.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2485E967DCAC9314BFFB9A360410B3B6.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
37923,5604260300990,1000.0,PorSi Viva Bem,Bebida de Amêndoa,1 litro,1.25,1.25,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/74B05726BD16B03D5A528D4778757940.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
41874,8718951313316,75.0,Colgate,"Pasta dentífrica cool mint, 75 ml",,2.16,28.8,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2DAA61BE6D06A4399D41EFB19DA0D088.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
43131,5601050036763,120.0,Danone,"Mars m&ms x1 van-milk choc,  120g",,0.99,8.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D97E1974627567FC4FBE4D8D8085C93.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
43215,5603722519802,300.0,Castelões,"Queijo curado fatias sem lactose, 2x150g",,3.49,11.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/00AFD4E031A3F72FB642915439BD8EFE.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
46228,7613287530813,300.0,Nestlé,Cereais chocolate,Embalagem de 300g,1.94,6.47,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F97E591C38F55CB2175E550B1869F227.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
4687,5000116105212,375.0,Iglo,"Ervilhas, embalagem de 375g",,1.89,5.04,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C528FEBBEDC5462386A3AB117EEBFD4.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
51383,8434165608023,150.0,Cuétara,Cuet marinheiros chia-quinoa-lin *9,Embalagem de 150g,1.59,10.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/12296D3DBC6CE8CBB7918AE72A6F0B1F.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
8434,5601050033731,620.0,Danone,"Iogurte activia líquido 0% lima/limão, embalagem de 4 x 155g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B41EA750EA9360556362913E488E9E4D.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
871,5014328080892,30.0,Tetley,Infusão de cidreira,"Embalagem de 20 unidades, 30 g",1.44,48.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8EE73104AD7D9DDCE5EF5A76B07E89DC.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
10091,8410100059839,360.0,Nestlé,"Queijinho petit nesquik, embalagem de 6 x 60g",,2.79,7.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/88B248C453A669F7E350B1DDEC2F3C33.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
1136,5601082022765,250.0,Delta,Café torrado lote chávena saco,Embalagem de 250g,2.89,11.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7F2116263816AF75A6AD47598CE14D0D.jpg,,,,,,,,2025-02-12T23:59:59.999999999Z,PROSPECTUS,9,1
