identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,avantages_dateFin,avantages_categorie,nro_paginas,page,images_5,images_6,images_7
858,5010394984669,200.0,Whiskas,"Leite para gatos, 200 ml",,1.94,9.7,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6F8C41F23179CB85A45799DD553F1551.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
861,5010394996587,500.0,Pedigree,"Guloseima para cão markies, embalagem de 500g",,3.59,7.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F33E65574F1E1B31A1F045354DE41660.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
924,5601001120503,370.0,Nestlé,"Leite condensado, embalagem de 370g",,2.13,5.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FBAB8756051E4890009C5246CFA3D443.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
941,5601001322808,100.0,Nescafé,"Café Solúvel Clássico, emb. 100 gr",,3.99,39.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B063757FB22F6A33CD1F9CE6C13974A8.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
974,5601024105051,3000.0,Fula,"Óleo Alimentar, emb. 3 lt",Embalagem 3L,5.85,1.95,3000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D641E1D4A518E21E0D8C212FCA92F32A.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
977,5601024124052,750.0,Oliveira da Serra,"Azeite Virgem Extra Ouro, emb. 75 cl",,6.19,8.25,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1949CA33BBB7B540392F14948B1D8BF.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
979,5601024134471,750.0,Oliveira da Serra,Azeite Virgem,Embalagem de 750 ml,4.99,6.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E26F25C9E42D7D1738A837046251B635.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
988,5601029003000,120.0,Tenorio,Atum Filete em Azeite,Embalagem de 120 g,2.49,20.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/48D594978C230E0BC7076D44C622917A.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
989,5601029004014,120.0,Bom Petisco,"Atum posta em óleo, embalagem de 120g",,1.19,9.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0EDE399096BE62933DCF2A734D746C1A.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
990,5601029004038,385.0,Bom Petisco,"Atum posta em óleo, embalagem de 385g",,3.89,10.1,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EAC5CB8F90EBBB65EABF072C2DE4540F.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F6B3199A9D749CA8EE4A4423B14856F3.jpg,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
996,5601038005064,80.0,Knorr,"Caldo de legumes 8 cubos, embalagem de 80g",,1.52,19.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6F28E4D3F3D86011504BC554235AD652.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
997,5601038009031,80.0,Knorr,"Caldo de Marisco Cubos, emb. 8 un.",,1.52,19.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/535CCF41E2A24821D37048F033EF0F66.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
999,5601038101001,250.0,Maizena,"Base para molho express, embalagem de 250g",,2.09,8.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/85F4EF54EF5934A483F5A5FAA4DD2B45.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1009,5601038300077,80.0,Knorr,"Caldo de galinha 8 cubos, embalagem de 80g",,1.52,19.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CFDBB6C1885F48FB7941F504CD886192.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1010,5601038300091,240.0,Knorr,"Caldo de Galinha Cubos, emb. 240 gr (24 un)",,2.49,10.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E25834255892D5C9C1047A286FE9847.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1083,5601063001611,10.0,Margão,"Oregãos em folhas, frasco, 10g",,1.09,109.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1A77858D1FD0EF359C266D0D5E1F9A88.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1102,5601066200080,1000.0,Nacional,"Farinha rainha com fermento, embalagem de 1000g",,1.15,1.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F46A8407AE2757268DF4DF863DF2CF4.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1103,5601066200295,1000.0,Nacional,"Farinha para pão integral, embalagem de 1 kg",,1.09,1.09,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DE5DC1EF8F6F891E763443D4600958CC.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1105,5601066200318,1000.0,Nacional,"Farinha de fubá de milho, embalagem de 1 kg",,1.29,1.29,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06308C731CC99544125385975ECE8B2E.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1106,5601066200332,1000.0,Nacional,"Farinha para pão rústico, embalagem de 1 kg",,1.79,1.79,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C18477B9C5884DAE2DC442FC21370B2E.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1107,5601066200349,1000.0,Nacional,"Farinha para pão vitale, embalagem de 1 kg",,1.94,1.94,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8C23EEA69F5BB0B7D32EA7775ED535DD.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1108,5601066300087,500.0,Nacional,"Massa de cotovelinhos, embalagem de 500g",,0.89,1.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/85D4AC87404986F6E33A67AEEDC0D0E8.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1114,5601066300780,500.0,Nacional,"Massa de maçarrão riscado, embalagem de 500g",,0.89,1.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E823110DFCFAB922E5CE2EEC9376131.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1116,5601066301152,500.0,Nacional,"Massa de cotovelos, embalagem de 500g",,0.89,1.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8DDB0C745E67458BAC26BBF8F8ADAE50.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1117,5601066301404,500.0,Nacional,"Linguini, embalagem de 500g",,0.94,1.88,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DF7C372AE0C2092F08F85EAC22BBC6EF.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1118,5601066301428,500.0,Nacional,"Esparguete fino, embalagem de 500g",,0.94,1.88,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67F0D19883C839DBA45E58C8EE2EE72B.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1120,5601066301718,500.0,Nacional,"Massa de espirais, embalagem de 500g",,0.89,1.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B50E4B0B2C4856A819A2FF672D887104.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1154,5601084111023,1000.0,Galp,Óleo Performa 10W40,Embalagem de 1 l,8.99,8.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A3258E899FBE604DE61374021FE92B8.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1155,5601084111030,5000.0,Galp,Óleo Performa 10W40,Embalagem de 5 l,24.99,5.0,5000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BA1FCEEE88B4F5695FAF5F8BDE064933.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1156,5601084111047,1000.0,Galp,Óleo Performa 15W40,Embalagem de 1 l,7.79,7.79,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7D9E49797D41509AFA0D85BDEFDA7FEC.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1158,5601084111412,5000.0,Galp,Óleo Multigasolina 20W40,Embalagem de 5 l,15.59,3.12,5000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/50589CAC097DB79EF6BA8466468CA2E1.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1187,5601119007963,120.0,Nobre,"Salsichas Frankfurt Originais Lata 6 un, emb. 120 gr",,1.04,8.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/024D21F90F760BFDC12CBD7EB02BECC6.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1188,5601119007970,200.0,Nobre,"Salsichas Frankfurt Originais Lata 8 un, emb. 200 gr",,1.39,6.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F480FC52D56464F3C1B867155F4A37B9.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1189,5601119007987,250.0,Nobre,"Salsichas Frankfurt Originais Lata 10 un, emb. 250 gr",,1.67,6.68,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0B023C2ECBDBE7AB09A89A8810925D65.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1224,5601146000104,1000.0,Sagres,"Cerveja com álcool, garrafa de 1l",,1.69,1.69,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B73052CDDDC1D5B2607AF6499F6FC79B.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1322,5601163011114,5400.0,Luso,"Água sem gás, garrafa de 5,4 l",,1.49,0.28,5400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA9320932FF184911C32006B7463EC74.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1323,5601163020512,9000.0,Luso,"Água sem gás, pack 6 x 1.5 l",,3.59,0.4,9000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/001A786D3A6068914B18C4EF27206C2E.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1325,5601163120816,750.0,Luso,"Água Mineral sem gás Sport, garrafa 75 cl",,0.74,0.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA1A6E591B93610CCB3C24631D9E85B8.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1326,5601164113701,500.0,Super Bock,"Cerveja com álcool, lata, garrafa de 500 ml",,0.85,1.7,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0AB2770B97F8A4B3E443129A7F4E33FA.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1331,5601165006255,259.0,Calvé,"Molho de alho, embalagem de 260g",,1.94,7.49,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/250292652676F63A9916D46B501BCEC4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1332,5601165006279,258.0,Calvé,Molho de whisky cocktail 250 ml,,1.94,7.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C7155C8CF8BA05234BDEE31CA7C70EBB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A3EC69CF4C27CD9078CE26776992F21.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A3EC69CF4C27CD9078CE26776992F21.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A3EC69CF4C27CD9078CE26776992F21.jpg,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1337,5601165100786,50.0,Calvé,"Piri piri, 50 ml",,1.78,35.6,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4F951154E7DFDEA3712D693426B6D96C.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1385,5601214404308,5000.0,Redex,"Limpa vidros, rosa",Embalagem de 5 l,3.49,0.7,5000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E2A3F0752A5CCB76107AE665B1AEFECC.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1387,5601214405367,5000.0,Redex,"Circuito fechado rosa -5º , 5 l",,4.39,0.88,5000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BAEC7FD7906948E79081930B4C908CB9.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1390,5601214406111,250.0,Redex,Tapa fugas,Embalagem de 250 ml,4.99,19.96,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/497201C846CFE0D8276C00411FF87509.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1396,5601214454334,300.0,Redex,Redex magic spray,Embalagem de 300 ml,4.89,16.3,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5933A4DDB6FDB0FD3136F0E58E8054E7.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
1426,5601255312112,1000.0,Caçarola,"Arroz Carolino, emb. 1 kg",,0.99,0.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/947C9C91099FF9E267C19F6B97A6C031.jpg,,,,,2026-03-04T23:59:59Z,PROSPECTUS,16,1,,,
