identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,images_6,avantages_dateFin,avantages_categorie,nro_paginas,page,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise
5272,5601164902312,4800.0,Super Bock,"Cerveja com álcool, pack 24 x 0.20 l",,9.99,2.08,4800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A98E5FF8E5DDF166F2B333F0EE0114E7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C2C2858ADC421F33AF17C6115D108100.jpg,,,,,,,,15,3,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
52780,8711327621015,825.0,Carte DOr,"Gelado stracciatella, 825 ml",,3.59,4.35,825,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9077E20C19CAF03342D46F370AD9A5BA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/96ACD079643DD28D2A3D30A5732CD591.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/96ACD079643DD28D2A3D30A5732CD591.jpg,,,,,,,15,3,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
52883,8719200267824,1000.0,Planta,"Creme vegetal para barrar original, 1 kg",,4.99,4.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/936FEB2670E44E85562B9564D40B3E6A.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CBB4812E883E0A943660F7C5BD667E18.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CBB4812E883E0A943660F7C5BD667E18.jpg,,,,,,,15,3,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
52887,5603722523137,200.0,Mimosa,"Natas para massas, 200 ml",,0.99,4.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/836A8DFC9F960FD6B745222B729AE7FC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3EDAE46E372CBB78EE7DEA3A9DB3BD9.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3EDAE46E372CBB78EE7DEA3A9DB3BD9.jpg,,,,,,,15,3,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
52914,8720181284335,150.0,Dove Men,"Desodorizante spray men clean comfort 72h, 150 ml",,3.44,22.93,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/27F0A3E805F80BAD496CEF4984BC9B0B.jpg,,,,,,,,,15,3,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
52920,0000059095842,50.0,Dove,"Desodorizante Roll On Advanced Original, 50ml",,2.99,59.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2183AEDEDCEDF4209F45853BE608CFF9.jpg,,,,,,,,,15,3,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
52934,5603722522550,600.0,Agros,"Bebida láctea café, 3 x 200ml",,1.85,3.08,600,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/933624CF1FEE0BDFC20D8185815B8800.jpg,,,,,,,,,15,3,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
52966,5411188137955,400.0,Alpro,"Yofu de baunilha, 400g",,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49F50BDC14DC135C9DE9841614B2E971.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1B8A31DBA4EB07280B40964777055ED.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1B8A31DBA4EB07280B40964777055ED.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1B8A31DBA4EB07280B40964777055ED.jpg,,,,,,15,3,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
53300,5000204771923,,Glade,"Ambientador Aerossol Vanilla, 300ml",,1.79,1.79,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FC3BFBD9196996A810FE94B64C8F1AAB.jpg,,,,,,,,,15,3,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
53349,5000204314595,250.0,Pronto,"Limpa Móveis, 250ml",,3.39,13.56,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B67A395061B35EF34EAA1625DF9B6EA1.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D217222CE95C7E20C669A2882D0AEE6.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D217222CE95C7E20C669A2882D0AEE6.jpg,,,,,,,15,3,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
536,3179148443103,20.0,Vahine,"Aroma baunilha, embalagem de 20g",,1.87,93.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4069EC875760DD78F2D47BE0ADA9BCE5.jpg,,,,,,,,,15,3,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
53778,8718951561267,300.0,Palmolive,Sabonete Líquido Nutritivo Leite e Mel,Embalagem de 300ml,2.24,7.47,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CD3F5ABC4A05D0C8797B1741EA5A6B9C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D5BD5DB756C130B0579DC3745334D5EC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D5BD5DB756C130B0579DC3745334D5EC.jpg,,,,,,,15,3,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
53919,2696282000000,250.0,Pastelaria,"Baguete Constance, 250 g",,0.79,3.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E31381B4AE9393D5575E71A4567985AE.jpg,,,,,,,,,15,3,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
54321,8718951477957,100.0,Colgate,"Pasta De Dentes Tripla Ação, 100ml",,2.14,21.4,100,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/314A8AD6D21192FE5E061EE56C598725.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9ADDEB220D16C8DAE54C517CBC09DC55.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9ADDEB220D16C8DAE54C517CBC09DC55.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9ADDEB220D16C8DAE54C517CBC09DC55.jpg,,,,,,15,3,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
54334,8718951430365,500.0,Palmolive,"Gel De Banho Radiance Extrato De Coco Embalagem, 500ml",,2.99,5.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35EA577EE74D58329078E68144E61371.jpg,,,,,,,,,15,3,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
54362,8410104914127,,Finish,"Detergente loiça máquina ultimate limão, 32 pastilhas",,8.99,8.99,32,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D3A215F5E688CA6FF7E7D1EDBD7C601.jpg,,,,,,,,,15,3,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
5438,5601314222222,1980.0,Vitalis,"Água mineral sem gás, pack 6 x 0.33 l",,1.39,0.7,1980,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/33D50EDEE051731540B4213BFFB43642.jpg,,,,,,,,,15,3,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
54395,8718951658646,75.0,Colgate,"Pasta De Dentes Branqueadora Max White Carvão, 75ml",,3.99,53.2,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A35D809DC5FF4DBEACFD43CCD16D7A2C.jpg,,,,,,,,,15,3,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
544,3228881083326,30.0,Lipton,"20 saquetas chá noite tranquila, embalagem de 30g",,2.09,69.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/918429936BF1A7F518EA4E4A9580CA69.jpg,,,,,,,,,15,3,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
54450,8720181449185,400.0,Tresemmé,"Condicionador rich moisture, 400ml",,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FEF0C5A9329BAAA82759E31E8542AFE0.jpg,,,,,,,,,15,3,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
54636,8710522323120,400.0,Tresemmé,"Champô Biotin Repair, 400ml",,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40C22EF175D1503A73C47B0E6F846576.jpg,,,,,,,,,15,3,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
54668,5449000218452,1980.0,Fanta,"Refrigerante com gás laranja, 6 x 33 cl",,4.05,2.05,1980,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F6D32ED8EB589FB502A1E0BF92001894.jpg,,,,,,,,,15,3,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
54765,8711327616165,825.0,Carte DOr,"Gelado caramelo salgado les dessertz, 825 ml",,3.59,4.35,825,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A5FE262C7D7C5F17B290BA4B9BC148EC.jpg,,,,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
55028,8711327640450,204.0,Magnum,"Gelado Bombom Chocolate Branco e Cookies, 12 x 17ml",,3.59,17.6,204,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/984A4EA72874051F4DF6EE3A7421716E.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
55029,8711327639942,204.0,Magnum,"Gelado Bombom Double Gold Caramelo Billionaire, 12 x 17ml",,3.59,17.6,204,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EDB82BC88AFCBD43955BC7A7D7026E84.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
55185,5601151963869,410.0,Compal,"Lentilhas Cozidas, 410g",,1.49,3.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EF5BD1BEC2A2D5B65F9A2DBB0455AB3E.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
5572,5602068000272,750.0,Murganheira,"Espumante bruto reserva, garrafa de 750 ml",,10.98,14.64,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B3F4ECE94BD8C188F7AD6183CB065A94.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
6179,8000920200025,650.0,Olá,"Viennetta baunilha, embalagem de 650 ml",,2.59,3.98,650,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/788D43470D76B6D6336C9CB6363133EE.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
6586,8412400335316,150.0,Glade,"Abs odores lavanda, pack 2x150g",Embalagem de 2x150 g,3.29,21.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C9BF71A97CEB06168D66B6F35A1F168F.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
7140,2895062000000,250.0,Santiago,Queijo tres igrejas cura 2 meses,Vendido ao peso a partir de 250 gr,3.0,11.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/23C77AA648CADC2DCC87B3557E21073E.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
7324,3228020390131,250.0,President,"Manteiga magra meio sal, embalagem de 250g",,2.59,10.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/331DC0C2868698A1CF61BBA910E6E1D6.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
7412,3250390568926,750.0,Expert Club,Vinho tinto cotes du rhone,Garrafa de 75 cl,4.29,5.72,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2AA7B491744A79D9F80C7EC8E07A37CC.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
7550,3600541550087,400.0,Garnier,Champô Ultra Suave tesouros de mel,Embalagem de 400 ml,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9E0A30A6E488599D224D7FC06927B67E.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
8397,5601050016017,600.0,Danone,"Danacol morango, embalagem de 6 x 100 g",,2.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F76543BD64340CC9668C447CAE3F75A1.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
8800,5601244201922,200.0,Terra Nostra,"Queijo em fatias redução de gordura, embalagem de 200g",,2.35,11.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B2399E90B535FA164E40698DA708319.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
8983,5601489129241,100.0,Du Bois de la Roche,"Bolachas palmi kids, embalagem de 100g",,0.95,9.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F990D9E68F9003DEB6872D54D6682787.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
9161,5602154002920,750.0,Adega de Borba,Vinho tinto alentejo,Garrafa de 0.75 l,8.99,11.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D4E622CDEFB67E1BEC54DD1E1636255.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
924,5601001120503,370.0,Nestlé,"Leite condensado, embalagem de 370g",,1.99,5.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FBAB8756051E4890009C5246CFA3D443.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
9247,5603089000661,500.0,Parmalat,"Molho bechamel, embalagem de 500 ml",,1.89,3.78,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/006E1A6EFA1659920CA18FAFE3DAFE2E.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
9252,5603089006199,200.0,Parmalat,"Nata com ervas aromáticas, embalagem de 200 ml",,1.05,5.25,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8226F68723EC82026E9EFB8E4D48ACA0.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
944,5601001339301,200.0,Nestlé,"Mistura solúvel mokambo, embalagem de 200g",,4.19,20.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7654D4A8AEB526591EE0FD0D1A7BE478.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
9647,5604260267149,500.0,PorSi,"Detergente manual de loiça, ultra aloe vera",Embalagem de 500 ml,1.15,2.3,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4AFD57537B7E368DE97533425F112B19.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
15156,2892099000000,500.0,Fruta,Papaia Avião,1 un = 500 g (aprox.),1.95,3.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/103067E524772C956478A94460D63E34.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
11641,5601180001020,1000.0,Vigor,Leite pasteurizado meio gordo,Garrafa de 1 l,0.99,0.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C25BCB5001E1A92DAA543A65EC5B2802.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
11688,5601244202318,200.0,Terra Nostra,"Queijo flamengo em fatias, embalagem de 200g",,2.25,11.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3C8EE0938E0D052FB03D54FC94FFA0EF.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
989,5601029004014,120.0,Bom Petisco,"Atum posta em óleo, embalagem de 120g",,1.18,9.83,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0EDE399096BE62933DCF2A734D746C1A.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
10095,8435257040899,640.0,Nestlé,"Iogurte líquido yoggi morango, embalagem de 4 x 160g",,1.99,3.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BCBB1C4518CDF8045B46EB41CD173E54.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
46216,5603722519925,480.0,Mimosa,"Iogurte batido magro com mirtilos sem lactose, 4 x 120 g",,1.99,4.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6208D58EB4ADB7DBE2D23DC13048F924.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
1988,5604260063383,350.0,PorSi,Mini Tostas de Trigo,Embalagem de 350 g,2.09,5.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0215D12BDD107E1A2372B3F823BE30C6.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
52198,5605378200059,500.0,Legumes,Alho Seco,Embalagem de 500 g,2.59,5.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F19C328E45D226F2983301F318A71729.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
11640,5601180000993,1000.0,Vigor,"Leite pasteurizado gordo, de 1l",,1.08,1.08,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/12B86C68D7331166E668398B8E667665.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
8752,5601217102065,1000.0,Finish,"Sal para máquina de lavar loiça, embalagem de 1 kg",,1.89,1.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D8090F73E97416F92FF4C25B1B1ED407.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
12723,5604260297030,230.0,PorSi,Massa Quebrada Margarina,Embalagem de 230 g,0.99,4.3,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/59441B0A1A3AA87C68C2FF2729BD7609.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
45677,5604260312016,60.0,PorSi,Snacks crocantes com bacon,Embalagem de 60g,1.15,19.17,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/052101F3D098F47C3FB7EC4FC5F6A5F1.jpg,,,,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
15039,2892256000000,4000.0,Fruta,Melão Verde,Vendido ao peso | 1 un = 4kg (aprox.),6.76,1.69,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/25FE547830213D1C98E9F3B3D9687685.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
7105,2894508000000,100.0,Primor,Bacon Extra,"Vendido ao peso, fatiado a partir de 100 gr",1.2,11.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BE4896B3454C5EEBE0D9BE9663BD4C36.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
49380,5604260323586,150.0,PorSi,Tiras de bacon 2x75g,Embalagem de 150g,2.49,16.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A8AE56D02AE6E3AFC7E2E0A4B49E59D7.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
2187,5604260264063,225.0,PorSi,Tostas integrais,Embalagem de 225g,0.99,4.4,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/38E236E9FFAE4393086FA296588D7D87.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
36729,5604260296804,840.0,PorSi,Pêssego em calda metades,Lata com 840 g,1.99,2.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B402AC3951DE97E3A72B10B1D0F88FE.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
12943,2892087000000,1500.0,Fruta,Mamão,"1 un = 1,5 kg (aprox.)",5.69,3.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E92859558CF3617793775ADAD1A11B14.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
8222,5411188553304,1000.0,Alpro,"Bebida de soja com cálcio, embalagem de 1 l",,1.69,1.69,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E93FBC9C48DDB0A312E01AACFB10CDEE.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
1010,5601038300091,240.0,Knorr,"Caldo de galinha 24 cubos, embalagem de 240g",,2.49,10.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E25834255892D5C9C1047A286FE9847.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
1230,5601146232512,1500.0,Joi,"Refrigerante sem gás, maracujá e la, garrafa de 1,5 l",,1.29,0.86,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/430468AF369DBE1139E298A0EA69B620.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
1538,5601489134153,500.0,Du Bois de la Roche,"Bolachas crackers sem sal, embalagem de 500g",,2.99,5.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3AED4DA2D1415C7EB643F2D474CEC29.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
17150,8436048440416,120.0,Artiach,"Bolacha infantil dinossaurus mini chocolate, 120g",,1.49,12.42,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CC8423CB8DDD3F032D5216356FFB1237.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
2474,7613032408602,85.0,Purina Gourmet,"Comida húmida para gato vaca e frango, embalagem de 90g",,0.87,10.24,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/571C1A9D6D5EE4C101463565EC0CDDDE.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
37574,8717163836835,2000.0,Lipton,"Ice tea de pêssego sem açúcar, garrafa de 2l",,2.39,1.2,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0D164F35BECC5A6CA9E515D71ED323C.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
11959,5603722504945,200.0,Mimosa,"Nata para culinária ligeira, embalagem de 200 ml",,0.89,4.45,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/34074ECCE8C9D0028618D923D64DF04D.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
43627,5604260310012,600.0,PorSi,Batata pom'duchesse,Embalagem de 600g,1.89,3.15,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE44E9B7714D1E52F272B808FA5B8E16.jpg,,,,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
5143,5601096201309,750.0,Casal Garcia,"Vinho verde branco, garrafa de 0.75 l",,3.49,4.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C499325EC5B55389E1608DCDF3310034.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
5439,5601314228248,750.0,Vitalis,"Água mineral sem gás sport, garrafa de 750 ml",,0.59,0.79,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/010F08729D04976DF26AE7ABDA2D160B.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
8319,5601028017305,,Renova,Papel Higiénico Olé Branco 2 Folhas,38 Rolos + 10 Rolos Grátis,7.29,7.29,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F618AB20DB350B94A7783BCF08F8F6B.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
15687,5000116109234,700.0,Iglo,"Ervilhas, embalagem de 700g",,3.39,4.84,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AC9F197DD289CE6E6A9903FC824FDD75.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,4,,,,,,,,
