identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,images_6,avantages_dateFin,avantages_categorie,nro_paginas,page,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise
15161,5604260274246,1000.0,PorSi,Cenouras Programa Origens,Embalagem de 1 kg,0.89,0.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/558C3AC1450C10C8B2395D06441C5423.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
980,5601024134488,750.0,Oliveira da Serra,Azeite virgem extra clássico,Embalagem de 750 ml,4.99,6.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01EF39EFE8396CC9ACA95DC25E9D3412.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
1480,5601314000073,9000.0,Vitalis,"Água mineral sem gás, pack 6 x 1.5 l",,2.69,0.3,9000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DA3E69EB6FBF3CE3F3256CE592DB9A52.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
10914,3250390011620,200.0,Páturages,Queijo brie 60% mg,Embalagem de 200 g,1.68,8.4,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF7058D0138CA4DFA3E37B503FC8E28.jpg,,,,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
32974,5604260286966,200.0,PorSi,Miolo de noz,200 g,2.45,12.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/909BDA63C72C379009D4FDA941AB6267.jpg,,,,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
36465,5601028023443,,Renova,Lenços de bolso kids,Embalagem sortida com 8 unidades + 2 grátis,1.09,1.09,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2B0AFA48224382F2654400960136DE54.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0CE1F27833749E5A2E2A6631A26FC1E0.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/10669725004839CB519AC745D1B0A74F.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B68437CAB6470B905C65CD8F71745279.jpg,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
13048,2893561000000,250.0,Marisco,Ameijoa Branca Vietnamita Congelada,Vendido a partir de 250 gr  (aprox.),0.5,1.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EB1BC296FF41180E6F3E1626AD4F78AA.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
38321,2696806000000,250.0,Padaria,Pão gémeos,250 g,0.59,2.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A99E9F55D9FD5180D848A5ADDB578F15.jpg,,,,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
52838,8720182598899,1000.0,Cif,"Detergente loiça manual frutos vermelhos +poder, 1l",,1.99,1.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/784A59ED0AC78C19C7FF36B0B0E91397.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
12888,2892090000000,500.0,Fruta,Manga Avião,1 un=500 gr (aprox.),2.0,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3E5B8447376E0E91C2C4BB7B1444B76.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/842EA0C904154D230A3A6F63A245D264.jpg,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
6060,5608527000555,5000.0,Dom Campos,"Vinho tinto regional, península de setúbal, bag-in-box",Garrafa de 5 l,7.99,1.6,5000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/78079834B0E3726D7B386E02341FE7CB.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
2445,5998749109113,270.0,Pedigree,"Snack dentastix grande, embalagem de 270g",,3.45,12.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35241472DE7F17B0C520CB43E029E0A7.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
37443,7613037040869,250.0,Nestum,"Nestum zero espelta/aveia, embalagem de 250g",,2.24,8.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF80E2BF1A95765256612BEC5A65D8DD.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
9999,8001480020535,4000.0,Neoblanc,Lixívia Tradicional,Embalagem de 4 l,2.99,0.75,4000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9906959CB147C83320C04CF2C670E38F.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
9279,5603533652002,1000.0,Frize,"Água com gás limão, pack 4 x 0.25 l",,2.09,2.09,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11B7A1FE3C8011649267813E9487639D.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
32408,5601050034967,600.0,Danone,"Danacol aveia, embalagem de 6 x 100g",,2.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5CE656F263120C59B9C0953B21D516B7.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
5008,5601028000383,,Renova,"Lenços de bolso sensi, brancos, 10 unidades",Uma embalagem de 6x10,0.89,0.89,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A7E56C5340E5213CBF3A606D0311258B.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
37444,7613036955799,250.0,Nestum,"Nestum zero mel, embalagem de 250g",,2.24,8.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5B200610F8E9504D3552A7693F67BE32.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
2749,8410063046532,350.0,Pescanova,"Miolo de camarão 80/100, embalagem de 350g",,6.99,19.97,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0EA75135180DC26543A97F342303334A.jpg,,,,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
10509,8435250297955,256.0,Nestlé,"Iogurte mix in smarties baunilha, embalagem de 2 x 128 g",,1.99,7.77,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5355941DC0922592DB9EDB46788FEE19.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
861,5010394996587,500.0,Pedigree,"Guloseima para cão markies, embalagem de 500g",,3.59,7.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F33E65574F1E1B31A1F045354DE41660.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
17402,8412600027233,700.0,Bimbo,Pão forma familiar normal,embalagem de 700 g,1.99,2.84,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BD26753EF23D0DF0FDC14FCDC181B902.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
12909,2892005000000,250.0,Fruta,Laranja Económica,1 un = 250 gr  (aprox.),0.22,0.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67E13FD34B36BCD37E12339EB836171D.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
6061,5608527000562,5000.0,Dom Campos,"Vinho branco região da península de setúbal, bag in box",Garrafa de 5 l,7.99,1.6,5000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BA44EC5E1422F4CEC2E3E732DF2E9AB6.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
42776,5604260304714,200.0,PorSi,Fiambre da pá fatiado,200 g,1.59,7.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8A131F94BE57C970A8C2BBD2F93B5A56.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
19111,5604649918204,500.0,Fruta,Uva Branca sem grainha,Embalagem de 500 g,2.49,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67F8986763A7150348D1ACB12C17814C.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
13781,2892323000000,250.0,Fruta,Uva Red Globe,1 un = 250 gr  (aprox.),0.87,3.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0CB9D5C0FE47F5D642EA2D42574AAC35.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
13893,2891043000000,1000.0,Porco,Entrecosto,Vendido ao peso a partir de 1 kg,4.99,4.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA05EE99D302D59771FCC108473E0700.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
34877,5604260285464,1500.0,PorSi,Maçã royal gala categoria II Programa Origens,Embalagem de 1.5 kg,1.89,1.26,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F091E3663EBAE6E7A8981702DFBCC609.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
438,8722700140139,20.0,Lipton,"20 saquetas infusão de cidreira, embalagem de 20g",,1.49,74.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/75772B648D442A3C0BB5D4E8A4601B76.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
8396,5601049614330,250.0,Milhafre,"Manteiga com sal, embalagem de 250g",,2.14,8.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8DCB9F2F3B36086D35B7173891ABA268.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
9541,5604260167012,,PorSi,"Papel higiénico branco, compacto, folha dupla, 12 rolos",Uma embalagem,4.48,4.48,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/45F75A9FD655AC752AE9A7A484B841F1.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
12892,2892508000000,400.0,Legumes,Beringela,1 un=400 gr (aprox.),0.96,2.39,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5B7B3A896213DE67893050A67A6D9D9B.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
49460,7613287300362,99.0,Nescafé,Café Buondi Intensidade 8,16 cápsulas,4.99,50.4,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E4BCDB4A1998B45DA9767B093A961A1E.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
8383,5601049132995,1000.0,Mimosa,"Leite uht meio gordo, embalagem de 1litro",,0.89,0.89,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6FB52C843F677BD37D399D45BB10B38B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE810093A08CEBD60415DCC626CF5804.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0562293538F541B1B99592AA046327B.jpg,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
10910,3250390010586,250.0,Páturages,Queijo camembert 45% mg,Embalagem de 250 g,1.89,7.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7C9F5B55F7320E544E58C79F8FBB96B2.jpg,,,,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
11961,5603722505607,1000.0,Mimosa,"Leite sem lactose meio gordo, de 1l",,1.14,1.14,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A98ED8A0E5E675A3AC1A551BCE75B0AB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E57BFE09E8D859BDBE1705476BB9F1B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E1F70144AAFCC0EAEBFF05614177D009.jpg,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
12889,2892175000000,150.0,Fruta,Kiwi categoria II,1 un = 150 gr (aprox.),0.45,2.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/39D74C337E358C98856B0EB2FC79D7A8.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
13813,2892489000000,250.0,Legumes,Batata Doce,1 un = 250 gr  (aprox.),0.35,1.39,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0785A3D8A1A6773EB1FB43B119AC4D9.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
1434,5601260037109,1000.0,Cigala,"Arroz agulha, embalagem de 1 kg",,1.38,1.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B3D52BC13D571B9BC6634FD987C80F3C.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
1677,5602711001311,1000.0,Rar,"Açúcar granulado embalado em papel, 1kg",,1.29,1.29,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B32F457E1AFE2BD9F726B62129876B87.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
35749,5603722509667,800.0,Mimosa,"Leite bem essencial chocolate , embalagem de 4 x 200 ml",,1.69,2.11,800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/66BA85F80F98E7331B63BC3D4684C6AC.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
1011,5601043111019,1000.0,Branca de neve,"Farinha para bolos fina, embalagem de 1 kg",,1.49,1.49,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D6747B38ADBB658B352D698D9667A42C.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
12884,2892009000000,200.0,Fruta,Limão,1 un = 200 gr (aprox.),0.3,1.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5223F19D9F11D77A77B2577CB1D4D05C.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
14075,2891270000000,800.0,Bovino,Picanha,Vendido ao peso a partir de 800 g,11.19,13.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E46BAE24DB78F38B82D6A78A68640322.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
15125,2895006000000,150.0,Terra Nostra,Queijo Flamengo em Barra,1 un = 150 gr (aprox.),1.39,9.29,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF84618CA37316EE2612494B15F423CC.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
17229,5602125000160,300.0,Legumes,"Cogumelo branco, embalagem de 300g",,1.49,4.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/66BAD1DC458E812967002A5594A14E2C.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
19022,5603722509742,800.0,Agros,"Leite com chocolate, embalagem de 4 x 200 ml",,1.56,1.95,800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/86A34AF1051A1750347A4FF58912A923.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
2074,5604260193554,1000.0,PorSi,Néctar pera,Embalagem de 1 l,0.99,0.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EC5D7235941CEBB11AB8301EBCF4E95C.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
2080,5604260193660,1000.0,PorSi,"Néctar de goiaba, prisma",Embalagem de 1 l,1.09,1.09,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6AF1474A336A85ADDD13B87A3CBE0878.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
25397,8426617014032,90.0,Haribo,"Gomas favoritos açúcar, 90g",,1.04,11.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1EFF4668A730EBFA293CBDB88FDD711E.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
2549,7613034717931,200.0,Nestlé,"Chocolate culinário, embalagem de 200g",,2.74,13.7,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B153FC5DBA6E54FFCBD8019E97BAF3D.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
26047,8412600070994,650.0,Bimbo,Pão de forma s/ côdea,Embalagem de 650 g,2.14,3.29,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29A6957961BACB180F45AAA47CD1FB78.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
31516,8435257039107,1280.0,Nestlé,"Yoggi liquido morango, embalagem de 8x160g",,3.89,3.04,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/919C3780A665F064AD1803A3631A5911.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
34878,5604260285471,1500.0,PorSi,Maçã fuji categoria II Origens,Embalagem de 1.5 kg,1.79,1.19,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4C54AE3F50E349B56A904BBA50CB93F2.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
35913,5603722498022,800.0,Mimosa,"Leite bem essencial morango , embalagem de 4 x 200 ml",,1.69,2.11,800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B6AB6C5E199D6DAC849805FE4702BB4.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
36916,5604260287048,200.0,PorSi,Miolo de amêndoa inteira com pele,Embalagem de 200 g,2.15,10.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/02E8C2ECD9CEEDC842CCB51542262F56.jpg,,,,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
40362,5604260301423,350.0,PorSi,Esparregado de espinafres,Embalagem de 350 g,1.39,3.97,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/234BA2AF47AD5665EBFD89AF35BFBCAB.jpg,,,,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
41040,5604260304967,500.0,PorSi Select,Spaghetti Al Bronzo,Embalagem de 500 g,0.89,1.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C20839EA4BB18E0422E4ACEF47CEC156.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
42845,5604260287154,200.0,PorSi,Amendoim caramelizado,Embalagem de 200g,1.39,6.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ABF2CDFFBAB7CF81DD3B568773A40BE1.jpg,,,,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
47034,8714100827666,160.0,Knorr,"Caldo galinha receita económica, embalagem de 160g",,1.29,8.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/54D2297B42302C9BEB14DE9BF8F6F3CF.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
52364,5604260329939,820.0,PorSi,Pão de Forma com Côdea,Embalagem de 820g,1.49,1.82,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0115E7B32364D11D027A4913AE04D24F.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
54320,8718951559721,100.0,Colgate,"Pasta De Dentes Maximum Caries Protection, 100ml",,2.14,21.4,100,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB112999317664A7E18AAA81FF2A5D06.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3694932EDFE660C6F958943C13CEE297.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3694932EDFE660C6F958943C13CEE297.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3694932EDFE660C6F958943C13CEE297.jpg,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
5522,5601692071429,1000.0,Bom sucesso,"Arroz carolino, embalagem de 1 kg",,1.49,1.49,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/64C611B9FD96C1B21C6DBAF861284476.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
6398,8410372182303,75.0,Colgate,"Dentifríco flúor gel, embalagem de 75 ml",,1.99,26.53,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3F011A79E5A34E1D47A1369D50D1C53B.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
974,5601024105051,3000.0,Fula,Óleo alimentar,Embalagem 3L,5.85,1.95,3000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D641E1D4A518E21E0D8C212FCA92F32A.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
10094,8435257040776,640.0,Nestlé,"Iogurte líquido yoggi banana, embalagem de 4 x 160 g",,1.99,3.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6885FCEF2FEF4752D565E64A3BDEE242.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
10175,8410375110211,300.0,Bonduelle,Milho tenro e doce,Embalagem de 300 g,1.74,5.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7DBD23167EE67669947EBE9FBBED55C3.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
10883,3147690024804,750.0,Cruz,Porto special reserva," garrafa de 0,75 l",9.99,13.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01146C49D6D1001F9B0A4FC43CD6365E.jpg,,,,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
11922,5603089001125,200.0,Parmalat,"Molho bechamel, embalagem de 200 ml",,1.03,5.15,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/20AABBCEA69E570B184582BA9E9011F8.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
1195,5601119230224,650.0,Nobre,"Salsichas extra suculentas, frasco de 650 g",,2.09,3.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F74C2FC7C8B9C0B3ED0E43FFE3B59991.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
11974,5603722508752,200.0,Castelões,"Queijo em fatias original, embalagem de 200g",,2.15,10.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9709716796DE3B121923F09B97DF17ED.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,1,,,,,,,,
