identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,avantages_dateFin,avantages_categorie,nro_paginas,page,images_3,images_4,images_5,images_6
48862,5604260320592,640.0,Porsi Vivabem,Iogurte Líquido Magro Morango 4X160G,,1.29,2.02,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7A77D9267199C24CFF08CB3E2AFF1971.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
53804,5604260330607,90.0,Labell,Sab.Exfoliante Alperce 90G,Embalagem de 90g,0.59,6.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1A993C26671F0D7065F421E5BD6A818.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
14698,7613034570512,90.0,Nestlé,"Fruta para bebé 4 frutas +4 meses, embalagem de 90g",,0.65,7.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3717C2AF583A80AD83A765BB8032F767.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
15687,5000116109234,700.0,Iglo,"Ervilhas, embalagem de 700g",,3.39,4.84,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AC9F197DD289CE6E6A9903FC824FDD75.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
282,0000080361497,85.0,Purina Gourmet,"Comida húmida para gato pedacinhos em molho com salmão, embalagem de 90g",,0.87,10.24,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3269BDBEA9617D986C45DC8EC354AB3.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
13977,2696106000000,,Pastelaria,Folhado de Maçã,1 unidade= 100 g,0.95,0.95,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C92497D9C6A75CD832651E848AF344C3.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
23762,5600202948305,750.0,Valleperro,Vinho doc douro reserva tinto,Garrafa de 0.75 l,4.49,5.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4FD1538B4F408ABED94BD4577064FA6C.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
8383,5601049132995,1000.0,Mimosa,"Leite uht meio gordo, embalagem de 1litro",,0.99,0.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6FB52C843F677BD37D399D45BB10B38B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE810093A08CEBD60415DCC626CF5804.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0562293538F541B1B99592AA046327B.jpg,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
28607,5604260278442,640.0,PorSi,Iogurte Líquido Morango E Banana 4X160G,,1.29,2.02,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8E84CA7EC8158108F2EF2A62514FF897.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
46714,5604260318742,,PorSi,Papel Higiénico Branco 3 Folhas 12 Rolos,,3.79,3.79,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/302F6B4FE48393BA7E5D666ED55E249B.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
2312,5604260271832,185.0,PorSi,Cogumelos Laminados 355G,,1.19,6.43,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60708037644026A27C2FB6731A0DAB33.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
12889,2892175000000,150.0,Fruta,Kiwi categoria II,1 un = 150 gr (aprox.),0.57,3.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/39D74C337E358C98856B0EB2FC79D7A8.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
13866,2891048000000,1000.0,Porco,Bifanas,Vendido ao peso a partir de 1 kg,4.49,4.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72DE0DA6B485199AC995C629E3E4D279.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
19447,5604260278473,640.0,PorSi,Iogurte Líquido Frutos Vermelhos 4X160G,,1.29,2.02,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8581A11FFE819B3D2A07520BA73EC4AF.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
12928,2892050000000,2000.0,Fruta,Abacaxi,1 un = 2kg ( aprox.),2.18,1.09,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/90A3F01E4C59C42862CFF43094D79900.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
13893,2891043000000,1000.0,Porco,Entrecosto,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA05EE99D302D59771FCC108473E0700.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
13947,2891125000000,150.0,Peru,Espetadas de Peru,1 un = 150 gr (aprox.),1.02,6.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7051DD49B64096A6B46E7815DD618A85.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
18296,5604260278428,640.0,PorSi,Iogurte Líquido Piña Colada 4X160G,,1.29,2.02,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5A721600651A4B2D8315117682047D7D.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
21291,2891140000000,1000.0,Porco,Cachaço s/ Osso,Vendido ao peso a partir de 1 kg,5.29,5.29,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E3931887AC2DD400F13FFEDAE44781A.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
28608,5604260282821,640.0,PorSi,Iogurte Líquido Frutos Tropicais 4X160G,,1.29,2.02,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B152BCFD6AE7E62A7FDFE1104F2B5961.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
36627,5604260294398,1000.0,PorSi,Arroz Vaporizado 1000G,,1.25,1.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C0D560042F7DB18E737B2402604E7AC3.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
12082,5604260259328,1200.0,PorSi,"Ice tea, pêssego","Embalagem de 6x0,20 l",1.19,0.99,1200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E5492D3F1C8FA01F95347B084F719ADF.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
21292,5604260263837,250.0,PorSi,Alho Seco,Embalagem: 250 g  ,1.49,5.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CACD04AEB53BB065A4A6DA5A64A1473.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
52604,5604260329595,150.0,PorSi,Presunto Fatiad0 6 Meses 120G,,1.69,11.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F218E9C067BA009435A3D29CC4760B24.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
23277,5604260281268,150.0,Porsi Programa Origens,Salada Aromatica 150G,,1.39,9.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C822174AC715DAAEACE1CDBB865D9449.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
23278,5604260281282,250.0,Porsi Programa Origens,Salada Toscana 250G,,1.39,5.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/829819BF310BA689C7002E0655E64BF5.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
29899,2696008000000,,Padaria,Bola Rústica,85 g,0.27,0.27,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06C705452DA793A390CC49C0690F6BDD.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
34239,5604260285495,1500.0,PorSi,Pera rocha categoria II Programa Origens,Embalagem de 1.5 kg,2.49,1.66,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F6E3096BF97BB2633EACD15A32FEACF7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11ABC193A8AF1413E11E1849F00D2775.jpg,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
36774,5604260300686,640.0,PorSi,Iogurte Líquido Stracciatella 4X160G,,1.29,2.02,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C2FFBE33474D478DB26278409ED4B240.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
47005,5604260315154,140.0,PorSi,Iogurte Bicompartimentado Com Drageias Coloridas 140G,,0.58,4.14,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E508BCBD83036F362863D6F44BCBDFC1.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
52566,5604260329502,555.0,PorSi,Cogumelos Laminados,Pack de 3 x 185 g,2.25,4.05,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CAE31729F1814975AABE2147FB00CFB2.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
10914,3250390011620,200.0,Páturages,Queijo brie 60% mg,Embalagem de 200 g,1.75,8.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF7058D0138CA4DFA3E37B503FC8E28.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
11641,5601180001020,1000.0,Vigor,Leite pasteurizado meio gordo,Garrafa de 1 l,1.0,1.0,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C25BCB5001E1A92DAA543A65EC5B2802.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
11967,5601049612336,250.0,Mimosa,"Manteiga com sal, embalagem de 250g",,2.19,8.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2C2D066D904F137421CA4F472DC07738.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B59AE74FD0DBE6C3112F001AFF69E867.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BB9196C3025886DBB6F20EDD70A1CA7A.jpg,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
2309,5604260271801,2000.0,PorSi,Cola Zero 2L,,0.79,0.4,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B3B2D30749328B98E0A5409203C1AF4C.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
25883,5449000008763,1500.0,Fanta,"Refrigerante com gás laranja, garrafa de 1,5 l",,0.99,0.66,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FC51AAD13F2C3DD9969EDD9F1221FFFF.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
26047,8412600070994,650.0,Bimbo,Pão de forma s/ côdea,Embalagem de 650 g,2.09,3.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5D9620F17746A1D49642D0DCBD72A2D3.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
48138,5604260323302,2000.0,PorSi,Amaciador Roupa Concentrado Spa 80D,,1.65,0.83,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B55A72265AD19CED3CBED903155DF619.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
56395,5604260334636,640.0,Porsi Vivabem,Iogurte Líquido Magro Piña Colada 4X160G,,1.29,2.02,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/56E2584E43311EB3153172BA46A745DF.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
13848,2891015000000,150.0,Novilho,Entremeada Novilho,1 un=150 gr (aprox),1.5,9.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E3E6C57F8100820E9FD4FEA74DC60325.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
15074,2893812000000,2500.0,Bacalhau,Bacalhau Graúdo da Noruega,1 un = 2.5 kg (aprox.),39.98,15.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5B57E89267AA2374EF4EE7D25F5702E7.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
17272,2891375000000,800.0,Novilho,Carne p/ Estufar,Vendido ao peso a partir de 800 g,8.79,10.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/74A9E71258207F3FD300DB35B0F5BB18.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
18295,5604260278411,640.0,PorSi,Iogurte Líquido Morango E Cereais 4X160G,,1.29,2.02,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CC7C57D6FF01DA47B100009265AA5018.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
30638,5607233511584,435.0,Panrico,Pão de Forma Cerealia 14 Cereais e Sementes 0% Açúcares,Embalagem de 440g,1.79,4.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/80E82D3789FD680BAAA3FD45989D08CD.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
35749,5603722509667,800.0,Mimosa,"Leite bem essencial chocolate , embalagem de 4 x 200 ml",,1.69,2.11,800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/66BA85F80F98E7331B63BC3D4684C6AC.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
41226,5601050036572,440.0,Danone,"Oikos morango, embalagem de 4 x 110g",,2.09,4.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2653493E2B1190B7D8AE6B95BAB9D958.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
44271,8000500179864,600.0,Nutella,"Creme para barrar de avelãs e cacau, embalagem de 600g",,4.99,8.32,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/938F7887C6458F9D530A4F7D2690249F.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
45024,5604260310807,750.0,PorSi,Bolachas Com Recheio Sabor Chocolate 750G,,2.79,3.72,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29B3BB2934636886F199750FCAEBCBBC.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
46715,5604260318759,,PorSi,Papel Higiénico Branco 4 Folhas 12 Rolos,,4.49,4.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71B84E02290AD35D82ACC6CF2D01690A.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
56320,5604260330935,122.0,PorSi,Iogurte Bicompartimentado Com Bolas Crocantes De Chocolate 122G,,0.58,4.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/33EBF5CA202F2B5511FF1775032C92B8.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
5925,5604260256891,2000.0,PorSi,Lava Tudo Perfumado Floral,,0.99,0.5,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F01E0A9A550FA76DA5066F589EA8BBFA.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
10094,8435257040776,640.0,Nestlé,"Iogurte líquido yoggi banana, embalagem de 4 x 160 g",,1.99,3.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6885FCEF2FEF4752D565E64A3BDEE242.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
10095,8435257040899,640.0,Nestlé,"Iogurte líquido yoggi morango, embalagem de 4 x 160g",,1.99,3.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BCBB1C4518CDF8045B46EB41CD173E54.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
11961,5603722505607,1000.0,Mimosa,"Leite sem lactose meio gordo, de 1l",,1.15,1.15,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A98ED8A0E5E675A3AC1A551BCE75B0AB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E57BFE09E8D859BDBE1705476BB9F1B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E1F70144AAFCC0EAEBFF05614177D009.jpg,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
12083,5604260259335,1200.0,PorSi,Ice tea de manga,"Embalagem de 6x0,20 l",1.19,0.99,1200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E8E74D7FBBBBEFEBBE078389B62CE99.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
1272,5601151060254,500.0,Compal,"Tomate triturado, embalagem de 500g",,1.49,2.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F73D2E34D160FB2C4040DA3AD1BBEF87.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
1305,5601151862155,500.0,Compal,Polpa de tomate 500g,,1.19,2.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D9FD9B4F4905971874C5E4127C57C62E.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
13839,2891006000000,800.0,Novilho,Bife da Pá,Vendido ao peso a partir de 800 g,9.59,11.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5626B1315F40E59D057B37FBCA18064B.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
13892,2891041000000,1000.0,Porco,Costeletas do Lombo,Vendido ao peso a partir de 1 kg,4.39,4.39,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/589E4AFE71E19AF7FEB32FB0C0E176FF.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
14854,2891117000000,2350.0,PorSi,Pato inteiro com miúdos,1 un = 2.250 kg (aprox.),10.53,4.48,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E5F2031D60089F4C13D404725928D593.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
18298,5604260278459,640.0,PorSi,Iogurte Líquido Morango 4X160G,,1.29,2.02,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BE51EE5E15324D84DD1CD633B09B61D4.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
18488,5600744051013,220.0,Saborosa,"Bolacha de manteiga belga original, embalagem de 220g",,1.49,6.77,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/435E3C8EAE2EA4A45A8BB3A81B14CF20.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
20366,7622210981141,150.0,Philadelphia,"Queijo creme de ervas finas, embalagem de 150g",,1.85,12.33,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/23968A9CE69CBDE38F833889E5601762.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
2112,5604260251346,40.0,PorSi,Refresco Pó Laranja/Morango 40G,,0.75,18.75,40,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B59386ECBFD5080505711EEAB4A1849C.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
23582,5604260281275,175.0,Porsi Programa Origens,Salada Premium 175G,,1.19,6.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A8F765E7D8A6C281765A51B35764D182.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
251,2696001000000,400.0,Padaria,Baguete,400 g,0.79,1.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/42C2E126B9E5B84C243F0668DEC3869F.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
30168,2696660000000,80.0,Padaria,Cacetinho de Trigo,80 g,0.22,2.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/061A32F66C5467484869F7F4ECEA0767.jpg,,,2025-10-08T23:59:59+01:00,PROSPECTUS,16,1,,,,
