identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,avantages_dateFin,avantages_categorie,nro_paginas,page,images_4
54775,8711327639874,480.0,Cornetto,"4 gelados brigadeiro, 480 ml",,3.89,8.1,480,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/962707DE4486454556D51C1A705EA1C2.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,
54840,8720181536991,,Skip,"Detergente Máquina Roupa Líquido Ciclos Curtos Antiodor Express, 54D",,9.99,9.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C47A35D3E1DEDAD7D0B82ED95D5A0CA8.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,
54841,8720181536977,,Skip,"Detergente Máquina Roupa Líquido Ciclos Curtos Eficácia Express, 54D",,9.99,9.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/36CE943074EB52B9FEFCB8ABDDE587DE.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,
55018,5601027117303,430.0,Bimbo,"Pão de forma com Côdea, 430g",,1.74,4.05,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4C17DB6C614697DA1B5FB0CE80A911CD.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,
55151,8445290970985,330.0,Nestlé,"Cereais Cheerios Mel, 330g",,3.19,9.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2FAF521734DC04D8BFCC226161906C91.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,
55188,8711327618428,825.0,Carte d'or,"Gelado Baunilha Pecan Les Desserts, 825ml",,5.99,7.26,825,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08571CB2AC6E14D50DDB3E1CA2FA4D66.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,
55269,8720182948793,500.0,Cif,"Multiusos Spray 3 em 1 Lavanda e Samambaia Azul, 500ml",,2.19,4.38,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/43329273126D7F7EFAE380CB123C3668.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
55736,8410500031015,460.0,Danone,"Bifidus Activia Pêssego 000%, 4x120g",,2.39,5.2,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ACD8A16E808FC2454AC2699B564292FC.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
55737,8410500031022,460.0,Danone,"Bifidus Activia Zero Natural, 4x115g",,2.39,5.2,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/547218D1B97E16FA3888B08256A0555D.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
5802,5604260055807,1000.0,PorSi,Lixívia Tradicional 1L,,0.89,0.89,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BCED94EABDE98B5CAB02624A604290B0.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
5926,5604260256907,2000.0,PorSi,Lava Tudo Perfumado Lavanda,,0.99,0.5,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01DD4B6F1EC514CE87AE4FA32F6F195B.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
6377,8410108125857,,Evax,Penso Diário Salva Slip,50 Unidades,2.54,2.54,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1DEB48EF641757554EEB9A48091A1615.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
6408,8410376033267,410.0,Gullón,"Digestive aveia diet natural, embalagem de 410g",,2.89,7.05,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D18958A844A120D74B9092BA39F02D7E.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
6689,8435257022567,720.0,Longa vida,"Iogurte magro morango, embalagem de 6 x 120g",,2.29,3.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C7D81FD136DA0ED21FA11EE161602678.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
8445,5601050206791,960.0,Danone,"Iogurte aroma morango, banana e tutti frutti, 8x125 g",,1.99,2.07,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CE730BB240A2277A1A0DBFAFB39BCC5F.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
8537,5601119957206,120.0,Campofrio,"Peito frango forno lenha fatias clássicas, embalagem de 120g",,2.19,18.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A5EDB423B7786C27645C35469FF56E84.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
8538,5601119957213,120.0,Campofrio,"Peito frango forno lenha fatias finas, embalagem de 120g",,2.19,18.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/73C7285F6ACF8A124F339DF62D4EEA07.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
8745,5601214454129,1000.0,Redex,Shampô vermelho,Embalagem de 1 l,2.49,2.49,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/63061CC5F4A523722C8965CB64335BD4.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
8801,5601244201960,350.0,Terra Nostra,"Queijo flamengo, bola quartos, embalagem de 350g",,3.49,9.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6383E3291BF534B2B32E49FC441DAF9D.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
9278,5603522994533,750.0,Assobio,"Vinho maduro tinto doc douro, garrafa de 0.75 l",,5.99,7.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/927557CB01C4E330DD7E55180DE7935F.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
931,5601001228100,300.0,Nestum,Nestum flocos de cereais com mel,Embalagem de 300g,2.24,7.47,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/82B368094FF4C269D04DE75FB30D7775.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
977,5601024124052,750.0,Oliveira da Serra,"Azeite virgem extra seleção ouro, garrafa de 750 ml",,6.19,8.25,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1949CA33BBB7B540392F14948B1D8BF.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
48137,5604260323319,2000.0,PorSi,Amaciador Roupa Concentrado Talco 80D,,1.85,0.93,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/19A86120D5B46985AF96636938E62EA9.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
5928,5604260256921,2000.0,PorSi,Lava Tudo Perfumado Montanha,,0.99,0.5,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1025C53588751D93B22FC3DF4D839D3B.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
6398,8410372182303,75.0,Colgate,"Dentifríco flúor gel, embalagem de 75 ml",,1.99,26.53,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3F011A79E5A34E1D47A1369D50D1C53B.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
5977,5604260274086,,PorSi,Acendalhas Brancas - 32 Unidades,,0.99,0.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5D848885F4F58352BFD5FA139BD7FC0A.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1FFF9F1373872F7DE961EE146FD1DAB4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1FFF9F1373872F7DE961EE146FD1DAB4.jpg,,2025-08-06T23:59:59.999999999+01:00,PROSPECTUS,13,4,
13839,2891006000000,800.0,Novilho,Bife da Pá,Vendido ao peso a partir de 800 g,9.51,11.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5626B1315F40E59D057B37FBCA18064B.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
37923,5604260300990,1000.0,Porsi Vivabem,Bebida De Amêndoa 1L,,1.09,1.09,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/74B05726BD16B03D5A528D4778757940.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
20918,5000116110964,840.0,Capitão Iglo,"30 douradinhos, embalagem de 840g",,8.99,10.7,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3C52B0905F2F1ACE3D67359B13FE0331.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
1010,5601038300091,240.0,Knorr,"Caldo de galinha 24 cubos, embalagem de 240g",,2.49,10.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E25834255892D5C9C1047A286FE9847.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
49882,5604260319336,200.0,PorSi,Paio Lombo Fatiado 200G,,2.79,13.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D86DCD95306C4475736A71E01CBAE1B6.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
29612,5604260283545,1000.0,Porsi Vivabem,Bebida De Arroz 0% Açúcares Adicionados 1L,,1.19,1.19,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1CC67FBC1159B7AB53C4B66B360A0BCF.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
8222,5411188553304,1000.0,Alpro,"Bebida de soja com cálcio, embalagem de 1 l",,1.49,1.49,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E93FBC9C48DDB0A312E01AACFB10CDEE.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
13523,2893515000000,250.0,Peixaria,Lula Congelada,1 un= 250 gr (aprox.),1.25,4.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2B7BBDC4CDC3C912C9CD2FEC6D3B682.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
12106,5604260266593,320.0,PorSi,Napolitanas Creme De Baunilha,,1.77,5.53,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD74E124716DAC476D4D2CC49FD2F04F.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
50033,5601050037593,300.0,Yopro,"Iogurte liquido pêssego maragujá, 300g",,1.99,6.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FBD4E9C7CBF6F8731249673D25B3B2EC.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
5005,5601028000338,,Renova,"Guardanapos brancos, 33x33cm, 2 folhas, 90 unidades",Uma embalagem,1.24,1.24,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9F219BE4431DFB73ED0C83D11864E280.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
11501,5601049612084,125.0,Mimosa,"Manteiga com sal, embalagem de 130g",,1.39,11.12,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C0A3DF0B7623AAEE8B7C1B9626AECDDA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1207D37BB442FDD5C918BE023189F00C.jpg,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
13094,2893070000000,150.0,Peixaria,Carapau Médio Fresco,1 un = 150 gr (aprox.),0.52,3.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9E2B2401113767EAD496436587CA5A46.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
16003,5000116109630,300.0,Capitão Iglo,"12 douradinhos forníssimo, embalagem de 300g",,3.98,13.27,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/544992A31EAE2C5ED6C344C7B21BC2DA.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
5439,5601314228248,750.0,Vitalis,"Água mineral sem gás sport, garrafa de 750 ml",,0.57,0.76,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/010F08729D04976DF26AE7ABDA2D160B.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
17873,8718951037885,500.0,Ajax,"Limpa vidros recarga tripla ação, 500 ml",,1.79,3.58,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D0A7A0C399BF07DEEA9FD446034A3D4F.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
15921,2696132000000,650.0,Pastelaria,Tarte de Flan,embalagem com 650g,3.99,6.14,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/27A5BDE3187D3D3C51C647BB82D32136.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
43544,5604260309979,2000.0,PorSi,Amaciador Concentrado Petalas Rosa 2L,,1.85,0.93,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5694AB32A5EFD974E4C8265F593E7D4C.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
8382,5601049131998,1000.0,Mimosa,"Leite uht gordo, embalagem de 1litro",,1.05,1.05,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5D46937192D7E0425B02DA44F0AF6CA9.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/85426DF0A207BC5690BA7486D86DBCDC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/85C3489AE589A6300942C731BCB55282.jpg,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
944,5601001339301,200.0,Nestlé,"Mistura solúvel mokambo, embalagem de 200g",,4.19,20.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7654D4A8AEB526591EE0FD0D1A7BE478.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
15955,7613032408794,85.0,Purina Gourmet,"Comida húmida para gato peixe do oceano, embalagem de 90g",,0.87,10.24,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FEEA8DEA9BB460BB34BF8E0ADF22D62F.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
14372,8712100599392,550.0,Calvé,"Ketchup top down, embalagem de 550g",,2.59,4.71,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D3218F33B22BC3205033BC41E176600.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
17114,5000116110148,320.0,Capitão Iglo,"4 hamburguers vaca sem glúten, embalagem de 320g",,4.49,14.03,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F31F98EC751272F860D1F790EE53DF35.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
38417,5411188124689,1000.0,Alpro,"Bebida aveia sem açúcar, embalagem de 1l",,1.94,1.94,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/242D83F75D71A1E8390A9D4AC652F0B9.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
40788,5604260303700,,PorSi,"Amaciador roupa concentrado lírios e morango, 60 doses",,2.49,2.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/97AA72DCD53F5A95787BC24AC7410764.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
50405,8445290489173,900.0,Cerelac,"Papa Infantil 12 meses, 900g",,6.29,6.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/79C2E535CBAB06EFF8E7EE2B8A2191BC.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
50458,5603722521003,160.0,Mimosa,"Manteiga com sal, 160g",,2.24,14.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/09C6645B0E41FE4C659D6FBAFCE3C138.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
5927,5604260256914,2000.0,PorSi,Lava Tudo Perfumado Herbal,,0.99,0.5,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D0BC6E0F8FB6EE1D6C3B7DBC82D3AD1E.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
1165,5601089080638,22.0,Boca Doce,"Pudim morango, 20g",,0.59,26.82,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/78CB288101A8756B40CE3BFF92039481.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
47034,8714100827666,160.0,Knorr,"Caldo galinha receita económica, embalagem de 160g",,1.49,9.31,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/54D2297B42302C9BEB14DE9BF8F6F3CF.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
15507,5601050031621,480.0,Danone,"Iogurte activia cremoso coco,  4 x 120 g",,1.99,4.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C7C13400244FC9F141DCEBAD00E0F9D5.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
16607,8712561521529,700.0,Cif,"Creme abrasivo original, de 700 ml",,2.69,3.84,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30CCCA0B503F489882A8FCB31275E9C6.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
2518,7613033814693,400.0,Nestlé,"Fruta para bebé 7 frutos +6 meses, embalagem de 4 x 100g",,2.54,6.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/18CF4010C8E037B64FBADB6A5A35AF8F.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
43542,5604260309962,2000.0,PorSi,Amaciador Concentrado Jojoba 2L,,1.85,0.93,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/95C7567032806DAB5689560A3C82D170.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
6460,8410436216777,53.0,Sonasol,Bloco Sanitário Poder Activo Floral,Embalagem de 50 g,1.98,37.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/428A90D17C72E1CEA455915A18AE3510.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
8397,5601050016017,600.0,Danone,"Danacol morango, embalagem de 6 x 100 g",,2.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F76543BD64340CC9668C447CAE3F75A1.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
1272,5601151060254,500.0,Compal,"Tomate triturado, embalagem de 500g",,1.49,2.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F73D2E34D160FB2C4040DA3AD1BBEF87.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
33563,5609060007070,200.0,Delta,Cevada solúvel,Embalagem de 200 g,2.59,12.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9DB066DE69C74BAF6E3C3065BCCE0FA7.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
41979,5601050036244,160.0,Danone,"Yopro manteiga amendoim banana, embalagem de 160g",,1.09,6.81,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA86300496543407BC1BC50B2C72D742.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
49258,8718951476271,75.0,Colgate,Pasta de Dentes Gengivas Limpeza Interdentária,Embalagem de 75 ml,3.49,46.53,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71413787DADCB43D7EE037F2CCCABD18.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
52338,8720181392931,1368.0,Comfort,"Amaciador roupa concentrado creations jasmim e mirtilo, 76 doses",,3.99,2.92,1368,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6011DCF134621AA99ADEF13E90F43514.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
10273,8410436240130,50.0,Sonasol,Bloco sanitário blue activ higiene,Embalagem de 50 g,1.98,39.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/030C25BBFC0551A8A26341A0DB18F1E8.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
10639,8712566395514,61.0,Knorr,"Sopa gourmet, cogumelos, embalagem de 60g",,2.24,36.72,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/37AB5E4154A122936DBF40F8E46CCD3D.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
10848,2895243000000,250.0,Produto selecionado,Queijo Brie 60%,Vendido ao peso a partir de 250 gr,3.5,13.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C12C1EFAF840C0CE710C6C4168B79A61.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
13541,2893533000000,250.0,Congelado de Aquicultura,Camarão Congelado 60/80,1 un = 250 gr  (aprox.),2.0,7.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29A2DFA509FFDAFCD18E7F308BD753B4.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
1463,5601286232779,250.0,Milaneza,"Massa pevide, embalagem de 250g",,0.61,2.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7FABF67C8683DAD5B618F045601E14A4.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
17595,5411188115366,1000.0,Alpro,"Bebida aveia, embalagem de 1 litro",,1.87,1.87,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5E08DFF719942D46F9D4BF500500435.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
2459,7613031497096,400.0,Nestlé,"Fruta para bebé maçã pera +4 meses, embalagem de 4 x 100g",,2.54,6.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3657AC5DA61941E17EE1AD603103EE0.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
26061,5601082041735,220.0,Delta,Café moagem universal angola,Embalagem de 220g,3.69,16.77,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5D337D3866314BE280A581C05FCA725F.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
2740,8410063016627,400.0,Pescanova,"4 filetes de pescada panados com limão, embalagem de 400g",,4.99,12.48,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/793D04BEFB15F5DF82BA7896A4F9F018.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
39305,5601195640122,1000.0,Pedras Salgadas,"Pedras maracujá, pack 4 x 25 cl",,2.19,2.19,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4530A5F4C57E573DC822AE65FB3AE7F0.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
40672,5609060095992,100.0,Delta,Café solúvel intenso,Embalagem de 100g,3.49,34.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D4895AD34340D994C0746A03FC85B3A.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
419,8718114882536,50.0,Knorr,"Sopa de cebola, embalagem de 50g",,1.69,33.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40DE8A4B0CCB6E254052E81CFB00180A.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
483,3033710046645,400.0,Nestlé,"Fruta para bebé maçã manga +6 meses, embalagem de 4 x 100g",,2.54,6.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B957252E4468B4428B54FDF0DEC950C2.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
49235,5604260323647,140.0,Porsi Vivabem,Tostas Multicereais Sem Glúten,,2.99,21.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A9143EDECD26E4C9A4D78CFBCF38CA4E.jpg,,,,2025-07-02T23:59:59.999999999+01:00,PROSPECTUS,13,4,
