identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,avantages_dateFin,avantages_categorie,nro_paginas,page,images_5,images_6
37744,5604260301805,540.0,PorSi,Feijão manteiga,Frasco com 540 g,0.89,1.65,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B9B74EE9D5F4C86738772A5B6758433E.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
37778,8710847944420,500.0,Skip,"Tira nódoas em spray, embalagem de 500 ml",,2.99,5.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5DB69985383F70611DE6A7DD77E8F30A.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
38417,5411188124689,1000.0,Alpro,"Bebida aveia sem açúcar, embalagem de 1l",,2.49,2.49,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/242D83F75D71A1E8390A9D4AC652F0B9.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
40552,5604260295364,1500.0,PorSi,Refrigerante sem gás de laranja e cenoura,Embalagem de 1.5 litros,1.39,0.93,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB9B94F7EB4C28BFE7144B63CAF7080D.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
40593,5603722519406,480.0,Mimosa,"Iogurte fruta batida morango, 4 x 120 g",,1.69,3.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/41C5135F0F8227064BFED500C982147E.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
40969,5601151972557,1000.0,Frize,"Água com gás sabor a maracujá, pack 4x 0,25l",,2.09,2.09,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AF6318AC77392E694BAA2AC34B4CAA04.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
40974,8711327407121,2000.0,Lipton,Ice tea de limão zero açúcar garrafa 2 l,,2.39,1.2,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01B1D0B046262E5013625D98284F67D4.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
41297,5601050036534,440.0,Danone,"Iogurte oikos pêssego, embalagem de 4 x 110g",,1.99,4.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C2BCC90FB2B192B3C8BC1E9CCF0DA4AF.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
41298,5601050036541,440.0,Danone,"Iogurte oikos natural,  4 x 110g",,2.49,5.66,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/100CC1C1966D7A85865BF44E424F358B.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
41640,5604260301737,540.0,PorSi,Feijão encarnado em frasco,frasco de 540 g,0.89,1.65,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C91F959C8FD02C2055DD0A1A4950A458.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
41874,8718951313316,75.0,Colgate,"Pasta dentífrica cool mint, 75 ml",,2.15,28.67,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2DAA61BE6D06A4399D41EFB19DA0D088.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
41979,5601050036244,160.0,Danone,"Yopro manteiga amendoim banana, embalagem de 160g",,1.09,6.81,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA86300496543407BC1BC50B2C72D742.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
42080,5604260300839,240.0,PorSi,Atum posta ao natural 3x80g,Embalagem de 240g,1.99,8.29,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C5914719B6B587B46241502983E2A93F.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
43316,8711000470961,,LOr,"Café barista, 10 cápsulas",,3.39,3.39,10,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E072038BF4C10BF71BF3C7D074D004A0.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
43763,7613038110295,,Nescafé,"Cápsulas café ristretto napoli intensidade 13, 30 capsulas",,9.99,9.99,30,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ED8F7D7F4F41519AE941D5A6761C77F5.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
44234,8710522854815,257.0,Calvé,"Mostarda top down, embalagem de 257g",,1.68,6.54,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/63AC7BC5BB2C7D5CE58B458BE855CC4A.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
44240,8410500010539,1200.0,Danone,"Iogurte líquido de morango kids, pack 12 x 100 g",,4.99,4.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/675F0D6784FF916C81A6BE90AA600C99.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
44264,5603722517136,200.0,Mimosa,"Nata cremosa sem lactose, 200 ml",,0.99,4.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8BEE16017818634A0906C7EEA760EC96.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
44389,8410001134925,,Scotch Brite,Esfregão com Esponja Fibra Verde Gama Classic,,0.99,0.99,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3954153DE4DE2D0BCA44A93DDFAD6FB0.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
44715,5600961109672,250.0,Prozis,"Manteiga de amendoim cremosa, 250g",,2.34,9.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3CEEBB25BE3616DCE7F29C8CA9E9FCD3.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
44716,5600961109689,250.0,Prozis,"Manteiga de amendoim crocante, 250g",,2.34,9.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E30480D83856A991B8DDEB5DD0E60694.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
45431,5601050036893,300.0,Danone,"Yopro líquido manga, embalagem de 300g",,1.99,6.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1E004FD89D8A20EC3FC964ADAE11A7AF.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
46185,5601050037203,440.0,Danone,"Iogurte oikos coco, embalagem de 4 x 110g",,1.99,4.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/61327B54ADC5403B46177C1EF4A095FB.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
46517,5000204208917,750.0,Pato,"Líquido sanitário ação total pinho, 750 ml",,1.94,2.59,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08C17A1F547C898E2E6E9CBB3441BB2A.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
47038,5010338200039,120.0,Bluedragon,"Molho para saltear agridoce blue dragon, embalagem de 120g",,1.69,14.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/279414B97F22AC4861EE1956658F0587.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
47106,7613287613806,,Nescafé,"Café espresso buondi intenso, 16 cápsulas",,8.99,8.99,30,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E40A3E7241DABB11EAC194DA9AD5C029.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
47109,7613287218704,110.0,Nestlé,"Bolsitas de puré de 4 frutas, embalagem de 110g",,0.73,6.64,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AAE972318DF3C7B29E7A2F9B4E66DEFB.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
4756,5000204731866,269.0,Glade,"Recarga ambientador automático, lavanda, 269 ml",,3.49,12.97,269,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6F255C06BE26BDBD3EF56DDC7CB885D5.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
48094,5604260322442,85.0,PorSi Select,Comida húmida gato júnior c/ frango,Embalagem de 85g,0.59,6.94,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3352261172FA59311C61D26CA02A331E.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
48551,7613287300393,,Nescafé,Nescafe portion coffee systems nescafé dolce gusto 186 g,,9.49,9.49,30,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E649FC664013B58BF3328022DDE18A28.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
4930,5410101015011,300.0,Glade,"Ambientador spray, aerosol, lavanda",Embalagem de 300 ml,1.79,5.97,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A6ECB4C1CB2E526389623176AD8AD79.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
49767,5601151969106,1000.0,Frize,"Água com gás ananás, pack 4 x 0.25 l",,2.09,2.09,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/894FBD4D289713EED7DB570E33675A74.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
49981,3021761207269,360.0,Gogo,"Conjunto de saquetas de fruta multifrutos, embalagem de 360g",,2.69,7.47,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1FA9F30217D7DE96A61A6082D1C5EF70.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
50033,5601050037593,300.0,Yopro,"Iogurte liquido pêssego maragujá, 300g",,1.99,6.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FBD4E9C7CBF6F8731249673D25B3B2EC.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
5032,5601028009164,,Renova,Papel Higiénico Super Folha Dupla,Embalagem 48 Unidades,9.49,9.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DAC7C97D0E281172DFC4FCEA24E5A707.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
50393,5411188136613,1000.0,Alpro,"Bebida de aveia not milk clássica vegan, de 1 l",,1.99,1.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6821B4EC371AD517DBE48650010725D9.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
50654,7613287218797,110.0,Nestlé,"Saqueta de fruta banana e morango +12m, 110g",,0.73,6.64,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F59987C4DA3FED323F3E6B858D23FD51.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
50954,8006540767689,,Fairy,Detergente Loiça Máquina Ultra,53 pastilhas,13.99,13.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B8715491007747823440062BA929A0DC.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
51288,5601066200721,900.0,Nacional,"Farinha de centeio, 900g",,1.09,1.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E8ECE45BABDB8177E81042B4F2239B24.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,2,,
5135,5601077111023,750.0,Velhotes,"Vinho do porto tawny, garrafa de 0,75 l",,5.49,7.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1D5B8EA9BF6276DDBD0FBBB4AE1E08B.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
5163,5601119225459,110.0,Nobre,"Peito de peru fatias finas, embalagem de 110g",,2.19,19.91,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/974FB18B55CA4E77D8BC07F3A9C285B6.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
51783,5604260327676,1000.0,PorSi,"Iogurte Liquido Morango e Banana, 1 kg",,1.59,1.59,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/568FFCB442AD5B312FACD9B2980ADD4A.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
51853,8720182470133,447.0,Calvé,"Maionese magra, embalagem de 447g",,2.39,5.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/669DCF67630FE8FCA748AC7DC2CB15C7.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
51896,8719200253377,400.0,Planta,"Creme vegetal para barrar original, 400g",,2.54,6.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0265DFAAA6CC23B5D28B5523E860ECEF.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
51917,8410500020644,280.0,Danone,Iogurte infantil danonino morango banana 4x70g,,2.14,7.64,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3220973BC3DB4CAD23E73E6374D1D5D5.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
52335,8720181392979,1368.0,Comfort,"Amaciador roupa concentrado creations angélicas e flor de baunilha, 76 doses",,3.99,2.92,1368,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/504638FE0C01115A314811D8BC910186.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
52336,8720181392948,1368.0,Comfort,"Amaciador roupa concentrado creations leite de coco e óleo de argão, 76 doses",,3.99,2.92,1368,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1D51042B82242C0A9A766394A73FCB2.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
52338,8720181392931,1368.0,Comfort,"Amaciador roupa concentrado creations jasmim e mirtilo, 76 doses",,3.99,2.92,1368,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6011DCF134621AA99ADEF13E90F43514.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
52378,8720181407130,1300.0,Cif,"Lava tudo vinagre, embalagem de 1,3l",,1.99,1.53,1300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/171393A645468062F81960E4867EA09F.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ACC8FB9EC20CE1255E2C2456FAF7B5E2.jpg,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
52831,5411188139386,750.0,Alpro,"Bebida soja alto teor proteína, 750 ml",,1.59,2.12,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49ADB141EE7D3ED699ADC3A17F20F163.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
52889,8720181385094,945.0,Skip,"Detergente líquido máquina de roupa baby, 21 doses",,3.99,4.22,945,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/88B9AA7AC23F4BC407E554F7DDCFF45B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F71A2C4911172C11157AB331E2B3BEF3.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F71A2C4911172C11157AB331E2B3BEF3.jpg,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
52957,5449000273666,1000.0,Coca-Cola,Refrigerante zero com gás lima de 1 litro,,1.22,1.22,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8811CE5F5F34EDCF194A9D8CB568CB91.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3EDDFFF905A664833A2724EDFA3DF928.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3EDDFFF905A664833A2724EDFA3DF928.jpg,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
52960,5411188136866,340.0,Alpro,"Yofu coco stracciatella, 340g",,2.79,8.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/57498104C9F0931E8171F89E947914A2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1DC8A19C4593A6CAC4DD628D5F44BEA6.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1DC8A19C4593A6CAC4DD628D5F44BEA6.jpg,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
53208,8719200268647,1000.0,Vaqueiro,"Creme vegetal culinária clássico, 1 kg",,2.99,2.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0735A691FAA77E120C1E24086E19EA16.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD9C237337ADB2608A1427FA94442244.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD9C237337ADB2608A1427FA94442244.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD9C237337ADB2608A1427FA94442244.jpg,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
53292,8719200265424,450.0,Becel,"Creme vegetal culinária, 450g",,2.49,5.53,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/731104623BFBA291592C36763AD2ACB6.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE0F50DA9FD82BB1CA28828D6783A017.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE0F50DA9FD82BB1CA28828D6783A017.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE0F50DA9FD82BB1CA28828D6783A017.jpg,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
53305,5000204339345,,Pato,"Bloco Sanitário Discos Activos Frescura Marinho, 6 doses",,2.34,2.34,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CC8AF1FABDBA967EE0FAB37EFA71A93C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/05F10CE67B2262072511ADCA3ABD855C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/05F10CE67B2262072511ADCA3ABD855C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/05F10CE67B2262072511ADCA3ABD855C.jpg,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
5411,5601286277787,500.0,Milaneza,"Massa tagliatelle com ovo, embalagem de 500g",,2.04,4.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8E5CC70FF32EA78E08FBEFF7CF75AD7B.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
5438,5601314222222,1980.0,Vitalis,"Água mineral sem gás, pack 6 x 0.33 l",,1.39,0.7,1980,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/33D50EDEE051731540B4213BFFB43642.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
5439,5601314228248,750.0,Vitalis,"Água mineral sem gás sport, garrafa de 750 ml",,0.57,0.76,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/010F08729D04976DF26AE7ABDA2D160B.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
54448,8710522323007,400.0,Tresemmé,"Champô liso keratina smooth, 400ml",,3.77,9.43,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0CFCB6F402225ED49AAA65602D62346.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
54450,8720181449185,400.0,Tresemmé,"Condicionador rich moisture, 400ml",,3.77,9.43,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FEF0C5A9329BAAA82759E31E8542AFE0.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
54482,8700216266079,330.0,H&S,"Champô Homem Anticaspa Antiqueda, 330ml",,4.94,14.97,330,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1420827EBC3BDE04661DEF9D75824F1.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
54578,5604260332847,200.0,Labell Men,"Desodorizante Antitranspirante Invisible, 200ml",,1.39,6.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6089B570557FEDB49C72B5ECFB5CAF3F.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
54579,5604260332823,200.0,Labell Men,"Desodorizante Energy, 200ml",,1.39,6.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D65AEFFA3E695F6087A751C8F90810AA.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
54602,5601217138958,500.0,Cillitbang,"Limpa Vidros Spray, 500ml",,2.49,4.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B80E9BDF10FB9A2AEFA0D6A49C9C8B5.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
54632,5603722523045,1000.0,Gresso,"Leite UHT Meio Gordo, 1L",,0.85,0.85,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ECF816693AC2579C9FB595FD8ABD96D7.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
54633,5603722523052,1000.0,Gresso,"Leite Uht Magro, 1L",,0.85,0.85,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62FAA0AA671FC5B53B3DDBACCC92B900.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
54688,5411188113416,500.0,Alpro,"Yofu de soja pêssego e exótico vegan, pack 4 x 125 g",,2.54,5.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0942D9F06F1D83AC89FE945F1B81F906.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
54798,5603722521560,604.0,Mimosa,"Iogurte liquido frutos tropicais, 4 x 151 ml",,1.44,2.38,604,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49B490BBEC557A29CF9B663AE694D2B4.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
54802,5603722521539,604.0,Mimosa,"Iogurte liquido morango, 4 x 151 ml",,1.44,2.38,604,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB51425211E1948B683D88C51AE1A4C5.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
55004,8720181542152,2520.0,Skip,"Detergente Máquina Roupa Líquido Active Fresh, 56D",,9.99,3.96,2520,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A555122EEA1277E7DFB8AE1B6D66457A.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
55089,5601151964149,410.0,Compal,"Favas Cozidas, 410g",,1.49,3.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7C5A94A73E95371DFEEB49821BACFD91.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
55113,8410500030650,600.0,Danone,"Iogurte Líquido Defesa Laranja e Multifrutas Tripla Ação, 6 x 100g",,3.19,5.32,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5762F1DEEFA584C3F413E0A8C1F308F1.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
55185,5601151963869,410.0,Compal,"Lentilhas Cozidas, 410g",,1.49,3.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EF5BD1BEC2A2D5B65F9A2DBB0455AB3E.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
5632,5602445000536,750.0,Encosta das Perdizes,Vinho regional alentejano tinto,Garrafa de 750 ml,2.69,3.59,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ADC7AAF1E42FC34FB14363D21F98FEE3.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
5977,5604260274086,,PorSi,"Acendalha branca, 32 cubos",,1.15,1.15,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5D848885F4F58352BFD5FA139BD7FC0A.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1FFF9F1373872F7DE961EE146FD1DAB4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1FFF9F1373872F7DE961EE146FD1DAB4.jpg,,,2025-06-11T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
7105,2894508000000,100.0,Primor,Bacon Extra,"Vendido ao peso, fatiado a partir de 100 gr",1.2,11.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BE4896B3454C5EEBE0D9BE9663BD4C36.jpg,,,,,2025-05-14T23:59:59.999999999+01:00,PROSPECTUS,11,3,,
