identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,avantages_dateFin,avantages_categorie,nro_paginas,page,images_3
5985,5604422145209,1000.0,Macieira,Brandy,Garrafa de 1 l,15.39,15.39,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B32E3266FD6067B7F44159A4FC61A7F0.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
2778,8410168399939,4000.0,Friskies,Ração para gato adulto com coelho,Embalagem de 4 kg,9.79,2.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D77E234EEC231A513DCFB3E4E6B53BA0.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
1293,5601151398104,630.0,Compal,Pack de 3 embalagens de polpa de tomate,Embalagem de 630g,1.49,2.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F7BD591A6A78BA4615EC03A19AC4973.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
22335,5000116110940,420.0,Capitão Iglo,15 douradinhos,Embalagem de 420g,4.99,11.88,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A875E63BB10AF2CF300666B64DC69107.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
21766,7613035487840,90.0,Nestlé,Fruta para bebé banana laranja bolacha +6 meses,Embalagem de 90g,0.74,8.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/97B5DC278815B47BCD7E38EEC0455DC8.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
9279,5603533652002,1000.0,Frize,Água c/ gás limão,pack 4 x 0.25 l,1.99,1.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5168323A2D812BEF907FCB0E5F1CDA9E.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
13866,2891048000000,1000.0,Porco,Bifanas,Vendido ao peso a partir de 1 kg,4.98,4.98,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C9E276B082B119EFEDC2A2B0E1BC737E.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
26047,8412600070994,650.0,Bimbo,Pão de forma s/ côdea,Embalagem de 650 g,1.79,2.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/998967574B383CCF8D49F03316F06108.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
13541,2893533000000,250.0,Congelado de Aquicultura,Camarão Congelado 60/80,1 un = 250 gr  (aprox.),1.75,6.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29A2DFA509FFDAFCD18E7F308BD753B4.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
11503,5601050019100,600.0,Danone,"Danacol frutos exóticos,  6 x 100 g",,2.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/17F7F3CE5BC5B190BC85D20A58C39B60.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
28507,8006540618752,,Dodot,Fralda Cueca Extra T6 | +14 kg,Embalagem c/ 48 un.,13.49,13.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0E81716B09BE4333C336DFF322751365.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
20477,8714789876801,650.0,Palmolive,Gel Banho Coco,Embalagem de 650 ml,3.29,5.06,650,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C841EAB15BFBC711E7703D2FB84F7757.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
8752,5601217102065,1000.0,Finish,Sal p/ máquina de lavar loiça,Embalagem de 1 kg,1.89,1.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8EBDC7AE1197593D3539E53F449D6E79.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
9232,5602616001911,5000.0,Capataz,Vinho tinto bag-in-box,Embalagem de 5 l,5.99,1.2,5000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E9E0789411CF6D97D0142D77C4251DFD.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
21417,8410136003486,400.0,Pedigree,"Alimento húmido para cão, galinha e cordeiro",Embalagem de 400g,2.45,6.13,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3591685DF3CE8F70C5DF9853F3C50774.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
12994,2892524000000,100.0,Legumes,Cenoura Granel,1 un = 100 gr (aprox.),0.09,0.85,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6427FE21A79FA79A1E8CC03E5F3B3703.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
12887,2892089000000,500.0,Fruta,Manga Barco,1 un = 500 gr (aprox.),1.2,2.39,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ADC504D3921218CCB4DF31F75AAF28C0.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
13865,2891042000000,1000.0,Porco,Costeletas do Cachaço,Vendido ao peso a partir de 1 kg,4.98,4.98,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CC30521C194F3CF0E71F32C6E004880.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
13934,2891062000000,250.0,Porco,Rojões,1 un = 250 gr  (aprox.),1.25,4.98,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EC22EC97C3D422144CA5D38D9F748D88.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
13881,2891051000000,500.0,Porco,Lombinhos,1 un=500 gr aprox.,4.0,7.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72A8F969F14B8E66787332FACB9A8F30.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
13893,2891043000000,1000.0,Porco,Entrecosto,Vendido ao peso a partir de 1 kg,6.28,6.28,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA05EE99D302D59771FCC108473E0700.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
13897,2891053000000,1000.0,Porco,Lombo sem Osso,Vendido ao peso a partir de 1 kg,5.28,5.28,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/415564DA70574ED3C1D7475F1F28BDB6.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
13915,2891249000000,2000.0,Peru,Perna com Osso,Vendido ao peso,5.78,2.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D88BA2E1544364C5EB66CF19AD6E70E.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
13892,2891041000000,1000.0,Porco,Costeletas do Lombo,Vendido ao peso a partir de 1 kg,4.98,4.98,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0CEDBCB04142A68CDED3690FB39820D0.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
15353,5604260270767,800.0,PorSi,Tentáculos pota,Embalagem de 800G,5.49,6.86,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D78C45D85CA71C2035AE1E10072AC656.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
13242,2893227000000,200.0,Peixaria,Robalo de Viveiro,de 200 a 600 g (aprox.),1.2,5.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/48561D1FC8B0542874DDBC21F2E9ADCA.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
13954,2891192000000,500.0,Porco,Tiras da Costela/Piano,1 un = 500 gr (aprox.),4.0,7.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7D0B09E93398DFB0B31D06D5AFBD6B99.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
14861,2696026000000,90.0,Padaria,Pão da Avó 90 g,,0.28,3.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/181141F58BD1675F6CCB7D7436484D87.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
41621,5604260303625,5000.0,PorSi,Areia para gatos 100% natural,Embalagem de 5 kg,1.29,0.26,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D31760E94B21E9196509712F2DC20BF5.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
9315,5603722509544,1000.0,Mimosa,Leite 0% lactose magro,Garrafa de 1 l,0.99,0.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5A14B3D114F4F7D42484C8D1602E358.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC5219EC1E15E09529E323B7D196FADA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC48BFFA4281D8016E9FB40168ED4485.jpg,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
11961,5603722505607,1000.0,Mimosa,Leite s/ lactose meio gordo,Garrafa de 1 l,0.99,0.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B50AD06E1D69691E134268704FD849E5.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E57BFE09E8D859BDBE1705476BB9F1B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E1F70144AAFCC0EAEBFF05614177D009.jpg,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
13094,2893070000000,150.0,Peixaria,Carapau Médio Fresco,1 un = 150 gr (aprox.),0.45,2.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5561FF39144D34B65C5FB553D6B1F100.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
14339,3387390325911,630.0,Nestlé,Cereais fitness,Embalagem de 630g,4.59,7.29,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B3B7D0C0554F9B07E610EDBBFFBD0CD0.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
1484,5601326000122,1000.0,Pato real,Arroz carolino malandrinho,Embalagem de 1 kg,2.28,2.28,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/894170BBEE1DCE01EC4648E1F8CDBAFD.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
20918,5000116110964,840.0,Capitão Iglo,30 douradinhos,Embalagem de 840g,7.99,9.51,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AEDD14052902A045272594F0C20ABD33.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
26091,7613036115575,550.0,Nestlé,Cereais estrelitas,Embalagem de 550g,2.49,4.53,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C94C2BEBB47FF1CA98FCF1DC9BAD855D.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
39625,5607233533951,385.0,Panrico,Pão cerealia 100% integral,Embalagem de 385g,1.89,4.91,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/41D40B955E0A17EB04A654C74F17935A.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
52880,8719200267794,450.0,Becel,"Creme Vegetal de Barrar com Sabor a Manteiga, 450g",,2.99,6.64,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/287D301C66C180312FAA8A3BAE7EA710.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
10823,2895063000000,250.0,Castelões,Queijo Curado kg,1 un = 250 gr  (aprox.),2.75,10.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/75B6363D9B6BD363EA11623977BF1CB2.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
11523,5601051410029,250.0,Primor,"Manteiga com sal, 250g",,1.79,7.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5E7E0622B0F1F3C827A5445EBDA354EF.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
12206,5608272000114,15000.0,Nova lenha,Pellets madeira,Embalagem de 15kg,3.99,0.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1FA0E1528B7AD0E4A7FB71B9E411015C.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
1272,5601151060254,500.0,Compal,Tomate triturado,Embalagem de 500g,1.39,2.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8578E2260B46D071F7AECDA37452145B.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
1323,5601163020512,9000.0,Luso,Água s/ gás,Pack 6 x 1.5 l,3.48,0.39,9000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/571D03B7CBBBB17BF53B16AF9AF5385C.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
13511,2893503000000,350.0,Nossa Seleção,Camarão Tigre Congelado 20/30,,3.85,10.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E82BCD25FFFB4DE2BFED051270400B76.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
13522,2893514000000,200.0,Peixaria,Choco Pequeno Congelado,1 un= 200 gr (aprox.),1.9,9.49,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/37754AAC1A8B81BA5D21C470572981B5.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
13567,2893562000000,250.0,Marisco,Ameijoa Castanha Vietnamita Congelada,Venda ao Kilo,0.72,2.89,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/33CC3279E2741F227440A7AFDC3AEEF9.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
13950,2891145000000,100.0,Porco,Salsicha Fresca,1 un = 100 gr (aprox.),0.6,5.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2E1CED7EDF010F56C2BF0E6CDF74D52B.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
14025,2891195000000,150.0,Porco,Bochechas,1 un = 150 gr (aprox.),1.95,12.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3D60CE0A2317E208CB420B4ACEB4DFAC.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
1462,5601286231772,250.0,Milaneza,"Massa, estrelinhas",Embalagem de 250g,0.63,2.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E2F1A211F7D24F0BF020FA7DF88C2F67.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
1471,5601286254788,500.0,Milaneza,Massa macarronete grande,Embalagem de 500g,1.19,2.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ECCE0C4A0B77E8669302DA27C5B102B0.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
14862,2696029000000,70.0,Padaria,Carcaça Rústica 70 g,,0.16,2.29,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7501756B5498BDF68A954DEA96B9AD1C.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
14936,2891055000000,1000.0,Porco,Pá com Osso,Vendido ao peso a partir de 1 kg,4.08,4.08,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DCB3979D4697BF7A768518A7C52DC125.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
15010,2892545000000,1000.0,Programa Origens,Couve Flor,1 un = 1 kg (aprox.),1.99,1.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/73DF9B2986748054B9303F926F23B964.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
16105,5601146703463,7500.0,Sagres,Cerveja Mini,pack 30 x 0.25 L,11.49,1.53,7500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A268F7D3CFF6A55F6AD0FB91F4E6512.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
20202,5601151976456,1000.0,Frize,Água c/ gás: limão/pepino/gengibre,pack 4 x 0.25 l,1.99,1.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F47824AB7ACD4F4E1E1A0CC54659430F.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
20221,8410500020071,480.0,Danone,"Iogurte activia aveia nozes,  4 x 120 g",,2.39,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E3646F8812C5353023D3951FE268028D.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
21291,2891140000000,1000.0,Porco,Cachaço s/ Osso,Vendido ao peso a partir de 1 kg,5.38,5.38,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5959AA495A4B146D941DA93F1CFF6837.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
31327,5601286260444,500.0,Milaneza,Esparguete integral com aveia,Embalagem de 500g,1.39,2.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ED109D373D309526BEFD47862BA4E84B.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
44318,2893254000000,2000.0,Peixaria,Tamboril,Vendido ao peso,21.98,10.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/779A2AA54DB1730CAED33CD59B87F3EC.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
45773,5054563087829,75.0,Aquafresh,"Pasta dentífrica eucalipto, lima e menta",Embalagem de 75ml,1.85,24.67,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9BD714E3A534CEE4C22E5ACF847E84CE.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
4687,5000116105212,375.0,Iglo,Ervilhas,Embalagem de 375 g,1.69,4.51,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AB2CFAA543F3CFC918196092BD0A768E.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
7105,2894508000000,100.0,Primor,Bacon Extra,"Vendido ao peso, fatiado a partir de 100 gr",1.2,11.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11A9EC567F982E26800D8DF9E4043FCC.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
809,5000116102075,280.0,Capitão Iglo,"Douradinhos de salmão, 10 unidades",Embalagem de 280g,4.99,17.82,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/94E9D7D87D69DF936F9880FE165277C6.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
848,5000189974579,200.0,Kit Kat,Chocolate mini,Embalagem de 200g,3.38,16.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/33F684DC544CDCED4E93A337A33052D5.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
991,5601029004090,120.0,Bom Petisco,Atum posta em azeite,Embalagem de 120 g,1.77,14.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40ABAA5E8C339E4103EB73DD68903264.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
9989,8000430133035,125.0,Galbani,Queijo mozzarella fresca,Embalagem de 125 g,1.65,13.2,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/605C9FB94611B32191667C7EDC36EC8E.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
10639,8712566395514,60.0,Knorr,"Sopa gourmet, cogumelos",Embalagem de 60g,1.99,33.17,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0DE93CCE9C882CDFCAF84912313B4E5.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
10669,8714789703046,360.0,Palmolive,Sabonete sensitive,Embalagem de 4x90 g,3.59,9.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E1B6CB90823C0471DEECAE12A1EACB59.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
10842,2895207000000,250.0,Santiago,Queijo 3 Igrejas Cura 2m Pimentão,Vendido ao peso a partir de 250 gr,3.0,11.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F11F4EC63EB49EF2522FB61028743A0.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
11418,5449000020024,4000.0,Coca-Cola,Refrigerante  c/ gás regular,pack 4 x 1 l,4.79,1.2,4000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D87E5C0C9B50C36B31B6AAE2DD8ADBC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA0D8B97BB868D45B944027647273BDD.jpg,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
11496,5601049213991,200.0,Mimosa,Nata uht,embalagem de 200 ml,0.79,3.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/887C5343F4688DBB2FEDBF4E6D25399A.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
11524,5601051420028,250.0,Primor,Manteiga sem sal,Embalagem de 250g,1.79,7.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2FFA6A89B700950590104B0F7BA500E.jpg,,,2024-10-16T23:59:59.999999999+01:00,PROSPECTUS,9,1,
